[2026-03-06 09:26:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-05
正在获取论文...
[arXiv] 2026-03-05 | KARL: Knowledge Agents via Reinforcement Learning
[arXiv] 2026-03-05 | On LLR Mismatch in Belief Propagation Decoding of Overcomplete QLDPC Codes
[arXiv] 2026-03-05 | Beam Geometry-Controlled Nonequilibrium Formation of WS2/CsPbBr3 Hybrids and Interfacial Carrier Dynamics
[arXiv] 2026-03-05 | A Unified Hybrid Control Architecture for Multi-DOF Robotic Manipulators
[arXiv] 2026-03-05 | Lattice dynamics of the charge density wave compounds TaTe$_4$ and NbTe$_4$ and their evolution across solid solutions
[arXiv] 2026-03-05 | Rethinking the Role of Collaborative Robots in Rehabilitation
[arXiv] 2026-03-05 | Robust and optimal control of open quantum systems
[arXiv] 2026-03-05 | Canonical Quantisation of Bound and Unbound WQFT
[arXiv] 2026-03-05 | SlideSparse: Fast and Flexible (2N-2):2N Structured Sparsity
[arXiv] 2026-03-05 | The role of spatial scales in assessing urban mobility models
[arXiv] 2026-03-05 | Learning Optimal Individualized Decision Rules with Conditional Demographic Parity
[arXiv] 2026-03-05 | Stellar contents and Star Formation in IRAS 18456-0223
[arXiv] 2026-03-05 | SinhaLegal: A Benchmark Corpus for Information Extraction and Analysis in Sinhala Legislative Texts
[arXiv] 2026-03-05 | Transformer-Based Inpainting for Real-Time 3D Streaming in Sparse Multi-Camera Setups
[arXiv] 2026-03-05 | Safe-SAGE: Social-Semantic Adaptive Guidance for Safe Engagement through Laplace-Modulated Poisson Safety Functions
[arXiv] 2026-03-05 | Reasoning Theater: Disentangling Model Beliefs from Chain-of-Thought
[arXiv] 2026-03-05 | High-performance syndrome extraction circuits for quantum codes
[arXiv] 2026-03-05 | Kraus Constrained Sequence Learning For Quantum Trajectories from Continuous Measurement
[arXiv] 2026-03-05 | O^3-LSM: Maximizing Disaggregated LSM Write Performance via Three-Layer Offloading
[arXiv] 2026-03-05 | The Spatial and Temporal Resolution of Motor Intention in Multi-Target Prediction
[arXiv] 2026-03-05 | Recursive Magic State Distillation on the Surface Code
[arXiv] 2026-03-05 | ETH-Tight Complexity of Optimal Morse Matching on Bounded-Treewidth Complexes
[arXiv] 2026-03-05 | Bala-Join: An Adaptive Hash Join for Balancing Communication and Computation in Geo-Distributed SQL Databases
[arXiv] 2026-03-05 | On the Necessity of Learnable Sheaf Laplacians
[arXiv] 2026-03-05 | Extending spin-lattice relaxation theory to three-phonon processes
[arXiv] 2026-03-05 | SpiderCat: Optimal Fault-Tolerant Cat State Preparation
[arXiv] 2026-03-05 | Existence and regularity for an entire Grushin-Choquard equation
[arXiv] 2026-03-05 | OpenFrontier: General Navigation with Visual-Language Grounded Frontiers
[arXiv] 2026-03-05 | Integral Formulation and the Brézis-Ekeland-Nayroles-Type Principle for Prox-Regular Sweeping Processes
[arXiv] 2026-03-05 | Learning Causal Structure of Time Series using Best Order Score Search
[arXiv] 2026-03-05 | Progressive Residual Warmup for Language Model Pretraining
[arXiv] 2026-03-05 | Shock Propagation and Macroeconomic Fluctuations
[arXiv] 2026-03-05 | A Knebusch trace formula for Azumaya algebras with involution
[arXiv] 2026-03-05 | A Multilingual Human Annotated Corpus of Original and Easy-to-Read Texts to Support Access to Democratic Participatory Processes
[arXiv] 2026-03-05 | Dark3R: Learning Structure from Motion in the Dark
[arXiv] 2026-03-05 | Teichmüller space of a closed set in the Riemann sphere
[arXiv] 2026-03-05 | AttentiveLearn: Personalized Post-Lecture Support for Gaze-Aware Immersive Learning
[arXiv] 2026-03-05 | Strong zero modes in random Ising-Majorana chains
[arXiv] 2026-03-05 | Constraint-Free Static Modeling of Continuum Parallel Robot
[arXiv] 2026-03-05 | Why Projection-Based DMRG-in-DFT Cannot Be Exact, Even with the Exact Exchange-Correlation Functional
[arXiv] 2026-03-05 | UniSTOK: Uniform Inductive Spatio-Temporal Kriging
[arXiv] 2026-03-05 | ULTIMATE deblending I. A 50-band UV-to-MIR photometric catalog combining space- and ground-based data in the JWST/PRIMER survey
[arXiv] 2026-03-05 | Bayesian Supervised Causal Clustering
[arXiv] 2026-03-05 | Can Light Cross a Singularity? Exact Solutions from Analogue Gravity
[arXiv] 2026-03-05 | From Code to Road: A Vehicle-in-the-Loop and Digital Twin-Based Framework for Central Car Server Testing in Autonomous Driving
[arXiv] 2026-03-05 | A framework for assessing the capabilities of code generation of constraint domain-specific languages with large language models
[arXiv] 2026-03-05 | Oral to Web: Digitizing 'Zero Resource'Languages of Bangladesh
[arXiv] 2026-03-05 | Gauge-string duality, monomial bases and graph determinants
[arXiv] 2026-03-05 | NaiLIA: Multimodal Nail Design Retrieval Based on Dense Intent Descriptions and Palette Queries
[arXiv] 2026-03-05 | Core-based Hierarchies for Efficient GraphRAG
[arXiv] 2026-03-05 | Dyonic hairy black holes in $U(1)$ gauge-invariant scalar-vector-tensor theories: Cubic and quartic interactions
[arXiv] 2026-03-05 | Search for continuous gravitational waves from neutron stars in five globular clusters in the first part of the fourth LIGO-Virgo-KAGRA observing run
[arXiv] 2026-03-05 | On the Statistical Optimality of Optimal Decision Trees
[arXiv] 2026-03-05 | Fast array-based particle coincidence detection in a TimePix3-based velocity map imaging instrument
[arXiv] 2026-03-05 | Engineering Regression Without Real-Data Training: Domain Adaptation for Tabular Foundation Models Using Multi-Dataset Embeddings
[arXiv] 2026-03-05 | A FAST Survey of H I Absorption in Low-power Radio Sources
[arXiv] 2026-03-05 | Non-equilibrium bosonization of fractional quantum Hall edges
[arXiv] 2026-03-05 | Disorder effects in Ising metamagnetic phase transition
[arXiv] 2026-03-05 | Chromatic thresholds for linear equations and recurrence
[arXiv] 2026-03-05 | RealWonder: Real-Time Physical Action-Conditioned Video Generation
[arXiv] 2026-03-05 | Euclid: A blue galaxy population and a brightest cluster galaxy in the making in a $z\sim1.74$ MaDCoWS2 galaxy cluster candidate
[arXiv] 2026-03-05 | The bliss of dimensionality: how an unsupervised criterion identifies optimal low-resolution representations of high-dimensional datasets
[arXiv] 2026-03-05 | On spiral steady flows for the Couette-Taylor problem
[arXiv] 2026-03-05 | Exploring $T_{ΥΥ}$ tetraquark candidates in a coupled-channels formalism
[arXiv] 2026-03-05 | Curve-Induced Dynamical Systems on Riemannian Manifolds and Lie Groups
[arXiv] 2026-03-05 | Are Multimodal LLMs Ready for Surveillance? A Reality Check on Zero-Shot Anomaly Detection in the Wild
[arXiv] 2026-03-05 | From Offline to Periodic Adaptation for Pose-Based Shoplifting Detection in Real-world Retail Security
[arXiv] 2026-03-05 | AI-Assisted Moot Courts: Simulating Justice-Specific Questioning in Oral Arguments
[arXiv] 2026-03-05 | SLO-Aware Compute Resource Allocation for Prefill-Decode Disaggregated LLM Inference
[arXiv] 2026-03-05 | Inflation in fractional Newtonian cosmology
[arXiv] 2026-03-05 | When Denoising Hinders: Revisiting Zero-Shot ASR with SAM-Audio and Whisper
[arXiv] 2026-03-05 | Hate Speech Detection using Large Language Models with Data Augmentation and Feature Enhancement
[arXiv] 2026-03-05 | Rotational 3D printing of active-passive filaments and lattices with programmable shape morphing
[arXiv] 2026-03-05 | Generalizing Fair Top-$k$ Selection: An Integrative Approach
[arXiv] 2026-03-05 | 3D Rotation of the Open Cluster NGC 2516
[arXiv] 2026-03-05 | Programmable superconducting neuron with intrinsic in-memory computation and dual-timescale plasticity for ultra-efficient neuromorphic computing
[arXiv] 2026-03-05 | Location-Aware Pretraining for Medical Difference Visual Question Answering
[arXiv] 2026-03-05 | Analysis of Proactive Uncoordinated Techniques to Mitigate Interference in FMCW Automotive Radars
[arXiv] 2026-03-05 | When minor issues matter: symmetries, pluralism, and polarization in similarity-based opinion dynamics
[arXiv] 2026-03-05 | Integrated cooperative localization of heterogeneous measurement swarm: A unified data-driven method
[arXiv] 2026-03-05 | Multi-Species Keller--Segel Systems: Analysis, Pattern Formation, and Emerging Mathematical Structures
[arXiv] 2026-03-05 | Influence of Solar Polar Magnetic Fields on the Propagation of Coronal Mass Ejection
[arXiv] 2026-03-05 | HoloPASWIN: Robust Inline Holographic Reconstruction via Physics-Aware Swin Transformers
[arXiv] 2026-03-05 | U-OBCA: Uncertainty-Aware Optimization-Based Collision Avoidance via Wasserstein Distributionally Robust Chance Constraints
[arXiv] 2026-03-05 | VPWEM: Non-Markovian Visuomotor Policy with Working and Episodic Memory
[arXiv] 2026-03-05 | AdaIAT: Adaptively Increasing Attention to Generated Text to Alleviate Hallucinations in LVLM
[arXiv] 2026-03-05 | Non-Runge Fatou-Bieberbach Domains in Stein Manifolds with the Density Property
[arXiv] 2026-03-05 | Authorize-on-Demand: Dynamic Authorization with Legality-Aware Intellectual Property Protection for VLMs
[arXiv] 2026-03-05 | Free Lunch for Pass@$k$? Low Cost Diverse Sampling for Diffusion Language Models
[arXiv] 2026-03-05 | Absence of Orbital Hall Magnetoresistance in Nonmagnet/Ferromagnet Bilayers with Large Orbital Torque
[arXiv] 2026-03-05 | Global versus local internal-external field separation on the sphere: a Hardy-Hodge perspective
[arXiv] 2026-03-05 | DeformTrace: A Deformable State Space Model with Relay Tokens for Temporal Forgery Localization
[arXiv] 2026-03-05 | The Age of the Universe with Globular Clusters IV: Multiple Stellar Populations
[arXiv] 2026-03-05 | Transformations and functions that preserve the asymptotic mean of digits in the ternary representation of a number
[arXiv] 2026-03-05 | Scalable Injury-Risk Screening in Baseball Pitching From Broadcast Video
[arXiv] 2026-03-05 | Stability conditions on noncommutative crepant resolutions of 3-dimensional isolated singularities
[arXiv] 2026-03-05 | Hyperbolic Multiview Pretraining for Robotic Manipulation
[arXiv] 2026-03-05 | Probing Dark Energy on the Moon
[arXiv] 2026-03-05 | Compounding Vulnerability: Hub Removal Triggers Cascade Phase Transitions While Degrading Percolation Robustness in Scale-Free Networks
[arXiv] 2026-03-05 | A minimal electrostatic theory for the Seebeck coefficient in liquids
[arXiv] 2026-03-05 | The Hochschild cohomlogy ring of a self-injective Nakayama algebra is a Batalin-Vilkoviskys algebra
[arXiv] 2026-03-05 | BBP Phase Transition for a Doubly Sparse Deformed Model
[arXiv] 2026-03-05 | Missingness Bias Calibration in Feature Attribution Explanations
[arXiv] 2026-03-05 | Tree codes and sort-and-sweep algorithms for neighborhood computation: A cache-conscious comparison
[arXiv] 2026-03-05 | The Statistical Mechanics of Indistinguishable Energy States and the Glass Transition
[arXiv] 2026-03-05 | VISA: Value Injection via Shielded Adaptation for Personalized LLM Alignment
[arXiv] 2026-03-05 | LLM-Grounded Explainability for Port Congestion Prediction via Temporal Graph Attention Networks
[arXiv] 2026-03-05 | The Semantic Arrow of Time, Part IV: Why Transactions Fail
[arXiv] 2026-03-05 | Multistability and Self-Trapping in Cavity-Magnonic Dimer
[arXiv] 2026-03-05 | SparkTales: Facilitating Cross-Language Collaborative Storytelling through Coordinator-AI Collaboration
[arXiv] 2026-03-05 | The Archimedean height pairing for differential forms on degeneration of Riemann surfaces
[arXiv] 2026-03-05 | MASQuant: Modality-Aware Smoothing Quantization for Multimodal Large Language Models
[arXiv] 2026-03-05 | Six-$α$ cluster Bose-Einstein condensation and supersolid $^{12}$C($0_2^+)$+$^{12}$C($0_2^+)$ molecular structure in $^{24}$Mg
[arXiv] 2026-03-05 | LAW & ORDER: Adaptive Spatial Weighting for Medical Diffusion and Segmentation
[arXiv] 2026-03-05 | RMK RetinaNet: Rotated Multi-Kernel RetinaNet for Robust Oriented Object Detection in Remote Sensing Imagery
[arXiv] 2026-03-05 | Unlocking Python's Cores: Hardware Usage and Energy Implications of Removing the GIL
[arXiv] 2026-03-05 | Distributional Equivalence in Linear Non-Gaussian Latent-Variable Cyclic Causal Models: Characterization and Learning
[arXiv] 2026-03-05 | The Semantic Arrow of Time, Part III: RDMA and the Completion Fallacy
[arXiv] 2026-03-05 | MADCrowner: Margin Aware Dental Crown Design with Template Deformation and Refinement
[arXiv] 2026-03-05 | Robust estimation via $γ$-divergence for diffusion processes
[arXiv] 2026-03-05 | Neural geometry in the human hippocampus enables generalization across spatial position and gaze
[arXiv] 2026-03-05 | Toward Real-world Infrared Image Super-Resolution: A Unified Autoregressive Framework and Benchmark Dataset
[arXiv] 2026-03-05 | Memory as Ontology: A Constitutional Memory Architecture for Persistent Digital Citizens
[arXiv] 2026-03-05 | IF-RewardBench: Benchmarking Judge Models for Instruction-Following Evaluation
[arXiv] 2026-03-05 | Distribution-Conditioned Transport
[arXiv] 2026-03-05 | Comparing First Ionisation Potential bias diagnostics in the solar atmosphere
[arXiv] 2026-03-05 | Reachability in VASS Extended with Integer Counters
[arXiv] 2026-03-05 | SPyCer: Semi-Supervised Physics-Guided Contextual Attention for Near-Surface Air Temperature Estimation from Satellite Imagery
[arXiv] 2026-03-05 | Early Warning of Intraoperative Adverse Events via Transformer-Driven Multi-Label Learning
[arXiv] 2026-03-05 | Semantic Class Distribution Learning for Debiasing Semi-Supervised Medical Image Segmentation
[arXiv] 2026-03-05 | TeV-scale unification of light dark matter and neutrino mass
[arXiv] 2026-03-05 | Epitaxial Growth and Electronic Properties of QuasiFreeStanding Rhombohedral WSe2 Bilayers on Cubic W110
[arXiv] 2026-03-05 | Mario: Multimodal Graph Reasoning with Large Language Models
[arXiv] 2026-03-05 | CRISP: Correlation-Resilient Indexing via Subspace Partitioning
[arXiv] 2026-03-05 | Guidelines for the Annotation and Visualization of Legal Argumentation Structures in Chinese Judicial Decisions
[arXiv] 2026-03-05 | Sparse-BitNet: 1.58-bit LLMs are Naturally Friendly to Semi-Structured Sparsity
[arXiv] 2026-03-05 | Training and Innovation in Italian Manufacturing Firms
[arXiv] 2026-03-05 | Feature Resemblance: On the Theoretical Understanding of Analogical Reasoning in Transformers
[arXiv] 2026-03-05 | Classical shadows for non-iid quantum sources
[arXiv] 2026-03-05 | LBM: Hierarchical Large Auto-Bidding Model via Reasoning and Acting
[arXiv] 2026-03-05 | The Complexity of the Constructive Master Modality
[arXiv] 2026-03-05 | PolyBench: A Benchmark for Compositional Reasoning in Polyphonic Audio
[arXiv] 2026-03-05 | Exploring the chemical evolution in hot molecular cores
[arXiv] 2026-03-05 | Measuring the Redundancy of Decoder Layers in SpeechLLMs
[arXiv] 2026-03-05 | Asymptotic Separability of Diffusion and Jump Components in High-Frequency CIR and CKLS Models
[arXiv] 2026-03-05 | BLINK: Behavioral Latent Modeling of NK Cell Cytotoxicity
[arXiv] 2026-03-05 | GaussTwin: Unified Simulation and Correction with Gaussian Splatting for Robotic Digital Twins
[arXiv] 2026-03-05 | Solution of a bilevel optimistic scheduling problem on parallel machines
[arXiv] 2026-03-05 | ARC-TGI: Human-Validated Task Generators with Reasoning Chain Templates for ARC-AGI
[arXiv] 2026-03-05 | AIM-SLAM: Dense Monocular SLAM via Adaptive and Informative Multi-View Keyframe Prioritization with Foundation Model
[arXiv] 2026-03-05 | Aura: Universal Multi-dimensional Exogenous Integration for Aviation Time Series
[arXiv] 2026-03-05 | Fokker-Planck description of an active Brownian particle with rotational inertia
[arXiv] 2026-03-05 | Constrained Symplectic Quantization: Disclosing the Deterministic Framework Behind Quantum Mechanics
[arXiv] 2026-03-05 | VinePT-Map: Pole-Trunk Semantic Mapping for Resilient Autonomous Robotics in Vineyards
[arXiv] 2026-03-05 | Cyber Threat Intelligence for Artificial Intelligence Systems
[arXiv] 2026-03-05 | Modeling cyclostationarity in time series using ASCA
[arXiv] 2026-03-05 | A 360-degree Multi-camera System for Blue Emergency Light Detection Using Color Attention RT-DETR and the ABLDataset
[arXiv] 2026-03-05 | Fabry-Pérot interferometry with stochastic anyonic sources
