[2025-12-12 09:14:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-11
正在获取论文...
[arXiv] 2025-12-11 | Improved Identification of Strongly Lensed Gravitational Waves with Host Galaxy Locations
[arXiv] 2025-12-11 | Shedding Light on Large Space-Based Telescopes: Modeling Stray Light due to Primary Mirror Damage from Micrometeoroid Impacts
[arXiv] 2025-12-11 | Shaping chaos in bilayer graphene cavities
[arXiv] 2025-12-11 | Reinforcement Learning in Financial Decision Making: A Systematic Review of Performance, Challenges, and Implementation Strategies
[arXiv] 2025-12-11 | Partitioned Expansions for Approximate Tensor Network Contractions
[arXiv] 2025-12-11 | LLMs Can Assist with Proposal Selection at Large User Facilities
[arXiv] 2025-12-11 | Physics-Informed Learning of Flow Distribution and Receiver Heat Losses in Parabolic Trough Solar Fields
[arXiv] 2025-12-11 | Computational emotion analysis with multimodal LLMs: Current evidence on an emerging methodological opportunity
[arXiv] 2025-12-11 | Spectral Theory of the Weighted Fourier Transform with respect to a Function in $\mathbb{R}^n$: Uncertainty Principle and Diffusion-Wave Applications
[arXiv] 2025-12-11 | Diversity in the haziness and chemistry of temperate sub-Neptunes
[arXiv] 2025-12-11 | Multiple-time Quantum Imaginary Time Evolution
[arXiv] 2025-12-11 | When Reject Turns into Accept: Quantifying the Vulnerability of LLM-Based Scientific Reviewers to Indirect Prompt Injection
[arXiv] 2025-12-11 | Cascade of topological phase transitions and revival of topological zero modes in imperfect double helical liquids
[arXiv] 2025-12-11 | Iterative Compositional Data Generation for Robot Control
[arXiv] 2025-12-11 | Hiding a Light Vector Boson from Terrestrial Experiments: A Chargephobic Dark Photon
[arXiv] 2025-12-11 | De Sitter Light-Ray Operators
[arXiv] 2025-12-11 | How reactive gambling can backfire: ruin probability is increasing in $p$, Hölder continuous in initial fortune
[arXiv] 2025-12-11 | Macroscopic backreaction of the trace anomaly on classical vacuum backgrounds
[arXiv] 2025-12-11 | On the $P$-vertex problem in Bipartite Graphs
[arXiv] 2025-12-11 | Twin-paradox and Entanglement
[arXiv] 2025-12-11 | Perturbative limits on axion-SU(2) gauge dynamics during inflation from the energy density of spin-2 particles
[arXiv] 2025-12-11 | Rapid multi-mode trapped-ion laser cooling in a phase-stable standing wave
[arXiv] 2025-12-11 | On the Collapse of Generative Paths: A Criterion and Correction for Diffusion Steering
[arXiv] 2025-12-11 | CompanionCast: A Multi-Agent Conversational AI Framework with Spatial Audio for Social Co-Viewing Experiences
[arXiv] 2025-12-11 | Nonlocal form factor of chromomagnetic penguin in $B\to K\ell^+\ell^-$ from QCD light-cone sum rules
[arXiv] 2025-12-11 | Modeling Light Signals Using Data from the First Pulsed Neutron Source Program at the DUNE Vertical Drift ColdBox Test Facility at CERN Neutrino Platform
[arXiv] 2025-12-11 | Epitaxial Sr(Sn, Ge)$_{x}$Ti$_{1-x}$O$_{3}$ buffer layers for continuous strain engineering on SrTiO$_{3}$ substrates
[arXiv] 2025-12-11 | Towards Cumulative Abstract Semantics via Handlers
[arXiv] 2025-12-11 | Measuring the neutron star equation of state from EMRIs in dark matter environments with LISA
[arXiv] 2025-12-11 | The Localization Method for High-Dimensional Inequalities
[arXiv] 2025-12-11 | Uniform RC-positivity of direct image bundles
[arXiv] 2025-12-11 | Resolving the ionizing photon budget crisis with JWST/NIRCam HII clumping constraints at z=6
[arXiv] 2025-12-11 | The Coboundary Quasi-Polynomials of Hyperplane Arrangements over Residually Finite Dedekind Domains
[arXiv] 2025-12-11 | dtreg: Describing Data Analysis in Machine-Readable Format in Python and R
[arXiv] 2025-12-11 | Indirect methods in optimal control on Banach spaces
[arXiv] 2025-12-11 | Computational Approach to Investigate Structure-Property Relationship of a series of Carbazole Containing Thermally Activated Delayed Fluorescent Molecules
[arXiv] 2025-12-11 | V-OCBF: Learning Safety Filters from Offline Data via Value-Guided Offline Control Barrier Functions
[arXiv] 2025-12-11 | Deep sets and event-level maximum-likelihood estimation for fast pile-up jet rejection in ATLAS
[arXiv] 2025-12-11 | Numerical Semigroups of Sally Type II
[arXiv] 2025-12-11 | HAROOD: A Benchmark for Out-of-distribution Generalization in Sensor-based Human Activity Recognition
[arXiv] 2025-12-11 | Interpretable and Steerable Concept Bottleneck Sparse Autoencoders
[arXiv] 2025-12-11 | Identifiable factor analysis for mixed continuous and binary variables based on the Gaussian-Grassmann distribution
[arXiv] 2025-12-11 | Reaching diffraction-limited localization with coherent PTAs
[arXiv] 2025-12-11 | What matters for Representation Alignment: Global Information or Spatial Structure?
[arXiv] 2025-12-11 | LabelFusion: Learning to Fuse LLMs and Transformer Classifiers for Robust Text Classification
[arXiv] 2025-12-11 | Special times for the point set process of the Brownian Net
[arXiv] 2025-12-11 | Equation of state, QCD phase diagram: predictions from lattice QCD
[arXiv] 2025-12-11 | On forward attractors for nonautonomous dynamical systems with application to the asymptotically autonomous Chafee-Infante equation
[arXiv] 2025-12-11 | Designing AI-Resilient Assessments Using Interconnected Problems: A Theoretically Grounded and Empirically Validated Framework
[arXiv] 2025-12-11 | A "New Hope" for Moon Formation: Presenting a Multiple Impact Pathway
[arXiv] 2025-12-11 | Symbol-Level Precoding for Integrated Sensing and Covert Communication
[arXiv] 2025-12-11 | Intrinsically Correct Algorithms and Recursive Coalgebras
[arXiv] 2025-12-11 | Fast and Robust LRSD-based SAR/ISAR Imaging and Decomposition
[arXiv] 2025-12-11 | Long-horizon Reasoning Agent for Olympiad-Level Mathematical Problem Solving
[arXiv] 2025-12-11 | Understanding Surface-Induced Decoherence of NV Centers in Diamond
[arXiv] 2025-12-11 | PACIFIC: a framework for generating benchmarks to check Precise Automatically Checked Instruction Following In Code
[arXiv] 2025-12-11 | On the Stabilization of Rigid Formations on Regular Curves
[arXiv] 2025-12-11 | How to Brake? Ethical Emergency Braking with Deep Reinforcement Learning
[arXiv] 2025-12-11 | Remember Me, Refine Me: A Dynamic Procedural Memory Framework for Experience-Driven Agent Evolution
[arXiv] 2025-12-11 | Capability Accumulation and Conditional Convergence: Towards a Dynamic Theory of Economic Complexity
[arXiv] 2025-12-11 | Bound-free electron-positron pair production in combined Coulomb and constant crossed electromagnetic fields: a Schwinger-like process with intrinsic assistance
[arXiv] 2025-12-11 | DCFO Additional Material
[arXiv] 2025-12-11 | Recurrence and congruences for the smallest part function
[arXiv] 2025-12-11 | CAPTAIN: Semantic Feature Injection for Memorization Mitigation in Text-to-Image Diffusion Models
[arXiv] 2025-12-11 | The $\ell^p$-boundedness of wave operators for the fourth order Schrödinger operators on the lattice $\mathbb{Z}$
[arXiv] 2025-12-11 | Investigating a two-level algorithm for fermionic observables
[arXiv] 2025-12-11 | Generating wall-bounded turbulent inflows at high Reynolds numbers
[arXiv] 2025-12-11 | Metrics, KPIs, and Taxonomy for Data Valuation and Monetisation - Internal Processes Perspective
[arXiv] 2025-12-11 | DOCR-Inspector: Fine-Grained and Automated Evaluation of Document Parsing with VLM
[arXiv] 2025-12-11 | Dynamics of multidimensional Simple Clock Auctions
[arXiv] 2025-12-11 | Point to Span: Zero-Shot Moment Retrieval for Navigating Unseen Hour-Long Videos
[arXiv] 2025-12-11 | Visual Funnel: Resolving Contextual Blindness in Multimodal Large Language Models
[arXiv] 2025-12-11 | Spin-orbit torques in bulk collinear antiferromagnets:complete classifications and the induced spin dynamics
[arXiv] 2025-12-11 | Stationary Stars Are Axisymmetric in Higher Curvature Gravity
[arXiv] 2025-12-11 | CoSPlan: Corrective Sequential Planning via Scene Graph Incremental Updates
[arXiv] 2025-12-11 | Optomagnonic generation of entangled travelling fields with different polarizations
[arXiv] 2025-12-11 | Curvature-Weighted Contact Networks: Spectral Reduction and Global Stability in a Markovian SIR Model
[arXiv] 2025-12-11 | Point2Pose: A Generative Framework for 3D Human Pose Estimation with Multi-View Point Cloud Dataset
[arXiv] 2025-12-11 | Design of a six wheel suspension and a three-axis linear actuation mechanism for a laser weeding robot
[arXiv] 2025-12-11 | L2 Ethernet Switch VLSI Implementation
[arXiv] 2025-12-11 | Translating Informal Proofs into Formal Proofs Using a Chain of States
[arXiv] 2025-12-11 | An Interpretable AI Tool for SAVR vs TAVR in Low to Intermediate Risk Patients with Severe Aortic Stenosis
[arXiv] 2025-12-11 | The bicorn curves on closed surfaces
[arXiv] 2025-12-11 | Techno-Economic Assessment of Wind-Powered Green Hydrogen Production for US Industrial Decarbonization
[arXiv] 2025-12-11 | Physically Aware 360$^\circ$ View Generation from a Single Image using Disentangled Scene Embeddings
[arXiv] 2025-12-11 | A further support for the statement that the action of the HRT-area generates a kink transformation in the pure AdS$_3$ gravity
[arXiv] 2025-12-11 | A Kernel-based Resource-efficient Neural Surrogate for Multi-fidelity Prediction of Aerodynamic Field
[arXiv] 2025-12-11 | ShotDirector: Directorially Controllable Multi-Shot Video Generation with Cinematographic Transitions
[arXiv] 2025-12-11 | Computing Evolutionarily Stable Strategies in Imperfect-Information Games
[arXiv] 2025-12-11 | Higher curvature corrections to the black hole Wheeler-DeWitt equation and the annihilation to nothing scenario
[arXiv] 2025-12-11 | Eigenvalues and equivalence classes of third-order symmetric tensors
[arXiv] 2025-12-11 | R^2-HGP: A Double-Regularized Gaussian Process for Heterogeneous Transfer Learning
[arXiv] 2025-12-11 | Fast projection onto the top-k-sum constraint
[arXiv] 2025-12-11 | GDKVM: Echocardiography Video Segmentation via Spatiotemporal Key-Value Memory with Gated Delta Rule
[arXiv] 2025-12-11 | Irregularity in Active Fast Radio Burst Repeaters and Magnetar Periodic Radio Pulses: Time, Energy, and Frequency Analyses
[arXiv] 2025-12-11 | Understanding Toxic Interaction Across User and Video Clusters in Social Video Platforms
[arXiv] 2025-12-11 | SemanticBBV: A Semantic Signature for Cross-Program Knowledge Reuse in Microarchitecture Simulation
[arXiv] 2025-12-11 | An Efficient Graph-Transformer Operator for Learning Physical Dynamics with Manifolds Embedding
[arXiv] 2025-12-11 | On Learning-Curve Monotonicity for Maximum Likelihood Estimators
[arXiv] 2025-12-11 | Variational-hemivariational inequalities: A brief survey on mathematical theory and numerical analysis
[arXiv] 2025-12-11 | Traffic Equilibrium in Mixed-Autonomy Network with Capped Customer Waiting
[arXiv] 2025-12-11 | Wildfire Propagation Modeling using Satellite-Derived Parameters and Generalized Elliptical Frames
[arXiv] 2025-12-11 | Simultaneous Classical and Quantum Communications: Recent Progress and Three Challenges
[arXiv] 2025-12-11 | Squares of subcubic planar graphs without cycles of length 4-8 are 6-choosable
[arXiv] 2025-12-11 | ATLAS: Automated Toolkit for Large-Scale Verified Code Synthesis
[arXiv] 2025-12-11 | Semantic-Aware Confidence Calibration for Automated Audio Captioning
[arXiv] 2025-12-11 | Thinking While Driving: A Concurrent Framework for Real-Time, LLM-Based Adaptive Routing
[arXiv] 2025-12-11 | QCD on the 16-cell honeycomb
[arXiv] 2025-12-11 | Uncertainty-Preserving QBNNs: Multi-Level Quantization of SVI-Based Bayesian Neural Networks for Image Classification
[arXiv] 2025-12-11 | Multi-Objective Reward and Preference Optimization: Theory and Algorithms
[arXiv] 2025-12-11 | NWP-based Atmospheric Refractivity Modeling and Fast & Stable Non-uniform Plane Wave Ray-Tracing Simulations for LEO Link Analysis
[arXiv] 2025-12-11 | Quantization of massive Dirac neutrinos in external fields
[arXiv] 2025-12-11 | Optimal Embeddedness and Governance in Biotech Venture Capital Syndicates
[arXiv] 2025-12-11 | Data-Efficient American Sign Language Recognition via Few-Shot Prototypical Networks
[arXiv] 2025-12-11 | Quantum-Amplified M/G/1/K Simulation: A Comparator-Controlled Framework for Arbitrary Service Distributions
[arXiv] 2025-12-11 | Event-sparse stack denoising for 4D-STEM applications
[arXiv] 2025-12-11 | Grounding Everything in Tokens for Multimodal Large Language Models
[arXiv] 2025-12-11 | LLM-Auction: Generative Auction towards LLM-Native Advertising
[arXiv] 2025-12-11 | A molecular dynamics study of surface-directed spinodal decomposition on a chemically patterned amorphous substrate
[arXiv] 2025-12-11 | Cosmological and lunar laser ranging constraints on evolving dark energy in a nonminimally coupled curvature-matter gravity model
[arXiv] 2025-12-11 | The SALT survey of helium-rich hot subdwarfs: final sample and classification
[arXiv] 2025-12-11 | Orthogonal Polynomials, Verblunsky Coefficients, and a Szegő-Verblunsky Theorem on the Unit Sphere in $\mathbb{C}^d$
[arXiv] 2025-12-11 | Electronic structure, orbital-dependent renormalizations, and magnetic correlations in double-layer La$_3$Ni$_2$O$_7$ under doping tuning
[arXiv] 2025-12-11 | Asymptotic Sphere Concentration at Infinity for NLS with L^2 Constraint
[arXiv] 2025-12-11 | Hyperspectral Image Data Reduction for Endmember Extraction
[arXiv] 2025-12-11 | Discreteness-induced spatial chaos versus fluctuation-induced spatial order in stochastic Turing pattern formation
[arXiv] 2025-12-11 | Transfer maps in symplectic cohomology for convex symplectic domains
[arXiv] 2025-12-11 | Relaxation in Polymer Networks under Uniaxial Extension and Biaxial Compression
[arXiv] 2025-12-11 | Seamless Outdoor-Indoor Pedestrian Positioning System with GNSS/UWB/IMU Fusion: A Comparison of EKF, FGO, and PF
[arXiv] 2025-12-11 | Symphony: A Heuristic Normalized Calibrated Advantage Actor and Critic Algorithm in application for Humanoid Robots
[arXiv] 2025-12-11 | Yamaji effect and quantum oscillation in Yang-Rice-Zhang model of underdoped cuprates
[arXiv] 2025-12-11 | Algebraic approach to the inverse spectral problem for rational matrices
[arXiv] 2025-12-11 | Optimal Distributed Similarity Estimation for Unitary Channels
[arXiv] 2025-12-11 | T-SKM-Net: Trainable Neural Network Framework for Linear Constraint Satisfaction via Sampling Kaczmarz-Motzkin Method
[arXiv] 2025-12-11 | Probing the di-$J/Ψ$ interaction and the nature of $X(6200)$ with femtoscopic correlation functions
[arXiv] 2025-12-11 | A dynamical characterisation of smooth cubic affine surfaces of Markov type
[arXiv] 2025-12-11 | Grammaticality Judgments in Humans and Language Models: Revisiting Generative Grammar with LLMs
[arXiv] 2025-12-11 | Coherent Source Subsampling: A Data-Driven Strategy for Restoring Causal-Acausal Symmetry in Ambient Seismic Wavefield Correlations
[arXiv] 2025-12-11 | Semantic Reconstruction of Adversarial Plagiarism: A Context-Aware Framework for Detecting and Restoring "Tortured Phrases" in Scientific Literature
[arXiv] 2025-12-11 | Robust population transfer by a detuning sign jump: from two-state quantum system to SU(2)-symmetric three-state quantum system
[arXiv] 2025-12-11 | Boosting RL-Based Visual Reasoning with Selective Adversarial Entropy Intervention
[arXiv] 2025-12-11 | The Best of the Two Worlds: Harmonizing Semantic and Hash IDs for Sequential Recommendation
[arXiv] 2025-12-11 | Adaptive Dual-Weighted Gravitational Point Cloud Denoising Method
[arXiv] 2025-12-11 | Evidence of galaxy cluster rotation in the cosmic microwave background
[arXiv] 2025-12-11 | Are We Ready for RL in Text-to-3D Generation? A Progressive Investigation
[arXiv] 2025-12-11 | ImplicitRDP: An End-to-End Visual-Force Diffusion Policy with Structural Slow-Fast Learning
[arXiv] 2025-12-11 | VL-JEPA: Joint Embedding Predictive Architecture for Vision-language
[arXiv] 2025-12-11 | Mull-Tokens: Modality-Agnostic Latent Thinking
