[2026-06-02 23:45:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-01
正在获取论文...
[arXiv] 2026-06-01 | FocusDiT: Masking Queries in Diffusion Transformers for Fine-grained Image Generation
[arXiv] 2026-06-01 | CultureForest: Understanding and Evaluating Cultural Norm Grounded Reasoning in LLMs
[arXiv] 2026-06-01 | Improving LLM-Based Go Code Review through Issue-List Generation and Context Augmentation
[arXiv] 2026-06-01 | Parallelizing Large-Scale Tensor Network Contraction on Multiple GPUs
[arXiv] 2026-06-01 | Does Compression Preserve Uncertainty? A Unified Benchmark for Quantized and Sparse LLMs via Conformal Prediction
[arXiv] 2026-06-01 | Unveiling the Limits of Large Language Models in Inferring Pragmatic Meaning from Non-Verbal Responses
[arXiv] 2026-06-01 | Mitigating Perceptual Judgment Bias in Multimodal LLM-as-a-Judge via Perceptual Perturbation and Reward Modeling
[arXiv] 2026-06-01 | Quantum Simulation of Nucleon-Antinucleon Interaction in Large-$N$ QCD$_2$ on an IBM Quantum Nighthawk Processor
[arXiv] 2026-06-01 | HumanNOVA: Photorealistic, Universal and Rapid 3D Human Avatar Modeling from a Single Image
[arXiv] 2026-06-01 | A Mid-Infrared Platform Based on Strontium Tweezer Arrays
[arXiv] 2026-06-01 | Strong-to-Weak Spontaneous Symmetry Breaking
[arXiv] 2026-06-01 | Modeling Torque Induced Alignment in a Dusty Plasma System
[arXiv] 2026-06-01 | Modeling Depth Ambiguity: A Mixture-Density Representation for Flying-Point-Free Depth Estimation
[arXiv] 2026-06-01 | Three-color van der Waerden numbers grow super-exponentially
[arXiv] 2026-06-01 | Comment on "QCD-factorization amplitudes from flavour symmetries: beyond the $SU(3)$ symmetric case''
[arXiv] 2026-06-01 | SafeSteer: Localized On-Policy Distillation for Efficient Safety Alignment
[arXiv] 2026-06-01 | Compact convex sets and bases--classical and noncommutative
[arXiv] 2026-06-01 | Pay Beliefs and the Amenity-Pay Tradeoff
[arXiv] 2026-06-01 | Creating and Probing Spin-Squeezed States of Molecules
[arXiv] 2026-06-01 | MORPHOS: Autoregressive 4D Generation with Temporal Structured Latents
[arXiv] 2026-06-01 | Intercepting the Future: Latent-Space Predictive World Model for Dynamic VLA Manipulation
[arXiv] 2026-06-01 | Iteris: Agentic Research Loops for Computational Mathematics
[arXiv] 2026-06-01 | Regular clock map and trace space
[arXiv] 2026-06-01 | There Are No Dirac Mass Terms with de Sitter Symmetry
[arXiv] 2026-06-01 | AGENTCL: Toward Rigorous Evaluation of Continual Learning in Language Agents
[arXiv] 2026-06-01 | Active Exploring like a Pigeon: Reinforcing Spatial Reasoning via Agentic Vision-Language Models
[arXiv] 2026-06-01 | Beyond One-shot: AI Agents for Learning in Field Experiments
[arXiv] 2026-06-01 | Electron injection and acceleration into laser-driven wakefield from a solid overdense plasma target
[arXiv] 2026-06-01 | HLL: Can Agents Cross Humanity's Last Line of Verification?
[arXiv] 2026-06-01 | Poking Around in the Dark: Why a Shared Understanding of Components Matters
[arXiv] 2026-06-01 | ODTQA-FoRe: An Open-Domain Tabular Question Answering Dataset for Future Data Forecasting and Reasoning
[arXiv] 2026-06-01 | NDPP-Grasp: Non-Differentiable Physical Plausibility Constraint-Guided Task-Oriented Dexterous Grasp Generation
[arXiv] 2026-06-01 | Spectral Audit of In-Context Operator Networks
[arXiv] 2026-06-01 | On rational representations and rational group algebra of $\operatorname{GL}_2(q)$
[arXiv] 2026-06-01 | Probing Pair Correlations in QCD Matter with Photon Spectra
[arXiv] 2026-06-01 | AutoForest: Automatically Generating Forest Plots from Biomedical Studies with End-to-End Evidence Extraction and Synthesis
[arXiv] 2026-06-01 | Optical Stability and Photophysics of NV Centers in Diamond up to 120 GPa
[arXiv] 2026-06-01 | From Time to Space: The Impact of Linearity in Higher-Order Datalog
[arXiv] 2026-06-01 | Policy and World Modeling Co-Training for Language Agents
[arXiv] 2026-06-01 | A Game-Theoretic Decision Framework for Optimal Selection of Coordination Detection Methods in Multi-UAV Fleet Operations
[arXiv] 2026-06-01 | Attention Dynamics and Adaptive Decision Support in C5ISR: A Recurrence Quantification Analysis of Visual and Multimodal Attention Guidance Effects on Mission Performance
[arXiv] 2026-06-01 | When Do Attention Circuits Form? Developmental Trajectories of Capability and Attention-Sink Emergence Across Three 1B-ClassArchitectures
[arXiv] 2026-06-01 | Layered Ego Networks in Email Communication: From Enron to the Jmail Archive
[arXiv] 2026-06-01 | WAXAL-NET: Finetuned Edge ASR Across 19 African Languages
[arXiv] 2026-06-01 | Phonon-driven nodal surface superconductivity of Fermi arcs
[arXiv] 2026-06-01 | Lossy Microwave Linear Analog Computer (MiLAC) for Future MIMO: Learning-based Architecture Designs for Spectral and Energy Efficiency Maximization
[arXiv] 2026-06-01 | Certified Closed-Loop Control for Packet Networks: A Compositional Certification Framework
[arXiv] 2026-06-01 | CHIMERA: A Flexible and Scalable 3.1 TOPS/W AI-MCU with Transformer Accelerator and 563 Gb/s Shared-L2 Memory Subsystem with QoS Guarantees
[arXiv] 2026-06-01 | Do Multimodal Agents Really Benefit from Tool Use? A Systematic Study of Capability Gains
[arXiv] 2026-06-01 | TROPHIES: Temporal Reconstruction of Places, Humans, and Cameras from Multi-view Videos
[arXiv] 2026-06-01 | Are Algorithm Registers Transparent? Perspectives from Germany
[arXiv] 2026-06-01 | Defect Holonomy Near Rank-Deficient Mixed States
[arXiv] 2026-06-01 | Entropy Minimization without Model Collapse: Mitigating Prediction Bias in Medical Imaging
[arXiv] 2026-06-01 | Neural Spectral Element Methods for stiff multiphysics PDEs with electrochemical transport benchmarks
[arXiv] 2026-06-01 | Delusions of Grandeur and Their Benefits (and Hazards)
[arXiv] 2026-06-01 | Mapping Whisper Representations to Human ECoG Responses with Interpretable Time-Resolved Neural Encoding
[arXiv] 2026-06-01 | Cross-Domain Dead Tree Detection via Knowledge Distillation in Aerial Imagery
[arXiv] 2026-06-01 | Bandwidth selection with a frequency-domain version of the AIC
[arXiv] 2026-06-01 | Counting Hamiltonian paths between prescribed vertices in traceable graphs with a forbidden induced subgraph
[arXiv] 2026-06-01 | Cross-modal linkage risk in clinical vision-language models
[arXiv] 2026-06-01 | Guided Sensemaking: Agents in Collaborative Deliberation
[arXiv] 2026-06-01 | EES-CND: Collaborative Neural Decision-Making for Drift-Aware Fault-Tolerant Edge-Cloud Service Placement
[arXiv] 2026-06-01 | On periods of Elliptic curves
[arXiv] 2026-06-01 | Bifurcation Analysis of a Reaction-Diffusion System with a Cognitive Map Memory Kernel
[arXiv] 2026-06-01 | The Diocotron Instability in the Trapped Electrons Experiment T-REX and its Relevance to Electron Clouds in Gyrotron Guns
[arXiv] 2026-06-01 | Do Gender Cues Affect LLM Value Trade-offs? Evidence from a Controlled Decision Benchmark
[arXiv] 2026-06-01 | A New Method for Finding the Schulze Winner Set
[arXiv] 2026-06-01 | Information scrambling in all-to-all interacting models
[arXiv] 2026-06-01 | Moiré Strain Skyrmions in Sliding Twisted Bilayers
[arXiv] 2026-06-01 | Quantum groups of Lie colour algebras fulfilling Cartan-Weyl paradigm
[arXiv] 2026-06-01 | Quantum-inspired Topographic Stereovision
[arXiv] 2026-06-01 | Breaking the Pair: Evaluating Dyadic Interaction via Speaker Switching
[arXiv] 2026-06-01 | Semi-analytical two-loop QCD corrections to $e^+e^-\to J/ψ+χ_{cJ}$ at B factories
[arXiv] 2026-06-01 | Order within Chaos: Capturing Intrinsic Energy Anomalies for AI-Manipulated Image Forgery Localization
[arXiv] 2026-06-01 | Low-Pass Flow Matching
[arXiv] 2026-06-01 | Relax and Follow: L0-Path Computation with L0-Bregman Relaxations
[arXiv] 2026-06-01 | InfoMerge: Information-aware Token Compression for Efficient Video Large Language Models
[arXiv] 2026-06-01 | Vibrational resonance in a one-dimensional dissipative Bose-Josephson junction
[arXiv] 2026-06-01 | Information Hierarchy in Many-Body Berry Phase
[arXiv] 2026-06-01 | Development and integration of the NA64-DTC automation controller for the CERN "DESY Table'' motorized platform
[arXiv] 2026-06-01 | Spectral suppression of black hole ringdown tails
[arXiv] 2026-06-01 | Sharp Support Thresholds for Smeariness of Absolutely Continuous Measures on Spheres
[arXiv] 2026-06-01 | Phase-dependent parametric amplification of propagating spin waves in YIG nanostructures enabled by local inhomogeneities
[arXiv] 2026-06-01 | VLBM: Variational Latent Basis Modeling for OOD Robust Multivariate Time Series Forecasting
[arXiv] 2026-06-01 | Edge-aware Decoding for Neural Asymmetric Routing
[arXiv] 2026-06-01 | Variational Learning for Insertion-based Generation
[arXiv] 2026-06-01 | How Hard Can It Be? Hardness-Aware Multi-Objective Unlearning
[arXiv] 2026-06-01 | Penalty-free quantum optimization applied to lattice protein folding
[arXiv] 2026-06-01 | Attention-Like Hebbian Learning from Quantum Probability Flow and Quantum-Annealer Tests
[arXiv] 2026-06-01 | Site4Drug: Predicting Drug-Binding Target Sites with an AI Agent
[arXiv] 2026-06-01 | Resonant Coupling and the Non-Phononic Flat Band in Amorphous Solids
[arXiv] 2026-06-01 | TLG: Temporal-Logic Grounding for Video Question Answering via Source-Annotation Reconstruction and Category-Targeted Reasoning
[arXiv] 2026-06-01 | Morphology of Optical Changing-Look AGN-host Galaxies: Evidence for an Important Role of Mergers
[arXiv] 2026-06-01 | Asymptotic stability of strong rarefaction waves to a parabolic-hyperbolic system arising from chemotaxis
[arXiv] 2026-06-01 | Everywhere Learning: Artificial Intelligence with Pointwise Constraints
[arXiv] 2026-06-01 | Smooth velocity shuttling for suppressing valley excitations in disordered Si/SiGe quantum dots
[arXiv] 2026-06-01 | Spatio-Temporal Reconnection for Multi-Robot Networks using Adaptive Prescribed-Time CBFs
[arXiv] 2026-06-01 | Type-Error Ablation and AI Coding Agents
[arXiv] 2026-06-01 | TERRA: Task-Embedded Reasoning and Representation Architecture for Cross-Domain Applications
[arXiv] 2026-06-01 | Real Matrices as Linear Combinations of Three Orthogonal Matrices
[arXiv] 2026-06-01 | Relativity from the Perspectives of Observers
[arXiv] 2026-06-01 | An arc-search BFGS algorithm for unconstrained nonlinear optimization problems
[arXiv] 2026-06-01 | Inexactly Smooth Performance Estimation and New Optimized Gradient Methods
[arXiv] 2026-06-01 | Spatial Representation Learning Beyond Pixels: Unifying Raster Data and Vector Semantics for Human-Centric Geospatial Foundation Models
[arXiv] 2026-06-01 | Stochastic completeness for landmark space
[arXiv] 2026-06-01 | Identifying sensitivity-dominant parameters via active subspaces in reduced-order modeling of fluid dynamics
[arXiv] 2026-06-01 | Network Learning with Semi-relaxed Gromov-Wasserstein
[arXiv] 2026-06-01 | Statistical properties of type-II bursts in Rapid Burster observed with Insight-HXMT
[arXiv] 2026-06-01 | Generalised eigenvector expansion of infinite Toeplitz matrices with absolutely/completely monotone entries
[arXiv] 2026-06-01 | Probing the dark axion portal via $J/ψ$ decays at BESIII and STCF
[arXiv] 2026-06-01 | Coxeter Condorcet domains
[arXiv] 2026-06-01 | Ferroelectric hysteresis in singly aligned graphene-hBN moiré superlattices
[arXiv] 2026-06-01 | Equivalence Principle violation in metric-affine gravity and finite-temperature effects
[arXiv] 2026-06-01 | Benchmarking Realistic Synthetic Instances Against a Large-Scale District Heating Network: A Multi-Objective Optimization Study for Berlin
[arXiv] 2026-06-01 | Variational Free Energy Pivot Selection for Pivoted Cholesky
[arXiv] 2026-06-01 | New Windows on Heavy Dark Matter: Mineral Melt Modelling and X-Ray Readout for Muscovite Mica
[arXiv] 2026-06-01 | Photon thermalization in a disordered scattering medium
[arXiv] 2026-06-01 | SkillHarm: Lifecycle-Aware Skill-Based Attacks via Automated Construction
[arXiv] 2026-06-01 | Symmetric-Tensor Distributional Mixed Method for Fourth-Order Elliptic Singular Perturbation Problem
[arXiv] 2026-06-01 | Strong Localization of the Kobayashi-Eisenman Volume Element and Its Boundary Asymptotics
[arXiv] 2026-06-01 | Two-Fidelity Best-Action Identification for Stochastic Minimax Tree
[arXiv] 2026-06-01 | The Murchison Widefield Array Phase III upgrade: Sensitivity Doubled, Number of Baselines Quadrupled, Flexibility Enhanced, and EoR Observations Optimised
[arXiv] 2026-06-01 | Rethinking Evaluation Paradigms in IBP-based Certified Training
[arXiv] 2026-06-01 | Query-Limited Community Recovery in Stochastic Block Models
[arXiv] 2026-06-01 | From Layers to Submodules: Rethinking Granularity in Replacement-Based LLM Compression
[arXiv] 2026-06-01 | On gapped repeats in a cyclic Fibonacci word
[arXiv] 2026-06-01 | Convex Distance Operator Transport: A Convex and Geometry-Preserving Formulation
[arXiv] 2026-06-01 | Presentations for categories of crystals
[arXiv] 2026-06-01 | CARTE: A Benchmark for Mapping Language Model Knowledge Across France
[arXiv] 2026-06-01 | ContinuousBench: Can Differentially Private Synthetic Text Improve Capabilities?
[arXiv] 2026-06-01 | Consistency Training while Mitigating Obfuscation via Rate Matching
[arXiv] 2026-06-01 | The Ghost Couple: Correlated LLM Name Priors and Their Haunting of the Web and Academic Publishing
[arXiv] 2026-06-01 | On the Generalization in Topology Optimization via Sensitivity-Conditioned Bernoulli Flow Matching
[arXiv] 2026-06-01 | Waiting at the front door: Continuous monitoring of latency in the host network stack
[arXiv] 2026-06-01 | Not What, But How: A Communicative Audit of LLM Response Framing
[arXiv] 2026-06-01 | Approximating Hartree-Fock theory via an efficiently local reformulation
[arXiv] 2026-06-01 | Construction of Lyapunov Functions for Switched Systems using Meshfree Collocation
[arXiv] 2026-06-01 | Hydrodynamics without a relaxation gap: memory effects, nonlocality, and superdiffusion
[arXiv] 2026-06-01 | On the Relationship between Solar Spicules and Propagating Coronal Disturbances: The Role of Shocks
[arXiv] 2026-06-01 | Photon spheres in dynamical space-times
[arXiv] 2026-06-01 | Quantum dominance of coherent bremsstrahlung in $^{124}$Sn + $^{124}$Sn scattering at 25 MeV/u
[arXiv] 2026-06-01 | World-Task Factorization for Robot Learning
[arXiv] 2026-06-01 | Auteur: Language-Driven Cinematographic Framing for Human-Centric Video Generation
[arXiv] 2026-06-01 | GC-MoE: Genomics-Guided Cell-Type-Specific Mixture of Experts for Histology-Based Single-Cell Spatial Transcriptomics
[arXiv] 2026-06-01 | AI-Based KPI Prediction Methods in Future 6G Networks: A Survey
[arXiv] 2026-06-01 | RoboDream: Compositional World Models for Scalable Robot Data Synthesis
[arXiv] 2026-06-01 | Pure UCP Maps on Finite Toeplitz Systems and Quantum Gromov--Hausdorff Convergence
[arXiv] 2026-06-01 | SN-WER: Script-Normalized WER for Multi-Script Indic ASR Evaluation
[arXiv] 2026-06-01 | Reduce dimensional quantum criticality for Non-Fermi liquids
[arXiv] 2026-06-01 | How geometry of subduction zones correlates with earthquake dynamics
[arXiv] 2026-06-01 | A Biconvex Formulation for Stable Transport of Mixture Models with a Unique Solution
[arXiv] 2026-06-01 | Neighborly Murai spheres and the Simplicial Steinitz Problem
[arXiv] 2026-06-01 | Spatial and particle-particle entanglement in 1D quantum walks of two distinguishable or indistinguishable bosonic particles
[arXiv] 2026-06-01 | Retrieve What's Missing: Coverage-Maximizing Retrieval for Consistent Long Video Generation
[arXiv] 2026-06-01 | A novel L-shaped refinement chain cuts method for two-stage stochastic programs
[arXiv] 2026-06-01 | Learning When to Translate for Multilingual Reasoning
[arXiv] 2026-06-01 | APLSuite: An Integrated Suite for CD4+ T Cell Epitope Prediction via Antigen Processing Likelihood
[arXiv] 2026-06-01 | Food Noise & False Safety: A Systematic Evaluation of How LLMs Fail to Adapt to Eating Disorder Queries with Clinician Feedback
[arXiv] 2026-06-01 | PaSBench-Video: A Streaming Video Benchmark for Proactive Safety Warning
[arXiv] 2026-06-01 | On the Scaling of PEFT: Towards Million Personal Models of Trillion Parameters
