[2026-09-04 23:45:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-03
正在获取论文...
[arXiv] 2026-09-03 | ToPO: Token-Conditioned Preference Routing for Attention-Based Latent Diffusion Models
[arXiv] 2026-09-03 | Laplacian Frequency Hierarchies for Efficient 3D Gaussian Splatting Training
[arXiv] 2026-09-03 | Decoupling Turn-Taking from Semantics: A Decoupled Data Approach for Finite-State-Machine-Based Full-Duplex Dialogue
[arXiv] 2026-09-03 | DoPR: Reusable Compressed Document Prefixes for Efficient LLM Reranking
[arXiv] 2026-09-03 | Assortment and Procurement Design in Dual-Mode Content Platforms
[arXiv] 2026-09-03 | Characteristic-free characterizations of projective space for smooth toric varieties
[arXiv] 2026-09-03 | Resolving the Magnetic Ground-State Controversy in RuO2 through A Flat Magnetic Energy Landscape
[arXiv] 2026-09-03 | Carbon-aware Resource Management for Latency-Sensitive Cloud Computing Environments: A Taxonomy and Future Directions
[arXiv] 2026-09-03 | Certified Spherical MUSIC for 3D Localization under Adversarial Subspace Perturbations
[arXiv] 2026-09-03 | MedQA-MM: Shortcuts Behind Medical Visual Reasoning
[arXiv] 2026-09-03 | Nonlinear Reshaping of Gaussian Water Wave Packets
[arXiv] 2026-09-03 | Iterative Semantic Decoding for Short Block Codes
[arXiv] 2026-09-03 | Establishing a Dynamic Multimodal HRI Dataset for Engagement Analysis with a Humanoid Robot
[arXiv] 2026-09-03 | Memetic Search for Supersingular Elliptic Curves over $\mathbb{F}_p$
[arXiv] 2026-09-03 | Long-Horizon Consistent and Interaction-Aware World Models for Multi-Style End-to-End Driving
[arXiv] 2026-09-03 | Ultra-compact twin stars with hybrid equations of state from bosonic dark matter
[arXiv] 2026-09-03 | Fair Top-k Katz Centrality via Graph Design
[arXiv] 2026-09-03 | Sub-barrier peaks in atom-atom-ion three-body recombination
[arXiv] 2026-09-03 | The Dually Flat Geometry of Planning as Inference
[arXiv] 2026-09-03 | Not All Resonances Are Created Equal: Prioritizing Tidal Resonances in EMRIs
[arXiv] 2026-09-03 | Oort's conjecture for split unitary Shimura varieties
[arXiv] 2026-09-03 | A Blind Trust, the Bloody Thrust: When Attacker-Controlled Hook Updates Steer AI Agent Harnesses towards Malicious Behaviors
[arXiv] 2026-09-03 | Stochastic damped wave and Euler-Bernoulli equations with singular locally Hölder continuous drift
[arXiv] 2026-09-03 | Generalized s-d model for Wannier-Mott excitons in layered magnetic semiconductors
[arXiv] 2026-09-03 | Revealing Many-Body Phases at finite temperatures through Quantum Coherence Distribution
[arXiv] 2026-09-03 | Wavefunctions for Anyon Superconductors
[arXiv] 2026-09-03 | Contextual Tamil Spelling and Grammar Correction Using Progressively Fine-Tuned Sequence-to-Sequence Transformers
[arXiv] 2026-09-03 | Non-Abelian string melting and thermalization in an open lattice gauge theory
[arXiv] 2026-09-03 | Heat content and spectrum for subordinated sub-Laplacians
[arXiv] 2026-09-03 | Beyond Majority Vote: Multi-Perspective Adjudication for Medical Hallucination Detection
[arXiv] 2026-09-03 | Reduced-basis method for linear response within nuclear density functional theory
[arXiv] 2026-09-03 | Translation as a Decision Space: A Multi-Agent Perspective on Low-Resource Dialect Generation
[arXiv] 2026-09-03 | Practice Makes (Im)Perfect: A Look Back at Benchmarking Practices for Microarchitectural Side-Channel Attacks
[arXiv] 2026-09-03 | The conformally invariant metric on CLE$_4$ I: subsequential limits of the non-simple CLE graph metric
[arXiv] 2026-09-03 | Thermodynamic Concentration Inequalities: Controlling Uncertainty in Finite-Time and Small-Sample Thermodynamic Inference
[arXiv] 2026-09-03 | Pseudospectral Methods and Critical Phenomena
[arXiv] 2026-09-03 | WorldReward: Reward Modeling for Camera-Conditioned World Models
[arXiv] 2026-09-03 | More Criticism Does Not Make a Better Review: EquiReview-R
[arXiv] 2026-09-03 | Koszul Orlik--Solomon Algebras from Non-supersolvable Arrangements
[arXiv] 2026-09-03 | MetaStructAtlas: A Grounded 3D Vision-Language Dataset and Benchmark for Functional and Structural Reasoning in Whole-Body PET/CT
[arXiv] 2026-09-03 | A Circuit for Plural Reference: How LLMs Represent and Retrieve Singular and Plural Entities
[arXiv] 2026-09-03 | Resolution-Aware Experimental Design under Partial Identifiability
[arXiv] 2026-09-03 | Long-lived ringing of Bronnikov--Kim brane-world black holes and wormholes
[arXiv] 2026-09-03 | WISE: World-model-guided Imagination Scheduling for Efficient Post-training of Vision-Language-Action Models
[arXiv] 2026-09-03 | Understanding Autonomous Driving Datasets by Describing Differences between Image Subsets in Natural Language
[arXiv] 2026-09-03 | CoFiE: Coarse-to-Fine Evidence Selection for Efficient Streaming Video Understanding
[arXiv] 2026-09-03 | Bi-objective Two Phase Transportation Problem
[arXiv] 2026-09-03 | Cold Extremes during Dansgaard-Oeschger Oscillations
[arXiv] 2026-09-03 | Radiative and Dynamical Controls on the Land-Ocean Warming Contrast in Climate Models
[arXiv] 2026-09-03 | Analysis of Prompt Engineering for Drug Toxicity Prediction
[arXiv] 2026-09-03 | </think> Doesn't Stop Reasoning: Analysis of Spurious CoT Termination
[arXiv] 2026-09-03 | Random Garbage Separates XOR from Forward-Only Queries
[arXiv] 2026-09-03 | QLAUN: A Research-Oriented, Robust, Agile, Modular, and Affordable Torque-Controlled Quadruped Robot
[arXiv] 2026-09-03 | Nash-Bargaining HalpernSGD via Limited-Memory MultiLRSGA: A Two-Phase Optimizer for Multi-Objective Learning
[arXiv] 2026-09-03 | TileGS: Tile-Local Depth Binning for Gaussian Splatting Rasterization
[arXiv] 2026-09-03 | Employing the Structural Power to Achieve Supply-Demand Balanced Payment Channel Networks
[arXiv] 2026-09-03 | Reduced latent leakage does not reliably predict lower likelihood bias in collider inference
[arXiv] 2026-09-03 | New Homogeneous Einstein Metrics from Detection
[arXiv] 2026-09-03 | Correlated initialization of deep residual networks
[arXiv] 2026-09-03 | The Attention Triangle in Audio-Video Models
[arXiv] 2026-09-03 | Optimizing Atom Transport, Gate-Count and Depth with Parity Twine
[arXiv] 2026-09-03 | HalluPeer: A Taxonomy-driven Benchmark for Detecting Hallucinations in Scientific Peer Reviews
[arXiv] 2026-09-03 | First Measurement of Near-Threshold J/ψ Photoproduction on the Neutron
[arXiv] 2026-09-03 | Language, Language Models, and What We're Talking About
[arXiv] 2026-09-03 | Trans-Neptunian Object dynamics even better explained by a stellar flyby after 4.5 Gyr of evolution
[arXiv] 2026-09-03 | Cohen--Macaulayness of $\mathrm{Inc}(\mathbb{N})$-Invariant Chains of Edge Ideals
[arXiv] 2026-09-03 | Dynamically favorable hosts for submoons around Jupiter and Saturn
[arXiv] 2026-09-03 | FlashRender: Few-Step Generative Rendering via Camera-Controlled Video MeanFlow
[arXiv] 2026-09-03 | Sample-specific rectification-like response in a boundary-driven exclusion process
[arXiv] 2026-09-03 | Building Pretraining Data for World Models: An Unreal Engine-Based Pipeline for Action-Conditioned Video Generation
[arXiv] 2026-09-03 | An Effective SPDE Model for a Schrödinger Equation with a Fluctuating Magnetic Potential
[arXiv] 2026-09-03 | $X$-dispersionless solver for electromagnetic and axion fields in a cylindrical particle-in-cell code
[arXiv] 2026-09-03 | Pulse-Controlled Topologically Protected Quantum Batteries
[arXiv] 2026-09-03 | Heralded one-, two- and three-photon states from waveguided parametric down-conversion
[arXiv] 2026-09-03 | Controllability, returning waves and scattering without reverberation in 3D acoustic dynamic system
[arXiv] 2026-09-03 | Coupled Scaling: A Representational Accessibility Framework for Neural Scaling Laws
[arXiv] 2026-09-03 | Exceptional model structures and the induced extriangulated categories
[arXiv] 2026-09-03 | Non-Resonant Impulsively Stimulated Raman Scattering by a Terahertz Field: a Case Study of 1T-TaS2
[arXiv] 2026-09-03 | Electron-phonon coupled hydrodynamics in semimetal TaAs_2
[arXiv] 2026-09-03 | Residual Optimal Transport-Based Experts Collaboration Towards Modality-Aware Infrared-Visible Object Detection
[arXiv] 2026-09-03 | CAPQ-FAST: Content-Adaptive Perceived Quality Assessment for Faster Audiovisual Playback
[arXiv] 2026-09-03 | Broadband Acoustic Intensity Direction Estimation with Tight-Frame Cardioid Arrays
[arXiv] 2026-09-03 | From Topical Relevance to Answerability: Entailment Distillation for Conversational Retrieval
[arXiv] 2026-09-03 | Geometric Ceilings on Time-Frequency Masking for Single-Channel Separation
[arXiv] 2026-09-03 | Dependence of self-injected bunch parameters on the plasma density gradient and laser pulse amplitude at LWFA in a conical plasma channel
[arXiv] 2026-09-03 | AutoGraphForge: Towards Automated Graph Theory Discovery
[arXiv] 2026-09-03 | Built-In Electric Field Modulation of Spontaneous Magnetism and Thermospin Transport in Boron-Nitrogen Doped Zigzag Graphene Nanoribbons
[arXiv] 2026-09-03 | Studying line defect at Deconfined Quantum Criticality via fuzzy sphere regularization
[arXiv] 2026-09-03 | Beyond "Made with AI": Visualizing Provenance Density to Mitigate the Transparency Penalty
[arXiv] 2026-09-03 | Relative approximation degrees and the henselian rationality problem over perfect fields
[arXiv] 2026-09-03 | Beyond Straightness: Non-Crossing Flow Matching via Quantile AlignTree Coupling
[arXiv] 2026-09-03 | Scal3R: Learning Efficient Multi-Relative Pose Query for Scalable Online 3D Reconstruction
[arXiv] 2026-09-03 | GIFT: Guided Intermediate Feature Training via Action-Oriented Structural Supervision for Robotic Manipulation
[arXiv] 2026-09-03 | Seeing Before Synthesizing: VLM-Guided Transition Event Discovery for Weakly-Supervised Dense Video Captioning
[arXiv] 2026-09-03 | Knowledge Acquisition During Pre-training? Large Language Models Learn Better With Auxiliary Views
[arXiv] 2026-09-03 | Standard Representations of Crystallographic Coxeter Groups
[arXiv] 2026-09-03 | Efficient Conversion of Optical to Mechanical States Close to the Single-Quantum Level
[arXiv] 2026-09-03 | HyperDet Wavefunction: A Phase-Agnostic Ansatz for Strongly Correlated Systems
[arXiv] 2026-09-03 | Low-angular-momentum accretion shocks can power weak-to-moderate X-ray flares from SgrA*
[arXiv] 2026-09-03 | Efficient Test-Time Adaptation through Human-AI Interaction
[arXiv] 2026-09-03 | Characterizing Large Scale Quantum Systems with Error Per Circuit Layer
[arXiv] 2026-09-03 | ATIBA: Grounded Integrity and Quality Checking for Research Papers
[arXiv] 2026-09-03 | BooM-VVT: Boosting Mask-Free Video Virtual Try-On with Image-Level Pseudo Data
[arXiv] 2026-09-03 | One Probability, Two Roles: The Separation of Coherence and Frequency in Adaptive Regimes
[arXiv] 2026-09-03 | Real-Time String Dynamics in $3+1$D Lattice Quantum Electrodynamics
[arXiv] 2026-09-03 | Corner Cases: Headland Coverage Path Planning for Autonomous Driving in Arable Farming
[arXiv] 2026-09-03 | Short character sums of inhomogeneous polynomials
[arXiv] 2026-09-03 | On the new bases attached to Weyl groups of exceptional type
[arXiv] 2026-09-03 | CORE: Improving Compositional Reasoning in MLLM Embedding via Reranker Distillation
[arXiv] 2026-09-03 | Diffuse Gaussian Truncation For Deterministic Approximate Counting
[arXiv] 2026-09-03 | Caffarelli Estimates under Lipschitz Perturbations
[arXiv] 2026-09-03 | Microscopic Calculation of Electric Quadrupole Effective Charges in Exotic Nuclei
[arXiv] 2026-09-03 | Confidence-Gated Admission for Hardware Prefetching: When the Gate Matters More Than the Predictor
[arXiv] 2026-09-03 | Ionized Nebulae Around Two New Symbiotic Stars: GR Cygni and [D75] 141
[arXiv] 2026-09-03 | Robust multi-hypothesis quantum-state discrimination under unknown common unitary perturbations via least favorable priors
[arXiv] 2026-09-03 | Quenched complexity of marginal states in the Sherrington--Kirkpatrick spin glass
[arXiv] 2026-09-03 | Reconstruction of a slice regular function from some of its real components
[arXiv] 2026-09-03 | Typed Flexible-Arity Slotted E-Graphs: A Soundness Construction and an Alloy Case Study
[arXiv] 2026-09-03 | Dissipation scaling in wind turbine wakes exposed to free-stream turbulence
[arXiv] 2026-09-03 | MulDP: Multimodal Diffusion Policy for Autonomous Quadruped Parkour Navigation across Complex Terrains
[arXiv] 2026-09-03 | Fairness Evaluation of Edge-AI Implementation for Cleft Lip and Palate Speech ASR
[arXiv] 2026-09-03 | Eight Local Couplings of Gravitational Waves from Unified Field Equations
[arXiv] 2026-09-03 | Automated Weld Seam Recognition and 3D Mapping for Robotic Post Processing Using Photogrammetry and Semantic Segmentation
[arXiv] 2026-09-03 | A one-parameter family of local-time conditioned processes : the generalized Brownian burglars
[arXiv] 2026-09-03 | $L^p$ isomorphisms for the fractional Laplacian on $\mathbb{R}^n$ and their application
[arXiv] 2026-09-03 | FiMI Banking: A Sovereign Model for Indian Retail Banking
[arXiv] 2026-09-03 | Interior Curvature Estimates of Semi-convex Solutions for the scalar curvature equation with Lipschitz Right-Hand Sides
[arXiv] 2026-09-03 | A Superconducting Peierls Instability
[arXiv] 2026-09-03 | Experimentally constrained modeling of the Pockels response of KNbO3 and KTaNbO3
[arXiv] 2026-09-03 | Inelastic Signatures of Electroweak Dark Matter
[arXiv] 2026-09-03 | Efficient Estimation of Reduced QAOA Expressibility on Acyclic Graphs
[arXiv] 2026-09-03 | AI-Driven Analysis of the Effects of Recreational Activities to Well-Being using Physiological Responses: A survey
[arXiv] 2026-09-03 | A PTAS for Non-Adaptive Stochastic Top-$k$ Sum under General Combinatorial Constraints
[arXiv] 2026-09-03 | DropClick: Semi-Automated One-Click Segmentation for Agricultural Robotic Data
[arXiv] 2026-09-03 | Quadratic Scalar Curvature Decay and Uniform Positivity in Dimensions Four through Seven
[arXiv] 2026-09-03 | Open WebXR versus Commercial Game Engines: A Socio-Technical Position Analysis for an Open, Sustainable, and Interoperable Metaverse
[arXiv] 2026-09-03 | Extracting Forgotten Prompts from Targeted Unlearned Models
[arXiv] 2026-09-03 | Rethinking 3D Noise: Learning 3D-Aware Video Priors via Optimization-Free Morphological Perturbations
[arXiv] 2026-09-03 | Finite-temperature mass gap and quench dynamics of mobile impurities in a Fermi gas
[arXiv] 2026-09-03 | Enhancing Financial Question Answering: A Novel Benchmark Dataset of Banks' financial statements
[arXiv] 2026-09-03 | Jantzen filtrations for graded affine Hecke algebras
[arXiv] 2026-09-03 | Tree-Structured Vector Quantization For Efficient And Progressive Image Compression
[arXiv] 2026-09-03 | Stabilizing Camera-Controlled Novel View Synthesis at Inference Time
[arXiv] 2026-09-03 | Measurement of the forward angle $^{12}$C+$^{12}$C fragmentation differential cross sections at 62 MeV/nucleon
[arXiv] 2026-09-03 | Joint Laws of Maximum Drawdown and Maximum Drawup for Spectrally Negative Lévy Processes
[arXiv] 2026-09-03 | A fully globalized solver for discretized inverse elliptic coefficient problems with exact data
[arXiv] 2026-09-03 | EraseSAE: Surgical Concept Erasure in Text-to-Video Diffusion Models via Sparse Autoencoders
[arXiv] 2026-09-03 | Residual neural networks overcome the curse of dimensionality for semilinear heat equations
[arXiv] 2026-09-03 | Quantum Quasi-Monte Carlo: a window for pre-asymptotic quantum advantage
[arXiv] 2026-09-03 | NuSTAR View of the 2025 Mini-Outburst of the Black Hole X-ray Binary GRS 1739-278: Spectral and Timing Evolution in the Soft State
[arXiv] 2026-09-03 | Test-time adaptation for speech enhancement with an autoregressive speech prior
[arXiv] 2026-09-03 | KhatianDoc: A Human-Verified Benchmark Diagnosing Multimodal LLM Failure on Bengali Legal Land Records
[arXiv] 2026-09-03 | High-Throughput Computational Discovery of Inverted Resistive Switching in Two-Dimensional Materials
[arXiv] 2026-09-03 | Low stray-field ion pump configuration for cold atom experiments
[arXiv] 2026-09-03 | Effect of stellar spot-only spectral lines in high-resolution transit spectroscopy
[arXiv] 2026-09-03 | JuPyLive: Seamless Migration of Jupyter Notebook Resources from Laptop to HPC
