[2026-03-12 09:31:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-11
正在获取论文...
[arXiv] 2026-03-11 | Effective Dataset Distillation for Spatio-Temporal Forecasting with Bi-dimensional Compression
[NO] 408/763 | Topological heavy-tailed networks
[NO] 409/763 | Arbitrary Polarization Generation in Magneto-optical Metasurfaces Enabled by Bound States in the Continuum
[NO] 410/763 | Module control in youth symptom networks across COVID-19
[NO] 411/763 | Machinagogy: Experiments in Staging Teaching Dramas with LLMs
[NO] 412/763 | DiT4DiT: Jointly Modeling Video Dynamics and Actions for Generalizable Robot Control
[NO] 413/763 | SignSparK: Efficient Multilingual Sign Language Production via Sparse Keyframe Learning
[NO] 414/763 | AsyncMDE: Real-Time Monocular Depth Estimation via Asynchronous Spatial Memory
[NO] 415/763 | Reconstructing Bounded Treelength Graphs with Linearithmic Shortest Path Distance Queries
[NO] 416/763 | Uniform discretization of continuous frames
[NO] 417/763 | Spyglass: Directional Spectrum Sensing with Single-shot AoA Estimation and Virtual Arrays
[NO] 418/763 | Brown-Halmos type theorems for generalized Cauchy singular integral operators and applications
[NO] 419/763 | Dressed-State Optomechanics in the Few-Photon Regime
[NO] 420/763 | Tight Quantum Speed Limit for Ergotropy Charging in the N-Qubit Dicke Battery
[NO] 421/763 | Remarks on the heat flow of harmonic maps into CAT(0)-spaces
[NO] 422/763 | Rethinking Gaussian Trajectory Predictors: Calibrated Uncertainty for Safe Planning
[NO] 423/763 | Surrogate-Assisted Targeted Learning for Delayed Outcomes under Administrative Censoring
[NO] 424/763 | Mixed order conformally invariant system with exponential growth and nonlocal nonlinear terms in critical dimensions
[NO] 425/763 | On the Learning Dynamics of Two-layer Linear Networks with Label Noise SGD
[NO] 426/763 | ScanDP: Generalizable 3D Scanning with Diffusion Policy
[NO] 427/763 | Geometric, algebraic and analytic properties of hyperelliptic $\mathrm{al}_{ab}$ function
[NO] 428/763 | Beyond Scalars: Evaluating and Understanding LLM Reasoning via Geometric Progress and Stability
[NO] 429/763 | A mapping-based projection of detailed kinetics uncertainty onto reduced manifolds
[NO] 430/763 | Few-Shot Adaptation to Non-Stationary Environments via Latent Trend Embedding for Robotics
[NO] 431/763 | Information-Theoretic Spectroscopy: Universal Sparsity of Extinction Manifold and Optimal Sensing across Scattering Regimes
[NO] 432/763 | Symmetry Breaking and Transition to Robust Excitonic Topological Order in InAs/GaSb Bilayers
[NO] 433/763 | Systematic study of superheavy nuclei within a microscopic collective Hamiltonian: Impact of quantum shape fluctuations
[NO] 434/763 | On the Existence of Integers with at Most 3 Prime Factors Between Every Pair of Consecutive Squares
[NO] 435/763 | StyleGallery: Training-free and Semantic-aware Personalized Style Transfer from Arbitrary Image References
[NO] 436/763 | Multi-Modal Intelligent Channel Modeling: From Fine-tuned LLMs to Pre-trained Foundation Models
[NO] 437/763 | Federated Active Learning Under Extreme Non-IID and Global Class Imbalance
[NO] 438/763 | Second-order Filippov systems: sliding dynamics without sliding regions
[NO] 439/763 | Sausage Volume of the Random String and Survival in a medium of Poisson Traps
[NO] 440/763 | A variable ADAF disk model for X-ray binary systems
[NO] 441/763 | Refinements of Alon-Babai-Suzuki-type intersection theorems via non-shadows and binomial support
[NO] 442/763 | The fine dynamics in homologous and recurrent jets induced by persistent rising loops and mini-filaments
[NO] 443/763 | SteadyTray: Learning Object Balancing Tasks in Humanoid Tray Transport via Residual Reinforcement Learning
[NO] 444/763 | What do near-optimal learning rate schedules look like?
[NO] 445/763 | CHSH inequality always holds in bipartite qutrits with spin-1 observables
[NO] 446/763 | MultiwayPAM: Multiway Partitioning Around Medoids for LLM-as-a-Judge Score Analysis
[NO] 447/763 | COMIC: Agentic Sketch Comedy Generation
[NO] 448/763 | Quantum-to-classical correspondence in Krylov complexity
[NO] 449/763 | Light-induced nonadiabatic photodissociation of the NaH molecule including electron-rotation coupling
[NO] 450/763 | Separating Oblivious and Adaptive Differential Privacy under Continual Observation
[NO] 451/763 | LLMGreenRec: LLM-Based Multi-Agent Recommender System for Sustainable E-Commerce
[NO] 452/763 | Nondegenerate neck pinches along the mean curvature flow
[NO] 453/763 | Task-Aware Delegation Cues for LLM Agents
[NO] 454/763 | Searching for Magnetic White Dwarfs in LAMOST DR10
[NO] 455/763 | Nucleating an Inflationary Universe: Euclidean Wormholes and their No-Boundary Limit
[NO] 456/763 | TreeON: Reconstructing 3D Tree Point Clouds from Orthophotos and Heightmaps
[NO] 457/763 | Factorized Neural Implicit DMD for Parametric Dynamics
[YES] 458/763 | Artificial Intelligence as a Catalyst for Innovation in Software Engineering
[NO] 459/763 | Sharp propagation of chaos for mean field Langevin dynamics, control, and games
[NO] 460/763 | PPGuide: Steering Diffusion Policies with Performance Predictive Guidance
[NO] 461/763 | FRIEND: Federated Learning for Joint Optimization of multi-RIS Configuration and Eavesdropper Intelligent Detection in B5G Networks
[NO] 462/763 | Nontangential Maximal Function estimates for the elliptic Mixed Boundary Value Problem with variable coefficients
[NO] 463/763 | Contact Coverage-Guided Exploration for General-Purpose Dexterous Manipulation
[NO] 464/763 | Med-DualLoRA: Local Adaptation of Foundation Models for 3D Cardiac MRI
[NO] 465/763 | Contrastive learning-based video quality assessment-jointed video vision transformer for video recognition
[NO] 466/763 | Holographic dark energy from a new two-parameter entropic functional
[NO] 467/763 | Bio-Inspired Self-Supervised Learning for Wrist-worn IMU Signals
[NO] 468/763 | Gaia-GIC-1: An Evolving Catastrophic Planetesimal Collision Candidate
[NO] 469/763 | On elliptic systems with $k$-wise interactions in the strong competition regime: uniform Hölder bounds and properties of the limiting configurations
[NO] 470/763 | Supercurrents in Josephson junctions with chiral molecular potentials
[NO] 471/763 | Training-Free Multi-Step Inference for Target Speaker Extraction
[NO] 472/763 | Special alternating links of minimal unlinking number
[NO] 473/763 | ASTER: Attitude-aware Suspended-payload Quadrotor Traversal via Efficient Reinforcement Learning
[YES] 474/763 | PEEM: Prompt Engineering Evaluation Metrics for Interpretable Joint Evaluation of Prompts and Responses
[NO] 475/763 | Dzyaloshinskii-Moriya-driven instabilities in square-kagome quantum antiferromagnets
[NO] 476/763 | Generalized Einstein Relations between Absorption and Emission Spectra in the Electric-Dipole Approximation
[NO] 477/763 | Inverse Learning-Based Output Feedback Control of Nonlinear Systems with Verifiable Guarantees
[NO] 478/763 | Effective theory of surface oscillations in self-bound superfluid droplets
[NO] 479/763 | Thermodynamically massless Simpson-Visser black holes
[YES] 480/763 | Instruction set for the representation of graphs
[NO] 481/763 | Practical Methods for Distance-Adaptive Continuous-Variable Quantum Key Distribution
[NO] 482/763 | Less is More: Decoder-Free Masked Modeling for Efficient Skeleton Representation Learning
[NO] 483/763 | Experimental simulation of non-equilibrium quantum piston on a programmable photonic quantum computer
[NO] 484/763 | ESG Reporting Lifecycle Management with Large Language Models and AI Agents
[NO] 485/763 | Complexity function and entropy of induced maps on hyperspaces of continua
[NO] 486/763 | Realizability-preserving finite element discretizations of the $M_1$ model for dose calculation in proton therapy
[NO] 487/763 | High-Throughput-Screening Workflow for Predicting Volume Changes by Ion Intercalation in Battery Materials
[NO] 488/763 | Interacting dark sector from intrinsic entropy couplings
[NO] 489/763 | Theory of Many-Body Multipole Operators in Single-Centered Electron Systems: Two-Body Toroidal Monopoles in Spinless Orbitals
[NO] 490/763 | Topological robustness of orbital angular momentum entanglement in stochastic channels
[NO] 491/763 | On the inner radius of the nonvanishing set for eigenfunctions of complex elliptic operators
[NO] 492/763 | Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection
[NO] 493/763 | Recover to Predict: Progressive Retrospective Learning for Variable-Length Trajectory Prediction
[NO] 494/763 | Monitoring of slopes, rock faces and masonry walls in a 19th century public park: the example of the Buttes Chaumont Park (Paris, France)
[NO] 495/763 | Punctually Standard and Nonstandard Models of Natural Numbers
[NO] 496/763 | Does LLM Alignment Really Need Diversity? An Empirical Study of Adapting RLVR Methods for Moral Reasoning
[NO] 497/763 | R4-CGQA: Retrieval-based Vision Language Models for Computer Graphics Image Quality Assessment
[NO] 498/763 | Implicit Statistical Inference in Transformers: Approximating Likelihood-Ratio Tests In-Context
[NO] 499/763 | Win-score promotion gates in aggregator-routed RFQ markets: A two-tier stochastic control model
[NO] 500/763 | Adaptive RAN Slicing Control via Reward-Free Self-Finetuning Agents
[NO] 501/763 | Riemannian Geometry-Preserving Variational Autoencoder for MI-BCI Data Augmentation
[NO] 502/763 | Suppressing Acoustomigration and Temperature Rise for High-power Robust Acoustics
[NO] 503/763 | Symmetry of fractional Neumann eigenfunctions in the ball
[NO] 504/763 | Learning to Score: Tuning Cluster Schedulers through Reinforcement Learning
[NO] 505/763 | Prompting with the human-touch: evaluating model-sensitivity of foundation models for musculoskeletal CT segmentation
[NO] 506/763 | Almost Kurepa Suslin trees and destructibility of the Guessing Model Property
[NO] 507/763 | DSFlash: Comprehensive Panoptic Scene Graph Generation in Realtime
[NO] 508/763 | UAV-MARL: Multi-Agent Reinforcement Learning for Time-Critical and Dynamic Medical Supply Delivery
[NO] 509/763 | First-Principles Electronegativity Scale from the Atomic Mean Inner Potential
[NO] 510/763 | Minimal polynomials, scaled Jordan frames, and Schur-type majorization in hyperbolic systems
[NO] 511/763 | IH-Challenge: A Training Dataset to Improve Instruction Hierarchy on Frontier LLMs
[NO] 512/763 | Airfoil shape optimization via coherent Ising machine
[NO] 513/763 | Estimating the condition number of Chebyshev filtered vectors with application to the ChASE library
[NO] 514/763 | A note on higher topological Hochschild homology
[NO] 515/763 | IMTBench: A Multi-Scenario Cross-Modal Collaborative Evaluation Benchmark for In-Image Machine Translation
[NO] 516/763 | VERI-DPO: Evidence-Aware Alignment for Clinical Summarization via Claim Verification and Direct Preference Optimization
[NO] 517/763 | Parabolic-Cylinder Approach to Valley-Polarized Conductance in Tilted Anisotropic Dirac-Weyl Systems
[NO] 518/763 | Near Field Refraction Problem With Loss of Energy in Negative Refractive Index Material
[NO] 519/763 | Aligning Large Language Models with Searcher Preferences
[NO] 520/763 | Modeling Stage-wise Evolution of User Interests for News Recommendation
[NO] 521/763 | Beyond geometrical screening in predicting two-dimensional materials
[NO] 522/763 | Development of an Extensible Unified Control System Using the STARS Framework and Common Commands for Detector Control
[NO] 523/763 | The Curse and Blessing of Mean Bias in FP4-Quantized LLM Training
[NO] 524/763 | GGMPs: Generalized Gaussian Mixture Processes
[NO] 525/763 | Zeros of complete elliptic integrals and its application to Melnikov functions
[NO] 526/763 | Coherence thermometry using multipartite quantum systems
[NO] 527/763 | A new lower bound for the kissing number in 19 dimensions
[NO] 528/763 | FireRedASR2S: A State-of-the-Art Industrial-Grade All-in-One Automatic Speech Recognition System
[NO] 529/763 | Additive Subtraction Games
[NO] 530/763 | Enhancing Network Intrusion Detection Systems: A Multi-Layer Ensemble Approach to Mitigate Adversarial Attacks
[NO] 531/763 | Differentiable Geometric Indexing for End-to-End Generative Retrieval
[NO] 532/763 | Shape Control of a Planar Hyper-Redundant Robot via Hybrid Kinematics-Informed and Learning-based Approach
[NO] 533/763 | Robust Updating of a Risk Prediction Model by Integrating External Ranking Information
[NO] 534/763 | Silent Subversion: Sensor Spoofing Attacks via Supply Chain Implants in Satellite Systems
[YES] 535/763 | Don't Let the Claw Grip Your Hand: A Security Analysis and Defense Framework for OpenClaw
[NO] 536/763 | Optimal Expert-Attention Allocation in Mixture-of-Experts: A Scalable Law for Dynamic Model Design
[YES] 537/763 | Causal Concept Graphs in LLM Latent Space for Stepwise Reasoning
[NO] 538/763 | Kalinin Effectivity and Wonderful Compactifications
[NO] 539/763 | GeoSense: Internalizing Geometric Necessity Perception for Multimodal Reasoning
[NO] 540/763 | Beyond Interleaving: Causal Attention Reformulations for Generative Recommender Systems
[NO] 541/763 | Classification of Poor Manifolds in Low dimensions
[NO] 542/763 | UAV-Based 3D Spectrum Sensing: Insights on Altitude, Bandwidth, Trajectory, and Effective Antenna Patterns on REM Reconstruction
[NO] 543/763 | S-HPLB: Efficient LLM Attention Serving via Sparsity-Aware Head Parallelism Load Balance
[NO] 544/763 | Adaptive Manipulation Potential and Haptic Estimation for Tool-Mediated Interaction
[NO] 545/763 | AgentServe: Algorithm-System Co-Design for Efficient Agentic AI Serving on a Consumer-Grade GPU
[NO] 546/763 | Overcoming Visual Clutter in Vision Language Action Models via Concept-Gated Visual Distillation
[NO] 547/763 | Optimal Spectral Bounds for Antipodal Graphs
[NO] 548/763 | Does Reasoning Make Search More Fair? Comparing Fairness in Reasoning and Non-Reasoning Rerankers
[NO] 549/763 | FC-4DFS: Frequency-controlled Flexible 4D Facial Expression Synthesizing
[NO] 550/763 | NasoVoce: A Nose-Mounted Low-Audibility Speech Interface for Always-Available Speech Interaction
[NO] 551/763 | Equilibrium under Time-Inconsistency: A New Existence Theory by Vanishing Entropy Regularization
[NO] 552/763 | New classification method for the dynamical state of galaxy clusters with a Gaussian mixture model
[NO] 553/763 | Inequalities Involving Core, Corona, and Critical Sets in General Graphs
[NO] 554/763 | Large language models can disambiguate opioid slang on social media
[NO] 555/763 | Conversational AI-Enhanced Exploration System to Query Large-Scale Digitised Collections of Natural History Museums
[NO] 556/763 | Sliding Ferroelectricity Driven Spin-Layertronics in Altermagnetic Multilayers
[NO] 557/763 | TOI-4616 b: a benchmark Earth-sized planet transiting a nearby M4 dwarf
[NO] 558/763 | Random interlacements on transient weighted graphs: 0-1 laws and FKG inequality
[NO] 559/763 | The Chow motive of LSV hyper-Kälher manifolds
[NO] 560/763 | Local-in-Time Existence of $L^1$ solutions to the Gravity Water Wave Kinetic Equation
[NO] 561/763 | A Physics-Informed, Global-in-Time Neural Particle Method for the Spatially Homogeneous Landau Equation
[NO] 562/763 | New Upper Bounds for the Classical Ramsey Numbers $R(4,4,4)$, $R(3,4,5)$ and $R(3,3,6)$
[NO] 563/763 | Kinematics of Wolf-Rayet Stars in the LMC: Clues to Subtype Origins
[NO] 564/763 | A dataset of medication images with instance segmentation masks for preventing adverse drug events
[NO] 565/763 | Magnetic criticality and magnetocaloric response in MnBi$_2$Te$_4$ and MnBi$_4$Te$_7$
[NO] 566/763 | Combinatorial perspectives on identities for partitions with distinct even parts
[NO] 567/763 | HanMoVLM: Large Vision-Language Models for Professional Artistic Painting Evaluation
[NO] 568/763 | Electronic Structure and Resonant Circular Dichroism of La$_{0.7}$Sr$_{0.3}$MnO$_3$ from Soft X-ray Angle-Resolved Photoemission
[YES] 569/763 | Semantic Satellite Communications for Synchronized Audiovisual Reconstruction
[NO] 570/763 | Identifying and Measuring Satellite Streaks in DECam Images
[NO] 571/763 | Interpretable Chinese Metaphor Identification via LLM-Assisted MIPVU Rule Script Generation: A Comparative Protocol Study
[NO] 572/763 | Radiative corrections to elastic electron-carbon scattering cross sections in comparison with experiment
[NO] 573/763 | A Control-Theoretic Foundation for Agentic Systems
[NO] 574/763 | CUPID: A Plug-in Framework for Joint Aleatoric and Epistemic Uncertainty Estimation with a Single Model
[NO] 575/763 | Efficient design of continuation methods for hyperbolic transport problems in porous media
[NO] 576/763 | Sublinear-Time Reconfiguration of Programmable Matter with Joint Movements
[NO] 577/763 | Riemannian MeanFlow for One-Step Generation on Manifolds
[NO] 578/763 | FutureVLA: Joint Visuomotor Prediction for Vision-Language-Action Model
[NO] 579/763 | Early-Stage Cancer Biomarker Detection via Intravascular Nanomachines: Modeling and Analysis
[YES] 580/763 | Prism-$Δ$: Differential Subspace Steering for Prompt Highlighting in Large Language Models
[YES] 581/763 | Structured Linked Data as a Memory Layer for Agent-Orchestrated Retrieval
[NO] 582/763 | Dielectric Tensor of CrSBr from Spectroscopic Imaging Ellipsometry
[NO] 583/763 | RandMark: On Random Watermarking of Visual Foundation Models
[NO] 584/763 | Two-Layer Stacked Intelligent Metasurfaces: Balancing Performance and Complexity
[NO] 585/763 | When David becomes Goliath: Repo dealer-driven bond mispricing
[NO] 586/763 | Spatio-Temporal Attention Graph Neural Network: Explaining Causalities With Attention
[NO] 587/763 | Cybo-Waiter: A Physical Agentic Framework for Humanoid Whole-Body Locomotion-Manipulation
[NO] 588/763 | LiTo: Surface Light Field Tokenization
[NO] 589/763 | Agentar-Fin-OCR
[NO] 590/763 | An asymptotically optimal bound for the concentration function of a sum of independent integer random variables
[NO] 591/763 | Schur complements for tensors and multilinear commutative rank
[NO] 592/763 | Conformal symmetries in geometry and harmonic analysis
[NO] 593/763 | Chasing RATs: Tracing Reading for and as Creative Activity
[NO] 594/763 | Does AI See like Art Historians? Interpreting How Vision Language Models Recognize Artistic Style
[NO] 595/763 | Measurement-Driven O-RAN Diagnostics with Tail Latency and Scheduler Indicators
[NO] 596/763 | Mitigating crosstalk errors for simultaneous single-qubit gates on a superconducting quantum processor
[NO] 597/763 | A Semi-Structural Model with Household Debt for Israel
[NO] 598/763 | A Systematic Study of Pseudo-Relevance Feedback with LLMs
[NO] 599/763 | Two-Body Solution and Instabilities along Streda Lines in Moire Flat Bands
[NO] 600/763 | Cores and localizations of $(\infty,\infty)$-categories
[NO] 601/763 | Federated Learning-driven Beam Management in LEO 6G Non-Terrestrial Networks
[NO] 602/763 | Reference Architecture of a Quantum-Centric Supercomputer
[NO] 603/763 | Microscopic screening theory for excitons in two-dimensional materials: A bridge between effective models and ab initio descriptions
[NO] 604/763 | Convergence Analysis of a Fully Discrete Observer For Data Assimilation of the Barotropic Euler Equations
[NO] 605/763 | Ranking Reasoning LLMs under Test-Time Scaling
[NO] 606/763 | Extremal Laplacian energy of $\overrightarrow{C_{k+1}}$-free digraphs
[NO] 607/763 | Semidegree threshold for spanning trees in oriented graphs
[NO] 608/763 | Simple minimally unsatisfiable subsets of 2-CNFs
[NO] 609/763 | Spectral methods for wedge and corner flows: The Fourier-Kontorovich-Lebedev integral transform
[NO] 610/763 | Nuclear Quantum Effects in Multi-Step Condensed Matter Chemistry: A Path Integral Molecular Dynamics Study of Thermal Decomposition
[NO] 611/763 | Safe RLHF Beyond Expectation: Stochastic Dominance for Universal Spectral Risk Control
[NO] 612/763 | Quantifying Membership Disclosure Risk for Tabular Synthetic Data Using Kernel Density Estimators
[NO] 613/763 | Redefining shared information: a heterogeneity-adaptive framework for meta-analysis
[NO] 614/763 | MAVEN: A Meta-Reinforcement Learning Framework for Varying-Dynamics Expertise in Agile Quadrotor Maneuvers
[NO] 615/763 | Ab initio quantum embedding description of magic angle twisted bilayer graphene at even-integer fillings
[NO] 616/763 | Extended Radio Galaxies in EMU: A Comparative Look at Source-Finding Techniques
[NO] 617/763 | Q-StaR: A Quasi-Static Routing Scheme for NoCs
[NO] 618/763 | Long-time dynamics of a bulk-surface convective Cahn--Hilliard system: Pullback attractors and convergence to equilibrium
[NO] 619/763 | A gripper for flap separation and opening of sealed bags
[NO] 620/763 | An Extreme Multi-label Text Classification (XMTC) Library Dataset: What if we took "Use of Practical AI in Digital Libraries" seriously?
[NO] 621/763 | How To Embed Matters: Evaluation of EO Embedding Design Choices
[NO] 622/763 | Propagation and Rate-Aware Cell Switching Optimization in HAPS-Assisted Wireless Networks
[NO] 623/763 | NCAA Bracket Prediction Using Machine Learning and Combinatorial Fusion Analysis
[NO] 624/763 | When Fine-Tuning Fails and when it Generalises: Role of Data Diversity and Mixed Training in LLM-based TTS
[NO] 625/763 | Catalogue and statistics of greater than 100 MeV solar proton events during solar cycles 23-25 from SOHO-ERNE observations
[NO] 626/763 | Calibration of electric fields in low-frequency off-resonant Rydberg receivers
[NO] 627/763 | Kernel Tests of Equivalence
[NO] 628/763 | From Images to Words: Efficient Cross-Modal Knowledge Distillation to Language Models from Black-box Teachers
[NO] 629/763 | Beyond Sequential Distance: Inter-Modal Distance Invariant Position Encoding
[NO] 630/763 | Numerical analysis for leaky-integrate-fire networks under Euler--Maruyama
[NO] 631/763 | Topological Analysis for Identifying Anomalies in Serverless Platforms
[NO] 632/763 | Semantic Landmark Particle Filter for Robot Localisation in Vineyards
[NO] 633/763 | Human Presence Detection via Wi-Fi Range-Filtered Doppler Spectrum on Commodity Laptops
[NO] 634/763 | Modeling anisotropic energy dissipation of light ions at the atomistic scale
[NO] 635/763 | Some link homologies in $ \mathbb{RP}^3 $
[NO] 636/763 | Offset Pointing for Energy-efficient Reception in Underwater Optical Wireless Communication: Modeling and Performance Analysi
[NO] 637/763 | Strong Regularity and Microsupport Estimates for Multi-Microlocalizations of Subanalytic Sheaves
[NO] 638/763 | Distributed Stability Certification and Control from Local Data
[NO] 639/763 | On the ubiquity of uniformly dominant local rings
[NO] 640/763 | Beyond Standard Datacubes: Extracting Features from Irregular and Branching Earth System Data
[NO] 641/763 | Towards Intelligent Spectrum Management: Spectrum Demand Estimation Using Graph Neural Networks
[NO] 642/763 | Multilingual Reasoning Gym: Multilingual Scaling of Procedural Reasoning Environments
[NO] 643/763 | Mass measurements of the double neutron star system PSR J0641+0448
[NO] 644/763 | Phase-Interface Instance Segmentation as a Visual Sensor for Laboratory Process Monitoring
[NO] 645/763 | Taking Shortcuts for Categorical VQA Using Super Neurons
[NO] 646/763 | Incremental Federated Learning for Intrusion Detection in IoT Networks under Evolving Threat Landscape
[NO] 647/763 | Word Recovery in Large Language Models Enables Character-Level Tokenization Robustness
[NO] 648/763 | Auroral Acceleration Generates Electron Beams in Jupiter's Middle Magnetosphere
[NO] 649/763 | An antichain condition for infinite groups
[NO] 650/763 | Deep Randomized Distributed Function Computation (DeepRDFC): Neural Distributed Channel Simulation
[NO] 651/763 | AttriGuard: Defeating Indirect Prompt Injection in LLM Agents via Causal Attribution of Tool Invocations
[NO] 652/763 | Zero crossings of the differential scalar polarizability of Ba$^+$ clock transition
[NO] 653/763 | Pairwise Negative Correlation for Uniform Spanning Subgraphs of the Complete Graph
[NO] 654/763 | Computing and Optimizing the $H^2$-norm of Delay Differential Algebraic Systems
[NO] 655/763 | The complexity of finite smooth words over binary alphabets
[NO] 656/763 | An invitation to dimension interpolation
[NO] 657/763 | On the leading and penultimate leading coefficients for NRS(2) applied to a cubic polynomial
[NO] 658/763 | UAV traffic scene understanding: A cross-spectral guided approach and a unified benchmark
[NO] 659/763 | On the Product of Coninvolutory Affine Transformations
[NO] 660/763 | Parallel-in-Time Nonlinear Optimal Control via GPU-native Sequential Convex Programming
[NO] 661/763 | Thermodynamic Non-Uniformities Behind Incident and Reflected Shocks in a Single-Diaphragm Shock Tube
[NO] 662/763 | AlphaFlowTSE: One-Step Generative Target Speaker Extraction via Conditional AlphaFlow
[NO] 663/763 | OnFly: Onboard Zero-Shot Aerial Vision-Language Navigation toward Safety and Efficiency
[NO] 664/763 | A Platform-Agnostic Multimodal Digital Human Modelling Framework: Neurophysiological Sensing in Game-Based Interaction
[NO] 665/763 | Conformal prediction for high-dimensional functional time series: Applications to subnational mortality
[NO] 666/763 | An FPGA Implementation of Displacement Vector Search for Intra Pattern Copy in JPEG XS
[NO] 667/763 | ATP Level and Phosphorylation Free Energy Regulate Trigger-Wave Speed and Critical Nucleus Size in Cellular Biochemical Systems
[NO] 668/763 | Low-loss phase-change material based programmable mode converter for photonic computing
[NO] 669/763 | Real Line Congruences of Trilinear Birational Maps
[NO] 670/763 | Self-testing with untrusted random number generators
[NO] 671/763 | FAME: Formal Abstract Minimal Explanation for Neural Networks
[NO] 672/763 | Interleaving Scheduling and Motion Planning with Incremental Learning of Symbolic Space-Time Motion Abstractions
[NO] 673/763 | Density-Dependent Graph Orientation and Coloring in Scalable MPC
[NO] 674/763 | Flexible Multi-Target Angular Emulation for Over-the-Air Testing of Large-Scale ISAC Base Stations: Principle and Experimental Verification
[NO] 675/763 | $RO(C_p \times C_p)$-graded cohomology of universal spaces and the coefficient ring
[NO] 676/763 | AdaClearGrasp: Learning Adaptive Clearing for Zero-Shot Robust Dexterous Grasping in Densely Cluttered Environments
[YES] 677/763 | An Approach for Safe and Secure Software Protection Supported by Symbolic Execution
[NO] 678/763 | QR-Recursive Compression of Volume Integral Equations for Electromagnetic Scattering by Large Metasurfaces
[NO] 679/763 | Path Planning for Sound Speed Profile Estimation
[NO] 680/763 | CUAAudit: Meta-Evaluation of Vision-Language Models as Auditors of Autonomous Computer-Use Agents
[NO] 681/763 | A Bipartite Graph Approach to U.S.-China Cross-Market Return Forecasting
[NO] 682/763 | Towards Cognitive Defect Analysis in Active Infrared Thermography with Vision-Text Cues
[NO] 683/763 | Towards Quantitative Reaction Dynamics of O3
[NO] 684/763 | Kinematics and Untwisting Motion of an Intriguing Jet-like Prominence Eruption
[NO] 685/763 | Graphing Inline: Understanding Word-scale Graphics Use in Scientific Papers
[NO] 686/763 | World Model for Battery Degradation Prediction Under Non-Stationary Aging
[NO] 687/763 | Sparse Task Vector Mixup with Hypernetworks for Efficient Knowledge Transfer in Whole-Slide Image Prognosis
[NO] 688/763 | A rate-induced tipping in the Pearson diffusion
[NO] 689/763 | Visually-Guided Controllable Medical Image Generation via Fine-Grained Semantic Disentanglement
[NO] 690/763 | UHD Image Deblurring via Autoregressive Flow with Ill-conditioned Constraints
[NO] 691/763 | A Harmony Composition-Inspired Tensor Modalization Method for Near-Field IRS Channel Estimation
[NO] 692/763 | On Third-Order Determinant Bounds for the class $\mathcal{S}^*_{B}$
[NO] 693/763 | A note on Ramsey numbers for minors
[NO] 694/763 | Dynamics-induced activity patterns of active-inactive clusters in complex networks
[NO] 695/763 | Transverse and Longitudinal Magnetothermopower Promoted by Ambipolar Effect in Half-Heusler Topological Materials
[NO] 696/763 | JEDI: Jointly Embedded Inference of Neural Dynamics
[NO] 697/763 | Spatial self-supervised Peak Learning and correlation-based Evaluation of peak picking in Mass Spectrometry Imaging
[NO] 698/763 | Symmetry-directed electronic and optical properties in a two-dimensional square-lattice ZnPc-MOF
[NO] 699/763 | Microstructural Characterization of Nb3Sn Thin Films Using FIB Tomography
[NO] 700/763 | Gauss-Bonnet scalarization of charged qOS-black holes
[NO] 701/763 | LCAMV: High-Accuracy 3D Reconstruction of Color-Varying Objects Using LCA Correction and Minimum-Variance Fusion in Structured Light
[NO] 702/763 | KnowDiffuser: A Knowledge-Guided Diffusion Planner with LM Reasoning and Prior-Informed Trajectory Initialization
[NO] 703/763 | Three-gluon decays of radially excited quarkonia $ψ(2S)$ and $Υ(2S)$ with both relativistic and QCD radiative corrections
[NO] 704/763 | A Secure Splitting and Acceleration Strategy for TCP/QUIC in Interplanetary Networks
[NO] 705/763 | Domain-Adaptive Health Indicator Learning with Degradation-Stage Synchronized Sampling and Cross-Domain Autoencoder
[NO] 706/763 | Quark spin correlation inside hyperons
[NO] 707/763 | 3-D Trajectory Optimization for Robust Direction Sensing in Movable Antenna Systems
[NO] 708/763 | World2Act: Latent Action Post-Training via Skill-Compositional World Models
[NO] 709/763 | TractoRC: A Unified Probabilistic Learning Framework for Joint Tractography Registration and Clustering
[NO] 710/763 | Supersonic flow of a Chaplygin gas past a conical wing with $Λ$-shaped cross sections
[NO] 711/763 | Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control
[NO] 712/763 | The moduli space of dynamical spherically symmetric black hole spacetimes and the extremal threshold
[NO] 713/763 | The phenomenon of the axion kinetic misalignment with a generic PQ-breaking operator
[NO] 714/763 | Speech Codec Probing from Semantic and Phonetic Perspectives
[NO] 715/763 | One Token, Two Fates: A Unified Framework via Vision Token Manipulation Against MLLMs Hallucination
[NO] 716/763 | Single-shot in situ pulse-duration measurement using plasma grating
[YES] 717/763 | Utility Function is All You Need: LLM-based Congestion Control
[NO] 718/763 | Evaluating the spatial intra-pixel sensitivity variations and influence based on space observation
[NO] 719/763 | EmoStory: Emotion-Aware Story Generation
[NO] 720/763 | Group evolving dynamics in biased condition: modeling and analysis
[NO] 721/763 | The FAST Discovery of a binary millisecond pulsar PSR~J1647-0156B (M12B) with a candidate cross matching algorithm
[NO] 722/763 | Optimising two-block averaging kernels to speed up Markov chains
