[2026-04-17 22:39:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-16
正在获取论文...
[arXiv] 2026-04-16 | Singly periodic maximal graphs with isolated singularities in Lorentz-Minkowski 3-space
[arXiv] 2026-04-16 | Learning to Think Like a Cartoon Captionist: Incongruity-Resolution Supervision for Multimodal Humor Understanding
[arXiv] 2026-04-16 | Abrikosov vortices in altermagnetic superconductors
[arXiv] 2026-04-16 | MADE: A Living Benchmark for Multi-Label Text Classification with Uncertainty Quantification of Medical Device Adverse Events
[arXiv] 2026-04-16 | Combined effect of homogenization and dimension-reduction in the random Neumann sieve problem
[arXiv] 2026-04-16 | Antitrust on Aisle Five: How Well Do Divestiture Remedies Work?
[arXiv] 2026-04-16 | Amortized Optimal Transport from Sliced Potentials
[arXiv] 2026-04-16 | Absolute Concentration Robustness of Non-Redundant Zero-One Networks with Conservation Laws
[arXiv] 2026-04-16 | G-MIXER: Geodesic Mixup-based Implicit Semantic Expansion and Explicit Semantic Re-ranking for Zero-Shot Composed Image Retrieval
[arXiv] 2026-04-16 | Gravitational Lensing Signatures of Hayward-like Black Holes
[arXiv] 2026-04-16 | Loop integrals in de Sitter spacetime: The parity-split IBP system and $\di\log$-form differential equations
[arXiv] 2026-04-16 | Spatially covariant gravity with two degrees of freedom: A perturbative analysis up to cubic order
[arXiv] 2026-04-16 | AD4AD: Benchmarking Visual Anomaly Detection Models for Safer Autonomous Driving
[arXiv] 2026-04-16 | Braided quantum $\mathrm{SU}(2)$ group - a case study
[arXiv] 2026-04-16 | Optimal Robust Adaptive Beamforming for a General-Rank Signal Model via Equivalence of Maximin and Minimax SINR Problems
[arXiv] 2026-04-16 | Exploring non-equilibrium effects in sequential freeze-in
[arXiv] 2026-04-16 | IUQ: Interrogative Uncertainty Quantification for Long-Form Large Language Model Generation
[arXiv] 2026-04-16 | Nonlinear backstepping with saturation for low-thrust station-keeping of libration point orbits
[arXiv] 2026-04-16 | Mix-CALADIN: A Distributed Algorithm for Consensus Mixed-Integer Optimization
[arXiv] 2026-04-16 | Gravitational-wave lensing beyond rays: a disordered-system approach
[arXiv] 2026-04-16 | Variational quantum state preparation within an entangle-rotate circuit framework for quantum-enhanced metrology in noisy systems
[arXiv] 2026-04-16 | LR-Robot: An Human-in-the-Loop LLM Framework for Systematic Literature Reviews with Applications in Financial Research
[arXiv] 2026-04-16 | The Parameterized Complexity of Coloring Mixed Graphs
[arXiv] 2026-04-16 | Optimal algorithmic complexity of inference in quantum kernel methods
[arXiv] 2026-04-16 | Ensembles of random quantum states tunable from volume law to area law
[arXiv] 2026-04-16 | Homogenization of the Navier-Stokes equations in a randomly perforated domain in the inviscid limit
[arXiv] 2026-04-16 | Microscopic primordial black holes as macroscopic dark matter from large extra dimensions
[arXiv] 2026-04-16 | Perturbative calculations of light nuclei up to N$^3$LO in chiral effective field theory
[arXiv] 2026-04-16 | Formalizing Poisson-Boltzmann Theory for Field-Tunable Nanofluidic Devices
[arXiv] 2026-04-16 | Optical Modulation Due to Energy Exchange Between Photonic and Exciton Modes in the Intermediate Coupling Regime
[arXiv] 2026-04-16 | Efficient calculation of available space for multi-NUMA virtual machines
[arXiv] 2026-04-16 | ClariCodec: Optimising Neural Speech Codes for 200bps Communication using Reinforcement Learning
[arXiv] 2026-04-16 | GlobalSplat: Efficient Feed-Forward 3D Gaussian Splatting via Global Scene Tokens
[arXiv] 2026-04-16 | Bandwidth Cost of Locally Repairable Convertible Codes in the Global Merge Regime
[arXiv] 2026-04-16 | A Manual Bar-by-Bar Tempo Measurement Protocol for Polyphonic Chamber Music Recordings: Design, Validation, and Application to Beethoven's Piano and Cello Sonatas
[arXiv] 2026-04-16 | Simplifying Safety Proofs with Forward-Backward Reasoning and Prophecy
[arXiv] 2026-04-16 | Kontorovich-Lebedev-Fourier Space for de Sitter Correlators
[arXiv] 2026-04-16 | Goxpyriment: A Go Framework for Behavioral and Cognitive Experiments
[arXiv] 2026-04-16 | A Nonlinear Separation Principle: Applications to Neural Networks, Control and Learning
[arXiv] 2026-04-16 | StreamCacheVGGT: Streaming Visual Geometry Transformers with Robust Scoring and Hybrid Cache Compression
[arXiv] 2026-04-16 | RadAgent: A tool-using AI agent for stepwise interpretation of chest computed tomography
[arXiv] 2026-04-16 | On a Probability Inequality for Order Statistics with Applications to Bootstrap, Conformal Prediction, and more
[arXiv] 2026-04-16 | Eccentricity Confound in EEG-based Visual Attention Decoding from Gaze-Fixated Neural Tracking of Motion in Natural Videos
[arXiv] 2026-04-16 | Benchmarking Classical Coverage Path Planning Heuristics on Irregular Hexagonal Grids for Maritime Coverage Scenarios
[arXiv] 2026-04-16 | Unsupervised Skeleton-Based Action Segmentation via Hierarchical Spatiotemporal Vector Quantization
[arXiv] 2026-04-16 | Scepsy: Serving Agentic Workflows Using Aggregate LLM Pipelines
[arXiv] 2026-04-16 | Picometer-Scale Spatial Symmetry Breaking in Active Transmissive Metasurfaces
[arXiv] 2026-04-16 | Agent-Aided Design for Dynamic CAD Models
[arXiv] 2026-04-16 | Minimum energy and photon content in PT symmetric metamaterials
[arXiv] 2026-04-16 | Oriented Cohomology Rings of Some Moduli Spaces via Blowups
[arXiv] 2026-04-16 | LongAct: Harnessing Intrinsic Activation Patterns for Long-Context Reinforcement Learning
[arXiv] 2026-04-16 | Self-propelled particles driven by light
[arXiv] 2026-04-16 | Light-propelled microparticles based on symmetry-broken refractive index profiles
[arXiv] 2026-04-16 | Formalizing Wu-Ritt Method in Lean 4
[arXiv] 2026-04-16 | Unraveling the Mechanism of Drug Binding to SARS-CoV-2 RNA Pseudoknot with Thermodynamics-Driven Machine Learning
[arXiv] 2026-04-16 | Data-driven Linear Quadratic Integral Control: A Convex Formulation and Policy Gradient Approach
[arXiv] 2026-04-16 | Frozen density embedding with pCCD electron densities
[arXiv] 2026-04-16 | The ODE/IM Correspondence between $C (2)^{(2)}$-type Linear Problems and 2d $\mathcal{N} = 1$ SCFT
[arXiv] 2026-04-16 | Beyond Importance Sampling: Rejection-Gated Policy Optimization
[arXiv] 2026-04-16 | MemoSight: Unifying Context Compression and Multi Token Prediction for Reasoning Acceleration
[arXiv] 2026-04-16 | FSDETR: Frequency-Spatial Feature Enhancement for Small Object Detection
[arXiv] 2026-04-16 | Does RL Expand the Capability Boundary of LLM Agents? A PASS@(k,T) Analysis
[arXiv] 2026-04-16 | Open-Set Vein Biometric Recognition with Deep Metric Learning
[arXiv] 2026-04-16 | Curvature-Aligned Probing for Local Loss-Landscape Stabilization
[arXiv] 2026-04-16 | Vibe-Coding: Feedback-Based Automated Verification with no Human Code Inspection, a Feasibility Study
[arXiv] 2026-04-16 | Towards Optimal Passive Feedback Control of LTI Systems under LQR Performance
[arXiv] 2026-04-16 | TrigReason: Trigger-Based Collaboration between Small and Large Reasoning Models
[arXiv] 2026-04-16 | Generalizability of Learning-based Occupancy Detection in Residential Buildings
[arXiv] 2026-04-16 | Improved Multiscale Structural Mapping with Supervertex Vision Transformer for the Detection of Alzheimer's Disease Neurodegeneration
[arXiv] 2026-04-16 | Switch: Learning Agile Skills Switching for Humanoid Robots
[arXiv] 2026-04-16 | Understanding jump discontinuity in disordered system
[arXiv] 2026-04-16 | Decrease of the entanglement entropy of the Hawking radiation induced by backreaction in the Bose-Einstein condensate
[arXiv] 2026-04-16 | Spectral and spatial filtering of whispering gallery modes in precision-engineered microbubble resonators
[arXiv] 2026-04-16 | Learning Ad Hoc Network Dynamics via Graph-Structured World Models
[arXiv] 2026-04-16 | Expert-Guided Class-Conditional Goodness-of-Fit Scores for Interpretable Classification with Informative Missingness: An Application to Seismic Monitoring
[arXiv] 2026-04-16 | From Boundaries to Semantics: Prompt-Guided Multi-Task Learning for Petrographic Thin-section Segmentation
[arXiv] 2026-04-16 | Anderson Acceleration for Linearly Converging SQP-Type Methods
[arXiv] 2026-04-16 | Coherence dynamics in quantum algorithm for linear systems of equations
[arXiv] 2026-04-16 | PUFFIN: Protein Unit Discovery with Functional Supervision
[arXiv] 2026-04-16 | Keep It CALM: Toward Calibration-Free Kilometer-Level SLAM with Visual Geometry Foundation Models via an Assistant Eye
[arXiv] 2026-04-16 | CogEvolution: A Human-like Generative Educational Agent to Simulate Student's Cognitive Evolution
[arXiv] 2026-04-16 | Integrating Object Detection, LiDAR-Enhanced Depth Estimation, and Segmentation Models for Railway Environments
[arXiv] 2026-04-16 | Beyond the Critical Depth: The Metabolic and Physical Drivers of Phytoplankton Persistence in a Changing Ocean
[arXiv] 2026-04-16 | Strong and weak rates of convergence in the Smoluchowski--Kramers approximation for stochastic partial differential equations
[arXiv] 2026-04-16 | Sensitivity Improvement by Sample Vibration Excitation in Resistivity Measurement for Non-Magnetic Material Using MFM
[arXiv] 2026-04-16 | Expressivity of Transformers: A Tropical Geometry Perspective
[arXiv] 2026-04-16 | The Agentification of Scientific Research: A Physicist's Perspective
[arXiv] 2026-04-16 | MS-SSE-Net: A Multi-Scale Spatial Squeeze-and-Excitation Network for Structural Damage Detection in Civil and Geotechnical Engineering
[arXiv] 2026-04-16 | Gating Enables Curvature: A Geometric Expressivity Gap in Attention
[arXiv] 2026-04-16 | Development of an LLM-Based System for Automatic Code Generation from HEP Publications
[arXiv] 2026-04-16 | CAMO: An Agentic Framework for Automated Causal Discovery from Micro Behaviors to Macro Emergence in LLM Agent Simulations
[arXiv] 2026-04-16 | Locally Equienergetic Graphs
[arXiv] 2026-04-16 | Beyond Nodes vs. Edges: A Multi-View Fusion Framework for Provenance-Based Intrusion Detection
[arXiv] 2026-04-16 | Observation of Restored Adiabatic State Transfer in Time-Modulated Non-Hermitian Systems
[arXiv] 2026-04-16 | OmniLight: One Model to Rule All Lighting Conditions
[arXiv] 2026-04-16 | Fabricator or dynamic translator?
[arXiv] 2026-04-16 | Radiation doses during extreme solar energetic particle events
[arXiv] 2026-04-16 | On the existence of toric ALE and ALF gravitational instantons
[arXiv] 2026-04-16 | Ternary Noise Modulation
[arXiv] 2026-04-16 | Blinded Multi-Rater Comparative Evaluation of a Large Language Model and Clinician-Authored Responses in CGM-Informed Diabetes Counseling
[arXiv] 2026-04-16 | HyperSpace: A Generalized Framework for Spatial Encoding in Hyperdimensional Representations
[arXiv] 2026-04-16 | On the Conservativeness of Robust Variance Estimators in Propensity Score Weighted Cox Models
[arXiv] 2026-04-16 | Photometric Metallicities for 367,324 stars of Omega Centauri
[arXiv] 2026-04-16 | Low-rank geometry of two-qubit gates
[arXiv] 2026-04-16 | From Procedural Skills to Strategy Genes: Towards Experience-Driven Test-Time Evolution
[arXiv] 2026-04-16 | Autonomous Evolution of EDA Tools: Multi-Agent Self-Evolved ABC
[arXiv] 2026-04-16 | On local integrability results for $p$-adic reductive groups
[arXiv] 2026-04-16 | Adaptive Multi-Prior Lasso for High-Dimensional Generalized Linear Models
[arXiv] 2026-04-16 | "From remembering to shaping": Narrating Shared Experiences by Co-Designing Cultural Heritage Artifacts in Collaborative VR
[arXiv] 2026-04-16 | Enhancing time-frequency resolution with optimal transport and barycentric fusion of multiple spectrogram
[arXiv] 2026-04-16 | On dispersive estimates for one-dimensional Klein-Gordon equations
[arXiv] 2026-04-16 | GAT-QNN: Genetic Algorithm-Based Training of Hybrid Quantum Neural Networks
[arXiv] 2026-04-16 | SyQMA: A memory-efficient, symbolic and exact universal simulator for quantum error correction
[arXiv] 2026-04-16 | Autogenesis: A Self-Evolving Agent Protocol
[arXiv] 2026-04-16 | Quality-Aware Calibration for AI-Generated Image Detection in the Wild
[arXiv] 2026-04-16 | Hidden Quantum Advantage near the Decoding Threshold of Decoded Quantum Interferometry
[arXiv] 2026-04-16 | Fully Differentiable Ultrasound Simulation Utilizing Ray-Tracing
[arXiv] 2026-04-16 | Production of doubly heavy quarkonium associated with two heavy quarks via top quark decays
[arXiv] 2026-04-16 | DEX-Mouse: A Low-cost Portable and Universal Interface with Force Feedback for Data Collection of Dexterous Robotic Hands
[arXiv] 2026-04-16 | Noncommutative Geometry, Spectral Asymptotics, and Semiclassical Analysis
[arXiv] 2026-04-16 | Cosmology of Inelastic Self-Interacting Dark Matter: Linear Evolution and Observational Constraints
[arXiv] 2026-04-16 | Gorenstein Simplices and Even Binary Self-Complementary Codes
[arXiv] 2026-04-16 | ConGISATA: A Framework for Continuous Gamified Information Security Awareness Training and Assessment
[arXiv] 2026-04-16 | Efficient Community Search on Attributed Public-Private Graphs
[arXiv] 2026-04-16 | AI-Enabled Covert Channel Detection in RF Receiver Architectures
[arXiv] 2026-04-16 | Blazing the trails before beating the path: Sample-efficient Monte-Carlo planning
[arXiv] 2026-04-16 | SAGER: Self-Evolving User Policy Skills for Recommendation Agent
[arXiv] 2026-04-16 | UniDoc-RL: Coarse-to-Fine Visual RAG with Hierarchical Actions and Dense Rewards
[arXiv] 2026-04-16 | Unconventional Photon Blockade in a Symmetrically Driven Nonlinear Dimer
[arXiv] 2026-04-16 | WavAlign: Enhancing Intelligence and Expressiveness in Spoken Dialogue Models via Adaptive Hybrid Post-Training
[arXiv] 2026-04-16 | IE as Cache: Information Extraction Enhanced Agentic Reasoning
[arXiv] 2026-04-16 | SPAGBias: Uncovering and Tracing Structured Spatial Gender Bias in Large Language Models
[arXiv] 2026-04-16 | Beyond Chat and Clicks: GUI Agents for In-Situ Assistance via Live Interface Transformation
[arXiv] 2026-04-16 | EdgeDetect: Importance-Aware Gradient Compression with Homomorphic Aggregation for Federated Intrusion Detection
[arXiv] 2026-04-16 | Restricted Projections to Hyperplanes in $\mathbb{R}^n$
[arXiv] 2026-04-16 | Photonic state engineering via energy-level crossing by giant atoms in topological waveguide QED setup
[arXiv] 2026-04-16 | DigiForest: Digital Analytics and Robotics for Sustainable Forestry
[arXiv] 2026-04-16 | Physically-Induced Atmospheric Adversarial Perturbations: Enhancing Transferability and Robustness in Remote Sensing Image Classification
[arXiv] 2026-04-16 | Balancing Weights, Directed Sparsification, and Augmenting Paths
[arXiv] 2026-04-16 | Switch-KD: Visual-Switch Knowledge Distillation for Vision-Language Models
[arXiv] 2026-04-16 | Orbits and incidence matrices for points, planes and lines regarding the twisted cubic in PG(3,q), q = 2, 3, 4
[arXiv] 2026-04-16 | A Parallel Approach to Counting Exact Covers Based on Decomposability Property
[arXiv] 2026-04-16 | ELMoE-3D: Leveraging Intrinsic Elasticity of MoE for Hybrid-Bonding-Enabled Self-Speculative Decoding in On-Premises Serving
[arXiv] 2026-04-16 | Low-Dimensional Reduction Theory for Populations of Globally Coupled Phase Oscillators with Multiharmonic Coupling: A Method Based on OPUC Theory
[arXiv] 2026-04-16 | GDPR Auto-Formalization with AI Agents and Human Verification
[arXiv] 2026-04-16 | Towards Design Compositing
[arXiv] 2026-04-16 | Search for the $Λ_cΣ_c$ and $\barΛ_cΣ_c$ dibaryon structures via the QCD sum rules
[arXiv] 2026-04-16 | NLP needs Diversity outside of 'Diversity'
[arXiv] 2026-04-16 | Impact of Baseline, Cadence, and Host Contamination on AGN Variability Metrics: A Systematic Study with ZTF
[arXiv] 2026-04-16 | Bernstein--Sato Theory for D-modules in Positive Characteristic
[arXiv] 2026-04-16 | Don't Retrieve, Navigate: Distilling Enterprise Knowledge into Navigable Agent Skills for QA and RAG
[arXiv] 2026-04-16 | A Discrete Adjoint Gas-Kinetic Scheme for Aerodynamic Shape Optimization in Turbulent Continuum Flows
[arXiv] 2026-04-16 | Controllable Video Object Insertion via Multiview Priors
[arXiv] 2026-04-16 | First-principles study of infrared, Raman, piezoelectric and elastic properties of Mg-IV-N\textsubscript{2} (IV = Ge, Si, Sn)
