[2026-03-13 09:27:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-12
正在获取论文...
[arXiv] 2026-03-12 | Rediscussion of eclipsing binaries. Paper XXIX. The F-type twin system BS Draconis
[arXiv] 2026-03-12 | Plasma effects on gravitational lensing and shadow observables of a Kerr-like black hole in a dark matter halo
[arXiv] 2026-03-12 | The Geometry of Clifford Algorithms: Bernstein-Vazirani as Classical Computation in a Rotated Basis
[arXiv] 2026-03-12 | Hoi3DGen: Generating High-Quality Human-Object-Interactions in 3D
[arXiv] 2026-03-12 | Arrested coalescence drives helical coiling and networking of filamentous smectic condensates
[arXiv] 2026-03-12 | Why urban heterogeneity limits the 15-minute city
[arXiv] 2026-03-12 | A geometric approach to exponentially small splitting: Zero-Hopf bifurcations of arbitrary co-dimension
[arXiv] 2026-03-12 | Structure Selection for Fairness-Constrained Differentially Private Data Synthesis
[arXiv] 2026-03-12 | A geometric approach to exponentially small splitting: The generic zero-Hopf bifurcation of co-dimension two
[arXiv] 2026-03-12 | Maximum-Entropy Random Walks on Hypergraphs
[arXiv] 2026-03-12 | Spectral finiteness, quantum norm continuity and classical points
[arXiv] 2026-03-12 | Climbing the Clifford Hierarchy
[arXiv] 2026-03-12 | A Multi-Label Temporal Convolutional Framework for Transcription Factor Binding Characterization
[arXiv] 2026-03-12 | Chemical radial gradients for the bulge-bar stellar populations from the APOGEE survey
[arXiv] 2026-03-12 | Numerical benchmark for damage identification in Structural Health Monitoring
[arXiv] 2026-03-12 | Flight through Narrow Gaps with Morphing-Wing Drones
[arXiv] 2026-03-12 | RASP: Reliability ab initio simulation package of MOSFETs based on all-state model
[arXiv] 2026-03-12 | Kinetic SIS opinion-driven models with asymmetric awareness feedback: macroscopic limit and polarization
[arXiv] 2026-03-12 | Controlled Swarm Gradient Dynamics
[arXiv] 2026-03-12 | Single Pixel Image Classification using an Ultrafast Digital Light Projector
[arXiv] 2026-03-12 | Fluid-Structure interactions with Navier- and full-slip boundary conditions
[arXiv] 2026-03-12 | Decentralized Orchestration Architecture for Fluid Computing: A Secure Distributed AI Use Case
[arXiv] 2026-03-12 | More on Bulk Local State in Flat Holography
[arXiv] 2026-03-12 | Few-for-Many Personalized Federated Learning
[arXiv] 2026-03-12 | Approximate Reduced Lindblad Dynamics via Algebraic and Adiabatic Methods
[arXiv] 2026-03-12 | On the $2$-adic valuation of $σ_k(n)$
[arXiv] 2026-03-12 | From vacuum amplitudes to qubits
[arXiv] 2026-03-12 | Soft cutoffs in the covariant phase space of dynamical reference frames
[arXiv] 2026-03-12 | Uncovering Locally Low-dimensional Structure in Networks by Locally Optimal Spectral Embedding
[arXiv] 2026-03-12 | Asymptotically Efficient Recursive Identification Under One-Bit Communications Achieving Original CRLB
[arXiv] 2026-03-12 | Reduced Order Model for Broadband Superabsorption of Waves by Metascreens
[arXiv] 2026-03-12 | Near-Field Multiuser Beam Training for XL-MIMO: An End-to-End Interference-Aware Approach with Pilot Limitations
[arXiv] 2026-03-12 | Universal cycle constructions for k-subsets and k-multisets
[arXiv] 2026-03-12 | Preliminary analysis of RGB-NIR Image Registration techniques for off-road forestry environments
[arXiv] 2026-03-12 | Delayed Backdoor Attacks: Exploring the Temporal Dimension as a New Attack Surface in Pre-Trained Models
[arXiv] 2026-03-12 | Identifying highly magnetized white dwarfs: A dimensionality reduction framework for estimating magnetic fields
[arXiv] 2026-03-12 | Decoding universal cycles for t-subsets and t-multisets by decoding bounded-weight de Bruijn sequences
[arXiv] 2026-03-12 | Lectures on Open Quantum Systems
[arXiv] 2026-03-12 | Screened Simpson-Visser Black Holes with Asymptotically de-Sitter Core
[arXiv] 2026-03-12 | The Network That Thinks: Kraken* and the Dawn of Cognitive 6G
[arXiv] 2026-03-12 | Last-iterate Convergence of ADMM on Multi-affine Quadratic Equality Constrained Problem
[arXiv] 2026-03-12 | Understanding LLM Behavior When Encountering User-Supplied Harmful Content in Harmless Tasks
[arXiv] 2026-03-12 | Depth-resolved magnetization dynamics in Fe thin films after ultrafast laser excitation
[arXiv] 2026-03-12 | Infrared Thermography in the Tokamak à Configuration Variable
[arXiv] 2026-03-12 | Quantum synchronization and chimera states in a programmable quantum many-body system
[arXiv] 2026-03-12 | Witnesses for Fixpoint Games on Lattices
[arXiv] 2026-03-12 | A Collaborative and Pattern-Based Training Approach to Knowledge Acquisition and Decision-Making During the Design of Software Architectures Courses: A Case Study
[arXiv] 2026-03-12 | 940-nm VCSELs grown by molecular beam epitaxy on Ge(001)
[arXiv] 2026-03-12 | Quantum Mechanics from Finite Graded Equality
[arXiv] 2026-03-12 | QUARE: Multi-Agent Negotiation for Balancing Quality Attributes in Requirements Engineering
[arXiv] 2026-03-12 | On the maximum number of tangencies among $1$-intersecting curves
[arXiv] 2026-03-12 | The price of decentralization in managing engineering systems through multi-agent reinforcement learning
[arXiv] 2026-03-12 | Optical parametric multi-pass cell amplifier
[arXiv] 2026-03-12 | BBN to Late-Time Acceleration in $f(T,\mathcal{L}_m)$ Gravity
[arXiv] 2026-03-12 | Verified Multi-Agent Orchestration: A Plan-Execute-Verify-Replan Framework for Complex Query Resolution
[arXiv] 2026-03-12 | Mixed precision thin SVD algorithms based on the Gram matrix
[arXiv] 2026-03-12 | COTONET: A custom cotton detection algorithm based on YOLO11 for stage of growth cotton boll detection
[arXiv] 2026-03-12 | CINDI: Conditional Imputation and Noisy Data Integrity with Flows in Power Grid Data
[arXiv] 2026-03-12 | Taming OpenClaw: Security Analysis and Mitigation of Autonomous LLM Agent Threats
[arXiv] 2026-03-12 | Noise-aware few-shot learning through bi-directional multi-view prompt alignment
[arXiv] 2026-03-12 | Impact of octupole correlation on the inverse quasifission in ${}^{160}\text{Gd}+{}^{186}\text{W}$ collisions
[arXiv] 2026-03-12 | Fractional Rotation, Full Potential? Investigating Performance and Convergence of Partial RoPE
[arXiv] 2026-03-12 | Multipoint Statistical Turbulent Dynamics from Hopf Equation Closures
[arXiv] 2026-03-12 | JWST's PEARLS: A clumpy ring galaxy at $z = 4.0148$
[arXiv] 2026-03-12 | Subtime: Reversible Information Exchange and the Emergence of Classical Time
[arXiv] 2026-03-12 | Tearing Stability Prediction Combining Toroidal Calculations With a Two-Fluid Slab Layer
[arXiv] 2026-03-12 | Atmospheric Escape Rates from Mars - If it Orbited an Old M-Dwarf Star
[arXiv] 2026-03-12 | RoboClaw: An Agentic Framework for Scalable Long-Horizon Robotic Tasks
[arXiv] 2026-03-12 | PCA-Enhanced Probabilistic U-Net for Effective Ambiguous Medical Image Segmentation
[arXiv] 2026-03-12 | Multi-Task Anti-Causal Learning for Reconstructing Urban Events from Residents' Reports
[arXiv] 2026-03-12 | Deep Ritz Physics-Informed Neural Network Method for Solving the Variational Inequality
[arXiv] 2026-03-12 | Mango-GS: Enhancing Spatio-Temporal Consistency in Dynamic Scenes Reconstruction using Multi-Frame Node-Guided 4D Gaussian Splatting
[arXiv] 2026-03-12 | ReHARK: Refined Hybrid Adaptive RBF Kernels for Robust One-Shot Vision-Language Adaptation
[arXiv] 2026-03-12 | Simultaneous estimation of multiple discrete unimodal distributions under stochastic order constraints
[arXiv] 2026-03-12 | Error-Mitigated Hamiltonian Simulation: Complexity Analysis and Optimization for Near-Term and Early-Fault-Tolerant Quantum Computers
[arXiv] 2026-03-12 | Prediction of Grade, Gender, and Academic Performance of Children and Teenagers from Handwriting Using the Sigma-Lognormal Model
[arXiv] 2026-03-12 | Multi-Agent Collaboration for Automated Design Exploration on High Performance Computing Systems
[arXiv] 2026-03-12 | Introduction to Dieudonné modules and supersingular abelian varieties revisited
[arXiv] 2026-03-12 | Spherically-symmetrical vacuum solution in Freund-Nambu scalar-tensor gravity
[arXiv] 2026-03-12 | PRMB: Benchmarking Reward Models in Long-Horizon CBT-based Counseling Dialogue
[arXiv] 2026-03-12 | Unidirectional exceptional point of reflectionless states in a magnonic mirror array
[arXiv] 2026-03-12 | SPARK: Skeleton-Parameter Aligned Retargeting on Humanoid Robots with Kinodynamic Trajectory Optimization
[arXiv] 2026-03-12 | Deep Learning Network-Temporal Models For Traffic Prediction
[arXiv] 2026-03-12 | HawkesRank: Event-Driven Centrality for Real-Time Importance Ranking
[arXiv] 2026-03-12 | NFPO: Stabilized Policy Optimization of Normalizing Flow for Robotic Policy Learning
[arXiv] 2026-03-12 | Stage-Adaptive Reliability Modeling for Continuous Valence-Arousal Estimation
[arXiv] 2026-03-12 | Multiple timescale dynamics of conductance-based models of brainstem locomotor neurons
[arXiv] 2026-03-12 | Random divergence-free drifts and the Onsager-Richardson threshold
[arXiv] 2026-03-12 | Examining Users' Behavioural Intention to Use OpenClaw Through the Cognition--Affect--Conation Framework
[arXiv] 2026-03-12 | On Directed Graphs with the Same Sum over Arborescence Weights
[arXiv] 2026-03-12 | Stochastic Optimization and Coupling
[arXiv] 2026-03-12 | Enhancing Lightweight Vision Language Models through Group Competitive Learning for Socially Compliant Navigation
[arXiv] 2026-03-12 | EducaSim: Interactive Simulacra for CS1 Instructional Practice
[arXiv] 2026-03-12 | Inertial Limit of global weak solutions for Compressible Navier--Stokes
[arXiv] 2026-03-12 | Numerical Simulations of the Circularized Accretion Flow in Population III Star Tidal Disruption Events. II. Radiative Properties
[arXiv] 2026-03-12 | Gamow-Teller strength of $^{12,14,16}$C within deformed quasiparticle random-phase approximation
[arXiv] 2026-03-12 | A Stable Neural Statistical Dependence Estimator for Autoencoder Feature Analysis
[arXiv] 2026-03-12 | Towards polarization steganography
[arXiv] 2026-03-12 | Grounding Robot Generalization in Training Data via Retrieval-Augmented VLMs
[arXiv] 2026-03-12 | Marginally stable nuclear burning triggered at different depths of the neutron star surface in Low-mass X-ray binary 4U 1608-52
[arXiv] 2026-03-12 | Structural and Polynomial-Time Results on Core and Corona in Odd-Bicyclic Graphs
[arXiv] 2026-03-12 | Atomic-Scale Mechanisms of SiO$_2$ Plasma-Enhanced Chemical Vapor Deposition Revealed by Molecular Dynamics with a Machine-Learning Interatomic Potential
[arXiv] 2026-03-12 | Evaluation format, not model capability, drives triage failure in the assessment of consumer health AI
[arXiv] 2026-03-12 | Algorithmic Consequences of Particle Filters for Sentence Processing: Amplified Garden-Paths and Digging-In Effects
[arXiv] 2026-03-12 | Seeing Isn't Orienting: A Cognitively Grounded Benchmark Reveals Systematic Orientation Failures in MLLMs Supplementary
[arXiv] 2026-03-12 | Rayleigh-Taylor Unstable Flames: Thin and Thick
[arXiv] 2026-03-12 | Efficient Cross-View Localization in 6G Space-Air-Ground Integrated Network
[arXiv] 2026-03-12 | Harnessing Data Asymmetry: Manifold Learning in the Finsler World
[arXiv] 2026-03-12 | SliceFed: Federated Constrained Multi-Agent DRL for Dynamic Spectrum Slicing in 6G
[arXiv] 2026-03-12 | Deactivating Refusal Triggers: Understanding and Mitigating Overrefusal in Safety Alignment
[arXiv] 2026-03-12 | SommBench: Assessing Sommelier Expertise of Language Models
[arXiv] 2026-03-12 | Twisted Gelfand-Ponomarev modules
[arXiv] 2026-03-12 | Integrability from Homotopy Algebras
[arXiv] 2026-03-12 | Breaching the Barrier: Transition Pathways of Coral Larval Connectivity Across the Eastern Pacific
[arXiv] 2026-03-12 | Social Distancing Equilibria in Games under Conventional SI Dynamics
[arXiv] 2026-03-12 | To Words and Beyond: Probing Large Language Models for Sentence-Level Psycholinguistic Norms of Memorability and Reading Times
[arXiv] 2026-03-12 | Wasserstein Gradient Flows for Batch Bayesian Optimal Experimental Design
[arXiv] 2026-03-12 | Topological field theory plus local Lorentz symmetry is gravity
[arXiv] 2026-03-12 | A Robust and Efficient Multi-Agent Reinforcement Learning Framework for Traffic Signal Control
[arXiv] 2026-03-12 | A Complete Graphic Statics for Rigid-Jointed 3D Frames. Part 2: Homology of loops
[arXiv] 2026-03-12 | Quantum interference in a twisted high-Tc SQUID senses emergent interfacial order
[arXiv] 2026-03-12 | Spatiotemporal Characterization of Active Brownian Dynamics in Channels
[arXiv] 2026-03-12 | Node-RF: Learning Generalized Continuous Space-Time Scene Dynamics with Neural ODE-based NeRFs
[arXiv] 2026-03-12 | Tunable decoupling of coexisting magnetic orders in Co$_{1/3}$TaS$_2$
[arXiv] 2026-03-12 | A Universality Emerging in a Universality: Derivation of the Ericson Transition in Stochastic Quantum Scattering and Experimental Validation
[arXiv] 2026-03-12 | Low-Rank and Sparse Drift Estimation for High-Dimensional Lévy-Driven Ornstein--Uhlenbeck Processes
[arXiv] 2026-03-12 | Coarse-Guided Visual Generation via Weighted h-Transform Sampling
[arXiv] 2026-03-12 | XSkill: Continual Learning from Experience and Skills in Multimodal Agents
[arXiv] 2026-03-12 | Continual Learning with Vision-Language Models via Semantic-Geometry Preservation
[arXiv] 2026-03-12 | Detection of a weak magnetic field in the Balmer emission line white dwarf WDJ1653-1001
[arXiv] 2026-03-12 | Entropic signatures of market response under concentrated policy communication
[arXiv] 2026-03-12 | Sim-to-reality adaptation for Deep Reinforcement Learning applied to an underwater docking application
[arXiv] 2026-03-12 | Nyxus: A Next Generation Image Feature Extraction Library for the Big Data and AI Era
[arXiv] 2026-03-12 | Array Geometry-Centric Axial Sidelobe Interference Analysis for Near-Field Multi-User MIMO
[arXiv] 2026-03-12 | Particle productions in $p\bar{p}$ collisions in the PACIAE 4.0 model
[arXiv] 2026-03-12 | The Cold Debris Disk Surveys I. Host Star Properties
[arXiv] 2026-03-12 | On the Coalescence Time Distribution in Multi-type Supercritical Branching Processes
[arXiv] 2026-03-12 | On-Average Stability of Multipass Preconditioned SGD and Effective Dimension
[arXiv] 2026-03-12 | Phase stiffness in flat-band superconductors with nodal pairing
[arXiv] 2026-03-12 | Ada3Drift: Adaptive Training-Time Drifting for One-Step 3D Visuomotor Robotic Manipulation
[arXiv] 2026-03-12 | Measurement of the cosmic muon flux at the Stawell Underground Physics Laboratory
[arXiv] 2026-03-12 | Learning Visuomotor Policy for Multi-Robot Laser Tag Game
[arXiv] 2026-03-12 | Statistical and structural identifiability in representation learning
[arXiv] 2026-03-12 | AstroSplat: Physics-Based Gaussian Splatting for Rendering and Reconstruction of Small Celestial Bodies
[arXiv] 2026-03-12 | Directed homological and cohomological operations
[arXiv] 2026-03-12 | Asymptotic prime divisors and Vasconcelos invariant
[arXiv] 2026-03-12 | Bayesian Model Calibration with Integrated Discrepancy: Addressing Inexact Dislocation Dynamics Models
[arXiv] 2026-03-12 | PersonaTrace: Synthesizing Realistic Digital Footprints with LLM Agents
[arXiv] 2026-03-12 | The "good" Boussinesq equation on the half-line: a Riemann-Hilbert approach
[arXiv] 2026-03-12 | Emergency-Aware and Frequency-Constrained HVDC Planning for A Multi-Area Asynchronously Interconnected Grid
[arXiv] 2026-03-12 | Revealing 3D orientation and strain heterogeneity in calcite generated by bio-cementation
[arXiv] 2026-03-12 | CogSearch: A Cognitive-Aligned Multi-Agent Framework for Proactive Decision Support in E-Commerce Search
[arXiv] 2026-03-12 | CoMMET: To What Extent Can LLMs Perform Theory of Mind Tasks?
[arXiv] 2026-03-12 | Guidelines for interpreting microfocused Brillouin light scattering spectra
[arXiv] 2026-03-12 | Accurate prediction of K-edge excitation energies using state-specific self-consistent perturbation theory
[arXiv] 2026-03-12 | Social, Legal, Ethical, Empathetic and Cultural Norm Operationalisation for AI Agents
