[2026-08-04 23:03:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608030000+TO+202608032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[IEEE] 2026-8-3 | Review for "Collection: Benchmark Datasets for the Evaluation of Data Imputation Algorithms"
[IEEE] 2026-8-3 | FRAGNet: Foreground-aware Robust Adaptive Geometry Network for Multimodal Remote Sensing Object Detection
[IEEE] 2026-8-3 | Dual-axis Resonant Piezoelectric MEMS Scanning Mirror via Electrode Segmentation and Mode Optimization for High-Resolution LBS Displays
[IEEE] 2026-8-3 | A Topology-Extended Comb-Finger Ring MEMS Gyroscope for Enhanced Capacitive Transduction
[IEEE] 2026-8-3 | Organizing Committee
[IEEE] 2026-8-3 | Multi-Branch Dilated Residual Network for InSAR Phase Denoising_supp1-3718510.pdf
[IEEE] 2026-8-3 | Cross-Scale Modeling of Threading Screw Dislocation Leakage in Heterogeneous GaN Vertical Devices
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-4 | SSBench: Automated Characterization of Memory Dependence Predictors on Modern CPUs
[IEEE] 2026-8-4 | An AI-Enhanced SSH Honeypot for Real-Time Threat Intelligence and Interactive Security Analytics
[IEEE] 2026-8-4 | FROST-Drive: Scalable and Efficient End-to-End Driving with a Frozen Vision Encoder
[IEEE] 2026-8-3 | Synthesis Design of a Three-Dimensional Wideband Transmissive Polarization-Rotating Structure
[IEEE] 2026-8-4 | Helium: Quantifying Microarchitectural Side-Channel Leakage with Probabilistic Guarantees
[IEEE] 2026-8-4 | RAGNAROS: Large-Scale Regex Processing Acceleration with Neural Networks for DPI
[IEEE] 2026-8-4 | Organizing Committee: ISCA 2026
[IEEE] 2026-8-4 | A Comparative Study of Pre-Trained Speech Encoders and Training Objectives for Large-Scale Indic Spoken Language Identification
[IEEE] 2026-8-4 | Enhance Intelligent Video Analytics: Leveraging Deep Learning and Edge Computing for Live Surveillance
[IEEE] 2026-8-4 | GenEava: Generating Cartoon Avatars With Fine-Grained Facial Expressions From Realistic Diffusion-Based Faces
[IEEE] 2026-8-4 | Physics-Informed Predictive Control for Isoline Tracking in Dynamic Scalar Fields
[IEEE] 2026-8-4 | Hybrid Hardening for Robust DNNs Under Adversarial Attacks
[IEEE] 2026-8-4 | NMPC-based UAV Trajectory Tracking Control
[IEEE] 2026-8-4 | Multi-Receptive Field Ensemble with Cross-Entropy Masking for Class Imbalance in Remote Sensing Change Detection
[IEEE] 2026-8-4 | Additional Reviewers
[IEEE] 2026-8-4 | Non-Convex Obstacle Avoidance for Dynamical Systems Based on Isosurface Tracking
[IEEE] 2026-8-4 | Design and Research of Flexible Broadband Antenna applied to Wi-Fi 5GHz and 6GHz Bands
[IEEE] 2026-8-4 | K-Track: Kalman-Enhanced Tracking for Accelerating Deep Point Trackers on Edge Devices
[IEEE] 2026-8-4 | Energy- and Safety-Aware Multi-UAV Inspection Over DEM Terrain with Offline Planning and Online Deconfliction
[IEEE] 2026-8-4 | Toward High-Precision Attitude Control of Underwater Vehicles Using Reaction Wheels
[IEEE] 2026-8-4 | Machine Learning Based Prediction of Access Failure Rate, Drop Call Rate, and Random Access Channel Failures in Urban 5G Deployments
[IEEE] 2026-8-4 | Differential Cross-Attention Based Network for Robust Modulation Classification in Otfs Systems
[IEEE] 2026-8-4 | RHONNs-Based Distributed Adaptive Cooperative Control For Multiple DC Motors
[IEEE] 2026-8-4 | Study on SVM-CNN-LSTM Gold Price Prediction Model Integrating Investor Sentiment
[IEEE] 2026-8-4 | KEM-Fabric: A Fabric Manipulation Method Based on Key Manipulation Sequence Matching
[IEEE] 2026-8-4 | TrashDet: Iterative Neural Architecture Search for Efficient Waste Detection
[IEEE] 2026-8-4 | A Holistic Approach to Uncertainty Quantification in System Modeling Using SysMLv2
[IEEE] 2026-8-4 | Robust Multimodal Emotion Detection via Temporal-Enhanced CAMER-PHYS with Action-Unit Graph Regularization
[IEEE] 2026-8-4 | Graph Attention-Based Cooperative Multi-Agent Reinforcement Learning for Low-Latency Reliable Task Replication in Mobile Edge Computing
[IEEE] 2026-8-4 | A Novel Magnetic Force-Assisted Energy Compensation Mechanism for X-Type Flapping-Wing MAVs
[IEEE] 2026-8-4 | Addressing Data Scarcity in Materials Science Research with Deep Generative Models
[IEEE] 2026-8-4 | Voice-Based Parkinson Disease Detection Using Mel Spectrograms and CNN Model
[IEEE] 2026-8-4 | DriveIntel: An AI-Powered Smart Dashboard and Women Safety System for Intelligent Vehicle Monitoring
[IEEE] 2026-8-4 | An Efficient Contactless Virtual Mouse System using AI and Vision-based Hand Tracking
[IEEE] 2026-8-4 | LLM-Guided Adaptive Path Planning: A Comparative Framework for Dynamic Navigation
[IEEE] 2026-8-4 | A Multimodal AI Framework for Early-Stage Combustion Detection using Temporal-Spectral Analysis
[IEEE] 2026-8-4 | Distributed Visibility Preservation for Hybrid Nonholonomic Leader-Follower Formation with General Network Structure
[IEEE] 2026-8-4 | Retraction Notice: NextGen Voting: Facial ID Verification and OTP Security
[IEEE] 2026-8-4 | Enhancing Cybersecurity: Methods Use Machine Learning to Identify Anomalies in Traffic Network
[IEEE] 2026-8-4 | Retraction Notice: Emerging Frontiers: A Survey of Recent Advancements in Artificial Intelligence
[IEEE] 2026-8-4 | From Memorization to Generalization: A Practical Neural Network Prefetching Framework
[IEEE] 2026-8-4 | Line-of-Sight (LOS) Angle Prediction Algorithm for Platform Seekers
[IEEE] 2026-8-4 | EfficientIML: Efficient High-Resolution Image Manipulation Localization
[IEEE] 2026-8-4 | A Lebesgue-Sampling-Based Prognosis Method For Nonlinear Stochastic Degrading Devices
[IEEE] 2026-8-4 | ICICIT 2026 Cover Page
[IEEE] 2026-8-4 | Mutual Information Guided Heterogeneous Information Fusion Network Based for Particle Size Prediction in Sintering Process
[IEEE] 2026-8-4 | From Product Data to Circular Infrastructure: A System-of-Systems Analysis of Digital Product Passports Ecosystem
[IEEE] 2026-8-4 | Distributed Control Strategy for Cooperative Uavs at a Y-Shaped Intersection
[IEEE] 2026-8-4 | Confidence-Aware Coordination of Pushing and Grasping in Cluttered Environments
[IEEE] 2026-8-4 | Dynamic Power Adjustment in SDR Networks for Energy Optimization
[IEEE] 2026-8-4 | LOSP-Net: Low-Rank Orthogonal Subspace Projection for Robust Low-Light Object Detection
[IEEE] 2026-8-4 | Artificial-Reference MPC: Discontinuous-Curvature Path Tracking for Autonomous Vehicles
[IEEE] 2026-8-4 | Securing Autonomous Workflows: Identity and Authorization in Agentic Systems
[IEEE] 2026-8-4 | IEEE Computing Edge
[IEEE] 2026-8-4 | SDA: Structure-aware Distribution Alignment for Vision-Language Models
[IEEE] 2026-8-4 | Responsible AI: Ethics in Cognitive and Semantic Computing for Enhanced User Experience
[IEEE] 2026-8-4 | Power Grid Infrastructure for AI Data Centers
[IEEE] 2026-8-3 | BanglaRain: A Missingness-Aware Spatiotemporal Graph Transformer for Probabilistic Multi-Horizon Rainfall and Extreme Event Forecasting
[IEEE] 2026-8-3 | Background-Aware Crowd Segmentation and Density Map Generation Network for Kernel-Free Crowd Counting in the Video Internet of Things
[IEEE] 2026-8-4 | Efficient Task Assignment in Dependency- Cooperative Spatial Crowdsourcing_supp1-3717142.pdf
[IEEE] 2026-8-3 | Monolithic 3-D Integration of MEMS Non-Volatile Memory on CMOS BEOL for Reconfigurable Logic Applications
[IEEE] 2026-8-4 | Topographic Delays Correction Based on Optimal Selection of Common-reference Interferometric Subsets
[IEEE] 2026-8-4 | Defect-Engineered Interleaved InO-CuO Heterojunctions for Light-Assisted Selective Methane Detection: Impact of Vacancy Density and LED Wavelength_supp1-3717625.docx
[IEEE] 2026-8-4 | prNet: Data-Driven Phase Retrieval via Stochastic Refinement_supp1-3719489.pdf
[IEEE] 2026-8-4 | U-shaped fiber optic SPR sensor for trace Copper ion detection
[IEEE] 2026-8-4 | BRAV: Blockchain-Enabled Revocable Authentication for UAV-Assisted Internet of Vehicles
[IEEE] 2026-8-4 | Smart Lost and Found Management System for Campus with Ownership Verification
[IEEE] 2026-8-4 | Self-Supervised LiDAR-Camera Fusion with Joint Embedding Predictive Architecture for 3D Object Detection
[IEEE] 2026-8-4 | Accelerating Quaternion Low-Rank Approximation for Color Images via Complex Embedding
[IEEE] 2026-8-4 | Estimation of Flavor Substance Content in Cigarette Tipping Paper Based on Reconstructed Regional Spectral Mean
[IEEE] 2026-8-4 | Observer-Based Distributed Nash Equilibrium Seeking for High-Order Nonlinear Players with Input Delay
[IEEE] 2026-8-4 | Development of a Polymer Film-Based Frequency Conversion Interposer for MEMS Vibration Energy Harvester
[IEEE] 2026-8-4 | Adversarial Specific Noise Generation with Dynamic Feature Dispersion for Visible-Infrared Person Re-Identification
[IEEE] 2026-8-4 | Oscillations in Hydropower-Rich Power Grids: Characterizing Risks, Causes, and Impacts
[IEEE] 2026-8-4 | Ground Power for Sky Computing: Sustaining UAV MEC with Mobile UGV Charging
[IEEE] 2026-8-4 | Multi-Factor Data Preparation and Scenario Assessment for Forecasting Freight Flows Along the Trans-Caspian International Transport Route
[IEEE] 2026-8-4 | Attention-Guided Multi-Modal Deep Intelligence Framework for Early Cancer Detection Using Imaging and Genomic Signatures
[IEEE] 2026-8-4 | A Comparative Review of Computational Linguistics Approaches to Filipino Language: Strengths, Limitations, and Future Directions
[IEEE] 2026-8-4 | A Weighted Bundle Method of Multipliers with Improved Computational Efficiency
[IEEE] 2026-8-4 | Uncertainty-Gated Dual-path Probabilistic Depth Fusion for Robot Manipulation
[IEEE] 2026-8-4 | Optimizing Spatial Data Structure with Near-Cache Acceleration by Exploiting Physical Locality
[IEEE] 2026-8-4 | Towards Semantic-Aware Edge-Cloud Collaboration for Cost-Efficient Video Understanding
[IEEE] 2026-8-4 | Real Time Cyberbullying Detection System Using ML Algorithms
[IEEE] 2026-8-4 | Retraction Notice: Automatic Breast Cancer Disease Detection and Diagnosis Using Learning Algorithm
[IEEE] 2026-8-4 | Alzheimer's Disease Identification Through Image Processing and Residual Attention Inception-V4- Based Classification
[IEEE] 2026-8-4 | Stabilization Control for a Class of Fractional-Order Memristor-Based Neural Network System
[IEEE] 2026-8-4 | GSM-Based Non-Orthogonal Multiple Access: Design and Evaluation
[IEEE] 2026-8-4 | Data-Driven Cooperative Output Regulation of Singular Linear Multi-Agent Systems
[IEEE] 2026-8-4 | Data-Driven Robust Output Tracking Control for Nonlinear Systems Via LTV Embedding
[IEEE] 2026-8-4 | UniCore: A Bit-Width Scalable GEMM Unit for Unified LLM Inference
[IEEE] 2026-8-4 | DTDA 2025 Welcome Message
[IEEE] 2026-8-4 | Smart Agriculture: Rice Leaf Disease Prediction and Classification using Transfer Learning and Deep Learning
[IEEE] 2026-8-4 | Retraction Notice: An Enhanced Optimization of Machine Learning Model in Prostate Cancer Detection
[IEEE] 2026-8-4 | RoSTNet: A Robust Spatio-Temporal Framework Integrating Graph Reasoning and Physics-Aware Uncertainty for Trajectory Prediction
[IEEE] 2026-8-3 | Multi-Relational Cooperative Representation Constrained by Adaptively Balanced Random Walk Sampling for POI Recommendation
[IEEE] 2026-8-3 | 2026 5th International Conference on New Energy System and Power Engineering (NESP)
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Nonlinear False Data Injection Attack Strategy against Cyber-Physical Systems
[IEEE] 2026-8-3 | Exponential Tracking of Turbulent Dynamics in the Periodic Kuramoto–Sivashinsky Equation
[IEEE] 2026-8-3 | TPM-IOSA: Trip-Point-Modulated Differential-Amplification IOSA With Sensing Time Reduction for High-Speed DRAM
[IEEE] 2026-8-3 | Non-Gaussian Correction of PAPR Based on Edgeworth Series for OFDM Systems With Limited Number of Subcarriers
[IEEE] 2026-8-3 | Machine-Learning-Based Regional Nowcasting Method for HF Maximum Usable Frequency Driven by Ionospheric Total Electron Content: A Case Study of North China
[ACM] 2026-8-3 | Rethinking Broken Object Level Authorization Attacks Under Zero Trust Principle
[ACM] 2026-8-3 | Understanding and Detecting Android R8 Compiler Bugs
[IEEE] 2026-8-3 | Preference Modeling and Classification through implication-based Gödel integrals
[IEEE] 2026-8-3 | Joint Condition-Based Maintenance and Production Control Under Unknown Production-Deterioration Relationship
[IEEE] 2026-8-3 | Simulation Analysis of a Highly Stable Magnetic- Repulsion Composite Mechanism with Adjustable Opening Speed
[IEEE] 2026-8-3 | PCOS Care: A Machine Learning-Based Web Application for Early Risk Prediction of Polycystic Ovary Syndrome
[IEEE] 2026-8-3 | Random Search Deep Neural Networks Driven Koopman Subspace Modeling of Nonlinear Dynamics
[IEEE] 2026-8-3 | Fuzzy Distribution Modeling for Synthetic Tabular Data Generation with Causality Preservation
[IEEE] 2026-8-3 | Microscopic Aging Characteristics of Distribution Network Cables with Different Service Years in Humid-Thermal Environments
[IEEE] 2026-8-3 | A Feeder Fault Location Method Considering Asymmetry in Multi Energy Scenarios
[IEEE] 2026-8-3 | MU-IAPO-Based Capacity Optimization for Wind-PV Molten Salt Systems
[IEEE] 2026-8-3 | Day-Ahead Electricity Market Equilibrium Analysis Based on Multi-Scale Load Forecasting and MADDPG Bidding Strategy
[IEEE] 2026-8-3 | Design of a Reconfigurable Flexible slot Antenna with Rotatable planar frequency selective surface Enhance-Gain Wireless Applications at 5.8GHz
[IEEE] 2026-8-3 | Detecting Complex Money Laundering Patterns with Incremental and Distributed Graph Modeling
[IEEE] 2026-8-3 | Design and Simulation of a Wideband mmWave cross-shaped patch Antenna for 5G Applications
[IEEE] 2026-8-3 | High-Voltage Isolating Switch Fault Diagnosis Based on HHOA-Optimized VMD and BiLSTM Network
[IEEE] 2026-8-3 | Pharmaceuticals in Tunisia: Shift-Share Analysis of Its Global Value Chain Position
[IEEE] 2026-8-3 | Characterisation of the Quantum Fuzzy Measure Based on a Quantum Circuit
[IEEE] 2026-8-4 | Low Complexity Digital Predistortion for Power Amplifiers Using Incremental PCA
[IEEE] 2026-8-4 | Kinematic Modeling of a Pneumatic Soft Robotic Arm
[IEEE] 2026-8-4 | Kernpiler: Compiler Optimization for Quantum Hamiltonian Simulation with Partial Trotterization
[IEEE] 2026-8-4 | Adaptive Disturbance Rejection of Bearing-Based Formation for General Linear Multi-Agent Systems
[IEEE] 2026-8-4 | Visual Memory-Augmented Architecture for Persistent Multimodal Conversational Agents
[IEEE] 2026-8-4 | Adaptive Joint Adaptation Network Based On One-dimensional Residuals For Bearing Fault Diagnosis
[IEEE] 2026-8-4 | Multi-Band Temporal-Spectral Attention Network-Based Seizure Type Classification
[IEEE] 2026-8-4 | Hybrid Spectrum Access-Aided RSMA with Super-Common Information for Integrated Satellite-Terrestrial Network Under Imperfect CSI
[IEEE] 2026-8-4 | Retraction Notice: Fraud Detection in Ethereum Transactions Using Bi-Directional LSTM and Attention Mechanism
[IEEE] 2026-8-4 | Power Sloshing in Compound Servers for Large-Scale AI Inference Workloads
[IEEE] 2026-8-4 | Scalable Reliability Assessment of Vision Transformers on Systolic Arrays via Fault Propagation Analysis
[IEEE] 2026-8-4 | FD-SOI rather than Bulk - Experimental investigation of laser induced fault mechanisms in FD-SOI
[IEEE] 2026-8-4 | ARTSN: Exact and Adaptive Self-Triggered Traffic Scheduling for ARTS Networks
[IEEE] 2026-8-4 | Implementation of Biometric-Enabled Merchant Payment System for Secure and Seamless Transaction System
[IEEE] 2026-8-4 | Hybrid Neural Network and Rule-based Framework for Predictive Energy Management and Optimized Performance in Electric Vehicles
[IEEE] 2026-8-4 | RHODES: Robust Optimization for Uncertainty-Aware Design of CO
                    <sup>2</sup>
                    -Efficient Computing Systems
[IEEE] 2026-8-4 | Bayesian Variational Quantum Classifiers for Uncertainty-Aware Quantum Machine Learning
[IEEE] 2026-8-4 | YOLO-based Medical Consumable Detection with Cloud-Integrated Inventory and Billing
[IEEE] 2026-8-4 | Training-Free Target Emphasis With Sam2 Pseudo-Masks for Robust Single Object Tracking
[IEEE] 2026-8-4 | Low-Latency AES Hardware Accelerator with Precomputed Key Expansion Using RISC-V Instructions
[IEEE] 2026-8-4 | Path Planning Algorithm for Mobile Robots Based On Improved Artificial Potential Field Method
[IEEE] 2026-8-4 | Pressure Cooperative Control of Alkaline Electrolyzers for Low-Load Safety and Energy Efficiency
[IEEE] 2026-8-4 | A Scalable Deep Learning Framework for Large-Scale Image Analytics in Big-Data Computing Environments
[IEEE] 2026-8-4 | GRAINS: Enabling High-Performance and Low-Cost Graph-Based Genome Analysis via Storage-Aware Algorithm-Architecture Co-Design
[IEEE] 2026-8-4 | Emotion-Sensitive NLP Pipeline for Social Media Misinformation Detection
[IEEE] 2026-8-4 | Local Generalization Analysis for Decentralized Personalized Federated Learning
[IEEE] 2026-8-4 | DS-ISA: Instruction Set Architecture for Dynamical System Units
[IEEE] 2026-8-4 | IoT-Enabled Smart Vehicle Monitoring and Predictive Maintenance System
[IEEE] 2026-8-4 | Intelligent Power Spectrum Prediction Based on Phase Space Reconstruction
[IEEE] 2026-8-4 | A Method for Privacy-Preserving and Explainable Epileptic Seizure Detection by Means of Continuous Wavelet Transform and Vision Transformers
[IEEE] 2026-8-4 | Decoding Silent Reading: A Novel EEG-to-Text Method
[IEEE] 2026-8-4 | Deep Neural Network Method for Aircraft Pose Detection During Approach and Landing Process
[IEEE] 2026-8-4 | Spacecraft Attitude Formation: An Event-Triggered Impulsive Control Approach
[IEEE] 2026-8-4 | Applications of Natural Language Processing in Biomedicine Technology: Automated Clinical Insight Summarization from Unstructured Medical Texts
[IEEE] 2026-8-4 | Index
[IEEE] 2026-8-4 | 2025 IEEE International Conference on Device Technologies for Diversified Applications (DTDA)
