[2026-05-18 23:01:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-17
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605170000+TO+202605172359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 503 error responses'))
[ACM] 2026-5-18 | Measuring the Compliance Costs of Exchanging Part 2 Healthcare Claims Data Through Blockchain
[IEEE] 2026-5-18 | Federated Transformer–CNN Hybrid Framework for Privacy-Aware Multi-Hospital Disease Risk Prediction
[IEEE] 2026-5-18 | Quantum Gantt Charts for Spatial Data Engineering: Visualizing Hyperslab Bottlenecks, Pipeline Multiplication, and Quantum Candidate Stages
[IEEE] 2026-5-18 | From Pose to Verifiable Constraints: Robust Video Assessment of Early Post-THA Sit-to-Stand
[IEEE] 2026-5-18 | An Integrated Machine Learning Model for Accurate Stroke Diagnosis using CT Neuro Images
[IEEE] 2026-5-18 | A 50–110 GHz UltraWideband Waveguide Diplexer Based on Novel Branch-Guide Coupler Utilizing Waveguide Cutoff Characteristics
[IEEE] 2026-5-18 | A Reference-Free Framework for Stereoscopic Image Quality Evaluation Using Wavelet and Sharpness Features of Scene Components_supp1-3693751.pdf
[ACM] 2026-5-18 | Tony Hoare: his path to the ACM Turing Award
[ACM] 2026-5-18 | ANTEATER: A Filter-then-Scrutinize Architecture for End-to-End Attack Investigation
[IEEE] 2026-5-18 | LineRides: Line-Guided Reinforcement Learning for Bicycle Robot Stunts_supp1-3693936.mp4
[IEEE] 2026-5-18 | A Robust Hybrid Deep Learning Approach for Lung Tumor Classification using Taguchi Optimization and Fuzzy Inference
[IEEE] 2026-5-18 | PACE - Plantard Accelerated CRYSTALS Extensions
[IEEE] 2026-5-18 | Data-Driven Probabilistic Evaluation of Admissible Heat-Source Fluctuation Ranges in District Heating Networks Using Measured Grid-Frequency Data
[IEEE] 2026-5-18 | Boundary Constraint and Dynamic Graph Feature Decoupling for Weakly Supervised Semantic Segmentation
[IEEE] 2026-5-18 | Hierarchical Event-Triggered Cooperative Control of Heterogeneous Vehicle Platoons Under Switching Topologies
[IEEE] 2026-5-18 | FPGA-Based Real-Time Embedded Vision System with Gigabit Ethernet Communication
[IEEE] 2026-5-18 | IEEE Standard for Energy Efficient Dynamic Line Rate Transmission System
[IEEE] 2026-5-18 | Asymptotic Boundedness of Distributed Set-Membership Filtering
[IEEE] 2026-5-18 | Role-based Adaptive Coordination for Resilient Signal Coverage in Stratospheric Balloons
[IEEE] 2026-5-18 | Multi Person Localization and Breathing Rate Estimation using Translational and Rotational Synthetic Aperture Radar
[IEEE] 2026-5-18 | High Selectivity Superconducting Dual-Band Bandpass Filter Using Degenerate Modes of Capacitively Loaded Double Ring Resonators
[IEEE] 2026-5-18 | Blockchain based Electronic Health Record (EHR) Management
[IEEE] 2026-5-18 | Approximating local properties by tensor network states with constant bond dimension
[IEEE] 2026-5-18 | Research on Genetic Algorithm Optimization for Job-shop Scheduling Problem
[IEEE] 2026-5-18 | Synthetic Aperture Radar Image Change Detection Based on Global Dynamic Context-Aware Network
[IEEE] 2026-5-18 | SAR Image Change Detection Based on Saliency Guidance and Edge Enhancement
[IEEE] 2026-5-18 | Viscoelastic modeling of the magnetic losses in punch-degraded non-oriented electrical steel
[IEEE] 2026-5-18 | Unified Metric Learning for Personalized Fashion Recommendations with Fast User Adaptation
[IEEE] 2026-5-18 | AI-Powered Skill Assessment: Personalized Feedback Through Video and Emotion Analysis
[IEEE] 2026-5-18 | ICSEDIS 2026 Committees
[IEEE] 2026-5-18 | Physics-based self-supervised learning of a deep network for single-shot in-line hologram reconstruction
[IEEE] 2026-5-18 | DCHPC 2026 Cover Page
[IEEE] 2026-5-18 | Evolving Diverse Red-team Language Models in Multi-round Multi-agent Games
[IEEE] 2026-5-18 | Shielded Med-AI: Privacy-Centric Federated Deep Learning for Healthcare Imaging
[IEEE] 2026-5-18 | Performance Evaluation of Approximate Multipliers for Energy-Efficient Computing Systems
[IEEE] 2026-5-18 | GAIIS 2026 Copyright Page
[IEEE] 2026-5-18 | Fast Parameter Extraction of an Extended Jiles–Atherton Model Using a Physics–Constrained CNN–KAN Framework
[IEEE] 2026-5-18 | Realtime Wildlife Detection and Alert System using IoT Enabled Drone with Machine Learning for Anti-Poaching
[IEEE] 2026-5-18 | CNN-Alex Net Framework for Gallbladder Disease Detection using Ultrasound Imaging
[IEEE] 2026-5-18 | Battery Management System with IoT based Monitoring and Data Logging
[IEEE] 2026-5-18 | A Multimodal Embedded System for Real-Time UAV Detection using Vision and Acoustic Signals
[IEEE] 2026-5-18 | Large-Scale Seabed Sediment Classification Using Sentinel-2 Imagery and Efficient Machine Learning Pipelines
[IEEE] 2026-5-18 | Sinusoidal Magnet Air Gap Flux Density Emulation Based on Surface-Mounted Segmented Hybrid-Remanence PMs
[IEEE] 2026-5-18 | A Novel High-Power, Wide-range PT Symmetric Wireless Power Transfer Systems with Reconfiguration-Free Arbitrary Current Ratio Adjustment
[IEEE] 2026-5-18 | A Mixed-Language Transformer Encoder Architecture for Social Media Phishing: Vietnamese-English Case Study
[IEEE] 2026-5-18 | Long&amp;short Exposures Guided Diffusion Model for Realistic Local Motion Deblurring
[IEEE] 2026-5-18 | Corner Case Detection and Generation for Autonomous Driving: An Overview
[IEEE] 2026-5-18 | Open-Vocabulary Semantic Segmentation for Dynamic 3D Scenes Using Scene Flow Estimation_supp1-3693993.mp4
[IEEE] 2026-5-18 | Intelligent Cyberattack Mitigation using Q-Learning-based Dynamic Security Policy Optimization
[IEEE] 2026-5-18 | Unveiling the Segmented Patterns of Energy Storage via Parametric Grid-resilience Value Curve
[IEEE] 2026-5-18 | From
                    <i>Telettrofono</i>
                    to Smartphone: Social Innovation and the Ethics of Recognition
[IEEE] 2026-5-18 | Hybrid Behavior Analytics and ML System for Cloud User Authentication and Security Monitoring
[IEEE] 2026-5-18 | A Hardware Trojan Detection Method Based on Recognizing the Waveform Similarity of Oscillating Circuit
[IEEE] 2026-5-18 | Cognitive Small World LPWAN For Health Monitoring
[IEEE] 2026-5-18 | Analysis of Information Security Risks and Countermeasures in the Era of Big Data
[IEEE] 2026-5-18 | RumGAN: Rumor Detection via Graph Attention Network with Multi-Feature Fusion
[IEEE] 2026-5-18 | Edge AI Enabled Road Inspection Vehicle for On Field Road Damage Assessment and Traffic Data Acquisition
[IEEE] 2026-5-18 | Digital Twin-Assisted Self-Supervised Cognitive Resource Mapping for Interference-Aware 6G Cognitive Radio Networks
[IEEE] 2026-5-18 | PCFNet: A Sea Surface Temperature Prediction Network Fusing Physical Constraints with Frequency Domain Feature Extraction
[IEEE] 2026-5-18 | A Random Forest-based Approach for Estimating Full-band Solar-induced Chlorophyll Fluorescence from Photosystem II in Crops
[IEEE] 2026-5-18 | Digital Courtesy in E-Commerce: Development and Validation of a Multidimensional Measurement Gauge
[IEEE] 2026-5-18 | Empirical Nonlinear Behavioral Modeling for THz Amplifiers
[IEEE] 2026-5-18 | 2026 International Conference on Smart Electronic Devices and Intelligent Systems (ICSEDIS)
[IEEE] 2026-5-18 | Development of a Multi-Point Flow Monitoring System for Accurate Pipeline Leakage Detection
[IEEE] 2026-5-18 | Comments on “Lightweight Multi-User Public-Key Authenticated Encryption With Keyword Search”
[IEEE] 2026-5-18 | Technical Program Committee
[IEEE] 2026-5-18 | AI-Enabled IoT Smart Collar for Livestock Health Monitoring using CNN–LSTM in a Rental-based Rural Framework
[IEEE] 2026-5-18 | Cognitive Shield: An Interpretable Stacking Ensemble for Advanced Cyber Threat Analytics in IoT Networks
[IEEE] 2026-5-18 | Joint Source-Channel Coding and Decoding Based on Channel Modulation Network
[IEEE] 2026-5-18 | Structured Channel-Pruned ResNet for Lightweight Multi-Region Bone Fracture Detection from X-Ray Images
[IEEE] 2026-5-18 | Deterministic Dual–Frequency Data Injection Against CMOS Digital Systems
[IEEE] 2026-5-18 | PLOSQ3D: Privacy-Preserving Location-Based Skyline Query over Encrypted 3D Spatial Data
[IEEE] 2026-5-18 | Multi-Snapshot Deep Denoising for Channel Estimation in OTFS Modulated Systems
[IEEE] 2026-5-18 | Automated Cloud Risk Scoring via End-to-End CVE-ATT&amp;CK Mapping and Flow Reconstruction
[IEEE] 2026-5-18 | 2D Ultrasound Elasticity Imaging of Abdominal Aortic Aneurysms Using Deep Neural Networks
[IEEE] 2026-5-18 | Energy Consumption Minimization in STAR-RIS-Assisted UAV-MEC Networks with NOMA
[IEEE] 2026-5-18 | STATE: Safe and Threatening Adversarial Trajectory Engine
[ACM] 2026-5-18 | Shape-Agnostic Table Overlap Discovery: A Maximum Common Subhypergraph Approach
[ACM] 2026-5-18 | ReStore: A Reinforcement Learning Approach for Data Migration in Multi-Tiered Storage
[ACM] 2026-5-18 | Automated Discovery of Test Oracles for Database Management Systems Using LLMs
[ACM] 2026-5-18 | ASP-Bench: From Natural Language to Logic Programs
[IEEE] 2026-5-18 | Towards a co-design framework for bipedal robots
[IEEE] 2026-5-18 | Measuring Greenland Ice Sheet Melt based on GNSS-R and Random Forest Using FengYun-3E GNOS-R
[IEEE] 2026-5-18 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Information for Authors
[IEEE] 2026-5-18 | Explainable Machine Learning for Suicide Risk Assessment Using Social Media Data
[IEEE] 2026-5-18 | Development of a GPS based Smart Fire Detection using UAV-UGV Coordinated Control
[IEEE] 2026-5-18 | An Attention-based Multimodal Feature Fusion Model for Stroke Prediction with Explainable Clinical Decision Support
[IEEE] 2026-5-18 | MVDR-Integrated TFM for Defect Detection in Geometrically Shadowed Regions
[IEEE] 2026-5-18 | Conformal Single-port Microwave Biosensor for Contactless Dielectric Liquid Characterization
[IEEE] 2026-5-18 | Decoupled Neural Audio Steganography for Adaptive Sender-Side Model Updates
[IEEE] 2026-5-18 | CNTFET based Energy-efficient Approximate Full Adder for Low Power and High Speed Computing
[IEEE] 2026-5-18 | Adaptive Optimal PI Control for Grid-Forming Inverters With Provable Multitime-Scale Stability via Lyapunov-Constrained Learning
[IEEE] 2026-5-18 | RBTGA: A Multi-Strategy Collaborative Enhancement BERT-LSTM Model for Hotel Service Review Analysis
[IEEE] 2026-5-18 | Optical Performance Improvement of Thin Crystalline Silicon Solar Cells through ZnS Nanoparticle Integration
[IEEE] 2026-5-18 | Development of IoT-Enabled Building Management System for Advanced Safety, Energy Efficiency and Environmental Sustainability
[IEEE] 2026-5-18 | Auto-Scaling Strategies for Machine Learning Workloads: Performance, Cost, and Model Reliability: A Comprehensive Review
[IEEE] 2026-5-18 | Improved Predictive Speed Control of Brushless Dual Rotor Motors Considering Speed Measurement Delay and Virtual Inertia Identification
[IEEE] 2026-5-18 | Improved RRT-Connect Path Planning Algorithm for Robotic Arm
[IEEE] 2026-5-18 | LLM-driven Dark Web Intelligence Analysis Pipeline
[IEEE] 2026-5-18 | Distributed Multi-Agent Relative Localization via Reference Frame Coordination
[IEEE] 2026-5-18 | MAPLE: Self-Supervised Learning-Enhanced Nonlinear Dimensionality Reduction for Visual Analysis
[IEEE] 2026-5-18 | Comparative Investigation of the Performance of Stainless Steel and 3D-Printed PLA Underwater Thruster Propellers Using FSI and Structural Analysis
[IEEE] 2026-5-18 | Machine Learning for Sea State Estimation from Wave-Induced Ship Responses
[IEEE] 2026-5-18 | Research on performance optimization of parallel computing system based on big data technology
[ACM] 2026-5-18 | FAVOR: Efficient Filter-Agnostic Vector ANNS Based on Selectivity-Aware Exclusion Distances
[ACM] 2026-5-18 | EncoderForge: Generating Efficient SQL for Encoders in Machine Learning Inference Pipelines
[ACM] 2026-5-18 | FIRAS: A Framework for Interval Range Search and Sampling
[ACM] 2026-5-18 | Factorized and Vectorized Execution: Optimizing Analytical and Semantic Queries over Relations
[ACM] 2026-5-18 | Dialect-Agnostic SQL Parsing via LLM-Based Segmentation
[ACM] 2026-5-18 | Periodic Community Search in Temporal Graphs: Time Series-based Methods
[ACM] 2026-5-18 | PathSeer: Adaptive Neighbor Handling for Efficient Filtered ANN Search
[ACM] 2026-5-18 | Translytical Processing via DB-OS Co-designed Buffer: Cross-Engine Isolation and Tunable Update Visibility for HTAP
[IEEE] 2026-5-18 | Classification of RAG Retrieval Intent Based on Machine Learning Algorithm
[IEEE] 2026-5-18 | MemGaussian: Text-to-3D Gaussian Generation via Alternating Attention and Regularization
[IEEE] 2026-5-18 | RISC-Spend and Density-Managed Traffic Signal Management using RFID-based Violation, Theft, and Emergency Vehicle Recognition
[IEEE] 2026-5-18 | A High Scalability Data Sharing Scheme for Vehicular Fog Computing Based on Blockchain
[IEEE] 2026-5-18 | A Comparative Study of Gaussian-Based Surface Reconstruction Under Different Scene Conditions
[IEEE] 2026-5-18 | Energy and Trust Aware Optimal Routing in Heterogeneous IoT Network
[IEEE] 2026-5-18 | SMR-GWO: A Hybrid Metaheuristic for High-Accuracy Lightweight Intrusion Detection in IoT Networks
[IEEE] 2026-5-18 | Machine learning based Application specific Integrated circuit for Electrocardiogram Signal Analysis for Clinical Care Diagnosis
[IEEE] 2026-5-18 | Efficient and Secure Cloud Data Auditing With ECC-Based Stub Signatures for Dynamic Integrity Verification
[IEEE] 2026-5-18 | On Maximizing Quality-of-Service of Mixed-Criticality Systems with Energy Constraints
[IEEE] 2026-5-18 | ALDMAgents: An Integrated Multi-Agent Collaborative Framework for Apple Leaf Disease Detection and Treatment Plan Generation Based on LLMs
[IEEE] 2026-5-18 | Graph-Enhanced Privacy-Preserving Federated Cognitive Digital Twins for Intelligent Industrial IoT Risk Modeling
[IEEE] 2026-5-18 | GAIIS 2026 Cover Page
[IEEE] 2026-5-18 | Wheat Head Detection: A Deformable Attention-Enhanced Cross-Scale Dynamic Fusion YOLOv8 Approach
[IEEE] 2026-5-18 | Hybrid Random Forest–Reinforcement Learning Framework for Efficient Verification of PCIe 6.0 SoC Designs
[IEEE] 2026-5-18 | Causal Digital Twin–Driven Trust-Aware Federated CNN–LSTM and Gradient Boosting Framework for Industrial IoT Cyber Resilience
[IEEE] 2026-5-18 | Neural Motion Path: a Path-based Authoring System for Pre-rendered Character Animation_supp1-3693253.mp4
[IEEE] 2026-5-18 | HiAdapter: Histopathology-induced Adapter for Pathology Foundation Models
[IEEE] 2026-5-18 | ACHILLES: A Machine Learning Framework for Explainable and Generalized Automotive Intrusion Detection System
[IEEE] 2026-5-18 | Kalman Filter-based Mobile User Channel Estimation and User Localization with Reconfigurable Intelligent Surfaces
[IEEE] 2026-5-18 | Recognizing Operational Behaviors in Robotic Space Mission via Arm-Object Interaction
[IEEE] 2026-5-18 | ByFeDis: Toward Byzantine-Robust Heterogeneous Federated Learning via Knowledge Distillation in Railway Intelligent Control Systems
[IEEE] 2026-5-18 | Information-Theoretic Subspace Optimization for Robust Electromagnetic Inverse Scattering with Correntropy Criterion
[IEEE] 2026-5-18 | Decouple then Converge: Handling Unknown Unlabeled Distributions in Long-Tailed Semi-Supervised Learning
[IEEE] 2026-5-18 | Structural Assessment Due to Inner Bottom Knuckle Modification of 7500 DWT Bulk Carrier Under Various Loading Conditions
[IEEE] 2026-5-18 | Review for "A Random Forest-based Approach for Estimating Full-band Solar-induced Chlorophyll Fluorescence from Photosystem II in Crops"
[ACM] 2026-5-18 | Eliminating Redundant Feature Tests in Decision Tree and Random Forest Inference on SQL Predicates
[ACM] 2026-5-18 | DFLOP: A Data-driven Framework for Multimodal LLM Training Pipeline Optimization
[ACM] 2026-5-18 | Approximate DBSCAN via Density-Biased Sampling and Kernel Density Estimation
[ACM] 2026-5-18 | Epoch-based Optimistic Concurrency Control in Geo-replicated Databases
[ACM] 2026-5-18 | The Power of Anomaly Detection in Predictive Maintenance: [Experiments &amp; Analysis]
[IEEE] 2026-5-18 | MC-ETC:A Robust Multi-View Flow-Level Encrypted Traffic Classification Method Based on Co-Training
[IEEE] 2026-5-18 | Semantic-Driven Adaptive Multi-Agent Collaboration via LLMs in Dynamic Environments
[IEEE] 2026-5-18 | Design of Modular and Repairable Smart Health Ring
[IEEE] 2026-5-18 | Hybrid Multimodal DeepFake Detection using Spatial–Temporal Feature Learning
[IEEE] 2026-5-18 | dcFCI: Robust Causal Discovery Under Latent Confounding, Unfaithfulness, and Mixed Data
[IEEE] 2026-5-18 | IEEE Systems, Man, and Cybernetics Society Information
[IEEE] 2026-5-18 | Parametric Operator Inference to Simulate the Purging Process in Semiconductor Manufacturing
[IEEE] 2026-5-18 | Continuous Business Process Improvement Driven by Large Language Models
[IEEE] 2026-5-18 | Conference Agenda
[IEEE] 2026-5-18 | Electrochemical Engineering Process of Seawater and Brine to Obtain Renewable Electrical Energy Potential
[IEEE] 2026-5-18 | PI-Embedding: Scientific Idea Representation Learning via Citation Intent and Paper Provenance
[IEEE] 2026-5-18 | Multi-objective Joint Resource Allocation Strategy for Macro-femtocell Heterogeneous Network
[IEEE] 2026-5-18 | Real-Time Smart Garbage Management with Hybrid CNN-LSTM for Demand-based Vehicle Dispatch and Waste Segregation
[IEEE] 2026-5-18 | Accurate Delirium Risk Prediction Performance among Alzheimer’s Patients
[IEEE] 2026-5-18 | From Generative to Agentic: A Survey of Autonomous AI Systems and Their Evolving Capabilities
