[2026-09-01 23:49:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-31
正在获取论文...
[arXiv] 2026-08-31 | MURANO: Design, Run, and Reproduce Mechanistic Interpretability Experiments as Composable Pipelines
[arXiv] 2026-08-31 | Unary Functions, Automorphisms, and Unlabeled First-Order Model Counting
[arXiv] 2026-08-31 | Compactly Supported Solutions near a Nehari Critical Value
[arXiv] 2026-08-31 | A Counterexample to Belinsky's Conjecture on Cesàro Means at Lebesgue Points
[arXiv] 2026-08-31 | Exposing the Invisible: Detecting Stealthy Parameter-Based Cyber-Attacks on Inverter Synchronization Loops
[arXiv] 2026-08-31 | Last two pieces of the puzzle for unsolvability of a system of two quadratic (in)equalities
[arXiv] 2026-08-31 | Modality Disentangled Learning for Incomplete Multimodal Emotion Recognition: A Primitive Memory Distillation Perspective
[arXiv] 2026-08-31 | Charmonium production in p+A collisions at SPS and FAIR energies
[arXiv] 2026-08-31 | Interferometric Survey of Stellar Parameters: Towards homogeneous FGK stars parameters and surface-brightness color relation in the context of PLATO space mission
[arXiv] 2026-08-31 | Preference Shapes Relevance: Cross-component Hierarchical Semantic Alignment for Personalized Generative Retrieval
[arXiv] 2026-08-31 | Joint Observations of PTPS Targets (JOTA). Combined spectroscopic and photometric analysis of 16 SB1 systems
[arXiv] 2026-08-31 | Foundation Models for Wireless Localization: Pretraining, Adaptation, and Utilization
[arXiv] 2026-08-31 | Curves of constant width and Lebesgue's covering problem
[arXiv] 2026-08-31 | Minerals in the Wild: A Hyperspectral-XRF Dataset for Elemental Composition Estimation
[arXiv] 2026-08-31 | Exact fluctuation relations in voltage- and temperature-biased Laughlin-edge constrictions
[arXiv] 2026-08-31 | Grow-up rates of inhomogeneous semilinear heat equations in the critical dimension
[arXiv] 2026-08-31 | Anomaly Detection on Small Industrial Components via Vision-Based Tactile Sensing
[arXiv] 2026-08-31 | CM2: Multimodal Cultural Reasoning via an Integrated Multi-Agent Framework
[arXiv] 2026-08-31 | The Daugavet property in symmetric operator spaces
[arXiv] 2026-08-31 | Two Kinds of Nothing: What Insignificant Results in Finance Actually Show
[arXiv] 2026-08-31 | Leveraging Bayesian Optimization for Array Shape Self-Calibration in Underwater DoA Estimation
[arXiv] 2026-08-31 | The Koornwinder--Kostenko--Teschl Conjecture for Jacobi Polynomials and the Discrete Laguerre Phase Transition
[arXiv] 2026-08-31 | Bounds on the Posterior-to-Prior Ratios for Inclusion Belief under Bounded Differential Privacy
[arXiv] 2026-08-31 | Viscoelastic interfacial structures in undersaturated calcium solutions under nanoconfinement
[arXiv] 2026-08-31 | Enhancing Low-Resource Language Reasoning via High-Resource Language Feature Transfer
[arXiv] 2026-08-31 | From Final Artifacts to Trajectories: Retrospective Process Supervision for Evidence-Grounded Long-Form Generation
[arXiv] 2026-08-31 | Marker-Delimited Codes for Short-Blocklength, High-Rate Coding over Multi-Read Edit Channels
[arXiv] 2026-08-31 | End-to-End Neural Shrinkage of Indefinite Pairwise Correlation Matrices for Small-Cap-Inclusive Portfolios
[arXiv] 2026-08-31 | Non-uniform Memory Partitioning For Low-Power Spiking Neural Networks
[arXiv] 2026-08-31 | Abundance of affine algebraic structures on stabilized cotangent bundles of surfaces
[arXiv] 2026-08-31 | Evanescent-mode Casimir-Josephson force and gate-controlled resonances in ballistic graphene Josephson junctions
[arXiv] 2026-08-31 | A Hybrid PEM-GP Framework for Uncertainty-Aware System Identification of Quadcopters
[arXiv] 2026-08-31 | A Physics-Informed, PIV-Based Method for Surface Pressure Reconstruction
[arXiv] 2026-08-31 | Lies We Can See: Joint Verbal and Non-Verbal Deception by VLM Agents in Embodied Social Interactions
[arXiv] 2026-08-31 | ObjectSplat: Improving Mesh Fidelity and Interactivity for 3D Scenes via Object-Level Mesh Splatting
[arXiv] 2026-08-31 | Whole-Slide Image Analysis under Realistic Few-Shot Annotation Protocols
[arXiv] 2026-08-31 | CPR for LLMs: Critical-Point Routing against Catastrophic Forgetting in Domain Adaptation
[arXiv] 2026-08-31 | Spacelike reduction of the gravitational topological terms and associated helicity densities
[arXiv] 2026-08-31 | Tropical Matsusaka and Matsusaka--Ran Criteria
[arXiv] 2026-08-31 | Multi-Agent Receding Horizon Games Framework for Autonomous Market Participation
[arXiv] 2026-08-31 | Solution and Optimal Strategies for a Differential Game of Pursuit-Evasion with Point-Wise Constraints
[arXiv] 2026-08-31 | Efficient and High-Quality Depth Estimation via Pixel-Space Diffusion with Linear Attention
[arXiv] 2026-08-31 | Complete characterization of a class of complete permutation quadrinomials over \(\mathbb{F}_{q^2}\)
[arXiv] 2026-08-31 | Atmospheric escape fractionates secondary but not primary atmospheres
[arXiv] 2026-08-31 | Fluid Antenna Multiple Access for Noise Modulation
[arXiv] 2026-08-31 | Graph4BiLO: Graph Neural Network Approximation for Bilevel Mixed-Integer Linear Optimization
[arXiv] 2026-08-31 | SMOTE-VAR: An Uncertainty-Aware Oversampling Method for Predicting Depression Remission in University Students
[arXiv] 2026-08-31 | Causal inference with staggered entries and effects that change over calendar time
[arXiv] 2026-08-31 | Experimental Observation of Mesoscopic Dynamic Fluctuations in Water-Alcohol Mixtures
[arXiv] 2026-08-31 | Multifidelity Computer Model Emulation Via Diffusion Model Steering and Targeted Maximum Likelihood
[arXiv] 2026-08-31 | Finite-energy spacetimes with torus symmetry. Cauchy stability of Einstein-Euler and Einstein-Navier-Stokes areal flows
[arXiv] 2026-08-31 | Efficient search for excitable zero-modes in constrained systems
[arXiv] 2026-08-31 | Evolution of Cosmic String Loops under Gravitational Backreaction
[arXiv] 2026-08-31 | Coarse-grained models for loop quantum gravity and their renormalization
[arXiv] 2026-08-31 | Configurable Semantic Chunking for Biomedical Information Extraction in Retrieval-Augmented Generation
[arXiv] 2026-08-31 | Controllability of time-varying lumped semilinear systems
[arXiv] 2026-08-31 | Asymptotic Gravitational Radiation of Photon Rockets with $Λ$: Point, String, and Sheet Sources
[arXiv] 2026-08-31 | From Threshold Crossing to Wave-function Renormalization: Defining the Pion Mott Temperature in a Magnetic Field
[arXiv] 2026-08-31 | Constrained Fair Allocations via Partition Matroid Reductions
[arXiv] 2026-08-31 | On the Complexity of the Compatibility Problem for Succinctly Encoded Conditional Distributions
[arXiv] 2026-08-31 | Bang vectors in the real polarization problem: The exact dimensional range
[arXiv] 2026-08-31 | S3Gym: Can LLMs Turn Self-Testing and Self-Judging into Self-Improvement?
[arXiv] 2026-08-31 | On (fake) Stationarity in Stochastic Volterra Equations with Affine Drift and Regular Kernels
[arXiv] 2026-08-31 | One Adapter, Many Tasks: Task-Conditioned Feature Transformations for Continual Learning
[arXiv] 2026-08-31 | The First Token Is a Clue: Verbalizing Multi-Token Concepts from the J-lens
[arXiv] 2026-08-31 | Boundary Quantum Knizhnik-Zamolodchikov Equations and Integrability of Quantum Field Theories with Time-Dependent Bulk and Boundary Coupling Strengths
[arXiv] 2026-08-31 | Sycophantic Agreement Transfers with Neutral Data via Contrastive Preference Optimization
[arXiv] 2026-08-31 | Large zeta sums and zeros of the Riemann zeta function
[arXiv] 2026-08-31 | The toughness of random graphs
[arXiv] 2026-08-31 | Segmentation of Bovid Dentition Under Imperfect Annotations: A Comparative Study of Convolutional and Attention Models
[arXiv] 2026-08-31 | On the equivalence between the Polchinski flow and the Connes-Kreimer approaches to perturbative renormalisation
[arXiv] 2026-08-31 | Does On-Policy Distillation Really Distill? From Noisy Teacher to Self-Improvement
[arXiv] 2026-08-31 | Driving on Memory
[arXiv] 2026-08-31 | Learning the Geometry of Admissible Hypotheses through Inductive Bias in Training Distributions
[arXiv] 2026-08-31 | Semiorthogonal decompositions of stable $\infty$-categories
[arXiv] 2026-08-31 | Augmenting Interviewer Judgments of Patient Experience with Automatic Language Analysis
[arXiv] 2026-08-31 | From Prompt to Prototype: Towards a Frontier LLM Driven RF Engineering Workflow
[arXiv] 2026-08-31 | From Intent to Evidence: Policy-Steered Multi-Strategy Retrieval for Long-Video Agents
[arXiv] 2026-08-31 | On almost commuting matrices with respect to the normalized Hilbert--Schmidt norm
[arXiv] 2026-08-31 | Faithfulness Is Not Free: Auditing Offline KV-Cache Quantization in Retrieval-Augmented Generation
[arXiv] 2026-08-31 | The First Array-Wide Diffuse Flux Search for UHE Neutrinos with the Askaryan Radio Array
[arXiv] 2026-08-31 | Stick to What You Know: A Study of Knowledge-Aligned Supervised Fine-Tuning
[arXiv] 2026-08-31 | Efficiency of cooperation incentives in evolutionary population games under payoff-observation errors
[arXiv] 2026-08-31 | MR-JEPA: A General Purpose Video Foundation Model for Cardiac MRI
[arXiv] 2026-08-31 | The Hermon Moment: AI Self-Transcendence and Its Human Narration
[arXiv] 2026-08-31 | Saha's ionization in the Schwarzschild spacetime
[arXiv] 2026-08-31 | MULTI3IR: A Benchmark for Multi-perspective Multi-domain Multi-modal Information Retrieval
[arXiv] 2026-08-31 | Nonparametric Contextual Pricing and Inventory Learning under Censored Demand
[arXiv] 2026-08-31 | The DSA/Chronoscope fast radio burst survey: forecasts and science overview
[arXiv] 2026-08-31 | MusGU+: Toward a Musician-Centered Evaluation Framework and Discovery Tool for Generative Music AI
[arXiv] 2026-08-31 | Goldfarb-Idnani Revisited:Invariants, Certificates, and the Limits of Guessing
[arXiv] 2026-08-31 | Stoner contributions to the magnon equation of motion
[arXiv] 2026-08-31 | Further Remarks on Separating Words
[arXiv] 2026-08-31 | A neural network architecture and training algorithm to predict viscoelastic stresses from vortical data
[arXiv] 2026-08-31 | On the first-order deformations of seminormal affine toric varieties
[arXiv] 2026-08-31 | Active Brownian Dynamics from a Hamiltonian Model: Transitioning from Equilibrium to Activity
[arXiv] 2026-08-31 | Recurrence and capacity of stable branching random walks
[arXiv] 2026-08-31 | AI-enabled Low-Cost 3D Maize Ear Morphometry Platform at Breeding Scale
[arXiv] 2026-08-31 | The anisotropic Michael-Simon inequality
[arXiv] 2026-08-31 | Do VLMs Share Safety Neurons Across Modalities?
[arXiv] 2026-08-31 | Dec-BFTRL: Squre-Root Regret for Decentralized Online Upper-Linearizable Optimization under Separation Access with Application to Continuous Submodular Maximization
[arXiv] 2026-08-31 | VIBE: Video Instruction-aligned Background music gEneration
[arXiv] 2026-08-31 | Entire monotone solutions of the anisotropic Allen-Cahn equation in dimension 5
[arXiv] 2026-08-31 | Low-Resource Preference Adaptation of LLMs via Activation-Based Label Propagation
[arXiv] 2026-08-31 | Necessity of Ladyzhenskaya \& Ural'tseva's sufficient conditions in nonuniform ellipticity
[arXiv] 2026-08-31 | The Cayley Completion of a Graph
[arXiv] 2026-08-31 | Comment on "Event-Triggered Stabilization of Linear Time-Delay Systems via Halanay-Type Inequality"
[arXiv] 2026-08-31 | Conjugator Lengths and Isoperimetric functions
[arXiv] 2026-08-31 | Symmetry-dependence in Rounding of a Convex Body
[arXiv] 2026-08-31 | Frequency-resolved ultrafast electron diffraction: visualizing vibrational dynamics in frequency- and real-space
[arXiv] 2026-08-31 | Bidding Games with Rewards: Taming Infinite Configuration Space
[arXiv] 2026-08-31 | You Shouldn't Have Asked: A Pragmatics-Inspired Taxonomy for Evaluating LLM Refusals
[arXiv] 2026-08-31 | Playability-Aware Audio-to-Tablature Guitar Transcription via Diffusion Models
[arXiv] 2026-08-31 | Reliable Benchmarking of Artifact Detection in Computational Pathology: A Reproducibility and Uncertainty Analysis
[arXiv] 2026-08-31 | Adaptive KV Retention for LLM Agents at Human-Approval Timescales
[arXiv] 2026-08-31 | Opinionated, Hesitant and Stressed: Three Studies of How Politicians Speak in Four Slavic Parliaments
[arXiv] 2026-08-31 | Error-Type-Aware Loss Reweighting for Robust Named Entity Recognition with Noisy LLM Labels
[arXiv] 2026-08-31 | A Composition-Aware Pretraining Framework for Geospatial Foundation Models
[arXiv] 2026-08-31 | Stellar streams around dwarf galaxies are observationally rare in the local Universe
[arXiv] 2026-08-31 | Tumor boundary instability induced by pressure feedback
[arXiv] 2026-08-31 | Conjoint Audio-to-Spikes Encoding and Processing for Efficient Neuromorphic Speech Recognition
[arXiv] 2026-08-31 | Anomalies and discrete torsion in Type II and Type I worldsheet theories
[arXiv] 2026-08-31 | Clustering based magnetic assays for SARS-CoV-2 detection with scFv-functionalized magnetic nanoparticles
[arXiv] 2026-08-31 | Auslander correspondence for higher stable dg categories and cluster Morita theory
[arXiv] 2026-08-31 | Density of the multidimensional Lagrange spectrum
[arXiv] 2026-08-31 | An Operator-Theoretic Characterization of Gaussian Measure Singularity under Mean Shifts
[arXiv] 2026-08-31 | Calibrating Small Language Models for Claim Check-Worthiness Detection
[arXiv] 2026-08-31 | E-Commerce Bench: Evaluating LLM Agents on Long-Horizon Autonomous Business Operation
[arXiv] 2026-08-31 | RailGen: Improving Railway Intrusion Detection via Agent-Guided Small-Scale Foreign Object Generation
[arXiv] 2026-08-31 | A Truncated Majorana
[arXiv] 2026-08-31 | On Diagonalizable Delay-Doppler Channels and Their Diagonalizing Waveforms
[arXiv] 2026-08-31 | Closing the Verification Loop: Self-Check Captioning for Long-Paragraph Detailed Audio Captioning
[arXiv] 2026-08-31 | VisLens: Single-Pass Interpretable Visual Search for Multimodal LLMs
[arXiv] 2026-08-31 | Scalable Statistical Inference in Stochastic Gradient Descent
[arXiv] 2026-08-31 | Polarized jet anisotropy at the Electron-Ion Collider
[arXiv] 2026-08-31 | Photon-efficient quantum repeater chains via hyperentanglement-assisted purification
[arXiv] 2026-08-31 | Improvement of the dimension bound for unweighted RCD spaces
[arXiv] 2026-08-31 | Camera trap classification with deep learning under ground truth uncertainty
[arXiv] 2026-08-31 | Coarse-grained simulations of dsDNA polycatenanes and network formation in annular nanochannels with topoisomerase II
[arXiv] 2026-08-31 | Domain-Grounded Tool Orchestration for LLM-Guided Scientific Analysis
[arXiv] 2026-08-31 | Rotating-wave approximation for spin-boson models with structured fields
[arXiv] 2026-08-31 | Law of Large Numbers: Accuracy as Statistical Measure for AI Compliance and Competition
[arXiv] 2026-08-31 | Ice-thickness based scaling of wave attenuation in sea ice: Application and assessment of wave spectra
[arXiv] 2026-08-31 | Relative Langlands duality of the Bump-Friedberg-Ginzburg $\mathrm{GSO}_6$-integral
[arXiv] 2026-08-31 | Robustness of topological entropy under small area deformations
[arXiv] 2026-08-31 | On-sky demonstration of a vector Zernike wavefront sensor in a cascaded adaptive optics system
[arXiv] 2026-08-31 | Geometry of Divergence: Tracking Hidden-State Trajectories for Adaptive Multi-Turn Reasoning
[arXiv] 2026-08-31 | OCR-Based Field Extraction for Archaeological Pottery Metadata: The CENTURIA Dataset
[arXiv] 2026-08-31 | Scale Analysis and Shape Selection for the Generalized Gaussian Mechanism under Approximate Differential Privacy
[arXiv] 2026-08-31 | Well-conditioned iterative methods for large open quantum systems
[arXiv] 2026-08-31 | Cubic-Root Gaussian Approximation under Unrestricted Covariance
[arXiv] 2026-08-31 | Stress-Testing Efficient Responsible-AI Evaluation: When Compute Savings Change Benchmark Conclusions
[arXiv] 2026-08-31 | Real-Time Scene-Adaptive Tone Mapping for High-Dynamic Range Object Detection
[arXiv] 2026-08-31 | SemPOI-RL: Aligning LLM Semantic Reasoning for Interpretable Out-of-Town POI Sequential Generation
[arXiv] 2026-08-31 | Using Grounded Theory for Agent Behavior Analysis at Scale
