[2026-04-14 22:46:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-13
正在获取论文...
[arXiv] 2026-04-13 | CDPR: Cross-modal Diffusion with Polarization for Reliable Monocular Depth Estimation
[arXiv] 2026-04-13 | HuiYanEarth-SAR: A Foundation Model for High-Fidelity and Low-Cost Global Remote Sensing Imagery Generation
[arXiv] 2026-04-13 | Hardening x402: PII-Safe Agentic Payments via Pre-Execution Metadata Filtering
[arXiv] 2026-04-13 | Short Message Service (SMS) Phishing Attacks and Defenses: A Systematic Review
[arXiv] 2026-04-13 | Spectral Turán problem for $t\mathcal{K}_{4}^{-}$-free unbalanced signed graphs
[arXiv] 2026-04-13 | Data-driven augmentation of first-principles models under constraint-free well-posedness and stability guarantees
[arXiv] 2026-04-13 | A generalization of Reifenberg's theorem in R^N for flat cones
[arXiv] 2026-04-13 | Online Reasoning Video Object Segmentation
[arXiv] 2026-04-13 | Active Bayesian Inference for Robust Control under Sensor False Data Injection Attacks
[arXiv] 2026-04-13 | Absence of thermalization after a local quench and strong violation of the eigenstate thermalization hypothesis
[arXiv] 2026-04-13 | ComSim: Building Scalable Real-World Robot Data Generation via Compositional Simulation
[arXiv] 2026-04-13 | Quantitative Large Population Limit for Non Exchangeable Diffusions in Fisher Information
[arXiv] 2026-04-13 | From GDSII to Wafer: EDA Design Flow and Data Conversion for Wafer-Scale Manufacturing of Superconducting Quantum Chips
[arXiv] 2026-04-13 | The Missing Knowledge Layer in Cognitive Architectures for AI Agents
[arXiv] 2026-04-13 | LEADER: Learning Reliable Local-to-Global Correspondences for LiDAR Relocalization
[arXiv] 2026-04-13 | Leader-Follower Density Control of Multi-Agent Systems with Interacting Followers: Feasibility and Convergence Analysis
[arXiv] 2026-04-13 | Analytical Theory of Greedy Peeling for Bivariate Bicycle Codes and Two-Shot Streaming Decoding
[arXiv] 2026-04-13 | WM-DAgger: Enabling Efficient Data Aggregation for Imitation Learning with World Models
[arXiv] 2026-04-13 | Search for proton decay via $p \to e^{+}π^{0}π^{0}$ and $p \to μ^{+}π^{0}π^{0}$ in 0.401 megaton-years exposure of Super-Kamiokande I-V
[arXiv] 2026-04-13 | Neutron Reconstruction via Blips in Liquid Argon Time Projection Chambers
[arXiv] 2026-04-13 | First-principles study of dispersive readout in circuit QED
[arXiv] 2026-04-13 | Model-free Anomaly Detection for Dynamical Systems with Gaussian Processes
[arXiv] 2026-04-13 | Temperature Anomalies and Climate Physical Risk in Portfolio Construction
[arXiv] 2026-04-13 | Uni-vector deformations, D0-bound states and DLCQ
[arXiv] 2026-04-13 | Role of Excited States in Resonant Charge Transfer during Li$^+$ Backscattering from MoS$_2$: A Multi-Orbital Theoretical Study
[arXiv] 2026-04-13 | Learning to Test: Physics-Informed Representation for Dynamical Instability Detection
[arXiv] 2026-04-13 | Psychological Concept Neurons: Can Neural Control Bias Probing and Shift Generation in LLMs?
[arXiv] 2026-04-13 | CLSGen: A Dual-Head Fine-Tuning Framework for Joint Probabilistic Classification and Verbalized Explanation
[arXiv] 2026-04-13 | Budget-Aware Uncertainty for Radiotherapy Segmentation QA Using nnU-Net
[arXiv] 2026-04-13 | Many-Body Super- and Subradiance in Ordered Atomic Arrays
[arXiv] 2026-04-13 | The stochastic Zakharov system in dimension $d \geq 4$: Local well-posedness and regularization by noise for scattering
[arXiv] 2026-04-13 | GenTac: Generative Modeling and Forecasting of Soccer Tactics
[arXiv] 2026-04-13 | Unique Continuation for Fifth-Order KP Equation and its application to control problems
[arXiv] 2026-04-13 | Efficient KernelSHAP Explanations for Patch-based 3D Medical Image Segmentation
[arXiv] 2026-04-13 | $λ_A$: A Typed Lambda Calculus for LLM Agent Composition
[arXiv] 2026-04-13 | The equivalence between timelike Ricci curvature and the timelike Brunn Minkowski inequality on synthetic Lorentzian spaces
[arXiv] 2026-04-13 | MosaicMRI: A Diverse Dataset and Benchmark for Raw Musculoskeletal MRI
[arXiv] 2026-04-13 | Agentic Aggregation for Parallel Scaling of Long-Horizon Agentic Tasks
[arXiv] 2026-04-13 | Grounded World Model for Semantically Generalizable Planning
[arXiv] 2026-04-13 | HistLens: Mapping Idea Change across Concepts and Corpora
[arXiv] 2026-04-13 | Multi-ORFT: Stable Online Reinforcement Fine-Tuning for Multi-Agent Diffusion Planning in Cooperative Driving
[arXiv] 2026-04-13 | The GAPS Programme at TNG. LXXIII. Confirmation of the hot sub-Neptune TOI-4602 b (HD 25295 b), a key target for future atmospheric characterization
[arXiv] 2026-04-13 | Characterization of the 20-inch Photomultiplier Tubes for RENE Detector
[arXiv] 2026-04-13 | Isoperimetric inequalities and sharp upper bounds for Aharonov-Bohm eigenvalues on surfaces
[arXiv] 2026-04-13 | A Distributed Bilevel Framework for the Macroscopic Optimization of Multi-Agent Systems
[arXiv] 2026-04-13 | Representations Before Pixels: Semantics-Guided Hierarchical Video Prediction
[arXiv] 2026-04-13 | DreamKG: A KG-Augmented Conversational System for People Experiencing Homelessness
[arXiv] 2026-04-13 | The origin of the genetic code is encrypted in the structure of present-day transfer RNAs
[arXiv] 2026-04-13 | Cosmological inference with halo clustering reconstructed from the redshift-space galaxy distribution
[arXiv] 2026-04-13 | Anisotropic photonic time interfaces via isotropic spacetime modulations
[arXiv] 2026-04-13 | Dual-Control Frequency-Aware Diffusion Model for Depth-Dependent Optical Microrobot Microscopy Image Generation
[arXiv] 2026-04-13 | Towards Brain MRI Foundation Models for the Clinic: Findings from the FOMO25 Challenge
[arXiv] 2026-04-13 | Kinematic and rheological equivalence of steady shearing and planar extensional flows
[arXiv] 2026-04-13 | Why Do Large Language Models Generate Harmful Content?
[arXiv] 2026-04-13 | Neuromorphic computing with optomechanical oscillators
[arXiv] 2026-04-13 | Prominence signatures in the Fraunhofer G-band; Testing ionization memory with multi-line prominence diagnostics
[arXiv] 2026-04-13 | Multi-fluid multi-species models for inverse FIP-effect
[arXiv] 2026-04-13 | Performance Characterization of Frequency-Selective Wireless Power Transfer Toward Scalable Untethered Magnetic Actuation
[arXiv] 2026-04-13 | Micro-Dexterity in Biological Micromanipulation: Embodiment, Perception, and Control
[arXiv] 2026-04-13 | Context Kubernetes: Declarative Orchestration of Enterprise Knowledge for Agentic AI Systems
[arXiv] 2026-04-13 | Feynman's linear divergence problem
[arXiv] 2026-04-13 | Self-Evolving LLM Memory Extraction Across Heterogeneous Tasks
[arXiv] 2026-04-13 | Intersectional Sycophancy: How Perceived User Demographics Shape False Validation in Large Language Models
[arXiv] 2026-04-13 | Network-Assisted Full-Duplex Cell-Free Massive MIMO Systems Under Infeasible Circumstances
[arXiv] 2026-04-13 | HiEdit: Lifelong Model Editing with Hierarchical Reinforcement Learning
[arXiv] 2026-04-13 | A discontinuous Galerkin method with fractal elements
[arXiv] 2026-04-13 | Sensitivity of Neutron Star Observables to Transition Density in Hybrid Equation-of-State Models
[arXiv] 2026-04-13 | Asymptotic and pre-asymptotic convergence of sparse grids for anisotropic kernel interpolation
[arXiv] 2026-04-13 | A Physics-Aware Variational Graph Autoencoder for Joint Modal Identification with Uncertainty Quantification
[arXiv] 2026-04-13 | From Exact Space-Time Symmetry Conservation to Automatic Mesh Refinement in Discrete Initial Boundary Value Problems
[arXiv] 2026-04-13 | Experimental Evaluation of Geometry and Reciprocity-Based Beamforming with Large Arrays for RF Wireless Power Transfer
[arXiv] 2026-04-13 | Study of $χ_{cJ}\to ηηη^\prime$ via intermediate charmed meson loop mechanisms and its implications for non-observation of $η_1(1855)$ in $χ_{cJ}$ decays
[arXiv] 2026-04-13 | Searching for apparent baryon number violation in $Λ_c^+$ decays at the Super Tau-Charm Facility
[arXiv] 2026-04-13 | Semiclassical theory of frequency dependent linear magneto-optical transport in Weyl semimetals
[arXiv] 2026-04-13 | Improving Layout Representation Learning Across Inconsistently Annotated Datasets via Agentic Harmonization
[arXiv] 2026-04-13 | Using Deep Learning Models Pretrained by Self-Supervised Learning for Protein Localization
[arXiv] 2026-04-13 | MIXAR: Scaling Autoregressive Pixel-based Language Models to Multiple Languages and Scripts
[arXiv] 2026-04-13 | CocoaBench: Evaluating Unified Digital Agents in the Wild
[arXiv] 2026-04-13 | Seasonal Variability of Pluto's Haze Formation Revealed by Laboratory Simulations
[arXiv] 2026-04-13 | Optimal Two-Qubit Gates for Group-IV Color-Centers in Diamond
[arXiv] 2026-04-13 | Nanoscale mapping of stacking-dependent work function and local photoresponse in CVD-grown MoS2 bilayers by KPFM
[arXiv] 2026-04-13 | Efficient Transceiver Design for Aerial Image Transmission and Large-scale Scene Reconstruction
[arXiv] 2026-04-13 | Bottleneck Tokens for Unified Multimodal Retrieval
[arXiv] 2026-04-13 | ARHN: Answer-Centric Relabeling of Hard Negatives with Open-Source LLMs for Dense Retrieval
[arXiv] 2026-04-13 | Do Agent Rules Shape or Distort? Guardrails Beat Guidance in Coding Agents
[arXiv] 2026-04-13 | RESP: Reference-guided Sequential Prompting for Visual Glitch Detection in Video Games
[arXiv] 2026-04-13 | MapATM: Enhancing HD Map Construction through Actor Trajectory Modeling
[arXiv] 2026-04-13 | Inversion of Hydrogen-rich Atmosphere and Water Content for GJ 486b
[arXiv] 2026-04-13 | ks-pret-5m: a 5 million word, 12 million token kashmiri pretraining dataset
[arXiv] 2026-04-13 | AI Integrity: A New Paradigm for Verifiable AI Governance
[arXiv] 2026-04-13 | Capacity-Region-Achieving Sparse Regression Codes for MIMO Multiple-Access Channels
[arXiv] 2026-04-13 | Computational Generation of Substrate-Specific Molecular Cages
[arXiv] 2026-04-13 | Rethinking Token-Level Credit Assignment in RLVR: A Polarity-Entropy Analysis
[arXiv] 2026-04-13 | From Topology to Trajectory: LLM-Driven World Models For Supply Chain Resilience
[arXiv] 2026-04-13 | Adaptive Structured Sparse Bayesian Learning for Near-Field Non-Stationary Channel Estimation in XL-MIMO Systems
[arXiv] 2026-04-13 | An ontological approach to foster the convergence, interoperability and operationalization of frameworks for Trustworthy AI
[arXiv] 2026-04-13 | A Categorical Basis for Robust Program Analysis
[arXiv] 2026-04-13 | Optimal Stability of KL Divergence under Gaussian Perturbations
[arXiv] 2026-04-13 | Data-Driven Global Stabilization of Unknown Infinite Networks
[arXiv] 2026-04-13 | Brief2Design: A Multi-phased, Compositional Approach to Prompt-based Graphic Design
[arXiv] 2026-04-13 | Scar subspaces stabilized by algebraic closure: Beyond equally-spaced spectra and exact solvability
[arXiv] 2026-04-13 | K-Way Energy Probes for Metacognition Reduce to Softmax in Discriminative Predictive Coding Networks
[arXiv] 2026-04-13 | Byte-level generative predictions for forensics multimedia carving
[arXiv] 2026-04-13 | From Planning to Revision: How AI Writing Support at Different Stages Alters Ownership
[arXiv] 2026-04-13 | Panoptic Pairwise Distortion Graph
[arXiv] 2026-04-13 | Flow-Controlled Scheduling for LLM Inference with Provable Stability Guarantees
[arXiv] 2026-04-13 | Strategic Spatial Load Shifting and Market Efficiency
[arXiv] 2026-04-13 | Examining EAP Students' AI Disclosure Intention: A Cognition-Affect-Conation Perspective
[arXiv] 2026-04-13 | MAFIG: Multi-agent Driven Formal Instruction Generation Framework
[arXiv] 2026-04-13 | Ψ-Map: Panoptic Surface Integrated Mapping Enables Real2Sim Transfer
[arXiv] 2026-04-13 | Tracking High-order Evolutions via Cascading Low-rank Fitting
[arXiv] 2026-04-13 | Robust Adversarial Policy Optimization Under Dynamics Uncertainty
[arXiv] 2026-04-13 | CFMS: A Coarse-to-Fine Multimodal Synthesis Framework for Enhanced Tabular Reasoning
[arXiv] 2026-04-13 | Hypergraph Neural Diffusion: A PDE-Inspired Framework for Hypergraph Message Passing
[arXiv] 2026-04-13 | Multi-Faceted Continual Knowledge Graph Embedding for Semantic-Aware Link Prediction
[arXiv] 2026-04-13 | Probing Active Galactic Nuclei and Measuring the Hubble constant with Extreme-Mass-Ratio Inspirals
[arXiv] 2026-04-13 | Generative Design for Direct-to-Chip Liquid Cooling for Data Centers
[arXiv] 2026-04-13 | Study of doubly heavy baryon lifetimes
[arXiv] 2026-04-13 | AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web
[arXiv] 2026-04-13 | Convergence Analysis of the Hessian Discretisation Method for Fourth Order Semi-linear Elliptic Equations with General Source
[arXiv] 2026-04-13 | Another approach to WKB analysis
[arXiv] 2026-04-13 | On the Use of Bi-Objective Evolutionary Algorithms for the Stochastic MKP under Dynamic Constraints
[arXiv] 2026-04-13 | Matching and intersection problems for non-trivial $r$-partite $r$-uniform hypergraphs
[arXiv] 2026-04-13 | The $L_p$ dual Christoffel-Minkowski type problem for a class of Hessian quotient equations
[arXiv] 2026-04-13 | Dynamical Generation of the VY Superpotential in $N=1$ SYM: A Higher-Form Perspective
[arXiv] 2026-04-13 | CSPO: Alleviating Reward Ambiguity for Structured Table-to-LaTeX Generation
[arXiv] 2026-04-13 | Twist-Controlled Symmetry Breaking in Surface Phonon Polariton Moiré Metasurfaces
[arXiv] 2026-04-13 | Non-existence of Lyapunov exponents in the Newhouse domain
[arXiv] 2026-04-13 | RouterWise: Joint Resource Allocation and Routing for Latency-Aware Multi-Model LLM Serving
[arXiv] 2026-04-13 | Unsupervised Equivalent Contrastive Learning for Radio Signal Recognition
[arXiv] 2026-04-13 | Regular ternary sums of generalized polygonal numbers
[arXiv] 2026-04-13 | CASK: Core-Aware Selective KV Compression for Reasoning Traces
[arXiv] 2026-04-13 | Towards Designing for Resilience: Community-Centered Deployment of an AI Business Planning Tool in a Small Business Center
[arXiv] 2026-04-13 | Ultrasensitive Nanoplastics Detection Leveraging Shrinking Surface Plasmonic Bubble
[arXiv] 2026-04-13 | A Non-Probabilistic Game-Theoretic Information Theory Which Subsumes Probabilistic Channel Coding
[arXiv] 2026-04-13 | Beyond Statistical Co-occurrence: Unlocking Intrinsic Semantics for Tabular Data Clustering
[arXiv] 2026-04-13 | A linear upper bound on zero-sum Ramsey numbers of $d$-degenerate graphs in $\mathbb{Z}_p$
[arXiv] 2026-04-13 | Restricted Search Space Graph MCMC via Birth-Death Processes
[arXiv] 2026-04-13 | Which Discoveries Are Paradigm Shifting?
[arXiv] 2026-04-13 | Trends in tail dependence of heteroscedastic extremes
[arXiv] 2026-04-13 | Observation of the charmless purely baryonic decay $Λ_b^{0} \to Λp \bar{p}$ at LHCb
[arXiv] 2026-04-13 | BRIDGE and TCH-Net: Heterogeneous Benchmark and Multi-Branch Baseline for Cross-Domain IoT Botnet Detection
[arXiv] 2026-04-13 | CLASP: Closed-loop Asynchronous Spatial Perception for Open-vocabulary Desktop Object Grasping
[arXiv] 2026-04-13 | Learning Discrete Diffusion of Graphs via Free-Energy Gradient Flows
[arXiv] 2026-04-13 | BankerToolBench: Evaluating AI Agents in End-to-End Investment Banking Workflows
[arXiv] 2026-04-13 | 3D-Anchored Lookahead Planning for Persistent Robotic Scene Memory via World-Model-Based MCTS
[arXiv] 2026-04-13 | Branched covers of $\mathbb{P}^1$ and divisibility in class group
[arXiv] 2026-04-13 | The high-altitude, inner-disc, and chemically peculiar open cluster UBC 1052
[arXiv] 2026-04-13 | Topological Engine Monitor: Persistent Homology-Based Fault Detection in Finite-Time Quantum Engines
[arXiv] 2026-04-13 | A Fixed-Prime Criterion for Reciprocals in Missing-Digit Sets
[arXiv] 2026-04-13 | Representation-Aligned Multi-Scale Personalization for Federated Learning
[arXiv] 2026-04-13 | AbLWR:A Context-Aware Listwise Ranking Framework for Antibody-Antigen Binding Affinity Prediction via Positive-Unlabeled Learning
[arXiv] 2026-04-13 | Mobile GUI Agent Privacy Personalization with Trajectory Induced Preference Optimization
[arXiv] 2026-04-13 | Unified Graph Prompt Learning via Low-Rank Graph Message Prompting
[arXiv] 2026-04-13 | Knowledge Compounding: An Empirical Economic Analysis of Self-Evolving Knowledge Wikis under the Agentic ROI Framework
