[2026-05-15 22:54:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-14
正在获取论文...
[arXiv] 2026-05-14 | Aligning Latent Geometry for Spherical Flow Matching in Image Generation
[arXiv] 2026-05-14 | Downlink Performance Analysis of Pinching Antenna Systems: WDMA or NOMA?
[arXiv] 2026-05-14 | MemEye: A Visual-Centric Evaluation Framework for Multimodal Agent Memory
[arXiv] 2026-05-14 | Understanding How International Students in the U.S. Are Using Conversational AI to Support Cross-Cultural Adaptation
[arXiv] 2026-05-14 | Mid-infrared Assisted THz Phonon Amplification in a 2D Semiconductor for Room Temperature Detection
[arXiv] 2026-05-14 | CLOVER: Closed-Loop Value Estimation \& Ranking for End-to-End Autonomous Driving Planning
[arXiv] 2026-05-14 | Proposal and study of statistical features for string similarity computation and classification
[arXiv] 2026-05-14 | Why Neighborhoods Matter: Traversal Context and Provenance in Agentic GraphRAG
[arXiv] 2026-05-14 | Loop Termination and Generalized Collatz Sequences
[arXiv] 2026-05-14 | ML-Embed: Inclusive and Efficient Embeddings for a Multilingual World
[arXiv] 2026-05-14 | Fast contracted Clebsch--Gordan tensor products for equivariant graph neural networks
[arXiv] 2026-05-14 | Computational Imaging Priors for Wireless Capsule Endoscopy: Monte Carlo-Guided Hemoglobin Mapping for Rare-Anomaly Detection
[arXiv] 2026-05-14 | Numerical simulations of waves and turbulence in coronal loops: observables and spectra
[arXiv] 2026-05-14 | HiSem: Hierarchical Semantic Disentangling for Remote Sensing Image Change Captioning
[arXiv] 2026-05-14 | 3D Skew-Normal Splatting
[arXiv] 2026-05-14 | JWST COMPASS Program: The 3--5$μ$m transmission spectrum of LTT 1445 A b
[arXiv] 2026-05-14 | Learning Developmental Scaffoldings to Guide Self-Organisation
[arXiv] 2026-05-14 | A Climate-Constrained Bayesian Inverse Method for JWST Rocky Exoplanet Eclipse Spectra: A Case Study of LTT 1445A b
[arXiv] 2026-05-14 | Miyazawa's Invariant, Lefschetz Numbers, and Seifert Solids
[arXiv] 2026-05-14 | Explainable Detection of Depression Status Shifts from User Digital Traces
[arXiv] 2026-05-14 | Sat3DGen: Comprehensive Street-Level 3D Scene Generation from Single Satellite Image
[arXiv] 2026-05-14 | Agreement, Diversity, and Polarization Indices for Approval Elections
[arXiv] 2026-05-14 | Multi-regime Markov-switching models with time-varying transition probabilities: An application to U.S. Treasury yields
[arXiv] 2026-05-14 | Categorification of Chemical Reactions: a bottom-up tower from stoichiometry to quantum structure
[arXiv] 2026-05-14 | Exploring the CMB in Anisotropic Universes
[arXiv] 2026-05-14 | On the Symmetries of Anisotropic Spin Interaction Models
[arXiv] 2026-05-14 | Image Force Effects on Tunneling Currents in an STM -- I `Point charge in the Barrier Region' - Model
[arXiv] 2026-05-14 | H-OmniStereo: Zero-Shot Omnidirectional Stereo Matching with Heading-Aligned Normal Priors
[arXiv] 2026-05-14 | Quantum-Secure Physical Unclonable Function enabled by Silicon Photonics Integrated Circuits
[arXiv] 2026-05-14 | Efficient Online Conformal Selection with Limited Feedback
[arXiv] 2026-05-14 | Parametrically Adaptive Transition Polynomial: a Signed-Parity Continuous-alpha Extension of Kunchenko Stochastic Polynomials
[arXiv] 2026-05-14 | On the effective rank of canonical polyadic decomposition of electron repulsion integrals
[arXiv] 2026-05-14 | Sycophancy is an Educational Safety Risk: Why LLM Tutors Need Sycophancy Benchmarks
[arXiv] 2026-05-14 | Angel or Demon: Investigating the Plasticity Interventions' Impact on Backdoor Threats in Deep Reinforcement Learning
[arXiv] 2026-05-14 | Quantum battery optimized by parametric amplification
[arXiv] 2026-05-14 | A Picture is Worth a Thousand Words? An Empirical Study of Aggregation Strategies for Visual Financial Document Retrieval
[arXiv] 2026-05-14 | Woodelf++: A Fast and Unified Partial Dependence Plot Algorithm for Decision Tree Ensembles
[arXiv] 2026-05-14 | Verification of reciprocity in anisotropic poroelastic wave simulation using symmetric Strang splitting
[arXiv] 2026-05-14 | The Asset Price Channel of Monetary Policy: Evidence from Regional Stock-Market Developments in the Successor States of Former Yugoslavia
[arXiv] 2026-05-14 | Remember Your Trace: Memory-Guided Long-Horizon Agentic Framework for Consistent and Hierarchical Repository-Level Code Documentation
[arXiv] 2026-05-14 | Autonomous Reshaping of Expression Landscapes by DNA Methylation
[arXiv] 2026-05-14 | Resolving Action Bottleneck: Agentic Reinforcement Learning Informed by Token-Level Energy
[arXiv] 2026-05-14 | CSLibPremiseBench: Structure-Guided Premise Retrieval and Label Robustness for Lean 4 Computer-Science Theorems
[arXiv] 2026-05-14 | RxEval: A Prescription-Level Benchmark for Evaluating LLM Medication Recommendation
[arXiv] 2026-05-14 | Learning from Failures: Correction-Oriented Policy Optimization with Verifiable Rewards
[arXiv] 2026-05-14 | From Sparse to Dense: Spatio-Temporal Fusion for Multi-View 3D Human Pose Estimation with DenseWarper
[arXiv] 2026-05-14 | Matrix-Product Belief Propagation for continuous-state-space variables
[arXiv] 2026-05-14 | Defenses at Odds: Measuring and Explaining Defense Conflicts in Large Language Models
[arXiv] 2026-05-14 | Contestable Multi-Agent Debate with Arena-based Argumentative Computation for Multimedia Verification
[arXiv] 2026-05-14 | Deep Learning for Solving and Estimating Dynamic Models in Economics and Finance
[arXiv] 2026-05-14 | High-Pressure Crystal Structure Database
[arXiv] 2026-05-14 | The Localization Theorem for the Motivic Homotopy Theory of Complex Analytic Stacks and other Geometric Settings
[arXiv] 2026-05-14 | Geodesic currents of coarse negative curvature
[arXiv] 2026-05-14 | Determination of Poynting Vector Characteristics
[arXiv] 2026-05-14 | Exploiting LLM Agent Supply Chains via Payload-less Skills
[arXiv] 2026-05-14 | Neural Networks for Singular Perturbations -- Finite Regularity
[arXiv] 2026-05-14 | Estimating Precision Matrices for High-Dimensional Interval-Valued Data
[arXiv] 2026-05-14 | When Answers Stray from Questions: Hallucination Detection via Question-Answer Orthogonal Decomposition
[arXiv] 2026-05-14 | Bayesian analysis of density profile of light dark matter elucidating the properties of dark matter admixed neutron stars in the presence of hyperons
[arXiv] 2026-05-14 | Integer points in a simplex and related Diophantine problems: Hardy--Littlewood asymptotics in higher dimensions
[arXiv] 2026-05-14 | Prompting Policies for Multi-step Reasoning and Tool-Use in Black-box LLMs with Iterative Distillation of Experience
[arXiv] 2026-05-14 | Observation of spontaneous N-bearing PAH formation using ion trap: a new formation pathway in the interstellar medium
[arXiv] 2026-05-14 | A Unified Knowledge Embedded Reinforcement Learning-based Framework for Generalized Capacitated Vehicle Routing Problems
[arXiv] 2026-05-14 | Energy-Efficient Quadruped Locomotion with Compliant Feet
[arXiv] 2026-05-14 | GeoViSTA: Geospatial Vision-Tabular Transformer for Multimodal Environment Representation
[arXiv] 2026-05-14 | Watch your neighbors: Training statistically accurate chaotic systems with local phase space information
[arXiv] 2026-05-14 | Agentic Recommender System with Hierarchical Belief-State Memory
[arXiv] 2026-05-14 | SceneForge: Structured World Supervision from 3D Interventions
[arXiv] 2026-05-14 | Three dimensional simulation of fluid-driven frictional and tensile ruptures on existing discontinuities
[arXiv] 2026-05-14 | Multiple mechanisms of rhythm switching in recurrent neural networks with adaptive time constants
[arXiv] 2026-05-14 | The inverse curve shortening flow on the hyperbolic plane
[arXiv] 2026-05-14 | Classification of the ruled surfaces that are critical points of the Dirichlet energy
[arXiv] 2026-05-14 | Delta Forcing: Trust Region Steering for Interactive Autoregressive Video Generation
[arXiv] 2026-05-14 | Decision-Level Fusion for Robust Wearable Affect Recognition
[arXiv] 2026-05-14 | The Euler obstruction of a $1$-form on a determinantal singularity
[arXiv] 2026-05-14 | Your CLIP has 164 dimensions of noise: Exploring the embeddings covariance eigenspectrum of contrastively pretrained vision-language transformers
[arXiv] 2026-05-14 | TOPOS: High-Fidelity and Efficient Industry-Grade 3D Head Generation
[arXiv] 2026-05-14 | Polarization Signatures from GRMHD Simulations of Black Hole Accretion
[arXiv] 2026-05-14 | Fast Gossip-based Rumor Spreading using Small Messages
[arXiv] 2026-05-14 | A Template-Driven Platform for Contextualised Researcher Profiles
[arXiv] 2026-05-14 | Effect of startup modes on cold start performance of PEM fuel cells with different cathode flow fields
[arXiv] 2026-05-14 | Evo-Depth: A Lightweight Depth-Enhanced Vision-Language-Action Model
[arXiv] 2026-05-14 | A CUBS-Compatible Ultrasound Morphology and Uncertainty-Aware Baseline for Carotid Intima-Media Segmentation and Preliminary Risk Prediction
[arXiv] 2026-05-14 | From Particles to Policy: Technical Building Blocks for Multi-State SAI Coordination
[arXiv] 2026-05-14 | Behavioral Data-Driven Optimal Trajectory Generation for Rotary Cranes
[arXiv] 2026-05-14 | Octopus: History-Free Gradient Orthogonalization for Continual Learning in Multimodal Large Language Models
[arXiv] 2026-05-14 | Multi-scale Coarse-to-fine Modeling for Test-time Human Motion Control
[arXiv] 2026-05-14 | Identifying group galaxies merging with massive clusters using machine learning
[arXiv] 2026-05-14 | Chain-of-Procedure: Hierarchical Visual-Language Reasoning for Procedural QA
[arXiv] 2026-05-14 | Anchored Dyck Paths
[arXiv] 2026-05-14 | From Sycophantic Consensus to Pluralistic Repair: Why AI Alignment Must Surface Disagreement
[arXiv] 2026-05-14 | Chrono-Gymnasium: An Open-Source, Gymnasium-Compatible Distributed Simulation Framework
[arXiv] 2026-05-14 | KGPFN: Unlocking the Potential of Knowledge Graph Foundation Model via In-Context Learning
[arXiv] 2026-05-14 | $κ$-solutions with the round cylinder as an asymptotic shrinker
[arXiv] 2026-05-14 | Twins and Co-Twins in Circulant graphs
[arXiv] 2026-05-14 | Non--exchangeable mean field games with moderate interactions and common noise
[arXiv] 2026-05-14 | Generative reconstruction of 2D and 3D polycrystalline microstructures using symmetrized hyperspherical harmonics
[arXiv] 2026-05-14 | Text-Dependent Speaker Verification (TdSV) Challenge 2024: Team Naive System Report
[arXiv] 2026-05-14 | Denoising-GS: Gaussian Splatting with Spatial-aware Denoising
[arXiv] 2026-05-14 | Unlocking Complex Visual Generation via Closed-Loop Verified Reasoning
[arXiv] 2026-05-14 | On Maximal Prime Gaps
[arXiv] 2026-05-14 | Fast Adversarial Attacks with Gradient Prediction
[arXiv] 2026-05-14 | REALM: Retrospective Encoder Alignment for LFP Modeling
[arXiv] 2026-05-14 | Causal Foundation Models with Continuous Treatments
[arXiv] 2026-05-14 | In-Context Learning for Data-Driven Censored Inventory Control
[arXiv] 2026-05-14 | Automatic Landmark-Based Segmentation of Human Subcortical Structures in MRI
[arXiv] 2026-05-14 | A Qutrit Time Crystal Stabilized with Native Chiral Interactions
[arXiv] 2026-05-14 | Accurate Modeling of Rydberg Atoms and Their Interactions: Theory and Implementation in PairInteraction
[arXiv] 2026-05-14 | Meschers: Geometry Processing of Impossible Objects
[arXiv] 2026-05-14 | Equilibrium for Time-inconsistent Mean Field Games: A Systematic Analysis by Entropy Regularization
[arXiv] 2026-05-14 | Towards Accurate Single Panoramic 3D Detection: A Semantic Gaussian Centric Approach
[arXiv] 2026-05-14 | Fast Rates for Inverse Reinforcement Learning
[arXiv] 2026-05-14 | VMU-Diff: A Coarse-to-fine Multi-source Data Fusion Framework for Precipitation Nowcasting
[arXiv] 2026-05-14 | Sagnac-Loop-Reflector Fabry-Perot Lattices for Modular 1D Topological Photonics
[arXiv] 2026-05-14 | All-atomistic Transferable Neural Potentials for Protein Solvation
[arXiv] 2026-05-14 | Weierstrass semigroups at totally ramified places of degree one on Kummer extensions
[arXiv] 2026-05-14 | Scattering off Chamblin-Reall Branes
[arXiv] 2026-05-14 | Uncertainty Quantification for Large Language Diffusion Models
[arXiv] 2026-05-14 | SpectraFlow: Unifying Structural Pretraining and Frequency Adaptation for Medical Image Segmentation
[arXiv] 2026-05-14 | Roughness and entropy measures of a soft set
[arXiv] 2026-05-14 | Multi-Dimensional Model Integrity and Responsibility Assessment Index and Scoring Framework
[arXiv] 2026-05-14 | Local Spatiotemporal Convolutional Network for Robust Gait Recognition
[arXiv] 2026-05-14 | Discovering Physical Directions in Weight Space: Composing Neural PDE Experts
[arXiv] 2026-05-14 | Exploring Geographic Relative Space in Large Language Models through Activation Patching
[arXiv] 2026-05-14 | PROVE: A Perceptual RemOVal cohErence Benchmark for Visual Media
[arXiv] 2026-05-14 | Large Dimensional Kernel Ridge Regression: Extending to Product Kernels
[arXiv] 2026-05-14 | ArcGate: Adaptive Arctangent Gated Activation
[arXiv] 2026-05-14 | Spin chirality across quantum state copies detects hidden entanglement
[arXiv] 2026-05-14 | Physics-Based iOCT Sonification for Real-time Interaction Awareness in Subretinal Injection
[arXiv] 2026-05-14 | GroupMemBench: Benchmarking LLM Agent Memory in Multi-Party Conversations
[arXiv] 2026-05-14 | Detection of residual native state entropy changes upon mutation in Fyn SH3
[arXiv] 2026-05-14 | Reduce the Artifacts Bias for More Generalizable AI-Generated Image Detection
[arXiv] 2026-05-14 | Efficient liability assignment under shock propagation
[arXiv] 2026-05-14 | Discrete-phase-randomized mode-pairing quantum key distribution
[arXiv] 2026-05-14 | LEMON: Learning Executable Multi-Agent Orchestration via Counterfactual Reinforcement Learning
[arXiv] 2026-05-14 | Cross-Linguistic Transcription and Phonological Representation in the Huìtóngguǎnxì Huáyíyìyǔ
[arXiv] 2026-05-14 | Energy conditions in consistent perfect fluid cosmology
[arXiv] 2026-05-14 | Complex wavefront engineering via decoupled space-time modulation
[arXiv] 2026-05-14 | From Schema to Signal: Retrieval-Augmented Modeling for Relational Data Analytics
[arXiv] 2026-05-14 | Real2Sim in HOI: Toward Physically Plausible HOI Reconstruction from Monocular Videos
[arXiv] 2026-05-14 | CP-OFDM Achieves Lower Ranging CRB Than Frequency-Spread Waveforms in the Large-Sample Regime
[arXiv] 2026-05-14 | Stop Overthinking: Unlocking Efficient Listwise Reranking with Minimal Reasoning
[arXiv] 2026-05-14 | Periodic Behavior of Topology in Graphene with Nanohole Array
[arXiv] 2026-05-14 | OPTIMUS: Optimization Productivity Tool for Intelligent Management of Utilizable Space
[arXiv] 2026-05-14 | On some properties of bi-univalent functions in the unit disc
[arXiv] 2026-05-14 | A Calculus-Based Framework for Determining Vocabulary Size in End-to-End ASR
[arXiv] 2026-05-14 | A plug-and-play generative framework for multi-satellite precipitation estimation
[arXiv] 2026-05-14 | DVMap: Fine-Grained Pluralistic Value Alignment via High-Consensus Demographic-Value Mapping
[arXiv] 2026-05-14 | Knowledge Beyond Language: Bridging the Gap in Multilingual Machine Unlearning Evaluation
[arXiv] 2026-05-14 | Nonreciprocal magnon-magnon entanglement in a spinning cavity-magnon system
[arXiv] 2026-05-14 | Dual-Latent Collaborative Decoding for Fidelity-Perception Balanced Image Compression
[arXiv] 2026-05-14 | Model-theoretic Tameness in finite extensions of groups
[arXiv] 2026-05-14 | Model Forensics in AI-Native Wireless Networks: Taxonomy, Applications, and Case Study
[arXiv] 2026-05-14 | Darwin Family: MRI-Trust-Weighted Evolutionary Merging for Training-Free Scaling of Language-Model Reasoning
[arXiv] 2026-05-14 | Mitigating Data Scarcity in Psychological Defense Classification with Context-Aware Synthetic Augmentation
[arXiv] 2026-05-14 | Data-Augmented Game Starts for Accelerating Self-Play Exploration in Imperfect Information Games
[arXiv] 2026-05-14 | Optimizing the preparation of Dicke states using counterdiabatic driving methods
[arXiv] 2026-05-14 | Turning Stale Gradients into Stable Gradients: Coherent Coordinate Descent with Implicit Landscape Smoothing for Lightweight Zeroth-Order Optimization
[arXiv] 2026-05-14 | Complete one-loop self-energies of the linear sigma model coupled to quarks at finite temperature and in a magnetic field
