[2026-05-27 23:17:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-26
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605260000+TO+202605262359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-5-26 | Nash Equilibria in Uniform Price Auctions: Theory, Computation, and Market Insights
[IEEE] 2026-5-26 | IoT enabled Smart Classroom Management System using Raspberry Pi
[IEEE] 2026-5-26 | Toward Robust Autonomous Driving in Rural and Off-Road Environments: A Perception Based Approach
[IEEE] 2026-5-26 | AI-Enabled Voice Replication for Scalable and Personalized Education
[IEEE] 2026-5-26 | A Comprehensive Review on Applications for Emotion AI and Affective Computing Across Various Fields
[IEEE] 2026-5-26 | A Toxicological Assessment of Solar Panels Via a Soil Microbiome Analysis Across the Northeast US
[IEEE] 2026-5-26 | Evaluating Logical Reasoning Ability of Large Language Models
[IEEE] 2026-5-26 | Transformer-Enhanced ShuffleLinkNet with Adaptive Feature Fusion for Cyber-Attack Detection in Big Data Environments
[IEEE] 2026-5-26 | Emotion Detection from Text Using TF-IDF and Logistic Regression: A Hybrid NLP Framework with Real-Time Deployment
[IEEE] 2026-5-26 | Contact-Length Scaling and Carrier Injection in ML MoS
                    <sub>2</sub>
                    FETs with Hybrid Sb S/D Contacts
[IEEE] 2026-5-26 | Hybrid Transformer-Statistical Framework for Explainable Anomaly Detection in Time-Series Data: Enhancing Operational Monitoring and Security
[IEEE] 2026-5-26 | Design and Performance Analysis of an Axial-Flux Permanent Magnet Motor Based on Halbach Array
[IEEE] 2026-5-26 | A Compact 3T1F FeRAM Compute Cell for In-Memory MAC Using Partial Polarization Switching
[IEEE] 2026-5-26 | Optimization and Simulation of a Broadband Vibration Energy Harvester for Self-Powered Transmission Line Applications
[IEEE] 2026-5-26 | An Intelligent ML-Based Decision Support System for Waste Trade and Recycling
[IEEE] 2026-5-26 | Deep Learning-Based Sign Language Classification with IoT-Enabled Emergency Alert Support
[IEEE] 2026-5-26 | eBeeMetrics: An eBPF-based Library Framework for Feedback-free Observability of QoS Metrics
[IEEE] 2026-5-26 | A Survey on Multilingual Fact-Checking
[IEEE] 2026-5-26 | VisionLearn: An Intelligent Educational Platform for Touchless Interaction
[IEEE] 2026-5-26 | Heart Disease Prediction with Personalized Diet and Exercise Recommendation using Machine Learning
[IEEE] 2026-5-26 | Climate-Driven Disease Dynamics: A Scoping Review of Machine Learning Applications in Predicting Vector-Borne, Tick-Borne, Airborne, and Waterborne Diseases
[IEEE] 2026-5-26 | Comprehensive Evaluation of Techniques for Autism Spectrum Disorder Detection: A Deep Analysis
[IEEE] 2026-5-26 | Machine Learning-Based Analysis of Lithium-Ion Battery Ageing in Electric Vehicles Under Dynamic Conditions
[IEEE] 2026-5-26 | Study on Classroom Temperature Distribution in Hybrid Cooling System at Different Air Conditioner Setpoints
[IEEE] 2026-5-26 | End-to-End Warehouse Automation: A System-Level Review of Robotics, Order Fulfillment, and Intelligent Software System
[IEEE] 2026-5-26 | SEE Evaluation of a Serverless Computing Architecture Under 14-MeV Neutrons
[IEEE] 2026-5-26 | Self-Supervised Representation Learning for Data-Efficient Crop Yield Estimation from Multi-Temporal Remote Sensing Data
[IEEE] 2026-5-26 | Leaf-Based Health Assessment using CNN for NPK Deficiency Detection and IoT for Soil Analysis
[IEEE] 2026-5-26 | Fail-Operational Architecture for ADAS-Integrated Lighting ECUs: Achieving ASIL-B with Triple Modular Redundancy
[IEEE] 2026-5-27 | Exploring the Effectiveness of ViT_B16 for Early Breast Cancer Diagnosis in Mammogram Mastery
[IEEE] 2026-5-27 | Multi-source Fusion Positioning Revisited by Drawing on Human Thinking Process
[IEEE] 2026-5-27 | RGB-D and Wrist-Mounted IMU Sensor Integration for a Robust Human‒Robot Handover System in Surgical Environments
[IEEE] 2026-5-27 | Interpretable Plant Leaf Recognition: Calibration and Domain Shift Analysis With Occlusion Sensitivity and Grad-Cam
[IEEE] 2026-5-27 | Estimating Rotation in $\mathbb{S O}(3)$ by Torus on $\mathbb{S}^{3}$
[IEEE] 2026-5-27 | SCENIC: Scene-Aware Semantic Navigation with Instruction-Guided Control
[IEEE] 2026-5-27 | Multi-Module Cooperative Triggering Strategy for Pulse Power Supply Based on Online Prediction
[IEEE] 2026-5-27 | Large-Scale and High-Sensitivity Quasi-Distributed Vibration Sensing Based on Time-Division Multiplexed Dual CFBGs
[IEEE] 2026-5-26 | Variable Step-Size General Bias-Compensated M-estimate Adaptive Filtering for Robust DOA Estimation
[IEEE] 2026-5-27 | Modeling of a Vibration Isolation System for Precision Manufacturing
[IEEE] 2026-5-27 | Design of an Iot-Based Smart Water Quality Monitoring System with Artificial Intelligence
[IEEE] 2026-5-27 | NeuSEditor: From Multi-View Images to Text-Guided Neural Surface Edits
[IEEE] 2026-5-27 | Synthesis and Characterization of Ni-Doped $\text{SnO}_{2}$ Nanoparticles Prepared by Sol-Gel Method for Photocatalytic Treatment of Textile Wastewater
[IEEE] 2026-5-27 | SafeBirth AI: Tuned Explainable Ensembles for Maternal and Fetal Health Classification
[IEEE] 2026-5-27 | FASTMESH: Efficient Artistic Mesh Generation Via Component Decoupling
[IEEE] 2026-5-27 | Hybrid Transfer Learning with Dual-Stage Metaheuristic Optimization: A Comparative Study on Regional Energy Forecasting
[IEEE] 2026-5-27 | Towards High-Performance Tandem Silicon Perovskite Photovoltaic Cell: OghmaNano Simulation
[IEEE] 2026-5-27 | Automatic Stress Detection From Code-Mixed Tamil-English Social Media Posts Using Deep Learning Models
[IEEE] 2026-5-27 | Rank-Based Ensemble Learning for Early Detection of Mental Health Disorders in Private University Students
[IEEE] 2026-5-27 | Front Cover
[IEEE] 2026-5-26 | Structure-Aware Mask and Detail-Augmented Transformer Network for Remote Hyperspectral Image Classification
[IEEE] 2026-5-27 | High-Isolation Free-Space Optical Circulator for High-Capacity Bidirectional Satellite Links
[IEEE] 2026-5-27 | 5GLoc: Graph-Based Learning for Robust 5G Indoor Localization under Dynamic Anchor Visibility
[IEEE] 2026-5-26 | Koopman Operator based Integral Reinforcement Learning for
                    <i>H</i>
                    <sub>∞</sub>
                    Tracking Control of Nonlinear Systems
[IEEE] 2026-5-26 | Virtually Supervised Depth-Aware Registration for Monocular Endoscopic Navigation
[IEEE] 2026-5-27 | An Analytical Framework for Integrating Artificial Intelligence Into Cybersecurity Decision-Making
[IEEE] 2026-5-27 | State of Charge Estimation for Electric Vehicle Batteries Using Temporal Convolutional Networks
[IEEE] 2026-5-27 | DefectSynth: Few-Shot Defective Image Generation by Modeling Shape and Appearance
[IEEE] 2026-5-27 | Cinematic Memories: EEG-Based Decoding of Recall Using Naturalistic Stimuli
[IEEE] 2026-5-27 | Edge AI with on-Device Learning Capabilities for Precision Agriculture
[IEEE] 2026-5-27 | LaMP: Learning Robust Latent Motion Prior for Optimization-Based Human Motion Generation
[IEEE] 2026-5-27 | Consumer Electronics in Healthcare and Medicine: a report from the EMBS Young Professional Roundtable
[IEEE] 2026-5-27 | Globally Consistent RGB-D SLAM with 2D Gaussian Splatting_supp1-3697159.mp4
[IEEE] 2026-5-27 | Dual-Band Rectifying Circuit With Quasi-Independent Frequency Tunability Using a Lumped-Element T-Section Network
[IEEE] 2026-5-27 | A Data-Driven Approach to Sustainable Agriculture: Integrated IoT, Machine Learning, and Automation in Smart Greenhouses
[ACM] 2026-5-26 | Demonstration of Vega-Video: Incorporating Video into the Grammar of Interactive Graphics
[ACM] 2026-5-26 | Indian Database Research: The Journey to SIGMOD 2026
[ACM] 2026-5-26 | Data Agents: Levels, State of the Art, and Open Problems
[ACM] 2026-5-26 | ExDis: Causal Explanations for Disparate Trends
[IEEE] 2026-5-26 | Front-Cover
[IEEE] 2026-5-26 | Embedded Hafnia-based Ferroelectric Devices and Applications
[IEEE] 2026-5-26 | Removal of Lamotrigine From Wastewater Using Activated Carbon Derived From Ziziphus Jujube Leaves
[IEEE] 2026-5-26 | Design and Optimization of an Instruction-Level Reconfigurable FPGA-Based Low-Power DNN Accelerator
[IEEE] 2026-5-26 | End-To-End Hyperbolic Graph Neural Networks for Brain Age Prediction with MEG Data
[IEEE] 2026-5-26 | AFRICON 2025 Cover Page
[IEEE] 2026-5-26 | Design Considerations for High Performance Vertical Channel DRAM Cell Array Transistor
[IEEE] 2026-5-26 | Deep Cross-modal Fusion by Attention for Proxy Hashing
[IEEE] 2026-5-26 | Design and Performance Analysis of a Coplanar Antenna at Millimeter-Wave Frequencies 39-66 GHz
[IEEE] 2026-5-26 | Measuring the Complexity of Sub-Policies in Online Terms of Service Networks
[IEEE] 2026-5-26 | Can I Park Here? Understanding Complicated Parking Signs on the Street
[IEEE] 2026-5-26 | Self-Supervised Learning of Behavioral User Representations for Authorship Similarity Analysis
[IEEE] 2026-5-26 | Fault Diagnosis of Rolling Bearings Based on 1D-CNN
[IEEE] 2026-5-26 | Cryogenic Reliability Physics of 28nm HKMG nMOSFETs: Insights from A ΔDIBL Model and Gated-Diode Measurement
[IEEE] 2026-5-26 | Effective Atrial Fibrillation Recognition by Wearable ECGs using Gradient Boosting Mechanism
[IEEE] 2026-5-26 | Cardiovascular Risk Prediction using Retinal Eye Images
[IEEE] 2026-5-26 | Multi-Band Noise-Adaptive DEMON with SNR-Weighted Fusion for Bearing Fault Diagnosis
[IEEE] 2026-5-26 | Artificial Intelligence Approaches for Toxic Comment Classification: A Systematic Review
[IEEE] 2026-5-26 | Example Guided Prompt Tuning for Sentiment Analysis of African Languages on Llama
[IEEE] 2026-5-26 | Detection of Illicit Content on Online Marketplaces using Large Language Models
[IEEE] 2026-5-26 | Towards System-2 AI: Workloads and Characterizations of Energy-Based Models
[IEEE] 2026-5-26 | Statistical Assessment of Soil Heat Flux Variability Using Time-Series Data
[IEEE] 2026-5-26 | Detection of AI Generated Audio Using Deep Learning and Signal Processing Techniques
[IEEE] 2026-5-26 | QUEST: A Multi-Metric Framework for Analyzing Consensus in LLM Outputs
[IEEE] 2026-5-26 | High-RA STT-MRAM for In-Memory Computing: From Device Engineering to Prototype-IMC Validation
[IEEE] 2026-5-26 | Dual-Function Surface Topology: Optimizing Ohmic Contacts and Channel Mobility via Cycle-Controlled PEALD Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    on 20nm Si Nanosheet
[IEEE] 2026-5-26 | Compiler and System Optimizations for Gem5 Simulator
[IEEE] 2026-5-26 | Differentiable Sensitivity-Based Skew Scheduling Framework for Timing Optimization
[IEEE] 2026-5-26 | Hybrid Deep Ensemble Learning with Metaheuristic Optimization for Heart Disease Prediction
[IEEE] 2026-5-26 | Fault Diagnosis of Oil Well Working Conditions Based on Dual-Modal Feature Weighted Fusion
[IEEE] 2026-5-26 | Uplift Pricing for Inertia and Reserve via ML-Based Frequency-Constrained Unit Commitment
[IEEE] 2026-5-26 | The Radiation Performance and Production Flows of Renesas's Radiation Tolerant and Radiation Hardened Space Plastic Parts
[IEEE] 2026-5-26 | Design and Control of 5DOF Tiltrotor Quadcopter Aerial Operation Platform
[IEEE] 2026-5-26 | EmotionSense: A Real-Time Emotion Monitoring and Analysis System Based on Physiological Signals
[IEEE] 2026-5-26 | Distilling Knowledge via Attention Transfer for Efficient Facial Expression Recognition in Classrooms
[IEEE] 2026-5-26 | Multi-Axis Mechatronic Object Handling System
[IEEE] 2026-5-26 | Alternating 2-Face Path Unfoldings of the Tesseract
[IEEE] 2026-5-26 | Named Entity Recognition in COVID-19 tweets with Entity Knowledge Augmentation
[IEEE] 2026-5-26 | Enhancing Wildlife Conservation Using Deep Learning and Nocturnal Surveillance
[IEEE] 2026-5-26 | A Study and Analysis of Permanent Magnet Biased Hybrid Excited Inductor Motors for Energy Storage Flywheels
[IEEE] 2026-5-26 | System-Level Single Event Effects Testing of the PIRT 1280MVCam InGaAs Infrared Camera
[IEEE] 2026-5-26 | Performance of TENG Device using Cornstarch and PTFE as Charge Generating Layer
[IEEE] 2026-5-26 | An ISAR Time Window Selection Processor for Focused Maritime Vessel Imaging
[IEEE] 2026-5-26 | An IoT-Based System for Early Detection of Soil Health
[IEEE] 2026-5-26 | Automated and Personalized Catheter Design for Right Ventricular Endomyocardial Biopsies
[ACM] 2026-5-26 | <scp>ObliQ:</scp>
                    Solving Quadratic Unconstrained Binary Optimization Problems on Real Photonic Quantum Machines
[ACM] 2026-5-26 | Power Scheduling for Maximizing Throughput and Fairness in Co-running Applications
[IEEE] 2026-5-27 | A Profound Interest in the Fascinating World of Engineering [Pathways]
[IEEE] 2026-5-27 | Robust Real-Time Brake Gap Estimation for EMB Systems Via Legendre-Based Two-Stage MFFRLS With Adaptive M-Estimator
[IEEE] 2026-5-26 | Magnetic sensor for real-time decoupling of tactile and non-tactile bimodal perception
[IEEE] 2026-5-26 | NSDE-Net: An Observation-Driven Neural SDE Framework for State Estimation in Unknown Dynamical Systems
[IEEE] 2026-5-27 | $\mathcal {O}^{2}$-UCB: A Federated Multi-armed Bandit Mechanism in Zero Client-owned Data Network
[IEEE] 2026-5-27 | Safety and Performance Co-Optimization in Human–Robot Interaction: An Adaptive Energy Tank Design With Dynamic Control Barrier Functions
[IEEE] 2026-5-27 | Enhancing Coverage and Sensing in Space–Air–Ground Networks via a UAV-Assisted ISAC Framework with Satellite Backhaul
[IEEE] 2026-5-27 | Hybrid Domain-Decomposition/Physical-Optics Analysis of Finite Reconfigurable Reflectarrays Using Characteristic-Mode Macro Basis Functions
[IEEE] 2026-5-26 | CSI-Based NOMA–ISAC with AFDM for Multiple Sensing Users
[IEEE] 2026-5-27 | Continuous-Wave THz Imaging of Moisture Distribution During Ceramic Drying
[IEEE] 2026-5-27 | Physics-Aware Semantic Graph Classifier for Remote Sensing Images
[IEEE] 2026-5-27 | Estimating Hemoglobin Changes in Body Tissue Using Multispectral Imaging, Spectral Unmixing and Machine Learning
[IEEE] 2026-5-27 | Short-Term Forecasting of Dissolved Gas in Transformer Oil via Bidirectional Markov Imputation and EWT-Driven GBRBFNN
[IEEE] 2026-5-26 | Reinforcement Learning-based Sequential Route Recommendation for System-Optimal Traffic Assignment
[IEEE] 2026-5-26 | Flexible Physical Camouflage Generation Based on a Differential Approach
[IEEE] 2026-5-26 | VN-YOLO: Detail-Preserving and Recalibrated Multi-Scale YOLO for Small Objects in UAV Imagery
[IEEE] 2026-5-27 | A Root Prediction System for Single-Variable Equations with Existing Taylor Polynomials
[IEEE] 2026-5-27 | Development of a Traffic Fingerprinting-based Hidden Service Access Identification System for Dark Web Drug Investigations
[IEEE] 2026-5-27 | Deep Learning-Based Estimation of Ground Reaction Forces in Parkinsonian Gait Using an Optimized Set of IMU Data
[IEEE] 2026-5-27 | GRADRobot: Geometry-Aware Rendering with Articulation and Diffusion for Robot Modeling
[IEEE] 2026-5-27 | State-dependent neuromodulation reveals link between online and offline corticospinal excitability
[IEEE] 2026-5-27 | Implementation of an Uninterrupted Real-Time Wireless Thermal Pixel Data Transfer Using HTTP Protocol via Node-MCU
[IEEE] 2026-5-27 | DisenTS: Disentangled Channel Evolving Pattern Modeling for Multivariate Time Series Forecasting
[IEEE] 2026-5-27 | Flow-Kansformer: Predicting Gas-Liquid Flow Rate with Hybrid KAN-Enhanced Transformer
[IEEE] 2026-5-27 | Accurate Wi-Fi RTT indoor positioning with NLOS mitigation by floor map: a multi-wall modeling approach
[IEEE] 2026-5-27 | Multimodal Fusion Network for Unbalanced Spatiotemporal Data Prediction
[IEEE] 2026-5-27 | Lightweight and Explainable CNN for Accurate Multi-Species Medicinal Leaf Disease Detection
[IEEE] 2026-5-26 | Harmonic Mitigation and Switching Frequency Reduction in LCL-Filtered Grid-Tied Converters
[IEEE] 2026-5-27 | Machine Learning and Cultural Heritage: An Italian Perspective
[IEEE] 2026-5-27 | GaussianArt: Unified Modeling of Geometry and Motion for Articulated Objects
[IEEE] 2026-5-26 | Deep Unfolding for RIS Enabled Backscatter Integrated Sensing and Communication System
[IEEE] 2026-5-27 | Towards Enhanced Sparse-View Tomographic Reconstruction Using 3D Gaussian Splatting
[IEEE] 2026-5-27 | Welcome Message: 3DV 2026
[IEEE] 2026-5-27 | Interval State Estimation for Li-Ion Batteries Using Thermally Coupled Equivalent Hydraulic Model
[IEEE] 2026-5-26 | Adaptive Inverse Reinforcement Learning Optimal for Nonlinear System via Takagi-Sugeno Fuzzy Model
[IEEE] 2026-5-27 | Constacyclic codes with best-known parameters
[IEEE] 2026-5-27 | A Comparative Study of Deep Learning Models for Pancreatic CT Image Denoising
[IEEE] 2026-5-27 | ConvNeXt-Based Classifier for Early Detection of Autism Spectrum Disorder(ASD) From a Generalized Facial Image Dataset
[IEEE] 2026-5-27 | Empirical Quantum Advantage Analysis of Quantum Kernel in Gene Expression Data
[ACM] 2026-5-26 | MULLER: A Multimodal Data Lake Format for Collaborative AI Data Workflows
[ACM] 2026-5-26 | DeepEye: A Steerable Self-driving Data Agent System
[IEEE] 2026-5-26 | 2026 International VLSI Symposium on Technology, Systems and Applications (VLSI TSA)
[IEEE] 2026-5-26 | Imw 2026 Sponsors
[IEEE] 2026-5-26 | Table of Contents
[IEEE] 2026-5-26 | Modifying Simple Preference Optimization with Adaptive Margins
[IEEE] 2026-5-26 | Modeling the Influence of Social Media Analytics on Consumer Purchase Decisions Using SEM
[IEEE] 2026-5-26 | Review Shield AI: Fake Review Detection and Deletion in E-Commerce Platforms
