[2025-12-23 09:14:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-22
正在获取论文...
[arXiv] 2025-12-22 | Fourier dimension of imaginary Gaussian multiplicative chaos
[arXiv] 2025-12-22 | Dyadic Flow Models for Nonstationary Gene Flow in Landscape Genomics
[arXiv] 2025-12-22 | IndoorUAV: Benchmarking Vision-Language UAV Navigation in Continuous Indoor Environments
[arXiv] 2025-12-22 | CETCAM: Camera-Controllable Video Generation via Consistent and Extensible Tokenization
[arXiv] 2025-12-22 | Enhanced sinterability and in vitro bioactivity of diopside through fluoride doping
[arXiv] 2025-12-22 | Randomized time stepping of nonlinearly parametrized solutions of evolution problems
[arXiv] 2025-12-22 | The 6th International Verification of Neural Networks Competition (VNN-COMP 2025): Summary and Results
[arXiv] 2025-12-22 | Evaluating the Challenges of LLMs in Real-world Medical Follow-up: A Comparative Study and An Optimized Framework
[arXiv] 2025-12-22 | Global well-posedness for the generalized intermediate NLS with a nonvanishing condition at infinity
[arXiv] 2025-12-22 | Stoichiometry-Controlled Structural Order and Tunable Antiferromagnetism in $\mathrm{Fe}_{x}\mathrm{NbSe_2}$ ($0.05 \le x \le 0.38$)
[arXiv] 2025-12-22 | Hybrid Stochastic Functional Differential Equations with Infinite Delay: Approximations and Numerics
[arXiv] 2025-12-22 | R-GenIMA: Integrating Neuroimaging and Genetics with Interpretable Multimodal AI for Alzheimer's Disease Progression
[arXiv] 2025-12-22 | On-Orbit Servicing-Integrated Maintenance Strategy for Satellite Constellation
[arXiv] 2025-12-22 | Bi-Level Optimal Control Framework For Missed-Thrust-Design With First-Order Bounds On Maximum Missed-Thrust-Duration
[arXiv] 2025-12-22 | OPBO: Order-Preserving Bayesian Optimization
[arXiv] 2025-12-22 | Outlier detection in mixed-attribute data: a semi-supervised approach with fuzzy approximations and relative entropy
[arXiv] 2025-12-22 | Scalar-Mediated Inelastic Dark Matter as a Solution to Small-Scale Structure Anomalies
[arXiv] 2025-12-22 | Scaling Online Distributionally Robust Reinforcement Learning: Sample-Efficient Guarantees with General Function Approximation
[arXiv] 2025-12-22 | Learning Through Little Eyes: Attribute Discrimination Beyond Objects
[arXiv] 2025-12-22 | A Mathematical Framework for Misinformation Propagation in Complex Networks: Topology-Dependent Distortion and Control
[arXiv] 2025-12-22 | Dynamically close galaxy pairs from the unWISE survey: Testing the merger-AGN-star formation connection
[arXiv] 2025-12-22 | The stability of log-supermodularity under convolution
[arXiv] 2025-12-22 | Kinetic theory of pattern formation in a generalized multi-species Vicsek model
[arXiv] 2025-12-22 | Newton's method in adaptive iteratively linearized FEM
[arXiv] 2025-12-22 | An analogue of Rognes' connectivity conjecture for free groups
[arXiv] 2025-12-22 | The EU Quantum Flagship's Key Performance Indicators for Quantum Computing
[arXiv] 2025-12-22 | Clifford Volume and Free Fermion Volume: Complementary Scalable Benchmarks for Quantum Computers
[arXiv] 2025-12-22 | Quantum and classical algorithms for daily railway rolling stock circulation plans
[arXiv] 2025-12-22 | A Framework for Deploying Learning-based Quadruped Loco-Manipulation
[arXiv] 2025-12-22 | Weak Lensing Mass Calibration of the ACT DR5 Galaxy Clusters with the DES Year 3 Weak Lensing Data
[arXiv] 2025-12-22 | Scalably Enhancing the Clinical Validity of a Task Benchmark with Physician Oversight
[arXiv] 2025-12-22 | Supersymmetric Holomorphic Masses in AdS/CFT with Flavour
[arXiv] 2025-12-22 | Pushing the Frontier of Audiovisual Perception with Large-Scale Multimodal Correspondence Learning
[arXiv] 2025-12-22 | Visual-Aware CoT: Achieving High-Fidelity Visual Consistency in Unified Models
[arXiv] 2025-12-22 | Detecting Coordinated Activities Through Temporal, Multiplex, and Collaborative Analysis
[arXiv] 2025-12-22 | Kitaev interactions of the spin-orbit coupled magnet UO2
[arXiv] 2025-12-22 | One-Loop Renormalization of Anisotropic Two-Scalar Quantum Field Theories
[arXiv] 2025-12-22 | Pivotal Module Categories, Factorization Homology and Modular Invariant Modified Traces
[arXiv] 2025-12-22 | Are Primordial Black Holes Truly Fine-Tuned?
[arXiv] 2025-12-22 | Beyond CLIP: Knowledge-Enhanced Multimodal Transformers for Cross-Modal Alignment in Diabetic Retinopathy Diagnosis
[arXiv] 2025-12-22 | A High-Resolution NUV Transmission Spectrum of KELT-9b: Mg II and Fe II Escaping from the Hottest Known Giant Planet
[arXiv] 2025-12-22 | Clustering with Label Consistency
[arXiv] 2025-12-22 | A Composite Theory of Higgs and Flavour
[arXiv] 2025-12-22 | More code, less validation: Risk factors for over-reliance on AI coding tools among scientists
[arXiv] 2025-12-22 | Generative diffusion models for agricultural AI: plant image generation, indoor-to-outdoor translation, and expert preference alignment
[arXiv] 2025-12-22 | Quantization of Random Homogeneous Self-Similar Measures
[arXiv] 2025-12-22 | Energy bounds and ergoregion instability in Einstein-Maxwell-Scalar field models
[arXiv] 2025-12-22 | Quark-mass effects in gradient-flow observables through next-to-next-to-leading order in QCD
[arXiv] 2025-12-22 | MapTrace: Scalable Data Generation for Route Tracing on Maps
[arXiv] 2025-12-22 | Nonequilibrium quantum thermometry with noncommutative system-bath couplings
[arXiv] 2025-12-22 | The Lorentzian Calderón problem on vector bundles
[arXiv] 2025-12-22 | Chromatic Polynomial Evaluation Spectra
[arXiv] 2025-12-22 | Possibilistic Inferential Models for Post-Selection Inference in High-Dimensional Linear Regression
[arXiv] 2025-12-22 | Increasing the Thinking Budget is Not All You Need
[arXiv] 2025-12-22 | Non-local-in-time structure formation and sixth-order galaxy bias
[arXiv] 2025-12-22 | Deep Learning for Primordial $B$-mode Extraction
[arXiv] 2025-12-22 | Owning the Intelligence: Global AI Patents Landscape and Europe's Quest for Technological Sovereignty
[arXiv] 2025-12-22 | Do low-redshift observations open the doors to an open universe?
[arXiv] 2025-12-22 | On Network-Aware Semantic Communication and Edge-Cloud Collaborative Intelligence Systems
[arXiv] 2025-12-22 | CARE What Fails: Contrastive Anchored-REflection for Verifiable Multimodal
[arXiv] 2025-12-22 | ActAvatar: Temporally-Aware Precise Action Control for Talking Avatars
[arXiv] 2025-12-22 | Algerian Dialect
[arXiv] 2025-12-22 | On the basic sequence structure of variable exponent Lebesgue spaces
[arXiv] 2025-12-22 | Probability Conservation, Liouville Measure, and the Symplectic Origin of Hamiltonian Dynamics
[arXiv] 2025-12-22 | A perturbed preconditioned gradient descent method for the unconstrained minimization of composite objectives
[arXiv] 2025-12-22 | Computational Design of Metal-Free Porphyrin Dyes for Sustainable Dye-Sensitized Solar Cells Informing Energy Informatics and Decision Support
[arXiv] 2025-12-22 | Deep Learning for Unrelated-Machines Scheduling: Handling Variable Dimensions
[arXiv] 2025-12-22 | Spiking and Resetting
[arXiv] 2025-12-22 | Spin Response of a Magnetic Monopole and Quantum Hall Response in Topological Lattice Models through Local Invariants and Light
[arXiv] 2025-12-22 | Six-loop gravitational interactions at the sixth post-Newtonian order
[arXiv] 2025-12-22 | Time-domain anode-decoupling co-design for a floating MCP TOF-MS readout
[arXiv] 2025-12-22 | Fare Zone Assignment
[arXiv] 2025-12-22 | Predicting coronal mass ejection travel times using enhanced model-guided machine learning
[arXiv] 2025-12-22 | A Dataset and Preliminary Study of Using GPT-5 for Code-change Impact Analysis
[arXiv] 2025-12-22 | Quantum critical theories in a periodic potential: strange metallic thermoelectric and magneto-transport
[arXiv] 2025-12-22 | GLUE: Generative Latent Unification of Expertise-Informed Engineering Models
[arXiv] 2025-12-22 | Ferro-hydrodynamics of droplet necking filaments
[arXiv] 2025-12-22 | D2Pruner: Debiased Importance and Structural Diversity for MLLM Token Pruning
[arXiv] 2025-12-22 | Binary Kernel Logistic Regression: a sparsity-inducing formulation and a convergent decomposition training algorithm
[arXiv] 2025-12-22 | An Inverse Scattering Inspired Fourier Neural Operator for Time-Dependent PDE Learning
[arXiv] 2025-12-22 | A Computationally Efficient Framework for Overlapping Community Detection in Large Bipartite Graphs
[arXiv] 2025-12-22 | Arithmetic Bohr radius and Local Banach space theory
[arXiv] 2025-12-22 | Brain-Grounded Axes for Reading and Steering LLM States
[arXiv] 2025-12-22 | Holographic correlators from multi-mode AdS$_5$ bubbling geometries
[arXiv] 2025-12-22 | A Critical Assessment of Pattern Comparisons Between POD and Autoencoders in Intraventricular Flows
[arXiv] 2025-12-22 | A deterministic approach for integrating an emitter in a nanocavity with subwavelength light confinement
[arXiv] 2025-12-22 | Reentrant Localization in Quasiperiodic Thue-Morse Chain
[arXiv] 2025-12-22 | Learning General Policies with Policy Gradient Methods
[arXiv] 2025-12-22 | Left invariant complex Finsler metrics on a complex Lie group
[arXiv] 2025-12-22 | PENDULUM: A Benchmark for Assessing Sycophancy in Multimodal Large Language Models
[arXiv] 2025-12-22 | Generation of near GeV protons by tightly focused laser interacting with down-ramp density plasma
[arXiv] 2025-12-22 | A hybrid-Hill estimator enabled by heavy-tailed block maxima
[arXiv] 2025-12-22 | Real-time propagators resummed with nontrivial boundary wavefunctions in a constant electric field
[arXiv] 2025-12-22 | Orthogonal Approximate Message Passing with Optimal Spectral Initializations for Rectangular Spiked Matrix Models
[arXiv] 2025-12-22 | A Logical View of GNN-Style Computation and the Role of Activation Functions
[arXiv] 2025-12-22 | Stochastic assignment games for Mobility-as-a-Service markets
[arXiv] 2025-12-22 | A New Approach to Defining Cochain Complexes for dual Leibniz algebra
[arXiv] 2025-12-22 | Quantum Altermagnetic Instability in Disordered Metals
[arXiv] 2025-12-22 | Optical Follow-Up Strategies for the Next Neutrino-Detected Galactic Core-Collapse Supernova
[arXiv] 2025-12-22 | Comparison and Evaluation of Different Simulation Environments for Rigid Body Systems
[arXiv] 2025-12-22 | Locally constrained inverse curvature flow and Alexandrov-Fenchel type inequalities in de Sitter space
[arXiv] 2025-12-22 | Hand-Aware Egocentric Motion Reconstruction with Sequence-Level Context
[arXiv] 2025-12-22 | Active diffusing crystals in a 2D non-equilibrium system
[arXiv] 2025-12-22 | Sonified Quantum Seizures. Sonification of time series in epileptic seizures and simulation of seizures via quantum modelling
[arXiv] 2025-12-22 | Are All Data Necessary? Efficient Data Pruning for Large-scale Autonomous Driving Dataset via Trajectory Entropy Maximization
[arXiv] 2025-12-22 | Observations of the 21 cm HI Line from the Milky Way galaxy using Pyramidal Horn Radio Telescope
[arXiv] 2025-12-22 | A classification of four-tuples of spinors of a ten dimensional space
[arXiv] 2025-12-22 | The number of rooted spanning forests of bicirculant graphs
[arXiv] 2025-12-22 | Small Language Models as Compiler Experts: Auto-Parallelization for Heterogeneous Systems
[arXiv] 2025-12-22 | Towards DM-free search for Fast Radio Bursts with Machine Learning -- I. An implementation on multibeam data
[arXiv] 2025-12-22 | A Reverse Reachable Set Based Approach for Motif Oriented Profit maximization in Social Networks
[arXiv] 2025-12-22 | DeliveryBench: Can Agents Earn Profit in Real World?
[arXiv] 2025-12-22 | 3-path-connectivity of Cayley graphs generated by wheel graphs
[arXiv] 2025-12-22 | Towards Minimal Fine-Tuning of VLMs
[arXiv] 2025-12-22 | Static plane symmetric solutions in $f(Q)$ gravity
[arXiv] 2025-12-22 | Highly efficient multi-chromatic Raman microlasers from cavity polygon modes on thin-film lithium niobate platform
[arXiv] 2025-12-22 | Modular Landfill Remediation for AI Grid Resilience
[arXiv] 2025-12-22 | Parallelization of Welded Links
[arXiv] 2025-12-22 | Activations as Features: Probing LLMs for Generalizable Essay Scoring Representations
[arXiv] 2025-12-22 | Confining nonlinear electrodynamics black holes: from thermodynamic phases to high-frequency phenomena with accretion process
[arXiv] 2025-12-22 | A Gauss-Newton-Induced Structure-Exploiting Algorithm for Differentiable Optimal Control
[arXiv] 2025-12-22 | The IXPE and multifrequency polarimetric view of the extreme blazars 1ES 1101-232 and RGB J0710+591
[arXiv] 2025-12-22 | PEDESTRIAN: An Egocentric Vision Dataset for Obstacle Detection on Pavements
[arXiv] 2025-12-22 | Deformation and Stress Evolution during Laser Powder Bed Fusion of Semi-Crystalline Polyamide-12
[arXiv] 2025-12-22 | Towards a collaborative digital platform for railway infrastructure projects
[arXiv] 2025-12-22 | Optical design and characterization of a multi-depth vision simulator
[arXiv] 2025-12-22 | Investigations on heavy quarkonium hybrid mesons with exotic quantum numbers $J^{PC}=2^{+-}$
[arXiv] 2025-12-22 | Kirwan polytopes in the real setting
[arXiv] 2025-12-22 | AMap: Distilling Future Priors for Ahead-Aware Online HD Map Construction
[arXiv] 2025-12-22 | A Smoluchowski equation for a sheared suspension of frictionally interacting rods
[arXiv] 2025-12-22 | Assessing the impact of the electron ion collider in China on Deeply Virtual Compton Scattering
[arXiv] 2025-12-22 | Height and Energy Evolution of X-ray Double Sources in a Solar Flare
[arXiv] 2025-12-22 | Quiver braid group action for a 3-fold crepant resolution
[arXiv] 2025-12-22 | Minimizing movements for quasilinear Keller--Segel systems with nonlinear mobility in weighted Wasserstein metrics
[arXiv] 2025-12-22 | Evidential Trust-Aware Model Personalization in Decentralized Federated Learning for Wearable IoT
[arXiv] 2025-12-22 | ShadowBlock: Efficient Dynamic Anonymous Blocklisting and Its Cross-chain Application
[arXiv] 2025-12-22 | On the logarithmic Love number of black holes beyond general relativity
[arXiv] 2025-12-22 | The Simons Observatory: Detector Polarization Angle Calibration using Sparse Wire Grid with Initial Data Sets of the Small Aperture Telescope
[arXiv] 2025-12-22 | Dual Model Deep Learning for Alzheimer Prognostication
[arXiv] 2025-12-22 | Mamba-Based Modality Disentanglement Network for Multi-Contrast MRI Reconstruction
[arXiv] 2025-12-22 | A Large Language Model Based Method for Complex Logical Reasoning over Knowledge Graphs
[arXiv] 2025-12-22 | JoyVoice: Long-Context Conditioning for Anthropomorphic Multi-Speaker Conversational Synthesis
[arXiv] 2025-12-22 | Retrieving Objects from 3D Scenes with Box-Guided Open-Vocabulary Instance Segmentation
[arXiv] 2025-12-22 | Spin density matrix of baryon-antibaryon pairs in electron-positron annihilation with $P$ and $CP$ violation including electron mass
[arXiv] 2025-12-22 | Chromatic numbers for contact graphs of congruent cuboids
[arXiv] 2025-12-22 | Watch Closely: Mitigating Object Hallucinations in Large Vision-Language Models with Disentangled Decoding
[arXiv] 2025-12-22 | Can abstract concepts from LLM improve SLM performance?
[arXiv] 2025-12-22 | On the complexity of computing Strahler numbers
[arXiv] 2025-12-22 | On the Diversity of Pulsar's Frequency-Dependent Circular Polarization
[arXiv] 2025-12-22 | The energy-speed relationship of quantum particles challenges Bohmian mechanics?
[arXiv] 2025-12-22 | WaTeRFlow: Watermark Temporal Robustness via Flow Consistency
[arXiv] 2025-12-22 | Brion atoms for classical types
