[2026-02-11 09:40:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-10
正在获取论文...
[arXiv] 2026-02-10 | Hecke curves in Frobenius strata of moduli space of rank 2 vector bundles
[arXiv] 2026-02-10 | Parameter and hidden-state inference in mean-field models from partial observations of finite-size neural networks
[arXiv] 2026-02-10 | SCA-Net: Spatial-Contextual Aggregation Network for Enhanced Small Building and Road Change Detection
[arXiv] 2026-02-10 | Origin of Moiré Potentials in WS$_2$/WSe$_2$ Heterobilayers: Contributions from Lattice Reconstruction and Interlayer Charge Transfer
[arXiv] 2026-02-10 | A Universal Action Space for General Behavior Analysis
[arXiv] 2026-02-10 | Continuous mixtures of Gaussian processes as models for spatial extremes
[arXiv] 2026-02-10 | Seeing the Goal, Missing the Truth: Human Accountability for AI Bias
[arXiv] 2026-02-10 | Computationally Efficient Replicable Learning of Parities
[arXiv] 2026-02-10 | Computing Conditional Shapley Values Using Tabular Foundation Models
[arXiv] 2026-02-10 | Numerical range and Berezin range of weighted composition operators on weighted Dirichlet spaces
[arXiv] 2026-02-10 | FD-DB: Frequency-Decoupled Dual-Branch Network for Unpaired Synthetic-to-Real Domain Translation
[arXiv] 2026-02-10 | ArtifactLens: Hundreds of Labels Are Enough for Artifact Detection with VLMs
[arXiv] 2026-02-10 | LLM-Grounded Dynamic Task Planning with Hierarchical Temporal Logic for Human-Aware Multi-Robot Collaboration
[arXiv] 2026-02-10 | Toward Linking Declined Proposals and Source Code: An Exploratory Study on the Go Repository
[arXiv] 2026-02-10 | Bounded Modal Logic
[arXiv] 2026-02-10 | From Average Sensitivity to Small-Loss Regret Bounds under Random-Order Model
[arXiv] 2026-02-10 | Taming the Monster Every Context: Complexity Measure and Unified Framework for Offline-Oracle Efficient Contextual Bandits
[arXiv] 2026-02-10 | Motion Compensation for Multiple-Input-Multiple-Output Inverse Synthetic Aperture Imaging of Automotive Targets
[arXiv] 2026-02-10 | Performance Analysis of Millimeter Wave Radar Waveforms for Integrated Sensing and Communication
[arXiv] 2026-02-10 | Conceptual Cultural Index: A Metric for Cultural Specificity via Relative Generality
[arXiv] 2026-02-10 | Principal spectral theory and asymptotic analysis for time-periodic cooperative systems with temporally nonlocal dispersal
[arXiv] 2026-02-10 | SceneReVis: A Self-Reflective Vision-Grounded Framework for 3D Indoor Scene Synthesis via Multi-turn RL
[arXiv] 2026-02-10 | First-order friction models with bristle dynamics: lumped and distributed formulations
[arXiv] 2026-02-10 | Near-optimal entanglement-communication tradeoffs for remote state preparation
[arXiv] 2026-02-10 | Bridging the Modality Gap in Roadside LiDAR: A Training-Free Vision-Language Model Framework for Vehicle Classification
[arXiv] 2026-02-10 | First Nuclear Ultra-Heavy Dark Matter Search in Argon Time Projection Chambers with the DarkSide-50 Experiment
[arXiv] 2026-02-10 | Stability and Concentration in Nonlinear Inverse Problems with Block-Structured Parameters: Lipschitz Geometry, Identifiability, and an Application to Gaussian Splatting
[arXiv] 2026-02-10 | Finite-time Stable Pose Estimation on TSE(3) using Point Cloud and Velocity Sensors
[arXiv] 2026-02-10 | K-Sort Eval: Efficient Preference Evaluation for Visual Generation via Corrected VLM-as-a-Judge
[arXiv] 2026-02-10 | Accelerating Post-Quantum Cryptography via LLM-Driven Hardware-Software Co-Design
[arXiv] 2026-02-10 | LLMAC: A Global and Explainable Access Control Framework with Large Language Model
[arXiv] 2026-02-10 | TVTSyn: Content-Synchronous Time-Varying Timbre for Streaming Voice Conversion and Anonymization
[arXiv] 2026-02-10 | Scaffolding Metacognition with GenAI: Exploring Design Opportunities to Support Task Management for University Students with ADHD
[arXiv] 2026-02-10 | The Trouble with Weak Values
[arXiv] 2026-02-10 | LingxiDiagBench: A Multi-Agent Framework for Benchmarking LLMs in Chinese Psychiatric Consultation and Diagnosis
[arXiv] 2026-02-10 | AgentSkiller: Scaling Generalist Agent Intelligence through Semantically Integrated Cross-Domain Data Synthesis
[arXiv] 2026-02-10 | Interplay of Quantum Size Effect and Tensile Strain on Surface Morphology of Sn(100) Islands
[arXiv] 2026-02-10 | The Similarity Control Problem with Required Events
[arXiv] 2026-02-10 | Regularized geometric quantiles and universal linear distribution functionals
[arXiv] 2026-02-10 | Supervised Learning of Functional Outcomes with Predictors at Different Scales: A Functional Gaussian Process Approach
[arXiv] 2026-02-10 | Constructing Dimension-8 SMEFT from Conserved Currents
[arXiv] 2026-02-10 | Beyond Uniform Credit: Causal Credit Assignment for Policy Optimization
[arXiv] 2026-02-10 | Spin-entanglement of an atomic pair through coupling to their thermal motion
[arXiv] 2026-02-10 | LLM-CoOpt: A Co-Design and Optimization Framework for Efficient LLM Inference on Heterogeneous Platforms
[arXiv] 2026-02-10 | How Far Can You Grow? Characterizing the Extrapolation Frontier of Graph Generative Models for Materials Science
[arXiv] 2026-02-10 | Reward Modeling for Reinforcement Learning-Based LLM Reasoning: Design, Challenges, and Evaluation
[arXiv] 2026-02-10 | Synthetic Reflections on Resource Extraction
[arXiv] 2026-02-10 | Measuring Privacy Risks and Tradeoffs in Financial Synthetic Data Generation
[arXiv] 2026-02-10 | Human Control Is the Anchor, Not the Answer: Early Divergence of Oversight in Agentic AI Communities
[arXiv] 2026-02-10 | The Complexity of Proper Equilibrium in Extensive-Form and Polytope Games
[arXiv] 2026-02-10 | CAPID: Context-Aware PII Detection for Question-Answering Systems
[arXiv] 2026-02-10 | BagelVLA: Enhancing Long-Horizon Manipulation via Interleaved Vision-Language-Action Generation
[arXiv] 2026-02-10 | Sample- and Hardware-Efficient Fidelity Estimation by Stripping Phase-Dominated Magic
[arXiv] 2026-02-10 | Is Memorization Helpful or Harmful? Prior Information Sets the Threshold
[arXiv] 2026-02-10 | Learning with Multiple Correct Answers -- A Trichotomy of Regret Bounds under Different Feedback Models
[arXiv] 2026-02-10 | Instruct2Act: From Human Instruction to Actions Sequencing and Execution via Robot Action Network for Robotic Manipulation
[arXiv] 2026-02-10 | Beyond Input-Output: Rethinking Creativity through Design-by-Analogy in Human-AI Collaboration
[arXiv] 2026-02-10 | Initial-Condition-Robust Inference in Autoregressive Models
[arXiv] 2026-02-10 | Learning Agile Quadrotor Flight in the Real World
[arXiv] 2026-02-10 | Constraining long-lived dark sector particles with CMB and Lyman-$α$
[arXiv] 2026-02-10 | Failure to track a stable AMOC state under rapid climate change
[arXiv] 2026-02-10 | Finite integration time can shift optimal sensitivity away from criticality
[arXiv] 2026-02-10 | Online Learning in MDPs with Partially Adversarial Transitions and Losses
[arXiv] 2026-02-10 | Biases in the Blind Spot: Detecting What LLMs Fail to Mention
[arXiv] 2026-02-10 | Measurement of the Full Shape of the Thermal Sunyaev-Zeldovich Power Spectrum from South Pole Telescope and {\it Herschel}-SPIRE Observations
[arXiv] 2026-02-10 | Robo3R: Enhancing Robotic Manipulation with Accurate Feed-Forward 3D Reconstruction
[arXiv] 2026-02-10 | Towards Explainable Federated Learning: Understanding the Impact of Differential Privacy
[arXiv] 2026-02-10 | UniVTAC: A Unified Simulation Platform for Visuo-Tactile Manipulation Data Generation, Learning, and Benchmarking
[arXiv] 2026-02-10 | CODE-SHARP: Continuous Open-ended Discovery and Evolution of Skills as Hierarchical Reward Programs
[arXiv] 2026-02-10 | An eigenvalue problem for a generalized polyharmonic operator in Orlicz-Sobolev spaces without the $Δ_2$-condition
[arXiv] 2026-02-10 | The Too Visible QCD Axion
[arXiv] 2026-02-10 | Infinitely many Lefschetz pencils on ruled surfaces
[arXiv] 2026-02-10 | Artisan: Agentic Artifact Evaluation
[arXiv] 2026-02-10 | Optimistic World Models: Efficient Exploration in Model-Based Deep Reinforcement Learning
[arXiv] 2026-02-10 | Simple Image Processing and Similarity Measures Can Link Data Samples across Databases through Brain MRI
[arXiv] 2026-02-10 | Design of experiments characterising heat conduction in magnetised, weakly collisional plasma
[arXiv] 2026-02-10 | Effectiveness of Binary Autoencoders for QUBO-Based Optimization Problems
[arXiv] 2026-02-10 | Entropy formula for surface diffeomorphisms
[arXiv] 2026-02-10 | Position: Message-passing and spectral GNNs are two sides of the same coin
[arXiv] 2026-02-10 | Optimal PRGs for Low-Degree Polynomials over Polynomial-Size Fields
[arXiv] 2026-02-10 | Overview of the TREC 2025 RAGTIME Track
[arXiv] 2026-02-10 | Acceleration for Polyak-Łojasiewicz Functions with a Gradient Aiming Condition
[arXiv] 2026-02-10 | Online Selective Conformal Prediction with Asymmetric Rules: A Permutation Test Approach
[arXiv] 2026-02-10 | Kunlun: Establishing Scaling Laws for Massive-Scale Recommendation Systems through Unified Architecture Design
[arXiv] 2026-02-10 | A Task-Centric Theory for Iterative Self-Improvement with Easy-to-Hard Curricula
[arXiv] 2026-02-10 | ESTAR: Early-Stopping Token-Aware Reasoning For Efficient Inference
[arXiv] 2026-02-10 | Emergence of a Luttinger Liquid Phase in an Array of Chiral Molecules
[arXiv] 2026-02-10 | Empirical Stability Analysis of Kolmogorov-Arnold Networks in Hard-Constrained Recurrent Physics-Informed Discovery
[arXiv] 2026-02-10 | Universal Foundations of Thermodynamics: Entropy and Energy Beyond Equilibrium and Without Extensivity
[arXiv] 2026-02-10 | Supervised Metric Regularization Through Alternating Optimization for Multi-Regime Physics-Informed Neural Networks
[arXiv] 2026-02-10 | BioME: A Resource-Efficient Bioacoustic Foundational Model for IoT Applications
[arXiv] 2026-02-10 | Elliptic Multiple Polylogarithms with Arbitrary Arguments in \textsc{GiNaC}
[arXiv] 2026-02-10 | ATTNPO: Attention-Guided Process Supervision for Efficient Reasoning
[arXiv] 2026-02-10 | Wandering dynamics of transcendental functions
[arXiv] 2026-02-10 | How can the dual martingale help solving the primal optimal stopping problem?
[arXiv] 2026-02-10 | JMigBench: A Benchmark for Evaluating LLMs on Source Code Migration (Java 8 to Java 11)
[arXiv] 2026-02-10 | A benchmark for video-based laparoscopic skill analysis and assessment
[arXiv] 2026-02-10 | TaCo: A Benchmark for Lossless and Lossy Codecs of Heterogeneous Tactile Data
[arXiv] 2026-02-10 | In-flight calibration of the INTEGRAL/IBIS Compton mode: Application to the Crab Nebula polarization
[arXiv] 2026-02-10 | Real-space topology and charge order in the Haldane-Holstein Model
[arXiv] 2026-02-10 | On integrals of non-autonomous dynamical systems in finite characteristic
[arXiv] 2026-02-10 | Multi-species kinetic models: GENERIC formulation and Fisher information
[arXiv] 2026-02-10 | Resolved Dust Emission and CO Isotopologues in Giant Molecular Clouds of the Andromeda Galaxy
[arXiv] 2026-02-10 | Statistical benchmarking of transformer models in low signal-to-noise time-series forecasting
[arXiv] 2026-02-10 | The Deformed Dirac Oscillator in Linear-Fractional Doubly Special Relativity
[arXiv] 2026-02-10 | Refined DFT recipe and renormalisation of band-edge parameters for electrons in monolayer MoS$_2$ informed by the measured spin-orbit splitting
[arXiv] 2026-02-10 | Reason-IAD: Knowledge-Guided Dynamic Latent Reasoning for Explainable Industrial Anomaly Detection
[arXiv] 2026-02-10 | Step-Size Stability in Stochastic Optimization: A Theoretical Perspective
[arXiv] 2026-02-10 | ARK: A Dual-Axis Multimodal Retrieval Benchmark along Reasoning and Knowledge
[arXiv] 2026-02-10 | Searching for rotational X-ray modulation on TIC 277539431
[arXiv] 2026-02-10 | From FusHa to Folk: Exploring Cross-Lingual Transfer in Arabic Language Models
[arXiv] 2026-02-10 | Homogeneous maximizers of the Blaschke--Santalo-type functionals
[arXiv] 2026-02-10 | Hypernuclear constraints on $ΛN$ and $ΛNN$ interactions
[arXiv] 2026-02-10 | A Controlled Study of Double DQN and Dueling DQN Under Cross-Environment Transfer
[arXiv] 2026-02-10 | SciFlow-Bench: Evaluating Structure-Aware Scientific Diagram Generation via Inverse Parsing
[arXiv] 2026-02-10 | A direct method for doubly nonlinear equations via convexification in spaces of measures and duality
[arXiv] 2026-02-10 | More on 5d Wilson Loops in Higher-Rank Theories and Blowup Equations
[arXiv] 2026-02-10 | Tiny Moves: Game-based Hypothesis Refinement
[arXiv] 2026-02-10 | Fully-automated sleep staging: multicenter validation of a generalizable deep neural network for Parkinson's disease and isolated REM sleep behavior disorder
[arXiv] 2026-02-10 | Variability in Performance of a Machine-Learning Seismicity Catalog: Central Italy, 2016-2017
[arXiv] 2026-02-10 | When Less is More: The LLM Scaling Paradox in Context Compression
[arXiv] 2026-02-10 | Massive disk galaxies with high surface brightness plus low surface brightness stellar disks, hosted by massive dark matter halo -- a TNG50 simulation study
[arXiv] 2026-02-10 | A 4D-STEM Tomographic Framework Assisted by Object Tracking for Nanoparticle Structure Solution
[arXiv] 2026-02-10 | Asymptotic analysis of the Gaussian kernel matrix for partially noisy data in high dimensions
[arXiv] 2026-02-10 | Grounding LTL Tasks in Sub-Symbolic RL Environments for Zero-Shot Generalization
[arXiv] 2026-02-10 | Improving Interpretability of Lexical Semantic Change with Neurobiological Features
[arXiv] 2026-02-10 | Sparse Axonal and Dendritic Delays Enable Competitive SNNs for Keyword Classification
[arXiv] 2026-02-10 | The mixture of glycerin with tartrazine: a solution to reversibly increase tissue transparency for in vitro quantitative phase imaging
[arXiv] 2026-02-10 | Raman Spectroscopic Investigation of Kitaev Quantum Spin Liquids
[arXiv] 2026-02-10 | GenSeg-R1: RL-Driven Vision-Language Grounding for Fine-Grained Referring Segmentation
[arXiv] 2026-02-10 | Rolling Element Bearing Fault Detection and Diagnosis with One-Dimensional Convolutional Neural Network
[arXiv] 2026-02-10 | Contextual and Seasonal LSTMs for Time Series Anomaly Detection
[arXiv] 2026-02-10 | On a generalization of the Brocard--Ramanujan Diophantine equation
[arXiv] 2026-02-10 | Generalizable and Robust Beam Prediction for 6G Networks: An Deep-Learning Framework with Positioning Feature Fusion
[arXiv] 2026-02-10 | Thermodynamic Interpretation of the Kompanneets-Chernov-Kantowski-Sachs Solutions
[arXiv] 2026-02-10 | Community-Centered Resilience Enhancement of Urban Power and Gas Networks via Microgrid Partitioning, Mobile Energy Storage, and Data-Driven Risk Assessment
[arXiv] 2026-02-10 | Gas Line Absorption Mitigation in Hollow-Core Fibre using Spectral Pre-Equalisation
[arXiv] 2026-02-10 | RANT: Ant-Inspired Multi-Robot Rainforest Exploration Using Particle Filter Localisation and Virtual Pheromone Coordination
[arXiv] 2026-02-10 | Asymptotics of multifractal products of spherical random fields
[arXiv] 2026-02-10 | Field-material coupled neural network: A novel prior-free and data-free inverse problem solver for extracting complex dielectric constant in terahertz band
[arXiv] 2026-02-10 | Delayed Pattern Formation in Two-Dimensional Domains
[arXiv] 2026-02-10 | Understanding critical currents in super-conducting cuprate tapes
[arXiv] 2026-02-10 | Blind denoising diffusion models and the blessings of dimensionality
[arXiv] 2026-02-10 | Acyclic complexes of FP-injective modules over Ding-Chen rings
[arXiv] 2026-02-10 | Timing and Memory Telemetry on GPUs for AI Governance
[arXiv] 2026-02-10 | Temperley-Lieb Immanants, Key Positivity, and Demazure Crystals
[arXiv] 2026-02-10 | Quadratic irrational analogues of Ramanujan's series for $1/π$
[arXiv] 2026-02-10 | Not-in-Perspective: Towards Shielding Google's Perspective API Against Adversarial Negation Attacks
[arXiv] 2026-02-10 | Privacy Amplification for BandMF via $b$-Min-Sep Subsampling
[arXiv] 2026-02-10 | Kyrtos: A methodology for automatic deep analysis of graphic charts with curves in technical documents
[arXiv] 2026-02-10 | FM SO.P: A Progressive Task Mixture Framework with Automatic Evaluation for Cross-Domain SOP Understanding
