[2026-04-07 22:38:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-06
正在获取论文...
[arXiv] 2026-04-06 | Strongly Correlated Superconductivity in Twisted Bilayer Graphene: A Gutzwiller Study
[arXiv] 2026-04-06 | Preserving Forgery Artifacts: AI-Generated Video Detection at Native Scale
[arXiv] 2026-04-06 | InCTRLv2: Generalist Residual Models for Few-Shot Anomaly Detection and Segmentation
[arXiv] 2026-04-06 | On the Degeneracy of the Central Configuration Formed by a Regular n-Gon with a Central Mass
[arXiv] 2026-04-06 | Beyond Semantics: Uncovering the Physics of Fakes via Universal Physical Descriptors for Cross-Modal Synthetic Detection
[arXiv] 2026-04-06 | The $\barν$-Invariant of $G_2$-Structures on Aloff-Wallach Spaces
[arXiv] 2026-04-06 | Ruling Out to Rule In: Contrastive Hypothesis Retrieval for Medical Question Answering
[arXiv] 2026-04-06 | Galileon versus Quintessence: A comparative phase space analysis and late-time cosmic relevance
[arXiv] 2026-04-06 | Broken Symmetry-driven Weyl Semimetal Phase in Zn-Substituted EuMn$_2$Sb$_2$
[arXiv] 2026-04-06 | The Gauge-Invariant Mass Function
[arXiv] 2026-04-06 | Paper Espresso: From Paper Overload to Research Insight
[arXiv] 2026-04-06 | Mapping the Exploitation Surface: A 10,000-Trial Taxonomy of What Makes LLM Agents Exploit Vulnerabilities
[arXiv] 2026-04-06 | From BV-BFV Quantization to Reshetikhin-Turaev Invariants
[arXiv] 2026-04-06 | StableTTA: Training-Free Test-Time Adaptation that Improves Model Accuracy on ImageNet1K to 96%
[arXiv] 2026-04-06 | GROW: A Conversational AI Coach for Goals, Reflection, Optimism, and Well-Being
[arXiv] 2026-04-06 | Inference of recoil kicks from binary black hole mergers up to GWTC--4 and their astrophysical implications
[arXiv] 2026-04-06 | PCT-Based Trajectory Tracking for Underactuated Marine Vessels
[arXiv] 2026-04-06 | Signless Laplacian spectral radius of simplicial complexes without $r$-dimensional wheels
[arXiv] 2026-04-06 | Receding-Horizon Control via Drifting Models
[arXiv] 2026-04-06 | ENCRUST: Encapsulated Substitution and Agentic Refinement on a Live Scaffold for Safe C-to-Rust Translation
[arXiv] 2026-04-06 | HDP: A Lightweight Cryptographic Protocol for Human Delegation Provenance in Agentic AI Systems
[arXiv] 2026-04-06 | Reproducibility study on how to find Spurious Correlations, Shortcut Learning, Clever Hans or Group-Distributional non-robustness and how to fix them
[arXiv] 2026-04-06 | MedROI: Codec-Agnostic Region of Interest-Centric Compression for Medical Images
[arXiv] 2026-04-06 | Kleisli semantics and hypergraph composition for Greimasian narrative programs
[arXiv] 2026-04-06 | TM-BSN: Triangular-Masked Blind-Spot Network for Real-World Self-Supervised Image Denoising
[arXiv] 2026-04-06 | Cancellation-free version of the quantum $K$-theoretic divisor axiom for the flag manifold in the quasi-minuscule case
[arXiv] 2026-04-06 | From hyperbolic to complex Euler integrals
[arXiv] 2026-04-06 | Bounded by Risk, Not Capability: Quantifying AI Occupational Substitution Rates via a Tech-Risk Dual-Factor Model
[arXiv] 2026-04-06 | Intercity mobility reveals the hyperbolic geometry of city systems
[arXiv] 2026-04-06 | Empirical Characterization of Rationale Stability Under Controlled Perturbations for Explainable Pattern Recognition
[arXiv] 2026-04-06 | Region of Attraction Estimation for Linear Quadratic Regulator, Linear and Robust Model Predictive Control on a Two-Wheeled Inverted Pendulum
[arXiv] 2026-04-06 | PSY-STEP: Structuring Therapeutic Targets and Action Sequences for Proactive Counseling Dialogue Systems
[arXiv] 2026-04-06 | DeonticBench: A Benchmark for Reasoning over Rules
[arXiv] 2026-04-06 | Explainable Autonomous Cyber Defense using Adversarial Multi-Agent Reinforcement Learning
[arXiv] 2026-04-06 | Gravity/thermodynamics correspondence via black hole shadows
[arXiv] 2026-04-06 | Digital-Analog Quantum Simulation and Computing: A Perspective on Past and Future Developments
[arXiv] 2026-04-06 | Directional Tests of the Cosmic Distance Duality Relation using Pantheon+ and BAO
[arXiv] 2026-04-06 | FAVE: Flow-based Average Velocity Establishment for Sequential Recommendation
[arXiv] 2026-04-06 | Dynamical CP Violation from Non-Invertible Selection Rules
[arXiv] 2026-04-06 | Responses Fall Short of Understanding: Revealing the Gap between Internal Representations and Responses in Visual Document Understanding
[arXiv] 2026-04-06 | Coarse Screening
[arXiv] 2026-04-06 | ReinVBC: A Model-based Reinforcement Learning Approach to Vehicle Braking Controller
[arXiv] 2026-04-06 | Speckle Interferometry of 25 Gaia Two-Parameter Potential Binaries
[arXiv] 2026-04-06 | Ultrafast Non-Volatile Weyl LuminoMem for Mid-Infrared In-Memory Computing
[arXiv] 2026-04-06 | How Alignment Routes: Localizing, Scaling, and Controlling Policy Circuits in Language Models
[arXiv] 2026-04-06 | Characterization of GS20 and CLYC Detectors for Neutron Resonance Transmission Analysis in High Radiation Environments
[arXiv] 2026-04-06 | Reinforce to Learn, Elect to Reason: A Dual Paradigm for Video Reasoning
[arXiv] 2026-04-06 | String Representation in Suffixient Set Size Space
[arXiv] 2026-04-06 | Measurement-enhanced entanglement in a monitored superconducting chain
[arXiv] 2026-04-06 | Towards Considerate Human-Robot Coexistence: A Dual-Space Framework of Robot Design and Human Perception in Healthcare
[arXiv] 2026-04-06 | Integer-Only Operations on Extreme Learning Machine Test Time Classification
[arXiv] 2026-04-06 | Perverse Extensions and Limiting Mixed Hodge Structures for Conifold Degenerations
[arXiv] 2026-04-06 | Cognibit: From Digital Exhaustion to Real-World Connection Through Gamified Territory Control and LLM-Powered Twin Networking
[arXiv] 2026-04-06 | OmniSonic: Towards Universal and Holistic Audio Generation from Video and Text
[arXiv] 2026-04-06 | On the Optimality of Reduced-Order Models for Band Structure Computations: A Kolmogorov $n$-Width Perspective
[arXiv] 2026-04-06 | Calibrating Forms for Minimal Graphs in Arbitrary Codimension
[arXiv] 2026-04-06 | Fully Procedural Synthetic Data from Simple Rules for Multi-View Stereo
[arXiv] 2026-04-06 | Vero: An Open RL Recipe for General Visual Reasoning
[arXiv] 2026-04-06 | Analyzing Symbolic Properties for DRL Agents in Systems and Networking
[arXiv] 2026-04-06 | HI-MoE: Hierarchical Instance-Conditioned Mixture-of-Experts for Object Detection
[arXiv] 2026-04-06 | Counting geodesic paths in graphs
[arXiv] 2026-04-06 | Fast Radio Burst Dispersion Measure--Timing Cross-Correlations: Bias Self-Calibration and Primordial Non-Gaussianity Constraints
[arXiv] 2026-04-06 | Agentic Federated Learning: The Future of Distributed Training Orchestration
[arXiv] 2026-04-06 | Muon Dynamics as a Spectral Wasserstein Flow
[arXiv] 2026-04-06 | Cloning Encrypted Quantum States in Arbitrary Dimensions
[arXiv] 2026-04-06 | Probing Unification Scenarios with Big Bang Nucleosynthesis
[arXiv] 2026-04-06 | Optimizing LLM Prompt Engineering with DSPy Based Declarative Learning
[arXiv] 2026-04-06 | MemMachine: A Ground-Truth-Preserving Memory System for Personalized AI Agents
[arXiv] 2026-04-06 | Full-Duplex-Bench-v3: Benchmarking Tool Use for Full-Duplex Voice Agents Under Real-World Disfluency
[arXiv] 2026-04-06 | Joint Fullband-Subband Modeling for High-Resolution SingFake Detection
[arXiv] 2026-04-06 | Detecting gravitational waves by emission of photons from charged Weber bars
[arXiv] 2026-04-06 | When One Sensor Fails: Tolerating Dysfunction in Multi-Sensor Prototypes
[arXiv] 2026-04-06 | A Robust SINDy Autoencoder for Noisy Dynamical System Identification
[arXiv] 2026-04-06 | Bridging Data-Driven Reachability Analysis and Statistical Estimation via Constrained Matrix Convex Generators
[arXiv] 2026-04-06 | SysTradeBench: An Iterative Build-Test-Patch Benchmark for Strategy-to-Code Trading Systems with Drift-Aware Diagnostics
[arXiv] 2026-04-06 | MIRAGE: Online LLM Simulation for Microservice Dependency Testing
[arXiv] 2026-04-06 | Problems and results on intersections of product sets and sumsets in semigroups
[arXiv] 2026-04-06 | Precision QCD with the Electron-Ion Collider
[arXiv] 2026-04-06 | Undetectable Conversations Between AI Agents via Pseudorandom Noise-Resilient Key Exchange
[arXiv] 2026-04-06 | Active Sequential Signal Detection with Asynchronous Decisions
[arXiv] 2026-04-06 | LEAN-3D: Low-latency Hierarchical Point Cloud Codec for Mobile 3D Streaming
[arXiv] 2026-04-06 | Sampling Parallelism for Fast and Efficient Bayesian Learning
[arXiv] 2026-04-06 | Discovering Failure Modes in Vision-Language Models using RL
[arXiv] 2026-04-06 | A Multi-Agent Framework for Democratizing XR Content Creation in K-12 Classrooms
[arXiv] 2026-04-06 | Phonon-phonon interaction as a control knob for multimode splitting in a two mirror parametrically assisted optomechanical cavity
[arXiv] 2026-04-06 | CP-violation effects in neutral meson oscillations in the left-right weak interaction model
[arXiv] 2026-04-06 | Enhancing astrometric registration of Chinese historical Astronomical Digital Plates with deep learning
[arXiv] 2026-04-06 | Global Linearization of Parameterized Nonlinear Systems with Stable Equilibrium Point Using the Koopman Operator
[arXiv] 2026-04-06 | Bounded Autonomy: Controlling LLM Characters in Live Multiplayer Games
[arXiv] 2026-04-06 | Performance Analysis of STAR-RIS-Assisted NOMA Wireless Systems with Realistic Indoor Outdoor THz Channel Models
[arXiv] 2026-04-06 | Physical currents for stochastic Einstein-Podolsky-Rosen quantum trajectories
[arXiv] 2026-04-06 | Explainable Machine Learning for Sepsis Outcome Prediction Using a Novel Romanian Electronic Health Record Dataset
[arXiv] 2026-04-06 | Gauge-invariant ideal structure of C*-algebras associated with proper product systems over $\mathbb{Z}_+^d$
[arXiv] 2026-04-06 | EHT-Constrained Analysis of Shadow Deformation in Quantum-Improved Rotating Non-Singular Magnetic Monopole
[arXiv] 2026-04-06 | Sample Complexity for Markov Decision Processes and Stochastic Optimal Control with Static Risk Measures
[arXiv] 2026-04-06 | Subset Balancing and Generalized Subset Sum via Lattices
[arXiv] 2026-04-06 | Erasure or Erosion? Evaluating Compositional Degradation in Unlearned Text-To-Image Diffusion Models
[arXiv] 2026-04-06 | From Hallucination to Scheming: A Unified Taxonomy and Benchmark Analysis for LLM Deception
[arXiv] 2026-04-06 | Cheap Talk, Empty Promise: Frontier LLMs easily break public promises for self-interest
[arXiv] 2026-04-06 | On the $(\leq p)$-inversion diameter of oriented graphs
[arXiv] 2026-04-06 | QED-Nano: Teaching a Tiny Model to Prove Hard Theorems
[arXiv] 2026-04-06 | Lattice studies of chimera baryons in Sp(4) gauge theory
[arXiv] 2026-04-06 | PINNs in PDE Constrained Optimal Control Problems: Direct vs Indirect Methods
[arXiv] 2026-04-06 | Superradiant Suppression of Non-minimally Coupled Scalar fields for a Rotating Charged dS Black Hole in Conformal Weyl Gravity
[arXiv] 2026-04-06 | LP-GEMM: Integrating Layout Propagation into GEMM Operations
[arXiv] 2026-04-06 | On the Tame Isotropy Group of Locally Finite Derivations of K[X,Y]
[arXiv] 2026-04-06 | Comprehensive List of User Deception Techniques in Emails
[arXiv] 2026-04-06 | Empowering Power Outage Prediction with Spatially Aware Hybrid Graph Neural Networks and Contrastive Learning
[arXiv] 2026-04-06 | SpatialEdit: Benchmarking Fine-Grained Image Spatial Editing
[arXiv] 2026-04-06 | How AI Aggregation Affects Knowledge
[arXiv] 2026-04-06 | ClickAIXR: On-Device Multimodal Vision-Language Interaction with Real-World Objects in Extended Reality
[arXiv] 2026-04-06 | Demonstrating SIMA-Play: A Serious Game for Forest Management Decision-Making through Board Game and Digital Simulation
[arXiv] 2026-04-06 | On Semisymmetric Height and a Multidimensional Generalization of Weighted Catalan Numbers
[arXiv] 2026-04-06 | Measuring Depth of Matroids
[arXiv] 2026-04-06 | Data Attribution in Adaptive Learning
[arXiv] 2026-04-06 | Towards Policy-Enabled Multi-Hop Routing for Cross-Chain Message Delivery
[arXiv] 2026-04-06 | An improved bound for sumsets of thick compact sets via the Shapley--Folkman theorem
[arXiv] 2026-04-06 | Electron and phonon spectrum in a metallic nanohybrid
[arXiv] 2026-04-06 | On a Problem of M. Kac on Laplace Distributions
[arXiv] 2026-04-06 | The formation of a weak null singularity in the interior of generic rotating black holes
[arXiv] 2026-04-06 | Incompleteness of AI Safety Verification via Kolmogorov Complexity
[arXiv] 2026-04-06 | DIRECT: Video Mashup Creation via Hierarchical Multi-Agent Planning and Intent-Guided Editing
[arXiv] 2026-04-06 | Synthetic Sandbox for Training Machine Learning Engineering Agents
[arXiv] 2026-04-06 | Measurement of the galaxy-velocity power spectrum of DESI tracers with the kinematic Sunyaev-Zeldovich effect using DESI DR2 and ACT DR6
[arXiv] 2026-04-06 | Unified Vector Floorplan Generation via Markup Representation
[arXiv] 2026-04-06 | Bounding the Gap Between Zeros of the Variable- Parameter Confluent Hypergeometric Function
[arXiv] 2026-04-06 | Less Detail, Better Answers: Degradation-Driven Prompting for VQA
[arXiv] 2026-04-06 | Toward Quantum Simulation of SU(2) Gauge Theory using Non-Compact Variables
[arXiv] 2026-04-06 | The Delay Time Distribution of Tidal Disruption Events
[arXiv] 2026-04-06 | Failure of the strong feasible disjunction property
[arXiv] 2026-04-06 | Drinfeld-Xu bialgebroid 2-cocycles twist the antipode
[arXiv] 2026-04-06 | A Validated Taxonomy on Software Energy Smells
[arXiv] 2026-04-06 | On a $_2F_1\big(\frac{1}{4}\big)$-identity due to Gosper
[arXiv] 2026-04-06 | Flare Impulsive-phase Durations
[arXiv] 2026-04-06 | Multi-Modal Sensor Fusion using Hybrid Attention for Autonomous Driving
[arXiv] 2026-04-06 | AvatarPointillist: AutoRegressive 4D Gaussian Avatarization
[arXiv] 2026-04-06 | Canonical Uncertainty Relations for Madelung Variables in Curved Spacetime
[arXiv] 2026-04-06 | QCommute: a tool for symbolic computation of nested commutators in quantum many-body spin-1/2 systems
[arXiv] 2026-04-06 | Colonial Rule and Religious Change: Evidence from Africa's Colonial Borders
[arXiv] 2026-04-06 | Collaborative Altruistic Safety in Coupled Multi-Agent Systems
[arXiv] 2026-04-06 | New Solutions for RG Equations in QCD
[arXiv] 2026-04-06 | The Lyapin's notebook: a collection of unsolved problems in Semigroup Theory
[arXiv] 2026-04-06 | Darkness Visible: Reading the Exception Handler of a Language Model
[arXiv] 2026-04-06 | Extremum Seeking of Static Maps in the Presence of Unknown Large Time-Varying Delays
[arXiv] 2026-04-06 | Hydrogen Inventory Simulations for PFCs (HISP)
[arXiv] 2026-04-06 | The Energy Cost of Execution-Idle in GPU Clusters
[arXiv] 2026-04-06 | Economic Security of VDF-Based Randomness Beacons: Models, Thresholds, and Design Guidelines
[arXiv] 2026-04-06 | ACHEM: A Real-Time Digital Twin Framework with Channel and Radio Emulation
[arXiv] 2026-04-06 | Artificial Intelligence and Cost Reduction in Public Higher Education: A Scoping Review of Emerging Evidence
[arXiv] 2026-04-06 | Exact Methods for the Generalized Multiple Strip Packing Problem with Heterogeneous Costs
[arXiv] 2026-04-06 | Bridging Safety and Security in Complex Systems: A Model-Based Approach with SAFT-GT Toolchain
[arXiv] 2026-04-06 | IDIOLEX: Unified and Continuous Representations for Idiolectal and Stylistic Variation
[arXiv] 2026-04-06 | Mestra: Exploring Migration on Virtualized CGRAs
[arXiv] 2026-04-06 | Pickalo: Leveraging 6D Pose Estimation for Low-Cost Industrial Bin Picking
[arXiv] 2026-04-06 | Teaching Empathy in Software Engineering Education in the Age of Artificial Intelligence
[arXiv] 2026-04-06 | Natural SUSY with mixed axion/axino dark matter
[arXiv] 2026-04-06 | On the "Causality" Step in Policy Gradient Derivations: A Pedagogical Reconciliation of Full Return and Reward-to-Go
[arXiv] 2026-04-06 | Nonlocal Linear Instability Drives the Initiation of Motion of Rational and Irrational Twin Interfaces
[arXiv] 2026-04-06 | A pluricomplex error-function kernel at the edge of polynomial Bergman kernels
[arXiv] 2026-04-06 | $α$-robust utility maximization with intractable claims: A quantile optimization approach
