[2026-06-23 23:08:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-22
正在获取论文...
[arXiv] 2026-06-22 | Lift4D: Harmonizing Single-View 3D Estimation for 4D Reconstruction In-the-Wild
[arXiv] 2026-06-22 | Wedge-avoidance Fisher Forecasts for Primordial Non-Gaussianity from Dark-Ages 21-cm Power Spectrum and Bispectrum
[arXiv] 2026-06-22 | On Runge-Kutta convolution quadrature based fractional variational integrators
[arXiv] 2026-06-22 | On the Effect of Segmentation Width and Cluster Size on Speech Resynthesis and Continuation in Generative Spoken Language Models
[arXiv] 2026-06-22 | Frictional timescales and the impact of climate change-driven extreme weather on rainfall-triggered landslides in Mizoram, NE India
[arXiv] 2026-06-22 | Causal Reward World Models: Zero-shot Reward Design for Automated Skill Generation
[arXiv] 2026-06-22 | A Nonequilibrium Internal-Time Model of Aging: Entropy-Normalized Biological Proper Time and Repair Bifurcations
[arXiv] 2026-06-22 | Explicit interpolations among the Sierpiński, Rauzy, and Apollonian gaskets
[arXiv] 2026-06-22 | GIF: Locally Sound Geometric Information Flow Control for LLMs
[arXiv] 2026-06-22 | Scaling LLM Knowledge Boundaries via Distribution-Optimized Synthesis
[arXiv] 2026-06-22 | Node-Level Performance and Energy Characterization of Flagship Science Applications on SuperMUC-NG Phase 2
[arXiv] 2026-06-22 | Attention mechanism for scalable mesh-based neural surrogates of free-surface fluids
[arXiv] 2026-06-22 | Sparse Feedback Implementation for Sender-Receiver Transportation Linear-Quadratic Control
[arXiv] 2026-06-22 | Lessons from the Field: A Case Study of Robotic Intervention in an Industrial Emergency
[arXiv] 2026-06-22 | A Behavioural Theory of Probabilistic Algorithms Using Probabilistic Abstract State Machines
[arXiv] 2026-06-22 | Correction to "The stepping stone model in a random environment" -- limit theorems for the occupation time and intersection time of reversible random walks in random environments
[arXiv] 2026-06-22 | Word Lengthening as a Function of Utterance Position: A Multi-Corpus Study
[arXiv] 2026-06-22 | Existence of optimizers for the sharp stability constant in the logarithmic Sobolev inequality
[arXiv] 2026-06-22 | Leveraging AutoML for Sustainable Deep Learning: A Multi-Objective HPO Approach on Deep Shift Neural Networks
[arXiv] 2026-06-22 | Frobenius type positivity of Hodge bundles and applications
[arXiv] 2026-06-22 | Incremental Learning in Mirror Flows
[arXiv] 2026-06-22 | Modelling the diffuse continuum emission: the NLS1 Mrk 110
[arXiv] 2026-06-22 | GRAIN: Group Aggregation via Min-Norm Objective
[arXiv] 2026-06-22 | Logistic Gaussian process density regression: a generalized Bayesian approach
[arXiv] 2026-06-22 | Cross-lingual Retrieval-Augmented Classification for Dysarthria Severity Assessment
[arXiv] 2026-06-22 | Adaptive Joint Beamforming and Fluid Antenna System Design for 6G ISAC
[arXiv] 2026-06-22 | Physiology-Aware CNN and Zero-Shot Multimodal LLMs for ECG Image Classification: A Comparative Study
[arXiv] 2026-06-22 | Birational Algebraic Topology
[arXiv] 2026-06-22 | A Vendor-Agnostic LiDAR Data Conversion System with Multi-Signal Detection and Multi-Format Output
[arXiv] 2026-06-22 | Fursee: Hybrid YOLO-DINOv3 Framework for Fursuit Identity Retrieval and Clustering
[arXiv] 2026-06-22 | A Variable-Metric Non-monotone Line Search Method for Mixed Variational Inequalities and Equilibrium Problems
[arXiv] 2026-06-22 | A novel approach for studying two-particle momentum correlation function in relativistic nuclear collisions
[arXiv] 2026-06-22 | Analytic Paths of Ergodic Measures with Prescribed Invariants
[arXiv] 2026-06-22 | Faster enumeration of primes
[arXiv] 2026-06-22 | Non-monotonic variations in pressure drop and chaos in viscoelastic fluid flows through an ordered microporous medium
[arXiv] 2026-06-22 | A Brunn--Minkowski inequality for the Hessian eigenvalue in convex domain
[arXiv] 2026-06-22 | Retrieval-Augmented Multimodal Learning for Enzyme-Substrate Interaction Prediction Under Low-Homology Shift
[arXiv] 2026-06-22 | Generalized Ueda Obstruction Classes and Applications to Non-semi-positivity of Line Bundles
[arXiv] 2026-06-22 | On the Yamabe flow in a bounded domain
[arXiv] 2026-06-22 | Towards Fast Domain Adaptation and Fine-Grained User Simulation for Evaluating Conversational Recommender Systems
[arXiv] 2026-06-22 | Strain-tuned orbital-dependent electronic correlations in FeTe thin films
[arXiv] 2026-06-22 | Enhancing the Black-Scholes Model for Option Valuation via Lévy Processes and Malliavin Calculus
[arXiv] 2026-06-22 | Cross-National Information Attacks: A Two-Decade Analysis of Troll Behavior in Korea
[arXiv] 2026-06-22 | Towards Robust Personalized Federated Learning: Vulnerability Assessment and Defense Co-Design
[arXiv] 2026-06-22 | Autonomous Generation of Metamaterial Databases Based on Multimodal Agents
[arXiv] 2026-06-22 | Disk-Based Interval Indexes Under the Increasing Ending Time Assumption
[arXiv] 2026-06-22 | Learning Moral Diversity: Modelling Individual Perspectives in Moral Classification of Texts
[arXiv] 2026-06-22 | Factored Gossip DiLoCo: Reducing Blocking Communication in DiLoCo
[arXiv] 2026-06-22 | Well-Posedness of the Schrödinger - Intermediate Long Wave system
[arXiv] 2026-06-22 | Wigner-Negative Magnon Steady States from Incoherent Qubit Pumping
[arXiv] 2026-06-22 | One-Step Flow Matching for Generative Modeling of Path-Dependent Physical Fields
[arXiv] 2026-06-22 | RaysUp: Ultra-light Universal Feature Upsampling via Geometry-Aware Ray Representation
[arXiv] 2026-06-22 | GRADE: Graph Representation of LLM Agent Dependency and Execution
[arXiv] 2026-06-22 | Text Dictates, Music Decorates: Energy-based Attention for Editable Dance Motion Generation
[arXiv] 2026-06-22 | Pair Production of Singlet Vector-Like B Quarks in Boosted bZ Final States at a Muon Collider
[arXiv] 2026-06-22 | Phase Uniformity Detector for GRSMReceivers in mmWave and Sub-THz Bands
[arXiv] 2026-06-22 | DART: Draft-Agreement Routing for Training-Free Adaptive Thinking Budgets in Hybrid Reasoning Models
[arXiv] 2026-06-22 | Synthesizing the Lombard Effect: Multi-Level Control of Speech Clarity and Vocal Effort in TTS
[arXiv] 2026-06-22 | Same question, different history: language, national identity, and credit in large language models
[arXiv] 2026-06-22 | General-Purpose Nonlinear Function Approximation via Linear Integrated Photonics
[arXiv] 2026-06-22 | Movable Antennas for Robust Wireless Sensing via Joint Cramér-Rao Bound and Sidelobe Minimization
[arXiv] 2026-06-22 | LLM-Aided A* Search in Non-Geometric Network Graphs
[arXiv] 2026-06-22 | Understanding the (In)Security of Vibe-Coded Applications
[arXiv] 2026-06-22 | Direct and Indirect Discrimination in Generalized Linear Models
[arXiv] 2026-06-22 | Circadian output network can buffer period variability
[arXiv] 2026-06-22 | A Dual-Track Framework for Template-Constrained LaTeX Conversion
[arXiv] 2026-06-22 | Scene-agnostic ALS boresight self-calibration
[arXiv] 2026-06-22 | Poisson2Gaussian: Noise Gaussianization to Enhance Image Denoising
[arXiv] 2026-06-22 | FLFL: Federated Latent Factor Learning for Private Recovery of Spatio-Temporal Signals
[arXiv] 2026-06-22 | Attention-Spectrum Regularization for Replay-Free Continual Multimodal LLMs
[arXiv] 2026-06-22 | Uncovering commuting flows in Bike Sharing Systems
[arXiv] 2026-06-22 | Physics-governed executable modelling of triboelectric nanogenerators
[arXiv] 2026-06-22 | Deviance from a pink noise regime in the temporal organization of semantic relations in psychosis
[arXiv] 2026-06-22 | Schemata, Cyclic Proofs and Herbrand Systems
[arXiv] 2026-06-22 | The Mortensen observer on the space of probability measures
[arXiv] 2026-06-22 | Strongly anisotropic Rytova-Keldysh interaction and the ground state of 2D excitons
[arXiv] 2026-06-22 | IPO Finance Agent: Evaluation of LLM Financial Analysts beyond Finance Agent v2, with Automated Rubric Generation -- the Case of the SpaceX (SPCX) IPO
[arXiv] 2026-06-22 | From numerical proportions to analogical proportions between probabilities
[arXiv] 2026-06-22 | Photons in Media: A Second-Quantization Scheme Based on a Dirac-like Equation
[arXiv] 2026-06-22 | Counterfactual learning of new adaptive instructional policies using logged data
[arXiv] 2026-06-22 | Spiral spin liquid resilient to quantization in the frustrated honeycomb antiferromagnet GdZnPO
[arXiv] 2026-06-22 | MotionMAR: Multi-scale Auto-Regressive Human Motion Reconstruction from Sparse Observations
[arXiv] 2026-06-22 | Do Sparse Autoencoders Learn Meaningful Concept Hierarchies?
[arXiv] 2026-06-22 | Observations of Low-Energy-Electron Production and Experimental Characterization of the Test-Mass Charging Process in the LISA Gravitational Reference Sensor with the BART Experiment
[arXiv] 2026-06-22 | On externally supported independence number of graphs
[arXiv] 2026-06-22 | Topological Out-of-Domain Generalization in Dynamical Systems Reconstruction
[arXiv] 2026-06-22 | Composition operators between de Branges-Rovnyak and Hardy spaces
[arXiv] 2026-06-22 | Adversarial Reinforcement Learning for Adaptive Eavesdropping in BB84 Quantum Key Distribution
[arXiv] 2026-06-22 | The Impact of VAE Design on Latent Pose Representations for Diffusion-based Sign Language Production
[arXiv] 2026-06-22 | Pareto Optimal Centralized Risk Sharing with Multiple Agents: Inclusivity and Fairness
[arXiv] 2026-06-22 | Understanding Knowledge Distillation in Post-Training: When It Helps and When It Fails
[arXiv] 2026-06-22 | HeteroViT: A Versatile Single-Layer Vision Transformer Concept, Co-Designed for Distributed Real-Time Data Reduction on Scientific Detectors
[arXiv] 2026-06-22 | How Stark units enter SIC overlaps
[arXiv] 2026-06-22 | POTracker: Optimizing Large Language Models for Standard-Compliant Power Outage Report Generation
[arXiv] 2026-06-22 | BiliVLA: Scene-Aware Vision-Language-Action Model with Reinforcement Learning for Autonomous Biliary Endoscopic Navigation
[arXiv] 2026-06-22 | A dipolar Bose-Bose mixture of Dysprosium isotopes with controllable interspecies interactions
[arXiv] 2026-06-22 | Self-Compacting Language Model Agents
[arXiv] 2026-06-22 | One-loop contributions in Lorentz-violating scalar QED with nonminimal coupling
[arXiv] 2026-06-22 | Microscopic entropy of de Sitter spacetime and entropic solution to the old cosmological constant problem
[arXiv] 2026-06-22 | Concordia: JIT-Compiled Persistent-Kernel Checkpointing for Fault-Tolerant LLM Inference
[arXiv] 2026-06-22 | Hyperplane anti-Bertini embeddings over finite fields
[arXiv] 2026-06-22 | Analytic Pricing of Bermudan Swaptions with Few Exercise Dates
[arXiv] 2026-06-22 | Development and Design of FLKit: A Structured Onboarding Toolkit for Federated Learning in Health and Life Sciences
[arXiv] 2026-06-22 | Strong traces for solutions of $2\times 2$ nonlinear hyperbolic systems
[arXiv] 2026-06-22 | TROPT: An Open Framework for Unifying and Advancing Discrete Text Optimization
[arXiv] 2026-06-22 | Continuous Hidden Markov Models for Equity Returns: Heavy-Tail Emission Families and Regime-Conditional Value-at-Risk
[arXiv] 2026-06-22 | Hallucinations in Organization-backed AI advisors: Evidence about Skepticism, Verification, and Reliance in Goal-Directed Use
[arXiv] 2026-06-22 | Energy-Limited Radiolytic Habitability in the Shallow Martian Subsurface: Implications for ExoMars Rosalind Franklin and Tianwen-3
[arXiv] 2026-06-22 | A Multiband Study of the HR 4796A Disk in the Optical Using MagAO-X
[arXiv] 2026-06-22 | Phase-mixing of acoustic waves with applications to solar tachocline
[arXiv] 2026-06-22 | Charting Dark Matter down to the neutrino floor/fog
[arXiv] 2026-06-22 | Improved State Readout in NV Centers using Regression Models and Rabi Driving
[arXiv] 2026-06-22 | Dissipative preparation of Laughlin-like states
[arXiv] 2026-06-22 | Selective Time Series Forecasting via Metalearning
[arXiv] 2026-06-22 | SkyJEPA: Learning Long-Horizon World Models for Zero-Shot Sim-to-Real Control of Quadrotors
[arXiv] 2026-06-22 | Scaling of the minimal energy for turbulence transition in pipe flow
[arXiv] 2026-06-22 | Mass Conservation as an Inductive Bias for Self-Organized Criticality in NCA Reservoirs
[arXiv] 2026-06-22 | Emergent Andreev Reflection from a Lattice Duality Defect
[arXiv] 2026-06-22 | Non-acyclic spaces of line transversals
[arXiv] 2026-06-22 | Unifying the Dark Sector with the New Generalized Chaplygin Gas: Observational Constraints
[arXiv] 2026-06-22 | Diffuse Supernova Neutrinos with Secret Neutrino Interactions
[arXiv] 2026-06-22 | Robust Data-Driven Nash Equilibrium Seeking under Partial-Decision Information
[arXiv] 2026-06-22 | Full-Field Mode Sorter for Optical Knots
[arXiv] 2026-06-22 | Bayesian Analysis Using a Constrained Mixture of Normal-Inverse-Gamma Models
[arXiv] 2026-06-22 | Phase-space averaging for stellar convection I. Liouvillian dynamics
[arXiv] 2026-06-22 | New assignments of the CaH $A^{2}Π-X^{2}Σ^{+}$ transitions in the sunspot umbral spectrum and effective temperature estimation using molecular lines
[arXiv] 2026-06-22 | Digital Humanism and Evolutionary Design
[arXiv] 2026-06-22 | Detecting Malicious Agent Skills in the Wild using Attention
[arXiv] 2026-06-22 | Quantum Convolutional Neural Networks for Groundwater Heat Plume Prediction: A Surrogate Modeling Approach
[arXiv] 2026-06-22 | A $λ=1.3$ millimeter Survey for Disks around Herbig Be Stars
[arXiv] 2026-06-22 | On the cryptographic potential of single-qubit rotations
[arXiv] 2026-06-22 | Reverberation in the Narrow Fe K$α$ Line in the Seyfert Galaxy NGC 4151 with XRISM
[arXiv] 2026-06-22 | Affective AI Safety: The Missing Piece in LLM Safety
[arXiv] 2026-06-22 | A new boundary mass for asymptotically flat half-manifolds
[arXiv] 2026-06-22 | Faithful Grounded Visual Reasoning via Learned Proxy-Tokens
[arXiv] 2026-06-22 | When Robots Rate Their Own Interactions: Engagement Validity and the Strangeness Failure
[arXiv] 2026-06-22 | Positive holomorphic sectional curvature on rational surfaces
[arXiv] 2026-06-22 | Generate with CodeXHug: A Dataset to Enhance Model Cards with Code Usage Patterns
[arXiv] 2026-06-22 | Fast quantum-state transfer in Su-Schrieffer-Heeger chains beyond the noninteracting regime
[arXiv] 2026-06-22 | Mixed Voting Rules for Participatory Budgeting
[arXiv] 2026-06-22 | Vortex photoelectron holography in strong-field tunneling ionization
[arXiv] 2026-06-22 | Harnessing Josephson-Shapiro physics to verify interlayer exciton superfluidity
[arXiv] 2026-06-22 | Ocean4D: Generative Underwater 4D Reconstruction via Medium-Aware Video Diffusion
[arXiv] 2026-06-22 | Reconfigurable all-optical inference via tunable second-harmonic generation and spin-orbit coupling cascade
[arXiv] 2026-06-22 | Data assimilation of flow MRI data into RANS models with algebraic closures
[arXiv] 2026-06-22 | Approximation in Metric Sobolev Spaces: A General Framework
[arXiv] 2026-06-22 | Spaces with distributional scalar curvature bounded from below: Optimal regularity and positive mass
[arXiv] 2026-06-22 | Unlocking In-Context Learning in Audio-Language Models from Decentralized Medical Audio
[arXiv] 2026-06-22 | Students' Perception Accuracy of Partners' AI Use and its Relation to Collaboration Performance
[arXiv] 2026-06-22 | Privacy-Preserving Person Re-Identification from Temporal Sequences with Transformer and Hungarian Optimization
[arXiv] 2026-06-22 | Value iteration with stopping criterion: finite iterations, stability, and near-optimality guarantees
[arXiv] 2026-06-22 | Properties of the matrix functions arising in exponential integrators with applications to stochastic simulations of PDEs
[arXiv] 2026-06-22 | PhysFlow: Frequency Decoupled with Dual-Field Rectified Flow for Remote Photoplethysmography
[arXiv] 2026-06-22 | Spatially resolved star formation history of Sextans dSph
[arXiv] 2026-06-22 | Temporally Aware Densification for Dynamic 3D Gaussian Splatting
