[2026-06-13 23:04:29] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-12
正在获取论文...
[ACM] 2026-6-12 | On the Node-Averaged Complexity of Locally Checkable Problems on Trees
[ACM] 2026-6-12 | "It became a self-fulfilling prophecy”: How Lived Experiences are Entangled with AI Predictions in Menstrual Cycle Tracking Apps
[IEEE] 2026-6-12 | A Novel Identification and Measurement Method for Transient External Heat Flux in Lunar Orbit
[IEEE] 2026-6-12 | AI Applications in Information Systems and Their Role in Supporting Organizational Decision-Making: A Study on Jordanian Institutions
[IEEE] 2026-6-12 | Entrepreneurial Culture in the Age of Artificial Intelligence: A Strategic Framework for Sustainable Development in the Mena Region
[IEEE] 2026-6-12 | Cyber Range for Cybersecurity Research in Digital Substation Networks
[IEEE] 2026-6-12 | On the Convergence, Implicit Bias, and Edge of Stability of Gradient Descent in Deep Learning: Reviewing recent progress [Special Issue on the Mathematics of Deep Learning]
[IEEE] 2026-6-12 | Maximum Versoria Criterion Based Filtering for Robust SINS/GNSS Integration
[IEEE] 2026-6-12 | Cross-Attention-Based Intelligent Video Temporal Grounding for CCTV-Based Crime Identification in Smart Cities
[IEEE] 2026-6-12 | Explainable AI for Smart Irrigation using Soil Moisture and Climate Data
[IEEE] 2026-6-12 | Development of a GIS Methodology for Assessing the Environmental Safety of Urbanized Territories
[IEEE] 2026-6-12 | Self-Supervised Meta-Adaptive Multimodal Graph Attention Learning for Clinical Decision Support
[IEEE] 2026-6-12 | Lunar Regolith Volatile Induction Heating Extraction Device: Design and Validation
[IEEE] 2026-6-12 | Configuration Design and Planning Algorithms for Modular Robots in On-Orbit Assembly
[IEEE] 2026-6-12 | Real-Time Torque Gap Compensation for Electric Cars On Rough Terrain
[IEEE] 2026-6-12 | Deep Reinforcement Learning-based Link Optimization in MANETs over Time-Varying Fading Channels
[IEEE] 2026-6-12 | SafeBeat Rx—Moving ECG AI Beyond Diagnostics to Recommending Treatment
[IEEE] 2026-6-12 | An Explainable and Uncertainty-Aware Deep Learning Framework for Histopathological Breast Cancer Detection
[IEEE] 2026-6-12 | An Explainable Retrieval-Augmented AI Framework for Detecting Food and Nutrition Misinformation
[IEEE] 2026-6-12 | Engineering Education on Professional Curriculum Practical Computer Science
[IEEE] 2026-6-12 | Adaptive Admittance Control for Conflict-free Climbing of a Dual-arm Robot in Space Stations
[IEEE] 2026-6-12 | Eye Focused Efficientnetb3 for Lightweight and Accurate Crossed Versus Normal Eye Classification
[IEEE] 2026-6-12 | An Empirical Study of Version-Control and Validation Workflows for Enterprise AI Systems
[ACM] 2026-6-12 | Toward Lived Metaphor: Exploring AR-Based Visual Metaphors for Instructing and Learning Embodied Knowledge in Aikido Practice
[ACM] 2026-6-12 | Rethinking Pedagogical Relationships in the Presence of Social Robots
[ACM] 2026-6-12 | ConSearcher: Supporting Conversational Information Seeking in Online Communities with Member Personas
[ACM] 2026-6-12 | From See to Shield: ML-Assisted Fine-Grained Access Control for Visual Data: Data/Toolset Paper
[ACM] 2026-6-12 | A Case Study on the Impact of Anonymization Along the RAG Pipeline
[IEEE] 2026-6-12 | An Intelligent UPI Fraud Detection Framework Using Machine Learning for Secure Digital Payments
[IEEE] 2026-6-12 | Preface
[IEEE] 2026-6-12 | FBG-Based Wearable Sensors for Healthcare 4.0: A System-Level Review with AI, Generative AI, and XAI Integration
[IEEE] 2026-6-12 | Matching Comes First: Efficient Certificateless Lattice-Based Bilateral Access Control with On-Demand Matching
[IEEE] 2026-6-12 | Aligning Perception, Reasoning, Modeling and Interaction: A Survey on Physical AI
[IEEE] 2026-6-12 | Adaptive Endmember Bundle Extraction with a Modified Differential Evolution Algorithm for Addressing Spectral Variability in Geology-1 Hyperspectral Imagery
[IEEE] 2026-6-12 | MMDOK: A Multi-modal and Multi-scale Disease-oriented Fusion Framework with Kolmogorov-Arnold Networks
[IEEE] 2026-6-12 | Agent
                    <i>xG</i>
                    Core: Agentic AI for Next-Generation Mobile Core Network
[IEEE] 2026-6-12 | Nanoporous design for enhancing full-band solar-blind absorption in Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    photodetectors
[IEEE] 2026-6-12 | Tractable Approximation of Labeled Multi-Object Posterior Densities
[IEEE] 2026-6-12 | IEEE Fedback
[IEEE] 2026-6-12 | Text-Driven Relation Manipulation of Diffusion Imagery
[ACM] 2026-6-13 | Virtual Ambidextrous Hand Control: An Interaction Framework for Amplified Bimanual Coordination in Virtual Reality
[ACM] 2026-6-13 | Sensing Wishlists: A Prospective Design Approach to the Making of Fashion Consumption Technologies
[ACM] 2026-6-13 | Yuno: Augmenting Human Memory in Social Contexts Through Real-Time Face Recognition and Contextual Recall
[ACM] 2026-6-13 | Geometry-Driven Triangulation and Differentiable Semantic Gaussian Refinement for 3D Grape Bunch Model Reconstruction in the Field
[ACM] 2026-6-13 | All-Weather Image Restoration with MobileViT and Multi-Scale FiLM Modulation
[ACM] 2026-6-13 | RoomAuth: Learned Ultrasonic Room Identity for Context-Aware Authentication
[ACM] 2026-6-13 | Optimal Control Policy for Dynamic Thread Pool Sizing in Time-Constrained Batch Workloads
[ACM] 2026-6-13 | RepoGuard: Harmonising Security and Functional Correctness in LLM-Guided Repository-Level Code Generation
[IEEE] 2026-6-12 | Spacecraft Mission Scheduling Based on Event-Activity Network and Improved ACS
[IEEE] 2026-6-12 | AI-Assisted Channel Estimation for 6G Massive MIMO using Hybrid CNN–Transformer Networks
[IEEE] 2026-6-12 | SAHT-Net: A Sparse Attention Hyperspectral Transformer Network for Martian Mineral Abundance Unmixing
[IEEE] 2026-6-12 | AI in Engineering Education: Vocabulary Acquisition at a Non-Linguistic University
[IEEE] 2026-6-12 | Energy Storage Integrated DC-AC Converter for Green Energy Petroleum Engineering System
[IEEE] 2026-6-12 | An LLM-Based Agent Framework for Intelligent Power Module Design
[IEEE] 2026-6-12 | An Explainable Graph-based Framework for Intelligent Financial Transaction Risk Detection
[IEEE] 2026-6-12 | Advanced Use of the Boiler Designer Software for Creating Digital Twins of Complex Thermal Power Plant Equipment under Steady-State and Transient Conditions
[IEEE] 2026-6-12 | Hybrid Machine Learning and Rule-Based Framework for Comprehensive Vulnerability Assessment in Modern Networked Systems
[IEEE] 2026-6-12 | SmartFloor: AI-Powered Natural Language to 3D Architectural Visualization Framework
[IEEE] 2026-6-12 | An Intelligent LSTM-Based Network Risk Prediction Framework for Time-Stamped Cybersecurity Logs
[IEEE] 2026-6-12 | Lightweight Inference-Time Backdoor Attack Detection for Resource-Constrained Internet of Drones using Tiny Vision Transformers
[IEEE] 2026-6-12 | Robust Infrared Reflective Sensors in Low-Cost Leader-Follower Mobile Robots System
[IEEE] 2026-6-12 | Intellectualization of a robotic Measuring System Based on the Self-Control Function
[IEEE] 2026-6-12 | Interpretable Ensemble Machine Learning Approaches for Sleep and Lifestyle Health Prediction
[IEEE] 2026-6-12 | When Engineering Meets Care Coordination: A Student’s Journey to Solve Health Care’s Invisible Bottleneck
[IEEE] 2026-6-12 | Fiber Optic Transport Solutions for 6G Mobile Networks
[IEEE] 2026-6-12 | Synthetic Data-Driven Paradigms for Robust Lunar and Martian Exploration: Bridging Simulation and Real-World
[IEEE] 2026-6-12 | Hybrid Physical–Machine Learning Model for Photovoltaic Power Prediction Under Semi-Arid Climate Conditions
[IEEE] 2026-6-12 | Hybrid Deep Learning Framework for Human Skin Disease Identification with EfficientNetV2-L and SVM
[IEEE] 2026-6-12 | Precision Tumor Detection: Enhancing Clustering Models with Hybrid Intelligence for Medical Imaging
[IEEE] 2026-6-12 | Development and application of a hand-transmitted vibration measurement system based on LabVIEW
[IEEE] 2026-6-12 | Voice-Based Parkinson’s Disease Detection Utilising Autoencoder-Guided Graph Neural Networks
[ACM] 2026-6-12 | Deep Relational Knowledge Distillation Hashing via Relaxed Masking Triplet Optimization for Large-scale Image Retrieval
[ACM] 2026-6-12 | Prompt-to-Touch: Towards Enabling Automatic Haptic Effect Generation from Text Prompts Using Text-to-Audio Models
[ACM] 2026-6-12 | A Survey of Mamba
[ACM] 2026-6-12 | ActRef: Enhancing the Understanding of Python Code Refactoring with Action-Based Analysis
[IEEE] 2026-6-12 | League Training-Based Dual Optimization Method for UAV Maneuver Decision-Making
[IEEE] 2026-6-12 | A Conversational Brain-Artificial Intelligence Interface
[IEEE] 2026-6-12 | Parallel-Elastic Actuation with Reactive Latch Elevates Robotic Hopping Performance: Jump Height and Continuity_supp5-3701316.mp4
[IEEE] 2026-6-12 | An Attraction-Repulsion Dual-Mode Magnetically Actuated Guidewire for Superselective Navigation in Endovascular Intervention
[IEEE] 2026-6-12 | Towards Improved Standards for Open RAN Interoperability: A Factor Screening Experiment
[IEEE] 2026-6-12 | Correlation-Guided Progressive Interaction and Gated Fusion for Multi-Modal Optical and SAR Remote Sensing Image Object Detection
[IEEE] 2026-6-12 | Design of Hybrid Magnetic Bearings Based on Integrated Equivalent Magnetic Network Modeling and Sensitivity Analysis for Optimization
[IEEE] 2026-6-12 | Evaluating Satellite and Model Sea Surface Salinity with In Situ Observation from an Autonomous Surface Vehicle_supp1-3702896.docx
[IEEE] 2026-6-12 | Journal of Lightwave Technology Publication Information
[IEEE] 2026-6-12 | Journal of Lightwave Technology Publication Information
[IEEE] 2026-6-12 | MIMO-BICM Capacity Approximations for Link Level Abstraction
[IEEE] 2026-6-12 | Temporal-Aware GPU Resource Allocation for Distributed LLM Inference via Reinforcement Learning_supp1-3702578.pdf
[IEEE] 2026-6-12 | AutoMedic: An Automated Evaluation Framework for Clinical Conversational Agents with Medical Dataset Grounding
[IEEE] 2026-6-12 | MM-SAG: Multi-Modal Semantic-Aware Graph for Multi-Label Image Classification of Kitchen Waste
[IEEE] 2026-6-12 | Approximate Bilevel Graph Structure Learning for Histopathology Image Classification
[IEEE] 2026-6-12 | A GaN-Based Buck Converter Resilient to Battery Voltage Fluctuations with 96.3% Peak Efficiency
[IEEE] 2026-6-12 | Migration Dynamics and the Evolution of Cooperation in Multilayer Networks: A Comparative Study of Q-Learning and the Moran Process
[ACM] 2026-6-13 | Chasing Play Potentials in Place for Innovative Mobile Crowdsensing
[ACM] 2026-6-13 | Picnic: Playful Music-Making with Everyday Objects and Machine Learning
[ACM] 2026-6-13 | Splash into Bubbles: Designing Somatic Immersion for Sleep Onset through Progressive Sensory Fading
[ACM] 2026-6-13 | Designing Multimodal XR Systems for Enhancing Remote Social Connectedness and   Emotional Well-Being in Older Adults
[ACM] 2026-6-12 | ChewTect: Designing Temporal Food Texture via Computational Molding
[ACM] 2026-6-12 | Cultivating Togetherness: A Co-Design Journey in Rehabilitation Innovation
[ACM] 2026-6-12 | LearnMate²: Design and Evaluation of an LLM-powered Personalized and Adaptive Support System for Online Learning
[ACM] 2026-6-12 | Leveraging AI Ecosystem for Portable and Sustainable GPU Kernels in HPC
[ACM] 2026-6-12 | Awareness-Attention-Connection: Designing Perceptual Rhythm for Safe, Low-load Micro-mobility Placemaking
[ACM] 2026-6-12 | SurfSync: Towards the Design of Wearables to Enrich Surfing
[IEEE] 2026-6-12 | ICICV 2026 Author Index
[IEEE] 2026-6-12 | A Novel CO2-based Real-Options Methodology to Integrate Uncertainty and Flexibility in Infrastructure Appraisal: an illustrative application in Offshore Energy Infrastructure
[IEEE] 2026-6-12 | Cover Page
[ACM] 2026-6-12 | Bonik Somiti: A Social-market Tool for Safe, Accountable, and Harmonious Informal E-Market Ecosystem in Bangladesh
[ACM] 2026-6-13 | Humanoid and Socially Assistive Robots in Mental Health Care: A PRISMA Guided Systematic Review of Therapeutic and Emotional Outcomes (2021C2025)
[ACM] 2026-6-13 | Comparative Analysis of Machine Learning Models for Detecting Stego Image: A Steganalysis Approach
[ACM] 2026-6-13 | An Explainable Feature-Embedded ML &amp; DL Pipeline for Breast Cancer Classification with XAI (SHAP and LIME)
[ACM] 2026-6-12 | "There is Beauty in the Small": A Study of Visual Artists’ Impressions of Small Data and Model Crafting Approaches to Creative AI Work
[ACM] 2026-6-13 | Efficient Video-to-Audio Generation via Multiple Foundation Models Mapper
[ACM] 2026-6-12 | The Ethical Dimension of Privacy in the Digital Space
[ACM] 2026-6-12 | A Survey of Machine Learning Models and Datasets for the Multi-label Classification of Textual Hate Speech in English
[IEEE] 2026-6-12 | Context-Aware Two-Stage Training for Domain Generalization in Speech Separation
[IEEE] 2026-6-12 | Mitigating scalability challenges in LUT-based neural networks via pruning optimisations
[IEEE] 2026-6-12 | Digital Twin Integrated Diffusion Graph Neural Network for Smart Respiratory Signal Analysis and Prediction
[IEEE] 2026-6-12 | Dynamic Modeling and Analysis of Asteroid Flexible Brush Sampling
[IEEE] 2026-6-12 | Automated Animal Intrusion Detection and Repellent Activation in Crop Fields
[IEEE] 2026-6-12 | Wide-Aperture Sensor for Atmospheric and Space Optical Quantum Communication Systems
[IEEE] 2026-6-12 | Beyond Autotuning: A Gamified Learning Path for Deep Understanding of Control Systems
[IEEE] 2026-6-12 | YOLOv11-Based Real-Time License Plate Detection and Recognition for Smart Transportation Systems
[IEEE] 2026-6-12 | A Hybrid VGG19–ResNet50 Feature Fusion Framework with Imbalance-Aware Learning for Robust Brain Tumor Classification
[IEEE] 2026-6-12 | Representation Geometry Preservation for Robust Neural Network Pruning
[IEEE] 2026-6-12 | Simulation and Analysis of Starlight Transmission Through Martian Dust Aerosols
[IEEE] 2026-6-12 | Trustworthy Autonomous RAN Orchestration: An Architectural Framework for Zero-Trust Intent-Based Control with Explainable AI
[IEEE] 2026-6-12 | Designing of Mobile-Assisted Foreign Language Learning System
[IEEE] 2026-6-12 | Software Systems Design-Stage Sustainability Evaluation using Flow-Diagram-based Metrics
[IEEE] 2026-6-12 | Aerial Pursuit: Multi-Agent Swarm for Predator–Prey Games
[IEEE] 2026-6-12 | Polyamide based Flexible Logo Antenna with Excellent Impedance match for Wearable Applications
[IEEE] 2026-6-12 | QLoRA Fine-Tuning for Next User Turn Prediction and Multi-Step Dialogue Rollouts
[IEEE] 2026-6-12 | Applying DevOps and DaaS in the Smart Laboratory of Internet of Things
[IEEE] 2026-6-12 | An Intelligent Smart Logistics and Cold-Chain Monitoring Framework Using the Coligo Platform
[IEEE] 2026-6-12 | The Impact of Satisfaction, Perceived Interactivity, and Learning Value on ChatGPT Use Intention and Behavior Among Indonesian Zoomers Students
[IEEE] 2026-6-12 | Confidence-Aware Dynamic Modality Weighting for Robust and Explainable Multimodal Breast Cancer Risk Assessment
[IEEE] 2026-6-12 | IEEE Recommended Practice for Ethical Considerations of Emulated Empathy in Partner-Based General-Purpose Artificial Intelligence Systems
[IEEE] 2026-6-12 | Governing Ai Without Adequate Institutions: Markets, Tort, and Ethics Under Deep Uncertainty
[IEEE] 2026-6-12 | The Impact of Green HRM Practices on Environmental Organizational Citizenship Behaviors: The Mediating Role of Organizational Culture
[IEEE] 2026-6-12 | Explainable Artificial Intelligence Framework for Real-Time Threat Detection in Smart Cybersecurity Systems
[IEEE] 2026-6-12 | A Decoupled GRU-ELM Framework For Edge-Based Panel-Level Fault Detection in Photovoltaic Systems
[IEEE] 2026-6-12 | Urllc Scheduling Under Latency Constraints Using Stochastic Network Calculus: Improved Analysis and Simulation
[IEEE] 2026-6-12 | Robust Fault-Tolerant Control for Dual-Drone Slung Load Systems Under Rotor Damage
[IEEE] 2026-6-12 | An Accuracy and Computational Performance Study of Basis, Operator, and Curvilinear Implementations of DGTD for Maxwell’s equations
[IEEE] 2026-6-12 | Attention-Driven Alaryngeal Speech Enhancement via Discrete Representation Learning and Timbre-Preserving Augmentation
[IEEE] 2026-6-12 | Safety-Certified Cooperative Path Following of Networked Autonomous Surface Vehicles Based on Nash Equilibrium Seeking With Experiments
[IEEE] 2026-6-12 | Open-Circuit Fault Diagnosis of Voltage Source Inverters Based on Microfeature Extraction and Third-Order Tracking Differentiator
[IEEE] 2026-6-12 | Temporal-State-Switching of Self-Sweeping Fiber Lasers
[IEEE] 2026-6-12 | Receiver-Tilt-Robust RSS-Based VLP System Using a Normal Orthogonal Three-PD (NO3PD) Positioning Scheme
[IEEE] 2026-6-12 | Boots, Bulls, and Breakthroughs: What the Houston MedTech Rodeo Taught Me About the Future of Our Industry
[IEEE] 2026-6-12 | Cross-Layer Throughput Analysis of Hybrid-Access Wi-Fi in Time-Varying Channels
[IEEE] 2026-6-12 | A Generalized Precise Modeling Framework for High-Step-Up Resonant Converters
[IEEE] 2026-6-12 | Localizing the Epileptogenic Zone Using SEEG-Based Excitation-Inhibition Dynamics and Spectral Features in Drug-Resistant Epilepsy: A Multicenter Retrospective Study_supp1-3702844.pdf
[IEEE] 2026-6-12 | A Compact High-Performance MR Safe Pneumatic Stepper Motor
[IEEE] 2026-6-12 | Deep Uncertainty-Aware Tracking for Maneuvering Targets
[IEEE] 2026-6-12 | SPS Social Media
[ACM] 2026-6-12 | PyramidFFT: Rearchitecting FFT with Matrix-Aligned Nested-Radix for Hierarchical Scratchpad Memory on AI Accelerators
[ACM] 2026-6-13 | The Cosmogenic Relation: From Interaction to World-Conditioning
[ACM] 2026-6-13 | Sufi Poetry and Introspection with Generative Verse
[ACM] 2026-6-13 | Pixellated Identity: A Child-Centered Frictional Encounter with GenAI
[ACM] 2026-6-13 | Beyond Interfaces: the Future of Edible Interactions
[ACM] 2026-6-13 | Interactive Rehab Carpet: A Dual-Sensing Modular Floor for Gamified Pediatric Rehabilitation
[ACM] 2026-6-13 | Human-Centered AI for Expressive Arts Therapy: Designing for Mental Well-Being and Creativity
[ACM] 2026-6-12 | The Invisible Work of Robotic Surgery: How Specialists Support, Shoulder, and Sustain Human-Robot Collaboration
[ACM] 2026-6-12 | PlayScent: Exploring Olfactory Texture Across Scent Delivery Methods
[ACM] 2026-6-12 | GrowMechanics: Designing Non-Deterministic Mechanical Behavior through Biological Growth
[ACM] 2026-6-12 | Handmade Digital Jacquard
[ACM] 2026-6-12 | Affective Explanations for Autonomous Vehicles: From Framework to Scenario-Based Design Guidelines
[ACM] 2026-6-12 | Async Party: Designing Online Asynchronous Video Sharing of Individual Cheers to Facilitate Spontaneous Offline Encounters
[ACM] 2026-6-12 | Shared Ownership in Tangible Narratives
[ACM] 2026-6-12 | Technology Redux: Revisiting Past, Reflecting Present, Provoking Future
[ACM] 2026-6-12 | Knit Joinery: Incorporating Multifunctional Materials with Single-Bed Machine Knitting
[IEEE] 2026-6-12 | Method of Autonomous Quality Evaluation for Space Remote Sensing Processing Data Based on Transfer Learning
[IEEE] 2026-6-12 | Project-Based Learning as a Necessary Component in Training Industry 4.0 Professionals
[IEEE] 2026-6-12 | What Drives Consumers to Purchase in Live Streaming Marketplaces? A Systematic Review of Motivational Mechanisms
[IEEE] 2026-6-12 | An Intelligent DDoS Protection Architecture for Secure and Scalable Cloud Systems
[IEEE] 2026-6-12 | Early Detection of Brain Tumors from MRI Images using Machine Learning Models
[ACM] 2026-6-12 | On Designing Visceral Encounters with Synthetic Intimate Imagery
[ACM] 2026-6-13 | CALICE: Continuous bitrate control with Adapted LIC modEl
[ACM] 2026-6-13 | Healthcare information collection from evacuation shelters during disasters using NAMI—narrow area communication system
[ACM] 2026-6-13 | Evaluation of Apparel Feature Reproduction in Text-to-Image Generation for Clothing Design Assistance
[ACM] 2026-6-13 | Toward EEG-Based Characterization of Cognitive Coordination in Collaborative Software Implementation: A Pilot Study
[ACM] 2026-6-12 | Hidden Elo: Private Matchmaking through Encrypted Rating Systems
[IEEE] 2026-6-12 | The Usability Analysis of PYTHON Optimization Libraries in the Context of Student Research Projects
[IEEE] 2026-6-12 | Building Intelligent ECG
[IEEE] 2026-6-12 | Multi-site Complementary Solar Networks for Continuous Power with Minimal Storage at the Lunar South Pole
[IEEE] 2026-6-12 | Deploy Low-Latency Convolutional Neural Networks for Autonomous Embedded Applications: Real-Time Object Recognition on AI-Integrated Microprocessors
[IEEE] 2026-6-12 | Blockchain based Financial System for Jewel Loan Disbursal and Bond Issuance
[IEEE] 2026-6-12 | VisionSpice: A Scalable Attention-Augmented Deep Learning Framework for Fine-Grained Indian Spice Classification
[IEEE] 2026-6-12 | A Multi-Scale Monetary Precision Framework for Distributed Banking Systems
[IEEE] 2026-6-12 | Artificial Intelligence in Accounting and Finance: A Systematic Review of Emerging Technologies and Practical
[IEEE] 2026-6-12 | Exploring the Impact of Artificial Intelligence Applications in Information Systems on Organizational Sustainability in Banks
[IEEE] 2026-6-12 | API-First Architecture: Achieving Enterprise-Wide Operational Unity and Real-Time Data Flow in Complex Digital Ecosystems
[IEEE] 2026-6-12 | A Real-Time Verification Framework for Hallucination and Bias Detection in AI Generated Text
[IEEE] 2026-6-12 | A Deep Transfer Learning Framework Based on EfficientNetB4 for Robust Neem Leaf Disease Diagnosis
[IEEE] 2026-6-12 | Automatic generation method of large model code based on associated AST revision
[IEEE] 2026-6-12 | Specific Features of Teaching the “Lean Production” Discipline in the Engineering Education
[IEEE] 2026-6-12 | Social Media Recommendations and Impulsive Buying: The Roles of Fear of Missing Out, Stalking, and Digital Fatigue
[IEEE] 2026-6-12 | Influencer Attractiveness, Expertise, and Trustworthiness: Effects on Brand Image, Relational Quality, and Premium Price Purchase Intention in Skincare Products
[ACM] 2026-6-13 | You and Your Teacher Identity: Strengthening teacher identity to elevate teaching presence in online classrooms
[IEEE] 2026-6-12 | STEM Technologies Support for Small Groups
[IEEE] 2026-6-12 | Experimental Comparison of Recurrent Neural Networks for Text Classification Under Noisy Conditions
[IEEE] 2026-6-12 | An AI-Driven Gamified Framework for Predictive Habit Formation and Personalized Wellness Management
[IEEE] 2026-6-12 | An Autoencoder and Gradient Boosting Framework with Advanced SMOTE Variants for Disaster Prediction
[IEEE] 2026-6-12 | Investigating the Robustness of Machine Learning Models Against Data Poisoning in Industrial Control Systems
[IEEE] 2026-6-12 | Training Neural Networks at Any Scale: An exposition
[IEEE] 2026-6-12 | Application Practice and Future Concept of MBSE in the Design of Deep Space Exploration Spacecraft Systems
[IEEE] 2026-6-12 | Unveiling Hidden Convexity in Deep Learning: A sparse signal processing perspective [Special Issue on the Mathematics of Deep Learning]
[IEEE] 2026-6-12 | Advanced Task Intelligence for Automated Employee Performance Assessment
[IEEE] 2026-6-12 | Evaluation of the Quality of VLSI Component Placement Using the linear Segment Metric
[IEEE] 2026-6-12 | Cognitive AI in Managerial Decision-Making: Redefining Leadership and Control in Data-Driven Organizations
[IEEE] 2026-6-12 | Comparative Study of LLMs and BERT for Informal Indonesian TikTok Sentiment Analysis
[IEEE] 2026-6-12 | Development of a Machine Learning Model for Assessing Risks of Delay in IT Project Management
[IEEE] 2026-6-12 | Experimental Study on End-Effector Performance in Simulated Extraterrestrial Surface Soil Conditions
[IEEE] 2026-6-12 | A Soft Robotic Gripper With an Embedded Bistable Elastic Mechanism for Pneumatic Actuation and Passive Locking
[IEEE] 2026-6-12 | Temporal Swarm Intelligence Driven Enhancement of LEACH-C for Energy Neutral and Self-Healing Wireless Sensor Networks Enabled by Piezoelectric Energy Harvesting
[IEEE] 2026-6-12 | Intelligent Parcel Monitoring and Security System for Smart Apartments using IoT and AI Technologies
[ACM] 2026-6-12 | From Felt Experience to Robotic Design: Embodied Techniques for Expressive Movement and Shape
[ACM] 2026-6-12 | Beyond Extraction? Generating Games with AI, Responsibly
[ACM] 2026-6-12 | Exploring Bodily Phenomena through Code: A Research Through Design Inquiry of Sketching with LLMs
[ACM] 2026-6-12 | Re-Envisioning Instant Photography using Generative AI: An Exploratory Design Probe Using the UnReality Camera
[ACM] 2026-6-12 | Interactive Intent-Based Image Recommendations for Assistive Communication: Insights from an Iterative User Study
[ACM] 2026-6-12 | Ethical Sensemaking in AI Mental Health Chatbots: An Analysis of User Reviews
[ACM] 2026-6-13 | Let's Get Talking: A Conversational Card Game to Engage Men in Infertility Dialogue
[ACM] 2026-6-13 | Body Through Time: A process of one's Inner Healing
[ACM] 2026-6-13 | DiaryContainer: Designing Slowness and Minimal Presence in Reflective Journaling
[ACM] 2026-6-13 | Heartbeats in Motion: Co-Designing Wearables for Healthy Ageing
[ACM] 2026-6-13 | From Voting to Veto: GenAI Placemaking under Accountability
[ACM] 2026-6-13 | Sentence to Scent: A Computational Pipeline Transforming NLP into Scent Sequence
[ACM] 2026-6-13 | Structured Interpretation Differences in Immersive Artworks
[ACM] 2026-6-13 | EchoMemo: A Proactive AI Digital Persona Device
