[2026-09-12 23:46:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609110000+TO+202609112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-11 | Distance-Guided Search in Program Synthesis with Imperfect LLM Solutions
[IEEE] 2026-9-11 | A Multi-Scale Transformer-LSTM Framework for Automatic Modulation Recognition in Turbulent Free-Space Optical Channels
[IEEE] 2026-9-11 | Optimizing Resource Scheduling for Intelligent Cockpit SoCs Using Deep Reinforcement Learning
[IEEE] 2026-9-11 | A Scalable RFID-Controlled Reconfigurable Intelligent Surface for 2.4 GHz Wi-Fi
[IEEE] 2026-9-11 | A Spectral Collocation Method based analysis for Sezawa-mode Surface Acoustic Waves on ZnO/SiO
                    <sub>2</sub>
                    /SiC Layered Composite Structures
[IEEE] 2026-9-11 | Method for Function Partitioning of Distributed Resource Clusters in Distribution Networks
[IEEE] 2026-9-11 | Unbalanced Two-Arm Equiangular Spiral Antenna Using Artificial Magnetic Conductor Backing
[IEEE] 2026-9-11 | Pupil Size and Movement Tracking Through Closed Eyelids During Sleep
[IEEE] 2026-9-11 | A Cross-Generational Value Co-Creation Framework Based on Artificial Intelligence: Strategic Transformation of Knowledge Assets
[IEEE] 2026-9-11 | Crowd Density and Occupancy Monitoring for Emergency Management Using Passive RF Sensing
[IEEE] 2026-9-11 | Local Obstacle Avoidance for Low Altitude Urban Unmanned Aerial Vehicles Using Frenet MPPI
[ACM] 2026-9-11 | TaintP2X: Detecting Taint-Style Prompt-to-Anything Injection Vulnerabilities in LLM-Integrated Applications
[ACM] 2026-9-11 | SAINT: Service-level Integration Test Generation with Program Analysis and LLM-based Agents
[ACM] 2026-9-11 | TraceCoder: A Trace-Driven Multi-Agent Framework for Automated Debugging of LLM-Generated Code
[ACM] 2026-9-11 | The Hidden Cost of Readability: How Code Formatting Silently Consumes Your LLM Budget
[IEEE] 2026-9-11 | ICVARS 2026 Contributor Page
[IEEE] 2026-9-11 | LPASU-SwinDet: A Multi-Scale Transformer Framework for Maritime Infrared Small Target Detection_supp1-3732334.pdf
[IEEE] 2026-9-11 | Vision-Based Agile Landing on Turbulent Waters_supp1-3732934.mp4
[IEEE] 2026-9-11 | HY-CNN-GRU: A Universal Deep Learning Framework for Robust Channel Estimation Across Heterogeneous Wireless Environments in 6G NOMA Systems
[IEEE] 2026-9-11 | Preface
[IEEE] 2026-9-11 | CPDC-DoS Attack-Resilient T-S Fuzzy LFC Strategy for Power Systems based on BiOpt-ADAM
[IEEE] 2026-9-11 | Author Index
[IEEE] 2026-9-11 | An Effective Re-ranking Framework for Fine-grained Ship Recognition with Mutual Guidance of Global-Local Features
[IEEE] 2026-9-11 | Bidirectional Charging and Computation for Moving and Parked Electric Vehicles in Edge Computing Networks
[ACM] 2026-9-11 | ATLAS: Discovering Agent Strategies through LLM-Guided Abstraction and Automata Learning
[ACM] 2026-9-11 | The Process
[IEEE] 2026-9-11 | Comparison of Passive Matching Techniques for Electrically Small Antennas
[IEEE] 2026-9-11 | Integrity-Aware Privacy-Preserving Heartbeat Anomaly Detection
[IEEE] 2026-9-11 | GMK-YOLO: Multi-Scale Texture-Aware Network for Power Line Insulator Detection
[IEEE] 2026-9-11 | Projector Surface Integral Equation Formulation With Generalized Sheet Transition Conditions
[IEEE] 2026-9-11 | SVLC: Autonomous UAV Landing in GNSS-Denied Environments Using Stage-Based Visual Landing Control and ArUco Localization
[IEEE] 2026-9-11 | MTM-EBG Inspired Dual-Band 1-Bit Transmissive Metasurface
[IEEE] 2026-9-11 | CRLH Negative Order Resonant Antenna with Gain Enhancement Using Reflection-Type Amplifier
[IEEE] 2026-9-11 | Ensemble Learning for Hourly Energy Forecasting in PV-Integrated Research Buildings: Temporal Validation, VIF Optimization, and Peak Demand Classification
[IEEE] 2026-9-11 | Error-Tolerant Neural Network Hardware Exploiting Unitary-Weight Representation for Stochastic STT-MRAM
[IEEE] 2026-9-11 | Impact of Automotive Tinting Film on C-Band On-Glass Antennas
[IEEE] 2026-9-11 | RSODNet: Real-Time Small Object Detection in Large Scenes by Exploiting Trellisnet Modularization Algorithm with X-Ray Images
[IEEE] 2026-9-11 | Hybrid Gradient Boosting and Anomaly Detection Framework for Autonomous Peak Demand Management in Commercial Building Energy Systems
[IEEE] 2026-9-11 | Human Behavior Detection and Recognition Based on AFSD Sensor Signals
[IEEE] 2026-9-11 | A Wireless Battery-Free Glucose Sensing SoC for Brain Monitoring Using Chronoamperometry
[IEEE] 2026-9-11 | Evaluation of Deep Neural Networks for High-Fidelity Voice Cloning Using Resource-Constrained Embedded Systems
[IEEE] 2026-9-11 | Route-Time Conditioned Residual Transformer for Multi-Step 3D UAV Trajectory Prediction
[IEEE] 2026-9-11 | Accurate Threshold Voltage Extraction Circuit using gm/I
                    <sub>d</sub>
                    Method
[IEEE] 2026-9-11 | An UTD-Type Diffraction Coefficient for Dipole Field Scattering Due to the Presence of a Cylindrically Curved Screen
[IEEE] 2026-9-11 | Vibration-Induced Bonding Wire Fatigue Fracture During PCB Depaneling: A Finite Element and Random Vibration Analysis
[IEEE] 2026-9-11 | Adaptive Fractional Projection MUSIC: A Covariance-Free and Matrix-Decomposition-Free Framework for Robust Direction-of-Arrival Estimation
[IEEE] 2026-9-11 | On Two-Dimensionality Of Linear Time-Varying Systems: 2D-To-1D Transform Conversion
[IEEE] 2026-9-11 | Knowledge-Grounded Adaptive Reflection for Reliable and Fair Educational LLM Agents
[IEEE] 2026-9-11 | Miniaturized Dual-Ellipse Patch Antenna with a Modified Slot Structure for Biomedical Sensing Applications
[IEEE] 2026-9-11 | Data-Driven Framework for Real-Time Carbon Accounting and Sustainability Monitoring in Off-Grid Urban Residential Microgrids
[IEEE] 2026-9-11 | TBMP-Diff: Accelerator-Aware Timestep-Block Mixed-Precision Scheduling for Diffusion Inference
[IEEE] 2026-9-11 | Towards the Blended Lifeworld Relation: A Postphenomenological Analysis of Mixed Reality Digital Twins
[IEEE] 2026-9-11 | Smart Grid Architecture and Functionalities and Developments
[IEEE] 2026-9-11 | Deep Learning Based Super-Resolution MIMO OAM Radar
[IEEE] 2026-9-11 | A Filter-Technique Assisted Design of Dual-Band Dual-Polarized Transmitarray Antenna Using Cross-Slot and Ring-Slot Resonators
[IEEE] 2026-9-11 | Fast Near-Field Holographic Microwave Imaging with a Novel Data Acquisition Technique
[IEEE] 2026-9-11 | Machine Learning-Based Energy Consumption Prediction Using Integrated PV Generation and Dynamic Pricing in Research Facility Operations
[IEEE] 2026-9-11 | The Random Line-of-Sight Measurement System and its Development Over the Past 10 Years
[IEEE] 2026-9-11 | Isolated DC-DC Converter Design with On-Chip Micro Transformer Based on 0.18μm BCD Process
[IEEE] 2026-9-11 | Peak Demand Detection in PV-Integrated Building Energy Systems Using Isolation Forest and Consensus Voting: Seasonal Performance and Economic Viability
[IEEE] 2026-9-11 | Liquid-Metal Dome-Based Fluid Antenna System for Aerial Base-Stations in Non-Terrestrial Networks
[IEEE] 2026-9-11 | A Secure Mechanism for Nested GPU Containers in AI Developer Sandboxes
[IEEE] 2026-9-11 | New Material Mapping Solution for Cubic Mesh Generated by the Ray Casting Method
[IEEE] 2026-9-11 | A Simplified MIMO Radar Using Antenna-Domain Spatial Segmentation and Embedded Processing
[IEEE] 2026-9-11 | Highly Linear Voltage-Boosted Constant-Slope DTC with Extended Delay Range
[IEEE] 2026-9-11 | Non-Diffracting All-Metal Leaky-Wave Antenna
[IEEE] 2026-9-11 | Low-Sidelobe Beamforming and Precise Beam Steering Method Based on PSO-SQP Hybrid Optimization
[IEEE] 2026-9-11 | An Empirical Study of VM, Container, and Hybrid Deployment Models for Microservices Under Resource Contention
[IEEE] 2026-9-11 | A Stealthy Trojan Attack on Timer-Based C-ARQ Retransmission in Energy-Harvesting Wireless Networks
[IEEE] 2026-9-11 | FDTD Simulations of the RF Impedance of a Dipole Antenna in Magnetized Plasma with Anisotropic Ionospheric Parameters
[IEEE] 2026-9-11 | EDSources: A Lightweight Optical Beacon Detection Framework for AUV Close-Range Docking Guidance
[IEEE] 2026-9-11 | Max-PatchTST: Mitigating Signal Drowning via Max-Deviation Aggregation for Large-Scale Equipment Anomaly Detection
[IEEE] 2026-9-11 | False Data Injection Attack Detection in Smart Grid State Estimation Using State Vector Residual Analysis and Random Forest Classification
[ACM] 2026-9-11 | Decades of GNU Patch and Git Cherry-Pick: Can We Do Better?
[ACM] 2026-9-11 | An Eye for AI: Eye-Tracking the Micro-Interruptions of GenAI Code Suggestions
[ACM] 2026-9-11 | Actionable Warning Is Not Enough: Recommending Valid Actionable Warnings with Weak Supervision
[ACM] 2026-9-11 | More with Less: An Empirical Study of Turn-Control Strategies for Efficient Coding Agents
[ACM] 2026-9-11 | Reflections on the Reproducibility of Commercial LLM Performance in Empirical Software Engineering Studies
[ACM] 2026-9-11 | Automated Network-Level Fault Injection Testing of Microservice Architectures
[ACM] 2026-9-11 | Automating Requirements Formalization: Using LLMs and Low-Complexity Distinguishing Traces for Semantic Validation
[IEEE] 2026-9-11 | Ruler: Extremely Efficient Power-Aware Optimization for Latency-Critical Systems
[IEEE] 2026-9-11 | Wearable Sensor-Based Human Activity Recognition in Squash Training Optimized by Reinforcement Learning
[ACM] 2026-9-11 | RISE: Rule-Driven SQL Dialect Translation via Query Reduction
[ACM] 2026-9-11 | An Empirical Study of Knowledge Distillation for Code Understanding Tasks
[ACM] 2026-9-11 | Designing Abandabot: When Does Open Source Dependency Abandonment Matter?
[ACM] 2026-9-11 | On the Robustness of Fairness Practices: A Causal Framework for Systematic Evaluation
[ACM] 2026-9-11 | Are Humans and LLMs Confused by the Same Code? An Empirical Study on Fixation-Related Potentials and LLM Perplexity
[ACM] 2026-9-11 | Temporal Specification Oriented Fuzzing for Trigger-Action-Programming Smart Home Integrations
[ACM] 2026-9-11 | LLM4Perf: Large Language Models Are Effective Samplers for Multi-Objective Performance Modeling
[IEEE] 2026-9-11 | Phase Center Normalization of a Multi-Mode Fixed Reception Pattern Antenna
[IEEE] 2026-9-11 | Task-Aware Dynamic LoRA for Multiple-Choice Environmental Audio Question Answering
[IEEE] 2026-9-11 | A Curved Plasma Jet Line Based on a Dielectric Anapole Resonator
[IEEE] 2026-9-11 | Design of a Multi-Level Adjustable Constant-Temperature-Difference Control Circuit for a MEMS Thermal Gas Flow Sensor
[IEEE] 2026-9-11 | A Compact Four-Element Frame MIMO Antenna with Defected Ground Structures for WiFi 7 Applications
[IEEE] 2026-9-11 | An Ultra-Wideband Compact Tri-Polarized Antenna with Stable Radiation Patterns for Communication and Sensing Applications
[IEEE] 2026-9-11 | Numerical Analysis of Absorber Collar Geometry and Orientation Effects on Near-Field Probe Performance
[IEEE] 2026-9-11 | A Tile-Based Passive RFID Control Architecture for Scalable Reconfigurable Intelligent Surfaces
[IEEE] 2026-9-11 | A Novel Hybrid Amplitude Tapering Method for Linear Array Antennas: Theory and Performance
[IEEE] 2026-9-11 | Optimization of Pixelated RIS Unit Cells for Wide-Angle Stability and Bandwidth Enhancement
[IEEE] 2026-9-11 | A High Supply-Noise-Suppression Ring-Amplifier Capacitor-Less LDO Using Replica Biasing
[IEEE] 2026-9-11 | Corrections to “Improving Interaction and Assessment in Hybrid Educational Environments: An Integrated Approach in Microsoft Teams With the Use of AI Techniques”
[IEEE] 2026-9-11 | Hardware Validation of CMOS Inverter PUF Using Commercial Integrated Circuits
[IEEE] 2026-9-11 | A Dual-Band Wi-Fi Monopole Antenna System with a Compact Parasitic Structure for Enhanced Isolation
[IEEE] 2026-9-11 | International Validation of FDC as a Sizing tool for Small Hydropower Plants: Study case in Romania and Spain
[IEEE] 2026-9-11 | Suppressing Crosstalk in Electrochemical Sensor Arrays with Potentiostat and Electrode Co-design
[IEEE] 2026-9-11 | Design of a Flexible SSPP Band-Selective Filter on Denim Textile Substrate for Wearable Applications
[IEEE] 2026-9-11 | AeroLink: Decentralized Service Discovery for UAV Swarms via Logical Links
[IEEE] 2026-9-11 | A High-PSRR Bandgap Reference for FeRAM Applications
[IEEE] 2026-9-11 | REMIX-PUF: A Temporal Response Mixing PUF Design Resistant to Machine Learning Attacks
[IEEE] 2026-9-11 | Aptamer-Based Detection of Dengue NS1 Protein Using a CSRR Microwave Sensor
[IEEE] 2026-9-11 | When Linearity Suffices: Lightweight Linear Alignment for Video-Text Retrieval
[IEEE] 2026-9-11 | A Multi-Functional Passive Magnetic Metasurface for Wireless Power Transfer Applications
[IEEE] 2026-9-11 | Sub-Millimeter-Wave Transmitarrays for Near- and Far-Field Applications: Design and Experiments
[IEEE] 2026-9-11 | CI-UIUNet: A Context Interaction Enhanced UIU-Net for Infrared Small Target Detection
[IEEE] 2026-9-11 | Investigation of a Complementary Dual-Band On-Off Keying Microwave Modulator
[IEEE] 2026-9-11 | Unit Cell Design for Space-Wave to Surface-Wave Coupler Enabled Transporting Metasurfaces
[IEEE] 2026-9-11 | Cavity-Backed Magneto-Electric Dipole as a Feed for Dielectric Lenses
[IEEE] 2026-9-11 | Experimental Study on Half-Select Disturb and Wake-Up Effects in 3D 2T2C FeRAM Arrays
[IEEE] 2026-9-11 | Design and Analysis of a Low-Profile Center-Fed Slot Antenna for S-Band Applications
[IEEE] 2026-9-11 | Localization of Electromagnetic Signals Generated by Underground Sources
[IEEE] 2026-9-11 | ECC-Free MCU-Based SRAM-PUF Reliability and Error-Tolerance Analysis
[IEEE] 2026-9-11 | Influence of ISSG Gate Oxide Process on NBTI Reliability in 28nm HKMG p-MOSFETs
[IEEE] 2026-9-11 | Learning-Based Generation of High-Resolution Microwave Contrast Sources for Biomedical Imaging
[IEEE] 2026-9-11 | Self-Diplexing Antenna Incorporating Motion-Sensing Functionality
[IEEE] 2026-9-11 | High-Gain Wide-Bandwidth Low-Side MOSFET Current Sensor for DC-DC Buck Converter Applications
[IEEE] 2026-9-11 | Study on Melting Characteristics of Phase Change Material Composites with Gradient-Porosity Porous Media: A Parametric Analysis at the REV Scale
[IEEE] 2026-9-11 | Seamless Grid-Connected and Islanded Transition Control of a Grid-Forming V2G Charging System for Critical Load Support
[IEEE] 2026-9-11 | Reconfigurable Wave Manipulation Through Passive RF Control: Recent Advances and Perspectives
[IEEE] 2026-9-11 | MECHO: Development of a Modular Collaborative Robot for Research and Education
[IEEE] 2026-9-11 | Digital Elevation Model from UAS-SAR Single-pass Interferometry
[IEEE] 2026-9-11 | Design Space Exploration for ReRAM-based Architectures to Address Scaling Non-idealities
[IEEE] 2026-9-11 | Study on the Influence Mechanism of Gradient Porous Media Microstructure on the Melting Characteristics of Phase Change Materials for Thermal Energy Storage
[IEEE] 2026-9-11 | A 16-Bit High-Accuracy R-2R DAC Using Auxiliary-DAC-Assisted Bit-by-Bit Calibration
[IEEE] 2026-9-11 | Real-time Optimization of a Dynamic System (PV-BESS) integrated into a Building for Self-Consumption
[IEEE] 2026-9-11 | Cloud-Native Big Data Analytics for Optimizing Antibody-Drug Conjugates (ADCs) Clinical Trial Design in Pancreatobiliary Cancers
[IEEE] 2026-9-11 | Table of Content
[IEEE] 2026-9-11 | Table of Contents
[ACM] 2026-9-11 | Towards an Asset Administration Shell Maturity Model
[IEEE] 2026-9-11 | Below-Cutoff Propagation in a Metasurface-Cladded Waveguide
[IEEE] 2026-9-11 | Identical-Azimuth Secure Communications via Element-Wise Time-Modulation FD-RIS: A Stackelberg Game Approach
[IEEE] 2026-9-11 | Welcome Message From the General Co-Chairs
[IEEE] 2026-9-11 | Versatile Exoskeleton Control Supports Elderly Joint Energetics During Hip-Intensive Tasks_supp1-3732581.mp4
[IEEE] 2026-9-11 | A 10-kV Double-Sided Cooling SiC MOSFET Power Module with Integrated Common-Mode Screen and Enhanced Thermal Performance
[ACM] 2026-9-11 | MINES: Explainable Anomaly Detection through Web API Invariant Inference
[ACM] 2026-9-11 | Toward Efficient Package Maintenance: An Empirical Study of Patch Sharing across Four Linux Distributions
[ACM] 2026-9-11 | On LLMs’ Internal Representation of Code Correctness
[ACM] 2026-9-11 | Synthetic Repo-level Bug Dataset for Training Automated Program Repair Models
[ACM] 2026-9-11 | RefAgent: A Multi-agent LLM-based Framework for Automatic Software Refactoring
[ACM] 2026-9-11 | A Large-Scale Empirical Study of Secret Key Leakage in Hugging Face Spaces
[ACM] 2026-9-11 | Breaking Single-Tester Limits: Multi-Agent LLMs for Multi-User Feature Testing
[ACM] 2026-9-11 | Memory-Efficient Large Language Models for Program Repair with Semantic-Guided Patch Generation
[ACM] 2026-9-11 | Towards Supporting Open Source Library Maintainers with Community-Based Analytics
[ACM] 2026-9-11 | Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning
[IEEE] 2026-9-11 | A Low-Profile Wideband Antenna With a Low-Loss Feed Network for Satellite Navigation System
[IEEE] 2026-9-11 | Analyzing and Counteracting Mutual Coupling Effects for Adaptive Beamforming in a Double-Cross Dipole Array
[IEEE] 2026-9-11 | Correlation Study in 3D Multi-Probe OTA Setup for Massive MIMO in FR3 Bands
[IEEE] 2026-9-11 | Direct-Learning Based DPD using 1.2 pJ/Correlation Analog Computation of DPD Coefficients
[IEEE] 2026-9-11 | Application of Directional Nested Hierarchical $\mathcal{D} \mathcal{H}^{2}$-Matrix Framework for Three-Dimensional Vector Electromagnetic Problems
[IEEE] 2026-9-11 | Null Synthesis for Modulated Metasurface Antennas
[IEEE] 2026-9-11 | Research on Performance Detection and Quality Grading of SoC Chips Oriented to CMOS Process Variations
