[2026-04-02 22:32:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-01
正在获取论文...
[arXiv] 2026-04-01 | Grothendieck's Equality vs Voevodsky's Equality
[arXiv] 2026-04-01 | Neural Vector Lyapunov-Razumikhin Certificates for Delayed Interconnected Systems
[arXiv] 2026-04-01 | Goodstein at the Second Threshold: An Independence Result for $ID_2$
[arXiv] 2026-04-01 | Improving YBa$_2$Cu$_3$O$_{7-δ}$ annealing times through a combining-temperatures route
[arXiv] 2026-04-01 | Stochastic ordering tools for continuous-time Markov chains and applications to reaction network models
[arXiv] 2026-04-01 | Stochastic Attention: Connectome-Inspired Randomized Routing for Expressive Linear-Time Attention
[arXiv] 2026-04-01 | Uncertainty-Aware Variational Reward Factorization via Probabilistic Preference Bases for LLM Personalization
[arXiv] 2026-04-01 | Multimodal Analysis of State-Funded News Coverage of the Israel-Hamas War on YouTube Shorts
[arXiv] 2026-04-01 | Do Phone-Use Agents Respect Your Privacy?
[arXiv] 2026-04-01 | VisG AV-HuBERT: Viseme-Guided AV-HuBERT
[arXiv] 2026-04-01 | High-Precision Near-Infrared Abundances of Solar Analogs in the YJ Bands
[arXiv] 2026-04-01 | How uncertain are model predictions for the muon content of extensive air showers
[arXiv] 2026-04-01 | DLWM: Dual Latent World Models enable Holistic Gaussian-centric Pre-training in Autonomous Driving
[arXiv] 2026-04-01 | FlexAI: A Multi-modal Solution for Delivering Personalized and Adaptive Fitness Interventions
[arXiv] 2026-04-01 | Understanding Transformers and Attention Mechanisms: An Introduction for Applied Mathematicians
[arXiv] 2026-04-01 | Bayesian Multi-Group Functional Factor Models with Parameter-Expanded Cumulative Shrinkage Priors
[arXiv] 2026-04-01 | Resolving Oblique Star-Disk Collisions in Quasi-Periodic Eruptions: Numerical Requirements and the Importance of Geometry
[arXiv] 2026-04-01 | Near-Earth asteroids in Main Belt-crossing orbits
[arXiv] 2026-04-01 | Characterization of Safe Stabilization and Control Lyapunov-Barrier Functions via Zubov Equation Formulation
[arXiv] 2026-04-01 | Infinite Horizon Optimal Control of Forward-Backward Stochastic Volterra Equations with Delay
[arXiv] 2026-04-01 | Absence of $O (2)$ symmetry in the Vicsek model
[arXiv] 2026-04-01 | Adaptive Polynomial Filtering for Hermitian Interior Eigenproblems: Convergence Analysis
[arXiv] 2026-04-01 | Event Embedding of Protein Networks : Compositional Learning of Biological Function
[arXiv] 2026-04-01 | JAMMEval: A Refined Collection of Japanese Benchmarks for Reliable VLM Evaluation
[arXiv] 2026-04-01 | Experience as a Compass: Multi-agent RAG with Evolving Orchestration and Agent Prompts
[arXiv] 2026-04-01 | A Non-Abelian Route to Z2 Non-Hermitian Skin Effects
[arXiv] 2026-04-01 | 20 years of monitoring: PKS 2155-304 and PKS 1510-089 in the eyes of Swift and Fermi. II. PKS 1510-089 and comparison
[arXiv] 2026-04-01 | A multiphysics model for triboelectric nanogenerator design with explicit surface roughness representation
[arXiv] 2026-04-01 | Stable Determinant Monte Carlo Simulations at Large Inverse Temperature $β$
[arXiv] 2026-04-01 | Preference Guided Iterated Pareto Referent Optimisation for Accessible Route Planning
[arXiv] 2026-04-01 | Electronic transport in BN-encasulated graphene limited by remote phonon scattering
[arXiv] 2026-04-01 | On the average-case complexity landscape for Tensor-Isomorphism-complete problems over finite fields
[arXiv] 2026-04-01 | Noise-resilient nanophotonic gyroscope with sub-prad phase resolution
[arXiv] 2026-04-01 | SynDe: Syndrome-guided Decoding of Raw Nanopore Reads
[arXiv] 2026-04-01 | Two-Qubit Implementation of QAOA for MAX-CUT on an NV-Center Quantum Processor
[arXiv] 2026-04-01 | Deformations of mixed associators in module categories
[arXiv] 2026-04-01 | Vibrationally Induced Resonances in Lasing
[arXiv] 2026-04-01 | MVNN: A Measure-Valued Neural Network for Learning McKean-Vlasov Dynamics from Particle Data
[arXiv] 2026-04-01 | Imaging magnetically driven astrospheres: a forward modelling approach
[arXiv] 2026-04-01 | Symmetry and rigidity results for Serrin's overdetermined type problems in weighted Riemannian manifolds
[arXiv] 2026-04-01 | The Semiclassical Einstein-Klein-Gordon System: Asymptotic Analysis of Minkowski Spacetime
[arXiv] 2026-04-01 | Conditional channel entropy sets fundamental limits on thermodynamic quantum information processing
[arXiv] 2026-04-01 | One-loop $p$-adic string theory and the Néron local height function
[arXiv] 2026-04-01 | Dioperads, Frobenius monoidal functors and duality
[arXiv] 2026-04-01 | The motion of tracer particles in turbulent superfluid $^4$He down to the zero-temperature limit
[arXiv] 2026-04-01 | Maximum spectral sum of graphs
[arXiv] 2026-04-01 | Competition at the front of expanding populations
[arXiv] 2026-04-01 | Finding Low Star Discrepancy 3D Kronecker Point Sets Using Algorithm Configuration Techniques
[arXiv] 2026-04-01 | Universal features of high-energy scattering of Laguerre-Gaussian states
[arXiv] 2026-04-01 | Reliable and Efficient Automated Transition-State Searches with Machine-Learned Interatomic Potentials
[arXiv] 2026-04-01 | Maximal compatibility of disklike $G$-transfer systems
[arXiv] 2026-04-01 | Solutions of Calabi-Yau Differential Operators as Truncated p-adic Series and Efficient Computation of Zeta Functions
[arXiv] 2026-04-01 | Electronic structure and correlation of La$_4$Co$_2$NiO$_8$Cl$_2$: a theoretical proposal for a La$_4$Ni$_3$O$_{10}$-like high-temperature superconductor
[arXiv] 2026-04-01 | Multimessenger Constraints on Production Sites of High-Energy Neutrinos from NGC 1068
[arXiv] 2026-04-01 | Universal YOCO for Efficient Depth Scaling
[arXiv] 2026-04-01 | LAtent Phase Inference from Short time sequences using SHallow REcurrent Decoders (LAPIS-SHRED)
[arXiv] 2026-04-01 | Rotationally invariant first passage percolation: Breaking the $n/\log n$ variance barrier
[arXiv] 2026-04-01 | CliffSearch: Structured Agentic Co-Evolution over Theory and Code for Scientific Algorithm Discovery
[arXiv] 2026-04-01 | TRACE: High-Fidelity 3D Scene Editing via Tangible Reconstruction and Geometry-Aligned Contextual Video Masking
[arXiv] 2026-04-01 | Polynomial Constraints for Robustness Analysis of Nonlinear Systems
[arXiv] 2026-04-01 | AgentWatcher: A Rule-based Prompt Injection Monitor
[arXiv] 2026-04-01 | Learning Neural Network Controllers with Certified Robust Performance via Adversarial Training
[arXiv] 2026-04-01 | Infinite Heat Order in 3+1 Dimensions
[arXiv] 2026-04-01 | On the error of the Euler scheme for approximation of solutions of nonlinear DDEs under inexact information
[arXiv] 2026-04-01 | Open-Set Supervised 3D Anomaly Detection: An Industrial Dataset and a Generalisable Framework for Unknown Defects
[arXiv] 2026-04-01 | SMASH: Mastering Scalable Whole-Body Skills for Humanoid Ping-Pong with Egocentric Vision
[arXiv] 2026-04-01 | Property-Level Flood Risk Assessment Using AI-Enabled Street-View Lowest Floor Elevation Extraction and ML Imputation Across Texas
[arXiv] 2026-04-01 | Inversion monotonicity in subclasses of the 1324-avoiders
[arXiv] 2026-04-01 | Deep Reinforcement Learning for Robotic Manipulation under Distribution Shift with Bounded Extremum Seeking
[arXiv] 2026-04-01 | Makkai's lost proof of projectivity of N in the free topos
[arXiv] 2026-04-01 | Region-Adaptive Generative Compression with Spatially Varying Diffusion Models
[arXiv] 2026-04-01 | Maximizing Power Flexibility of Hybrid Energy Systems for Capacity Market
[arXiv] 2026-04-01 | Understanding Quantum Theory: An Operational Reconstructive Approach
[arXiv] 2026-04-01 | LightGuard: Transparent WiFi Security via Physical-Layer LiFi Key Bootstrapping
[arXiv] 2026-04-01 | The multichannel Dyson equation for double ionisation spectroscopies
[arXiv] 2026-04-01 | A Hierarchical Importance-Guided Multi-objective Evolutionary Framework for Deep Neural Network Pruning
[arXiv] 2026-04-01 | Narrative Fingerprints: Multi-Scale Author Identification via Novelty Curve Dynamics
[arXiv] 2026-04-01 | Distance and [Fe/H] of Galactic bulge clusters from member RR Lyrae I-band light curves
[arXiv] 2026-04-01 | Augmented Human Capital: A Unified Theory and LLM-Based Measurement Framework for Cognitive Factor Decomposition in AI-Augmented Economies
[arXiv] 2026-04-01 | Simultaneous operation of an 18-qubit modular array in germanium
[arXiv] 2026-04-01 | VibeGuard: A Security Gate Framework for AI-Generated Code
[arXiv] 2026-04-01 | Lower Bounds on Inverse Cellular Automata via Proof Complexity
[arXiv] 2026-04-01 | Geometry-induced correlated noise in qLDPC syndrome extraction
[arXiv] 2026-04-01 | Foundation Model-guided Iteratively Prompting and Pseudo-Labeling for Partially Labeled Medical Image Segmentation
[arXiv] 2026-04-01 | Universal Non-Gaussian Signatures from Transient Instabilities
[arXiv] 2026-04-01 | QCD Anderson transition at zero and non-zero external magnetic fields
[arXiv] 2026-04-01 | Error bounds for splitting methods in unitary problems
[arXiv] 2026-04-01 | Infinite-Horizon Ergodic Control via Kernel Mean Embeddings
[arXiv] 2026-04-01 | Forecasting Motion in the Wild
[arXiv] 2026-04-01 | PDA: Text-Augmented Defense Framework for Robust Vision-Language Models against Adversarial Image Attacks
[arXiv] 2026-04-01 | Compactness of Moduli Spaces of Gradient Flow Lines in the Uniform Topology
[arXiv] 2026-04-01 | Precise theoretical prediction on branching fractions and polarizations of $D \to V V$ decays
[arXiv] 2026-04-01 | Regularizations of point charges, the Liénard-Wiechert potential, and the electron self-energy
[arXiv] 2026-04-01 | EgoSim: Egocentric World Simulator for Embodied Interaction Generation
[arXiv] 2026-04-01 | Agent psychometrics: Task-level performance prediction in agentic coding benchmarks
[arXiv] 2026-04-01 | Obfuscating Code Vulnerabilities against Static Analysis in JavaScript Code
[arXiv] 2026-04-01 | CARE: Privacy-Compliant Agentic Reasoning with Evidence Discordance
[arXiv] 2026-04-01 | Chvátal-Gomory Rounding of Eigenvector Inequalities for QCQPs
[arXiv] 2026-04-01 | Pricing Lookback Options on a Quantum Computer
[arXiv] 2026-04-01 | Robust Multidimensional Chinese Remainder Theorem (MD-CRT) with Non-Diagonal Moduli and Multi-Stage Framework
[arXiv] 2026-04-01 | Excitations across the equilibrium and photoinduced `hidden' states of magnetoresistive manganites
[arXiv] 2026-04-01 | A Discontinuous Galerkin Scheme for the Cahn-Hilliard Equations with Discrete Maximum Principle for Arbitrary Polynomial Order
[arXiv] 2026-04-01 | ACT Now: Preempting LVLM Hallucinations via Adaptive Context Integration
[arXiv] 2026-04-01 | Mass relations in heavy hadrons from Jensen-like inequalities
[arXiv] 2026-04-01 | Stability analysis and double critical phenomenon in the Einstein-Maxwell-scalar theory
[arXiv] 2026-04-01 | Properties of multiqubit variational quantum states representing weighted graphs and their computing with quantum programming
[arXiv] 2026-04-01 | Enhancing Gradient Inversion Attacks in Federated Learning via Hierarchical Feature Optimization
[arXiv] 2026-04-01 | Physics-informed neural networks for solving two-phase flow problems with moving interfaces
[arXiv] 2026-04-01 | Phase transition on a context-sensitive random language model with short range interactions
[arXiv] 2026-04-01 | Women's mobility networks enable more efficient travel
[arXiv] 2026-04-01 | Cerf Diagrams and Hatcher-Wagoner Invariants for Barbell Maps
[arXiv] 2026-04-01 | WARP: Guaranteed Inner-Layer Repair of NLP Transformers
[arXiv] 2026-04-01 | Portable and Secure CI/CD for COBOL: Lessons from an Industrial Migration
[arXiv] 2026-04-01 | Dispatch-Embedded Long-Term Tail Risk Assessment and Mitigation via CVaR for Renewable Power Systems
[arXiv] 2026-04-01 | Multi-Mode Quantum Annealing for Variational Autoencoders with General Boltzmann Priors
[arXiv] 2026-04-01 | Generalization Bounds for Spectral GNNs via Fourier Domain Analysis
[arXiv] 2026-04-01 | IDDM: Identity-Decoupled Personalized Diffusion Models with a Tunable Privacy-Utility Trade-off
[arXiv] 2026-04-01 | Super-Resolving Coarse-Resolution Weather Forecasts With Flow Matching
[arXiv] 2026-04-01 | The effect of staggered nonlinearity on the Su-Schrieffer-Heeger model
[arXiv] 2026-04-01 | MultiWave: A computational lab for adaptive numerical methods approximating hyperbolic balance laws
[arXiv] 2026-04-01 | Scattering at Space-Time Interfaces between Dispersive Media
[arXiv] 2026-04-01 | PixelPrune: Pixel-Level Adaptive Visual Token Reduction via Predictive Coding
[arXiv] 2026-04-01 | Detecting Call Graph Unsoundness without Ground Truth
[arXiv] 2026-04-01 | Charged Black Holes in Bumblebee gravity with Global Monopole: Thermodynamics and Shadow
[arXiv] 2026-04-01 | Waiting time distribution of solar flares from a global perspective
[arXiv] 2026-04-01 | On the approximation of the between-set correlation matrix by canonical correlation analysis
[arXiv] 2026-04-01 | A 4D Representation for Training-Free Agentic Reasoning from Monocular Laparoscopic Video
[arXiv] 2026-04-01 | Signatures of Long-Lived Heavy Neutral Leptons from Neutrinophilic Charged Higgs Pair Production at the LHC
[arXiv] 2026-04-01 | DOA Estimation for Low-Altitude Networks: HAD Architectures, Methods, and Challenges
[arXiv] 2026-04-01 | Debiased Estimators in High-Dimensional Regression: A Review and Replication of Javanmard and Montanari (2014)
[arXiv] 2026-04-01 | Yet Even Less Is Even Better For Agentic, Reasoning, and Coding LLMs
[arXiv] 2026-04-01 | Role Differentiation in a Coupled Resource Ecology under Multi-Level Selection
[arXiv] 2026-04-01 | Approximation Algorithms for Budget Splitting in Multi-Channel Influence Maximization
[arXiv] 2026-04-01 | Glassy Arrest Behind the Apparent Second Liquid in Water
[arXiv] 2026-04-01 | RefineRL: Advancing Competitive Programming with Self-Refinement Reinforcement Learning
[arXiv] 2026-04-01 | Scalable Pretraining of Large Mixture of Experts Language Models on Aurora Super Computer
[arXiv] 2026-04-01 | An Approach to Enriching Surgical Video Datasets for Fine-Grained Spatial-Temporal Understanding of Vision-Language Models
[arXiv] 2026-04-01 | IWP: Token Pruning as Implicit Weight Pruning in Large Vision Language Models
[arXiv] 2026-04-01 | Andreev-enhanced conductance quantization and gate-tunable induced superconducting gap in germanium
[arXiv] 2026-04-01 | Phase transition for a black hole with matter fields and the relation with the Lyapunov exponent
[arXiv] 2026-04-01 | Is RISC-V Ready for Machine Learning? Portable Gaussian Processes Using Asynchronous Tasks
[arXiv] 2026-04-01 | Tunable information insulation induced by constraint mismatch
[arXiv] 2026-04-01 | A CEFR-Inspired Classification Framework with Fuzzy C-Means To Automate Assessment of Programming Skills in Scratch
[arXiv] 2026-04-01 | Topological magnetotransport in modified-Haldane systems
[arXiv] 2026-04-01 | AutoEG: Exploiting Known Third-Party Vulnerabilities in Black-Box Web Applications
[arXiv] 2026-04-01 | Unambiguous characterization of in-plane dielectric response in nanoconfined liquids: water as a case study
[arXiv] 2026-04-01 | Derivative estimates for SDEs with singular and unbounded coefficients
[arXiv] 2026-04-01 | CL-VISTA: Benchmarking Continual Learning in Video Large Language Models
[arXiv] 2026-04-01 | Common TF-IDF variants arise as key components in the test statistic of a penalized likelihood-ratio test for word burstiness
[arXiv] 2026-04-01 | Explicit MPC for Parameter Dependent Linear Systems
[arXiv] 2026-04-01 | Microscopic Theory of Superionic Phase Transitions: Nonadiabatic Dynamics and Many-Body Effects
