[2026-02-21 09:18:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-20
正在获取论文...
[ACM] 2026-2-20 | Wildfire@Home: Personalized Immersive Training for Household Situation Awareness
[IEEE] 2026-2-20 | A Trajectory Planning Model for Autonomous Vehicles: Lane Change Manoeuvres Using Fuzzy Logic
[IEEE] 2026-2-20 | AI-Based Traffic Prediction and Network Management: Enhancing Urban Mobility and Congestion Control through Machine Learning and Hybrid Algorithms
[IEEE] 2026-2-20 | Automatic Defect Detection of Chain Link Fences Using Artificial Intelligence
[IEEE] 2026-2-20 | Multi-varient Feature Extraction and its Late Fusion with VGG-16 based Deep Feature for Oral Cancer Detection via Multiple Classification
[IEEE] 2026-2-20 | Design of a Printed Yagi-Uda Antenna for Long-Range Applications in the 902-928 MHz ISM Band
[IEEE] 2026-2-20 | Leveraging Data Analytics in NIDHI-TBI for Innovation-Driven Business Incubation
[IEEE] 2026-2-20 | Comparative Analysis of Harmonic Injection Based Excitation Topologies in High Power Brushless Wound Field Synchronous Motors for EVs
[IEEE] 2026-2-20 | Evaluation of AEAD Cryptographic Algorithms in an MQTT-Based IoT Tracking System
[IEEE] 2026-2-20 | Enhancing Noise Immunity in Mixed-Signal Circuits for Biomedical Applications
[IEEE] 2026-2-20 | CareerForge-AI: Graph Neural Network for Predicting Employee Performance and Personalized Career Paths
[IEEE] 2026-2-20 | LungListener: Bootstrapping a Large-Scale Audio-Language Model for Lung Sound Classification and Analysis
[IEEE] 2026-2-20 | Facial Skin Disease Classification using EfficientNetV2B0 with Attention-Based BiGRU
[IEEE] 2026-2-20 | Design and Hardware Implementation of an H-Bridge DC-DC Converter for Power Supply Applications
[IEEE] 2026-2-20 | High-Speed, Low-Power ADC Design Leveraging Emerging Material Interfaces for Terahertz Signal Processing xApplications
[IEEE] 2026-2-20 | Prediction Method for Motor Main Insulation Breakdown Voltage Based on CHMM-GBDT Hybrid Model
[IEEE] 2026-2-20 | A General Dynamic Channel Compression Framework for Feature Fusion in Self-Supervised Monocular Depth Estimation
[IEEE] 2026-2-20 | Implicit Representation of Multispectral Images in Autonomous Driving
[IEEE] 2026-2-20 | Virtual Power Plant Optimal Scheduling Method Based on Temporal Fusion Transformer-Deep Deterministic Policy Gradient
[IEEE] 2026-2-20 | On Disturbance Observer-Based Control for DC-DC Boost Power Converters with Restricted Input
[IEEE] 2026-2-20 | Analyzing Vulnerabilities in Academic Network Servers: A Foundation for AI-Driven Intrusion Detection Systems
[IEEE] 2026-2-20 | Discovering Proxy Systems to Test Critical AI Systems: A Metadata-Driven Software Similarity Approach
[IEEE] 2026-2-20 | Leveraging Deep Progressive Reinforcement Learning and Feature Learning Techniques for Vietnamese Sign Language Recognition
[IEEE] 2026-2-20 | Bird Sound Detection Using Convolution Neural Networks
[IEEE] 2026-2-20 | Leader Selection in Platooning of Autonomous Vehicles Using Machine Learning
[IEEE] 2026-2-20 | Analysis of Blockchain with AI Integration for Autonomous Internet of Thing
[IEEE] 2026-2-20 | Cross-Modal Neural Networks for Real-Time Multisensory Information Fusion in Smart Healthcare
[IEEE] 2026-2-20 | Real-Time XR Simulation for Emergency Medical Response Training
[IEEE] 2026-2-20 | GSP-SLAM: Dense Reconstruction of Visual SLAM Based on an Improved 3D Gaussian*
[IEEE] 2026-2-20 | Deep Reinforcement Learning for Unified Load Forecasting and Optimal Dispatch in Smart Grids
[IEEE] 2026-2-20 | Confidence-Aware 3D Gaze Tracking and Assessment Metric
[IEEE] 2026-2-20 | Wideband Antipodal Vivaldi Antenna Integrated with GRIN Lens for High-Gain and Wide-Angle Dynamic Beam Scanning in Ka-Band
[IEEE] 2026-2-20 | On the Effective Fault-Ride Through Operation of Grid-Forming Inverters Under Asymmetrical Faults in Low-Inertia AC Microgrids
[IEEE] 2026-2-20 | Sequential Switching Strategy for DFIG Fault Ride-Through Considering Reactive Power Support
[IEEE] 2026-2-20 | Label Semantic and Sample Relationship Collaborative Learning for Domain Adaptation
[IEEE] 2026-2-20 | Design and Implementation of Smart Compiled PLC Based on Real-Time Operating System
[ACM] 2026-2-20 | The resilience of social media users against Generative AI-based visual manipulation: A survey among Hungarian Facebook users
[IEEE] 2026-2-20 | GEM-AI: A Generative AI Driven Zero-Shot Method for Group Emotion Recognition
[IEEE] 2026-2-20 | Mapping-Guided Optimization Framework for Low-Sidelobe Sparse Antenna Arrays via Quadrant Amplitude Mapping
[IEEE] 2026-2-20 | Cost-Efficient Service Function Chain Deployment in Satellite Optical Networks
[IEEE] 2026-2-20 | IEEE Transactions on Cybernetics
[IEEE] 2026-2-20 | Message from ScalCom 2025 Program Chairs
[IEEE] 2026-2-20 | SYMPOL 2025 Author Index
[IEEE] 2026-2-20 | Front Cover
[IEEE] 2026-2-20 | Prediction of Power Amplifier Performance at the Resonant Frequencies of Shielding Effectiveness in a Conductive Enclosure With an Aperture Under HEMP Exposure
[IEEE] 2026-2-20 | Practical and Flexible Backdoor Attack against Deep Learning Models via Shell Code Injection_supp1-3662587.mp4
[IEEE] 2026-2-20 | Performance Evaluation of Advanced YOLOv10 and YOLOv11 Architectures for Object Detection in Autonomous Driving Scenarios
[IEEE] 2026-2-20 | 100 Gbps Radio Over Free Space Communication Using Space Diversity Reception Based on Photodetector Array
[IEEE] 2026-2-20 | IEEE Transactions on Smart Grid Information for Authors
[IEEE] 2026-2-20 | IEEE Tech RXIV
[IEEE] 2026-2-20 | Robot Grasp Detection With Category-Level 6-D Pose Estimation Based on 3-D Model Reconstruction
[IEEE] 2026-2-20 | Blank Page
[IEEE] 2026-2-20 | Color Manipulation and Fusion for Enhancement of Dark Underwater Images
[IEEE] 2026-2-20 | Dynamic Anomaly Detection for Fire Alarm Fault Identification using a Fuzzy-CNN Based Approach
[IEEE] 2026-2-20 | Analysis of No-Load Characteristics for Multi-Point Grounding Fault Locations in Three-Phase Transformer Cores
[IEEE] 2026-2-20 | SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines
[IEEE] 2026-2-20 | Design the Feedback and Health Monitoring for Rehabilitation Uses via Wearable IoT Integration in Virtual Reality (VR) Locations
[IEEE] 2026-2-20 | Zero Trust Edge: An Explainable AI-Driven Energy- Aware IIoT Framework with Zero Trust Security for Sustainable Smart Grid
[IEEE] 2026-2-20 | Leveraging Intelligent Digital Payment Systems for Tax Compliance Enhancement: Evidence from Indonesia's Motorized Tax Sector using SEM-PLS
[IEEE] 2026-2-20 | Evaluating 2.5D Digital Twin Based Generation of Historical Women’s Jackets Using AI
[IEEE] 2026-2-20 | Comparative Analysis of LSTM and 1D-CNN Models for Indonesian Sign Language (SIBI) Recognition Using MediaPipe Landmarks
[IEEE] 2026-2-20 | Digital Twin engineering guided by MBSSE and Digital Thread
[IEEE] 2026-2-20 | A Comparative Study of Machine Learning Algorithms for P2P Traffic Classification
[IEEE] 2026-2-20 | Reinforcement Learning-Inspired Ensemble Framework for Robust Facial Emotion Recognition
[IEEE] 2026-2-20 | Optimizing Dynamic Charging Infrastructure Placement for Heavy-Duty Vehicles
[IEEE] 2026-2-20 | Thoughts on Technology and the State
[IEEE] 2026-2-20 | SHAP-Based Feature Analysis Method for Pipeline Defect Signal Interpretation
[IEEE] 2026-2-20 | Drawing Power Grid Diagrams to Explicitly Separate Different Nominal Voltage Levels
[IEEE] 2026-2-20 | Pneumonia in Children Using Artificial Intelligence and Machine Learning
[IEEE] 2026-2-20 | Analyzing the Effectiveness of Machine Learning Approaches in Sentiment Classification
[IEEE] 2026-2-20 | A Comprehensive Analysis of Data Driven NN Models for EMG-Based Force Estimation in Rehabilitation Robotics
[IEEE] 2026-2-20 | Geographically Weighted Log-Logistic 3-Parameter Regression Model for Stunting Prevalence: A Case Study on Sulawesi Island, Indonesia
[IEEE] 2026-2-20 | Firefighter Response Training Using Real-Time Adaptive XR Scenarios
[IEEE] 2026-2-20 | Optimizing Checkout Page Performance for High-Traffic E-Commerce Platforms: A Machine Learning Approach
[IEEE] 2026-2-20 | Optimizing Timeliness in Network Design for Electric Vehicle Battery Recycling Under Demand Uncertainty Incorporating Fourth-Party Logistics
[IEEE] 2026-2-20 | Finite-Time Simultaneous Rest-to-Rest Setting Control for Dual Modes of a String Using Halfodd Trigonometric Functions
[IEEE] 2026-2-20 | Structuring Secure Communication Channels Through Adaptive AI Frameworks
[IEEE] 2026-2-20 | Integrated Design and Performance Optimization of Residential PEMFC-CHP System
[IEEE] 2026-2-20 | Decision Optimization for Electronic Products Based on Multi-Stage Planning and Multi-Layer Perceptron
[IEEE] 2026-2-20 | Enhanced Spatiotemporal Coordination for Multi-Robot Systems in Smart Warehousing: A Digital Twin-Enabled Approach
[IEEE] 2026-2-20 | BIM-Aided Digital Twin of Long-Span Pratt Truss Modeling and GNSS Displacement Monitoring for Bridge Lifecycle Management
[IEEE] 2026-2-20 | Gain-Scheduling-Based Energy Management System for Marine Electric Propulsion System
[IEEE] 2026-2-20 | Exploring Colour Space Correlations for Non-Destructive Assessment of Banana Ripeness
[IEEE] 2026-2-20 | Toward Secure and Scalable Access Control in IoT for Smart and Sustainable Systems: A Hybrid RBAC-ABAC Survey and Roadmap
[IEEE] 2026-2-20 | Analysis of Impedance Characteristics of Semi-solid Lithium Batteries
[IEEE] 2026-2-20 | IFG-Net: Channel Info Fusion Guidance for Retinal Vessel Segmentation
[IEEE] 2026-2-20 | Spatiotemporal Graph Neural Network for Predictive Maintenance in Wind Energy Systems Using Multi-Task Learning
[IEEE] 2026-2-20 | Integrating Machine Learning, Deep Learning, Iot, Ai, and Data Science for Future Innovations
[IEEE] 2026-2-20 | AI-Powered Multimodal Fusion Models for Lung Cancer Recurrence Prediction in Diverse Diagnostic Contexts
[IEEE] 2026-2-20 | Formal Verification and Implementation of GeoFC-NIRF: Geospatial Fog-Cloud assisted Framework for SDG #4
[IEEE] 2026-2-20 | Experimental Evaluation of Rotating Oil-Jet Cooling for Thermal Management in Hairpin Winding Electrical Machines
[IEEE] 2026-2-20 | A Survey of Intrusion Detection Systems in Deep Learning Era: Methods and Perspectives
[IEEE] 2026-2-20 | Responsible AI for Health Governance: A Focus on Alzheimer's Patients
[IEEE] 2026-2-20 | Big Data Visualisation Using Multimodal Learning Feedback Analysis
[IEEE] 2026-2-20 | Analysis of CNN Model Vulnerabilities through Adversarial Attack-Based Image Generation Technique
[IEEE] 2026-2-20 | Opt-GPTQ: An Optimized GPTQ Combining Sparse Attention and Quantization Techniques
[IEEE] 2026-2-20 | Bridging the Simulation-to-Real Gap in Automatic Modulation Classification for 5G/6G: A Problem-Driven Critique and a Lightweight CBAM-Transformer Continuation
[IEEE] 2026-2-20 | Parkinson's Disease Prediction and Analysis Using LSTM and RNN
[IEEE] 2026-2-20 | Obstacle Avoidance for Indoor Mobile Robots Using Multi-Sensor Fusion and Deep Reinforcement Learning
[IEEE] 2026-2-20 | A Synchronization Stability Enhancement Method for Wind Turbines Based on the Seamless Switching Between GFL and GFM
[IEEE] 2026-2-20 | Comparative Analysis of Machine Learning Regression Models in EMG-Based Muscle Fatigue Prediction
[IEEE] 2026-2-20 | Load Frequency Control of Diversified Power System with Improved Fruit Fly Algorithm Based Fractional Order Regulator
[IEEE] 2026-2-20 | Time Travel: LLM-Assisted Semantic Behavior Localization with Git Bisect
[IEEE] 2026-2-20 | Method of Moments for Optimal Ring Ratio Under Two-Ring M APSK Modulation
[IEEE] 2026-2-20 | Privacy-Utility Trade-offs in Federated Learning for 6G Networks: A Systematic Evaluation of Software-based Privacy Mechanisms
[IEEE] 2026-2-20 | AI-Driven Prediction of ICU Admission After Left Heart Catheterization: A Machine Learning Approach
[IEEE] 2026-2-20 | Dynamic Prognosis of Cardiovascular Disease Using Emr-Enhanced AI and Ml Models
[IEEE] 2026-2-20 | Design of an Electric Drive System Powered by Renewable Sources
[IEEE] 2026-2-20 | SEE-FuseNet: A Stage-Enhanced Multi-Level Feature Fusion Framework for Eye Disease Classification
[IEEE] 2026-2-20 | DeepFake Analysis : A Review of Recent Studies, Detection Methods and Trends in Deepfake Detection
[IEEE] 2026-2-20 | Hybrid GRU-Convolutional Neural Networks for Alzheimer’s Progression Prediction from Neuroimaging
[IEEE] 2026-2-20 | Dual-Modality Smart Shoes for Health Assessment: A Primary Study in Heart Failure using the 6-Minute Walk Test
[IEEE] 2026-2-20 | A Comprehensive Drug Classification Analysis Using Classical Machine Learning Techniques
[IEEE] 2026-2-20 | Towards Adaptive and Scalable DDoS Detection in Distributed System using Tuned Hierarchical Machine Learning Techniques
[IEEE] 2026-2-20 | Plant Disease Identification based on LIME-CNN
[IEEE] 2026-2-20 | Analysing the Impact of Flexible Power Point Tracking in Grid-Tied PV Systems with Varying Solar Irradiance and Load Conditions
[IEEE] 2026-2-20 | Designing a Conversational Agent for Competence Development
[IEEE] 2026-2-20 | About the Institute
[IEEE] 2026-2-20 | IMAS 2025 TOC
[IEEE] 2026-2-20 | FST-SMO position observer for PMSM Sensorless Control Based on Hill Climbing Compensation
[IEEE] 2026-2-20 | Manifold-Based Adaptive Cruise Control for Autonomous Vehicle Platoons
[IEEE] 2026-2-20 | Tendon-Actuated Galvanometer Robot (TAGR) Towards Minimally Invasive Hybrid Surgical Laser Steering
[IEEE] 2026-2-20 | Real-Time Constraint-Aware Inverse Kinematics Via Passivity-Based Dynamics Simulation
[IEEE] 2026-2-20 | IEEE Intelligent Transportation Systems Society Information
[IEEE] 2026-2-20 | An End-to-End Cost-Focused Wind Power Forecasting Framework Based on Convex Hulls
[IEEE] 2026-2-20 | Optimal SCUC Considering Nodal RoCoF Security Constraints in Single Generator Trip Contingencies
[IEEE] 2026-2-20 | Service Continuity for Serverless-Edge Consumer Applications: Opportunities and Issues
[IEEE] 2026-2-20 | Panoramic Active Visual System for Distant Traffic Sign Recognition
[IEEE] 2026-2-20 | SLM-VINS: Advancing Visual-Inertial SLAM via Hierarchical Spatial Line Integration and Multi-Mechanism Marginalization
[IEEE] 2026-2-20 | IEEE Transactions on Cybernetics Information for Authors
[IEEE] 2026-2-20 | Cross-Sensor bushfire Detection Using Supervised Domain Adaptation
[IEEE] 2026-2-20 | ISRITI 2025 Opinion
[IEEE] 2026-2-20 | ISAC-Enabled Handover Design in LEO Satellite Networks
                    <sup/>
[IEEE] 2026-2-20 | Soft Label Pruning and Quantization for Large-Scale Dataset Distillation_supp1-3664488.pdf
[IEEE] 2026-2-20 | A Multimode Coupling Dispersion Model for Helically Corrugated Waveguides With Application to the Overmoded Regime
[IEEE] 2026-2-20 | Launch Strategy for Green Innovative Products Considering Recall Risk: Timing and Product Portfolio Decisions
[IEEE] 2026-2-20 | BVRF-Net: Edge Detection Network Inspired by the Characteristics of Biological Visual Receptive Fields
[IEEE] 2026-2-20 | Cascaded Symmetry-Aware Network for Component Segmentation of Satellites
[IEEE] 2026-2-20 | Elderly FallGuard: An AI-Driven Assistive Technology for Fall Risk Prediction using Motion and Health Monitoring
[IEEE] 2026-2-20 | AI-Driven Classification of Encryption Techniques in Medical Image ROIs for Secure Transmission
[IEEE] 2026-2-20 | The Implementation of Machine Learning and Deep Learning On Skin Tone Classification
[IEEE] 2026-2-20 | Intelligent Reverse Vending Machine for Automated Collection and Shredding of PET Bottles Using YOLOv8 and ESP32
[IEEE] 2026-2-20 | A Federated Learning Approach for Personalized Online Course Recommendation Using Hybrid Recommender Strategies
[IEEE] 2026-2-20 | AI-Powered Collaborative Robotics for Next-Gen Industrial Automation
[IEEE] 2026-2-20 | Efficient Stochastic FP32 to INT4 Quantization in lightweight 32-bit RISC-V Processors
[IEEE] 2026-2-20 | Application of AI in the Load Forecasting for Smart Grid
[IEEE] 2026-2-20 | Exploring the Influence of Technology Business Incubators on the Growth of Eco-Friendly Startups Using Green Financing Models
[IEEE] 2026-2-20 | Review on Optimizing Cloud Computing: Resource Allocation, Task Scheduling, and AI-Driven Enhancements
[IEEE] 2026-2-20 | ResNet-Swin Transformer Fusion with Shifted Window Attention for Multi-Class Plant Disease Classification with Weighted Sampling
[IEEE] 2026-2-20 | Enhancing IoT-Enabled Electric Vehicle Battery Performance Monitoring and Prediction using AI Techniques
[IEEE] 2026-2-20 | Using Circuit Theory and Swarm Intelligence for the Design and Optimization of Energy Harvesters for Ambient Mechanical Vibrations
[IEEE] 2026-2-20 | Advancing Electric Vehicle Efficiency Forecasting: Nonlinear Battery Frameworks and Empirical City Driving Profiles
