[2026-08-10 22:36:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-09
正在获取论文...
[IEEE] 2026-8-10 | 190VPP High-Voltage Capacitive Piezoelectric Ceramic Drive Circuit Design
[IEEE] 2026-8-10 | WAC-PVFormer: A Photovoltaic Operation Framework Based on Weather-Aware Contrastive Patch Transformer
[IEEE] 2026-8-10 | BitFair: A 12nm Bit-Serial CNN Accelerator with Learnable Early Termination and Adaptive Bit Ordering for Ultra-Low-Power XR Vision
[IEEE] 2026-8-10 | Program Committee
[IEEE] 2026-8-10 | Energy-Constrained Resilient Multirobot Coverage Control
[IEEE] 2026-8-10 | Metal Surface Defect Recognition Based on Local Binary Patterns and Random Forests
[IEEE] 2026-8-10 | Designing and Evaluating Vision-Language Models for Painting Analysis
[IEEE] 2026-8-10 | Prompt Ensemble Meets Rotation-Weighted TTA: A Lightweight CLIP Framework for Remote Sensing Classification under Few-Shot Splits
[IEEE] 2026-8-10 | Range Super-Resolution for Dense Multiple Targets via Adaptive Pulse Compression
[IEEE] 2026-8-10 | Toward Deployable Machine Learning-Based Personalization of Hearing Aid Fitting: A Survey
[IEEE] 2026-8-10 | Hybrid-Active-Flux-Model-Based Sensorless Control for PMSM Using a Nonlinear Observer
[IEEE] 2026-8-10 | Sigmoid-Gated Attention for Efficient Unsupervised Entity Resolution
[IEEE] 2026-8-10 | Comparative Hamiltonian Energy Modeling for Identifying Key Regulators in Protein-Protein Interaction Networks
[IEEE] 2026-8-10 | A Polynomial-Decay and Pinhole-Imaging Whale Optimization Algorithm for UAV Relay Communication Deployment
[IEEE] 2026-8-10 | A Low-Power Chopper-Stabilized CCIA for Wearable EEG Acquisition
[IEEE] 2026-8-10 | Intelligent Agricultural Insect Recognition System Based on the YOLOv8 and Classification Algorithm
[IEEE] 2026-8-10 | IteraPrompt: Unlocking the Reasoning Potential of Lightweight LLMs via Adaptive Hard Example Mining
[IEEE] 2026-8-10 | A Two-Layer BiLSTM distillation-based method for network intrusion detection
[IEEE] 2026-8-10 | Research on the FPGA-Based Digital Phase-Locked Loop
[IEEE] 2026-8-10 | BRIDGE: A Bidirectional Reality and Informatics Data GatEway for Closing the Clinical Workflow Loop in XR
[IEEE] 2026-8-10 | Switching Estimator Design for Continuous-Time LPV Systems With Actuator Faults
[ACM] 2026-8-10 | Adolescent Identity Expression through Transdisciplinary, Computational, Creative Writing
[ACM] 2026-8-10 | "Both a Powerful Tool and also a Trash Fire": Investigating the Outlooks, Practices, Challenges, and Debates of Computing Education in the Digital Humanities
[IEEE] 2026-8-10 | The Impact of Decoder Skip-Connections on the Reconstruction of Extreme Precipitation in VQGAN-based Forecasting
[IEEE] 2026-8-10 | INVITED: Cross-Layer Containment for Cloud-to-Edge Systems through Heterogeneous Virtualization and SLO-Aware Orchestration
[IEEE] 2026-8-10 | MCF: An Interpretable Multimodal Ensemble for Predicting Medical Crowdfunding Performance
[IEEE] 2026-8-10 | Spatial Temporal Deep Learning Based Adaptive Modulation and Coding for Next Generation Wireless Networks
[IEEE] 2026-8-10 | Smart Safety Helmet for Bike Riders Using IoT: Real-Time Monitoring, Accident Detection, and Automated Vehicle Control
[IEEE] 2026-8-10 | Hyperspectral Object Detection Via Spectral Prototype Mining and Spatial–Spectral Mamba Fusion
[IEEE] 2026-8-10 | Synchronous Distributed Training with Runtime-Adaptive Mechanisms in Hybrid Cloud Environments
[IEEE] 2026-8-10 | Research on a Photovoltaic-Computing Power Joint Prediction Method Based on a Dual-Branch Transformer
[IEEE] 2026-8-10 | Intelligent Traffic Monitoring and Management for Real-Time Vehicle Tracking in Smart Cities
[IEEE] 2026-8-10 | Efficient Beamforming and Sidelobe Suppression for Polyhedral-Faceted Hemispherical Conformal Arrays with Carrier-Level Pattern Reuse
[IEEE] 2026-8-10 | Adapting a Smartphone-Based Serious Game to Virtual Reality: Preliminary Outcomes and Effects on Player Experience
[IEEE] 2026-8-10 | Simulation Study on the Inter Phase Spacing Characteristics of the Bundled Conductor Galloping with Crescent Ice
[IEEE] 2026-8-10 | Evolutionary Echo State Network Architecture Search for Time-series Prediction
[IEEE] 2026-8-10 | Scalable Model of Data Factor Transaction Rules Based on Smart Contracts
[IEEE] 2026-8-10 | Topology- and Physical-Aware Multi-Objective Scheduling for Microservice DAGs
[IEEE] 2026-8-10 | SHF-MSA: A Hypergraph-Based Multimodal Sentiment Analysis Model
[IEEE] 2026-8-10 | MCSA-EGRU Cable Breakdown Discharge Waveform Recognition Algorithm Based on Heterogeneous Correlation-Aware Sequence Regularization
[IEEE] 2026-8-10 | RAG-based LLM Evaluation
[IEEE] 2026-8-10 | The History Column: Electronic Warfare in the Vietnam War
[IEEE] 2026-8-10 | Drift-Robust Differential Processing for Improved Measurement Fidelity and Stability in Distributed Acoustic Sensing
[IEEE] 2026-8-10 | MpGI: Multi-Perspective Generation and Integration for High-Quality Remote Sensing Image-Text Datasets
[IEEE] 2026-8-10 | Optothermal effect in a phase transition liquid metal core microcavity
[IEEE] 2026-8-10 | Blank Page
[IEEE] 2026-8-10 | A Robotic Wire-Driven Video Capsule Endoscopy Platform for Controlled Data Generation in Gastrointestinal Diagnostics
[IEEE] 2026-8-10 | No-Reference Image Quality Assessment via Multi-Scale Feature Extraction and Global Attention
[IEEE] 2026-8-10 | Signal Modulation Classification Based On Machine Learning Algorithms
[IEEE] 2026-8-10 | Simulation of Interdigital Photoconductive Antennas for Terahertz Emission
[IEEE] 2026-8-10 | Smart AI Temperature Control System with ESP32 and Alerts
[IEEE] 2026-8-10 | Multi-Parameter Identification of Permanent Magnet Synchronous Motors Based on an Improved Harris Hawks Optimization-Simulated Annealing Algorithm
[IEEE] 2026-8-10 | EMGCN: Prediction of Linear Interacting Peptides using Graph Neural Networks Enhanced by a Multi-Head Attention Mechanism
[IEEE] 2026-8-10 | Security for Safety Collaboration Strategy in Industrial Control System
[IEEE] 2026-8-10 | Big Data-Driven Anomaly Detection for Imbalanced Network Traffic Using a CNN-BiGRU Dynamic Weighting Model
[IEEE] 2026-8-10 | Cathbot-Pro: A Handheld Robotic Device for Vision-Guided Peripheral Intravenous Catheterization Using NIR Imaging
[IEEE] 2026-8-10 | Hierarchical adaptive control for real-time dynamic inference at the edge
[ACM] 2026-8-10 | SpikON: A Dual-Parallel and Efficient Accelerator for Online Spiking Neural Networks Learning
[IEEE] 2026-8-10 | Concrete Vision: Leveraging CNNs for Structural Integrity Assessment
[IEEE] 2026-8-10 | Intelligent Mining and Reasoning for Shipbuilding Process Rules Based on LLM-KG
[IEEE] 2026-8-10 | PhishGuard: A Hybrid Deep Learning and Gradient Boosting Framework with Three-Tier Defense Architecture for Real-Time Phishing URL Detection
[IEEE] 2026-8-10 | Intelligent Reservoir Characterization Through a Progressive Tiered AI Approach
[IEEE] 2026-8-10 | A Hybrid Algorithm-Based Selective Harmonic Elimination Pulse Width Modulation (SHE-PWM) Technique for Power Quality Improvement in a 7-Level Cascaded H-Bridge Inverter
[IEEE] 2026-8-10 | Geometry-Tailored Gated AlGaN/GaN Hall Sensor for Sensitivity Enhancement
[IEEE] 2026-8-10 | A Finite-Step IRLS Robust Detector with Layerwise Scheduling for Weak Chirp/LFM Direct Detection Under Alpha-Stable Noise
[IEEE] 2026-8-10 | ICARAI 2026 Authors Index
[IEEE] 2026-8-10 | Modeling the Continuous-Time Evolution of Smartphone Battery State of Charge and Analysis of Multidimensional Influencing Factors
[IEEE] 2026-8-10 | An automated algorithm for generating multi-decadal, spatiotemporally consistent annual maximum NDVI across China's coal bases
[IEEE] 2026-8-10 | Implementation and Performance Evaluation of the Lightweight Cipher RECTANGLE on Embedded Platforms for Emergency Communications
[IEEE] 2026-8-10 | IEEE Photonics Technology Letters Information for Authors
[IEEE] 2026-8-10 | LBAA: A Blockchain-Assisted Access Authentication Protocol for LEO Satellite Internet
[IEEE] 2026-8-10 | Leveraging Power of Deep Learning for Fast and Efficient Elite Pixel Selection in Time Series SAR Interferometry
[IEEE] 2026-8-10 | Image Fusion based on Diffusion-Inspired Structure Perception and Cross-Modal Fusion Synergy
[IEEE] 2026-8-10 | Benchmarking Parallel Programming Models for High-Throughput Security Telemetry Analytics: OpenMP, MPI, and CUDA
[IEEE] 2026-8-10 | Grad-CAM Driven Feature Localization for Pressure Sensor Array Optimization in Smart Seating
[IEEE] 2026-8-10 | Legal Insight- Automated Extraction and Classification of Critical Legal Contract Clauses Using Legal BERT
[IEEE] 2026-8-10 | Grid-Augmented NeRF: Learning Structured Spatial Cues for Improved 3D Reconstruction in Intelligent Reality
[IEEE] 2026-8-10 | Deep Learning-Based Blind Recogniton of Encoding Parameters for Low-Density Parity-Check Codes on Candidate Sets
[IEEE] 2026-8-10 | Data-Driven Parameter Correction for Municipal Solid Waste Incineration Whole Process Simulation Model Using Adaptive Genetic Algorithm
[IEEE] 2026-8-10 | ICDSBS 2026 Breaker Page
[IEEE] 2026-8-10 | Acoustic-Hyperspectral Multimodal Generation and Fusion for Cotton Drought Stress Detection Based on UAV Remote Sensing
[IEEE] 2026-8-10 | A Generator Operation Safety Margin Assessment and Visualization Monitoring System Based on Multi-Source Data Fusion
[ACM] 2026-8-10 | RAO++: Realistic Real-time Multi-vehicle Collaboration on Asynchronous Sensors
[ACM] 2026-8-10 | TrajectoryTest: A Trajectory-Specific Test Input Prioritization Technique and Empirical Evaluation
[IEEE] 2026-8-10 | Multi-Knowledge-Guided Deep Learning Method for Damping Torque Estimation of Ultra-Low Frequency Oscillation in Hydro-Dominated Systems
[IEEE] 2026-8-10 | Well-Posed Pose Estimation via Lie Group Modeling of Point-Line-Plane Features in Structured Environments
[IEEE] 2026-8-10 | Integrating Prediction and Generation: A Lightweight Large Language Model Framework with Parameter Fusion for Personalized Feedback
[IEEE] 2026-8-10 | An Empirical Study of Rule-Guided Code Readability Rewriting with Large Language Models
[IEEE] 2026-8-10 | Integrated Offloading Strategy of Data and Computing in Cloud-Edge Scenarios
[ACM] 2026-8-10 | Presto: Hardware Acceleration of Ciphers for Hybrid Homomorphic Encryption
[IEEE] 2026-8-10 | Wheels of Burden: A Statistical Analysis of Economic Pressure, Mental Health, and Road Safety Risk Among Gig Economy Workers in India
[IEEE] 2026-8-10 | Short-Term Industrial Load Forecasting Method Based on HO-VMD-sLSTM-mLSTM
[ACM] 2026-8-10 | A Differentiable Simulator for Optimizing Time-Domain Analog CNN Accelerators
[IEEE] 2026-8-10 | Efficient Optimization of Higher-Order PML Based on Surrogate-Assisted Evolutionary Algorithm
[IEEE] 2026-8-10 | An X-Band Wide-Angle Beam-Steering 3D-Printed Truncated Elliptical Luneburg-Gutman Superimposed Lens Antenna with Planar Focal Surface
[IEEE] 2026-8-10 | An Efficient Hierarchical Model Order Reduction Method for Analyzing Electromagnetic Scattering from Large-Scale Periodic Arrays
[IEEE] 2026-8-10 | K/Ka-Band Dual-CP Phased Array Antenna with Shared-Radiator Enabled by Single-Fed Stacked-Patch
[IEEE] 2026-8-10 | A Multi-Mode High-Voltage Interline-DC Power Flow Controller with Enhanced Current Control and Fault-Tolerance Capabilities
[IEEE] 2026-8-10 | Transfer Learning with Fuzzy Elevation-Aware Experts for Bathymetric DEM Super-Resolution
[IEEE] 2026-8-10 | IEEE Photonics Technology Letters Information for Authors
[IEEE] 2026-8-10 | Two-Stage Topology Optimization of Asymmetric Interior Permanent Magnet Machines
[IEEE] 2026-8-10 | EffiUni-Light: Efficient Traffic Signal control Towards Massive-Scale Heterogeneous Network
[IEEE] 2026-8-10 | Optimal Timing Strategy in Livestreaming E-Commerce Considering Streamers' Quality Manipulation
[IEEE] 2026-8-10 | Visual Storytelling: An Embodied Companion
[IEEE] 2026-8-10 | : Latent Space-Driven Semi-Fragile Watermarking for Deepfake Detection Using Adversarial Reinforcement Learning_supp1-3721108.pdf
[IEEE] 2026-8-10 | Multi-strategy improved slime mold optimization algorithm
[IEEE] 2026-8-10 | Speaking the Native Language of LLMs: A Discrete Architecture for Molecular Comprehension
[IEEE] 2026-8-10 | Robust Maneuvering Target Prediction Based on Minimum Dispersion Extended Kalman Filter Under Non-Gaussian Noise
[IEEE] 2026-8-10 | A Voting-Based Unsupervised Framework for Multivariate Anomaly Detection in Vertical Farming
[IEEE] 2026-8-10 | When Career Data Runs Out: Structured Feature Engineering and Signal Limits for Founder Success Prediction
[IEEE] 2026-8-10 | Using a Fuzzy Logic Approach as a Selection Criterion in Photovoltaic Applications of Sustainable Development
[IEEE] 2026-8-10 | Key Point Detection Method for Battery Cell X-ray Images Based on Feature Fusion and Bayesian CPM
[IEEE] 2026-8-10 | A Regression Prediction Model for Engineering Investment Progress Integrating DBSCAN
[IEEE] 2026-8-10 | MGCA-Net: Multigranular Context-Aware Network with Evolutionary Feature Optimization for Gastric Cancer Severity Classification
[IEEE] 2026-8-10 | MILP-Based Home Energy Management for a Residential PV-Battery Microgrid in Mozambique
[IEEE] 2026-8-10 | EC-MRAG: Evidence-Constrained Multimodal Retrieval-Augmented Generation for Fire Safety Compliance Assessment
[IEEE] 2026-8-10 | A Safety-Constrained Agentic Digital Twin Framework for Predictive Maintenance in Smart Manufacturing Systems
[IEEE] 2026-8-10 | Research on the Influence of Nozzle Structure on the Breaking Performance of Environmentally Friendly Gas Circuit Breakers
[IEEE] 2026-8-10 | Toward Intelligent Data and Security in Maritime Environments: A Vision for Multimodal Foundation Models
[IEEE] 2026-8-10 | ISAEECE 2026 Content Announcement Page
[IEEE] 2026-8-10 | Ai SecureDataGuard: A Big Data Security, Privacy-Preserving and Visualization System for LLM-Powered Smart Homes
[IEEE] 2026-8-10 | Copyright Page
[IEEE] 2026-8-10 | A Rapid Measurement and Reconstruction Method for Low-field NMR T
                    <sub>1</sub>
                    -T
                    <sub>2</sub>
                    Relaxation Time Correlation Spectrum Based on MRF
[IEEE] 2026-8-10 | MADIA: Mobility-adaptive Dynamic Inference acceleration for Edge Computing
[IEEE] 2026-8-10 | Fuzzy-PI Controller Applied in the Digital Phase-Locked Loop of Induction Heating Power Supply
[IEEE] 2026-8-10 | Copyright Page
[IEEE] 2026-8-10 | A CPU-Efficient Compression-Robust Deepfake Detection Framework via Temporal Inconsistency Reformulation
[IEEE] 2026-8-10 | Ops-StructRAG: Structure-Aware Retrieval-Augmented Natural Language Task Understanding for IT Operations Monitoring
[IEEE] 2026-8-10 | AI Tools and Wearable Devices for Personalized Education: The DIGI-ME Approach
[ACM] 2026-8-10 | Scaffolding Autocomplete: Improving Guidance for Learners using Generative Code Suggestions
[IEEE] 2026-8-10 | Metaheuristic-Based Optimization-Driven Design of MHz LLC Resonant Converters Considering Multiphysics and Multiple Objectives
[IEEE] 2026-8-10 | An Intelligent Battery Unit with Online EIS Enabled by Reused Half-Bridge Active Excitation
[IEEE] 2026-8-10 | A Theoretical Perspective on Subnetwork Contributions to Adversarial Robustness
[IEEE] 2026-8-10 | Composition-Aware Privacy Evaluation for Differential Privacy Mechanisms
[IEEE] 2026-8-10 | Can Virtual Reality Help Soldiers Learn the Laws of War? Implications for Danish Professional Military Education
[IEEE] 2026-8-10 | Dynamic Access and Optimization Strategy of Electromagnetic Spectrum based on the Propagation Loss Characteristics of Spatial Electromagnetic Spectrum
[IEEE] 2026-8-10 | Digital Twin-Driven Real-Time Optimization and Carbon-Efficiency Collaborative Management for Remote Island Micro Energy Grid
[IEEE] 2026-8-10 | Triple Integrator Based Design of an Automatic Offset Controller
[IEEE] 2026-8-10 | A Comparative Study of Machine Learning Methods for Intelligent Network Intrusion Detection Based on UNSW-NB15 Dataset
[IEEE] 2026-8-10 | A Cross-subject Enhancement Model and Dataset for Cognitive Diagnosis
[IEEE] 2026-8-10 | Integrating Ground Penetrating Radar and FEM Modeling for 3D Reconstruction and Mechanical Simulation of Road Hidden Defects in Asphalt Pavement
[IEEE] 2026-8-10 | Sequential-Agent Game Lane-Changing Model for CAVs Approaching Off-Ramps
[IEEE] 2026-8-10 | Feature Extraction from AI generated songs
[IEEE] 2026-8-10 | GraphCap: Auto-Encoding Scene Graphs for Enhanced Video Caption Generation
[IEEE] 2026-8-10 | Real-Time Multimodal Manipulation of 3D Head Avatars from Consumer Sensors
[IEEE] 2026-8-10 | KAN-VIS: Efficient and Lightweight Visual Technique for Network Traffic Classification using Kolmogorov-Arnold Network
