[2026-07-11 22:48:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
[IEEE] 2026-7-10 | PIC-Thai: Morphologically-Aware Dynamic Chunking for Semantic Integrity in Thai Retrieval-Augmented Generation
[IEEE] 2026-7-10 | Social Acceptance of Vehicle-to-Grid Systems: Evidence From Finland
[IEEE] 2026-7-10 | Robust Multi-Market Dispatch for Battery Energy Storage Systems under Uncertainty
[IEEE] 2026-7-10 | Path Delay Fault Testable KFDD Circuits with Polynomial Test Pattern Generation
[IEEE] 2026-7-10 | V2X in the Nordics: Key values and key value indicators
[IEEE] 2026-7-10 | A Robust AI Based Approach for Real Time Financial Fraud Detection and Prevention in Digital Banking
[IEEE] 2026-7-10 | Intelligent Screening of Chronic Kidney Disease from Clinical Biomarkers: A Dimensionality-Aware Ensemble Approach
[IEEE] 2026-7-10 | A Chest-Mounted Edge AI Assistant for Peripersonal Navigation and Real-Time Caregiver Telemetry
[IEEE] 2026-7-10 | A Compact K-Band Reconfigurable Pixel Antenna Enabled by a Voltage-Controlled Graphene Attenuator
[IEEE] 2026-7-10 | An Offline NLP-Driven Embedded First-Aid Assistance and Automated Medical Dispensing System
[IEEE] 2026-7-10 | Integrating Mobility and Energy Systems: Economic and Environmental Assessment of Vehicle-to-Grid Technologies
[IEEE] 2026-7-10 | Impact of Feeding Topology on Modal Purity in a UCA-Based OAM Array
[IEEE] 2026-7-10 | The impact of data exchange between energy communities and energy suppliers on imbalance costs
[IEEE] 2026-7-10 | Intelligent Multi-Agent Orchestration Framework for Enterprise Financial Systems
[IEEE] 2026-7-10 | Adjoint-Based Inverse Design and Experimental Demonstration of Near-Field Focusing Structures for Beam Control Applications
[IEEE] 2026-7-10 | A Novel Convolutional Neural Network for Near-Field Spatial Resolution Enhancement
[IEEE] 2026-7-10 | Adaptive Network for Emergency Situations
[IEEE] 2026-7-10 | Robust Voltage Control in Transmission Grids Considering Intraday Forecast Uncertainties
[IEEE] 2026-7-10 | Wideband Impedance Prediction of Single-Layer Common-Mode Chokes Using Resonance-Frequency-Aware Neural Network
[IEEE] 2026-7-10 | Techno-Economic Analysis of Factory Energy Management with Market Price Spread between Electricity and Gas under Take-or-Pay Contract
[IEEE] 2026-7-10 | Electromagnetic Radiated Power from Wearable Electronics in a Reverberation Chamber
[IEEE] 2026-7-10 | Thai-Duplex-Bench: Evaluating Conversational Dynamics and Role Adherence in Thai Full-Duplex Speech Models
[ACM] 2026-7-11 | RovoDev Code Reviewer: A Large-Scale Online Evaluation of LLM-based Code Review Automation at Atlassian
[ACM] 2026-7-11 | Empirical Evaluation of PDF Parsing and Chunking for Financial Question Answering with RAG
[ACM] 2026-7-10 | RILKOSAN: Holistic Resilient Communication System for Industrial Environments
[ACM] 2026-7-10 | From Open Source to Silicon: Reptiles and the Journey with Open Hardware Tape-Outs
[ACM] 2026-7-10 | Towards Human-in-the-loop User Interface Adaptation with Reinforcement Learning
[ACM] 2026-7-10 | Evolving Robust Schedules: Advantages of Genetic Algorithms for FJSSP-W under Uncertainties
[ACM] 2026-7-10 | When Switching Algorithms Helps: A Theoretical Study of Online Algorithm Selection
[ACM] 2026-7-10 | The hop-like problem nature -- unveiling and modelling new features of real-world problems
[ACM] 2026-7-10 | The Precarity of Trust: Understanding Tensions in Information Systems for Humanitarian De-Mining in Rural Colombia
[ACM] 2026-7-10 | CRED: Calibrated Relational Enhanced Distillation for LLM-Based Pointwise Reranking
[ACM] 2026-7-10 | Code-Based English Models Reveal Surprising Performance on Chinese QA Pair Extraction Task
[ACM] 2026-7-10 | NERBench-Chhattisgarh: A Multi-Family NER Dataset for Low-Resource Indic Languages
[ACM] 2026-7-10 | Reinforcing User Interest Evolution in Multi-Scenario Learning for recommender systems
[ACM] 2026-7-10 | Cheaper is Better: A Discount-Aware Network for Conversion Rate Prediction in E-commerce Recommendation System
[ACM] 2026-7-10 | Understanding and Modeling Heterogeneous Search Behavior
[IEEE] 2026-7-10 | Extending the Step-by-Step HHL Algorithm Walkthrough: Advanced Concepts for Practical Quantum Computing Applications
[IEEE] 2026-7-10 | Online Generation of Collision-Free Trajectories in Dynamic Environments_supp4-3711837.txt
[IEEE] 2026-7-10 | CoLA-Flow Policy: Temporally Coherent Imitation Learning Via Continuous Latent Action Flow Matching for Robotic Manipulation_supp1-3710367.mp4
[IEEE] 2026-7-10 | Prioritized Motion Control Robust to Actuator Failure for Hovering-Type AUVs using INDI-QP_supp1-3711829.mp4
[IEEE] 2026-7-10 | Impedance Matching of Time-Variant Transponders
[IEEE] 2026-7-10 | Lyapunov-Guided Learning for AoI Minimization in Wireless-Powered NOMA Sensor Networks_supp1-3709543.pdf
[IEEE] 2026-7-10 | An Adaptive Physics-Guided Ensemble Learning Framework for Dynamic Object Detection
[IEEE] 2026-7-10 | Enhancing Networking Efficiency via PCIe over Optical Fibre Communications in Optical Data Centers
[IEEE] 2026-7-10 | Real-Time Detection and Localization of Inter-Turn Short Circuits in Six-Phase PMSMs with Insulation Aging Analysis
[IEEE] 2026-7-10 | PFC-Based Output-Feedback Adaptive Control for Heterogeneous Nonlinear Multi-Agent Systems
[IEEE] 2026-7-10 | Mitigating Generator Bias in Low-Participation Model-Heterogeneous Federated Learning
[IEEE] 2026-7-10 | Labeled RFS Filters Improvements Using Measurements of Doppler Frequency
[IEEE] 2026-7-10 | Understanding Concept Drift with Deprecated Permissions in Android Malware Detection_supp1-3682216.pdf
[IEEE] 2026-7-10 | 2026 Asia-Pacific International Symposium and Exhibition on Electromagnetic Compatibility (APEMC)
[IEEE] 2026-7-10 | 2026 16th International Conference on Communications (COMM)
[IEEE] 2026-7-10 | COMM 2026 List Reviewer Page
[ACM] 2026-7-11 | Agentic Memory Enhanced Recursive Reasoning for Root Cause Localization in Microservices
[ACM] 2026-7-11 | AI Where It Matters: Where, Why, and How Developers Want AI Support in Daily Work
[IEEE] 2026-7-10 | Key aspects of end-user engagement for provision of operational flexibility
[IEEE] 2026-7-10 | HADES: Height-Aware Automated Delivery and Ejection System for UAV-Deployed Payload and Counter-UAV Support
[IEEE] 2026-7-10 | Generative and Model-Informed Learning for Position-Aware Partial Discharge Monitoring
[IEEE] 2026-7-10 | Corrections to “A New Model for Elevation Change Estimation in Antarctica From Photon-Counting ICESat-2 Altimetric Data”
[IEEE] 2026-7-10 | GWO-Based 3D Hybrid Beamforming for Reliable mmWave Vehicular Communications
[IEEE] 2026-7-10 | Dynamic Knowledge Graph Framework for Hosting Capacity Analysis in LV Networks with Low-Carbon Technologies
[IEEE] 2026-7-10 | Effects of Shield-Connector Connection on the Input Impedance of Shielded Cables
[IEEE] 2026-7-10 | A Light-Driven 4D Reconfigurable Metasurface with Anti-Electromagnetic Interference Capability
[IEEE] 2026-7-10 | A logit-based technology diffusion model on carbon capture adoption in Europe’s hard-to-abate industry
[IEEE] 2026-7-10 | TRACE: Phase-Dependent Cost of Capital Representation in Energy System Models
[IEEE] 2026-7-10 | Microservice-Based System Failure Patterns: An Operational Perspective
[IEEE] 2026-7-10 | Climate Change Prediction Using Machine Learning Models
[IEEE] 2026-7-10 | A Circular Repair Scheme for 3DIC Die-to-Die Interconnects
[IEEE] 2026-7-10 | A Semantic Similarity-Based Evaluation Framework for Hallucination Detection in Lightweight Language Models: A Controlled Study on Fundamental Data Structures
[IEEE] 2026-7-10 | Impact of DC Connection Location Differences on Regional Voltage Support Capability Based on a Dynamic Interactive Framework
[IEEE] 2026-7-10 | Multimodal Spatiotemporal RGB-D Fusion with R3D for Word-Level Dynamic Sign Language Recognition
[IEEE] 2026-7-10 | A Comparative Analysis of Ensemble Learning Models with Imbalance Handling Techniques for Liver Disease Classification
[IEEE] 2026-7-10 | Flexibility Potential of Heavy-Duty Battery Electric Vehicles Depots for Congestion Management in Medium-Voltage Grids
[IEEE] 2026-7-10 | ArGynNet: Arabic Gynecological Disease Classification Using Hybrid Deep Network
[IEEE] 2026-7-10 | Single-ChannelDry-Electrode SSVEP-Based Brain–Computer Interface for Portable and Low-Cost Neural Interaction
[IEEE] 2026-7-10 | Road Damage Detection Using Instance Segmentation: A Comparative Study of YOLOv8m-Seg and RF-DETR in Philippine Road Conditions
[IEEE] 2026-7-10 | Feature-Optimized Machine Learning Framework for Alzheimer's Detection from Handwriting Data
[IEEE] 2026-7-10 | Hybrid-Arm Multi-Port Active Bridge for DC Distribution System and Power Decoupling Algorithm
[IEEE] 2026-7-10 | Dual-Band Textile Antenna with Electromagnetic Bandgap
[IEEE] 2026-7-10 | Characterization of Filter Design and Antenna Transmission using a Low-Cost NanoVNA
[IEEE] 2026-7-10 | Wireless Communication and Intelligent Control for Wastewater Quality Monitoring Using IoT and ZigBee Wireless Sensor Networks
[IEEE] 2026-7-10 | Real-Time Polyp Characterization via a Dual-Stage Framework with a Color-Mode-Aware Router Module
[ACM] 2026-7-11 | SYCL++: A Unified Programming Framework for Heterogeneous Supercomputers at Scale
[ACM] 2026-7-11 | Full-Core Fluid-Structure-Interaction Simulation of Nuclear Reactor on CPU+GPU Hybrid Clusters
[IEEE] 2026-7-10 | STA-Based Single Event Transient Propagation in Advanced Technology Nodes
[IEEE] 2026-7-10 | Comparison of Equivalent Dipole Moments Reconstructed Using Least Squares and SVD-Defined Eigenmode Methods
[IEEE] 2026-7-10 | What Drives User Compliance with AI Generated Security Recommendations in Mobile Network Services
[IEEE] 2026-7-10 | Conversational Demand Response: Bidirectional Aggregator-Prosumer Coordination through Agentic AI
[IEEE] 2026-7-10 | Automated Multi-Violation Traffic Monitoring Using Deep Learning and Computer Vision
[IEEE] 2026-7-10 | A Temperature-Dependent Behavioral Model for High-Voltage SiC MOSFETs Considering Third-Quadrant Characteristics
[IEEE] 2026-7-10 | The battery boom: between flexibility and unpredictability for grid system operations
[IEEE] 2026-7-10 | Spot-Price Control under Power-Based Tariffs in Ground-Source Heat Pump Multi-Apartment Buildings
[IEEE] 2026-7-10 | PYSEUS: A Closed Optimization Framework Linking EU ETS Design and Long-Term PowerSystem Evolution
[IEEE] 2026-7-10 | AI Driven Data Analytics on AWS Platforms for Scalable Enterprise Applications
[IEEE] 2026-7-10 | High frequency pulse characteristic detection and modeling of series arc fault induced by poor terminal contact based on magnetohydrodynamics
[IEEE] 2026-7-10 | Benchmarking Physics-Informed and Data-Driven Models for Heat-Pump Flexibility Forecasting under Limited Operational Data
[IEEE] 2026-7-10 | Evaluation of Spread-Spectrum Multi-Tone Modulation via DPI for IC Immunity
[IEEE] 2026-7-10 | GenAI-Driven Intelligent Systems for Scalable Enterprise Transformation
[ACM] 2026-7-10 | Application of Tiny RISC-V
[ACM] 2026-7-10 | Can an Open ISA Reach the Datacenter? Lessons from Monte Cimone on RISC-V for HPC
[ACM] 2026-7-10 | Evolving Macro-Actions for Monte Carlo Tree Search in Real-Time Domains
[ACM] 2026-7-10 | Pareto Optimization with Robust Evaluation for Noisy Subset Selection
[ACM] 2026-7-10 | Stability-Driven CPG Design for More Effective Quality-Diversity in Evolutionary Robotics
[ACM] 2026-7-10 | Generalization Analysis of Symbolic Regression Algorithms via Stability Theory
[ACM] 2026-7-10 | Search-Based Risk Feature Discovery in Document Structure Spaces under a Constrained Budget
[ACM] 2026-7-10 | Bi-objective Stochastic Simulation Optimization on Integer Lattices via Scalarization
[IEEE] 2026-7-10 | Practices for Assessing Interaction Capability in Machine Learning–Based Clinical Decision Support Software: A Systematic Literature Review
[IEEE] 2026-7-10 | A DeepSeek-Based Multidimensional Environment-Contextualized Assessment Framework for Driving Behavior Evaluation
[IEEE] 2026-7-10 | Preliminary Investigation of Myoelectric Control of an Assistive Neck Exoskeleton by Individuals with Amyotrophic Lateral Sclerosis
[IEEE] 2026-7-10 | Photothermal Effect of Mesoporous Polydopamine Encapsulated Nanodiamond Quantum Sensors
[IEEE] 2026-7-10 | Learning Flow Semantics for Encrypted Traffic Analysis: A Contrastive Pre-training Approach_supp1-3677663.pdf
[IEEE] 2026-7-10 | Towards the Development of Realistic Synthetic Data for Correcting Grammatical Errors in Arabic: An Approach Based on Error Tagging Model and Synthetic Data Generation Model
[IEEE] 2026-7-10 | Extended Target Tracking Algorithm Based on Interactive Multiple Model Particle Filter
[IEEE] 2026-7-10 | Early-Warning of Thermal Runaway for Lithium-Ion Batteries via State-Insensitive EIS&amp;#x000A0;Features_supp1-3692867.docx
[IEEE] 2026-7-10 | Author Index
[ACM] 2026-7-11 | Enabling High-Utilization and Low-Contention FaaS: A Request-Level Resource Provisioning Approach
[ACM] 2026-7-11 | Accelerating Block Low-Rank Foundation Model Inference on Memory-Constrained GPUs
[IEEE] 2026-7-10 | Impact of Reward and Consumption Profile on Flexibility Aggregation of Residential End-users
[IEEE] 2026-7-10 | Enhanced Adversarial Drift Detection for MLOps Feature Monitoring
[IEEE] 2026-7-10 | Computational Intelligence Approaches for Metaphor Detection in Low-Resource Languages: A Systematic Survey with Focus on Malayalam
[IEEE] 2026-7-10 | SENARY-ViU: A Decoupled Transformer-Recurrent Learning for Spatial-Temporal Modeling in Surveillance Videos Understanding
[IEEE] 2026-7-10 | Influence of Output Cable Length on Pulse Shape in Unified Output Intense EMP Generator
[IEEE] 2026-7-10 | Entropy-Based Ransomware Detection Using File System Filters
[IEEE] 2026-7-10 | Study of the Possibility of Using Filters with Nanocrystalline Cores in Railway Automation Devices
[IEEE] 2026-7-10 | Compare GFDM-NOMA with CR-GFDM Systems for 6G Communications
[IEEE] 2026-7-10 | Hybrid Large Language Models (LLM) with Adversarial Training for Robust AI-Generated Text Classification
[IEEE] 2026-7-10 | Design of Two-Probe Inductively Coupled Impedance Measurement Setup Using AD8302
[IEEE] 2026-7-10 | An Intelligent Fault Diagnosis Method for DC Microgrids Based on Local and Global Feature Fusion
[IEEE] 2026-7-10 | Nordic Green Hydrogen: Infrastructure Decisions and Market Effects
[ACM] 2026-7-11 | Proceedings of the 35th International Symposium on High-Performance Parallel and Distributed Computing
[IEEE] 2026-7-10 | Do Solar Panel Orientation and Tilt Matter? Effects on Revenue and Cannibalisation in Finland’s Snowy Conditions
[IEEE] 2026-7-10 | Targets Trajectory Prediction in NLOS Environments Based on TDOA and Interacting Multiple Model Robust Extended Kalman Filtering
[IEEE] 2026-7-10 | A Lightweight BiGRU-Based Framework for Multi-Attack Detection in SDN Networks
[IEEE] 2026-7-10 | Hierarchical Knowledge Distillation with Meta Learning
[IEEE] 2026-7-10 | Robust Compensation-Tracking Control of the Unified Power Quality Conditioner: Iterative joint estimation of dynamic harmonic states and system states under uncertain DC-Link voltage
[IEEE] 2026-7-10 | Passivity-Based DC-Side Impedance Analysis of Voltage Source Converters with Droop Controls
[IEEE] 2026-7-10 | Evaluating the Time-Performance Trade-off of BERT variants in Duplicate Bug Report Detection
[IEEE] 2026-7-10 | From Supervised Reasoning to Reward-Optimized Policy Adaptation: A GRPO Framework for Trustworthy Numeric Decision Support
[IEEE] 2026-7-10 | Mitigating Strategic Bidding Behavior in Redispatch Markets through Operator-Owned Out-of-Market Flexibility Assets
[IEEE] 2026-7-10 | Unlocking the Value of Surplus Assets – Backup Generators as Flexibility Solutions in the Nordic mFRR Market
[IEEE] 2026-7-10 | Effect of Optimizer Choice on Island Class Structures in Dimension-Deficient Classifier Geometry
[IEEE] 2026-7-10 | Implementation of Modular Active Cell (MAC) Control on Multi-Port Home Energy Routers
[IEEE] 2026-7-10 | Fault Diagnosis Method for DC Microgrids Based on Double-Ended Teager-CUSUM Fusion Criteria
[IEEE] 2026-7-10 | Real Options Valuation of Battery Energy Storage Systems in Continental Europe’s Day-Ahead and FCR Markets
[IEEE] 2026-7-10 | Power Operation Panoramic Video Fusion Algorithm Based on Real-Time Image Registration and Transformation Technology
[IEEE] 2026-7-10 | 10 W Ku/Ka-Band Compact Passive Diplexer with High Isolation and Low Loss
[IEEE] 2026-7-10 | Hardware-Efficient Architecture for Secure Underwater Image Transmission Using CNN-Based AES and DNN Encoders
