[2026-02-19 09:33:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-18
正在获取论文...
[arXiv] 2026-02-18 | Measuring Mid-2025 LLM-Assistance on Novice Performance in Biology
[arXiv] 2026-02-18 | Scalable Base Station Configuration via Bayesian Optimization with Block Coordinate Descent
[arXiv] 2026-02-18 | Projective corepresentations and cohomology of compact quantum groups
[arXiv] 2026-02-18 | Why the Casimir Force for Magnetic Metals Computed by the Lifshitz Theory Using the Drude Model Disagrees with the Measurement Data
[arXiv] 2026-02-18 | A Multihop Rendezvous Protocol for Cognitive Radio-based Emergency Response Network
[arXiv] 2026-02-18 | High significance detection at 4.8 GHz of the radio halo in the Coma galaxy cluster with the Sardinia Radio Telescope
[arXiv] 2026-02-18 | Explainability for Fault Detection System in Chemical Processes
[arXiv] 2026-02-18 | push0: Scalable and Fault-Tolerant Orchestration for Zero-Knowledge Proof Generation
[arXiv] 2026-02-18 | HAWX: A Hardware-Aware FrameWork for Fast and Scalable ApproXimation of DNNs
[arXiv] 2026-02-18 | Individual Fairness in Community Detection: Quantitative Measure and Comparative Evaluation
[arXiv] 2026-02-18 | RefineFormer3D: Efficient 3D Medical Image Segmentation via Adaptive Multi-Scale Transformer with Cross Attention Fusion
[arXiv] 2026-02-18 | Interpolation in Proof Theory
[arXiv] 2026-02-18 | A Graph Meta-Network for Learning on Kolmogorov-Arnold Networks
[arXiv] 2026-02-18 | An agglomeration-based multigrid solver for the discontinuous Galerkin discretization of cardiac electrophysiology
[arXiv] 2026-02-18 | Generative AI Usage of University Students: Navigating Between Education and Business
[arXiv] 2026-02-18 | BAT: Better Audio Transformer Guided by Convex Gated Probing
[arXiv] 2026-02-18 | "What I'm Interested in is Something that Violates the Law": Regulatory Practitioner Views on Automated Detection of Deceptive Design Patterns
[arXiv] 2026-02-18 | MICE: Minimal Interaction Cross-Encoders for efficient Re-ranking
[arXiv] 2026-02-18 | MultiCW: A Large-Scale Balanced Benchmark Dataset for Training Robust Check-Worthiness Detection Models
[arXiv] 2026-02-18 | Entropy Modifications from Stochastic Metric Fluctuations
[arXiv] 2026-02-18 | Ponomarenko dynamo sustained by a free swirling jet
[arXiv] 2026-02-18 | Tidal Deformation Bounds and Perturbation Transfer in Bounded Curvature Spacetimes
[arXiv] 2026-02-18 | Flow on Social Media? Rarer Than You'd Think
[arXiv] 2026-02-18 | Gaussian-like fixed point and variational properties of integral discriminants
[arXiv] 2026-02-18 | Nordhaus-Gaddum inequalities for the number of 1-nearly independent vertex subsets
[arXiv] 2026-02-18 | A refinement of the Pontryagin-Thom theorem for unstable Thom spectra and its applications
[arXiv] 2026-02-18 | Color-based Emotion Representation for Speech Emotion Recognition
[arXiv] 2026-02-18 | A XRISM View of the Iron Line Complex in NGC 1068: Rethinking the Prototypical Compton-Thick AGN
[arXiv] 2026-02-18 | RelianceScope: An Analytical Framework for Examining Students' Reliance on Generative AI Chatbots in Problem Solving
[arXiv] 2026-02-18 | Unveiling and quantifying the topology-dependent pre-melting of nanoparticles
[arXiv] 2026-02-18 | Multi-centered Myers-Perry Black Holes in Five Dimensions
[arXiv] 2026-02-18 | Policy Compiler for Secure Agentic Systems
[arXiv] 2026-02-18 | How Bursty is Star Formation at z>5?
[arXiv] 2026-02-18 | Learning Humanoid End-Effector Control for Open-Vocabulary Visual Loco-Manipulation
[arXiv] 2026-02-18 | Understanding the kinetics of static recrystallization in Mg-Zn-Ca alloys using an integrated PRISMS simulation framework
[arXiv] 2026-02-18 | Causality is Key for Interpretability Claims to Generalise
[arXiv] 2026-02-18 | Protecting the Undeleted in Machine Unlearning
[arXiv] 2026-02-18 | Fairness Dynamics in Digital Economy Platforms with Biased Ratings
[arXiv] 2026-02-18 | Yang-Mills Flux Tube in AdS II: Effective String Theory
[arXiv] 2026-02-18 | Scattering data and correlation function for the $K f_1(1285)$ interaction
[arXiv] 2026-02-18 | Axisymmetric cavities in hypersonic flow
[arXiv] 2026-02-18 | Evaluating Collective Behaviour of Hundreds of LLM Agents
[arXiv] 2026-02-18 | A Tale of Two Plateaus: Competing Orders in Spin-1 and Spin-$\tfrac{3}{2}$ Pyrochlore Magnets
[arXiv] 2026-02-18 | Exponential concentration of fluctuations in mean-field boson dynamics
[arXiv] 2026-02-18 | Stoichiometry Dependent Properties of Cerium Hydride: An Active Learning Developed Interatomic Potential Study
[arXiv] 2026-02-18 | Beyond the Classical Ceiling: Multi-Layer Fully-Connected Variational Quantum Circuits
[arXiv] 2026-02-18 | Fast Shortest Path in Graphs With Sparse Signed Tree Models and Applications
[arXiv] 2026-02-18 | Level structures on cyclic covers of $\mathbb{P}^n$ and the homology of Fermat hypersurfaces
[arXiv] 2026-02-18 | Anticoncentration of Random Sums in $\mathbb{Z}_p$
[arXiv] 2026-02-18 | Decentralized and Fully Onboard: Range-Aided Cooperative Localization and Navigation on Micro Aerial Vehicles
[arXiv] 2026-02-18 | Fast Ewald Summation using Prolate Spheroidal Wave Functions
[arXiv] 2026-02-18 | DataJoint 2.0: A Computational Substrate for Agentic Scientific Workflows
[arXiv] 2026-02-18 | Multifluid Hydrodynamic Simulation of Metallic-Plate Collision Using the VOF Method
[arXiv] 2026-02-18 | GOTO identification and broadband modelling of the counterpart to the SVOM GRB 250818B
[arXiv] 2026-02-18 | MerLean: An Agentic Framework for Autoformalization in Quantum Computation
[arXiv] 2026-02-18 | Automated Extraction of Mechanical Constitutive Models from Scientific Literature using Large Language Models: Applications in Cultural Heritage Conservation
[arXiv] 2026-02-18 | Failure-Aware Access Point Selection for Resilient Cell-Free Massive MIMO Networks
[arXiv] 2026-02-18 | FEKAN: Feature-Enriched Kolmogorov-Arnold Networks
[arXiv] 2026-02-18 | Fragment-Based Configuration Interaction: Towards a Unifying Description of Biexcitonic Processes in Molecular Aggregates
[arXiv] 2026-02-18 | Nonlinear Schrödinger equations with a critical, inverse-square potential
[arXiv] 2026-02-18 | Disproving (Positive) Almost-Sure Termination of Probabilistic Term Rewriting via Random Walks
[arXiv] 2026-02-18 | Some rational subvarieties of moduli spaces of stable vector bundles
[arXiv] 2026-02-18 | Factor-Adjusted Multiple Testing for High-Dimensional Individual Mediation Effects
[arXiv] 2026-02-18 | MMA: Multimodal Memory Agent
[arXiv] 2026-02-18 | Revolutionizing Long-Term Memory in AI: New Horizons with High-Capacity and High-Speed Storage
[arXiv] 2026-02-18 | Optimal training-conditional regret for online conformal prediction
[arXiv] 2026-02-18 | Measurement Induced Subradiance
[arXiv] 2026-02-18 | Online Prediction of Stochastic Sequences with High Probability Regret Bounds
[arXiv] 2026-02-18 | Factorization Machine with Quadratic-Optimization Annealing for RNA Inverse Folding and Evaluation of Binary-Integer Encoding and Nucleotide Assignment
[arXiv] 2026-02-18 | Electromagnetic Production of Kaons on the Nucleon
[arXiv] 2026-02-18 | Anisotropic magnetism at the surface of a non-magnetic bulk insulator
[arXiv] 2026-02-18 | Monte Carlo study of the classical antiferromagnetic $J_1$-$J_2$-$J_3$ Heisenberg model on a simple cubic lattice
[arXiv] 2026-02-18 | Improved Bounds for Discrete Voronoi Games
[arXiv] 2026-02-18 | Supercharging Agenda Setting Research: The ParlaCAP Dataset of 28 European Parliaments and a Scalable Multilingual LLM-Based Classification
[arXiv] 2026-02-18 | Chiral gravitational waves from multi-phase magnetogenesis
[arXiv] 2026-02-18 | Scattering and sputtering on the lunar surface; Insights from negative ions observed at the surface
[arXiv] 2026-02-18 | Let's Split Up: Zero-Shot Classifier Edits for Fine-Grained Video Understanding
[arXiv] 2026-02-18 | The S-Hamiltonian Cycle Problem
[arXiv] 2026-02-18 | A Wiener Chaos Approach to Martingale Modelling and Implied Volatility Calibration
[arXiv] 2026-02-18 | EgoScale: Scaling Dexterous Manipulation with Diverse Egocentric Human Data
[arXiv] 2026-02-18 | Saliency-Aware Multi-Route Thinking: Revisiting Vision-Language Reasoning
[arXiv] 2026-02-18 | Disjoint Correspondence Colorings for $K_5$-Minor-free Graphs
[arXiv] 2026-02-18 | Two-mode dominance and deterministic parameter bias bounds for equatorial Kerr-de Sitter ringdown
[arXiv] 2026-02-18 | Are Object-Centric Representations Better At Compositional Generalization?
[arXiv] 2026-02-18 | Scaling Open Discrete Audio Foundation Models with Interleaved Semantic, Acoustic, and Text Tokens
[arXiv] 2026-02-18 | Consensus Based Task Allocation for Angles-Only Local Catalog Maintenance of Satellite Systems
[arXiv] 2026-02-18 | Orbital Motions of Binaries in Orion South
[arXiv] 2026-02-18 | FLUKA-Based Optimization of Muon Production Target Design for a Muon Collider Demonstrator
[arXiv] 2026-02-18 | SPARC: Scenario Planning and Reasoning for Automated C Unit Test Generation
[arXiv] 2026-02-18 | Exceptional horns in $n$-root graphene and Lieb photonic ring lattices
[arXiv] 2026-02-18 | PredMapNet: Future and Historical Reasoning for Consistent Online HD Vectorized Map Construction
[arXiv] 2026-02-18 | Towards a Science of AI Agent Reliability
[arXiv] 2026-02-18 | Optimizing p-spin models through hypergraph neural networks and deep reinforcement learning
[arXiv] 2026-02-18 | A.E. Convergence vs Boundedness
[arXiv] 2026-02-18 | Ultracold atoms in a dipole trap in microgravity
[arXiv] 2026-02-18 | Optimizer choice matters for the emergence of Neural Collapse
[arXiv] 2026-02-18 | Existence of constant mean curvature surfaces with controlled topology in 3-manifolds
[arXiv] 2026-02-18 | Comparability of random permutations in the strong Bruhat order
[arXiv] 2026-02-18 | Measurement of the Saturation Length of the Self-Modulation Instability
[arXiv] 2026-02-18 | WindDensity-MBIR: Model-Based Iterative Reconstruction for Wind Tunnel 3D Density Estimation
[arXiv] 2026-02-18 | Design and Analysis Strategies for Pooling in High Throughput Screening: Application to the Search for a New Anti-Microbial
[arXiv] 2026-02-18 | Bichromatic Quantum Teleportation of Weak Coherent Polarization States on a Metropolitan Fiber
[arXiv] 2026-02-18 | ColBERT-Zero: To Pre-train Or Not To Pre-train ColBERT models
[arXiv] 2026-02-18 | On Sharpened Convergence Rate of Generalized Sliced Inverse Regression for Nonlinear Sufficient Dimension Reduction
[arXiv] 2026-02-18 | Error Propagation and Model Collapse in Diffusion Models: A Theoretical Study
[arXiv] 2026-02-18 | Sequential Membership Inference Attacks
[arXiv] 2026-02-18 | Hybrid Optimization Techniques for Multi-State Optimal Design Problems
[arXiv] 2026-02-18 | Physical Activity Trajectories Preceding Incident Major Depressive Disorder Diagnosis Using Consumer Wearable Devices in the All of Us Research Program: Case-Control Study
[arXiv] 2026-02-18 | AIFL: A Global Daily Streamflow Forecasting Model Using Deterministic LSTM Pre-trained on ERA5-Land and Fine-tuned on IFS
[arXiv] 2026-02-18 | Optimal bounds for numerical approximations of finite horizon problems based on dynamic programming approach
[arXiv] 2026-02-18 | MoDE-Boost: Boosting Shared Mobility Demand with Edge-Ready Prediction Models
[arXiv] 2026-02-18 | Steering diffusion models with quadratic rewards: a fine-grained analysis
[arXiv] 2026-02-18 | Searching for White Dwarf Candidates Formed Through Binary evolution in Star Clusters
[arXiv] 2026-02-18 | A Lorentzian Equivariant Index Theorem
[arXiv] 2026-02-18 | Thermal Decoherence and Population Transfer of MeV Channeling Electrons in Diamond
[arXiv] 2026-02-18 | Model selection confidence sets for time series models with applications to electricity load data
[arXiv] 2026-02-18 | Scaling limits for some Mittag-Leffler queues
[arXiv] 2026-02-18 | Recursive language models for jailbreak detection: a procedural defense for tool-augmented agents
[arXiv] 2026-02-18 | VIGOR: Visual Goal-In-Context Inference for Unified Humanoid Fall Safety
[arXiv] 2026-02-18 | Entrance laws for coalescing and annihilating Brownian motions
[arXiv] 2026-02-18 | GRIMM: Genetic stRatification for Inference in Molecular Modeling
[arXiv] 2026-02-18 | Software-heavy Asset Administration Shells: Classification and Use Cases
[arXiv] 2026-02-18 | Terminalizations of quotients of Fano varieties of lines on cubic fourfolds
[arXiv] 2026-02-18 | Learning to Learn from Language Feedback with Social Meta-Learning
[arXiv] 2026-02-18 | Emergent Topological Complexity in the Barabasi-Albert Model with Higher-Order Interactions
[arXiv] 2026-02-18 | Leveraging Large Language Models for Causal Discovery: a Constraint-based, Argumentation-driven Approach
[arXiv] 2026-02-18 | Certifying Hamilton-Jacobi Reachability Learned via Reinforcement Learning
[arXiv] 2026-02-18 | When Is Structural Lubricity Load Independent? The Role of Contact Geometry and Elastic Compliance
[arXiv] 2026-02-18 | Bayesian Quadrature: Gaussian Processes for Integration
[arXiv] 2026-02-18 | Squeezed superradiant lasing of a quantum many-body emitter
[arXiv] 2026-02-18 | Stack of correlated insulating states in bilayer graphene kagome superlattice
[arXiv] 2026-02-18 | Coefficient problems of Starlike Functions Related to a Balloon-Shaped Domain
[arXiv] 2026-02-18 | Phase Transitions in Collective Damage of Civil Structures under Natural Hazards
[arXiv] 2026-02-18 | Projection-based approximations for eigenvalue problems of Fredholm integral operators with Green's kernels
[arXiv] 2026-02-18 | Modeling Trust and Liquidity Under Payment System Stress: A Multi-Agent Approach
[arXiv] 2026-02-18 | Multi-Agent Combinatorial-Multi-Armed-Bandit framework for the Submodular Welfare Problem under Bandit Feedback
[arXiv] 2026-02-18 | Negative Strain-Rate Sensitivity in Metallic Glasses Driven by Rejuvenation-Relaxation Competition: Kinetic Monte Carlo Simulations and a Minimal Effective Model
[arXiv] 2026-02-18 | Edge Learning via Federated Split Decision Transformers for Metaverse Resource Allocation
[arXiv] 2026-02-18 | Metaheuristic algorithms for the induced P-median problem with upgrades
[arXiv] 2026-02-18 | Bellman-Ford in Almost-Linear Time for Dense Graphs
[arXiv] 2026-02-18 | Queer NLP: A Critical Survey on Literature Gaps, Biases and Trends
[arXiv] 2026-02-18 | Evaluating Demographic Misrepresentation in Image-to-Image Portrait Editing
[arXiv] 2026-02-18 | Investigating GNN Convergence on Large Randomly Generated Graphs with Realistic Node Feature Correlations
[arXiv] 2026-02-18 | Reductions of QAOA Induced by Classical Symmetries: Theoretical Insights and Practical Implications
[arXiv] 2026-02-18 | IRIS: Intent Resolution via Inference-time Saccades for Open-Ended VQA in Large Vision-Language Models
[arXiv] 2026-02-18 | Experimental Assortments for Choice Estimation and Nest Identification
[arXiv] 2026-02-18 | First Detection of the Baryon Acoustic Oscillation (BAO) Feature in the 3-Point Correlation Function of DESI DR1 Luminous Red Galaxies
[arXiv] 2026-02-18 | Generative Inverse Estimation of 3D Atomic Coordination from Near-Edge Spectra via Equivariant Diffusion Models
[arXiv] 2026-02-18 | Managing Credible Anonymous Identities in Web 3.0 Services: A Scalable On-Chain Admission Framework with Recursive Proof Aggregation
[arXiv] 2026-02-18 | On the Power of Source Screening for Learning Shared Feature Extractors
[arXiv] 2026-02-18 | Solving BDNK diffusion using physics-informed neural networks
[arXiv] 2026-02-18 | A Brief Review of Wormhole Cosmic Censorship
[arXiv] 2026-02-18 | Evolutionary Context Search for Automated Skill Acquisition
