[2026-06-09 23:17:23] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-08
正在获取论文...
[arXiv] 2026-06-08 | ContextShift: A Controlled Benchmark for Context Dependence in Object Detection
[arXiv] 2026-06-08 | Self-supervised Learning Matters: A Simple Ensemble Solution for Micro-Gesture Recognition
[arXiv] 2026-06-08 | Pseudocompact Topological \(MV\)-Algebras
[arXiv] 2026-06-08 | BSTabDiff: Block-Subunit Diffusion Priors for High-Dimensional Tabular Data Generation
[arXiv] 2026-06-08 | A practical probabilistic framework for deformable image registration uncertainty in radiotherapy dose propagation
[arXiv] 2026-06-08 | TruthSplit: Operationalizing Conditional Validity in Arguments Through Multi-Perspective Reasoning
[arXiv] 2026-06-08 | Correlation enhanced resistance hysteresis near half filling in MoS2/WSe2 heterobilayer
[arXiv] 2026-06-08 | EgoTactile: Learning Grasp Pressure for Everyday Objects from Egocentric Video
[arXiv] 2026-06-08 | Orange Lab: Lowering Barriers to Data Mining through Embedded Interactive Workflows
[arXiv] 2026-06-08 | Slice-Profile-Enabled Phase Distribution Graphs for MRI Simulation
[arXiv] 2026-06-08 | Strain-Induced Tuning of Third-Harmonic Generation in Monolayer Black Phosphorene
[arXiv] 2026-06-08 | Satellite-Based Quantum Communication: Performance Evaluation of Discrete-Variable Quantum Key Distribution Protocols
[arXiv] 2026-06-08 | An investigation of fast simulation techniques for pion showers using kernel density estimators with the CALICE AHCAL Technological Prototype
[arXiv] 2026-06-08 | Evaluation of nonlinear optical coefficients in uniformly aligned dioxane-based ferroelectric nematic liquid crystals using second harmonic generation
[arXiv] 2026-06-08 | On the spatial statistics of free-surface turbulence and the complementarity of 'dimples' and 'scars'
[arXiv] 2026-06-08 | Deterministic Execution of ROS~2 Applications via Lingua Franca
[arXiv] 2026-06-08 | Symbolic and Abstractive Reasoning with Complex Visual Queries
[arXiv] 2026-06-08 | Pretrained, Frozen, Still Leaking: Auditing Cross-Encoder Attribute Transfer in EEG Foundation Models
[arXiv] 2026-06-08 | Counterfactual Reasoning for Fine-Grained Evidence Disentanglement in VideoQA
[arXiv] 2026-06-08 | The dynamic 4.8.8 Floquet code
[arXiv] 2026-06-08 | The Challenge of Cell Segmentation in Spatially Resolved Transcriptomics
[arXiv] 2026-06-08 | A Meta-Learning Framework for Multitask Reverberation Mapping in Active Galactic Nuclei
[arXiv] 2026-06-08 | From 0-to-1 to 1-to-N: Reproducible Engineering Evidence for MetaAI Recursive Self-Design
[arXiv] 2026-06-08 | End-to-End Context Compression at Scale
[arXiv] 2026-06-08 | The Selfless Dichotomy
[arXiv] 2026-06-08 | Throughput Analysis for Near-Field Mobile Communications: Beamfocusing or Caustic Beamforming?
[arXiv] 2026-06-08 | Pantheon+ supernovae corrected for progenitor age indicate the universe is decelerating
[arXiv] 2026-06-08 | Ab initio parametrization of distributed polarizable force fields
[arXiv] 2026-06-08 | Where Does the Answer Come From? Benchmarking View-Level Visual Evidence Identification in Multi-View MLLMs for Autonomous Driving
[arXiv] 2026-06-08 | Agentic Persona Generation with Critique-Refinement: An Industrial Evaluation
[arXiv] 2026-06-08 | DexPIE: Stable Dexterous Policy Improvement from Real-World Experience
[arXiv] 2026-06-08 | Lattice genome: representation and analysis of heterogeneous crystalline microstructures
[arXiv] 2026-06-08 | Assessing Sample Quality in Conditional Generation under Compositional Shift
[arXiv] 2026-06-08 | Formal Foundations and Proof-Carrying Certificates for q-ary Covering Codes in Lean 4
[arXiv] 2026-06-08 | Popcorn: A Configurable Benchmark for Visual Evidence in Multimodal Movie Recommendation
[arXiv] 2026-06-08 | Optical Reasoning: Rethinking Images as an Expressive Reasoning Medium Beyond Text
[arXiv] 2026-06-08 | Stoichiometric Epitaxial Strontium Titanate Thin Films on Silicon by High-Temperature Sr Segregation
[arXiv] 2026-06-08 | Option prices from operational-time reaction-boundary lattices
[arXiv] 2026-06-08 | Safe-RULE: Safe Reinforcement UnLEarning
[arXiv] 2026-06-08 | Multiple zeta values ending with a fixed string
[arXiv] 2026-06-08 | No-Go Theorem for BEC in the Nelson and Pauli--Fierz Models
[arXiv] 2026-06-08 | STEPS: Semantic-Contract-Guided Scheduling for LLM-Assisted Natural-Language-Driven Edge AI Services
[arXiv] 2026-06-08 | Asymptotics of an Explosive Autoregression under Dependence
[arXiv] 2026-06-08 | When Types Intersect and Effects Get Handled
[arXiv] 2026-06-08 | Closing the Prior-Posterior Loop: Self-Reflective Molecular Design with Analysis-Driven LLM Iteration
[arXiv] 2026-06-08 | Strong counterexamples to a supersaturation question of Ma-Yuan
[arXiv] 2026-06-08 | Securing Self-supervised Data Curation for Foundation Models Robustness
[arXiv] 2026-06-08 | Prisma-World: Camera-Controllable Multi-Agent Video World Model
[arXiv] 2026-06-08 | Deterministic Integrity Gates for LLM-Assisted Clinical Manuscript Preparation: An Auditable Biomedical Informatics Architecture
[arXiv] 2026-06-08 | Targeting World Models to Compromise Robot Learning Pipelines
[arXiv] 2026-06-08 | Experimental Validation of Skull Acoustic Modelling Strategies for Transcranial Focused Ultrasound Simulation: A Cross-Comparison Study
[arXiv] 2026-06-08 | Free fermions in disguise without exponential degeneracies
[arXiv] 2026-06-08 | AbstRAG: Learning to Abstract for Retrieval Problems
