[2026-06-03 23:43:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-02
正在获取论文...
[arXiv] 2026-06-02 | Wave-mean decomposition of scale-dependent kinetic energy from surface drifters
[arXiv] 2026-06-02 | Evolution of cooperation in two-level Prisoner's Dilemma
[arXiv] 2026-06-02 | ROBUST-WT: Robust Uncertainty-aware Segmentation Transform via Whitening and Training Enhancements
[arXiv] 2026-06-02 | High-Throughput Discovery of Semimetallic Borophenes with Diverse Dirac States Via Transferable Tight-Binding Approach
[arXiv] 2026-06-02 | Chemical Equilibration and Thermalization of Quark-Gluon Plasma in a Parton Cascade Model with 2-to-3 Quark Interactions
[arXiv] 2026-06-02 | SkillDAG: Self-Evolving Typed Skill Graphs for LLM Skill Selection at Scale
[arXiv] 2026-06-02 | Multiferroicity in the two-dimensional limit in hexagonal LuFeO3 films
[arXiv] 2026-06-02 | ModuLoop : Low-Level Code Generation using Modular Synthesizer and Closed-Loop Debugger for Robotic Control
[arXiv] 2026-06-02 | Chiral Quark Soliton Model And Nucleon Parton Distribution Functions
[arXiv] 2026-06-02 | Geometric aspects of spin transport in magnetic multilayers
[arXiv] 2026-06-02 | Rotatable Antenna Meets Multiple Access: NOMA or OMA?
[arXiv] 2026-06-02 | Marginalised Poisson Hurdle Model for Cross-Sectional Count Data with Excess Zeros
[arXiv] 2026-06-02 | Hanger Reflex Based Driving Assistance for Drivers with Peripheral Visual Field Defects
[arXiv] 2026-06-02 | Reproducibility is the New Copyleft: Defining AGI-oriented Reproducible Builds
[arXiv] 2026-06-02 | ConTraIRL: Factorized Contrastive Abstractions for Transferable IRL
[arXiv] 2026-06-02 | Computing the final epidemic size distributions of a multi-type Galton--Watson process
[arXiv] 2026-06-02 | FOLD: Fuzzy Online Deduplication for Very Large Evolving Datasets via Approximate Nearest Neighbor Search
[arXiv] 2026-06-02 | Zero-Poisson Ratio Elastomeric Substrates for Distortion-Free Stretchable Displays
[arXiv] 2026-06-02 | Relaxation of the Random Site Coulomb glass Model in Two Dimensions
[arXiv] 2026-06-02 | Chatbots Output Meaningful (but Problematic) Language
[arXiv] 2026-06-02 | A ribbon knot which is not a symmetric union
[arXiv] 2026-06-02 | From Answers to States: Verifiable Process-Level Evaluation of Chemical Reasoning in Large Language Models
[arXiv] 2026-06-02 | Beam Instrumentation
[arXiv] 2026-06-02 | A Benchmark for Semi-supervised Multi-modal Crowd Counting
[arXiv] 2026-06-02 | TurtleAI: Benchmarking Multimodal Models for Visual Programming in Turtle Graphics
[arXiv] 2026-06-02 | The Time-Frequency Covariance Principle on Unimodular Kac Algebras
[arXiv] 2026-06-02 | Cross-Lingual Token Arbitrage: Optimizing Code Agent Context Windows via Local LLM Preprocessing
[arXiv] 2026-06-02 | OmniHalluc-L: Counterfactual Benchmarking and Modality-Perturbation Reliability Calibration for Long-Form Omni Hallucination
[arXiv] 2026-06-02 | Mechanical properties of the nucleon in the chiral confining model. I -- formal developments
[arXiv] 2026-06-02 | Closed minimal surfaces of index one in Riemannian manifolds
[arXiv] 2026-06-02 | Acenaphthene Derivatives as Signatures of C$_{11}$H$_9^+$ Reactivity with Methylated Naphthalenes
[arXiv] 2026-06-02 | Few-Shot Prediction for Pulsar Noise with Long Short-Term Memory Network
[arXiv] 2026-06-02 | Channel Chart Location Privacy Based on Geo-Indistinguishability
[arXiv] 2026-06-02 | Efficient Transformer-Based Localized Patch Sampling for Choroid Plexus Segmentation in Multiple Sclerosis
[arXiv] 2026-06-02 | \textsc{CR-Seg}: Attention-Guided and CoT-Enhanced Coarse-to-Refined Reasoning Segmentation
[arXiv] 2026-06-02 | Passive transverse forcing of turbulent boundary-layer flow using sinusoidal surface grooves
[arXiv] 2026-06-02 | Constraint-Enhanced Physical Search through Correlation Matching
[arXiv] 2026-06-02 | Pushing the Limits: A Framework to Reform Institutional Ethics Review of Environmentally-Impactful Computing Research
[arXiv] 2026-06-02 | SAGE: A Quantitative Evaluation of Socialized Evolution in Agent Ecosystems
[arXiv] 2026-06-02 | The Gaia GSP-Spec catalogue of interstellar extinctions, and stellar luminosities, radii, and masses
[arXiv] 2026-06-02 | Attend to Anything: Foundation Model for Unified Human Attention Modeling
[arXiv] 2026-06-02 | Can LLM Rerankers Predict Their Own Ranking Performance?
[arXiv] 2026-06-02 | When Should the Teacher Move? Temporal Coupling and Stability in Self On-Policy Distillation
[arXiv] 2026-06-02 | Simulation based parameter space for shock in transonic, sub-Keplerian accretion flow onto non-rotating black holes
[arXiv] 2026-06-02 | Post-Hoc Robustness for Model-Based Reinforcement Learning
[arXiv] 2026-06-02 | Analysis of the $C\!P$ structure of the Yukawa coupling between the Higgs boson and tau leptons in proton-proton collisions at $\sqrt{s}$ = 13.6 TeV
[arXiv] 2026-06-02 | The Attention-Aware Pipeline: Design Tensions from Making Attention Visible in XR
[arXiv] 2026-06-02 | Reputation, Exposure, and Exit: Organizational Turnover after #MeToo
[arXiv] 2026-06-02 | TrAction: Action Recognition with Sparse Trajectories
[arXiv] 2026-06-02 | Probing Inelastic Dark Matter via Cosmic-Ray Upscattering in NGC 1068
[arXiv] 2026-06-02 | Optical vortex classification via machine learning
[arXiv] 2026-06-02 | PersistGS: Differentiable Physics for Object Permanence in 4D Gaussian Splatting
[arXiv] 2026-06-02 | Human2Humanoid: Physics-Aware Cross-Morphology Motion Retargeting for Humanoid Robots
[arXiv] 2026-06-02 | When BBR Meets Live Streaming
[arXiv] 2026-06-02 | Tonal parsimony in chord-sequence analysis: combining modulation cost and tonal vocabulary
[arXiv] 2026-06-02 | Automatic additivity for injective Jordan semi-triple maps on structural matrix rings over division rings
[arXiv] 2026-06-02 | Ultrafast and long-term stability Integrated Pockels laser with thin-film PZT
[arXiv] 2026-06-02 | PRISM: Synergizing Vision Foundation Models via Self-organized Expert Specialization
[arXiv] 2026-06-02 | First-order Schwartian derivative and some classes of univalent functions
[arXiv] 2026-06-02 | FlowGuard: Flow Matching for Identity-Independent Detection of Data-Free Model Stealing Attacks on Energy System Intrusion Detection Systems
[arXiv] 2026-06-02 | Non-Wellfounded and Cyclic Proofs for LTL: A Syntactic Correspondence with Linear Nested Sequents
[arXiv] 2026-06-02 | TriEval: A Resource-Efficient Pipeline for LLM Bias, Toxicity, and Truthfulness Assessment
[arXiv] 2026-06-02 | A Double Bind: Gendered Funding, Research Topics, and Academic Performance in The Social Sciences
[arXiv] 2026-06-02 | When Does Latent Reasoning Help? MeRa: Metric-Space Bias for Spatial Prediction
[arXiv] 2026-06-02 | Same Weights, Different Robot: A Deployment Safety View of VLA Policies
[arXiv] 2026-06-02 | MARS: Multi-rate Aggregation of Recency Signals for Sequential Recommendation across Sparse and Dense Regimes
[arXiv] 2026-06-02 | Homogenization of compressible Navier-Stokes equations under a hard sphere pressure law
[arXiv] 2026-06-02 | Investigating Adversarial Robustness of Multi-modal Large Language Models
[arXiv] 2026-06-02 | Ghost: Plausible Yet Unlearnable Trajectories via On-Manifold Substitution for Next-POI Privacy
[arXiv] 2026-06-02 | Polyhedral norms and smooth Hahn-Banach extension
[arXiv] 2026-06-02 | An AutomationML Domain Library for the Formalized Process Description
[arXiv] 2026-06-02 | A Close Look At World Model Recovery In Supervised Fine-Tuned LLM Planners
[arXiv] 2026-06-02 | Improved unirationality for GL-varieties
[arXiv] 2026-06-02 | Foley-Omni: A Unified Multimodal Generation Model from Task-Level Audio Synthesis to Complete Video Soundtrack Generation
[arXiv] 2026-06-02 | Exploring Easy Boosts for Lidar Semantic Scene Completion
[arXiv] 2026-06-02 | PixVOD: Pixel-Distributed Direct Visual Odometry and Depth Estimation
[arXiv] 2026-06-02 | Imaginative Perception Tokens Enhance Spatial Reasoning in Multimodal Language Models
[arXiv] 2026-06-02 | Kusner's conjecture: Exact values and linear bounds
[arXiv] 2026-06-02 | NewtPhys: Do Foundation Models Understand Newtonian Physics?
[arXiv] 2026-06-02 | Cylindrical generalized Ricci solitons in three dimensions
[arXiv] 2026-06-02 | Skill-RM: Unifying Heterogeneous Evaluation Criteria via Agent Skill
[arXiv] 2026-06-02 | The First Nozzle-Mounted Compton Camera Prompt Gamma Imaging System for In Vivo Proton Therapy Dose Verification
[arXiv] 2026-06-02 | Formalizing the Binding Problem
[arXiv] 2026-06-02 | AAD-1: Asymmetric Adversarial Distillation for One-Step Autoregressive Video Generation
[arXiv] 2026-06-02 | Multihair thermodynamics of Kerr-Newman-NUT-AdS$_4$ spacetimes
[arXiv] 2026-06-02 | FlashbackCL: Mitigating Temporal Forgetting in Federated Learning
[arXiv] 2026-06-02 | DiffUNet^2: Bidirectional Prediction, Probabilistic Generation and Collaborative Visual Discovery for Scientific Data
[arXiv] 2026-06-02 | Adaptive Causal Alignment for High-Confidence Adversarial Training
[arXiv] 2026-06-02 | Beyond Gradient Descent: Adam for Analog Ising Machines
[arXiv] 2026-06-02 | An Attention-Based Denoising Model for Diffusion Weighted Imaging
[arXiv] 2026-06-02 | Bernoulli principle in ferroelectrics
[arXiv] 2026-06-02 | Squeezed-state semi-device-independent quantum randomness generation
[arXiv] 2026-06-02 | OVO-S-Bench: A Hierarchical Benchmark for Streaming Spatial Intelligence in Multimodal LLMs
[arXiv] 2026-06-02 | RealClawBench: Live OpenClaw Benchmarks from Real Developer-Agent Sessions
[arXiv] 2026-06-02 | Data-driven mapping of borophene growth pathways
[arXiv] 2026-06-02 | Longitudinal Development Analysis of Extensive Air Showers Using CORSIKA Simulations
[arXiv] 2026-06-02 | From 'What' to 'How' and 'Why': Sharing LLM-Generated Retrospective Summaries of Older Adults' Passive Tracking Data with Remote Family Members
[arXiv] 2026-06-02 | Automated Repair of Requirements for Cyber-Physical Systems in Simulink Requirements Tables
[arXiv] 2026-06-02 | Modification of Charge and Spin Textures by Light Chemical Substitution in Eu(Al$_{1-x}$Ga$_{x}$)$_4$ ($x=0.1$)
[arXiv] 2026-06-02 | Unified Video-Action Joint Denoising for Dexterous Action and Data Generation
[arXiv] 2026-06-02 | A Novel Procedural Generation for Level Design of Mansions and Dungeons
[arXiv] 2026-06-02 | Second-Best Bilateral Trade is $1/2$ Efficient
[arXiv] 2026-06-02 | Generating quantum ensembles via reverse-time quantum diffusions
[arXiv] 2026-06-02 | Clustered Self-Assessment: A Simple yet Effective Method for Uncertainty Quantification in Large Language Models
[arXiv] 2026-06-02 | Network Time Series Models for Multivariate Volatility Forecasting
[arXiv] 2026-06-02 | Warning About AI Fallibility Increases Help-Seeking in an Intelligent Tutoring System
[arXiv] 2026-06-02 | A Quantitative Approximation Framework for Flow Distillation in Diffusion Models
[arXiv] 2026-06-02 | Probing lepton flavor mixing in $W_R$ searches with machine learning at the LHC
[arXiv] 2026-06-02 | TeX-1500: A Paired Real-World LWIR Hyperspectral Dataset and Benchmark for Temperature-Emissivity-Texture Decomposition
[arXiv] 2026-06-02 | LiveBand: Live Accompaniment Generation in the Audio Domain
[arXiv] 2026-06-02 | The 2-Twist Spun Trefoil Has Crossing Number Six
[arXiv] 2026-06-02 | Training-Free Multi-Concept LoRA Composition with Prompt-Aware Weighting
[arXiv] 2026-06-02 | Half of finite abelian groups are unit groups
[arXiv] 2026-06-02 | Triple exceptional point with unitary paths of unfolding in a three-site fermionic Swanson-like model
[arXiv] 2026-06-02 | SLU-2K: A Question-Based Benchmark for Semantic Evaluation of Sign Language Translation
[arXiv] 2026-06-02 | Disentangling conviction and conformity: a Bayesian ideal point model of voting behaviour in online debates
[arXiv] 2026-06-02 | Targeting black holes from metal-poor progenitors with next-generation gravitational-wave detectors
[arXiv] 2026-06-02 | AmbientEye: A Dataset for Pupil Segmentation under Natural Ambient Infrared Illumination
[arXiv] 2026-06-02 | Workload acceleration by optimizing materialized view selection using local search
[arXiv] 2026-06-02 | A master equation for Carter-separable stationary axisymmetric spacetimes and compatible sources
[arXiv] 2026-06-02 | The impact of source and survey modelling on the connection between [O III] emitters and Ly $α$ forest transmission at z ~ 6
[arXiv] 2026-06-02 | Ultralytics YOLO26: Unified Real-Time End-to-End Vision Models
[arXiv] 2026-06-02 | FFR: Forward-Forward Learning for Regression
[arXiv] 2026-06-02 | GraphShed: a parameter-free Graph-based waterShed group finder
[arXiv] 2026-06-02 | Criticality and Quench Dynamics at the Anderson Transition of a Chern Insulator
[arXiv] 2026-06-02 | Link Prediction or Perdition: the Seeds of Instability in Knowledge Graph Embeddings
[arXiv] 2026-06-02 | Optimized Labeling Resource Allocation for Prediction-Assisted Inference via OPAL
[arXiv] 2026-06-02 | The Benjamin-Ono Equation in the Long-Time Limit: Linearized Self-Similar Universality
[arXiv] 2026-06-02 | Questions on the structure of random embeddings of $L(\mathbb{F}_2)$
[arXiv] 2026-06-02 | Three-term recurrence iterations for energy-based models
[arXiv] 2026-06-02 | A Locally Deployed RAG-Based Academic Advising System for Course Selection
[arXiv] 2026-06-02 | Value-Aware Stochastic KV Cache Eviction for Reasoning Models
[arXiv] 2026-06-02 | Model-independent H0 from GWTC-4 standard sirens and TDCOSMO 2025 strong lensing time delays
[arXiv] 2026-06-02 | On the integrability of generalized almost complex structures on $\mathbb{S}^6$
[arXiv] 2026-06-02 | Toward Gripper-Integrated Active Electrosense for Pre-Contact Sensing in Underwater Soft Grippers
[arXiv] 2026-06-02 | A conjecture of Glasby, Praeger, and Unger on permutations of $S_n$
[arXiv] 2026-06-02 | Revisiting $O(n \log \log n)$ chaining for anchored edit distance
[arXiv] 2026-06-02 | A Community Survey on SHACL and ShEx: Briding Gaps in RDF Validation
[arXiv] 2026-06-02 | Pretraining Language Models on Historical Text
[arXiv] 2026-06-02 | Portfolio Choice with Competing Precautionary and Accumulation Goals
[arXiv] 2026-06-02 | Bregman meets Lévy: Stochastic mirror descent with heavy-tailed noise in continuous and discrete time
[arXiv] 2026-06-02 | Reserve Depletion and Security Runway in Proof-of-Stake Systems
[arXiv] 2026-06-02 | TASE: Truncation-Aware Semantic Embeddings for 3D Scene Understanding and Editing
[arXiv] 2026-06-02 | Using Reward Uncertainty to Induce Diverse Behaviour in Reinforcement Learning
[arXiv] 2026-06-02 | Axial dispersion in dilute solutions of linear and branched polymers in parallel-plate and expansion-contraction microchannels
[arXiv] 2026-06-02 | Multimodal Transformer Based Generic Mixture Density Network for Scattering Timescale Estimation of Fast Radio Bursts
[arXiv] 2026-06-02 | Let the Dynamics Flow: Stable Flow Matching Dynamical Systems
[arXiv] 2026-06-02 | Demonstrating magnetic memory in iron-rhodium structures using a quantum diamond microscope
[arXiv] 2026-06-02 | Phase structure of strong interaction matter from Functional QCD
[arXiv] 2026-06-02 | On multi-fidelity methods for a tumor growth model with uncertainties
[arXiv] 2026-06-02 | Non-monotonicity of $p_T$ correlations from meson-baryon mixing
[arXiv] 2026-06-02 | Bipolar-doped superconducting infinite-layer cuprates
[arXiv] 2026-06-02 | Planar Perfect Matching Counting is as Hard as Determinants
[arXiv] 2026-06-02 | A remark on the majorizing measures theorem for general processes
[arXiv] 2026-06-02 | QUBRIC: Co-Designing Queries and Rubrics for RL Beyond Verifiable Rewards
[arXiv] 2026-06-02 | A Neural Estimation Framework for Aggregated Relational Data under Intractable Likelihoods
[arXiv] 2026-06-02 | Efficient ASR Training with Conversations that Never Happened
[arXiv] 2026-06-02 | Emergent cohesion via self-caging in maximally entangled rod packings
[arXiv] 2026-06-02 | q0: Primitives for Hyper-Epoch Pretraining
[arXiv] 2026-06-02 | Spectral Handling and Estimation of AGN Parameters (SHEAP), The first AGN fitting GPU-based code
[arXiv] 2026-06-02 | Emergent Hall viscosity in the integer quantum Hall phases of graphene-like systems
[arXiv] 2026-06-02 | Benchmarking Visual State Tracking in Multimodal Video Understanding
