[2026-01-16 09:15:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-15
正在获取论文...
[arXiv] 2026-01-15 | Are Language Models Models?
[NO] 411/773 | Direct Detection of Type II-P Supernova Progenitors with the Euclid and CSST Surveys
[NO] 412/773 | Advanced Encryption Technique for Multimedia Data Using Sudoku-Based Algorithms for Enhanced Security
[NO] 413/773 | Skill-Aware Data Selection and Fine-Tuning for Data-Efficient Reasoning Distillation
[NO] 414/773 | Fuzzychain-edge: A novel Fuzzy logic-based adaptive Access control model for Blockchain in Edge Computing
[NO] 415/773 | Using rapid rotators as tracers of multiplicity statistics as a function of stellar density
[NO] 416/773 | Multilingual-To-Multimodal (M2M): Unlocking New Languages with Monolingual Text
[NO] 417/773 | V-Zero: Self-Improving Multimodal Reasoning with Zero Annotation
[NO] 418/773 | Difficulty-guided Sampling: Bridging the Target Gap between Dataset Distillation and Downstream Tasks
[NO] 419/773 | Is MT Ready for the Next Crisis or Pandemic?
[NO] 420/773 | Electroluminescence in dopant-free GaAs/AlGaAs single heterojunctions: 2D free excitons, H-band, and the tidal effect
[NO] 421/773 | Nearest Kronecker Product Decomposition Based Subband Adaptive Filter: Algorithms and Applications
[NO] 422/773 | ReaMIL: Reasoning- and Evidence-Aware Multiple Instance Learning for Whole-Slide Histopathology
[NO] 423/773 | S$^2$F: Principled Hybrid Testing With Fuzzing, Symbolic Execution, and Sampling
[NO] 424/773 | Geometric Criteria for Complete Mode Conversion in Detuned Systems via Piecewise-Coherent Modulation
[YES] 425/773 | Long-Chain Reasoning Distillation via Adaptive Prefix Alignment
[NO] 426/773 | A Compute and Communication Runtime Model for Loihi 2
[NO] 427/773 | Macroscopic dynamics of quadratic integrate-and-fire neurons subject to correlated noise
[NO] 428/773 | EHRNavigator: A Multi-Agent System for Patient-Level Clinical Question Answering over Heterogeneous Electronic Health Records
[NO] 429/773 | Weyl magnetoplasma waves in magnetic Weyl semimetals
[NO] 430/773 | Clustering-Based User Selection in Federated Learning: Metadata Exploitation for 3GPP Networks
[NO] 431/773 | Memo-SQL: Structured Decomposition and Experience-Driven Self-Correction for Training-Free NL2SQL
[NO] 432/773 | SoK: Privacy-aware LLM in Healthcare: Threat Model, Privacy Techniques, Challenges and Recommendations
[NO] 433/773 | Extremum Seeking Nonovershooting Control of Strict-Feedback Systems Under Unknown Control Direction
[NO] 434/773 | Towards Native Intelligence: 6G-LLM Trained with Reinforcement Learning from NDT Feedback
[NO] 435/773 | In-the-Wild Compliant Manipulation with UMI-FT
[NO] 436/773 | Stochastic Calculus for Rough Fractional Brownian Motion via Operator Factorization
[NO] 437/773 | aiPlato: A Novel AI Tutoring and Step-wise Feedback System for Physics Homework
[NO] 438/773 | Three Months in the Life of Cloud Quantum Computing
[NO] 439/773 | Emergence and transition of incompressible phases in decorated Landau levels
[NO] 440/773 | WildRayZer: Self-supervised Large View Synthesis in Dynamic Environments
[NO] 441/773 | Euclid preparation. 3D reconstruction of the cosmic web with simulated Euclid Deep spectroscopic samples
[NO] 442/773 | See Less, Drive Better: Generalizable End-to-End Autonomous Driving via Foundation Models Stochastic Patch Selection
[NO] 443/773 | Madelung hydrodynamics of spin-orbit coupling: action principles, currents, and correlations
[NO] 444/773 | Constant-Depth Unitary Preparation of Dicke States
[NO] 445/773 | Improved Constructions of Reed-Solomon Codes with Optimal Repair Bandwidth
[NO] 446/773 | Synchronizing Probabilities in Model-Driven Lossless Compression
[NO] 447/773 | A Mirror-Descent Algorithm for Computing the Petz-Rényi Capacity of Classical-Quantum Channels
[NO] 448/773 | Nonlinear quantum Kibble-Zurek ramps in open systems at finite temperature
[NO] 449/773 | The hidden structure of innovation networks
[NO] 450/773 | Synchronization with Annealed Disorder and Higher-Harmonic Interactions in Arbitrary Dimensions: When Two Dimensions Are Special
[NO] 451/773 | Optimal lower bound for quantum channel tomography in away-from-boundary regime
[NO] 452/773 | Breaking Up with Normatively Monolithic Agency with GRACE: A Reason-Based Neuro-Symbolic Architecture for Safe and Ethical AI Alignment
[NO] 453/773 | Random matrix theory universality of current operators in spin-$S$ Heisenberg chains
[NO] 454/773 | CURVE: A Benchmark for Cultural and Multilingual Long Video Reasoning
[NO] 455/773 | Risk and Monotone Comparative Statics without Independence
[NO] 456/773 | Geometric Aspects of Entanglement Generating Hamiltonian Evolutions
[NO] 457/773 | Transforming Crises into Opportunities: From Chaos to Urban Antifragility
[NO] 458/773 | Multi-Property Synthesis
[NO] 459/773 | RoutIR: Fast Serving of Retrieval Pipelines for Retrieval-Augmented Generation
[NO] 460/773 | HII regions in NGC 628: the view of two catalogs
[NO] 461/773 | Measuring the Coronal Magnetic Field with 2D Coronal Seismology: A Forward-Modeling Validation
[NO] 462/773 | WEAVE imaging spectroscopy of NGC 6720: an iron bar in the Ring
[NO] 463/773 | Molecularly Thin Polyaramid Nanomechanical Resonators
[NO] 464/773 | Differentially Private Inference for Longitudinal Linear Regression
[NO] 465/773 | Beyond Hubbard: the role of correlated hopping interaction in superconductors and quantum dot devices
[NO] 466/773 | A universal Bochner formula for scalar curvature
[NO] 467/773 | Quantitative surgery and total mean curvature
[NO] 468/773 | On the geometry of aggregate snowflakes
[NO] 469/773 | RSATalker: Realistic Socially-Aware Talking Head Generation for Multi-Turn Conversation
[YES] 470/773 | Translating database mathematical schemes into relational database software applications with MatBase
[NO] 471/773 | High-fidelity stellar extinction with Gaia and APOGEE -- I. The method and a new extinction curve
[NO] 472/773 | Mind the gap: A real-valued distance on combinatorial games
[NO] 473/773 | Canonical Vorticity Perspective on Magnetogenesis: Unifying Weibel, Biermann, and Beyond
[NO] 474/773 | Process-Guided Concept Bottleneck Model
[NO] 475/773 | Learning Latency-Aware Orchestration for Parallel Multi-Agent Systems
[NO] 476/773 | Chebyshev Accelerated Subspsace Eigensolver for Pseudo-hermitian Hamiltonians
[NO] 477/773 | causalfe: Causal Forests with Fixed Effects in Python
[NO] 478/773 | DeepUrban: Interaction-Aware Trajectory Prediction and Planning for Automated Driving by Aerial Imagery
[NO] 479/773 | Numerical simulations of oscillating and differentially rotating neutron stars
[NO] 480/773 | Linear independence properties of the signature components of time-augmented stochastic processes
[NO] 481/773 | Defending Large Language Models Against Jailbreak Attacks via In-Decoding Safety-Awareness Probing
[NO] 482/773 | Mixtures of Transparent Local Models
[NO] 483/773 | Error-Correcting Codes for Two Bursts of t1-Deletion-t2-Insertion with Low Computational Complexity
[NO] 484/773 | Smoothness of martingale observables and generalized Feynman-Kac formulas
[NO] 485/773 | Network Integrated Sensing and Communication
[NO] 486/773 | Topologically switchable transport in a bundled cable of wires
[NO] 487/773 | Three realization problems about univariate polynomials
[NO] 488/773 | A Safety Report on GPT-5.2, Gemini 3 Pro, Qwen3-VL, Doubao 1.8, Grok 4.1 Fast, Nano Banana Pro, and Seedream 4.5
[NO] 489/773 | Transformer-Based Cognitive Radio: Adaptive Modulation Strategies Using Transformer Models
[NO] 490/773 | Emergence of unconventional magnetic order in strain-engineered RuO2/TiO2 superlattices
[NO] 491/773 | Incipient modulated phase in Sr$_{1-x}$Ca$_{x}$TiO$_3$
[NO] 492/773 | Testing three models of cognitive stress effects: A psychopharmacological randomized controlled trial of acute stress and stress hormones across visual perception, response inhibition and cognitive flexibility
[NO] 493/773 | AEQ-Bench: Measuring Empathy of Omni-Modal Large Models
[NO] 494/773 | SatMap: Revisiting Satellite Maps as Prior for Online HD Map Construction
[NO] 495/773 | A New Construction Structure on Coded Caching with Linear Subpacketization: Non-Half-Sum Latin Rectangle
[NO] 496/773 | Coded Caching for Combinatorial Multi-Access Hotplug Networks from $t$-Designs
[NO] 497/773 | Projected Microbatch Accumulation yields reference-free proximal policy updates for reinforcement learning
[NO] 498/773 | Magnetic field-induced phases in a model S=1 Haldane chain system
[NO] 499/773 | High-Dimensional Analysis of Gradient Flow for Extensive-Width Quadratic Neural Networks
[NO] 500/773 | From Weibel seeds to collisionless dynamos beyond pair-plasmas
[NO] 501/773 | Joint Source-Channel Coding for ISAC: Distortion Tradeoffs and Separation Theorems
[NO] 502/773 | Localization Landscape in Non-Hermitian and Floquet quantum systems
[NO] 503/773 | Subjective evaluation of UHD video coded using VVC with LCEVC and ML-VVC
[NO] 504/773 | Modeling mental health trajectories during the COVID-19 pandemic using UK-wide data in the presence of sociodemographic variables
[NO] 505/773 | Umbral theory and the algebra of formal power series
[NO] 506/773 | Non-Intrusive Hyperreduction by a Physics-Augmented Neural Network with Second-Order Sobolev Training
[NO] 507/773 | Observation of Light-Driven Levitation Near Epsilon-Near-Zero Surfaces
[NO] 508/773 | LADFA: A Framework of Using Large Language Models and Retrieval-Augmented Generation for Personal Data Flow Analysis in Privacy Policies
[NO] 509/773 | Tight bounds on recurrence time in closed quantum systems
[NO] 510/773 | Spectroscopic follow-up of Gaia alerted Young Stellar Object variables: the Large Binocular Telescope view
[YES] 511/773 | Discrete Feynman-Kac Correctors
[NO] 512/773 | A Geometric Multigrid Preconditioner for Shifted Boundary Method
[NO] 513/773 | Algebraic Farkas Lemma and Strong Duality for Perturbed Conic Linear Programming
[NO] 514/773 | Learning Hamiltonians in the Heisenberg limit with static single-qubit fields
[NO] 515/773 | Global Context Compression with Interleaved Vision-Text Transformation
[NO] 516/773 | Active Galactic Nuclei and STaR fOrmation in Nearby Galaxies (AGNSTRONG). II: Results for Jetted Type-I AGNs with Strong Ionized Gas Outflows
[NO] 517/773 | Topology-Directed Silicide Formation: An Explanation for the Growth of C49-TiSi$_2$ on the Si(100) Surface
[NO] 518/773 | FastStair: Learning to Run Up Stairs with Humanoid Robots
[NO] 519/773 | On UC-multipliers for multiple trigonometric systems
[NO] 520/773 | PLGC: Pseudo-Labeled Graph Condensation
[NO] 521/773 | Model-Agnostic and Uncertainty-Aware Dimensionality Reduction in Supervised Learning
[NO] 522/773 | Realistic prospects for testing a relativistic local quantum measurement inequality
[NO] 523/773 | Como medir o invisível? Guerras, pizzarias do Pentágono e o uso de variáveis proxy em econometria
[NO] 524/773 | Waring's problem for pseudo-polynomials
[NO] 525/773 | Nonsingular Cosmologies in Presence of String Cloud
[NO] 526/773 | SuS: Strategy-aware Surprise for Intrinsic Exploration
[NO] 527/773 | Training-Trajectory-Aware Token Selection
[NO] 528/773 | On gradient stability in nonlinear PDE models and inference in interacting particle systems
[NO] 529/773 | Conjugate Gradient Methods are Not Efficient: Experimental Study of the Locality Limitation
[NO] 530/773 | Flavour hierarchies from radiative corrections in latticed theory space
[NO] 531/773 | Evidence-Augmented Policy Optimization with Reward Co-Evolution for Long-Context Reasoning
[NO] 532/773 | Effect of Primordial Black Holes on the global 21-cm signal
[NO] 533/773 | Multipath Routing for Multi-Hop UAV Networks
[NO] 534/773 | Reasoning Hijacking: Subverting LLM Classification via Decision-Criteria Injection
[NO] 535/773 | Quantum bianisotropy in light-matter interaction
[NO] 536/773 | On holonomy groups of K-contact sub-pseudo-Riemannian manifolds
[NO] 537/773 | How disc initial conditions sculpt the atmospheric composition of giant planets
[NO] 538/773 | SCRamble: Adaptive Decentralized Overlay Construction for Blockchain Networks
[NO] 539/773 | MoST: Mixing Speech and Text with Modality-Aware Mixture of Experts
[NO] 540/773 | Sim2Real Deep Transfer for Per-Device CFO Calibration
[NO] 541/773 | Error-Correcting Codes for the Sum Channel
[YES] 542/773 | Developer Interaction Patterns with Proactive AI: A Five-Day Field Study
[NO] 543/773 | Critical time of the almost 2-regular random degree constrained process
[NO] 544/773 | Restoring similarity in randomized Krylov methods with applications to eigenvalue problems and matrix functions
[NO] 545/773 | coTherapist: A Behavior-Aligned Small Language Model to Support Mental Healthcare Experts
[NO] 546/773 | Loop as a Bridge: Can Looped Transformers Truly Link Representation Space and Natural Language Outputs?
[NO] 547/773 | Who Owns the Text? Design Patterns for Preserving Authorship in AI-Assisted Writing
[NO] 548/773 | Synchronization and Hopf Bifurcation in Stuart--Landau Networks
[NO] 549/773 | Tables or Sankey Diagrams? Investigating User Interaction with Different Representations of Simulation Parameters
[NO] 550/773 | Optimizing Multimodal LLMs for Egocentric Video Understanding: A Solution for the HD-EPIC VQA Challenge
[NO] 551/773 | Integral Variable Range Hopping for Modeling Electrical Transport in Disordered Systems
[NO] 552/773 | Robust and Generalizable Atrial Fibrillation Detection from ECG Using Time-Frequency Fusion and Supervised Contrastive Learning
[YES] 553/773 | PRL: Process Reward Learning Improves LLMs' Reasoning Ability and Broadens the Reasoning Boundary
[NO] 554/773 | Exponential Analysis for Entanglement Distillation
[NO] 555/773 | A Highly Magnetic Ultra Massive White Dwarf with a 23-minute Rotation Period
[NO] 556/773 | Classification and design of two-dimensional altermagnets
[NO] 557/773 | CC-OR-Net: A Unified Framework for LTV Prediction through Structural Decoupling
[NO] 558/773 | Quadrupole transitions of $^{10}$C and their isospin symmetry with $^{10}$Be
[NO] 559/773 | Towards Online Malware Detection using Process Resource Utilization Metrics
[NO] 560/773 | AWED-FiNER: Agents, Web applications, and Expert Detectors for Fine-grained Named Entity Recognition across 36 Languages for 6.6 Billion Speakers
[NO] 561/773 | MHub.ai: A Simple, Standardized, and Reproducible Platform for AI Models in Medical Imaging
[NO] 562/773 | Leveraging Digital Twin Technologies: All-Photonics Networks-as-a-Service for Data Center Xchange in the Era of AI [Invited Tutorial]
[NO] 563/773 | Microwave Kerr/Faraday Resonance in Two-dimensional Chiral Superconductors
[NO] 564/773 | New Second-order Convergent Schemes for Solving decoupled FBSDEs
[NO] 565/773 | Comparison of SCAN+U and r2SCAN+U for Charge Density Wave Instability and Lattice Dynamics in CuTe
[NO] 566/773 | History Is Not Enough: An Adaptive Dataflow System for Financial Time-Series Synthesis
[NO] 567/773 | A new contraction principle on the perimeters of triangles and related results
[NO] 568/773 | Step-by-Step Causality: Transparent Causal Discovery with Multi-Agent Tree-Query and Adversarial Confidence Estimation
[NO] 569/773 | A volume penalization method for solving conjugate scalar transport with interfacial jump conditions
[NO] 570/773 | Redundancy-Driven Top-$k$ Functional Dependency Discovery
[NO] 571/773 | TopoDIM: One-shot Topology Generation of Diverse Interaction Modes for Multi-Agent Systems
[NO] 572/773 | Multi-Constrained Evolutionary Molecular Design Framework: An Interpretable Drug Design Method Combining Rule-Based Evolution and Molecular Crossover
[NO] 573/773 | Enhancing Visual In-Context Learning by Multi-Faceted Fusion
[NO] 574/773 | MATRIX AS PLAN: Structured Logical Reasoning with Feedback-Driven Replanning
[NO] 575/773 | Caught in Swallowtails: Discovery of Two Swallowtail Image Formations in MS 0451.6-0305
[YES] 576/773 | Mark My Works Autograder for Programming Courses
[NO] 577/773 | Diquark mass and quark-diquark potential by lattice QCD using an extended HAL QCD method with a static quark
[NO] 578/773 | Bayesian Meta-Analyses Could Be More: A Case Study in Trial of Labor After a Cesarean-section Outcomes and Complications
[NO] 579/773 | Starfield: Demand-Aware Satellite Topology Design for Low-Earth Orbit Mega Constellations
[NO] 580/773 | Thinking Like Van Gogh: Structure-Aware Style Transfer via Flow-Guided 3D Gaussian Splatting
[NO] 581/773 | Simplicial spheres with $g_k=1$
[NO] 582/773 | Global convergence of the subgradient method for robust signal recovery
[NO] 583/773 | Unlabeled Data Can Provably Enhance In-Context Learning of Transformers
[NO] 584/773 | Disentangled Concept Representation for Text-to-image Person Re-identification
[NO] 585/773 | Revisiting the nuclear island of negative hexadecapole deformations in A$\approx$180 mass region: focusing on moments of inertia and quadrupole-hexadecapole coupling
[NO] 586/773 | A note on exact approximations
[NO] 587/773 | Weighted least squares estimation by multivariate-dependent weights for linear regression models
[NO] 588/773 | Collective behavior based on agent-environment interactions
[NO] 589/773 | Instruction Finetuning LLaMA-3-8B Model Using LoRA for Financial Named Entity Recognition
[NO] 590/773 | On the Sasakian Structure of Manifolds with Nonnegative Transverse Bisectional Curvature
[NO] 591/773 | Electronic structure theory of H$_{3}$S: Plane-wave-like valence states, density-of-states peak and its guaranteed proximity to the Fermi level
[NO] 592/773 | PID-Guided Partial Alignment for Multimodal Decentralized Federated Learning
[NO] 593/773 | Reentrant topological phases and entanglement scalings in moiré-modulated extended Su-Schrieffer-Heeger Model
[NO] 594/773 | Outrunning Big KATs: Efficient Decision Procedures for Variants of GKAT
[NO] 595/773 | Context Volume Drives Performance: Tackling Domain Shift in Extremely Low-Resource Translation via RAG
[NO] 596/773 | Federated Unlearning in Edge Networks: A Survey of Fundamentals, Challenges, Practical Applications and Future Directions
[NO] 597/773 | Stochastic Calculus as Operator Factorization
[NO] 598/773 | Precise Mass Measurement of the $^{149}$La-$^{149}$Ce-$^{149}$Pr isobaric chain
[NO] 599/773 | The Galois Structure of the Spaces of polydifferentials on the Drinfeld Curve
[NO] 600/773 | Take Out Your Calculators: Estimating the Real Difficulty of Question Items with LLM Student Simulations
[NO] 601/773 | Beyond UV: Rest-frame B-band and Apparent Luminosity Functions of z=5-9 Galaxies
[NO] 602/773 | Distributed Perceptron under Bounded Staleness, Partial Participation, and Noisy Communication
[NO] 603/773 | LIBERTy: A Causal Framework for Benchmarking Concept-Based Explanations of LLMs with Structural Counterfactuals
[NO] 604/773 | Quantum geometry of the rotating shallow water model
[NO] 605/773 | Data-driven stochastic reduced-order modeling of parametrized dynamical systems
[NO] 606/773 | Vertex operator algebra bundles on modular curves and their associated modular forms
[NO] 607/773 | Breaking the Storage-Bandwidth Tradeoff in Distributed Storage with Quantum Entanglement
[NO] 608/773 | MHD modelling of open flux evolution around solar maximum by coronal model COCONUT
[NO] 609/773 | Efficiency, Curvature, and Complexity of Quantum Evolutions for Qubits in Nonstationary Magnetic Fields
[NO] 610/773 | Safe Trajectory Gradient Flow Control of a Grid-Interfacing Inverter
[NO] 611/773 | The recipe for the degrees of freedom
[NO] 612/773 | The inducibility of Turán graphs
[NO] 613/773 | In-Context Operator Learning on the Space of Probability Measures
[NO] 614/773 | Job Anxiety in Post-Secondary Computer Science Students Caused by Artificial Intelligence
[NO] 615/773 | Adversarial Hypothesis Testing for Quantum Channels
[NO] 616/773 | Minimally Truncated SU(3) Lattice Gauge Theory and String Tension
[NO] 617/773 | Perfect Secret Key Generation for a class of Hypergraphical Sources
[NO] 618/773 | Higher order trade-offs in hypergraph community detection
[NO] 619/773 | LatentRefusal: Latent-Signal Refusal for Unanswerable Text-to-SQL Queries
[NO] 620/773 | Revealing Neutrino Mass Ordering at CEPC and FCC-ee
[NO] 621/773 | Exponential improvement in benchmarking multiphoton interference
[NO] 622/773 | DInf-Grid: A Neural Differential Equation Solver with Differentiable Feature Grids
[NO] 623/773 | Quantum Maxwell Erasure Decoder for qLDPC codes
[NO] 624/773 | From One-to-One to Many-to-Many: Dynamic Cross-Layer Injection for Deep Vision-Language Fusion
[NO] 625/773 | High-accuracy and dimension-free sampling with diffusions
[NO] 626/773 | UFO Trees: Practical and Provably-Efficient Parallel Batch-Dynamic Trees
[NO] 627/773 | The Effective Theory of Muon-to-Electron Conversion
[NO] 628/773 | Communication-Efficient and Privacy-Adaptable Mechanism -- a Federated Learning Scheme with Convergence Analysis
[YES] 629/773 | The Conversational Exam: A Scalable Assessment Design for the AI Era
[NO] 630/773 | On the origin of neural scaling laws: from random graphs to natural language
[NO] 631/773 | Implementation of Oblivious Transfer over Binary-Input AWGN Channels by Polar Codes
[NO] 632/773 | Irregular higher-spin generating equations and chiral perturbation theory
[NO] 633/773 | Are Your Reasoning Models Reasoning or Guessing? A Mechanistic Analysis of Hierarchical Reasoning Models
[NO] 634/773 | Optimal Proximity Gap for Folded Reed--Solomon Codes via Subspace Designs
[NO] 635/773 | Correlated states in charge-transfer heterostructures based on rhombohedral multilayer graphene
[YES] 636/773 | GeoSteer: Faithful Chain-of-Thought Steering via Latent Manifold Gradients
[NO] 637/773 | Growth and hydrostatic-pressure study of a type-II superconductor Bi$_2$Ta$_3$S$_6$ single crystal
[NO] 638/773 | Combinatorial properties of holographic entropy inequalities
[NO] 639/773 | Classical simulation of a quantum circuit with noisy magic inputs
[NO] 640/773 | Convex combination of first and second eigenvalues of trees
[NO] 641/773 | On Existence of Girth-8 QC-LDPC Code with Large Column Weight: Combining Mirror-sequence with Classification Modulo Ten
[NO] 642/773 | RAG-3DSG: Enhancing 3D Scene Graphs with Re-Shot Guided Retrieval-Augmented Generation
[NO] 643/773 | Advancing Adaptive Multi-Stage Video Anomaly Reasoning: A Benchmark Dataset and Method
[NO] 644/773 | Advances on two spectral conjectures regarding booksize of graphs
[NO] 645/773 | The BINGO project X. Cosmological parameter constraints from HI Intensity Mapping lognormal simulations
[NO] 646/773 | Simple Network Graph Comparative Learning
[NO] 647/773 | Warm Hybrid Axion Inflation in $α$-Attractor Models Constrained by ACT and Future Plan experiments
[NO] 648/773 | Physics-informed neural networks for angular-momentum conservation in computational relativistic spin hydrodynamics
[NO] 649/773 | Function Correcting Codes for Maximally-Unbalanced Boolean Functions
[NO] 650/773 | Curvature-driven manifold fitting under unbounded isotropic noise
[NO] 651/773 | Is More Context Always Better? Examining LLM Reasoning Capability for Time Interval Prediction
[NO] 652/773 | Hubble Tension and Dark Energy in Teleparallel Gauss-Bonnet Gravity: New Constraints from DESI BAO, Pantheon$^+$ and Hubble Data
[NO] 653/773 | Role-Playing Agents Driven by Large Language Models: Current Status, Challenges, and Future Trends
[NO] 654/773 | Casimir interactions as a probe of broadband optical response
[NO] 655/773 | Bayesian Model Selection for Complex Flows of Yield Stress Fluids
[NO] 656/773 | Following the Teacher's Footsteps: Scheduled Checkpoint Distillation for Domain-Specific LLMs
[NO] 657/773 | SIN-Bench: Tracing Native Evidence Chains in Long-Context Multimodal Scientific Interleaved Literature
[NO] 658/773 | When Personas Override Payoffs: Role Identity Bias in Multi-Agent LLM Decision-Making
[NO] 659/773 | Admissibility Breakdown in High-Dimensional Sparse Regression with L1 Regularization
[NO] 660/773 | LeMoF: Level-guided Multimodal Fusion for Heterogeneous Clinical Data
[NO] 661/773 | Adaptive Label Error Detection: A Bayesian Approach to Mislabeled Data Detection
[NO] 662/773 | Sharp propagation of chaos in Rényi divergence
[NO] 663/773 | Efficient Content-based Recommendation Model Training via Noise-aware Coreset Selection
[NO] 664/773 | CoF-T2I: Video Models as Pure Visual Reasoners for Text-to-Image Generation
[NO] 665/773 | Kovács' conjecture on characterisation of projective space and hyperquadrics
[NO] 666/773 | Recurrence relations for the coefficients of the confluent and Gauss hypergeometric functions in the complex plane
[NO] 667/773 | Resistive Memory based Efficient Machine Unlearning and Continual Learning
[NO] 668/773 | Contextuality Derived from Minimal Decision Dynamics: Quantum Tug-of-War Decision Making
[NO] 669/773 | Stability and instability of small BGK waves
[NO] 670/773 | PaperScout: An Autonomous Agent for Academic Paper Search with Process-Aware Sequence-Level Policy Optimization
[NO] 671/773 | Fundamental Limits of Coded Polynomial Aggregation
[NO] 672/773 | STCRank: Spatio-temporal Collaborative Ranking for Interactive Recommender System at Kuaishou E-shop
[NO] 673/773 | A New Overture to Classical Simple Type Theory, Ketonen-type Gentzen and Tableau Systems
[NO] 674/773 | An introduction to weightings along submanifolds
[NO] 675/773 | Empowering Older Adults in Digital Technology Use with Foundation Models
[NO] 676/773 | VERHallu: Evaluating and Mitigating Event Relation Hallucination in Video Large Language Models
[NO] 677/773 | The "I" in FAIR: Translating from Interoperability in Principle to Interoperation in Practice
[NO] 678/773 | Same Activity, Divergent Impacts: Representing Paths Towards Physics Computational Literacy and Physics Identity with Conjecture Mapping-Based Narrative Analysis
[NO] 679/773 | DW-DGAT: Dynamically Weighted Dual Graph Attention Network for Neurodegenerative Disease Diagnosis
[NO] 680/773 | Gatekeeping: a Partial History of Cold Fusion
[NO] 681/773 | Double Markovity for quantum systems
[NO] 682/773 | On directional second-order tangent sets of analytic sets and applications in optimization
[NO] 683/773 | FaTRQ: Tiered Residual Quantization for LLM Vector Search in Far-Memory-Aware ANNS Systems
[NO] 684/773 | Estimating the effect of lymphovascular invasion on 2-year survival probability under endogeneity: a recursive copula-based approach
[NO] 685/773 | DR$^2$Seg: Decomposed Two-Stage Rollouts for Efficient Reasoning Segmentation in Multimodal Large Language Models
[NO] 686/773 | Einstein and Yang-Mills implies conformal Yang-Mills
[NO] 687/773 | SPRInG: Continual LLM Personalization via Selective Parametric Adaptation and Retrieval-Interpolated Generation
[NO] 688/773 | Correspondences in computational and dynamical complexity II: forcing complex reductions
[NO] 689/773 | An Exploratory Study to Repurpose LLMs to a Unified Architecture for Time Series Classification
[NO] 690/773 | Kinematic Tokenization: Optimization-Based Continuous-Time Tokens for Learnable Decision Policies in Noisy Time Series
[NO] 691/773 | Reconstructing Reed-Solomon Codes from Multiple Noisy Channel Outputs
[NO] 692/773 | On the reconstruction of kinematic distributions computed with Monte Carlo methods using orthogonal basis functions
[NO] 693/773 | On the Canonical Construction of Simple Lie Superalgebras
[NO] 694/773 | Optimality in nonlocal time-dependent obstacle problems
[NO] 695/773 | Bounding many-body properties under partial information and finite measurement statistics
[NO] 696/773 | A Predictive Model for Synergistic Oncolytic Virotherapy: Unveiling the Ping-Pong Mechanism and Optimal Timing of Combined Vesicular Stomatitis and Vaccinia Viruses
[NO] 697/773 | A Collection of Pinsker-type Inequalities for Quantum Divergences
[NO] 698/773 | Codebook Design for Limited Feedback in Near-Field XL-MIMO Systems
[NO] 699/773 | The Assistant Axis: Situating and Stabilizing the Default Persona of Language Models
[NO] 700/773 | Experimental Realization of Rabi-Driven Reset for Fast Cooling of a High-Q Cavity
[NO] 701/773 | A Hybrid Reliability--Weight Framework for Construction of Polar Codes
[NO] 702/773 | Two-Loop DGLAP Splitting Functions from Light Cone Perturbation Theory
[NO] 703/773 | The Direct-Product Decomposition Approach for Symmetry Exploitation in Many-Body Methods in Case of Non-Abelian Point Groups
[NO] 704/773 | Generalized Weight Structure of Polar Codes: Selected Template Polynomials
[NO] 705/773 | EvoMorph: Counterfactual Explanations for Continuous Time-Series Extrinsic Regression Applied to Photoplethysmography
[YES] 706/773 | Unlocking Implicit Experience: Synthesizing Tool-Use Trajectories from Text
[NO] 707/773 | A New Construction Structure on MISO Coded Caching with Linear Subpacketization: Half-Sum Disjoint Packing
[NO] 708/773 | Characteristic free Galois rings and generalized Weyl algebras
[NO] 709/773 | Convertible Codes for Data and Device Heterogeneity
[NO] 710/773 | Distinguishing Quantum Matter by Gravity with Differential Scattering Cross Section at Tree Level
[NO] 711/773 | Polymultiplicative maps associated with the algebra of Iterated Laurent series and the higher-dimensional Contou-Carrere Symbol
[NO] 712/773 | Think-Then-Generate: Reasoning-Aware Text-to-Image Diffusion with LLM Encoders
[NO] 713/773 | Neural-network-based high-speed and high-definition full-field dynamic optical coherence tomography
[NO] 714/773 | Principles of Optics in the Fock Space: Scalable Manipulation of Giant Quantum States
[NO] 715/773 | Multimessenger Prospects for Low-Luminosity Gamma-Ray Bursts: Joint Neutrino and X-Ray Observations
[NO] 716/773 | We Need a More Robust Classifier: Dual Causal Learning Empowers Domain-Incremental Time Series Classification
[NO] 717/773 | Kummer-faithful fields with finitely generated absolute Galois group
[NO] 718/773 | SPIKE: Sparse Koopman Regularization for Physics-Informed Neural Networks
[NO] 719/773 | Optimal control of a dissipative micromaser quantum battery in the ultrastrong coupling regime
[NO] 720/773 | The impact of tactile sensor configurations on grasp learning efficiency -- a comparative evaluation in simulation
[NO] 721/773 | Asymptotic Theory of Tail Dependence Measures for Checkerboard Copula and the Validity of Multiplier Bootstrap
[NO] 722/773 | Model order reduction of piecewise linear mechanical systems using invariant cones
[NO] 723/773 | Nuclear Toeplitz operators between Fock spaces
[NO] 724/773 | Beyond Inpainting: Unleash 3D Understanding for Precise Camera-Controlled Video Generation
[NO] 725/773 | Coherence Limits in Interference-Based cos(2$\varphi$) Qubits
[NO] 726/773 | BeamCKMDiff: Beam-Aware Channel Knowledge Map Construction via Diffusion Transformer
[YES] 727/773 | Autonomous Quantum Simulation through Large Language Model Agents
