[2026-09-18 23:54:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-17
正在获取论文...
[arXiv] 2026-09-17 | Converging Naming Styles, Persistent Network Locality: GitHub in the LLM Era
[arXiv] 2026-09-17 | Refuse, Decompose, Refresh: A Claim-Safe Protocol for Closed-Loop AI Evaluation
[arXiv] 2026-09-17 | Formal Fluctuation-Response Relations for Non-Stationary Systems: The Dynamic Conjugate Variable
[arXiv] 2026-09-17 | Sharp spectral norm concentration of sparse random tensors
[arXiv] 2026-09-17 | Thioacetaldehyde (CH3CHS) on interstellar ices: a key molecule to unravel two chemical dichotomies in the ISM
[arXiv] 2026-09-17 | Particle Physics Driven by Quantum Technology - Quantum Simulations and Quantum Sensing
[arXiv] 2026-09-17 | Towards AI-enhanced control: a numerical technique for trajectory smoothing of a parallel robot for pancreatic surgery
[arXiv] 2026-09-17 | Efficient computation of mixture confidence sequences in generalized linear models
[arXiv] 2026-09-17 | Four Special Directions in AG(2,13): The 52-Point Obstruction and the Sharp Minimum
[arXiv] 2026-09-17 | Nonexistence of a Leech Tree of Order 18: A Computer-Assisted Proof
[arXiv] 2026-09-17 | TeamCAMS: An Open-Source Research Platform for Studying Human Behaviour in Human-AI Teams
[arXiv] 2026-09-17 | Resolution limits for process comparison from event data
[arXiv] 2026-09-17 | Unified hydrodynamics for density and spin supersolids
[arXiv] 2026-09-17 | greCAPTCHA: Assessing Understanding as Evidence of Research Authorship Under Generative AI
[arXiv] 2026-09-17 | Visual Sim-to-Real Learning for Robotic Insertion under Geometric Variations: Application to Rebar Installation
[arXiv] 2026-09-17 | Radial Symmetry and Strict Radial Decrease for Master Equations with Decreasing Radial Potentials
[arXiv] 2026-09-17 | SenseFuse: Label-Free Fusion of Image and Shape Encoders for Open-Vocabulary 3D Instance Segmentation
[arXiv] 2026-09-17 | Fingerprinting Multimodal Large Language Models
[arXiv] 2026-09-17 | Online Supervised Dimension Reduction with Random Features: Diagnostics and Computational Trade-offs
[arXiv] 2026-09-17 | Seismic Site Response Prediction from Sparse Observations Using Finite-Element-Pretrained Latent Dynamics
[arXiv] 2026-09-17 | A comprehensive theory framework for perturbative calculations of $δ_C$ in superallowed beta decays
[arXiv] 2026-09-17 | Spotlights: Discovering Improvement Opportunities in Software Repositories
[arXiv] 2026-09-17 | New upper bounds for the chromatic numbers of Euclidean spaces
[arXiv] 2026-09-17 | Non-Thermal Effects in Fermionic Atoms Coupled to Open Cavities
[arXiv] 2026-09-17 | Parisi Formula for the ground state energy of quantum p-Spin Hamiltonians
[arXiv] 2026-09-17 | The dynamics of early transoceanic voyages: A resource-coupled model of crew health and survival
[arXiv] 2026-09-17 | Assessing the Construct Validity of Object-Oriented, Class-Level Code Quality Metrics
[arXiv] 2026-09-17 | Maximum Entropy Probability Distributions on Spheres with Fixed Mean Busemann Function and Holomorphic-Information-Geometric Model of Cognition
[arXiv] 2026-09-17 | The Bias of Nonlinear Two-Time-scale Stochastic Approximation under Constant Step-Sizes
[arXiv] 2026-09-17 | Resilient Motion Planning for Free-Flying Space Robots under Actuator Failures
[arXiv] 2026-09-17 | Schema-Anchored Latent Reasoning for Semantic Parsing-Based Knowledge Base Question Answering
[arXiv] 2026-09-17 | Imagine-TAMP: Imagination-Guided Task and Motion Planning in Partial Observability
[arXiv] 2026-09-17 | Universal 1/f Noise in the Power Spectra of Energy Time-series in Solvated DNA Dynamics
[arXiv] 2026-09-17 | Ultralow-Tensile Strain Enables Exciton Funneling and Energy Transfer to Boost MoSe2 Photoluminescence Quantum Yield
[arXiv] 2026-09-17 | Small-Angle Differential Cross Sections for Symmetrical Resonant Charge Exchange in Molecular Hydrogen
[arXiv] 2026-09-17 | AdaRepair-Mem: Adaptive Experience Orchestration for Repository-Level Program Repair
[arXiv] 2026-09-17 | Long-horizon autoformalization of a core theorem underlying MIP* = RE
[arXiv] 2026-09-17 | Improving Cross-Lingual Transfer for Sequential Sentence Classification in Research Papers via Structural Similarity
[arXiv] 2026-09-17 | Can 4D Foundation Models Remember?
[arXiv] 2026-09-17 | An Empirical Study of Harness Design for Coding Agents
[arXiv] 2026-09-17 | StageGuard: Learning Stage Transitions for Long-Horizon Robot Tasks via Agentic Distillation
[arXiv] 2026-09-17 | Harm Laundering in GPT Models: Evidence That Gender Discrimination Is Transformed Rather Than Reduced Across Safety-Trained Generations
[arXiv] 2026-09-17 | Conditional Independence Testing in Time Series
[arXiv] 2026-09-17 | Quantum Entropy Contraction and Factorization from Hypercontractivity
[arXiv] 2026-09-17 | MILER: Semantic Mid-Level Representation for Sim-to-Real Reinforcement Learning in Unstructured Autonomous Driving
[arXiv] 2026-09-17 | Video DeltaNet: A Video-Native Hybrid Attention for Livestream Video Generation
[arXiv] 2026-09-17 | Hölder Selections under Stieltjes Clocks: Uniform Disconnectedness and Jump Dominance
[arXiv] 2026-09-17 | Topological and spectral rigidity of hypersurface Zoll manifolds
[arXiv] 2026-09-17 | Almost-Uniform Bayesian Convergence to the Truth Is Not Characterized by Countable Additivity on Conditional Hitting Times
[arXiv] 2026-09-17 | Martingale theory for heat and phase-space contraction in heterogeneous diffusions
[arXiv] 2026-09-17 | Integrability of the deformed Toda systems
[arXiv] 2026-09-17 | Schrijver-Delsarte rigidity in association schemes and undecidability of quantum graph homomorphism
[arXiv] 2026-09-17 | Epidemiological Causal Graph Identification: Challenges, Identifiability and Algorithms
[arXiv] 2026-09-17 | Every compact operator is a commutator of compact operators
[arXiv] 2026-09-17 | Line shapes of $Ω(2012)$ production in the $Ξ\bar K $ and $Ξπ\bar K$ decay channels
[arXiv] 2026-09-17 | PROVIA: Procedure State Tracking for Online Mistake Detection in Egocentric Videos
[arXiv] 2026-09-17 | Synthetic Fingerprints for Children Under Four: Generation and Biometric Evaluation
[arXiv] 2026-09-17 | Gravity from Invariant Weyl-Integrable space-time (IWIST)
[arXiv] 2026-09-17 | A Simplified Model for Linear Mode Coupling in Multimode Fibers with Experimental Assessment
[arXiv] 2026-09-17 | Magnon-Phonon Dynamics in Multidimensional Antiferromagnetic Oxides
[arXiv] 2026-09-17 | Inference-Engine Fingerprinting Attacks are Practical: Exploring Model-Driven Environmental Discovery, Exploitation, and Escape
[arXiv] 2026-09-17 | Coupled Orbital and Interior Evolution of Sub-Neptunes
[arXiv] 2026-09-17 | Weather Data Spoofing Attacks on Rain-Adaptive Millimeter-Wave Frequency Selection in V2X Communication Networks
[arXiv] 2026-09-17 | Proof of Shor's conjecture on the accessible information of quantum dichotomies
[arXiv] 2026-09-17 | WiC is Not WSD: A Study on LLMs and Lexical Ambiguity Resolution
[arXiv] 2026-09-17 | On the minimum number of triangles in balanced tripartite graphs with large minimum degree
[arXiv] 2026-09-17 | CoRef-GS: Cooperative Referring Gaussian Splatting for Multi-Agent Scene Understanding
[arXiv] 2026-09-17 | Conductor-Discriminant Inequality for Tamely Ramified Cyclic Covers II
[arXiv] 2026-09-17 | Robust Recovery of Sparse Support in Constrained Group Testing
[arXiv] 2026-09-17 | When EOS Tokens Disagree: Understanding Length Inflation in On-Policy Distillation
[arXiv] 2026-09-17 | Universal set families for maximization of nonnegative submodular and XOS functions
[arXiv] 2026-09-17 | Longest cycles intersect linearly in highly connected graphs
[arXiv] 2026-09-17 | Multi-Dimensional Prosody Judgment For Live Streaming Speech Synthesis
[arXiv] 2026-09-17 | Coherent antiferromagnetic resonance in MnO driven by impulsive terahertz excitation
[arXiv] 2026-09-17 | Perception, Layout, and Validation: Calibrated Confidence for Reliable Straight-Through Processing of Financial Documents
[arXiv] 2026-09-17 | AnyViewDex: View-Invariant Dexterous Manipulation from RGB Observations
[arXiv] 2026-09-17 | When Is Kramers-Wannier Duality Invertible?
[arXiv] 2026-09-17 | Position Paper: Neurotransmitters as a Missing Dimension in Artificial Neural Networks
[arXiv] 2026-09-17 | Physical properties of star-forming clumps in nearby galaxies from CLAUDS and HSC-SSP
[arXiv] 2026-09-17 | On $\ast$-Reversible and Generalized $\ast$-Reversible Rings
[arXiv] 2026-09-17 | Robust Workflow Generation via Adversarial Learning for Audio Deepfake Detection
[arXiv] 2026-09-17 | What People Almost Did: Evaluating LLM Social Simulations Beyond Behavioral Fit
[arXiv] 2026-09-17 | Accelerating structural optimization via EIFEM: a ROM-based preconditioner
[arXiv] 2026-09-17 | Mechanical Precision Weeding with a Quadruped Robot
[arXiv] 2026-09-17 | Can Data Attribution Filter Out Subliminal Learning? Not Reliably
[arXiv] 2026-09-17 | FedeRICo: Federated Region-Influenced Coupling for Traffic Flow Prediction
[arXiv] 2026-09-17 | Stability and Logarithmic Foliations on Complex Projective Spaces
[arXiv] 2026-09-17 | Corner entanglement scaling with projected entangled pair states
[arXiv] 2026-09-17 | Who Aggregates Information? Screening, Rent, and the Coexistence of CLOB and AMM Prediction Markets
[arXiv] 2026-09-17 | Distributed Edge Inference: an Experimental Study on Multiview Detection
[arXiv] 2026-09-17 | Evaluating Positive Feedback Adiabatic Logic in 16nm FinFET with a Realistic Power-Clock
[arXiv] 2026-09-17 | Gaussian characterization of two-neutron halo nuclei
[arXiv] 2026-09-17 | Revisiting the Brunner-Munzel test from the viewpoint of local linear approximation
[arXiv] 2026-09-17 | Rectifiability of every finite order for stationary integral varifolds
[arXiv] 2026-09-17 | Semi-automated single-mode fiber coupling for AO-fed spectrographs
[arXiv] 2026-09-17 | JANUS: Denial-of-Service Attack Against Beam Hopping in LEO Satellite Networks
[arXiv] 2026-09-17 | Extending the Love-Q Relation to Rapidly Rotating Neutron Stars for Gravitational-Waveform Modelling
[arXiv] 2026-09-17 | DeepSeek-V4.1-Flash: Pushing the Limits of KV Cache Compression
[arXiv] 2026-09-17 | Strategic Pricing in Electricity Markets with Pollution Constraints
[arXiv] 2026-09-17 | Before the Arrest: Benchmarking LLMs on Criminal Profiling from Incomplete Evidence
[arXiv] 2026-09-17 | Enhanced Knowledge Distillation for Detection Transformer via Teacher Prediction Refinement
[arXiv] 2026-09-17 | Explicit equational bases for the power semirings of $S_7$
[arXiv] 2026-09-17 | LapaTrack-3D: 6 DoF pre-operative shape tracking for laparoscopic surgery
[arXiv] 2026-09-17 | Paired charmonium and bottomonium production in rare exclusive decays of Z boson
[arXiv] 2026-09-17 | Meerkat measurement of the radio emission from massive stars in the Galactic plane I. Wolf-Rayet stars
[arXiv] 2026-09-17 | Dynamics of Stochastic Hamiltonian systems I - Wong-Zakai Variational integrators
[arXiv] 2026-09-17 | Not All AI Agents Are Equal: Characterizing Resource and Performance Dynamics
[arXiv] 2026-09-17 | Intrinsic Sequence-Likelihood Confidence in Retrieval-Dominated Extractive QA: Two Pre-Specified Negatives, and What They Do and Do Not Attribute
[arXiv] 2026-09-17 | The face lattice of any simplicial polytope is Hamiltonian
[arXiv] 2026-09-17 | Quantum WalkScore: Benchmarking Quantum Computers on the Graph Nodefinding Problem
[arXiv] 2026-09-17 | Validating Hexahedra through their Boundaries
[arXiv] 2026-09-17 | The exact region determined by Spearman's rho and Gini's gamma
[arXiv] 2026-09-17 | Putting Context into Preference Aggregation
[arXiv] 2026-09-17 | Odd/Even or Half ? Entanglement Anomaly in the Bose-Hubbard model
[arXiv] 2026-09-17 | Uni-LaDiR: Latent Diffusion Unifies Multimodal Reasoning
[arXiv] 2026-09-17 | SlugTrails: An Egocentric Benchmark for Floor Plan Localization in Large Buildings
[arXiv] 2026-09-17 | Highly bipolar planetary nebula Hen 2-57 and its possible symbiotic core
[arXiv] 2026-09-17 | Measure of the kaon structure: generalized valence quark distribution functions and form factors
[arXiv] 2026-09-17 | A Comparison Theorem for Parahoric Character Sheaves
[arXiv] 2026-09-17 | PACE: Precise AI Cinematic Expression: A Typed Specification for Script-Grounded Previsualization and Geometric Conformance
[arXiv] 2026-09-17 | A Cumulative Framework for Solid Deformation
[arXiv] 2026-09-17 | Mo2TiC2Tx MXene Saturable Absorption for Neural Networks on a Chip
[arXiv] 2026-09-17 | Safe Exploration of Arbitrary Dynamic Dangerous Networks
[arXiv] 2026-09-17 | Trust, but Validate the Instrument: Auditing AI-Generated RTL Verification Plans on Authored Security-Regression Proxies
[arXiv] 2026-09-17 | Beyond Flattened Tokens: Structure-Preserving EEG Decoding with Reusable TriDim Blocks
[arXiv] 2026-09-17 | Pairwise comparisons meet optimal transport theory
[arXiv] 2026-09-17 | MetaRTL: Meta-path Attention Enhanced Relational Table Learning
[arXiv] 2026-09-17 | Vehicle Trajectory Prediction via Neural Fusion of Multiple EKF-Based Trajectory Candidates
[arXiv] 2026-09-17 | Local unitary equivalence of orthogonal arrays and related linear codes
[arXiv] 2026-09-17 | The small Davenport constant of $H_{27}\times C_3^r$
[arXiv] 2026-09-17 | Dictionary-Constrained Grapheme-to-Phoneme for Unsegmented Languages from LLM-Annotated Data
[arXiv] 2026-09-17 | Affective Shared Autonomy: Temporal Affect Dynamics and Subjective Evaluation in Bimanual Teleoperation Tasks
[arXiv] 2026-09-17 | Contagion on the Trading Floor: How Adversarial Signals Spread in Multi-Agent Trading Systems
[arXiv] 2026-09-17 | Widespread plasma jets in the Martian magnetosheath revealed by dual-spacecraft observations
[arXiv] 2026-09-17 | Mutual Information as a Tool for Optimal Classification: Application to Identifying Rapid-Responding Behaviour
[arXiv] 2026-09-17 | A Separation Between Distribution-Free SQ Learning and Dimension Complexity
[arXiv] 2026-09-17 | Learn Before You Judge: Progressive Knowledge-to-Decision Alignment for Explainable Hateful Meme Detection
[arXiv] 2026-09-17 | TorchCraft: Unified binder design by inverting an all-atom structure predictor
[arXiv] 2026-09-17 | The Bernstein-Sato Polynomial of the Hankel Determinant
[arXiv] 2026-09-17 | Spreads of degrees in graphs
[arXiv] 2026-09-17 | Status and Prospects of the HEP Statistical Inference Ecosystem
[arXiv] 2026-09-17 | Constraints on the Pop III Sky Surface Brightness from High-Redshift Caustic Transients in MACS0416
[arXiv] 2026-09-17 | Chow Vanishing and Motives of Cluster Varieties
[arXiv] 2026-09-17 | The segmentation ceiling: why explicit left-ventricular masks do not improve learned ejection-fraction regression
[arXiv] 2026-09-17 | Paths maximize the expected range of graph-indexed random walks
[arXiv] 2026-09-17 | Decoupling Physical Speed from Path Parameterization in Singularity-Free Guiding Vector Fields
[arXiv] 2026-09-17 | Voltage-Current-Emission Framework of Time-Resolved Electroluminescence
[arXiv] 2026-09-17 | Reachability, Not Observation: Containing Systems Whose Wiring Changes
[arXiv] 2026-09-17 | SeetaPsych v1.0: An Open-source Computer Vision Toolkit for Behavior-based Psychological Measurement
[arXiv] 2026-09-17 | Learn Your Own Thoughts: Abstract Token Curriculum
[arXiv] 2026-09-17 | Spacetime Positive Mass Theorem with Boundary for Multiple Time Dimensions
[arXiv] 2026-09-17 | Exact Local Optimality Does Not Compose: The Complexity of Chronological Realization
[arXiv] 2026-09-17 | Microlocal perverse schobers and Radon transform
[arXiv] 2026-09-17 | Early steps in the hierarchical assembly of a Milky Way-mass galaxy 1 Gyr after the Big Bang
[arXiv] 2026-09-17 | Almost Optimal FPT Inapproximability for k-SetCover
[arXiv] 2026-09-17 | MiX: Micro-Inverted-Scaling for End-to-End Low-Bit Vision-Language Model Acceleration
[arXiv] 2026-09-17 | Contact Large Deviations of Stochastic Vector Bundles
[arXiv] 2026-09-17 | PrefixBench-H100: Characterizing Prefix Reuse and Time-to-First-Token in H100 LLM Serving
[arXiv] 2026-09-17 | Self-Evolving Search Index
[arXiv] 2026-09-17 | Simultaneous nonvanishing of quadratic twists via Rankin-Cohen brackets
[arXiv] 2026-09-17 | Improving Sample Efficiency in Peptide-HLA Binding Prediction with Hybrid Quantum-Classical Neural Networks
