[2026-02-14 09:19:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-13
正在获取论文...
[ACM] 2026-2-13 | Gender Differences in Class Participation in Online versus In-Person Core CS Courses
[IEEE] 2026-2-13 | Towards More Adaptive Fusion: Sample- and Region-Aware Dynamic Fusion Network for full-and missing-modalities Land Cover Classification
[IEEE] 2026-2-13 | Multi-Class Intracranial Haemorrhage Detection using Attention-Enhanced Deep Learning Models
[IEEE] 2026-2-13 | Hybrid Battery Balancing Utilizing Temperature Control for Second Life Batteries
[IEEE] 2026-2-13 | Accuracy Analysis of the Fundamental Harmonic Approximation for LLC Resonant Converters
[IEEE] 2026-2-13 | Progress Analysis of Yoga Pose Detection using Media Pipe for Old Age People and Gout People
[IEEE] 2026-2-13 | SCNN-PKO: A Deep Learning Framework for Accurate Bone Marrow Cancer Detection using Spherical CNNs and Pied Kingfisher Optimization
[IEEE] 2026-2-13 | Generative AI for Real-Time Emotion- and Culture-Aware Storytelling
[IEEE] 2026-2-13 | A Hybrid Machine Learning Framework for Insider Threat Detection and Response
[IEEE] 2026-2-13 | IoT-based Precision Farming with Remote Control Access for Low Scale Farmers
[IEEE] 2026-2-13 | Prediction of Diabetes patients using Machine Learning with Data Balancing, K-means Clustering and Genetic Algorithm
[IEEE] 2026-2-13 | Advanced Temperature Measurement System using Ultrasonic Time-of-Flight and AI-Driven Prediction with Failsafe Mechanism
[IEEE] 2026-2-13 | AI Model for Automated Content Moderation: Integrating Hugging Face Model for Text and Image Processing
[IEEE] 2026-2-13 | Auto-Genie: Unified AI for Automotive Cost Intelligence and Decision Support
[IEEE] 2026-2-13 | Measurement of Continuous Glucose using Antenna as Sensor in Non Invasive Method
[IEEE] 2026-2-13 | Emerging Trends in Object Detection for Autonomous Transportation Systems
[IEEE] 2026-2-13 | Graph Neural AI with Temporal Dynamics for Comprehensive Anomaly Detection in Microservices
[IEEE] 2026-2-13 | Comparison of Soft Magnetic Core and Ferrite Based Rotary Transformers in EVs
[IEEE] 2026-2-13 | Lifetime Assessment of Grid-Connected PV Inverters Considering Electrolytic DC-Link Capacitor Degradation and Climate Conditions
[IEEE] 2026-2-13 | Towards Tamper-Resistant Digital Media: An AI and Blockchain Approach for Deepfake Detection
[ACM] 2026-2-13 | Where are the Faculty? The Missing Perspective on Teaching Socio-ethical Competencies in Computer science
[ACM] 2026-2-13 | Integrating Adversarial Computing into Foundational CS Education: Teaching Security and Adversarial Thinking
[ACM] 2026-2-13 | Exploring the Use of LLMs for Assessing Creativity in Student Programming Artifacts
[ACM] 2026-2-13 | A Rubric for Equitable Grading Practices
[ACM] 2026-2-13 | Can Afterschool Volunteers Teach Educational Robotics?
[ACM] 2026-2-13 | A Multi-Institutional Study on Peer Instruction: Evaluating Text-Chat with Assigned Group Members vs Verbal Discussion
[ACM] 2026-2-13 | Pathways to Teaching K12 Computer Science: Implications of a Pilot Study of Ten States
[ACM] 2026-2-13 | Providing Supplemental Programs for First Generation and/or Low-Income CS Students in Trying Financial Times
[ACM] 2026-2-13 | HyProf: A Profiler for Programming Students that Offers Hypotheses about Performance Bugs
[ACM] 2026-2-13 | Why Some Students Still Opt Out of CS: Student Perspectives in a Culturally Responsive Program
[ACM] 2026-2-13 | Teaching the Algorithm Design Technique Selection Process
[ACM] 2026-2-13 | Story Studio Plus: Coaching Data Storytelling Competency in the era of AI
[ACM] 2026-2-13 | Developing Peer Mentoring Programs for K-12 CS Teachers
[IEEE] 2026-2-13 | Privacy-Preserving Federated Learning for Retinal Disease Diagnosis using Paillier Homomorphic Encryption with Multiple Encryption Keys
[IEEE] 2026-2-13 | Aligning Higher-Order Graph Structure for Unsupervised Domain Adaptation in Remote Sensing Scene Classification
[ACM] 2026-2-13 | SyncPlay: Synchronized Video-on-Demand Playback with MOQ
[IEEE] 2026-2-13 | Safe reinforcement learning-based guidance strategy against active defense target in three-player engagement_supp1-3664048.pdf
[IEEE] 2026-2-13 | Toward Energy-Sustainable Networked Blue Economy via Underwater Acoustic Backscatter
[IEEE] 2026-2-13 | TransLiDAR: A Dataset and Benchmark for Cross-Sensor Point Cloud Translation
[IEEE] 2026-2-13 | RTF-Skip-GANomaly: A Novel Deep Learning Framework for Anomaly Detection in Run-to-Failure Data Using Skip-GANomaly Backbone
[IEEE] 2026-2-13 | DFGLIoT: A Dual-Fusion Graph Learning Framework for Cross-Institutional Mobile IoT Device Identification
[IEEE] 2026-2-13 | A Free-Positioning and Compact Unmanned Aerial Vehicle Wireless Charging System Based on Two-Stage Energy Peak-to-Valley Matching Output Fluctuation Suppression
[IEEE] 2026-2-13 | LLM and DRL Collaborative Optimization for Flexible Resource Scheduling in Integrated Energy Systems
[IEEE] 2026-2-13 | Gold Nanoflowers Sensitivity and Selectivity Improvement by Thiolation to Detect Breast Cancer Volatile Organic Compound Biomarkers
[IEEE] 2026-2-13 | 2025 9th International Conference on Electronics, Communication and Aerospace Technology (ICECA)
[IEEE] 2026-2-13 | Time Will Tell: Criss-cross Transformer for Encrypted Traffic Analysis
[IEEE] 2026-2-13 | Random Number Generation Based on Dual-Emission Random Fiber Lasers: performance and image encryption applications
[IEEE] 2026-2-13 | Experimental Demonstration of Narrow-Band and Broad-Band UV Third Harmonic Generation in Silica Microfibers
[IEEE] 2026-2-13 | Diffusion Multimodal Distillation Collaboration: A Generative Equilibrium Framework For Efficient Vehicle Networking Intrusion Detection
[IEEE] 2026-2-13 | Robotic Assistive Optimization and Control Using Neural Dynamics and Adaptive Neural Network
[IEEE] 2026-2-13 | An Adaptive Feature Enhancement Method Based on Optimized Spectrum Period Estimation and Sparse Bayesian for Bearing Fault Identification
[IEEE] 2026-2-13 | Evolutionary Generative Optimization: Towards Fully Data-Driven Evolutionary Optimization via Generative Learning
[ACM] 2026-2-13 | AI for Everyone: Engaging Middle Schoolers through Collaborative, Ethical, and Multimodal AI Learning
[IEEE] 2026-2-13 | Blockchain Integration in IoT: A Comprehensive Review of Security, Algorithms, and Applications
[IEEE] 2026-2-13 | Tracing Shifts in Social Mentality in the Intelligent Era: Redefining the Boundaries of Human-AI Collaboration
[IEEE] 2026-2-13 | A Hybrid Deep Learning Framework for Early Cardiovascular Disease Prediction: SDCN-CHDMO-ResVGG Approach
[IEEE] 2026-2-13 | Measurements in Cybersecurity: Recent Trends and Examples of Application [Roadmap for Measurement and Applications]
[IEEE] 2026-2-13 | Discovering Optimized Energy Efficient Protocols for Wireless Sensor Networks using Soft Computing
[IEEE] 2026-2-13 | AI Agent based SaaS Platform (AIBSP)
[IEEE] 2026-2-13 | AI-Powered XGBoost and LSTM-based Insulin Dosage Prediction for Diabetes Management
[IEEE] 2026-2-13 | Area and Power-Optimized Pipelined Wallace Tree Multiplier for High-Speed DSP Applications
[IEEE] 2026-2-13 | Optimizing Retinopathy Detection using Deep Learning Techniques: A Focus on ResNet50
[IEEE] 2026-2-13 | AI-Powered Health, Safety &amp; Insurance Sentinel
[IEEE] 2026-2-13 | Store Sales Forecasting using a Novel LSSVM-based Predictive Model
[IEEE] 2026-2-13 | Wear Rate Modelling in Bamboo Fibre Polymer Composites by Pin on Pin-on-Disc Method using Tree-based Regression Algorithms
[IEEE] 2026-2-13 | Analysis of Switching Behavior of SiC MOSFETS Driven by an Adaptive Current Source Gate Driver
[IEEE] 2026-2-13 | Low-Distortion Dual-Cell Power Amplifier with Ultra-High Small Signal Bandwidth
[IEEE] 2026-2-13 | AI-Driven Close Process Optimization in Global Financial Systems: An ML Approach
[IEEE] 2026-2-13 | Multi-Objective JVM Optimization Framework with Enhanced Machine Learning Techniques: An Automated Approach to Performance Tuning
[IEEE] 2026-2-13 | Lifecycle-Wide AI Security Enhancement using Generative AI: A Unified Framework for Robustness, Privacy, and Self-Healing
[IEEE] 2026-2-13 | HCTD3: A Hierarchical Reinforcement Learning Approach for Mixed-Action Resource Allocation in Multi-UAV Cooperative Jamming
[IEEE] 2026-2-13 | Integrating Machine Learning with Traditional Tongue Diagnosis for Diabetes Screening
[IEEE] 2026-2-13 | An Intelli UbiAware: An Intelligent Autonomic Framework for Context-Aware Ubiquitous Computing and Smart Resource Management
[IEEE] 2026-2-13 | Edge-based Fail-Safe Automation for Air Traffic Control in Remote Airports with Optimized Bandwidth Utilization
[ACM] 2026-2-13 | Overcoming Barriers to Adopting Peer Instruction
[ACM] 2026-2-13 | Modern, Multi-Tier Apps using Amazon Web Services
[IEEE] 2026-2-13 | ISO/IEC/IEEE International Standard - Systems and software engineering-- Life cycle management--Part 10: Guidelines for systems engineering agility
[IEEE] 2026-2-13 | Joint Route Selection and Radio Resources Allocation for Caching in Multi-Hop Networks
[IEEE] 2026-2-13 | Coupling Suppression in Compact Microstrip Lines Using Sinusoidal Geometric Modulation
[IEEE] 2026-2-13 | Adaptive Contrastive Learning for Semisupervised Facial Expression Recognition
[IEEE] 2026-2-13 | DFCN-CE3: A Three-way Clustering Algorithm Based on Deep-Fusion Clustering Network
[IEEE] 2026-2-13 | Synthesized Phantom: From Composition Types to 3D-Printed Versions
[IEEE] 2026-2-13 | Point Cloud Based Visual Planning and Servoing for Autonomous Vine Pruning
[IEEE] 2026-2-13 | Computational Investigation of Abstraction in Claude Monet's Water Lilies through Brushstroke Analysis_supp1-3664028.pdf
[IEEE] 2026-2-13 | Curvature-Modulated Fiber-Optic SPR Sensor with Au/GST Composite Coating for Tunable Resonance and Enhanced Refractive Index Sensitivity
[ACM] 2026-2-13 | Can Computer Science Instructors See Inside the Cognitive Black Box of Student AI Use?
[ACM] 2026-2-13 | Misconception-Aware LLM Programming Tutor: Lessons Learned from Student-Tutor Interactions
[ACM] 2026-2-13 | Enhancing Computer Network Education for High School Students with an Educational Simulator Visualizing Packet Retransmission and Routing
[ACM] 2026-2-13 | Designing and Implementing Skill Tests at Scale: Frequent, Computer-Based, Proctored Assessments with Minimal Infrastructure Requirements
[ACM] 2026-2-13 | Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.1
[ACM] 2026-2-13 | Individualized Quizzes From Student Code with LLMs
[ACM] 2026-2-13 | Can We Build an Excellent Undergraduate TA Program? Crowdsourcing a TA Training Curriculum
[ACM] 2026-2-13 | A Code-Free, Direct-Manipulation Interface for Constructing Boolean Expressions
[ACM] 2026-2-13 | When Support Isn't Enough: Understanding and Redesigning Student Support Systems in Large Computing Courses
[ACM] 2026-2-13 | A Framework to Detect, Classify, and Prioritise Student Quality Defects
[ACM] 2026-2-13 | Where are the Disabled Students?: A Literature Review of Disability Inclusion in Computing Education Research
[IEEE] 2026-2-13 | Link Rate Prediction Modeling for MIMO-OFDM Wireless Systems
[IEEE] 2026-2-13 | Identifying Abnormal Behaviors in a Large Crowd using C3D and MobileNetV2
[IEEE] 2026-2-13 | APO: Metaheuristic Driven Reliability-Aware Task Scheduling in Cloud Environment
[IEEE] 2026-2-13 | Fisherman Safety Predictions using Machine Learning Techniques
[IEEE] 2026-2-13 | Robust Transformer Autoencoder for MIMO Radar Signal Reconstruction with Dropout
[IEEE] 2026-2-13 | Applying Transfer Learning and Deep Learning Methods to Stroke Prediction
[IEEE] 2026-2-13 | AI Powered Answer Sheet Evaluator using OCR and Large Language Models
[IEEE] 2026-2-13 | Detection of Degradation with Junction Temperature Monitor and Extended Kalman Filter During Operation of Converters
[IEEE] 2026-2-13 | Plant Growth Monitoring System using Image Processing
[IEEE] 2026-2-13 | Dual Defend: Secure ATM Access with Layered Authentication
[IEEE] 2026-2-13 | Machine Learning-Enhanced Management Information Systems for Strategic Management Decision-Making
[IEEE] 2026-2-13 | Empowering Learners with Dyscalculia through Airwriting Techniques
[IEEE] 2026-2-13 | Low-Voltage Ride-Through Operation of a Modular DC-DC Converter Water Electrolyzer Power Supply
[IEEE] 2026-2-13 | Loss-Optimal Modulation for an MMC-Based Triple-Active-Bridge Topology
[IEEE] 2026-2-13 | Comparative Study of Traditional and Hybrid Machine Learning Model for Heart Disease Prediction
[IEEE] 2026-2-13 | A Cloud-based Model for End-to-End DSCSA Compliance in Pharmacy Inventory Management
[IEEE] 2026-2-13 | A Comprehensive Review of Mammogram-based Breast Cancer Detection Techniques
[IEEE] 2026-2-13 | Resilient Cloud Architectures with AI Agents for Enhancing Cybersecurity in Health Information Systems
[IEEE] 2026-2-13 | Applications of Deep Learning in Medical Imaging: A Comprehensive Review
[IEEE] 2026-2-13 | Hybrid Eye Disease Prediction using Fundus Images and Patient Metadata in MATLAB
[IEEE] 2026-2-13 | Physical Layer Authentication Scheme Based on Compressive Sensing under the Massive MIMO
[IEEE] 2026-2-13 | Real-Time FPGA-Based Hardware-Algorithm Co-Design for Monocular Visual Odometry on Edge Devices
[IEEE] 2026-2-13 | Dielectric Breakdown Characteristics of Silicone Gel for (U)WBG Power Modules Under AC, DC, and High-Frequency Square Wave Stress
[IEEE] 2026-2-13 | STaR-PM: An Interpretable Spatiotemporal Transfer Learning Framework for PM
                    <sub>2.5</sub>
                    Retrieval Using Kolmogorov-Arnold Networks
[IEEE] 2026-2-13 | 50 Years of Automated Face Recognition
[IEEE] 2026-2-13 | Contouring Error-Bounded Control for Biaxial Switched Linear Systems
[IEEE] 2026-2-13 | A CNN network for coronary chronic total occlusion state classification using image data
[IEEE] 2026-2-13 | Rotatable Antenna-Enhanced Beamforming: Signal Enhancement and Interference Suppression
[IEEE] 2026-2-13 | ISO/IEC/IEEE International Standard - Systems and software engineering -- Development and production of instructional videos
[IEEE] 2026-2-13 | StructFuse-Net: A Structure-Aware Multimodal Fusion Network for Geometry-Consistent Optical–SAR Image Segmentation
[IEEE] 2026-2-13 | Reversible Data Hiding for JPEG Images Based on Gap-Driven Histograms Generation with Coefficient-Wise Selection
[IEEE] 2026-2-13 | Design and Experimental Validation of a Macro-Micro Robot With Cable-Driven and Underactuated Joints
[IEEE] 2026-2-13 | Consensus Control of Multiagent Systems Under DoS Attacks: A Dynamic-Key-Based Secure Scheme
[IEEE] 2026-2-13 | Multi-Functional Reflection Modulation Design for Multi-RIS Empowered Symbiotic Radios
[IEEE] 2026-2-13 | IEEE Microwave and Wireless Technology Letters publication
[ACM] 2026-2-13 | Reverse Mathematics for Teaching Theoretical Computer Science
[ACM] 2026-2-13 | An Innovative Approach to Parsons Problems for Teaching and Learning Functional Programming
[ACM] 2026-2-13 | Primarily Undergraduate Institution Faculty (2 &amp; 4 year institutions)
[ACM] 2026-2-13 | Nifty Assignments: Tone Matrix
[ACM] 2026-2-13 | University of Washington Web-Based Simulators for Visualizing Cache and Virtual Memory Concepts
[ACM] 2026-2-13 | LearnSPH: A Tool for Teaching the Basics of Smoothed Particle Hydrodynamics in Graphics Research
[ACM] 2026-2-13 | The Linux Luminarium: Learning Linux by Leveraging Lightweight Labs and Ludicrous Lessons
[ACM] 2026-2-13 | Occupation-Oriented Success: How Educators From Hispanic-Serving Institutions Approach Fostering Technical and Professional Competencies With Computing Learners
[ACM] 2026-2-13 | Supporting Peer-to-Peer Learning with LLMs: Investigating Smarter Student Solution Recommendations
[ACM] 2026-2-13 | How AI Ethics is Taught: Insights from a Syllabus-Level Review of U.S. Computing Courses
[ACM] 2026-2-13 | Fostering Computer Science Theory Literacy: What makes a good conceptual model?
[ACM] 2026-2-13 | Learning AI Ethics with
                    <i>EvolveMoralMaze:</i>
                    An Analysis of Student Outcomes and Misconceptions
[ACM] 2026-2-13 | CS1 in the AI Era: Boundaries, Practice, and Conceptual Mastery
