[2026-08-12 22:40:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-11
正在获取论文...
[arXiv] 2026-08-11 | Stay or Stray - A Dynamical Systems Viewpoint of Popularity Bias
[arXiv] 2026-08-11 | Elbow Angle Guidance System Based on Surface Haptic Sensations Elicited by Lightweight Wearable Fabric Actuator
[arXiv] 2026-08-11 | FormStruct-Bench:A Hierarchical and Diagnostic Benchmark for Table-Form Document Structure Recognition
[arXiv] 2026-08-11 | Beyond Forecasting: Recasting Volatility Control as a Routing Problem
[arXiv] 2026-08-11 | The Game of Marginal Utilities
[arXiv] 2026-08-11 | Relative Ehrhart theory I: relative Ehrhart eventual polynomials
[arXiv] 2026-08-11 | Symmetrized Block-Product Periodic Marginals in Infinite Translation-Invariant Quantum Chains
[arXiv] 2026-08-11 | Learning to Synchronize in Minimum Time
[arXiv] 2026-08-11 | Giant mode splitting of azimuthal spin waves in radial vortices
[arXiv] 2026-08-11 | VidForensics-M1: Meta-Detection Reinforcement Learning with Verifiable Temporal Grounding for AI-Generated Video Forensics
[arXiv] 2026-08-11 | Anisotropic Flow in Ultra-Central Pb$-$Pb Collisions at $\sqrt{\mathrm{s_{NN}}}=5.36$ TeV with ALICE
[arXiv] 2026-08-11 | Lions' Maximal Regularity Problem for Divergence-Form Differential Operators: Failure at the $\frac{1}{2}$-Hölder Endpoint
[arXiv] 2026-08-11 | Floquet Green's functions for lattice electrons driven by Gaussian quantum light
[arXiv] 2026-08-11 | Arithmetic selection rules in dispersionless Hamiltonian systems
[arXiv] 2026-08-11 | From Interpretability to Control: Insights from Six Years of the TrustNLP Workshop
[arXiv] 2026-08-11 | Structural, Optical and Magnetic Properties of Superparamagnetic Fe3O4@TiO2 and Fe3O4@SiO2@TiO2 CoreShell Nanostructures
[arXiv] 2026-08-11 | Eclipses by Artificial Satellites to Measure the Angular Sizes of Stars
[arXiv] 2026-08-11 | Conditional Independence Tests for Constraint-Based Causal Discovery: A Survey
[arXiv] 2026-08-11 | CausalSplat: Towards Comprehensive Hierarchical Reasoning in 3D Gaussian Splatting
[arXiv] 2026-08-11 | On the Assouad dimension of Weierstrass function graphs
[arXiv] 2026-08-11 | SAR2Agri: Learning SAR Intensity Representations for Agricultural Monitoring
[arXiv] 2026-08-11 | sLTN: Structural Logic Tensor Networks
[arXiv] 2026-08-11 | Mastering Stochastic OLG Models in Continuous Time
[arXiv] 2026-08-11 | Kohayakawa's conjecture and clique coverings of complements of paths and cycles
[arXiv] 2026-08-11 | Resampling simplicial depth
[arXiv] 2026-08-11 | Observable-Reduction-Guided Sparse Regression for Partially Observed Active-Quiescent Systems
[arXiv] 2026-08-11 | Actions Speak Louder than Words: Measuring Cross-Lingual Policy Retention in Tool-Using Agents
[arXiv] 2026-08-11 | Harnack-type inequalities and traveling waves for non-cooperative nonlocal diffusion systems
[arXiv] 2026-08-11 | The Renormalization Group as a Stochastic Exploration Process
[arXiv] 2026-08-11 | Stable Glasses of Organic Semiconductor Resist Crystallization
[arXiv] 2026-08-11 | CapProbe: Evaluating Detailed Image Captions via Full-Scene Dense Question Answering
[arXiv] 2026-08-11 | Deployment Is Not Destiny: Robot Recomposition in the Field with Unseen Software, Hardware, and Compute Payloads
[arXiv] 2026-08-11 | The Minimum-Weight Mixed Dominating Set on Threshold Graphs
[arXiv] 2026-08-11 | A Comparative Evaluation of Deep Learning Object Detection Models on a Real-World Multi-Plant Dataset from Africa
[arXiv] 2026-08-11 | Periodic orbits and gravitational wave signatures from magnetic dipoles around magnetized Kerr black holes
[arXiv] 2026-08-11 | Entanglement depth and ancilla efficiency in quantum channel estimation
[arXiv] 2026-08-11 | Jamming transition in an active exclusion process
[arXiv] 2026-08-11 | Boundary-layer analysis of the partial engulfment of a small particle by a lipid membrane
[arXiv] 2026-08-11 | Differential varieties of upper triangular matrices
[arXiv] 2026-08-11 | MAJEPPA: Morphing and Assessing in a Unified Piano Performance Space
[arXiv] 2026-08-11 | DEFT: Data-Efficient Frequency-domain Top-k Sampling via Inverse Discrete Fourier Transform for Spatiotemporal Dynamical Systems Modeling
[arXiv] 2026-08-11 | Ultracompact Anisotropic Stars and Gravastars in General Relativity
[arXiv] 2026-08-11 | High-energy electron-positron beam collisions with large-angle disruptions
[arXiv] 2026-08-11 | Stability of Orbital Angular Momentum Modes in Conventional and Ring-Core Optical Fibers
[arXiv] 2026-08-11 | Non-Existence of EFX Chore Allocations for Monotone Cost Functions with Binary Marginals
[arXiv] 2026-08-11 | Branch points and non-density for finite-bending isometric immersions of hyperbolic surfaces
[arXiv] 2026-08-11 | Lower bounds on the number of homotopy types of $\mathrm{SU}(n)$-gauge groups over spheres
[arXiv] 2026-08-11 | Private Correlations Certify Sensing Capability
[arXiv] 2026-08-11 | Impact of strain and dark states on spectroscopic measurements of silicon-vacancy centers in diamond
[arXiv] 2026-08-11 | Seeing above the waves: A modular sensing framework for data acquisition at sea
[arXiv] 2026-08-11 | Quantum Theory of Third-harmonic Generation in Epsilon-Near-Zero Materials
[arXiv] 2026-08-11 | Superfluid He-4 as Dark Matter Detectors
[arXiv] 2026-08-11 | Gromov-Wasserstein Quantization and Clustering: Structure, Rates, and Algorithms
[arXiv] 2026-08-11 | Steady-state phase transition in one-dimensional hybrid contact process
[arXiv] 2026-08-11 | MARS: A framework for modelling register-based social networks
[arXiv] 2026-08-11 | Octupolar Gravitational Radiation in de Sitter Spacetime
[arXiv] 2026-08-11 | Extending Triple Graph Grammars to Formalize Complex View Definitions on Families of Models - Long Version
[arXiv] 2026-08-11 | Asymptotic stability of the degree-one vortex in the abelian Yang-Mills-Higgs model: Linear Theory
[arXiv] 2026-08-11 | Information Bottleneck under Perfect Privacy
[arXiv] 2026-08-11 | FedCGR: Federated Cross-Domain Generative Recommendation
[arXiv] 2026-08-11 | The Geometry of Pattern Groups
[arXiv] 2026-08-11 | Scheduling Mixed RL Rollouts Beyond Prefix Locality
[arXiv] 2026-08-11 | Exact First-Passage Time Response Theory from Steady-State Response
[arXiv] 2026-08-11 | Evaluating Rational Contracting in Natural Language
[arXiv] 2026-08-11 | Evidence for Enhancement in the Rate of Fast Radio Bursts Toward Galaxy Clusters
[arXiv] 2026-08-11 | Gravity modes and potential evidence for Rossby Waves in late O-type supergiants
[arXiv] 2026-08-11 | Conflict Extraction in Probabilistic Datalog Analyses
[arXiv] 2026-08-11 | An improved direct limit on the muon electric dipole moment
[arXiv] 2026-08-11 | Distinguishing elliptic curves modulo $p$ and identifying images of product representations
[arXiv] 2026-08-11 | A double-sum analogue of Whipple's summation formula and a restricted sum formula for multiple binomial sums
[arXiv] 2026-08-11 | Affine Anosov Maps on $\mathbb{R}^n$: Classification, Index Spectrum, and Stability at Infinity
[arXiv] 2026-08-11 | CARE: Confidence-Aware Reasoning for Reliable Medical VQA
[arXiv] 2026-08-11 | On an Instance of the Small Cohen-Macaulay Conjecture II
[arXiv] 2026-08-11 | Once Poisoned, Arbitrarily Controlled: A Programmable Backdoor in VLMs
[arXiv] 2026-08-11 | Mixture-of-Experts-based Entropy Model for Learned Image Compression
[arXiv] 2026-08-11 | GS-CPE: Unified 6-Degree-of-Freedom Camera Pose Estimation via 3D Gaussian Splatting
[arXiv] 2026-08-11 | Robust Patrol in a Dispersed Environment
[arXiv] 2026-08-11 | Robust Algebraic Theories of Triangle Graphs
[arXiv] 2026-08-11 | ComBodied Agents: a New Paradigm of Human-Centric Agentic AI
[arXiv] 2026-08-11 | Endogeneity-Aware Cognitive Diagnostic Model for Multidomain Ordinal Assessments
[arXiv] 2026-08-11 | Oxygen K-edge X-ray Absorption Spectroscopy Database for NMC811 Layered Cathode Materials
[arXiv] 2026-08-11 | Pulsation periods reveal tension between theoretical and empirical radii for classical Cepheids in eclipsing binary systems
[arXiv] 2026-08-11 | ReOrder-OPD:Reliability-Aware Prompt Ordering for On-Policy Distillation
[arXiv] 2026-08-11 | Partially Observable Learning for Multi-Platform Dispatch Optimization
[arXiv] 2026-08-11 | Katok's intermediate entropy conjecture for amenable group actions
[arXiv] 2026-08-11 | Observational Insights into Post-Main-Sequence Rotation and Magnetism: 20 Years of Science, from the Subgiant to the White Dwarf Phase
[arXiv] 2026-08-11 | VibeLifeBench: Can Your Life Agent Be Proactive and Persistent in a Living World?
[arXiv] 2026-08-11 | A Consolidated Game Framework for Cooperative Defense Against Cross-Domain Cyber Attacks in Satellite-Enabled Internet of Things
[arXiv] 2026-08-11 | NullEdit: Stealthy Image Protection via VLM Condition Redirection
[arXiv] 2026-08-11 | Multi-View Relational Distillation for Spatial Reasoning with Vision-Language Models
[arXiv] 2026-08-11 | PolyLayout: Hierarchical VLM-Guided Layout Generation Beyond Rectangular Rooms
[arXiv] 2026-08-11 | MIRA: Medical Image Reflection for Agentic Diagnosis
[arXiv] 2026-08-11 | Study of muon-tagged $D_{s1}(2460)^+$ and $D_{s1}(2536)^+$ decays to the $D_s^{+}π^+π^-$ final state
[arXiv] 2026-08-11 | Neural Introspection Gating for Adaptive KV-Cache Reuse in Vision-Language-Action Models
[arXiv] 2026-08-11 | Evidence for Solar-Cycle Modulation of the Alpha-to-Proton Temperature Ratio in Solar Wind
[arXiv] 2026-08-11 | Bockstein Spectral Sequences and Applications to the Tame Fontaine Mazur Conjecture
[arXiv] 2026-08-11 | A Quantum Algorithm for Solving the Poisson Equation for Free Field Conditions via the Hockney Method
[arXiv] 2026-08-11 | Rf beam steering using on-ohip optical true time delay on 3 micrometer siliocn on insulator platfrom
[arXiv] 2026-08-11 | BPG: Balancing Plasticity and Generalization for Domain Incremental Learning
[arXiv] 2026-08-11 | Anisotropic magnon spin transport in CrPS$_4$
[arXiv] 2026-08-11 | A High-Order Galerkin Scheme for the Decoupled Potential Integral Equations
[arXiv] 2026-08-11 | EvoMem: Memory-Augmented Evolution for Code Optimization
[arXiv] 2026-08-11 | Moderate and rapid-decay nearby cycles for holonomic D-modules
[arXiv] 2026-08-11 | Bernhard-1: An Eccentric Binary Periodically Obscured by its Misaligned Circumbinary Disk
[arXiv] 2026-08-11 | Compositional Benchmark Synthesis for Hierarchical Human Action Recognition
[arXiv] 2026-08-11 | Application of continuous corrections in widefield imaging obtained with the IDGCAL calibration method
[arXiv] 2026-08-11 | KOOPMAN-Luenberger Observer Design for Nonlinear Systems with Application to the Monitoring of a Latent Thermal Energy Storage
[arXiv] 2026-08-11 | Finite monodromy groups in degenerating families and the stability degree of curves
[arXiv] 2026-08-11 | When Vision Becomes Text: Visual Token Pruning via Cross-Modal Residual Guidance in VLMs
[arXiv] 2026-08-11 | Tensor-normal maximum likelihood estimation at the operator-norm sample threshold
[arXiv] 2026-08-11 | Lost in Reconstruction: Aligning Action Representations with Language in Vision-Language-Action Models
[arXiv] 2026-08-11 | Bridging Event Streams and DiT: Event-Guided Video Frame Interpolation
[arXiv] 2026-08-11 | Optimal Sequential Assignment with Capacity Constrained Verification
[arXiv] 2026-08-11 | Quantum-Corrected Entropy Bounds on Black Hole Merger Efficiency
[arXiv] 2026-08-11 | On $\ell$-rank additive intersection pairs (RAIP) of codes
[arXiv] 2026-08-11 | RLMOpt: Adaptive Prompt Optimization via Recursive Language Models
[arXiv] 2026-08-11 | Secure Cooperative THz ISAC via Mamba Empowered Graph Neural Network Precoding
[arXiv] 2026-08-11 | Calibrating Post-Training Feature Shifts for LLM Data Contamination Detection
[arXiv] 2026-08-11 | Approximating Grassmann-valued Path Integrals with Radial Basis Function Neural Networks
[arXiv] 2026-08-11 | Towards Efficient Reasoning in LLM-Based Recommender Systems via Model Merging
[arXiv] 2026-08-11 | Covert Communication with Spatially Heterogeneous User Cooperation Against a Geometry-Aware Warden
[arXiv] 2026-08-11 | An Exact Dominant Degree Condition for Transitive Tournament Factors in Digraphs
[arXiv] 2026-08-11 | Conversational versus Dashboard Explainable AI for UAV Intrusion Detection: An Empirical Study of Operator Trust and Reliance
[arXiv] 2026-08-11 | Riemann GeoResolver: A Non-Euclidean Attention Framework from Euclidean Resolver to Hyperbolic-Spherical Geometry
[arXiv] 2026-08-11 | When the Interviewer Is a Bot: Behavior, Breakdowns, and Trust in MLLM-Led Interviews
[arXiv] 2026-08-11 | VisEditBench: Can Vision-Language Models Edit Visualization Code from Multimodal Feedback?
[arXiv] 2026-08-11 | ELVAE: Evidential Learning-Based Variational Autoencoder for Uncertainty-Aware Generation
[arXiv] 2026-08-11 | Improved cross-validated distances for multivariate pattern analysis
[arXiv] 2026-08-11 | Share First, Route What Remains: A Unified Framework for Token-Adaptive MoE Computation
[arXiv] 2026-08-11 | Dreamer-SAC: Off-Policy Learning in Latent World Models for Sample-Efficient Autonomous Driving
[arXiv] 2026-08-11 | Generator-Guided Inverse Sampling for Lévy-Driven Generative Models
[arXiv] 2026-08-11 | Conjugacy languages in free inverse monoids
[arXiv] 2026-08-11 | An omega result for the first sign change of coefficients of symmetric power $L$-functions of Hecke-Maass cusp forms
[arXiv] 2026-08-11 | Online Interval Selection on a Simple Chain
[arXiv] 2026-08-11 | Invertible Logits Transformation for Accuracy-Preserving Post-Hoc Uncertainty Calibration
[arXiv] 2026-08-11 | Digital Twin-Aided Prescreening for User Scheduling in MU-MIMO Downlink Systems
[arXiv] 2026-08-11 | Nutrition Data Infrastructure for the AI Era: Operationalizing FAIR for Agent-Mediated Research
[arXiv] 2026-08-11 | Design-Based Prediction-Powered Inference for Spatial Data
[arXiv] 2026-08-11 | Metallic Bonding-Driven Elastic Softness and Optical Response in the Mg-Rich Laves-Phase LaMg2
[arXiv] 2026-08-11 | Beyond Detection Accuracy: Measuring Explanation Cost, Stability, and Utility for Resource-Aware IoT Intrusion Detection
[arXiv] 2026-08-11 | Towards Unified Dynamic Face Landmark Detection
[arXiv] 2026-08-11 | CasDeblurGS: Cascaded 2D-to-3D Multi-View Consistency for 3D Gaussian Splatting from Two Blurry Images
[arXiv] 2026-08-11 | ENCORE: Efficient Noise Context-Aware Representation for Low-Dose CT Denoising
[arXiv] 2026-08-11 | ResonaVis: Visualizing Interactive Music Data to Support Reflective Music Composition for Therapeutic Contexts
[arXiv] 2026-08-11 | On the Squarefree Values of Degree-$2q$ Polynomials
[arXiv] 2026-08-11 | Topological Feasibility Guarantees for Differentiable Predictive Control
[arXiv] 2026-08-11 | A Systematic Sample Size Analysis of ML-Based Path Loss Prediction for LPWAN
[arXiv] 2026-08-11 | Non-resonant laser-driven narrowing of particle velocity distributions
[arXiv] 2026-08-11 | The GENEA Challenge 2026: A Large-Scale Disentangled Evaluation of Speech-Driven Gesture Generation on the Seamless Interaction Dataset
[arXiv] 2026-08-11 | Capturing Uncertainty in Human Motion for Representation Learning in Soccer
[arXiv] 2026-08-11 | Detection coherence of tests
[arXiv] 2026-08-11 | $|ΔI|=3/2$ non-leptonic hyperon decays in covariant baryon chiral perturbation theory
[arXiv] 2026-08-11 | Risk-Aware Kinodynamic Motion Planning Under Uncertainty For Safe Navigation on Planetary Environments
[arXiv] 2026-08-11 | MultiModal Code-Switching: Interleaving Visual Objects into Language for Explicit Object-Level Alignment
[arXiv] 2026-08-11 | Work Done by Sliding Friction
[arXiv] 2026-08-11 | The Geometry of Cochains on Sampled Vietoris-Rips Complexes
[arXiv] 2026-08-11 | Posterior contraction rates in Sobolev norms and Bayesian derivative estimation for infinite-dimensional exponential families
[arXiv] 2026-08-11 | Nonlinear systems of PDEs admitting infinite-dimensional Lie algebras and their connection with Ricci flows. II: The two-dimensional space case
