[2026-03-04 09:28:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-03
正在获取论文...
[arXiv] 2026-03-03 | Odin: Multi-Signal Graph Intelligence for Autonomous Discovery in Knowledge Graphs
[arXiv] 2026-03-03 | Brauer group of moduli of stable parabolic $\text{SL}(r,\mathbb{C})$ and $\text{PGL}(r,\mathbb{C})$-connections and Higgs bundles over a curve
[arXiv] 2026-03-03 | Galois Orbit Bounds for Surface Degenerations
[arXiv] 2026-03-03 | AgentAssay: Token-Efficient Regression Testing for Non-Deterministic AI Agent Workflows
[arXiv] 2026-03-03 | SUN: Shared Use of Next-token Prediction for Efficient Multi-LLM Disaggregated Serving
[arXiv] 2026-03-03 | Maximizing Generalization: The Effect of Different Augmentation Techniques on Lightweight Vision Transformer for Bengali Character Classification
[arXiv] 2026-03-03 | Pecker: Bug Localization Framework for Sequential Designs via Causal Chain Reconstruction
[arXiv] 2026-03-03 | Joint Optimization of Model Partitioning and Resource Allocation for Anti-Jamming Collaborative Inference Systems
[arXiv] 2026-03-03 | Towards Parameter-Free Temporal Difference Learning
[arXiv] 2026-03-03 | Wasserstein Proximal Policy Gradient
[arXiv] 2026-03-03 | An LLM-Assisted Toolkit for Inspectable Multimodal Emotion Data Annotation
[arXiv] 2026-03-03 | Graph Disjointness with Applications to Reversible Markov Chains
[arXiv] 2026-03-03 | EdgeFLow: Serverless Federated Learning via Sequential Model Migration in Edge Networks
[arXiv] 2026-03-03 | Through the Lens of Contrast: Self-Improving Visual Reasoning in VLMs
[arXiv] 2026-03-03 | Semantic Forwarding and Codebook-Enhanced Model Division Multiple Access for Satellite-Terrestrial Networks
[arXiv] 2026-03-03 | Bridging Diffusion Guidance and Anderson Acceleration via Hopfield Dynamics
[arXiv] 2026-03-03 | Contractor-Expander and Universal Inverse Optimal Positive Nonlinear Control
[arXiv] 2026-03-03 | Uncertainty Quantification of Radio Wave Propagation over Irregular Terrains Using Adaptive Polynomial Chaos Expansion
[arXiv] 2026-03-03 | Unitary modules over the gap-$p$ Virasoro algebras
[arXiv] 2026-03-03 | Observational Properties of Near-Maximally Spinning Supermassive Black Holes
[arXiv] 2026-03-03 | Agentic Mixed-Source Multi-Modal Misinformation Detection with Adaptive Test-Time Scaling
[arXiv] 2026-03-03 | Joint Estimation of Dynamic O-D Demand and Choice Models for Dynamic Multi-modal Networks: Computational Graph-Based Learning and Hypothesis Tests
[arXiv] 2026-03-03 | Instant and Reversible Adhesive-free Bonding Between Silicones and Glossy Papers for Soft Robotics
[arXiv] 2026-03-03 | Biomechanically Accurate Gait Analysis: A 3d Human Reconstruction Framework for Markerless Estimation of Gait Parameters
[arXiv] 2026-03-03 | Real-Time Generation of Game Video Commentary with Multimodal LLMs: Pause-Aware Decoding Approaches
[arXiv] 2026-03-03 | Learning-Augmented Moment Estimation on Time-Decay Models
[arXiv] 2026-03-03 | Breaking the Prototype Bias Loop: Confidence-Aware Federated Contrastive Learning for Highly Imbalanced Clients
[arXiv] 2026-03-03 | Measurement of a quantum system using spin-mechanical conversion
[arXiv] 2026-03-03 | JIMWLK on a quantum computer
[arXiv] 2026-03-03 | A Graph-Native Approach to Normalization
[arXiv] 2026-03-03 | Ising models on the hydrogen peroxide and other lattices
[arXiv] 2026-03-03 | Nodes Are Early, Edges Are Late: Probing Diagram Representations in Large Vision-Language Models
[arXiv] 2026-03-03 | LOO-PIT predictive model checking
[arXiv] 2026-03-03 | On The Convergence of the Discretized Linear Static State-Based Peridynamic Equations
[arXiv] 2026-03-03 | SilentWear: an Ultra-Low Power Wearable System for EMG-based Silent Speech Recognition
[arXiv] 2026-03-03 | Grounded String Representations of Series-Parallel Graphs without Transitive Edges
[arXiv] 2026-03-03 | Monochromatic sums and quotients in $\mathbb N$
[arXiv] 2026-03-03 | Emergent $Λ$CDM cosmology from a fractional extension of Newtonian gravity
[arXiv] 2026-03-03 | Joint distribution of leftmost digits in positional notation and Schanuels's conjecture
[arXiv] 2026-03-03 | Quantum-Inspired Hamiltonian Feature Extraction for ADMET Prediction: A Simulation Study
[arXiv] 2026-03-03 | RAIN: Secure and Robust Aggregation under Shuffle Model of Differential Privacy
[arXiv] 2026-03-03 | Tripartite information of two-dimensional free fermions: a sine-kernel spectral constant from Fermi surface geometry
[arXiv] 2026-03-03 | Why Adam Can Beat SGD: Second-Moment Normalization Yields Sharper Tails
[arXiv] 2026-03-03 | Required-edge Cycle Cover Problem: an ASP-Completeness Framework for Graph Problems and Puzzles
[arXiv] 2026-03-03 | Custom Keep-Alive Cache Policies
[arXiv] 2026-03-03 | Serverless Abstractions for Short-Running, Lightweight Streams
[arXiv] 2026-03-03 | On the Expressive Power of Transformers for Maxout Networks and Continuous Piecewise Linear Functions
[arXiv] 2026-03-03 | TinyIceNet: Low-Power SAR Sea Ice Segmentation for On-Board FPGA Inference
[arXiv] 2026-03-03 | Design Generative AI for Practitioners: Exploring Interaction Approaches Aligned with Creative Practice
[arXiv] 2026-03-03 | TikZilla: Scaling Text-to-TikZ with High-Quality Data and Reinforcement Learning
[arXiv] 2026-03-03 | ATLAS100 -- I. A volume-limited sample of supernovae and related transients within 100 Mpc
[arXiv] 2026-03-03 | CMoE: Contrastive Mixture of Experts for Motion Control and Terrain Adaptation of Humanoid Robots
[arXiv] 2026-03-03 | DLIOS: An LLM-Augmented Real-Time Multi-Modal Interactive Enhancement Overlay System for Douyin Live Streaming
[arXiv] 2026-03-03 | An HCI Perspective on Sustainable GenAI Integration in Architectural Design Education
[arXiv] 2026-03-03 | A composite electron-lattice order: electronic nematicity of 2DEG and polarization density waves at a near-ferroelectric interface
[arXiv] 2026-03-03 | Incremental Graph Construction Enables Robust Spectral Clustering of Texts
[arXiv] 2026-03-03 | PrivMedChat: End-to-End Differentially Private RLHF for Medical Dialogue Systems
[arXiv] 2026-03-03 | TrustMH-Bench: A Comprehensive Benchmark for Evaluating the Trustworthiness of Large Language Models in Mental Health
[arXiv] 2026-03-03 | Exploiting Repetitions and Interference Cancellation for the 6G-V2X Sidelink Autonomous Mode
[arXiv] 2026-03-03 | Millisecond-long electron spin lifetime in CsPbI$_3$ perovskite nanocrystals revealed by optically detected magnetic resonance
[arXiv] 2026-03-03 | Component masses in stellar and substellar binaries from Gaia astrometry and photometry
[arXiv] 2026-03-03 | Carrollian correlators in black hole perturbation theory
[arXiv] 2026-03-03 | On signs of coefficients of L-functions
[arXiv] 2026-03-03 | A twisted Hecke algebra, then and now, and a Klein bottle of tempered representations
[arXiv] 2026-03-03 | A Geometrically Convergent Solution to Spatial Hypercube Queueing Models
[arXiv] 2026-03-03 | Torsion-Induced Modification to Friedmann Equations in $AdSL_{4}$ Gauged Gravity
[arXiv] 2026-03-03 | DSBA: Dynamic Stealthy Backdoor Attack with Collaborative Optimization in Self-Supervised Learning
[arXiv] 2026-03-03 | Thermodynamic and transport properties of high-quality single crystals of the altermagnet CrSb
[arXiv] 2026-03-03 | $[k]$-Roman domination on cylindrical grids $C_m \Box P_n$
[arXiv] 2026-03-03 | Faster, Cheaper, More Accurate: Specialised Knowledge Tracing Models Outperform LLMs
[arXiv] 2026-03-03 | Merged amplitude encoding for Chebyshev quantum Kolmogorov--Arnold networks: trading qubits for circuit executions
[arXiv] 2026-03-03 | Gate Stack Engineering for High-Mobility and Low-Noise SiMOS Quantum Devices
[arXiv] 2026-03-03 | Overmassive and Undermassive Massive Black Holes: The Role of Environment and Gravitational-Wave Recoils
[arXiv] 2026-03-03 | Agentified Assessment of Logical Reasoning Agents
[arXiv] 2026-03-03 | Rethinking Code Similarity for Automated Algorithm Design with LLMs
[arXiv] 2026-03-03 | Improved Stability-Based Transition Transport Model for Airships Incorporating Wall Heating Effects
[arXiv] 2026-03-03 | Model Editing for New Document Integration in Generative Information Retrieval
[arXiv] 2026-03-03 | Autocatalytic Cores in Reaction Networks with Explicit Catalysis
[arXiv] 2026-03-03 | EvoSkill: Automated Skill Discovery for Multi-Agent Systems
[arXiv] 2026-03-03 | Hybrid Machine Learning for Enhanced Prediction of Diffusion Coefficients in Liquids
[arXiv] 2026-03-03 | Efficient Self-Evaluation for Diffusion Language Models via Sequence Regeneration
[arXiv] 2026-03-03 | Deep learning-guided evolutionary optimization for protein design
[arXiv] 2026-03-03 | Large-eddy simulations of a lean hydrogen premixed turbulent jet flame with tabulated chemistry
[arXiv] 2026-03-03 | Special Lagrangian smoothings, Calabi ansatz and stability conditions
[arXiv] 2026-03-03 | CoShadow: Multi-Object Shadow Generation for Image Compositing via Diffusion Model
[arXiv] 2026-03-03 | Robust Tightly-Coupled Filter-Based Monocular Visual-Inertial State Estimation and Graph-Based Evaluation for Autonomous Drone Racing
[arXiv] 2026-03-03 | Renormalization group on tensor networks
[arXiv] 2026-03-03 | Hardware Implementation of Photonic Spiking Hash Retrieval
[arXiv] 2026-03-03 | Sensory-Aware Sequential Recommendation via Review-Distilled Representations
[arXiv] 2026-03-03 | Metal-insulator transition and thermal scales in $d$-wave altermagnet
[arXiv] 2026-03-03 | Small Bottle, Big Pipe: Quantifying and Addressing the Impact of Data Centers on Public Water Systems
[arXiv] 2026-03-03 | ICSE 2023 Sustainability Report
[arXiv] 2026-03-03 | FiDeSR: High-Fidelity and Detail-Preserving One-Step Diffusion Super-Resolution
[arXiv] 2026-03-03 | HateMirage: An Explainable Multi-Dimensional Dataset for Decoding Faux Hate and Subtle Online Abuse
[arXiv] 2026-03-03 | Global Solutions of Coupled Nonlocal Parabolic Systems Arising from Reversible Chemical Reactions
[arXiv] 2026-03-03 | From Shallow to Deep: Pinning Semantic Intent via Causal GRPO
[arXiv] 2026-03-03 | Exact Functional ANOVA Decomposition for Categorical Inputs Models
[arXiv] 2026-03-03 | Behavior-Aware Anthropometric Scene Generation for Human-Usable 3D Layouts
[arXiv] 2026-03-03 | Transverse Oscillations and Wave Propagation in the Magnetically Dominated M87 Jet
[arXiv] 2026-03-03 | Quantum Algorithms for Approximate Graph Isomorphism Testing
[arXiv] 2026-03-03 | Sommerfeld enhancement from unstable final-state particles in dark matter annihilation
[arXiv] 2026-03-03 | First-principles insights into the atomic structure of carbon-nitrogen-oxygen complex color centers in silicon
[arXiv] 2026-03-03 | Convex and Non-convex Federated Learning with Stale Stochastic Gradients: Diminishing Step Size is All You Need
[arXiv] 2026-03-03 | Geometry-Driven Thermodynamics: Shape Effects and Anisotropy in Quantum-Confined Ideal Fermi and Bose Gases
[arXiv] 2026-03-03 | Cross-Family Speculative Prefill: Training-Free Long-Context Compression with Small Draft Models
[arXiv] 2026-03-03 | Reproducing and Comparing Distillation Techniques for Cross-Encoders
[arXiv] 2026-03-03 | OrchMAS: Orchestrated Reasoning with Multi Collaborative Heterogeneous Scientific Expert Structured Agents
[arXiv] 2026-03-03 | Evolution and scattering of excited topological defects: Interaction between internal modes
[arXiv] 2026-03-03 | An Optimization-Based User Scheduling Framework for Multiuser MIMO Systems
[arXiv] 2026-03-03 | Tilted, warped, and eccentric disks
[arXiv] 2026-03-03 | Lorentz violating quadratic gravity
[arXiv] 2026-03-03 | The weak Banach-Saks property for Hölder spaces
[arXiv] 2026-03-03 | On the Topology of Neural Network Superlevel Sets
[arXiv] 2026-03-03 | Scalable Mesh Coupling for Atmospheric Wave Simulation
[arXiv] 2026-03-03 | Intrinsic Electric Field Driven High Sensitive Photodetection in Alloy TMDC MoSSe
[arXiv] 2026-03-03 | Architecting Trust in Artificial Epistemic Agents
[arXiv] 2026-03-03 | Layer-wise QUBO-Based Training of CNN Classifiers for Quantum Annealing
[arXiv] 2026-03-03 | Leveraging Label Proportion Prior for Class-Imbalanced Semi-Supervised Learning
[arXiv] 2026-03-03 | Antimagic labelling of graphs with maximum degree $Δ(G) = n - 4$
[arXiv] 2026-03-03 | Changing Pedagogical Paradigms: Integrating Generative AI in Mathematics to Enhance Digital Literacy through 'Mathematical Battles with AI'
[arXiv] 2026-03-03 | The Geometry of Learning Under AI Delegation
[arXiv] 2026-03-03 | Fast simulation of Volterra processes using random Fourier features with application to the log-stationary fractional Brownian motion
[arXiv] 2026-03-03 | ShipTraj-R1: Reinforcing Ship Trajectory Prediction in Large Language Models via Group Relative Policy Optimization
[arXiv] 2026-03-03 | Beyond One-Size-Fits-All: Adaptive Subgraph Denoising for Zero-Shot Graph Learning with Large Language Models
[arXiv] 2026-03-03 | Bias and Fairness in Self-Supervised Acoustic Representations for Cognitive Impairment Detection
[arXiv] 2026-03-03 | From stacking to function: emergent states and quantum devices in 2D superconductor heterostructures
[arXiv] 2026-03-03 | GloPath: An Entity-Centric Foundation Model for Glomerular Lesion Assessment and Clinicopathological Insights
[arXiv] 2026-03-03 | A note on invariant transversals for normal subgroups
[arXiv] 2026-03-03 | Dual-wavelength control of charge accumulation in rubrene microcrystals with anisotropic conductivity
[arXiv] 2026-03-03 | Pancharatnam Berry Phase as the Origin of Vector Nature Observed in Hermite Gaussian Superposition States
[arXiv] 2026-03-03 | Embedding interpretable $\ell_1$-regression into neural networks for uncovering temporal structure in cell imaging
[arXiv] 2026-03-03 | Kraken: Higher-order EM Side-Channel Attacks on DNNs in Near and Far Field
[arXiv] 2026-03-03 | SemanticDialect: Semantic-Aware Mixed-Format Quantization for Video Diffusion Transformers
[arXiv] 2026-03-03 | Eval4Sim: An Evaluation Framework for Persona Simulation
[arXiv] 2026-03-03 | Combinatorial relations among restricted and half Eulerian polynomials of types $A$, $B$, and $D$
[arXiv] 2026-03-03 | An Improved Combinatorial Algorithm for Edge-Colored Clustering in Hypergraphs
[arXiv] 2026-03-03 | Exponential ergodicity and finite-dimensional approximation for Markovian lifts of stochastic Volterra equations
[arXiv] 2026-03-03 | House Price Effects of Commercial Entry: Event Study Evidence from London
[arXiv] 2026-03-03 | Unitarity and Unitarization
[arXiv] 2026-03-03 | Using Learning Progressions to Guide AI Feedback for Science Learning
[arXiv] 2026-03-03 | HoMMI: Learning Whole-Body Mobile Manipulation from Human Demonstrations
[arXiv] 2026-03-03 | SynthCharge: An Electric Vehicle Routing Instance Generator with Feasibility Screening to Enable Learning-Based Optimization and Benchmarking
[arXiv] 2026-03-03 | The Periastron Passage of T Tauri South B as Viewed by ALMA: Millimeter Flux Variations and Dust Heating Triggered by Orbital Motion
[arXiv] 2026-03-03 | No Memorization, No Detection: Output Distribution-Based Contamination Detection in Small Language Models
[arXiv] 2026-03-03 | Chain of World: World Model Thinking in Latent Motion
[arXiv] 2026-03-03 | Expectation and Acoustic Neural Network Representations Enhance Music Identification from Brain Activity
[arXiv] 2026-03-03 | Scalable Uncertainty Quantification for Black-Box Density-Based Clustering
[arXiv] 2026-03-03 | Simultaneous anti-bunched and super-bunched photons from a GaAs Quantum dot in a dielectric metasurface
[arXiv] 2026-03-03 | Witnesses of non-Gaussian features as lower bounds of stellar rank
[arXiv] 2026-03-03 | FEAST: Retrieval-Augmented Multi-Hierarchical Food Classification for the FoodEx2 System
[arXiv] 2026-03-03 | Heavy-quark box-loop corrections to $q\bar q \to Zγ$ at two loops in QCD
[arXiv] 2026-03-03 | Conditioned Activation Transport for T2I Safety Steering
[arXiv] 2026-03-03 | Dynamically Emergent Correlations
[arXiv] 2026-03-03 | Stable solutions to reaction-diffusion elliptic problems
[arXiv] 2026-03-03 | An Investigation Into Various Approaches For Bengali Long-Form Speech Transcription and Bengali Speaker Diarization
[arXiv] 2026-03-03 | Twisted dynamical zeta funcions and the Fried's conjeture
