[2026-02-20 09:29:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-19
正在获取论文...
[arXiv] 2026-02-19 | BadCLIP++: Stealthy and Persistent Backdoors in Multimodal Contrastive Learning
[arXiv] 2026-02-19 | Modeling Distinct Human Interaction in Web Agents
[arXiv] 2026-02-19 | Breit corrections to moderately charged ions in all-orders calculations
[arXiv] 2026-02-19 | Bending the Scaling Law Curve in Large-Scale Recommendation Systems
[arXiv] 2026-02-19 | Grothendieck's Geometric Universes and A Sheaf-Theoretic Foundation of Information Network
[arXiv] 2026-02-19 | Powering Up Zeroth-Order Training via Subspace Gradient Orthogonalization
[arXiv] 2026-02-19 | TimeOmni-VL: Unified Models for Time Series Understanding and Generation
[arXiv] 2026-02-19 | Integrable cellular automata on finite fields of order $2^n$
[arXiv] 2026-02-19 | When More Experts Hurt: Underfitting in Multi-Expert Learning to Defer
[arXiv] 2026-02-19 | Automorphisms of Smooth Hypersurfaces with Fixed Loci of Codimension at Most Two
[arXiv] 2026-02-19 | Graphene FET Process and Analysis Optimization in 200 mm Pilot Line Environment
[arXiv] 2026-02-19 | B$^3$-Seg: Camera-Free, Training-Free 3DGS Segmentation via Analytic EIG and Beta-Bernoulli Bayesian Updates
[arXiv] 2026-02-19 | A gauge theoretical generalization of Bryant's correspondence
[arXiv] 2026-02-19 | Quantifying Competitive Relationships Among Open-Source Software Projects
[arXiv] 2026-02-19 | Efficient Parallel Algorithm for Decomposing Hard CircuitSAT Instances
[arXiv] 2026-02-19 | Measurement of ionization yield of low energy ions in low pressure $\mathrm{CF}_{4}$ gas for dark matter searches
[arXiv] 2026-02-19 | 3-decompositions of genus two handlebody-knots
[arXiv] 2026-02-19 | Owen-based Semantics and Hierarchy-Aware Explanation (O-Shap)
[arXiv] 2026-02-19 | Online Learning with Improving Agents: Multiclass, Budgeted Agents and Bandit Learners
[arXiv] 2026-02-19 | Agentic Wireless Communication for 6G: Intent-Aware and Continuously Evolving Physical-Layer Intelligence
[arXiv] 2026-02-19 | Understanding Nature Engagement Experiences of Blind People
[arXiv] 2026-02-19 | Diffusive Scaling Limits of Forward Event-Chain Monte Carlo: Provably Efficient Exploration with Partial Refreshment
[arXiv] 2026-02-19 | ComptonUNet: A Deep Learning Model for GRB Localization with Compton Cameras under Noisy and Low-Statistic Conditions
[arXiv] 2026-02-19 | How AI Coding Agents Communicate: A Study of Pull Request Description Characteristics and Human Review Responses
[arXiv] 2026-02-19 | Cross Pseudo Labeling For Weakly Supervised Video Anomaly Detection
[arXiv] 2026-02-19 | Mesoscopic Spin Coherence in a Disordered Dark Electron Spin Ensemble
[arXiv] 2026-02-19 | Tensor extension of the Abelian-Higgs model for a superconductor
[arXiv] 2026-02-19 | AdvSynGNN: Structure-Adaptive Graph Neural Nets via Adversarial Synthesis and Self-Corrective Propagation
[arXiv] 2026-02-19 | General sample size analysis for probabilities of causation: a delta method approach
[arXiv] 2026-02-19 | Formalization of Two Fixed-Point Algorithms in Hilbert Spaces
[arXiv] 2026-02-19 | Asymptotic stability of symmetric flows with viscous inflow boundary condition
[arXiv] 2026-02-19 | Evaporation of a freely floating droplet in an airstream: effects of temperature, humidity, and shape oscillations
[arXiv] 2026-02-19 | ALPS: A Diagnostic Challenge Set for Arabic Linguistic & Pragmatic Reasoning
[arXiv] 2026-02-19 | Wink: Recovering from Misbehaviors in Coding Agents
[arXiv] 2026-02-19 | Weak-Value Amplification for Longitudinal Phase Measurements Approaching the Shot-Noise Limit Characterized by Allan Variance
[arXiv] 2026-02-19 | Patch-Based Spatial Authorship Attribution in Human-Robot Collaborative Paintings
[arXiv] 2026-02-19 | Forecasting Anomaly Precursors via Uncertainty-Aware Time-Series Ensembles
[arXiv] 2026-02-19 | Self-referenced, drift-tolerant dipole-resolved population inversion using degeneracy-lifted dual quasinormal modes
[arXiv] 2026-02-19 | M2F: Automated Formalization of Mathematical Literature at Scale
[arXiv] 2026-02-19 | Arcee Trinity Large Technical Report
[arXiv] 2026-02-19 | Sonar-TS: Search-Then-Verify Natural Language Querying for Time Series Databases
[arXiv] 2026-02-19 | Learning to Recommend in Unknown Games
[arXiv] 2026-02-19 | Dynamic Delayed Tree Expansion For Improved Multi-Path Speculative Decoding
[arXiv] 2026-02-19 | Modeling Multivariate Missingness with Tree Graphs and Conjugate Odds
[arXiv] 2026-02-19 | Fundamental Limits of Black-Box Safety Evaluation: Information-Theoretic and Computational Barriers from Latent Context Conditioning
[arXiv] 2026-02-19 | Dynamics of Nesterov's Accelerated Gradient Descent in Quadratic Games
[arXiv] 2026-02-19 | "It's like a pet...but my pet doesn't collect data about me": Multi-person Households' Privacy Design Preferences for Household Robots
[arXiv] 2026-02-19 | Robust and Extensible Measurement of Broadband Plans with BQT+
[arXiv] 2026-02-19 | Early-Warning Signals of Grokking via Loss-Landscape Geometry
[arXiv] 2026-02-19 | Nested Sampling with Slice-within-Gibbs: Efficient Evidence Calculation for Hierarchical Bayesian Models
[arXiv] 2026-02-19 | Analytical modeling of helium absorption signals of isothermal atmospheric escape
[arXiv] 2026-02-19 | Plasma Mixing in Collisionless Kelvin-Helmholtz Dynamics
[arXiv] 2026-02-19 | Contact-Anchored Proprioceptive Odometry for Quadruped Robots
[arXiv] 2026-02-19 | Controlled dripping from a grooved condensing plate
[arXiv] 2026-02-19 | A Collective Trigger for Widespread Planetesimal Formation Revealed by Accretion Ages
[arXiv] 2026-02-19 | Superiority of Krylov shadow tomography in estimating quantum Fisher information: From bounds to exactness
[arXiv] 2026-02-19 | Generalized Reedy diagrams in tribes
[arXiv] 2026-02-19 | Raster Scan Diffraction Tomography
[arXiv] 2026-02-19 | Invertibility of the Fourier Diffraction Relation in Raster Scan Diffraction Tomography
[arXiv] 2026-02-19 | Uncovering subdominant multipole asymmetries in binary black-hole mergers
[arXiv] 2026-02-19 | PersonaMail: Learning and Adapting Personal Communication Preferences for Context-Aware Email Writing
[arXiv] 2026-02-19 | Polaffini: A feature-based approach for robust affine and polyaffine image registration
[arXiv] 2026-02-19 | Algebraic structures featuring graph dimensions, Hölder regularity, and fractional differentiability
[arXiv] 2026-02-19 | g4chargeit: Geant4-based kinetic Monte Carlo simulations of charging in dielectric materials
[arXiv] 2026-02-19 | SubQuad: Near-Quadratic-Free Structure Inference with Distribution-Balanced Objectives in Adaptive Receptor framework
[arXiv] 2026-02-19 | WebFAQ 2.0: A Multilingual QA Dataset with Mined Hard Negatives for Dense Retrieval
[arXiv] 2026-02-19 | Quenched large deviations for randomly weighted geodesic random walks
[arXiv] 2026-02-19 | Same Meaning, Different Scores: Lexical and Syntactic Sensitivity in LLM Evaluation
[arXiv] 2026-02-19 | Orbital current signature using neutron diffraction
[arXiv] 2026-02-19 | Some Remarks on Marginal Code Languages
[arXiv] 2026-02-19 | Lepton energy scale and resolution corrections based on the minimization of an analytical likelihood: IJazZ2.0
[arXiv] 2026-02-19 | Localised Operator Valued Kernels Invariant under Actions of $*$-Semigroupoids
[arXiv] 2026-02-19 | Non-Invasive Anemia Detection: A Multichannel PPG-Based Hemoglobin Estimation with Explainable Artificial Intelligence
[arXiv] 2026-02-19 | Quantum Scrambling Born Machine
[arXiv] 2026-02-19 | Physics Encoded Spatial and Temporal Generative Adversarial Network for Tropical Cyclone Image Super-resolution
[arXiv] 2026-02-19 | Low-Field Ferroelectric Switching realised by Forced Harmonic Oscillation of Domain Walls
[arXiv] 2026-02-19 | Learning a Latent Pulse Shape Interface for Photoinjector Laser Systems
[arXiv] 2026-02-19 | FRAPPE: Infusing World Modeling into Generalist Policies via Multiple Future Representation Alignment
[arXiv] 2026-02-19 | Near-single-domain superconducting aluminum films on GaAs(111)A with exceptional crystalline quality for scalable quantum circuits
[arXiv] 2026-02-19 | On the Value of Base Station Motion Knowledge for Goal-Oriented Remote Monitoring with Energy-Harvesting Sensors
[arXiv] 2026-02-19 | Web Verbs: Typed Abstractions for Reliable Task Composition on the Agentic Web
[arXiv] 2026-02-19 | CounterFlowNet: From Minimal Changes to Meaningful Counterfactual Explanations
[arXiv] 2026-02-19 | Weak 21st-century AMOC response to Greenland meltwater in a strongly eddying ocean model
[arXiv] 2026-02-19 | Landau-de Gennes Energy with Weak Planar Anchoring
[arXiv] 2026-02-19 | Quarkonium in non-zero isospin chemical potential environment at $T \simeq 0$
[arXiv] 2026-02-19 | Mechanistic Interpretability of Cognitive Complexity in LLMs via Linear Probing using Bloom's Taxonomy
[arXiv] 2026-02-19 | Privacy-Preserving Mechanisms Enable Cheap Verifiable Inference of LLMs
[arXiv] 2026-02-19 | Neutron interferometry as a dark matter detector
[arXiv] 2026-02-19 | Dielectric Screening in Floquet-Volkov Dressing of Semiconductors
[arXiv] 2026-02-19 | Hierarchical Edge-Cloud Task Offloading in NTN for Remote Healthcare
[arXiv] 2026-02-19 | SoftDTW-CUDA-Torch: Memory-Efficient GPU-Accelerated Soft Dynamic Time Warping for PyTorch
[arXiv] 2026-02-19 | On endomorphism algebras of silting complexes over hereditary abelian categories
[arXiv] 2026-02-19 | A Fourier-Space Approach to Physics-Informed Magnetization Reconstruction from Nitrogen-Vacancy Measurements
[arXiv] 2026-02-19 | Continual uncertainty learning
[arXiv] 2026-02-19 | MARS: Margin-Aware Reward-Modeling with Self-Refinement
[arXiv] 2026-02-19 | Approaching the Limit in Multiparameter AC Magnetometry with Quantum Control
[arXiv] 2026-02-19 | Pseudo-deterministic Quantum Algorithms
[arXiv] 2026-02-19 | SMAC: Score-Matched Actor-Critics for Robust Offline-to-Online Transfer
[arXiv] 2026-02-19 | Distance Functions, Curvature and Topology
[arXiv] 2026-02-19 | Phase-sensitive representation of Majorana stabilizer states
[arXiv] 2026-02-19 | SOLVAR: Fast covariance-based heterogeneity analysis with pose refinement for cryo-EM
[arXiv] 2026-02-19 | The spectral state transition of Mkn 590, a potential link between AGNs and X-ray binaries?
[arXiv] 2026-02-19 | On putative self-similarity for incompressible 3D Euler
[arXiv] 2026-02-19 | A Hybrid Federated Learning Based Ensemble Approach for Lung Disease Diagnosis Leveraging Fusion of SWIN Transformer and CNN
[arXiv] 2026-02-19 | Revisiting Weight Regularization for Low-Rank Continual Learning
[arXiv] 2026-02-19 | RetouchIQ: MLLM Agents for Instruction-Based Image Retouching with Generalist Reward
[arXiv] 2026-02-19 | Probability-Invariant Random Walk Learning on Gyral Folding-Based Cortical Similarity Networks for Alzheimer's and Lewy Body Dementia Diagnosis
[arXiv] 2026-02-19 | GraphThinker: Reinforcing Video Reasoning with Event Graph Thinking
[arXiv] 2026-02-19 | A Theoretical Framework for Modular Learning of Robust Generative Models
[arXiv] 2026-02-19 | Adaptive Decentralized Composite Optimization via Three-Operator Splitting
[arXiv] 2026-02-19 | Using LLMs for Knowledge Component-level Correctness Labeling in Open-ended Coding Problems
[arXiv] 2026-02-19 | Non-perturbative effects and soft-gluon dynamics in low-$p_T$ Drell-Yan production
[arXiv] 2026-02-19 | Position: Evaluation of ECG Representations Must Be Fixed
[arXiv] 2026-02-19 | Variational inference via radial transport
[arXiv] 2026-02-19 | A comment on an $L^\frac{2n}{n+2}-L^\frac{2n}{n-2}$ Carleman inequality in relation to "the determination of an unbounded potential from Cauchy data"
[arXiv] 2026-02-19 | Tunable asymmetric swimming in biflagellate microswimmers
[arXiv] 2026-02-19 | A Picture of Agentic Search
[arXiv] 2026-02-19 | FoundationPose-Initialized 3D-2D Liver Registration for Surgical Augmented Reality
[arXiv] 2026-02-19 | Pareto Optimal Benchmarking of AI Models on ARM Cortex Processors for Sustainable Embedded Systems
[arXiv] 2026-02-19 | Scattering in the Positive Energy Isosceles Three-Body Problem
[arXiv] 2026-02-19 | Schwarzian Theory and Cosmological Constant Problem
[arXiv] 2026-02-19 | Optically Sensorized Electro-Ribbon Actuator (OS-ERA)
[arXiv] 2026-02-19 | PEACE 2.0: Grounded Explanations and Counter-Speech for Combating Hate Expressions
[arXiv] 2026-02-19 | Entropy-Based Data Selection for Language Models
[arXiv] 2026-02-19 | Modelling quantum measurements without superposition
[arXiv] 2026-02-19 | The CTI Echo Chamber: Fragmentation, Overlap, and Vendor Specificity in Twenty Years of Cyber Threat Reporting
[arXiv] 2026-02-19 | Charge and energy transport in graphene with smooth finite-range disorder
[arXiv] 2026-02-19 | WarpRec: Unifying Academic Rigor and Industrial Scale for Responsible, Reproducible, and Efficient Recommendation
[arXiv] 2026-02-19 | Preserving Historical Truth: Detecting Historical Revisionism in Large Language Models
[arXiv] 2026-02-19 | Self-Consistent Dynamics of Electron Radiation Reaction via Structure-Preserving Geometric Algorithms for Coupled Schrödinger-Maxwell Systems
[arXiv] 2026-02-19 | Diverse Word Choices, Same Reference: Annotating Lexically-Rich Cross-Document Coreference
[arXiv] 2026-02-19 | Convergence Analysis of Two-Layer Neural Networks under Gaussian Input Masking
[arXiv] 2026-02-19 | Do Hackers Dream of Electric Teachers?: A Large-Scale, In-Situ Evaluation of Cybersecurity Student Behaviors and Performance with AI Tutors
[arXiv] 2026-02-19 | Extreme-mass ratio inspirals in Schwarzschild - de Sitter spacetime I: Weak-field orbits
[arXiv] 2026-02-19 | Conv-FinRe: A Conversational and Longitudinal Benchmark for Utility-Grounded Financial Recommendation
[arXiv] 2026-02-19 | Dehn quandles of surfaces and their bounded cohomology
[arXiv] 2026-02-19 | Nonlinear Predictive Control of the Continuum and Hybrid Dynamics of a Suspended Deformable Cable for Aerial Pick and Place
[arXiv] 2026-02-19 | Tight any-shot quantum decoupling
[arXiv] 2026-02-19 | Distributed Virtual Model Control for Scalable Human-Robot Collaboration in Shared Workspace
[arXiv] 2026-02-19 | Cohomological and quasi-isometric diversity of groups with property $R_\infty$
[arXiv] 2026-02-19 | Resistive instabilities of current sheets in stratified plasmas with a gravitational field
[arXiv] 2026-02-19 | A covariant fermionic path integral for scalar Langevin processes with multiplicative white noise
[arXiv] 2026-02-19 | Prospects for Direct Electron Detectors in Ultrafast Electron Scattering Experiments
[arXiv] 2026-02-19 | Secrecy Rate Maximization in RIS-Assisted MIMO Systems Using a Practical Hardware Model
[arXiv] 2026-02-19 | Data-Driven Prediction of Dielectric Anisotropy in Nematic Liquid Crystals
[arXiv] 2026-02-19 | Semiclassical theory for the orbital magnetic moment of superconducting quasiparticles
[arXiv] 2026-02-19 | Dynamical Modelling of Galactic Kinematics using Neural Networks
[arXiv] 2026-02-19 | All-optical reconfiguration of far-field singularities in a photonic-crystal laser
[arXiv] 2026-02-19 | RPDR: A Round-trip Prediction-Based Data Augmentation Framework for Long-Tail Question Answering
[arXiv] 2026-02-19 | A feature-stable and explainable machine learning framework for trustworthy decision-making under incomplete clinical data
[arXiv] 2026-02-19 | Robinson manifolds and the Chern-Robinson connection
[arXiv] 2026-02-19 | Partial Optimality in the Preordering Problem
[arXiv] 2026-02-19 | From Subtle to Significant: Prompt-Driven Self-Improving Optimization in Test-Time Graph OOD Detection
[arXiv] 2026-02-19 | Do GPUs Really Need New Tabular File Formats?
[arXiv] 2026-02-19 | On the classical Reinforcement problem and Optimisation
[arXiv] 2026-02-19 | MIDIS: The identification of deep MIRI-red sources as candidates for extreme Balmer-break and line emitting galaxies at high-z
