[2025-12-17 09:16:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-16
正在获取论文...
[arXiv] 2025-12-16 | Broadening View Synthesis of Dynamic Scenes from Constrained Monocular Videos
[arXiv] 2025-12-16 | Selection and characterisation of the M-dwarf targets in the PLATO Input Catalogue
[arXiv] 2025-12-16 | An Ice Christmas Tree: Fast Three-Dimensional Printing of Ice Structures via Evaporative Cooling in Vacuum
[arXiv] 2025-12-16 | Search for heavy neutral leptons in B-meson decays
[arXiv] 2025-12-16 | Dual Language Models: Balancing Training Efficiency and Overfitting Resilience
[arXiv] 2025-12-16 | The Performance of Compression-Based Denoisers
[arXiv] 2025-12-16 | DASP: Self-supervised Nighttime Monocular Depth Estimation with Domain Adaptation of Spatiotemporal Priors
[arXiv] 2025-12-16 | Neural-Network Closures for Complex-Shaped Particles in the Force-Coupling Method
[arXiv] 2025-12-16 | VersatileFFN: Achieving Parameter Efficiency in LLMs via Adaptive Wide-and-Deep Reuse
[arXiv] 2025-12-16 | Charge collection efficiency of thimble ionization chambers exposed to ultra-high dose per pulse
[arXiv] 2025-12-16 | Excursions in Sylvester-Gallai land
[arXiv] 2025-12-16 | From few- to many-body physics: Strongly dipolar molecular Bose-Einstein condensates and quantum fluids
[arXiv] 2025-12-16 | Electrically tunable spin qubits in strain-engineered graphene p-n junctions
[arXiv] 2025-12-16 | An Inexact Modified Quasi-Newton Method for Nonsmooth Regularized Optimization
[arXiv] 2025-12-16 | Linguists should learn to love speech-based deep learning models
[arXiv] 2025-12-16 | A flexible class of latent variable models for the analysis of antibody response data
[arXiv] 2025-12-16 | Native Intelligence Emerges from Large-Scale Clinical Practice: A Retinal Foundation Model with Deployment Efficiency
[arXiv] 2025-12-16 | Nonlocal contributions to ergotropy: A thermodynamic perspective
[arXiv] 2025-12-16 | BridgeNet: A Dataset of Graph-based Bridge Structural Models for Machine Learning Applications
[arXiv] 2025-12-16 | Multimode Jahn-Teller Effect in Negatively Charged Nitrogen-Vacancy Center in Diamond
[arXiv] 2025-12-16 | Causal Secondary Analysis of Linked Data in the Presence of Mismatch Error
[arXiv] 2025-12-16 | A first systematic study of [OIII] 88$μ$m at $z>8$: two luminous oxygen lines and a powerful ionized outflow in the first 600 million years
[arXiv] 2025-12-16 | Construction techniques and commissioning of the Three-Backlink Experiment for the LISA mission
[arXiv] 2025-12-16 | A one-parameter two-zone leptonic model for the blazar sequence
[arXiv] 2025-12-16 | Model-First Reasoning LLM Agents: Reducing Hallucinations through Explicit Problem Modeling
[arXiv] 2025-12-16 | Distribution questions for isogeny graphs over finite fields
[arXiv] 2025-12-16 | Ensemble Parameter Estimation for the LPLSP Framework: A Rapid Approach to Reduced-Order Modeling for Transient Thermal Systems
[arXiv] 2025-12-16 | Probing Hairy Kerr Black Holes through Quasi-Periodic Oscillations I: A study based on the kinematic models
[arXiv] 2025-12-16 | Performance and Stability of Barrier Mode Parallel Systems with Heterogeneous and Redundant Jobs
[arXiv] 2025-12-16 | A4-Agent: An Agentic Framework for Zero-Shot Affordance Reasoning
[arXiv] 2025-12-16 | Score-Based Turbo Message Passing for Plug-and-Play Compressive Imaging
[arXiv] 2025-12-16 | Geometric Parameter Optimization of a Novel 3-(PP(2-(UPS))) Redundant Parallel Mechanism based on Workspace Determination
[arXiv] 2025-12-16 | Free-Running Ring Quantum Cascade Laser with 50 kHz Linewidth
[arXiv] 2025-12-16 | Agile Affine Frequency Division Multiplexing
[arXiv] 2025-12-16 | PortAgent: LLM-driven Vehicle Dispatching Agent for Port Terminals
[arXiv] 2025-12-16 | Univariate-Guided Interaction Modeling
[arXiv] 2025-12-16 | Cost-Free Neutrality for the River Method
[arXiv] 2025-12-16 | The role of supernova remnants for the emergence of pre-biotic chemistry in molecular clouds
[arXiv] 2025-12-16 | TorchTraceAP: A New Benchmark Dataset for Detecting Performance Anti-Patterns in Computer Vision Models
[arXiv] 2025-12-16 | Coordinated Fast Frequency Response from Electric Vehicles, Data Centers, and Battery Energy Storage Systems
[arXiv] 2025-12-16 | Most Powerful Test with Exact Family-Wise Error Rate Control: Necessary Conditions and a Path to Fast Computing
[arXiv] 2025-12-16 | Consistent Instance Field for Dynamic Scene Understanding
[arXiv] 2025-12-16 | SportsGPT: An LLM-driven Framework for Interpretable Sports Motion Assessment and Training Guidance
[arXiv] 2025-12-16 | Vertically resolved minimal-set k-distribution for thermal infrared absorption in the Venus atmosphere
[arXiv] 2025-12-16 | Global fits and the search for new physics: past, present and future
[arXiv] 2025-12-16 | HydroGEM: A Self Supervised Zero Shot Hybrid TCN Transformer Foundation Model for Continental Scale Streamflow Quality Control
[arXiv] 2025-12-16 | Target Detection in Clustered Mobile Nanomachine Networks
[arXiv] 2025-12-16 | Teichmüller theory via random simple closed curves
[arXiv] 2025-12-16 | AnchorHOI: Zero-shot Generation of 4D Human-Object Interaction via Anchor-based Prior Distillation
[arXiv] 2025-12-16 | Adaptive Wavelet-Galerkin Modelling of Heat Conduction in Heterogeneous Composite Materials
[arXiv] 2025-12-16 | A Unified Sparse Attention via Multi-Granularity Compression
[arXiv] 2025-12-16 | Grammar Search for Multi-Agent Systems
[arXiv] 2025-12-16 | FusAD: Time-Frequency Fusion with Adaptive Denoising for General Time Series Analysis
[arXiv] 2025-12-16 | RADAR: Accelerating Large Language Model Inference With RL-Based Dynamic Draft Trees
[arXiv] 2025-12-16 | Primordial Black Holes as Seeds for Extremely Overmassive AGN Observed by JWST
[arXiv] 2025-12-16 | Integrability Breaking and Coherent Dynamics in Hermitian and Non-Hermitian Spin Chains with Long-Range Coupling
[arXiv] 2025-12-16 | What Affects the Effective Depth of Large Language Models?
[arXiv] 2025-12-16 | Bridging Fidelity-Reality with Controllable One-Step Diffusion for Image Super-Resolution
[arXiv] 2025-12-16 | First-order general constitutive equations for relativistic fluids using the projection method in the Chapman-Enskog expansion of the Boltzmann equation
[arXiv] 2025-12-16 | HyperVL: An Efficient and Dynamic Multimodal Large Language Model for Edge Devices
[arXiv] 2025-12-16 | OpenDataArena: A Fair and Open Arena for Benchmarking Post-Training Dataset Value
[arXiv] 2025-12-16 | The influence of surface tension in thin-film hydrodynamics: gravity free planar hydraulic jumps
[arXiv] 2025-12-16 | E-Navi: Environmental Adaptive Navigation for UAVs on Resource Constrained Platforms
[arXiv] 2025-12-16 | OmniDrive-R1: Reinforcement-driven Interleaved Multi-modal Chain-of-Thought for Trustworthy Vision-Language Autonomous Driving
[arXiv] 2025-12-16 | From Feature Interaction to Feature Generation: A Generative Paradigm of CTR Prediction Models
[arXiv] 2025-12-16 | Snowflake groups and conjugator length functions with non-integer exponents
[arXiv] 2025-12-16 | Intent-Guided Reasoning for Sequential Recommendation
[arXiv] 2025-12-16 | Cooperative Caching Towards Efficient Spectrum Utilization in Cognitive-IoT Networks
[arXiv] 2025-12-16 | Robust Single-shot Structured Light 3D Imaging via Neural Feature Decoding
[arXiv] 2025-12-16 | Deep Learning Perspective of Scene Understanding in Autonomous Robots
[arXiv] 2025-12-16 | EXAONE Path 2.5: Pathology Foundation Model with Multi-Omics Alignment
[arXiv] 2025-12-16 | KFS-Bench: Comprehensive Evaluation of Key Frame Sampling in Long Video Understanding
[arXiv] 2025-12-16 | MobileWorldBench: Towards Semantic World Modeling For Mobile Agents
[arXiv] 2025-12-16 | Accelerating MHC-II Epitope Discovery via Multi-Scale Prediction in Antigen Presentation
[arXiv] 2025-12-16 | A verified implementation of the Misra and Gries edge coloring algorithm
[arXiv] 2025-12-16 | Maximum Mean Discrepancy with Unequal Sample Sizes via Generalized U-Statistics
[arXiv] 2025-12-16 | Glueballs Confinement and Cosmological Phase Transitions
[arXiv] 2025-12-16 | Country-in-the-Middle: Measuring Paths between People and their Governments
[arXiv] 2025-12-16 | Repurposing 2D Diffusion Models for 3D Shape Completion
[arXiv] 2025-12-16 | An intercomparison of generative machine learning methods for downscaling precipitation at fine spatial scales
[arXiv] 2025-12-16 | Structure-Aware Decoding Mechanisms for Complex Entity Extraction with Large-Scale Language Models
[arXiv] 2025-12-16 | ReflCtrl: Controlling LLM Reflection via Representation Engineering
[arXiv] 2025-12-16 | Graviton Condensate Stars and Its Gravitational Echoes
[arXiv] 2025-12-16 | Quality-Driven and Diversity-Aware Sample Expansion for Robust Marine Obstacle Segmentation
[arXiv] 2025-12-16 | Representation theory and cycle statistics for random walks on the symmetric group
[arXiv] 2025-12-16 | A semisimple subcategory of Khovanov's Heisenberg category
[arXiv] 2025-12-16 | Capacity and SKR tradeoff in coexisting classical and CV-QKD metropolitan-reach optical links
[arXiv] 2025-12-16 | QUIJOTE-TFGI polarization calibration -- Ground characterization and on-sky validation with Tau A and the Moon
[arXiv] 2025-12-16 | Eigenvalue asymptotics for strong $δ$-interactions supported on curves with corners
[arXiv] 2025-12-16 | Black-Box Auditing of Quantum Model: Lifted Differential Privacy with Quantum Canaries
[arXiv] 2025-12-16 | Spin-fluctuation-mediated chiral $d+id'$-wave superconductivity in the $α$-$\mathcal{T}_3$ lattice with an incipient flat band
[arXiv] 2025-12-16 | On the E(s^2)-optimality of two-level supersaturated designs constructed using Wu's method of partially aliased interactions on certain two-level orthogonal arrays
[arXiv] 2025-12-16 | EcoScapes: LLM-Powered Advice for Crafting Sustainable Cities
[arXiv] 2025-12-16 | Surveying Galaxy Clusters (in formation) in the Distant Universe
[arXiv] 2025-12-16 | A Comprehensive Safety Metric to Evaluate Perception in Autonomous Systems
[arXiv] 2025-12-16 | Optimizing Rank for High-Fidelity Implicit Neural Representations
[arXiv] 2025-12-16 | Analytic results for one-loop integrals in dimensional regularisation
[arXiv] 2025-12-16 | Temporal interference stimulation for deep brain neuromodulation in humans
[arXiv] 2025-12-16 | INTEGRAL IBIS catalog of magnetar bursts
[arXiv] 2025-12-16 | Fine-Tuning of Neural Network Approximate MPC without Retraining via Bayesian Optimization
[arXiv] 2025-12-16 | A Geometric Task-Space Port-Hamiltonian Formulation for Redundant Manipulators
[arXiv] 2025-12-16 | Formation of a Magnetic Flux Rope Prior to the Eruption: Insight from a Radiative MHD Simulation of Active Region Emergence
[arXiv] 2025-12-16 | Age-structured hydrodynamics of ensembles of anomalously diffusing particles with renewal resetting
[arXiv] 2025-12-16 | Vector Prism: Animating Vector Graphics by Stratifying Semantic Structure
[arXiv] 2025-12-16 | Analysis of correlations between dipole transitions $1^-_1\rightarrow 0^+_1$ and $3^-_1\rightarrow 2^+_1$ based on the collective model
[arXiv] 2025-12-16 | Step-Tagging: Toward controlling the generation of Language Reasoning Models through step monitoring
[arXiv] 2025-12-16 | In-plane optically tunable magnetic states in 2D materials via tailored femtosecond laser driving
[arXiv] 2025-12-16 | The theory of implicit operations
[arXiv] 2025-12-16 | Exploring Logistic Functions as Robust Alternatives to Hill Functions in Genetic Network Modeling
[arXiv] 2025-12-16 | A parabolic flow for the large volume heterotic $G_2$ system
[arXiv] 2025-12-16 | Absolute incidence theorems and tilings
[arXiv] 2025-12-16 | Dynamic Context Selection for Retrieval-Augmented Generation: Mitigating Distractors and Positional Bias
[arXiv] 2025-12-16 | Continual Learning at the Edge: An Agnostic IIoT Architecture
[arXiv] 2025-12-16 | Invisible gravitons and large-scale magnetism
[arXiv] 2025-12-16 | Asymptotic analysis of the Navier-Stokes equations in a thin domain with power law slip boundary conditions
[arXiv] 2025-12-16 | New Bulgarian-Austrian project 'Joint observations and investigations of solar chromospheric and coronal activity'
[arXiv] 2025-12-16 | Conformal moments of the two-loop coefficient functions in DVCS
[arXiv] 2025-12-16 | Spectroscopic Ellipsometry for Two-Dimensional Materials: Methods, Optical Modeling, and Emerging Phenomena
[arXiv] 2025-12-16 | Robust Design for Multi-Antenna LEO Satellite Communications with Fractional Delay and Doppler Shifts: An RSMA-OTFS Approach
[arXiv] 2025-12-16 | An Additively Preconditioned Trust Region Strategy for Machine Learning
[arXiv] 2025-12-16 | SS4D: Native 4D Generative Model via Structured Spacetime Latents
[arXiv] 2025-12-16 | Curvature-Induced Magnon Frequency Combs
[arXiv] 2025-12-16 | The ORCA-TWIN qCMOS Project I. Commissioning at Calar Alto Observatory
[arXiv] 2025-12-16 | SPARQL-LLM: Real-Time SPARQL Query Generation from Natural Language Questions
[arXiv] 2025-12-16 | Modeling of a non-Newtonian thin film passing a thin porous medium
[arXiv] 2025-12-16 | Zoom-Zero: Reinforced Coarse-to-Fine Video Understanding via Temporal Zoom-in
[arXiv] 2025-12-16 | Cosmological Bounds on Scotogenic Model with Asymmetric Mediator
[arXiv] 2025-12-16 | Large-scale patterns of small-scale vorticity interactions foster moist convection during cyclogenesis
[arXiv] 2025-12-16 | On the topological Brauer group of generalized Kummer varieties
[arXiv] 2025-12-16 | Information-efficient decoding of surface codes
[arXiv] 2025-12-16 | An improved lower bound to Erdos' problem concerning products of distances for fixed diameter
[arXiv] 2025-12-16 | Two CFG Nahuatl for automatic corpora expansion
[arXiv] 2025-12-16 | PentestEval: Benchmarking LLM-based Penetration Testing with Modular and Stage-Level Design
[arXiv] 2025-12-16 | Multi-View MRI Approach for Classification of MGMT Methylation in Glioblastoma Patients
[arXiv] 2025-12-16 | Understanding the Gain from Data Filtering in Multimodal Contrastive Learning
[arXiv] 2025-12-16 | Perturbative algebraic quantum field theory and beyond
[arXiv] 2025-12-16 | Shape design with phase field methods for structural hemivariational inequalities in contact problems
[arXiv] 2025-12-16 | The Thermal Unbalance Effect Induced by a Journal Bearing in Rigid and Flexible Rotors: Experimental Analysis
[arXiv] 2025-12-16 | Location-Robust Cost-Preserving Blended Pricing for Multi-Campus AI Data Centers
[arXiv] 2025-12-16 | Characterization of Complete Bipartite Graphs via Resistance Spectra
[arXiv] 2025-12-16 | Efficient LU factorization exploiting direct-indirect Burton-Miller equation for Helmholtz transmission problems
[arXiv] 2025-12-16 | SUPER -- A Framework for Sensitivity-based Uncertainty-aware Performance and Risk Assessment in Visual Inertial Odometry
[arXiv] 2025-12-16 | Establishing Stochastic Object Models from Noisy Data via Ambient Measurement-Integrated Diffusion
[arXiv] 2025-12-16 | End-to-End Learning-based Video Streaming Enhancement Pipeline: A Generative AI Approach
[arXiv] 2025-12-16 | Towards Explainable Quantum AI: Informing the Encoder Selection of Quantum Neural Networks via Visualization
[arXiv] 2025-12-16 | A Comparative Analysis of Retrieval-Augmented Generation Techniques for Bengali Standard-to-Dialect Machine Translation Using LLMs
[arXiv] 2025-12-16 | Improving Semantic Uncertainty Quantification in LVLMs with Semantic Gaussian Processes
[arXiv] 2025-12-16 | On Improving Deep Active Learning with Formal Verification
[arXiv] 2025-12-16 | An Algebraic Approach to Bifurcations in Kerr Ring and Fabry-Perot Resonators
[arXiv] 2025-12-16 | Robust Beamforming for Multiuser MIMO Systems with Unknown Channel Statistics: A Hybrid Offline-Online Framework
[arXiv] 2025-12-16 | Weighted Group Lasso for a static EEG problem
[arXiv] 2025-12-16 | Bias-Variance Trade-off for Clipped Stochastic First-Order Methods: From Bounded Variance to Infinite Mean
