[2026-03-10 09:31:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-09
正在获取论文...
[arXiv] 2026-03-09 | GOMA: Geometrically Optimal Mapping via Analytical Modeling for Spatial Accelerators
[arXiv] 2026-03-09 | RetroAgent: From Solving to Evolving via Retrospective Dual Intrinsic Feedback
[arXiv] 2026-03-09 | mmGAT: Pose Estimation by Graph Attention with Mutual Features from mmWave Radar Point Cloud
[arXiv] 2026-03-09 | Interactive World Simulator for Robot Policy Training and Evaluation
[arXiv] 2026-03-09 | Minimax estimation for Varying Coefficient Model via Laguerre Series
[arXiv] 2026-03-09 | Rethinking Strict Dissipativity for Economic MPC
[arXiv] 2026-03-09 | Anisotropic implantation damage build-up and crystal recovery in $β$-Ga$_2$O$_3$
[arXiv] 2026-03-09 | CRED: Counterfactual Reasoning and Environment Design for Active Preference Learning
[arXiv] 2026-03-09 | OccTrack360: 4D Panoptic Occupancy Tracking from Surround-View Fisheye Cameras
[arXiv] 2026-03-09 | SCAFFOLD-CEGIS: Preventing Latent Security Degradation in LLM-Driven Iterative Code Refinement
[arXiv] 2026-03-09 | Breaking the Bias Barrier in Concave Multi-Objective Reinforcement Learning
[arXiv] 2026-03-09 | Beyond Hungarian: Match-Free Supervision for End-to-End Object Detection
[arXiv] 2026-03-09 | ML in Astrophysical Turbulence I: Predicting Prestellar Cores in Magnetized Molecular Clouds using eXtreme Gradient Boosting
[arXiv] 2026-03-09 | New Ramanujan-type congruences for overpartitions modulo $11$ and $13$
[arXiv] 2026-03-09 | A combinatorial formula for Wilson loop expectations on compact surfaces
[arXiv] 2026-03-09 | Echo2ECG: Enhancing ECG Representations with Cardiac Morphology from Multi-View Echos
[arXiv] 2026-03-09 | Ashes of FIRE: Modeling Dust Grain Size Evolution in the Local Group with FIRE
[arXiv] 2026-03-09 | Finite element approximations of the stochastic Benjamin-Bona-Mahony equation with multiplicative noise
[arXiv] 2026-03-09 | 3PoinTr: 3D Point Tracks for Robot Manipulation Pretraining from Casual Videos
[arXiv] 2026-03-09 | X-AVDT: Audio-Visual Cross-Attention for Robust Deepfake Detection
[arXiv] 2026-03-09 | Classical finite dimensional fixed point methods for generalized functions
[arXiv] 2026-03-09 | Stability analysis and quantum-limited noise properties of the Soliton-similariton fiber laser
[arXiv] 2026-03-09 | Non-local effects in charge and energy transport with dissipative electrodes
[arXiv] 2026-03-09 | A Dataset for Probing Translationese Preferences in English-to-Swedish Translation
[arXiv] 2026-03-09 | LLM-Driven Online Aggregation for Unstructured Text Analytics
[arXiv] 2026-03-09 | Splitting methods for the Gross-Pitaevskii equation on the full space and vortex nucleation
[arXiv] 2026-03-09 | Graph Based Semantic Encoder Decoder Framework for Task Oriented Communications in Connected Autonomous Vehicles
[arXiv] 2026-03-09 | Can Vision-Language Models Solve the Shell Game?
[arXiv] 2026-03-09 | Robust ellipticity measurements of 29 Galactic globular clusters
[arXiv] 2026-03-09 | Client-Cooperative Split Learning
[arXiv] 2026-03-09 | Double White Dwarf Mergers as Progenitors of Long-Period Transients
[arXiv] 2026-03-09 | Hitherto unrecognized intermolecular Coulombic decay mechanism in gases
[arXiv] 2026-03-09 | Revealing Behavioral Plasticity in Large Language Models: A Token-Conditional Perspective
[arXiv] 2026-03-09 | Experimental Realization of the Markov Chain Monte Carlo Algorithm on a Quantum Computer
[arXiv] 2026-03-09 | Structure from Rank: Rank-Order Coding as a Bridge from Sequence to Structure
[arXiv] 2026-03-09 | Perception-Aware Communication-Free Multi-UAV Coordination in the Wild
[arXiv] 2026-03-09 | The biased interaction game: Its dynamics and application in modelling social systems
[arXiv] 2026-03-09 | On the elementary theory of the real exponential field
[arXiv] 2026-03-09 | Torque Hyperuniformity in Frictional Granular Matter - Theory and Experiments
[arXiv] 2026-03-09 | Optical manipulation of valley coherence via Landau level transitions in black phosphorus and WTe2 monolayers
[arXiv] 2026-03-09 | Bound Trions in Two-Dimensional Monolayers: A Review
[arXiv] 2026-03-09 | Rethinking Attention Output Projection: Structured Hadamard Transforms for Efficient Transformers
[arXiv] 2026-03-09 | Electrocardiogram Classification with Transformers Using Koopman and Wavelet Features
[arXiv] 2026-03-09 | PRIME: Efficient Algorithm for Token Graph Routing Problem
[arXiv] 2026-03-09 | Hierarchical Multi-Modal Planning for Fixed-Altitude Sparse Target Search and Sampling
[arXiv] 2026-03-09 | The coordination between TSO and DSO in the context of energy transition - A review
[arXiv] 2026-03-09 | Topological Fields in $4d$ Higher Spin Theory
[arXiv] 2026-03-09 | Horizontal curvatures of surfaces in 3D contact sub-Riemannian Lie groups
[arXiv] 2026-03-09 | GRAND for Gaussian Intersymbol Interference Channels
[arXiv] 2026-03-09 | Search for decays of the Higgs boson into pair-produced pseudoscalar particles decaying into $τ^+τ^-τ^+τ^-$ using $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector
[arXiv] 2026-03-09 | Structural phase transitions in double perovskite crystals studied by Brillouin light scattering
[arXiv] 2026-03-09 | Human-AI Divergence in Ego-centric Action Recognition under Spatial and Spatiotemporal Manipulations
[arXiv] 2026-03-09 | Knife-edge removal in schlieren imaging
[arXiv] 2026-03-09 | Novel Semantic Prompting for Zero-Shot Action Recognition
[arXiv] 2026-03-09 | An objective non-local prior for skew-symmetric models
[arXiv] 2026-03-09 | AdaCultureSafe: Adaptive Cultural Safety Grounded by Cultural Knowledge in Large Language Models
[arXiv] 2026-03-09 | A probable inside-out dwarf nova outburst from the period bouncer candidate ASASSN-25dc
[arXiv] 2026-03-09 | Towards a more efficient bias detection in financial language models
[arXiv] 2026-03-09 | Event-based Motion & Appearance Fusion for 6D Object Pose Tracking
[arXiv] 2026-03-09 | NCL-UoR at SemEval-2026 Task 5: Embedding-Based Methods, Fine-Tuning, and LLMs for Word Sense Plausibility Rating
[arXiv] 2026-03-09 | Kleinian hyperelliptic funtions of weight 2 associated with curves of genus 2
[arXiv] 2026-03-09 | Bootstrapping Audiovisual Speech Recognition in Zero-AV-Resource Scenarios with Synthetic Visual Data
[arXiv] 2026-03-09 | SiMO: Single-Modality-Operable Multimodal Collaborative Perception
[arXiv] 2026-03-09 | Why Learn What Physics Already Knows? Realizing Agile mmWave-based Human Pose Estimation via Physics-Guided Preprocessing
[arXiv] 2026-03-09 | Exploring Deep Learning and Ultra-Widefield Imaging for Diabetic Retinopathy and Macular Edema
[arXiv] 2026-03-09 | A General Lie-Group Framework for Continuum Soft Robot Modeling
[arXiv] 2026-03-09 | Hyperbolic elliptic parabolic disks approximated by half distance bands
[arXiv] 2026-03-09 | Caveats on formulating finite elasto-plasticity in curvilinear coordinates
[arXiv] 2026-03-09 | 3-D Near-Field Passive Radar Imaging Using Multiple Illumination Sources
[arXiv] 2026-03-09 | DualTurn: Learning Turn-Taking from Dual-Channel Generative Speech Pretraining
[arXiv] 2026-03-09 | BioGait-VLM: A Tri-Modal Vision-Language-Biomechanics Framework for Interpretable Clinical Gait Assessment
[arXiv] 2026-03-09 | It's Time to Get It Right: Improving Analog Clock Reading and Clock-Hand Spatial Reasoning in Vision-Language Models
[arXiv] 2026-03-09 | Layer-Dependent Orbital Magnetization in Graphene-Haldane Heterostructures
[arXiv] 2026-03-09 | Samyama: A Unified Graph-Vector Database with In-Database Optimization, Agentic Enrichment, and Hardware Acceleration
[arXiv] 2026-03-09 | Resonance near a doubly degenerate embedded eigenvalue
[arXiv] 2026-03-09 | The Differential Effects of Agreeableness and Extraversion on Older Adults' Perceptions of Conversational AI Explanations in Assistive Settings
[arXiv] 2026-03-09 | K-DRIFT Science Theme: New Theoretical Framework Using the Galaxy Replacement Technique for LSB studies
[arXiv] 2026-03-09 | Connecting baryon light-front wave functions to quasi-transverse-momentum-dependent correlators in lattice QCD
[arXiv] 2026-03-09 | Synchronization of higher-dimensional Kuramoto oscillators on networks: from scalar to matrix-weighted couplings
[arXiv] 2026-03-09 | The Conundrum of Trustworthy Research on Attacking Personally Identifiable Information Removal Techniques
[arXiv] 2026-03-09 | Metriq: A Collaborative Platform for Benchmarking Quantum Computers
[arXiv] 2026-03-09 | End-to-end optimisation of HEP triggers
[arXiv] 2026-03-09 | SPD-RAG: Sub-Agent Per Document Retrieval-Augmented Generation
[arXiv] 2026-03-09 | FlowTouch: View-Invariant Visuo-Tactile Prediction
[arXiv] 2026-03-09 | Patrolling cop vs omniscient robber
[arXiv] 2026-03-09 | Flash from the Past: New Gamma-Ray Constraints on Light CP-even Scalar from SN1987A
[arXiv] 2026-03-09 | Nonlinear Mode Coupling in Silicon Nitride Membrane Resonators
[arXiv] 2026-03-09 | Benchmarking Language Modeling for Lossless Compression of Full-Fidelity Audio
[arXiv] 2026-03-09 | Electromagnetically induced transparency and population repump readout of Rydberg states of Cs atoms in a J-scheme
[arXiv] 2026-03-09 | Faster Parametric Submodular Function Minimization by Exploiting Duality
[arXiv] 2026-03-09 | 3D Dynamics of a Premagnetized Gas-puff Z-pinch implosion
[arXiv] 2026-03-09 | Exp-Force: Experience-Conditioned Pre-Grasp Force Selection with Vision-Language Models
[arXiv] 2026-03-09 | Optimal Savings under Transition Uncertainty and Learning Dynamics
[arXiv] 2026-03-09 | OfficeQA Pro: An Enterprise Benchmark for End-to-End Grounded Reasoning
[arXiv] 2026-03-09 | Carbon-aware Market Participation for Building Energy Management Systems
[arXiv] 2026-03-09 | CAST: Modeling Visual State Transitions for Consistent Video Retrieval
[arXiv] 2026-03-09 | Black Hole Mergers as the Fastest Photon Ring Scramblers
[arXiv] 2026-03-09 | Why No Consensus on Consensus? A Deep Dive into Blockchain Consensus Protocols
[arXiv] 2026-03-09 | Improved branching-fraction measurements of $B^0_{(s)} \to K_S^0 h^+ h^{'-}$ decays and first observation of $B^0_(s) \to K_S^0 K^+ K^-$
[arXiv] 2026-03-09 | Online Learning in Semiparametric Econometric Models
[arXiv] 2026-03-09 | What to Make Sense of in the Era of LLM? A Perspective from the Structure and Efforts in Sensemaking
[arXiv] 2026-03-09 | Asymptotic Tail of the Product of Independent Poisson Random Variables
[arXiv] 2026-03-09 | Radiative corrections to the nucleon isovector $g_V$ and $g_A$
[arXiv] 2026-03-09 | An Accurate Vector Magnetometer via Zeeman Rabi Oscillations
[arXiv] 2026-03-09 | A GPU-Accelerated Transient Detection Pipeline for DECam Time-Domain Surveys
[arXiv] 2026-03-09 | Boosting MLLM Spatial Reasoning with Geometrically Referenced 3D Scene Representations
[arXiv] 2026-03-09 | Microwave response of electrically driven spins in a three-qubit quantum processor
[arXiv] 2026-03-09 | Scalable Neural Vocoder from Range-Null Space Decomposition
[arXiv] 2026-03-09 | LoopLens: Supporting Search as Creation in Loop-Based Music Composition
[arXiv] 2026-03-09 | Systematic selection of surrogate models for nonequilibrium chemistry
[arXiv] 2026-03-09 | Heavy-Fermion Behavior and a Tunable Density Wave in a Novel Vanadium-based Mosaic Lattice
[arXiv] 2026-03-09 | Fusion of Monostatic and Bistatic Sensing for ISAC-Enabled Low-Altitude Environment Mapping
[arXiv] 2026-03-09 | Emergence of an Advective Boundary Layer in Monsoon Cross-Equatorial Flow: Scaling, Dynamics, and Idealized Models
[arXiv] 2026-03-09 | Evaluation of EMF Exposure to Throughput Ratio for Sustainable 5G Networks
[arXiv] 2026-03-09 | The image of the adelic Galois representation of an elliptic curve with complex multiplication
[arXiv] 2026-03-09 | Bayesian inference of planted matchings: Local posterior approximation and infinite-volume limit
[arXiv] 2026-03-09 | Recent advances in spatial light modulator-based three-dimensional optical imaging (Invited)
[arXiv] 2026-03-09 | Towards Effective and Efficient Graph Alignment without Supervision
[arXiv] 2026-03-09 | Rethinking the semantic classification of indoor places by mobile robots
[arXiv] 2026-03-09 | Kantorovich Regression Analysis of Random Distributions with Mixed Predictors
[arXiv] 2026-03-09 | Improving Continual Learning for Gaussian Splatting based Environments Reconstruction on Commercial Off-the-Shelf Edge Devices
[arXiv] 2026-03-09 | Reading $\neq$ Seeing: Diagnosing and Closing the Typography Gap in Vision-Language Models
[arXiv] 2026-03-09 | Efficient Credal Prediction through Decalibration
[arXiv] 2026-03-09 | First-Order Geometry, Spectral Compression, and Structural Compatibility under Bounded Computation
[arXiv] 2026-03-09 | Pareto-Optimal Anytime Algorithms via Bayesian Racing
[arXiv] 2026-03-09 | NN-OpInf: an operator inference approach using structure-preserving composable neural networks
[arXiv] 2026-03-09 | STRIDE: Structured Lagrangian and Stochastic Residual Dynamics via Flow Matching
[arXiv] 2026-03-09 | LAR-MoE: Latent-Aligned Routing for Mixture of Experts in Robotic Imitation Learning
[arXiv] 2026-03-09 | Integrating Lagrangian Neural Networks into the Dyna Framework for Reinforcement Learning
[arXiv] 2026-03-09 | Effects of fermions in one-loop propagators in the Curci-Ferrari-Delbourgo-Jarvis gauge
[arXiv] 2026-03-09 | LycheeCluster: Efficient Long-Context Inference with Structure-Aware Chunking and Hierarchical KV Indexing
[arXiv] 2026-03-09 | Efficient Policy Learning with Hybrid Evaluation-Based Genetic Programming for Uncertain Agile Earth Observation Satellite Scheduling
[arXiv] 2026-03-09 | On odd-spin $A_{1}^{(1)}$-string functions, cross-spin identities, and mock theta conjecture-like identities
[arXiv] 2026-03-09 | Optical Communications with Relative Intensity Noise: Channel Modeling and Information Rates
[arXiv] 2026-03-09 | Local Origin of Hidden Symmetry in Rotating Spacetimes
[arXiv] 2026-03-09 | A simple experiment for observing clustering and dynamics of coalescing particles in air turbulence
[arXiv] 2026-03-09 | Sandpiper: Orchestrated AI-Annotation for Educational Discourse at Scale
[arXiv] 2026-03-09 | Deep Learning based Cross-Receiver Radio Frequency Fingerprint Identification Under Varying Channels
[arXiv] 2026-03-09 | Decoupling Distance and Networks: Hybrid Graph Attention-Geostatistical Methods for Spatio-temporal Risk Mapping
[arXiv] 2026-03-09 | A remark on monoidal structure and homological mirror symmetry
[arXiv] 2026-03-09 | MoMaStage: Skill-State Graph Guided Planning and Closed-Loop Execution for Long-Horizon Indoor Mobile Manipulation
[arXiv] 2026-03-09 | Beyond the Markovian Assumption: Robust Optimization via Fractional Weyl Integrals in Imbalanced Data
[arXiv] 2026-03-09 | A note on the well-posedness of the quartic Zakharov-Kuznetsov equation on $\mathbb{R} \times \mathbb{T}$
[arXiv] 2026-03-09 | The Point Spectrum Of Periodic Quantum Trees
[arXiv] 2026-03-09 | Microscopic theory of flexo Dzyaloshinskii-Moriya-type interaction
[arXiv] 2026-03-09 | On the Dual Drazin Inverse of Adjacency Matrices of Dual-number-Weighted Digraphs
[arXiv] 2026-03-09 | Eigenvalue Patterns and Participation Analysis of Symmetric Renewable Energy Power Systems
[arXiv] 2026-03-09 | Amortized Phylodynamic Inference with Neural Bayes Estimators and Recursive Neural Networks
[arXiv] 2026-03-09 | The Complexity of Extending Storylines with Minimum Local Crossing Number
[arXiv] 2026-03-09 | Turn Complexity of Context-free Languages, Pushdown Automata and One-Counter Automata
[arXiv] 2026-03-09 | Beyond Attention Heatmaps: How to Get Better Explanations for Multiple Instance Learning Models in Histopathology
[arXiv] 2026-03-09 | Manifold-Adapted Sparse RBF-SINDy: Unbiased Library Construction and Unsupervised Discovery of Dynamical States in Turbulent Wall Flows
[arXiv] 2026-03-09 | EndoSERV: A Vision-based Endoluminal Robot Navigation System
[arXiv] 2026-03-09 | Size-Location Correlation for Set-Valued Processes: Theory, Estimation, and Laws of Large Numbers under $ρ$-Mixing
[arXiv] 2026-03-09 | Retrieval-Augmented Anatomical Guidance for Text-to-CT Generation
[arXiv] 2026-03-09 | On the estimating the superconducting volume fraction from the internal magnetic susceptibility
[arXiv] 2026-03-09 | Constraints of the D$Δ$KP hierarchy to the semi-discrete AKNS and Burgers hierarchies
[arXiv] 2026-03-09 | A thermodynamic metric quantitatively predicts disordered protein partitioning and multicomponent phase behavior
