[2026-08-27 02:58:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-26
正在获取论文...
[arXiv] 2026-08-26 | Reassembling Distributed Risk: Trajectory-Conditioned Action Generation for Multi-Turn Agent Safety
[arXiv] 2026-08-26 | Cop numbers for subclasses of partial cubes
[arXiv] 2026-08-26 | Affine-Profile Stabilizer Thresholds for Magic in Codeword-Stabilized Quantum Codes
[arXiv] 2026-08-26 | An elliptic K3 surface X/Q(t) with Mordell-Weil rank 17, I: Formulas for X and base changes of rank 18 and 19
[arXiv] 2026-08-26 | LAC: Linear and Angular Compliance for Humanoid Whole-body Control
[arXiv] 2026-08-26 | Lightweight AI for UAV-Mounted RIS: An Overview
[arXiv] 2026-08-26 | Expanding solutions to the compressible Navier-Stokes equations with degenerate viscosities in spherical symmetry: global existence and inviscid limit
[arXiv] 2026-08-26 | Mandarin Humorous Homophone Recognition and Disambiguation in Automatic Speech Recognition
[arXiv] 2026-08-26 | Analog Time-Frequency Analysis and Frequency Measurement of Ultra-Wideband Microwave Signals via Dual-Comb Channelization
[arXiv] 2026-08-26 | GPU-Accelerated Quantum Annealing-Inspired UAV Path Planning for Smart Agriculture
[arXiv] 2026-08-26 | Capacity Overflow: A Blind Spot for Backdoor Attacks in Vision MoE
[arXiv] 2026-08-26 | A Generalized Class of Taub-NUT-Scalar Metrics
[arXiv] 2026-08-26 | RSFusionDet: Underwater RGB-Sonar Multimodal Object Detection
[arXiv] 2026-08-26 | PaSta: Noisy Node Classification with Partial Label Learning
[arXiv] 2026-08-26 | The image of the constant sheaf under the geometric Langlands equivalence
[arXiv] 2026-08-26 | Exact SAT and Constraint Programming for Job Shop Scheduling with Time-Varying Peak Power Constraints
[arXiv] 2026-08-26 | Realization of Air-Stable Two-Dimensional Superconductor Nb2Pd3Te5 With Quasi-One-Dimensional Pair Density Modulation
[arXiv] 2026-08-26 | Neither Precision Nor Architecture Alone: Controlled Tests of Failure Remedies for Physics-Informed Neural Networks
[arXiv] 2026-08-26 | LLMscope: Extracting LLM Assets from Edge AI Chips via Optical Probing
[arXiv] 2026-08-26 | Rank-Deviation Quality: A Distance-Aware Metric for Multi-Answer Retrieval and Ranking Evaluation
[arXiv] 2026-08-26 | Metrically bounded Volterra-type operators on area Nevanlinna spaces
[arXiv] 2026-08-26 | MulVec: Fine-Grained Role-Aware Matching for Training-Free Zero-Shot Composed Image Retrieval
[arXiv] 2026-08-26 | Splay-induced charging of ferroelectric droplets in highly non-uniform electric fields
[arXiv] 2026-08-26 | Provable Non-Acceleration of Standard Strang Splittings of Kinetic Langevin Dynamics
[arXiv] 2026-08-26 | PhaseShift: Topology-Aware Data Harmonization and Model Consolidation Across Signalized Intersections
[arXiv] 2026-08-26 | OpenCVL: An Open, Diverse, and Large-Scale Dataset for Fine-Grained Cross-View Localization
[arXiv] 2026-08-26 | Optimal Control in Hilbert Complex Spaces with Finite Element Exterior Calculus
[arXiv] 2026-08-26 | The sharp discrete Hardy inequality on $\Z^3$
[arXiv] 2026-08-26 | Neural-Bayesian Structure Learning for Discrete Choice Modeling
[arXiv] 2026-08-26 | What is the reason for the lack of cool evolved stars near the center of the Galaxy?
[arXiv] 2026-08-26 | ShuttleArena: Interpretable Self-Play in Physics-Based Badminton
[arXiv] 2026-08-26 | Odderon in the diffractive dip region
[arXiv] 2026-08-26 | Multi-output Gaussian process prediction of physical fields under linear equality constraints
[arXiv] 2026-08-26 | Modeling spatio-temporal locality in multi-step forecasting of geo-referenced time series
[arXiv] 2026-08-26 | The Moduli Space of Determinantal Representations of Cubic Surfaces and Invariant Theory of Root Systems
[arXiv] 2026-08-26 | Semi-Blind Channel Estimation for Dynamic NTN Systems via Spiked Random Matrix Theory
[arXiv] 2026-08-26 | Dynamic Polyhedral Logic
[arXiv] 2026-08-26 | Deep Learning Segmentation of Diffusion-Weighted MRI Acute Ischaemic Stroke: A Pragmatic Evaluation Across Three Datasets
[arXiv] 2026-08-26 | Opportunities of Self Supervised Learning for GNSS: Evaluation of a Deep Learning-Enhanced PVT Algorithm
[arXiv] 2026-08-26 | Evidence for the transformation from lenticular to spiral galaxies
[arXiv] 2026-08-26 | Data Citation for Large Language Models: A Challenge
[arXiv] 2026-08-26 | Think-Probe-Respond: Improving Large Language Models as Judges of Research Idea Novelty
[arXiv] 2026-08-26 | GaussianDream++: Efficient 3D Gaussian World Modeling for Robotic Manipulation
[arXiv] 2026-08-26 | A unified gas-kinetic wave-particle method for multiscale gas-mixture flow with an elementary chemical reaction
[arXiv] 2026-08-26 | MAMA-FLUX.2: Image-to-Image Synthesis of Post-Contrast Breast DCE-MRI for the MAMA-SYNTH Challenge
[arXiv] 2026-08-26 | Exact chemo--thermal Metropolis Brownian engine: chemical leverage, temperature-neutral stall, power optimization, and multicyclic dissipation
[arXiv] 2026-08-26 | A Comprehensive Analysis of the R2HDM Vacuum Evolution and the Induced GW and Collider Phenomenology
[arXiv] 2026-08-26 | VBVR-Pro: A Scalable and Verifiable Suite for Native Visual Reasoning
[arXiv] 2026-08-26 | Zero-WAM: In-Context World-Action Modeling from Human Videos for Open-Ended Task Generalization
[arXiv] 2026-08-26 | Exact analytical spectrum, eigenstates, and quantum geometry of the quarter-flux Harper-Hofstadter model
[arXiv] 2026-08-26 | Optimal differentiability of isotropic positive definite functions on even-dimensional spheres
[arXiv] 2026-08-26 | Yang-Lee Criticality as a Dissipative Dynamical Phase Transition: Quantum Simulation of non-Hermitian Physics without Post-selection
[arXiv] 2026-08-26 | Epistemic Networks, Collective Misperception, and the Manipulation of Social Knowledge
[arXiv] 2026-08-26 | VirTooS: A ROS 2 - Unity Virtualization Toolkit for Fleet Management of Autonomous Mobile Robots
[arXiv] 2026-08-26 | Linear isoperimetric filling inequalities in Hadamard spaces at and above the asymptotic rank
[arXiv] 2026-08-26 | Depth Control of Room-Temperature Quantum Emitters in Gallium Nitride
[arXiv] 2026-08-26 | Numerical Direct Scattering Transform for Dark Solitons
[arXiv] 2026-08-26 | Critical Norm Profiles for Finite-Prime Composition Operators on the Hardy Space of Dirichlet Series
[arXiv] 2026-08-26 | Accretion Disk Sizes and Temperature Profiles in Lensed Quasars: NIR Microlensing Challenges Thin Disk Theory
[arXiv] 2026-08-26 | Beyond Local Surprise: Grounded Dialogue as Selective Belief Revision under Referential Uncertainty
[arXiv] 2026-08-26 | Atmospheric Newtonian noise in torsion-balance measurements of the gravitational constant $G$
[arXiv] 2026-08-26 | VISA: Agentic Self-Evolving Data Synthesis for Multimodal Instruction Following
[arXiv] 2026-08-26 | Phantom Navigator: Stealthy and Precise Unmanned Aerial Vehicle Redirection with Real-Time Tracking and GPS Spoofing
[arXiv] 2026-08-26 | CardioFusion-AI: Robust ECG--PPG Fusion for Multimodal Physiological Monitoring Under Signal Degradation
[arXiv] 2026-08-26 | Distinct dynamics of conceptual and referential disruptions in human reading and large language model processing
[arXiv] 2026-08-26 | What sets the critical genome length for sympatric speciation? A closed form and asymptotic theory
[arXiv] 2026-08-26 | Plasticity as Directional Stationarity: Yielding, Flow, and Hardening from One Functional
[arXiv] 2026-08-26 | A note on normal generation and the first $\ell^2$-betti number
[arXiv] 2026-08-26 | When are tropical multidegrees positive?
[arXiv] 2026-08-26 | Introduction to the Birch and Swinnerton-Dyer Conjecture
[arXiv] 2026-08-26 | A High Performance Partial Wave Analysis Framework for Hadron Spectroscopy
[arXiv] 2026-08-26 | Simulating an imaging atmospheric radio telescope to observe cosmic gamma rays and cosmic neutrinos
[arXiv] 2026-08-26 | Optimized Multilevel Sampling Methods under Resource Constraints
[arXiv] 2026-08-26 | 4DGS-WAM: Bridging Past and Future with an Object-Centric World Action Model based on 4D Gaussian Splatting
[arXiv] 2026-08-26 | Exact-Support Counterexamples to Euclidean-to-Spherical Transfer of Positive Definiteness in Even Dimensions
[arXiv] 2026-08-26 | Rigidity of compact four-dimensional weakly Einstein Ricci Solitons
[arXiv] 2026-08-26 | The Impact of PV Generation Forecast and Multi-Objective Control Policy on Optimal Operation of Grid Connected PV-BESS Microgrid
[arXiv] 2026-08-26 | Muonium dynamics as a probe for depth-resolved properties of 4H-SiC
[arXiv] 2026-08-26 | Skeleton-based Zero-Shot Spatio-Temporal Action Localization via Weakly-Supervised Pretraining
[arXiv] 2026-08-26 | Tropospheric temperature and humidity profile retrieval from Meteosat Flexible Combined Imager based on deep learning
[arXiv] 2026-08-26 | LMSM: LLM Security Framework Inspired by Linux Security Modules
[arXiv] 2026-08-26 | CloSeR: Unified Relational Distillation from Closed-Set Teachers for Category Discovery
[arXiv] 2026-08-26 | psRL: Efficient Training for Agentic AI via Training-Time Prefix Sharing
[arXiv] 2026-08-26 | Adversarial Training of Linear Models under Stealthy Attacks
[arXiv] 2026-08-26 | Normative boundaries of AI in scientific work: Evidence from PhD researchers
[arXiv] 2026-08-26 | Stellar mass growth in COSMOS-Web: a mass-complete main sequence to z ~ 8 and its consistency with GSMF evolution
[arXiv] 2026-08-26 | AI Slop and Hallucinations in Vulnerability Assessment: A Survey on Reasoning Failures and Trustworthy Mitigation
[arXiv] 2026-08-26 | Global Curvature Estimates for $σ_k$ Curvature Equations with $k\geq n/2$
[arXiv] 2026-08-26 | AffectSim: A Controllable Interactive 3D Simulation Benchmark for Embodied Affective Perception
[arXiv] 2026-08-26 | Reconstructing the Right Episode: Evaluating Interleaved Conversational Memory Beyond Long Context
[arXiv] 2026-08-26 | Quantum motility-induced phase separation
[arXiv] 2026-08-26 | A Token-Level Analysis of Sampled-Token Reverse-KL On-Policy Distillation
[arXiv] 2026-08-26 | Leveraging Inter-object Affordances for Efficient Planning in Contact-rich Tasks
[arXiv] 2026-08-26 | Nuclearity of Copper Clusters on hBN/SiC Heterostructure Modulates Molecular Adsorption
[arXiv] 2026-08-26 | Magnetic-configuration design for reliable Heisenberg exchange parameters
[arXiv] 2026-08-26 | Burning Steiner triple systems
[arXiv] 2026-08-26 | RetrievalRouter: Joint Modality and Architecture Selection for Document Retrieval
[arXiv] 2026-08-26 | Homogeneous Generalized Ricci flows II
[arXiv] 2026-08-26 | Characters of Quantum Symmetric Pairs
[arXiv] 2026-08-26 | On the Separation of Human and AI-Generated Images in CLIP Embedding Space
[arXiv] 2026-08-26 | The Reverse Big Push: Generative AI and Self-Fulfilling Automation
[arXiv] 2026-08-26 | On monodromy of monodromy surfaces
[arXiv] 2026-08-26 | A Short Proof of a Conjecture Regarding Quadratic Representations of Practical Numbers
[arXiv] 2026-08-26 | Learning Volatility Dependence Networks in UK Equity Markets using Penalised Spatiotemporal ARCH Models
[arXiv] 2026-08-26 | Global Quasi-strong Solutions to the Voigt Regularization of a Diffuse Interface Model for Incompressible Two-phase Flows with Bulk-surface Interaction
[arXiv] 2026-08-26 | MLLMCLIP: Feature-Level Distillation of MLLM for Robust Vision-Language Representations
[arXiv] 2026-08-26 | ConfAL-WM: Confidence-Guided Active Learning for Action-Conditioned World Models
[arXiv] 2026-08-26 | Two-branch detector response for Dirac infall into a Schwarzschild--MOG black hole
[arXiv] 2026-08-26 | Giant strongly biconnected components of directed networks: a generating function approach
[arXiv] 2026-08-26 | AdaVDR: Adaptive Tool Use and Reflection for Video Deep Research
[arXiv] 2026-08-26 | Virgil: Navigating Explainability for Transformer-based Language Models
[arXiv] 2026-08-26 | Multiplicity-One Cox Rings of Toric Point Blow-Ups
[arXiv] 2026-08-26 | Beyond Optimal Rates in Stochastic Optimization: Trajectory-Adaptive Stopping Rules
[arXiv] 2026-08-26 | A Tendon-Driven Five-Fingered Hand with Distributed Tactile Perception for Dexterous Manipulation
[arXiv] 2026-08-26 | Certified decoding of quantum LDPC codes
[arXiv] 2026-08-26 | Triple-induced mergers of black hole binaries: A comprehensive look at the role of stellar evolution, dynamical stability, and spin evolution
[arXiv] 2026-08-26 | Syn2Logic: End-to-End Neuromorphic Design Automation
[arXiv] 2026-08-26 | A universal loss-limited optimum for fixed multi-pass quantum sensing per absorbed photon
[arXiv] 2026-08-26 | A sharpened Carlson's integral inequality
[arXiv] 2026-08-26 | Direct current thermo-mechanical testing: Principles, uncertainty hierarchy, and its role in advanced materials characterisation
[arXiv] 2026-08-26 | An SPH--mesh Coupling for Vesicle Dynamics in Shear Flow
[arXiv] 2026-08-26 | Inertial Primal-Dual Dynamics Methods Featuring Implicit Hessian-Driven Damping for Convex Optimization Problems in Continuous and Discrete Time
[arXiv] 2026-08-26 | Agentic Game Development as a Verifiable Trajectory Data Engine for Scaling World Models
[arXiv] 2026-08-26 | Commutators of a class of $Ψ$-bounded oscillation operators on abstract weighted Orlicz-Morrey spaces endowed with ball-basis and applications
[arXiv] 2026-08-26 | Joint Beamforming Design and Port Selection in Fluid Antenna-Assisted Multi-Cell Networks: A Personalized Federated Learning Approach
[arXiv] 2026-08-26 | A Population Study for Searching Supermassive Binary Black Holes in Active Galactic Nuclei: Continuum Spectral Features and Periodic Variabilities
[arXiv] 2026-08-26 | Particle production in $p$-O collisions at LHC energy
[arXiv] 2026-08-26 | Generalizing Thermal Transport in High-Contrast Metamaterials through Interfacial Fresnel Reflection
[arXiv] 2026-08-26 | FedQoS: Federated QoS-Risk Learning for Heterogeneous Indoor-Outdoor Access Selection
[arXiv] 2026-08-26 | Battery Recycling: Mechanistic Modelling of LiCoO$_2$ Leaching with Coupled Diffusion-Reaction Kinetics and Film Passivation
[arXiv] 2026-08-26 | A Storage-Retrieval Gap in Parametric Knowledge Graph Memory
[arXiv] 2026-08-26 | ReliableRAG: Combating Misinformation in Retrieval-Augmented Generation via Reliability-Guided Reasoning Chains
[arXiv] 2026-08-26 | Measurement of $tZq$ inclusive and differential cross-sections in $pp$ collisions at $\sqrt{s} = 13~\text{TeV}$ with the ATLAS detector
[arXiv] 2026-08-26 | When Pruning Meets Interpretability: Preserving Sparse Autoencoder Robustness in LLMs
[arXiv] 2026-08-26 | A Statistical Audit of Physical AI Benchmark Redundancy
[arXiv] 2026-08-26 | XREPOTEST: Benchmarking Multilingual Repository-Level Unit Test Generation for Large Language Models
[arXiv] 2026-08-26 | TAU-Agent: An Agentic Retrieval-Augmented Framework for Traffic Anomaly Understanding
[arXiv] 2026-08-26 | Visual General Intelligence: A White Paper
[arXiv] 2026-08-26 | Uniform non-homogeneous bundles on quadrics
[arXiv] 2026-08-26 | Random Invariance Testing on Quadratic Form Statistics with Application to Autocorrelation
[arXiv] 2026-08-26 | Choose Your Game Wisely: Measuring Game-Theoretic Structures in Real-World Vehicle Interactions
[arXiv] 2026-08-26 | Sharp extremal asymptotics for Cusick's sum-of-digits bias at fixed Hamming weight
[arXiv] 2026-08-26 | Distributed Trotterization with optimal time-scaling entanglement cost
[arXiv] 2026-08-26 | Scalable Multi-GPU Simulation of 3D Multicellular Growth with RNN-Based Workload Balancing
[arXiv] 2026-08-26 | Slope Inequalities for the Geography Problem of Spin Symplectic 4-Manifolds
[arXiv] 2026-08-26 | Evidence for Quartet Binding of Valence Neutrons in $^8$He
[arXiv] 2026-08-26 | Residual semi-crystalline particles released during enzymatic degradation of plastics
[arXiv] 2026-08-26 | Loss-Based Active Learning for Neural Abstractive Summarization
[arXiv] 2026-08-26 | VISTA: Visually Inferred Spatial ConTact Attention for Contact-Rich Manipulation
[arXiv] 2026-08-26 | MA-VLA: Multi-Arm Vision-Language-Action Model for Collaboration and Compositional Generalization
[arXiv] 2026-08-26 | Robust Finite-Momentum Instabilities in Dense Matter
