[2026-05-14 22:56:49] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-13
正在获取论文...
[arXiv] 2026-05-13 | Machine-learning applications for weak-lensing cosmology
[arXiv] 2026-05-13 | Volumetric Growth in Linear Elasticity Driven by an Optimality Criterion
[arXiv] 2026-05-13 | Ergodicity Library: A Python Toolkit for Stochastic-Process Simulation, Time-Average Diagnostics, and Agent-Based Experiments
[arXiv] 2026-05-13 | Adaptive time-domain simulation of optical cavities with arbitrary dynamics
[arXiv] 2026-05-13 | Bounded-Input True Proportional Navigation for Impact-Time Control
[arXiv] 2026-05-13 | Enhancing a Risk Model by Adding Transient Statistical Factors
[arXiv] 2026-05-13 | Phase Ordering in a few O(n) Symmetric Models: Slow Growth, Mpemba Effect and Experimental Relevance
[arXiv] 2026-05-13 | Crossover and universality breaking in the dilute Baxter-Wu model
[arXiv] 2026-05-13 | Dark photon searches in the photon channel
[arXiv] 2026-05-13 | Minimal Majoron Dark Matter
[arXiv] 2026-05-13 | Change-point detection in variance-covariance matrix
[arXiv] 2026-05-13 | Adam-SHANG: A Convergent Adam-Type Method for Stochastic Smooth Convex Optimization
[arXiv] 2026-05-13 | Certified Robustness under Heterogeneous Perturbations via Hybrid Randomized Smoothing
[arXiv] 2026-05-13 | Multitask Multimodal Fusion with Tabular Foundation Models for Peak and Durability Prediction of Pertussis Booster Response
[arXiv] 2026-05-13 | Persona-Model Collapse in Emergent Misalignment
[arXiv] 2026-05-13 | A refined CJ--SS--RR method with a reliable removal approach of spurious Ritz values for the Hermitian eigenvalue problem
[arXiv] 2026-05-13 | Bayesian Model Merging
[arXiv] 2026-05-13 | Decision Support for Marketplace Policies under Incomplete Evidence: From Replay to Launch Readiness
[arXiv] 2026-05-13 | Multimodal Hidden Markov Models for Persistent Emotional State Tracking
[arXiv] 2026-05-13 | MoCCA: A Movable Circle Probability of Collision Approximation
[arXiv] 2026-05-13 | Multi-Depth Uniform Coverage Path Planning for Unmanned Surface Vehicle Surveying
[arXiv] 2026-05-13 | D-Optimized Sampling Design for System Identification
[arXiv] 2026-05-13 | Pyramid Forcing: Head-Aware Pyramid KV Cache Policy for High-Quality Long Video Generation
[arXiv] 2026-05-13 | A philosophical history of infinitesimals
[arXiv] 2026-05-13 | Security Incentivization: An Empirical Study of how Micropayments Impact Code Security
[arXiv] 2026-05-13 | Identification of Non-Transversal Bifurcations of Linkages
[arXiv] 2026-05-13 | RoSplat: Robust Feed-Forward Pixel-wise Gaussian Splatting for Varying Input Views and High-Resolution Rendering
[arXiv] 2026-05-13 | Possibility of Probing an Extra Higgs Boson at the Compact Linear Collider
[arXiv] 2026-05-13 | Local Inverse Geometry Can Be Amortized
[arXiv] 2026-05-13 | A Standardized Re-evaluation of Conversational Recommender Systems on the ReDial Dataset
[arXiv] 2026-05-13 | RAG-Enhanced Large Language Models for Dynamic Content Expiration Prediction in Web Search
[arXiv] 2026-05-13 | An Agentic LLM-Based Framework for Population-Scale Mental Health Screening
[arXiv] 2026-05-13 | Large Language Models Lack Temporal Awareness of Medical Knowledge
[arXiv] 2026-05-13 | Pitfall of Precision in Noisy Signaling
[arXiv] 2026-05-13 | A necessary condition for cylindrical curves in terms of curvature and torsion
[arXiv] 2026-05-13 | Rethinking Efficient Graph Coarsening via a Non-Selfishness Principle
[arXiv] 2026-05-13 | JEDI: Joint Embedding Diffusion World Model for Online Model-Based Reinforcement Learning
[arXiv] 2026-05-13 | Toward Practical Age-of-Information Scheduling in 5G Cellular
[arXiv] 2026-05-13 | Amortized Guidance for Image Inpainting with Pretrained Diffusion Models
[arXiv] 2026-05-13 | Occlusion-Based Object Transportation Around Obstacles With a Swarm of Miniature Robots
[arXiv] 2026-05-13 | Not Just RLHF: Why Alignment Alone Won't Fix Multi-Agent Sycophancy
[arXiv] 2026-05-13 | Selective Octahedral Accommodation of Cr$^{3+}$ and Weak Magnetic Connectivity in the Sugilite Analogue KNa$_2$Cr$_2$Li$_3$Si$_{12}$O$_{30}$
[arXiv] 2026-05-13 | Decision Tree Learning on Product Spaces
[arXiv] 2026-05-13 | CLOUDBURST: Cloud-Layer Observations Using Beacons for Unified Real-time Surveillance and Threat Attribution
[arXiv] 2026-05-13 | Leveraging Speech to Identify Signatures of Insight and Transfer in Problem Solving
[arXiv] 2026-05-13 | Controlling Logical Collapse in LLMs via Algebraic Ontology Projection over F2
[arXiv] 2026-05-13 | GTA: Advancing Image-to-3D World Generation via Geometry Then Appearance Video Diffusion
[arXiv] 2026-05-13 | A Uniformly Accurate Multiscale Time Integrator for the Klein-Gordon-Schrödinger Equations in the Nonrelativistic Regime via Simplified Transmission Conditions
[arXiv] 2026-05-13 | An Activity-Theoretical Approach to Teacher Professional Development in Pedagogical AI Agent Design
[arXiv] 2026-05-13 | Anatomy-Slot: Unsupervised Anatomical Factorization for Homologous Bilateral Reasoning in Retinal Diagnosis
[arXiv] 2026-05-13 | An irreducible real projective plane in the 4-sphere
[arXiv] 2026-05-13 | Data Difficulty and the Generalization--Extrapolation Tradeoff in LLM Fine-Tuning
[arXiv] 2026-05-13 | Robust Sequential Experimental Design for A/B Testing
[arXiv] 2026-05-13 | When Do LLMs Generate Realistic Social Networks? A Multi-Dimensional Study of Culture, Language, Scale, and Method
[arXiv] 2026-05-13 | DynoJEPP: Joint Estimation, Prediction and Planning in Dynamic Environments
[arXiv] 2026-05-13 | From Polynomial Stability to Periodic Well-posedness in Partially Dissipative Systems
[arXiv] 2026-05-13 | Seed Bank, Co-op, Stoop Swap: Metaphors for Governing Language Model Data for Creative Writing
[arXiv] 2026-05-13 | Ultrafast wide-field 3D topography with extended depth of field
[arXiv] 2026-05-13 | Exploring Human-Robot Collaboration: Analysis of Interaction Modalities in Challenging Tasks
[arXiv] 2026-05-13 | GRIP-VLM: Group-Relative Importance Pruning for Efficient Vision-Language Models
[arXiv] 2026-05-13 | Exploiting Pre-trained Encoder-Decoder Transformers for Sequence-to-Sequence Constituent Parsing
[arXiv] 2026-05-13 | Percolation representations of additive particle systems
[arXiv] 2026-05-13 | Invertible Symmetry and Spontaneous Duality Breaking in the Transverse-Field Ising Model
[arXiv] 2026-05-13 | Petrov type extension for multivalued contraction mappings
[arXiv] 2026-05-13 | AI Harness Engineering: A Runtime Substrate for Foundation-Model Software Agents
[arXiv] 2026-05-13 | Lamb Shift of Landau Levels in Two-Dimensional Electron Systems in a Multimode Resonator
[arXiv] 2026-05-13 | Evaluating alternative spin scenarios of $P_{c\bar{c}}(4440)$ and $P_{c\bar{c}}(4457)$ using heavy quark symmetries
[arXiv] 2026-05-13 | Diversity of Extensions in Abstract Argumentation
[arXiv] 2026-05-13 | FIND: Toward Multimodal Financial Reasoning and Question Answering for Indic Languages
[arXiv] 2026-05-13 | Tracing Persona Vectors Through LLM Pretraining
[arXiv] 2026-05-13 | A Guide to Applications of $k$-Contact Geometry in Dissipative Field Equations
[arXiv] 2026-05-13 | SimART: A Unified and Open Real-world Multimodal Simulation Platform for 6G Integrated Sensing and Communication
[arXiv] 2026-05-13 | Safe Bayesian Optimization for Uncertain Correlations Matrices in Linear Models of Co-Regionalization
[arXiv] 2026-05-13 | Discrete Diffusion for Complex and Congested Multi-Agent Path Finding with Sparse Social Attention
[arXiv] 2026-05-13 | CANTANTE: Optimizing Agentic Systems via Contrastive Credit Attribution
[arXiv] 2026-05-13 | Img2CADSeq: Image-to-CAD Generation via Sequence-Based Diffusion
[arXiv] 2026-05-13 | Delightful Exploration
[arXiv] 2026-05-13 | Electron - acoustic phonons scattering in quantum wells in a tilted quantizing magnetic field
[arXiv] 2026-05-13 | Chem-GMNet: A Sphere-Native Geometric Transformer for Molecular Property Prediction
[arXiv] 2026-05-13 | Multiband Superconductivity in the Exactly Solvable Hatsugai-Kohmoto Model
[arXiv] 2026-05-13 | X-Restormer++: 1st Place Solution for the UG2+ CVPR 2026 All-Weather Restoration Challenge
[arXiv] 2026-05-13 | Factorization of denominators as a `fuel' for Feynman integral reduction
[arXiv] 2026-05-13 | Real-time Gaussian Process based Approximate Model Predictive Trajectory Tracking Control for Autonomous Vehicles
[arXiv] 2026-05-13 | GAGPO: Generalized Advantage Grouped Policy Optimization
[arXiv] 2026-05-13 | Diversity in Evolutionary Status and Magnetic Activity among Solar-Type Twin Detached Eclipsing Binaries
[arXiv] 2026-05-13 | Calibration-Free Gas Source Localization with Mobile Robots: Source Term Estimation Based on Concentration Measurement Ranking
[arXiv] 2026-05-13 | Observation of an aperiodic polariton monotile
[arXiv] 2026-05-13 | Indefinite Stochastic Linear-Quadratic Optimal Control Problems with Random Coefficients and Poisson Jumps: Closed-Loop Representation of Open-Loop Optimal Controls
[arXiv] 2026-05-13 | Size and spectral conditions for a graph with given minimum degree to be $k$-$d$-critical
[arXiv] 2026-05-13 | McCast: Memory-Guided Latent Drift Correction for Long-Horizon Precipitation Nowcasting
[arXiv] 2026-05-13 | Onsager-variational formulation of diffuse-domain methods for computational modeling of microscale fluid-structure interactions
[arXiv] 2026-05-13 | Neural Networks, Dispersion Relations and the Thermal Bootstrap
[arXiv] 2026-05-13 | Prospects for Measuring $H\to \rm{invisble}$ at the FCCee
[arXiv] 2026-05-13 | Does Engram Do Memory Retrieval in Autoregressive Image Generation?
[arXiv] 2026-05-13 | Asymptotic study of supercritical generalized SQG equations in critical Sobolev spaces
[arXiv] 2026-05-13 | A survey on normal forms of real submanifolds with CR singularity
[arXiv] 2026-05-13 | GenCape: Structure-Inductive Generative Modeling for Category-Agnostic Pose Estimation
[arXiv] 2026-05-13 | Generative Modeling of Approximately Periodic Time Series by a Posterior-Weighted Gaussian Process
[arXiv] 2026-05-13 | A Constraint Programming Approach for $n$-Day Lookahead Playoff Clinching
[arXiv] 2026-05-13 | UIBenchKit: A unified toolkit for design-to-code model evaluation
[arXiv] 2026-05-13 | Multi-Modal Guided Multi-Source Domain Adaptation for Object Detection
[arXiv] 2026-05-13 | Quantitative Linear Logic for Neuro-Symbolic Learning and Verification
[arXiv] 2026-05-13 | Quantum Field Theory of Black Hole Perturbations with Backreaction VI. Apparent Horizons, Quasi-Local Mass and Effective Classical Metrics
[arXiv] 2026-05-13 | On the asymptotic behavior at the kinetic time of a weakly interacting Fermi gas
[arXiv] 2026-05-13 | Submodular Multi-Agent Policy Learning for Online Distributed Task Allocation in Open Multi-Agent Systems
[arXiv] 2026-05-13 | On Hallucinations in Inverse Problems: Fundamental Limits and Provable Assessment Methods
[arXiv] 2026-05-13 | The Gravitational Spectral Radio Forest: A Signature of Primordial Black Holes
[arXiv] 2026-05-13 | Violations of the Leggett-Garg inequality in Hybrid Liouvillian Dynamics: The Nonlinear Role of Detector Efficiency
[arXiv] 2026-05-13 | Observation of end-to-end pumping in a quasiperiodic Fibonacci-type photonic chain
[arXiv] 2026-05-13 | UNIONS-3500 Weak Lensing: III. 2D Cosmological Constraints in Configuration Space
[arXiv] 2026-05-13 | Learning Perturbations to Extrapolate Your LLM
[arXiv] 2026-05-13 | Locale-Conditioned Few-Shot Prompting Mitigates Demonstration Regurgitation in On-Device PII Substitution with Small Language Models
[arXiv] 2026-05-13 | Shared quasispecies architecture in experimental and natural RNA virus populations
[arXiv] 2026-05-13 | Pseudo-Anosov flows and the geometry of Anosov-like group actions
[arXiv] 2026-05-13 | Extending Blockchain Untraceability with Plausible Deniability
[arXiv] 2026-05-13 | Galilean State Estimation for Inertial Navigation Systems with Unknown Time Delay
[arXiv] 2026-05-13 | Children's English Reading Story Generation via Supervised Fine-Tuning of Compact LLMs with Controllable Difficulty and Safety
[arXiv] 2026-05-13 | Guitar Nebula: extreme accelerator in extreme environment
[arXiv] 2026-05-13 | Rigel3D: Rig-aware Latents for Animation-Ready 3D Asset Generation
[arXiv] 2026-05-13 | Mixed neural posterior estimation for simulators with discrete and continuous parameters
[arXiv] 2026-05-13 | Toward a practical handbook for choosing among causal inference methods in non-randomized studies with binary outcomes: A simulation study for applied researchers
[arXiv] 2026-05-13 | From Rosetta to Match-Up: A Paired Corpus of Linguistic Puzzles with Human and LLM Benchmarks
[arXiv] 2026-05-13 | Beyond Cooperative Simulators: Generating Realistic User Personas for Robust Evaluation of LLM Agents
[arXiv] 2026-05-13 | Multi-Property Temporal Logic Monitoring
[arXiv] 2026-05-13 | DP-Muon: Differentially Private Optimization via Matrix-Orthogonalized Momentum
[arXiv] 2026-05-13 | On Galois Embedding Problems Arising from 3-Torsion of Elliptic Curves
[arXiv] 2026-05-13 | Subsumption in $\mathcal{FL}_{\bot \mathit{reg}}$ with TBoxes Is in ExpTime
[arXiv] 2026-05-13 | LeanSearch v2: Global Premise Retrieval for Lean 4 Theorem Proving
[arXiv] 2026-05-13 | Before the Bang: Wormholes at the Dawn of the Universe
[arXiv] 2026-05-13 | Inpainting over the cracks: challenges of applying pre-merger searches for massive black hole binaries to realistic LISA datasets
[arXiv] 2026-05-13 | DEFROST: Detecting Excess in Faraday Rotation thrOugh Sophisticated analysis Techniques
[arXiv] 2026-05-13 | Strategic PAC Learnability via Geometric Definability
[arXiv] 2026-05-13 | Robust Mutation Analysis of Quantum Programs Under Noise
[arXiv] 2026-05-13 | Development of Small-pitch, Ultra-thin 3D Silicon Sensors at USTC
[arXiv] 2026-05-13 | Combining moment matrices, symmetric extension, and Lovász theta: $Φ_{\text{E8}}$ is entangled
[arXiv] 2026-05-13 | Distance Reduction in Bouquet Decompositions and Toric Ideals of Graphs
[arXiv] 2026-05-13 | Quasiisometric embeddings between right-angled Artin groups: flexibility
[arXiv] 2026-05-13 | Pion parton distribution functions and pion-nucleus induced $J/ψ$ production in extended light-front holographic QCD
[arXiv] 2026-05-13 | N-vium: Mixture-of-Exits Transformer for Accelerated Exact Generation
[arXiv] 2026-05-13 | A Hierarchical Language Model with Predictable Scaling Laws and Provable Benefits of Reasoning
[arXiv] 2026-05-13 | Inducing Overthink: Hierarchical Genetic Algorithm-based DoS Attack on Black-Box Large Language Reasoning Models
[arXiv] 2026-05-13 | Embodied Neurocomputation: A Framework for Interfacing Biological Neural Cultures with Scaled Task-Driven Validation
[arXiv] 2026-05-13 | ASAP: Amortized Doubly-Stochastic Attention via Sliced Dual Projection
[arXiv] 2026-05-13 | Robust Matrix-Free Newton-Krylov Solvers via Automatic Differentiation
[arXiv] 2026-05-13 | Phasor Memory Networks: Stable Backpropagation Through Time for Scalable Explicit Memory
[arXiv] 2026-05-13 | Query-Conditioned Test-Time Self-Training for Large Language Models
[arXiv] 2026-05-13 | Neural Surrogate Forward Modelling For Electrocardiology Without Explicit Intracellular Conductivity Tensor
[arXiv] 2026-05-13 | Refined estimates of the propagation speed in porous medium equation of combustion type
[arXiv] 2026-05-13 | Distribution of GHz sequential Time-bin Entanglement in a Metropolitan Fiber Network
[arXiv] 2026-05-13 | Anomalous large-angle $α$-scattering in a single-folding model with microscopic densities
[arXiv] 2026-05-13 | Impedance-Based VSC Unit Commitment with STATCOM Support under High IBG Penetration
[arXiv] 2026-05-13 | Reservoir Computing with a single Josephson junction
[arXiv] 2026-05-13 | Shortcut Mitigation via Spurious-Positive Samples
[arXiv] 2026-05-13 | Context-Aware Web Attack Detection in Open-Source SIEM Systems via MITRE ATT&CK-Enriched Behavioral Profiling
[arXiv] 2026-05-13 | Ego2World: Compiling Egocentric Cooking Videos into Executable Worlds for Belief-State Planning
[arXiv] 2026-05-13 | LLM-Based Persuasion Enables Guardrail Override in Frontier LLMs
[arXiv] 2026-05-13 | Blind Recognition of Polar Codes Using Successive Cancellation List Decoding
[arXiv] 2026-05-13 | A Note on the Folding Test of Unimodality: limitation and improved alternative
