[2026-07-28 22:58:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | Spectral aspects of random heavy-tailed tensors
[arXiv] 2026-07-27 | Classifying Capabilities (Extended Version)
[arXiv] 2026-07-27 | Self-Attention Dynamics with Rotary Position Embeddings: Twisted States and Explicit Consensus Rates on the Sphere
[arXiv] 2026-07-27 | Epistemic Norms for AI Safety and Alignment Research
[arXiv] 2026-07-27 | Light-like retarded correlators and the horizon
[arXiv] 2026-07-27 | First high-contrast results on THD2 testbed after infrastructure upgrade
[arXiv] 2026-07-27 | The role of symmetries on the stability of power grids
[arXiv] 2026-07-27 | MATS: A novel multi-modality multi-task learning framework for 3D perception in autonomous driving
[arXiv] 2026-07-27 | A New Role for Relevance: Guiding Corpus Interaction in Agentic Search
[arXiv] 2026-07-27 | DICE: Detailed Inter-Chiplet End-to-End PHY Modeling for Accurate Chiplet Simulation
[arXiv] 2026-07-27 | $\mathfrak{sl}(2)$-weight system does not extend to a graph 4-invariant
[arXiv] 2026-07-27 | 3-body cluster gas structures in the excited $0^+$ states of $N=6$ nuclei
[arXiv] 2026-07-27 | Hidden topology and strong quantum metric bounds in trivial systems
[arXiv] 2026-07-27 | Surgical Re-enactment for Operating Room Workflow Datasets
[arXiv] 2026-07-27 | Minimum enclosing Bregman balls made easy
[arXiv] 2026-07-27 | StanceFlip: A Comprehensive Multi-Dimensional Benchmark for Multimodal Conversational Stance Flipping Forecasting
[arXiv] 2026-07-27 | 6G: From Connectivity Infrastructure to Guaranteed Digital Services
[arXiv] 2026-07-27 | Point Set Embeddability with List Constraints
[arXiv] 2026-07-27 | Where Quality Breaks in Compressed Short-Text Generation: Staged Bottleneck Localization
[arXiv] 2026-07-27 | On Capturing the Narrative: Social Media Manipulation Wargaming for Cyberliteracy
[arXiv] 2026-07-27 | DeComp2: Description Complexity aware Decomposition
[arXiv] 2026-07-27 | Co-planning of Flight Corridors and Communication Infrastructure for Urban Drone Logistics Networks
[arXiv] 2026-07-27 | Mutual Modality Trust with Lightweight Reconstruction Regularization for Fine-grained Tire Pattern Recognition
[arXiv] 2026-07-27 | Plato-Bio: verification-first biological novelty screening with temporal rediscovery and structural benchmarks
[arXiv] 2026-07-27 | Testing Statistical Isotropy on the Sphere with Minkowski Tensors
[arXiv] 2026-07-27 | Understanding Machine Unlearning Through the Lens of Mode Connectivity
[arXiv] 2026-07-27 | Strategies for quantum-enabled Bitcoin miners
[arXiv] 2026-07-27 | Reverse-Time Diffusion Processes for Discrete Time Linear and Nonlinear Systems with non-Gaussian Noise
[arXiv] 2026-07-27 | Precision measurements of semleptonic decays $D^0 \to π^-\ell^+ν_\ell$ and $D^+ \to π^0\ell^+ν_\ell$ ($\ell =e,μ$)
[arXiv] 2026-07-27 | Electromagnetic form factors of singly charmed baryons $Σ_c$ and $Λ_c$ in a covariant quark-diquark model
[arXiv] 2026-07-27 | Variational Boosting for Physics-Informed Neural Networks
[arXiv] 2026-07-27 | The automorphism groups of random linear codes
[arXiv] 2026-07-27 | State-dependent error correlations shape voting thresholds in committees of AI agents
[arXiv] 2026-07-27 | DuoAD: Leveraging [CLS] Dual Characteristics for Training-Free Few-Shot Anomaly Detection
[arXiv] 2026-07-27 | DDVT: Dynamic Dual-level Vision Transformer Fusion Network for Answer Grounding in Visual Question Answering
[arXiv] 2026-07-27 | A sharp Randić bound for König--Egerváry graphs and a conjecture of Aouchiche, Hansen, and Zheng
[arXiv] 2026-07-27 | Gaze-to-text Generation: Beyond Categorical Decoding of Human Attention
[arXiv] 2026-07-27 | Recursive Governance: A Graph-Theoretic Framework for Risk Propagation and Drift Detection in Agentic AI Systems
[arXiv] 2026-07-27 | WorldDiT: A Unified Diffusion Architecture for World and Action Modeling
[arXiv] 2026-07-27 | KernelScript: Cross-Boundary Typed DSL for eBPF Applications
[arXiv] 2026-07-27 | Construction of an Inducible TBCE Overexpression System to Probe Tubulin Cofactor-Mediated Microtubule Homeostasis
[arXiv] 2026-07-27 | High-order quantum correlations in nonlinear waveguide quantum electrodynamics
[arXiv] 2026-07-27 | A Quantitative Framework for Comparing Classical and Quantum Algorithms for the Traveling Salesman Problem
[arXiv] 2026-07-27 | Identification of unresolved binaries in the VVV b294 tile: A Pro-Am collaboration using the Virtual Observatory
[arXiv] 2026-07-27 | Minimax Lower Bounds of Kernel Discrepancy Estimation: MMD, HSIC, KSD
[arXiv] 2026-07-27 | VulnGym: Evaluating Vulnerability Management Strategies against Advanced Persistent Threats
[arXiv] 2026-07-27 | Sharp continuity of quantum conditional entropy
[arXiv] 2026-07-27 | Implications of $K\toπν\barν$ for new physics in $B$ decays
[arXiv] 2026-07-27 | A Deligne complex for virtual Artin groups
[arXiv] 2026-07-27 | Evolution of dipole-dipole dynamics in cold ammonia collisions
[arXiv] 2026-07-27 | Evidence Attribution in Visual Document Understanding without Coordinates or Region Labels
[arXiv] 2026-07-27 | QuantumFCS.jl: Efficient Full-Counting Statistics for Open Quantum Systems
[arXiv] 2026-07-27 | Chiral thermal fluctuations and enhanced refrigeration in a nonreciprocal nanomechanical system
[arXiv] 2026-07-27 | EXE-Bench: Ranking the Tradeoffs of AI-based Windows Malware Detectors for Real-World Usability
[arXiv] 2026-07-27 | When galaxies cross cold fronts: wind tunnel simulations of ram pressure stripping
[arXiv] 2026-07-27 | Adaptive Multiphysics Coupling for Hyperbolic Systems
[arXiv] 2026-07-27 | Recovering Assignments with One-Sided Noise
[arXiv] 2026-07-27 | The Fundamental Structure of Risk: From Characteristics to Covariance
[arXiv] 2026-07-27 | DC Conductance of X-shaped Majorana Interferometer reveals Non-Abelian Anyon Statistics
[arXiv] 2026-07-27 | A note on zero-sum Ramsey numbers of complete graphs
[arXiv] 2026-07-27 | Effective Parameters, Real Behavior: Renormalization for Robotics -- From Infinite Electron Mass to Sim-to-Real Gap
[arXiv] 2026-07-27 | A Detailed Spectroscopic Study of the WN6ha + O5 Colliding-wind Binary WR 25
[arXiv] 2026-07-27 | Measuring Cosmic Neutrino Masses Independently of Dark Energy
[arXiv] 2026-07-27 | Effective Receptive Field Ordering Matters for Infrared Small Target Detection
[arXiv] 2026-07-27 | Symmetry Criterion for Van Hove Criticality at Non-Time-Reversal-Invariant Momenta
[arXiv] 2026-07-27 | Multimodal Semantic-Probabilistic Objectness for Open World Object Detection
[arXiv] 2026-07-27 | Understanding the role and value of battery storage in renewables-rich distribution grids under uncertainty and different market paradigms
[arXiv] 2026-07-27 | Estimating eigenvectors and eigenspaces of covariance matrices: Optimal Bounds and Conditions for Consistency
[arXiv] 2026-07-27 | RESTOR: Automated Test Oracle Generation for RESTful APIs via Reinforcement Learning
[arXiv] 2026-07-27 | Development of Vision-Language Model-based GNSS Spoofing Detection for Autonomous Vehicle Navigation
[arXiv] 2026-07-27 | Scalable Photon-Mediated Two-Qubit Gates with Spectrally Noisy Quantum Emitters
[arXiv] 2026-07-27 | Dynamical Quantum Phase Transitions in a Pseudo-Hermitian Hamiltonian: The Imbalanced-Pairing Kitaev Model
[arXiv] 2026-07-27 | TimePLE: Rethinking Temporal Representation for Video Temporal Grounding
[arXiv] 2026-07-27 | Precision Measurement of Decay Dynamics in $D^{0(+)}\to π^{-(0)}\ell^+ν_\ell$
[arXiv] 2026-07-27 | Localized patterns and dispersive structures in two-dimensional Fermi-Pasta-Ulam lattices
[arXiv] 2026-07-27 | MemTX: Transactional Belief Commit for Stateful Agent Memory
[arXiv] 2026-07-27 | Reality Monitoring in Large Language Models: Self-Knowledge That Transforms with Conversation Memory
[arXiv] 2026-07-27 | Zaba: a case for clubs
[arXiv] 2026-07-27 | GOTS: Greedy Orthogonal Token Selection for High-Resolution Vision-Language Models
[arXiv] 2026-07-27 | Leveraging Inexpensive Lab Tools for Hands-on RF Systems Course
[arXiv] 2026-07-27 | SimBEV2X: A Large-Scale Dataset and Data Generation Tool for Multi-Task Vehicle-to-Everything Cooperative Perception
[arXiv] 2026-07-27 | ClinFusion: A Vision-Centric Multimodal LLM System for Holistic Medical Understanding
[arXiv] 2026-07-27 | Demonstrating the integration of a photonic lantern with an all-fiber-based nulling interferometer
[arXiv] 2026-07-27 | Atmospheric Escape Rates of Planets in Stellar Tidal Fields from 3-D Hydrodynamic Simulations1
[arXiv] 2026-07-27 | Rethinking Classifier-Free Guidance in On-Policy Diffusion Distillation
[arXiv] 2026-07-27 | KANEx: Translating Kolmogorov-Arnold Networks' Interpretability to Medical Explainability
[arXiv] 2026-07-27 | Infrared Imaging Empowered by Artificial Intelligence for Pediatric Skeletal Triage: A Narrative Review and Future Perspectives
[arXiv] 2026-07-27 | From Prompt to Embodied Simulation: Using Generative AI to Create AR Physics Learning Tools
[arXiv] 2026-07-27 | Panda: Unsupervised Pelvic Anomaly Detection for Real-Time MR Imaging
[arXiv] 2026-07-27 | Spatio-Temporal Conditional Denoising Transformer for Modality-Missing RGBT Tracking
[arXiv] 2026-07-27 | The Nodal Line of the Galaxy Correlation Function as a Geometric Cosmological Probe
[arXiv] 2026-07-27 | Denial of Deadline: Network-Driven Accuracy Collapse in Distributed Inference Pipelines
[arXiv] 2026-07-27 | Residual coherentization of balanced residuated partially ordered semigroups
[arXiv] 2026-07-27 | On a bijection of Loehr and Remmel
[arXiv] 2026-07-27 | Causal-TS: A Python Library for Causal Discovery in High-Dimensional and Nonstationary Time Series
[arXiv] 2026-07-27 | Global $W^{2,p}$ Regularity in Optimal Transport
[arXiv] 2026-07-27 | MMOE: Modernizing Diffusion Transformers with Efficient Expert Design
[arXiv] 2026-07-27 | Too many quiescent late-type galaxies or a matter of misclassification?
[arXiv] 2026-07-27 | Geometric bounds on multiparameter Heisenberg scaling in optical metrology with limited squeezed resources
[arXiv] 2026-07-27 | Laboratory spectroscopy, theoretical characterization, and astronomical search for syn-propenethial (CH2CHCHS)
[arXiv] 2026-07-27 | Efficient Topic Model Estimation under Heavy-Tailed Document Lengths
[arXiv] 2026-07-27 | Experimental Side Channel Analysis of Protocol Stages in Quantum Identity Authentication
[arXiv] 2026-07-27 | Emergence of the halo in $^{11}$Li from full nuclear many-body dynamics
[arXiv] 2026-07-27 | Symplectic cohomology with support and aspherical perturbations
[arXiv] 2026-07-27 | A Model for Imbalanced Label Aggregation: A Focus on Minority-Class Detection
[arXiv] 2026-07-27 | LaRec: Unleashing LLM-based Latent Reasoning for Generative Recommendation
[arXiv] 2026-07-27 | Stellar Dynamics and Evolution of the Intermediate-Age Open Clusters NGC 2266 and NGC 2324
[arXiv] 2026-07-27 | CAP-DO: Learned Contextual Action Proposals for Certified Double-Oracle Solving Across Related Zero-Sum Games
[arXiv] 2026-07-27 | Map Multi-Tool: A Map-Based Approach to Modeling Beam Systematics for Cosmic Microwave Background Experiments
[arXiv] 2026-07-27 | Coherent Visualization of 2D Scalar Field Contour Ensembles With Probabilistic Latent Space Modeling
[arXiv] 2026-07-27 | Arbitrary-Order Padé-Closed Anchored Two-Derivative Time Discretizations: $s$ Active Stages, Order $2s$, and $L$-Stability
[arXiv] 2026-07-27 | Solution to an unsolved problem in diodes: Limiting current for small emission area and low emission energy
[arXiv] 2026-07-27 | Communication Security via Temporal Dependency
[arXiv] 2026-07-27 | Optimum Multiple Sampling Plan Based on the Process Capability Index $C_{py}$ Under Type-II Hybrid Censoring
[arXiv] 2026-07-27 | Bit-Accurate FPGA Evaluation of Learned Feature Gating in a Fixed-Point Fourier-Feature Automatic Modulation Classifier
[arXiv] 2026-07-27 | LOCKS: Page-Local Compact Key Summaries for Efficient Long-Context Decoding
[arXiv] 2026-07-27 | From transcription to semantic corpus analysis: unsupervised learning of sentence representations for ancient languages
[arXiv] 2026-07-27 | Density-Dependent Operators on Density-Projection Condensation Spaces: Ambient Extensions, Zero-Density Defects, and Stability
[arXiv] 2026-07-27 | NEO: NeRF It Once, Edit It Many Times for Continuous Object Manipulation
[arXiv] 2026-07-27 | Efficient Ultrasound Image Segmentation with Token-Conditioned Neural Cellular Automata
[arXiv] 2026-07-27 | Modelling Radio Frequency Interference on the Lunar Farside
[arXiv] 2026-07-27 | FlowCTS: On-policy Continuous Trajectory Supervision of Flow Models
[arXiv] 2026-07-27 | Making Mathematical Knowledge Explainable, Accessible and Interoperable Through Large Language Model Integration
[arXiv] 2026-07-27 | UNIFUSION: Adapting Autoregressive Language Models into Discrete Diffusion under a Unified Reverse-Rate Objective
[arXiv] 2026-07-27 | Integrating Structure and Attributes for Transportation Network Partitioning via Optimal Transport
[arXiv] 2026-07-27 | Synaptic clustering emerges from learning and supports covariance discrimination
[arXiv] 2026-07-27 | Sleep-related forcing of cerebrospinal fluid streaming transport through the third ventricle
[arXiv] 2026-07-27 | K-mixing for aperiodic Lorentz gases
[arXiv] 2026-07-27 | Hausdorff dimension of non-uniquely ergodic directions in eigenform loci
[arXiv] 2026-07-27 | Monitoring Post-Disaster Urban Recovery Using High-Resolution SAR Time Series and Unsupervised Learning: Evidence from the 2023 Türkiye-Syria Earthquake
[arXiv] 2026-07-27 | Gravity-Aligned Vertical Electron-Positron Linear Collider
[arXiv] 2026-07-27 | The proper stable module category of a group algebra
[arXiv] 2026-07-27 | Just Testing, Move Along: Evasion of LLM-based System Log Interpretation by Prompt Injection
[arXiv] 2026-07-27 | Simple and Fast Algorithm for Graph-based Filtered Approximate Nearest Neighbor Search (Full Version)
[arXiv] 2026-07-27 | Falsifiable Commitment Planning for Self-Correcting Web Agents
[arXiv] 2026-07-27 | Strong rate of convergence for the Euler-Maruyama scheme of additive fractional SDEs with Lipschitz drift
[arXiv] 2026-07-27 | Do Current Retrievers Cover All the Evidence? A Controlled Study of Conjunctive Cross-Page Retrieval
[arXiv] 2026-07-27 | Gravitational wave signatures of magnetized Ernst black hole
[arXiv] 2026-07-27 | Comment on "Observation of Kardar--Parisi--Zhang universal scaling in two dimensions"
[arXiv] 2026-07-27 | On Linear-Size Guillotine-Separable Subsets of Fat Convex Objects, Disks, and Squares
[arXiv] 2026-07-27 | An Empirical Study of Feature Selection Granularity
[arXiv] 2026-07-27 | Roots of Bernstein-Sato polynomials for projective hypersurfaces with ordinary double points
[arXiv] 2026-07-27 | On the hardness of deterministic second-order optimization of functions with Lipschitz gradients
[arXiv] 2026-07-27 | A Cybersecurity MLPS Large Language Model with Multi-Path Retrieval Fusion
[arXiv] 2026-07-27 | BeyondFusion: Self-Aligned Latent Diffusion for Calibration-Free Infrared Super-Resolution and Infrared-Visible Fusion
[arXiv] 2026-07-27 | Earthquake Aftershock Forecasting using Conditional Generative Models
[arXiv] 2026-07-27 | Response-Selected Hidden Hyperuniformity in Hydrodynamic Active Matter
[arXiv] 2026-07-27 | ALAverse: A falsifiable anthropic model from the string landscape
[arXiv] 2026-07-27 | ReflexTrack: A Feedback-Driven Agent for Training-Free Referring Video Object Segmentation
[arXiv] 2026-07-27 | Characterizing Hyperbolicity in Graphs
[arXiv] 2026-07-27 | Interaction-driven electronic ferroelectricity in van der Waals heterostructures
[arXiv] 2026-07-27 | Learning Reusable Hybrid Motion Priors for Humanoid Locomotion from Motion Imitation
[arXiv] 2026-07-27 | MiSS: A Logic-Driven Explanation of Minimal Sufficient Coalitions for Point Cloud Classifiers
