[2026-08-21 03:05:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-20
正在获取论文...
[arXiv] 2026-08-20 | A Fully Automated, Deployment-Aware Testing Pipeline for IoT-Based Automotive Applications
[arXiv] 2026-08-20 | Unified Music Identification for Tracks and Versions
[arXiv] 2026-08-20 | Efficient flatness-based computation of trajectories for vehicles with many trailers
[arXiv] 2026-08-20 | Meet obstructions and saturation for the constant window convolution on graded posets
[arXiv] 2026-08-20 | Bringing analytic rigor to agentic AI for science: The Brain Researcher platform for neuroimaging data analysis
[arXiv] 2026-08-20 | A dual-polarization whitened-template trigger for real-time radio detection of extensive air showers
[arXiv] 2026-08-20 | The Order of Binary Experiments under Endogenous Stopping
[arXiv] 2026-08-20 | Massive spin-2 supermultiplet and supergravity
[arXiv] 2026-08-20 | Write Once, Run Everywhere: The Axon DSL for Shape-Safe and Framework-Agnostic LLM Architectures
[arXiv] 2026-08-20 | Interpretable Feature Learning for RF Fingerprinting via Polar MKANs
[arXiv] 2026-08-20 | A knowledge-guided agentic framework for mitigating patient-context ambiguity in health queries
[arXiv] 2026-08-20 | Instability diagram of the massive gauge quantum fields around the nonlinear massive classical wave solution
[arXiv] 2026-08-20 | SAPO: Single-Rollout Autoregressive Policy Optimization for Agentic Reinforcement Learning
[arXiv] 2026-08-20 | Applying the Spectral Method for Modeling Linear Filters: Bessel, Papoulis, and Legendre Filters
[arXiv] 2026-08-20 | Do Sequential Recommendation Benchmarks Really Require Higher-Order Sequence Modelling?
[arXiv] 2026-08-20 | A Note on Topological Hochschild Homology Relative to $\Sphere_{W(k)}[x_0,x_1,\ldots,x_n]$
[arXiv] 2026-08-20 | Pod-Deployability in Kubernetes with Inter-Pod Affinity Constraints is PSPACE-Complete
[arXiv] 2026-08-20 | Core-KAN: Continuous Vision Kernels with Kolmogorov-Arnold Networks
[arXiv] 2026-08-20 | From Latent Influence to Language: Diffusion-Oriented Content Generation via Audience-Susceptible Features
[arXiv] 2026-08-20 | FAR-DPO: Feasibility-Aware and Robust Direct Preference Optimization for Cyclic Peptide Design
[arXiv] 2026-08-20 | LoRA-GA$^2$: Low Rank Adaptation with Multi-step Gradient Adaptive Alignment
[arXiv] 2026-08-20 | The subregular and submaximal $p$-cells
[arXiv] 2026-08-20 | Quasi-periodic Eruptions from Recurrent Satellite Black Hole Transits through Magnetized Galactic Nucleus Accretion Disks
[arXiv] 2026-08-20 | Size and Distance Scales in the Nucleon and in Dense Baryonic Matter
[arXiv] 2026-08-20 | LLMs as Acquisition Policies for Finite-Pool Materials Optimization: A Controlled Study
[arXiv] 2026-08-20 | The irrationality measure of arctan1/2 is at most 8.585166
[arXiv] 2026-08-20 | A simulation based dataset of faults and events for machine learning in power systems
[arXiv] 2026-08-20 | Kerr Quasinormal Modes without Variable Separation: A Two-Dimensional Hyperboloidal Teukolsky Solver with Physics-Informed Neural Networks
[arXiv] 2026-08-20 | Testing the Validity of Instrumental Variable Sets in Causal Additive Models with Non-Constant Effects
[arXiv] 2026-08-20 | Far from the Crowd: Scalable Self-Supervised Learning via Geographic Isolation
[arXiv] 2026-08-20 | Information on trajectories: martingales and random times
[arXiv] 2026-08-20 | A Protocol for Shielding-Enhanced Loading of Single Polar Molecules into Optical Tweezers
[arXiv] 2026-08-20 | Explainable Transformer Models for Clinical Prediction Tasks on Structured Electronic Health Records
[arXiv] 2026-08-20 | The Additive Arithmetic of Linear Orders
[arXiv] 2026-08-20 | A two-point phase recovering with spherical wave reference
[arXiv] 2026-08-20 | Physical-Support Confidence Sets for Highly Coherent Dictionaries
[arXiv] 2026-08-20 | A new lower bound for the growth rate of Av(1324)
[arXiv] 2026-08-20 | Phantom Gains: Auditing Self-Improvement Against a Measured Null
[arXiv] 2026-08-20 | Fast high-dimensional mean testing via logistic regression
[arXiv] 2026-08-20 | Dynamic Structural Causal Modeling for Sleep
[arXiv] 2026-08-20 | Which Eviction Policy Should an LLM Cache Use? A Systematic Study Across Workloads, Capacities, and Encoders
[arXiv] 2026-08-20 | Hybrid Qubit-Rotor Quantum Systems: Clifford Structure, Universal Control, and Applications
[arXiv] 2026-08-20 | EnvHarness: Awakening Static Worlds for Agent Learning
[arXiv] 2026-08-20 | When Saying No Makes Better Videos: Designing Dual Gatekeeping for Pedagogically Grounded AI Content Creation
[arXiv] 2026-08-20 | Acoustic Resonance Distribution for Core-Shell Scatterers
[arXiv] 2026-08-20 | Growth phases of an active tissue: determinate, indeterminate, and proportionate
[arXiv] 2026-08-20 | Weak arcs and applications to the DNA-based storage access problem
[arXiv] 2026-08-20 | Transfer Learning in Nonparametric Regression with Deep ReLU Networks
[arXiv] 2026-08-20 | GENIE: Generative Neural Inference for Epidemics
[arXiv] 2026-08-20 | What Makes a Good Fiqh Retriever? Answer Retrieval for Arabic Islamic Jurisprudence
[arXiv] 2026-08-20 | Quantitative bounds for regular $3$-wise intersecting families
[arXiv] 2026-08-20 | The SPT-3G+ receiver design
[arXiv] 2026-08-20 | Gravitational-wave parameter estimation with machine-learning generated surrogate waveforms
[arXiv] 2026-08-20 | Universal meson spectra near $(1+1)$-dimensional Ising criticality
[arXiv] 2026-08-20 | Inflation on the lattice: scalar Gauss-Bonnet single field inflation
[arXiv] 2026-08-20 | Schäffer's matrix inequality: the exact asymptotic constant
[arXiv] 2026-08-20 | Wideband MIMO Beampattern Synthesis using Adaptive Frequency Modulated Waveforms
[arXiv] 2026-08-20 | Unwarping the Lens: A Physics-Grounded Approach to Video Glasses Removal
[arXiv] 2026-08-20 | Inductive Process Discovery from Partially Ordered Event Data
[arXiv] 2026-08-20 | Rigorous existence and location of quantum phase transitions in lattice Hamiltonian systems
[arXiv] 2026-08-20 | Three-dimensional imaging of oxygen dopant distribution in Sr$_2$CuO$_{3+δ}$ by electron ptychography
[arXiv] 2026-08-20 | Negative diffusion in the Functional Renormalization Group flow for the Quark-Diquark Model
[arXiv] 2026-08-20 | Observables and Anti-Hermitian Generators in Time-Dependent Unitary Coupled Cluster Theory
[arXiv] 2026-08-20 | The 2PN Point-Mass N-Body Equations of Motion in Harmonic Gauge: A Computable Formulation
[arXiv] 2026-08-20 | Spectrum of the refined Diophantine exponent
[arXiv] 2026-08-20 | Multi-Method Causal Evidence Synthesis: Ranking Candidate Drivers by Convergent Cross-Method Evidence from Observational Data
[arXiv] 2026-08-20 | Anyon condensates of dipoles in triangular ladders
[arXiv] 2026-08-20 | Quantum Dissipative Paraelectricity
[arXiv] 2026-08-20 | Architecture and Compilation Co-Design for High-Rate Quantum Product Codes on Neutral Atom Arrays
[arXiv] 2026-08-20 | DARS: Dual-Level Credit Assignment RL with Structured Reasoning for Instruction-Based Image Editing
[arXiv] 2026-08-20 | On Cap-Decorated Floer Persistence modules
[arXiv] 2026-08-20 | The Generalized Random Access Problem for Linear Codes
[arXiv] 2026-08-20 | Using Zone-Disjoint Multi-Path Routing Algorithm for Video Transmission over Ah-Hoc Networks
[arXiv] 2026-08-20 | Trustworthy mobile edge caching: a blockchain approach to mitigate malicious nodes and incentivize cache sharing
[arXiv] 2026-08-20 | Reinforcement LearningtoHarness Approximation Errors for Long-Time QuantumSimulation
[arXiv] 2026-08-20 | Minkowski's Geometric Explanation of Lorentz Contraction
[arXiv] 2026-08-20 | Preparation of Large Fock States in Resonators with High Probability
[arXiv] 2026-08-20 | SAKE: Spectral Autodiff Kernel Expansion for Geometric Liouvillian Transport. A Differential-Geometric Framework for Response Transport in Quantum Dynamical Systems
[arXiv] 2026-08-20 | Multi-Agent Orchestration with the Common-Sense Reasoning Capabilities of LLMs for Autonomous Driving
[arXiv] 2026-08-20 | ID-VTG: Image-Disambiguated Video Temporal Grounding
[arXiv] 2026-08-20 | Modularity theorems for Eisenstein congruences in prime-power level
[arXiv] 2026-08-20 | Geometric Control of Cat States in High Harmonic Generation
[arXiv] 2026-08-20 | Effects of the surface on double surface Fermi arcs in a realistic tight-binding model of Na$_3$Bi (100)
[arXiv] 2026-08-20 | OenoBench: A Wine-Domain Benchmark for Knowledge-Grounded Evaluation of Large Language Models
[arXiv] 2026-08-20 | Structured Affinity for Unsupervised Visual Class-Incremental Memory in Deep Artificial Immune Networks
[arXiv] 2026-08-20 | Rewriting Ontology-Mediated Property Graph Queries into GQL
[arXiv] 2026-08-20 | Causal inference via propensity scores for case-control studies
[arXiv] 2026-08-20 | Shadow models of a quantum model for cloud cover and the influence of finite sampling noise
[arXiv] 2026-08-20 | Nonzero-temperature vibronic spectra of polyatomic molecules from a zero-temperature classical trajectory
[arXiv] 2026-08-20 | Kibble--Zurek Scaling in the Dicke Model at Mesoscopic Scales
[arXiv] 2026-08-20 | Resolution of Singularities in Positive Characteristic: Frobenius-Hasse Towers and Exceptional-History Descent
[arXiv] 2026-08-20 | Nearly tight framelet systems from nested Marcinkiewicz--Zygmund measures on compact Riemannian manifolds
[arXiv] 2026-08-20 | On the Applicability of Safety Nets: A Safety-By-Design Solution for Certifying Neural Networks
[arXiv] 2026-08-20 | Effect of molecular constraints on vibrational and quasilocalized excitations in glasses
[arXiv] 2026-08-20 | Integrating Temporal Disaggregation and Distributed Lag Nonlinear Models for Bayesian Spatio-Temporal Disease Mapping with High-Resolution Environmental Exposures
[arXiv] 2026-08-20 | End-to-end Early Classification of Time Series in Non-Stationary Environments
[arXiv] 2026-08-20 | Lattice-data-driven specific heat and isentropic bulk modulus of SU(3) gluon matter at finite temperature
[arXiv] 2026-08-20 | CLaST: Context-aware Contrastive VAE for Probabilistic Time Series Forecasting
[arXiv] 2026-08-20 | Contrastive Mixed Prompt Learning for Incomplete Multimodal Sentiment Analysis with Unseen Modality Combination
[arXiv] 2026-08-20 | The Greedy Superstring Algorithm Achieves Ratio 2 for Strings of Length 6 Already
[arXiv] 2026-08-20 | Wide-field mid- to long-wave infrared imaging with undetected photons
[arXiv] 2026-08-20 | Proof of Lichiardopol's conjecture on disjoint directed cycles of distinct lengths
[arXiv] 2026-08-20 | Graphs with connectivity $3/4 - \varepsilon$ are globally synchronizing
[arXiv] 2026-08-20 | Asymmetric Aerosol Distribution on the Terminators of the Warm Saturn WASP-69 b Revealed by JWST NIRISS/SOSS
[arXiv] 2026-08-20 | Uniform large deviation principles for the stochastic heat equation over unbounded sets of initial data
[arXiv] 2026-08-20 | One Success Isn't Reliability: Thinkingbox, a Sandbox and Benchmark for Agents in Stateful Business Workflows
[arXiv] 2026-08-20 | Learning to Beat: Phenotype-Guided Latent Flow with Regional Motion Priors for Biventricular Motion Synthesis
[arXiv] 2026-08-20 | TempJail: Temporal Jailbreak Attack against Large Vision-Language Models via Subtitle Scheduling
[arXiv] 2026-08-20 | RecPFN: Prior-Fitted Networks for In-Context-Based Recommendations
[arXiv] 2026-08-20 | Proper Sea Surface Roughness Enhances the Performance of Near-Shore Maritime Networks
[arXiv] 2026-08-20 | A Locally Tokenized Generative Model for Robust Time-Series Watermarking
[arXiv] 2026-08-20 | Cooperative effects of membrane confinement and gelation on PEG crystallization pathway
[arXiv] 2026-08-20 | StreamSoccer: Event-Driven Memory for Streaming Soccer Commentary
[arXiv] 2026-08-20 | A Comparative Study of Coherent and Action-Detected 2D Electronic Spectroscopies of a Multichromophore Photosynthetic System
[arXiv] 2026-08-20 | Information-Computation Inversion in Pseudo-Marginal MCMC
[arXiv] 2026-08-20 | Internal cyclotron probe of the vertical polarizability of a surface-state electron on helium
[arXiv] 2026-08-20 | Forced Shadows of an Obstructed Hyperbolic Kac-Moody Denominator
[arXiv] 2026-08-20 | Automated Estimation of MBIST Area and Test Time in Heterogeneous Memory IPs via Stacked Ensemble Framework
[arXiv] 2026-08-20 | Liouville theorem for a class of p-Laplace type equations on manifolds
[arXiv] 2026-08-20 | Exact hierarchical algorithms for accelerating particle--mesh coupling in sparse-grid particle-in-cell methods
[arXiv] 2026-08-20 | Beyond Memory Majority: Latent-Source Reasoning for Multi-Agent Memory Arbitration
[arXiv] 2026-08-20 | An Evidence-Grounded Multi-Agent System for High-Level Bio-Robot Design
[arXiv] 2026-08-20 | Dissipation-tunable extended and localized steady states in a non-disordered lattice
[arXiv] 2026-08-20 | RIPE++: Reinforced Keypoint Learning from Positive Pairs Only
[arXiv] 2026-08-20 | Nonexistence of Frame Measures for Separated Uniform Consecutive-Digit Bernoulli Convolutions
[arXiv] 2026-08-20 | Grounding Mindfulness in Embodied Tangibles: A Scoping Review & Theoretical Framework for HCI Design
[arXiv] 2026-08-20 | Multivariate Spatio-Temporal Regression with Penalized Model Selection and an Empirical Application
[arXiv] 2026-08-20 | Co-seismic surface fault displacement captured in videos: image tracking across three earthquakes
[arXiv] 2026-08-20 | Diffractive-Sail Single-Impulse Reachable Set for Interplanetary Transfer Design
[arXiv] 2026-08-20 | Electroweak Baryogenesis in Top-Philic Type-III Two-Higgs-Doublet Model motivated by the $t\bar{t}$ Excess at the LHC
[arXiv] 2026-08-20 | Revisiting the Growth Rate of the Relativistic Tearing Instability: The Role of the Non-ideal MHD Structure
[arXiv] 2026-08-20 | A sharp eigenvalue theorem for mixed elliptic problems under mixed boundary conditions
[arXiv] 2026-08-20 | Uniformly Rotating Vortex Patches with Arbitrarily Many Genuine Holes
[arXiv] 2026-08-20 | Collisionless Resonances Set the Size of a Weyl Exceptional Ring
[arXiv] 2026-08-20 | Modeling AI Overreliance as a Complex Adaptive System
[arXiv] 2026-08-20 | Evo-GTransNet for Parabolic PDEs: A Fixed-Feature Galerkin Method of Lines with Quadrature-Mass Orthonormalization
[arXiv] 2026-08-20 | First Observational Evidence for QPO-like Coevolution between Characteristic Damping Timescales and X-ray Time Lags among AGNs
[arXiv] 2026-08-20 | Exact partition function of arithmetic Ising model
[arXiv] 2026-08-20 | Efficient Poisson Subsampling for the Partially Linear Additive Cox Model
[arXiv] 2026-08-20 | Unregularized Convergence of Single-Loop, Entropy-Regularized Natural Actor-Critic
[arXiv] 2026-08-20 | VGI-BENCH: Probing Visual Intelligence in Video Generation Models
[arXiv] 2026-08-20 | Quadratic generation of ideals defining nonsigular toric 3-folds
[arXiv] 2026-08-20 | Program Analysis for Adaptive Data Analysis
[arXiv] 2026-08-20 | Disuccessors, Gröbner-Shirshov bases and free L-dendriform algebras
[arXiv] 2026-08-20 | Block3D: Efficient Text-to-3D Generation via Block-Wise Diffusion
[arXiv] 2026-08-20 | Remember, Verify, or Ask? Cross-Family Evaluation of Memory Commitment in LLM Agents
[arXiv] 2026-08-20 | An exact structural identity and its normal form consequences in a modified Leslie--Gower model
[arXiv] 2026-08-20 | Cosmic Evolution of the Standard Model Flavor Charges
[arXiv] 2026-08-20 | Discovery of Three Glitches in the previously quiet pulsar PSR J1637$-$4642
[arXiv] 2026-08-20 | Where Grounding Accuracy Lives on the IoU Curve: Label-Free Inference-Time Boundary Refinement
[arXiv] 2026-08-20 | Two-sided receptivity to conversational AI agents in online dating: Bilingual survey data from Fledge.Love
[arXiv] 2026-08-20 | A simple and practical $o(\sqrt{n})$-time algorithm for shortest paths in power law graphs
[arXiv] 2026-08-20 | From Retrieved Context to Runtime Control: Adaptive Compression for Edge-based RAG
[arXiv] 2026-08-20 | Sharp Bilinear Decoupling under Shell-Type Restrictions and Applications
