[2026-06-11 23:22:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-10
正在获取论文...
[arXiv] 2026-06-10 | Adaptive, efficient, and scalable water wave modeling with dispersive hyperbolic systems
[arXiv] 2026-06-10 | Adjoint Method versus Physics-Informed Neural Networks in PDE-Constrained Inverse Problems
[arXiv] 2026-06-10 | How Seemingly Inconsequential Design Choices Dictate Performance of LLMs in Pathology
[arXiv] 2026-06-10 | World Pilot: Steering Vision-Language-Action Models with World-Action Priors
[arXiv] 2026-06-10 | A coupled finite element formulation for chemo-mechano-thermodynamical contact and its application to bonding and debonding
[arXiv] 2026-06-10 | Nonadditivity in Quantum Field Theory: Replica Energies, Scaling Filters, and the Renormalization Group
[arXiv] 2026-06-10 | Capparelli's partition theorem as part of an infinite hierarchy: Combinatorial and Weighted Words extensions of recent work
[arXiv] 2026-06-10 | Echoes of the Prior: A Computational Phenomenology of Forgetting
[arXiv] 2026-06-10 | Analysis of a Distributed Optimization-Based Control Architecture for Inverter-Interfaced Virtual Power Plants
[arXiv] 2026-06-10 | Fourier Features Let Agents Learn High Precision Policies with Imitation Learning
[arXiv] 2026-06-10 | Resolving the Schwartz Quadratic Meander Number Conjecture
[arXiv] 2026-06-10 | A note on geometric colorings of the Moser lattice
[arXiv] 2026-06-10 | Mixed Hermite-Legendre spectral method for kinetic plasma simulations
[arXiv] 2026-06-10 | Poisson three-folds constructed from co-Higgs bundles on Hopf surfaces
[arXiv] 2026-06-10 | UGV-Conditioned Multi-UAV Informative Planning on a Shared Exposure Belief
[arXiv] 2026-06-10 | From 2D Grids to 1D Tokens: Reforming Shared Representations for Multimodal Image Fusion
[arXiv] 2026-06-10 | Bayesian Triangulation Splines: Spatial Adaptation on Irregular Domains
[arXiv] 2026-06-10 | Findings of the MAGMaR 2026 Shared Task
[arXiv] 2026-06-10 | Bridging the Modality Gap in Forensic Image Retrieval
[arXiv] 2026-06-10 | Finding Multiple Interpretations in Datasets
[arXiv] 2026-06-10 | Beyond Fully Random Masking: Attention-Guided Denoising and Optimization for Diffusion Language Models
[arXiv] 2026-06-10 | Average degrees of edge-$Δ$-critical multigraphs
[arXiv] 2026-06-10 | Mass generation at a fixed point: A Functional Renormalization Group Study of the tricritical O($N$) model in $d=3$ and $N=\infty$
[arXiv] 2026-06-10 | The Impossibility of Eliciting Latent Knowledge
[arXiv] 2026-06-10 | Averaging of Random Vibrations in Mechanical Systems in the Sense of Ito, Stratonovich, and Sussmann
[arXiv] 2026-06-10 | Deep Learning Calibration of the Quasar X-ray/UV Luminosity Relation for Cosmological Applications
[arXiv] 2026-06-10 | VOID: Defeating Unauthorized Mimicry in Latent Diffusion Models
[arXiv] 2026-06-10 | Rbreak: An R Package for Estimating Structural Breaks under Linear Restrictions with Application to Linear Model Tree
[arXiv] 2026-06-10 | Investigating the young stellar populations and hierarchies in nearby galaxies with the UVIT. II. Presenting the properties of ~25,000 UV-detected star-forming clumps
[arXiv] 2026-06-10 | VIA-SD: Verification via Intra-Model Routing for Speculative Decoding
[arXiv] 2026-06-10 | Superconductivity in the pressure-amorphized topological insulator CrP$_4$
[arXiv] 2026-06-10 | Stacking switching between correlation-protected radial Rashba field and persistent spin textures in graphene encapsulated by 1T-TaS$_2$ monolayers
[arXiv] 2026-06-10 | Characterization of Speech Imagery in Scalp EEG and Comparison with Motor Imagery
[arXiv] 2026-06-10 | Structural responses incipient to pressure-driven antiferromagnetic quantum critical point of van der Waals heavy-fermion metal CeSiI
[arXiv] 2026-06-10 | Modular variants of p-adic fundamental sequence
[arXiv] 2026-06-10 | Quantum Occam Learning: Sample-Supported Expressibility for Circuit-Based Quantum Learning
[arXiv] 2026-06-10 | Weakly interacting Bose gases in the canonical ensemble
[arXiv] 2026-06-10 | Adaptive Multi-Resolution Procedural Knowledge Compression for Large Language Models
[arXiv] 2026-06-10 | Implicit Neural Representations of Individual Behavior
[arXiv] 2026-06-10 | Which Speech Representation Better Matches Text-Native Reasoning? A Study of Speech-Text Alignment on Frame Rate and Representation
[arXiv] 2026-06-10 | Schubert Calculus and uniform property $Γ$
[arXiv] 2026-06-10 | Matrix Discrepancy for Representations of Finite Groups
[arXiv] 2026-06-10 | Nearly Instance Optimal Sparse Matrix Approximation from Matrix-Vector Products
[arXiv] 2026-06-10 | A Stochastic Framework for the Spherical Jeans Equation Motivated by Scalar-Tensor Gravity
[arXiv] 2026-06-10 | OpenMedReason: Scientific Reasoning Supervision for Medical Vision-Language Models
[arXiv] 2026-06-10 | Forbidden Intersection Theorems for Matrix Spaces
[arXiv] 2026-06-10 | Partitioned Iterative Quantum Scheduling of Satellites for Urgent Disaster Response: Case study of Wildfire
[arXiv] 2026-06-10 | Time-Series Foundation Model Embeddings for Remaining Useful Life Estimation
[arXiv] 2026-06-10 | Gamma-Ray Constraints on Heavy Axion-Like-Particle Decays from Fermi-LAT and H.E.S.S. Blazar Spectra
[arXiv] 2026-06-10 | Fermions are fundamentally more nonlocal than Bosons
[arXiv] 2026-06-10 | Effect of polar distortions on the anomalous Hall conductivity of altermagnetic $α$-MnTe
[arXiv] 2026-06-10 | $^{13}$CO and potential variability in $β$ Pictoris b with GRAVITY+
[arXiv] 2026-06-10 | From Fork-Join to Asynchronous Tasks: Parallelizing Tiled Cholesky Decomposition with OpenMP and HPX
[arXiv] 2026-06-10 | Strong and variable stratospheric CO emission from lava-planet 55 Cnc e observed with NIRCam/JWST
[arXiv] 2026-06-10 | The relaxation complexity of the standard simplex is logarithmic
[arXiv] 2026-06-10 | On Finite and Infinite Decompositions of Zero Mean Curvature Graphs
[arXiv] 2026-06-10 | Cohomology of CR structures on compact Lie groups
[arXiv] 2026-06-10 | On Subquadratic Architectures: From Applications to Principles
[arXiv] 2026-06-10 | Stellar mass loading drives dissipation and reacceleration in AGN jets: Explaining VLBI-Gaia offsets and constraining jet power
[arXiv] 2026-06-10 | Privacy-Preserving Federated Autoencoder for ECG Anomaly Detection on Edge Devices
[arXiv] 2026-06-10 | An Efficient Method for the Optimal Control of Microgrids Under Uncertainties using Local Reduction
[arXiv] 2026-06-10 | Quantization Limitations of Leakage Suppression in Self-Calibrating Monostatic Integrated Sensing and Communication MIMO Systems
[arXiv] 2026-06-10 | Self-Pulsing Microring Resonator Networks for Bandwidth-Efficient Event Detection in an Optical Fiber Sensor
[arXiv] 2026-06-10 | A Generalized Framework for $L^r$ Convex Integration and its Application to Geophysical Models
[arXiv] 2026-06-10 | Graphical Analysis of Lifted Product Code Constructions
[arXiv] 2026-06-10 | uva-irlab-conv at SemEval-2026 Task 8: Multi-Turn RAG with Learned Sparse Retrieval and Listwise Reranking
[arXiv] 2026-06-10 | Quantum repeater segment with free-space coupled co-trapped ions using telecom photon interference
[arXiv] 2026-06-10 | Substrate insulated Josephson junctions for superconducting quantum circuits
[arXiv] 2026-06-10 | DIRECT: When and Where Should You Allocate Test-Time Compute in Embodied Planners?
[arXiv] 2026-06-10 | Strong First-Order Electroweak Phase Transition and Gravitational Waves in a $\mathbb{Z}_4$ Fermion-Scalar Dark Matter Model
[arXiv] 2026-06-10 | Recovering the initial condition and physical coefficients in a nonlinear PDE model of cell invasion
[arXiv] 2026-06-10 | A Controlled Study of Decoding-Time Truthfulness Methods on Instruction-Tuned LLMs
[arXiv] 2026-06-10 | VLGA: Vision-Language-Geometry-Action Models for Autonomous Driving
[arXiv] 2026-06-10 | Secondary drift-driven instabilities in the presence of a parallel-propagating electromagnetic ion cyclotron wave and cold multi-component ions
[arXiv] 2026-06-10 | Time-dependent cosmic-ray escape from wind bubbles: hard spectra formation
[arXiv] 2026-06-10 | KiDS-Legacy: Joint analysis of second- and third-order cosmic shear
[arXiv] 2026-06-10 | Breaking Entropy Bounds: Accelerating RL Training via MTP with Rejection Sampling
[arXiv] 2026-06-10 | APT: Action Expert Pretraining Improves Instruction Generalization of Vision-Language-Action Policies
[arXiv] 2026-06-10 | Lattice chiral non-Abelian gauge symmetry via bosonization
[arXiv] 2026-06-10 | A higher-order Eckmann-Hilton argument
[arXiv] 2026-06-10 | Moduli of Supersingular Abelian Varieties in Dimensions $g\leq 5$
[arXiv] 2026-06-10 | Traceable Virtual Sea Trials in the Marine Robotics Unity Simulator for Manoeuvring Assessment of Unmanned Surface Vehicles
[arXiv] 2026-06-10 | MATLAB-Based Layerwise Self-Adaptive Physics-Informed Neural Network in Applications to Multidimensional Coupled Burgers' Equations with High Reynolds Numbers
[arXiv] 2026-06-10 | Atlas H&E-TME: Scalable AI-Based Tissue Profiling at Expert Pathologist-Level Accuracy
[arXiv] 2026-06-10 | Claw-SWE-Bench: A Benchmark for Evaluating OpenClaw-style Agent Harnesses on Coding Tasks
[arXiv] 2026-06-10 | ALIGNBEAM : Inference-Time Alignment Transfer via Cross-Vocabulary Logit Mixing
[arXiv] 2026-06-10 | OCELOT: Inference-Leakage Budgets for Privacy-Preserving LLM Agents
[arXiv] 2026-06-10 | On a conjecture of Las Vergnas
[arXiv] 2026-06-10 | PROJECTMEM: A Local-First, Event-Sourced Memory and Judgment Layer for AI Coding Agents
[arXiv] 2026-06-10 | HALO: Half-Frame-Rate Adaptive Learnable Operator for Lightweight STFT-Based Speech Enhancement
[arXiv] 2026-06-10 | From the Linear Quadratic Regulator (LQR) to the (Deterministic) Kalman Filter in Two Easy Steps
[arXiv] 2026-06-10 | Bending the Rules of Propagation: Caustic Beamforming for Next-Generation Wireless Systems
[arXiv] 2026-06-10 | Harness In-Context Operator Learning with Chain of Operators
[arXiv] 2026-06-10 | ShrinkageTrees: An R Package for Bayesian Tree Ensembles for Survival Analysis and Causal Inference
[arXiv] 2026-06-10 | Near Field Multi-Band Localization: CRB, Efficient Estimator, and Threshold SNR
[arXiv] 2026-06-10 | Super-Link Fragility in Asymmetric W-Class States under Quantum Noise
[arXiv] 2026-06-10 | LLM-Based Digital Twin Intelligence for Application-Aware Network Selection in 6G Heterogeneous Wireless Networks
[arXiv] 2026-06-10 | Canonical Bernstein-Zelevinsky Filtration and Casselman's Comparison Conjecture
[arXiv] 2026-06-10 | SpikeDecoder: Realizing the GPT Architecture with Spiking Neural Networks
[arXiv] 2026-06-10 | CCKS: Consensus-based Communication and Knowledge Sharing
[arXiv] 2026-06-10 | Approximate additivity in the solvent-mediated potential of mean force for ultrasoft particle systems
[arXiv] 2026-06-10 | Schur Visibility and Anti-Phantom Reduction in One-Component Navier-Stokes Degeneration
[arXiv] 2026-06-10 | Damage-TriageFormer: A Foundation-Model Framework for Typology-Based Building Damage Assessment from Mono-Temporal Imagery
[arXiv] 2026-06-10 | Beyond Third-Person Audits: Situated Interaction Auditing for User-Centered LLM Bias Research
[arXiv] 2026-06-10 | Shaping the horizontal branch: The role of envelope mass in the evolution of stripped core-helium-burning stars
[arXiv] 2026-06-10 | Multi-Rate Mixture of Experts for Accelerating Liquid Neural Network Training
[arXiv] 2026-06-10 | BenDi: An Energy-Efficient Quasi-Stochastic Systolic Architecture for Edge Bioelectronics
[arXiv] 2026-06-10 | On-chip measurement of the modal Stokes-Gell-Mann parameters for partially coherent three-mode light
[arXiv] 2026-06-10 | An Electric Potential-Augmented Benchmark Dataset for Physics-Guided Image Reconstruction of Electrical Capacitance Tomography
[arXiv] 2026-06-10 | Enhanced localization length in a disordered one-dimensional band via cavity coupling to delocalized states
[arXiv] 2026-06-10 | Adapting Prithvi-EO for Fallow Detection for Food-Water Nexus: ViT-Adapter Necks and Parameter-Efficient Backbone tuning of Geospatial Foundation Model
[arXiv] 2026-06-10 | Materealistic? How European energy system models exceed raw material reserves
[arXiv] 2026-06-10 | The Hausdorff dimension of the set where the Minkowski question mark function has infinite derivative
[arXiv] 2026-06-10 | InternVideo3: Agentify Foundation Models with Multimodal Contextual Reasoning
[arXiv] 2026-06-10 | On a continuity method for Dirichlet problem of Hessian equations
[arXiv] 2026-06-10 | DynaTok: Token-Based 4D Reconstruction from Partial Point Clouds
[arXiv] 2026-06-10 | Shared Infrastructure Investment and Pricing: Stackelberg Equilibria in Risk-Aware Take-or-Pay Contracts
[arXiv] 2026-06-10 | Kernel-based identification of nonlinear port-Hamiltonian systems
[arXiv] 2026-06-10 | Modeling of Dark Count Probability in Perimeter-Gated SPADs
[arXiv] 2026-06-10 | Above-bulk DC Kerr electro-optics at the water/ITO interface, resolved with the Pockels effect
[arXiv] 2026-06-10 | Kinetic kagome magnetism: from self-trapping RVB polarons to semiclassical correlations
[arXiv] 2026-06-10 | Stable homology of complex braid groups
[arXiv] 2026-06-10 | On the Dynamics and State Dependent Multiple Equilibria of a Post-Buckled Ultra-Flexible Inverted Pendulum on a Rotating Hub
[arXiv] 2026-06-10 | Time-Conditioned and Multi-Time Survival Prediction from 2D PET/CT Projections in Lung Cancer
[arXiv] 2026-06-10 | SpAArSIST: Sparsified AASIST for Efficient and Reliable Anti-Spoofing
[arXiv] 2026-06-10 | The Hidden Cost of Pairwise Verification in Synthetic Speech Source Tracing
[arXiv] 2026-06-10 | Horizon absorption in eccentric precessing binary black hole inspirals and its importance for gravitational wave data analysis
[arXiv] 2026-06-10 | FACTR 2: Learning External Force Sensing for Commodity Robot Arms Improves Policy Learning
[arXiv] 2026-06-10 | Jaguar: Fast Private CNN Inference with Power-of-Two Homomorphic Arithmetic
[arXiv] 2026-06-10 | Sample Path Properties of the Fractional Wiener--Weierstrass Bridge II
[arXiv] 2026-06-10 | On the Modelling of the Hydrodynamic Drag of Mangroves
[arXiv] 2026-06-10 | IAPO: Input Attribution-Aware Policy Optimization for Tool Use in Small Multimodal Agents
[arXiv] 2026-06-10 | Tree-Structured Orthonormal Decomposition of the Aitchison Simplex
[arXiv] 2026-06-10 | Raw-Curve Quantum Fingerprints: A Mahalanobis Authentication Framework with Drift Early Warning and Adversarial Detection
[arXiv] 2026-06-10 | 3-Key-Input: Exploring the Theoretical Minimum Keys for Text Entry
[arXiv] 2026-06-10 | Upper bounds of the second largest eigenvalue of graphs
[arXiv] 2026-06-10 | Impact of mode completeness on the accuracy of the coupling theory of quasinormal modes: a strict numerical demonstration
[arXiv] 2026-06-10 | Precision-Aware Illumination-Disentangled Vision Transformer for Spacecraft 6D Pose Estimation
[arXiv] 2026-06-10 | DeMix: Debugging Training Data with Mixed Data Error Types by Investigating Influence Vectors
[arXiv] 2026-06-10 | Mach's principle in atomic transitions
[arXiv] 2026-06-10 | On Aligning Hierarchical Standardized Embedding for Audio-visual Generalized Zero-shot Learning
[arXiv] 2026-06-10 | When is Your LLM Steerable?
[arXiv] 2026-06-10 | Large language models selectively converge with human-shared neural semantic representations
[arXiv] 2026-06-10 | Updated measurement of the branching fraction of $D_s^+ \to τ^+ ν_τ$
[arXiv] 2026-06-10 | Unveiling Orbital-mediated Ultrafast Demagnetization in Rare Earth-Transition-Metal Ferrimagnets
[arXiv] 2026-06-10 | Kuramoto Attention: Synchronizing Self-Attention on the Torus
[arXiv] 2026-06-10 | FreqKD: Frequency-Decoupled Cross-Modal Knowledge Distillation for Infrared Object Detection
[arXiv] 2026-06-10 | HERO: Hindsight-Enhanced Reflection from Environment Observations for Agentic Self-Distillation
[arXiv] 2026-06-10 | Gelfand--Kirillov dimensions of highest weight modules for basic classical Lie superalgebras
[arXiv] 2026-06-10 | Polarization-Resolved Photon Statistics of Cavity Quantum Materials
[arXiv] 2026-06-10 | Learning Object Manipulation from Scratch via Contrastive Interaction
[arXiv] 2026-06-10 | Delta-Epsilon-Common Knowledge and Quantitative Agreement Theorems
[arXiv] 2026-06-10 | Relative dendroidal Rezk nerve and applications
