[2026-09-11 23:53:58] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-10
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609100000+TO+202609102359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2026-9-10 | Research on Intelligent Logistics Information Sensing Method Based on RFID Anti-interference Coding
[IEEE] 2026-9-10 | Enhanced Double-PWM Control of TAB Converters for Full-Range ZVS and Reduced Conduction Loss
[IEEE] 2026-9-10 | Connectivity-Aware UAV Path Planning with Continuous Action Modeling in Variable Altitude Urban Scenarios
[ACM] 2026-9-10 | Introduction to the Special Issue on Game Advertising
[IEEE] 2026-9-10 | CISAT 2026 Author Information Page
[IEEE] 2026-9-10 | Table of Contents
[IEEE] 2026-9-10 | On the Generalization of Deepfake Detection under Limited Supervision
[ACM] 2026-9-11 | DeFT: Maintaining Determinism and Extracting Unit Tests for Autonomous Driving Planning
[ACM] 2026-9-10 | MiniMaestro: Resource-Conscious Conversational Music Recommendation with a Single Open-Weight 8B Model
[ACM] 2026-9-10 | A Multi-Source Retrieve-Fuse-Rerank System for Conversational Music Recommendation
[IEEE] 2026-9-10 | An Ultra-Low-Profile Circularly Polarized Folded Transmitarray Antenna Based on Metasurfaces
[IEEE] 2026-9-10 | Knowledge-Enhanced Image-Text Incongruity Representation for Multi-modal Sarcasm Detection
[IEEE] 2026-9-10 | A spaceborne Ka-band 200 W pulsed solid-state power amplifier
[IEEE] 2026-9-10 | Spectral-Visual Transformation for Low-Resource Dialect Identification: A Technical Evaluation of the Transition from MATLAB-Based Visualization to Deep Residual Learning Pipelines
[IEEE] 2026-9-10 | Accurate extraction of equivalent circuit parameters for RF surface-mount Inductors and Capacitors
[IEEE] 2026-9-10 | A Cryo-CMOS Demultiplexer for Large-scale Silicon Spin Qubits
[IEEE] 2026-9-10 | DFTC-Net: Dynamic Fusion of Deformable Attention Transformer and CNN Network for Low-Dose CT Denoising
[IEEE] 2026-9-10 | Few-Shot Multimodal Fake News Detection via Transfer Learning and Unsupervised Domain Adaptation
[IEEE] 2026-9-10 | Design of an All-Metal Wideband Corrugated Vivaldi Antenna with High Power Capacity
[IEEE] 2026-9-10 | High-Precision Joint Range-Angle Estimation for 1-Bit FDA-MIMO Radar via Off-Grid Refinement
[IEEE] 2026-9-10 | Signal Integrity Analysis of Multilayer Spiral Inductor and Elliptical Slot Compensation Structure for Vertical Via Interconnection
[IEEE] 2026-9-10 | A Large-Frequency-Ratio Shared-Aperture Antenna With High Aperture Reuse Efficiency
[IEEE] 2026-9-10 | Study on the Influence of Non-uniform Electron Beam on the Output Microwave Characteristics of an S-Band Relativistic Klystron Amplifier
[IEEE] 2026-9-10 | Thermally Controlled Chiral Metasurface for Independent Control of Circularly Polarized Waves
[IEEE] 2026-9-10 | A Hybrid Approach of Anomaly Detection for Reducing False Negatives in IDS
[IEEE] 2026-9-10 | Design of all dielectric metasurfaces based on multiple resonant modes of high permittivity ceramic materials and complex structures
[IEEE] 2026-9-10 | LightMambaVLA: Efficient Vision-Language-Action Modeling with State Space Models and Flow Matching
[IEEE] 2026-9-10 | Design of High-Efficiency 10-W X-Band Power Amplifier Based on GaN HEMT Process
[IEEE] 2026-9-10 | A 48–94 GHz Wideband Low-Noise Amplifier Based on a Unified CS Cell in 65-nm CMOS
[IEEE] 2026-9-10 | A Parasitic-Aware End-to-End Automated Optimization Scheme for mm-Wave Circuits Based on an Offline Passive Library
[IEEE] 2026-9-10 | A Low-Profile Dual-Polarized Planar Ultra-Wideband Modular Antenna (PUMA) Array with A Resistive Frequency-Selective Surface
[IEEE] 2026-9-10 | Research on Vehicle CAN Bus Intrusion Detection Method based on MobileNetV3
[IEEE] 2026-9-10 | Design of Frequency Adjustable Antennas Based on Phase Change Materials
[IEEE] 2026-9-10 | A Shared-Aperture SatCom Antenna Integrating Ka-Band Cavity-Backed Patches and X-Band Aperture-Coupled Feed Structure
[IEEE] 2026-9-10 | A Novel Eight-way Power Combining Network Based on the TE
                    <sub>20</sub>
                    Mode Branch Waveguide Coupler
[IEEE] 2026-9-10 | Closed-Loop Parameter Updating of Wind Turbine Digital Twins Based on Deep Reinforcement Learning and Time-Series Similarity
[IEEE] 2026-9-10 | An Efficient and Compact Phase-shift Tunable First-Order All-Pass Filter Using Single VCII with Minimum Passive Elements
[IEEE] 2026-9-10 | Leaky-wave Antenna with Dynamic Polarization Tuning
[IEEE] 2026-9-10 | Design of a hybrid absorption-transmission FSS
[IEEE] 2026-9-10 | Frequency-Dependent Damage Mechanisms of L-Band Surface Acoustic Wave Filters under High-Power Microwave Injection
[IEEE] 2026-9-10 | Logic-Aware Vulnerability Knowledge Graph Model for Precise Vulnerability Assessment
[IEEE] 2026-9-10 | Student Use of GenAI in an Interdisciplinary STEAM Design project
[IEEE] 2026-9-10 | Assessing the Interplay of Counteracting Biases in GNN-Based Recommender Systems
[IEEE] 2026-9-10 | A Secure Remote Access Framework for Physical Network Laboratories Using Bastion Host Architecture
[IEEE] 2026-9-10 | Bidirectional Wireless Power Transfer: Technology for anything-to-anything applications.
[IEEE] 2026-9-10 | A Miniaturized Shared-Aperture Dual-Band and Dual-Polarization Base Station Antenna
[IEEE] 2026-9-10 | An Inverse-Designed Metasurface-Loaded Top-Hat Monopole Antenna for Cognitive Radio Applications
[IEEE] 2026-9-10 | Personalized Noise Diffusion Recommender Model
[ACM] 2026-9-11 | XRFix: Exploring Performance Bug Repair of Extended Reality Applications with Large Language Models
[ACM] 2026-9-11 | HarnessLLM: Rust Verification Harness Generation with Large Language Models
[ACM] 2026-9-11 | Fine-Grained Analyses for Evolution-Aware Runtime Verification
[ACM] 2026-9-11 | Agent-Based Ensemble Reasoning for Repository-Level Issue Resolution
[ACM] 2026-9-11 | FlowScope: Non-Intrusive Distributed Tracing with Method-Level Delay Estimation for Microservices Troubleshooting
[ACM] 2026-9-11 | Is My RPC Response Reliable? Detecting RPC Bugs in Blockchain Client under Context
[IEEE] 2026-9-11 | Aspect-Based Sentiment Analysis of Student Evaluation of Teaching Texts: A Big Data-Driven Empirical Study
[IEEE] 2026-9-11 | Algorithm-Assisted Propagation-Domain Decoupling Scheme for MIMO Arrays in 5 G V2X Full-Duplex Links
[IEEE] 2026-9-11 | Palm and Coir Fiber Composite Mat for Wide-Linear-Range Flexible Piezoresistive Pressure Sensing
[IEEE] 2026-9-11 | Metasurface-Enhanced Wideband Patch Antenna Phased Array with Reconfigurable Polarization
[IEEE] 2026-9-11 | A Dual-Polarized Phased Array for Harmonic and Non-Harmonic Triple-Band Operation Using Mode-Adaptive Current Element
[IEEE] 2026-9-11 | Layered-Recording Time-Reversal Holography for Dual-Depth Near-Field Communication
[IEEE] 2026-9-11 | Efficiency and Error Optimizations in ADI-FDTD-Particle-In-Cell Model for Wave-Particle Interactions and Slow-Wave Effects in THz Gap
[IEEE] 2026-9-10 | Versatile Exoskeleton Control Supports Elderly Joint Energetics During Hip-Intensive Tasks
[IEEE] 2026-9-11 | Planar Ultra-wideband Modular Antenna (PUMA) based Phased Array with WAIM Sheets Embedded with Metasurface for Improved Performance
[IEEE] 2026-9-11 | Reliable Loss Tangent Extraction of Low-Loss Materials in WR15 and WR10 Bands Using MCK Setup
[IEEE] 2026-9-11 | Transient Maxwell-Quantum Transport Simulation of Nanoscale Devices in the THz Regime
[IEEE] 2026-9-11 | Efficient Parallel Fast Direct Solver for Large-Scale Phased Array Analysis
[IEEE] 2026-9-11 | Reliable 7-DOF Manipulator Execution Via Arm-Angle Selection and Trajectory Retiming_supp1-3732902.mp4
[IEEE] 2026-9-11 | Stack Selection for Multilayer Huygens' Meta-Atoms and Accurate Inverse Design with a Hybrid Semianalytical and Deep Learning Framework
[IEEE] 2026-9-11 | A 200-GHz BiCMOS Traveling-Wave Planar Beamforming Array
[IEEE] 2026-9-10 | Ai-Based Innovations in Rf and Antenna Engineering
[IEEE] 2026-9-10 | TACoS:A Threshold‑Activated Compensation Scheme for Privacy‑Auditable IoT-Driven Smart Insurance
[IEEE] 2026-9-11 | All-Metal Circular Corrugated Waveguide Leaky-Wave Antenna
[IEEE] 2026-9-11 | Systematic and Fast Synthesis of Multi-Row Standard Cells for Advanced Technology Nodes
[IEEE] 2026-9-11 | Hierarchical Bilinear Scattering Transformer for Remote-Sensing Image Scene Classification
[IEEE] 2026-9-11 | Reinforcement Learning-Based Graph Neural Network for Cyber Risk Mitigation in Edge Networks
[IEEE] 2026-9-11 | Heal Sole: A Smart Insole Platform for Physiological Monitoring and Active Ankle Rehabilitation
[IEEE] 2026-9-11 | Development and Evaluation of VR-based Therapy for Public Speaking Anxiety
[IEEE] 2026-9-11 | Multi-Agent Deep Reinforcement Learning for Distributed Energy Management and Demand Response in Residential Microgrids
[IEEE] 2026-9-11 | Design and Implementation of an IoT-Based Intelligent Terrarium Environmental Control System Using Dual-MCU Architecture
[IEEE] 2026-9-11 | Technical Analysis of Customer-Based and Grid-Topology-Aware Load Shifting in an Industrial Zone
[IEEE] 2026-9-11 | Simulations of Implant Epitaxy 4H-SiC MOSFET Designs for 1.5-1.9kV Power Electronics Applications
[IEEE] 2026-9-11 | Title Page
[IEEE] 2026-9-11 | Research on the Dual Residual Alternating Projection Algorithm for Array Synthesis Applications
[IEEE] 2026-9-11 | Intelligent Interaction at a Glance: The Future of Gaze-Aware Systems
[IEEE] 2026-9-11 | SRD-YOLO: Self-Referential Deviation Learning for Tiny Defect Detection on Printed Circuit Boards
[IEEE] 2026-9-11 | Leveraging Physics-Guided Decoupled Neural Networks for Cryo-CMOS Device Modeling
[IEEE] 2026-9-11 | A MIPI Transmitter with Adaptive Image Pre-Processing for CMOS Image Sensors
[IEEE] 2026-9-11 | Wearable System for Knee Rehabilitation Monitoring with Near Real-time Feedback
[IEEE] 2026-9-11 | Autonomous Vehicle Acceptance and Construct-Level Fragmentation: Mapping Measurement Architecture in TAM- and UTAUT-Based Studies
[IEEE] 2026-9-11 | Comparative Evaluation of Immersive Virtual Reality and Document-Based Training for Industrial Gas Leak Response
[IEEE] 2026-9-11 | Copyright Page
[IEEE] 2026-9-11 | A Gate Driver Design Method for Crosstalk Suppression and Power Stage Loss Reduction
[IEEE] 2026-9-11 | A Novel QCA Circuit Placement Method: PCS-Aware Genetic Algorithm
[IEEE] 2026-9-11 | Electric Vehicle Charging Infrastructure in Türkiye: An Integrated Socio-Technical Framework for Network Readiness, Standards and Energy Justice
[IEEE] 2026-9-11 | A Compact 2F1T FeFET CIM Array for Energy-Efffcient Binary Neural Network Inference
[IEEE] 2026-9-11 | Designing Sensory Metaphors in Virtual Reality for Understanding Building Acoustic
[IEEE] 2026-9-11 | Memristor Array-Level DCT Feature Extraction Architecture for Compressed Domain Image Classification
[IEEE] 2026-9-11 | Analog Front-End Design for AC Magnetic Field Measurement Using Hall-Effect Sensor
[IEEE] 2026-9-11 | A Digital-Intelligent Evaluation System for College Entrance Examination Scoring Based on Cloud Computing and Big Data Analysis - Empowering Secondary School Teaching Practice
[IEEE] 2026-9-11 | Electrically Small Frequency-Agile Antenna with Enhanced Radiation Efficiency
[IEEE] 2026-9-11 | Front Matter
[IEEE] 2026-9-11 | RELOAD: Robust Elliptic Localization via low-rank structure of Observation and Adjoint Distance matrices
[IEEE] 2026-9-11 | Towards Explainable Model Fingerprints: A Saliency-Bound Multi-Bit Watermarking Framework
[IEEE] 2026-9-11 | Fast Analysis of Metastructures Using Multimodal Circuit-Based Surrogate Models
[IEEE] 2026-9-11 | Maximizing Electromagnetic Degrees of Freedom in Scattering Channels via Topology-Engineered Scatterers and Domain Decomposition
[IEEE] 2026-9-11 | Cloud Application Deployment and Automation
[IEEE] 2026-9-11 | X-band Angular Filter with Linear-to-Circular Polarization Conversion Capability
[IEEE] 2026-9-10 | Empathy-R1: A Chain-of-Empathy and Reinforcement Learning Framework for Long-Form Mental Health Support
[IEEE] 2026-9-11 | Technical Debt Principal Prediction by Deep Learning
[IEEE] 2026-9-11 | GS-SBL: Bridging Greedy Pursuit and Sparse Bayesian Learning for Efficient 3D Wireless Channel Modeling
[IEEE] 2026-9-11 | Dual-Band Polarisation-Selective RIS for 5G NR N77 and 5 GHz Wi-Fi Applications
[IEEE] 2026-9-11 | Research on Ethical Risks and Governance Strategies in the Transformation of Scientific Data into New Quality Productive Forces
[IEEE] 2026-9-11 | Near-Field Amplitude Manipulation of Dual-Polarized Antenna Using Parasitic Elements
[IEEE] 2026-9-11 | Additive Manufacturing of Millimeter-Wave TT&amp;C Components for LEO Constellations
[IEEE] 2026-9-11 | Enhancing Practical Domain Generalization via Partially Shared Features
[IEEE] 2026-9-11 | A Single-Input Dual-Output Time-Interleaving Multi-Step Switched-Capacitor DC-DC Boost Converter for Energy Harvesting Applications
[IEEE] 2026-9-11 | An FPGA-Accelerated Audio CNN for Alzheimer’s Disease Detection Using Hardware–Software Co-Design
[IEEE] 2026-9-11 | Data-Physics Fusion-Driven Engineering-Constraint-Aware Inverse Design of FSS
[IEEE] 2026-9-11 | Learning burr-related temporal patterns from cutting force sensor signals for burr severity classification
[IEEE] 2026-9-10 | PKGD: Physics Knowledge-Guided Diffusion Model for Underwater Image Enhancement
[IEEE] 2026-9-10 | ANCORA: Accurate Intrusion Recovery for Web Applications
[IEEE] 2026-9-10 | A Systematic Survey on Large Language Models for Evolutionary Optimization: From Modeling to Solving
[IEEE] 2026-9-10 | Analytical Parameter-Free Fault Location for Untransposed Double/Four Circuit Parallel Lines with Unsynchronized Sampled-Value Currents
[IEEE] 2026-9-10 | Multi-tier Message Scheduling for IoT-based Urban Emergency Systems through Semantic Priority Override
[IEEE] 2026-9-10 | Communication State-Awareness Event-Triggered
                    <i>H</i>
                    <sub>∞</sub>
                    Control for T-S Fuzzy Cyber-Physical Power Systems Subject to Hybrid FDI Attacks
[IEEE] 2026-9-10 | A Liouville Equation-Based Hybrid Method for Uncertainty-Aware Vehicle Motion Prediction
[IEEE] 2026-9-10 | Semantic-Aware Consistency Rectification for Cross-Modal Person Retrieval
[IEEE] 2026-9-10 | State-Aware Zero Trust Architecture for Offshore Wind Farms Based on Software Defined Perimeter
[ACM] 2026-9-11 | From Code Changes to Quality Gains: An Empirical Study in Python ML Systems with PyQu
[ACM] 2026-9-11 | BTreeFuzz: Enhanced Feedback Mechanism for ROS Program Fuzzer Based on Behavior Tree
[ACM] 2026-9-11 | Views on Internal and External Validity in Empirical Software Engineering: 10 Years Later and Beyond
[ACM] 2026-9-11 | MioHint: LLM-Assisted Request Mutation for Whitebox REST API Testing
[ACM] 2026-9-11 | One Size Does Fit All: Kernel-Assisted Fine-Grained Debloating and Layout Randomization for Shared Libraries
[IEEE] 2026-9-10 | TriRE: Three-Stage Reflection for Training-Free Relation Extraction
[IEEE] 2026-9-10 | A High Compression Ratio Sheet Beam Electron Gun with Elliptically Tapered Focus Electrode for Terahertz Traveling-Wave Tubes
[IEEE] 2026-9-10 | Simulation of Three-Dimensional Optic-induced Plasma Distribution Based on Numerical Integration Methods
[IEEE] 2026-9-10 | PPG-UNet: Physics-Prior-Guided U-Net for Mutual Interference Suppression on Automotive Radar
[IEEE] 2026-9-10 | A Fast Automatic Frequency Calibration Circuit with Enhanced Hybrid-Search Algorithm for PLL
[IEEE] 2026-9-10 | Design of a Portable S-Parameter Test Module Based on ADL5960
[IEEE] 2026-9-10 | MPM Signature Analysis of GPR Signal for Utilities Localization
[IEEE] 2026-9-10 | An ultra-wideband stable high-gain slot antenna loaded with FSS and Metasurface
[IEEE] 2026-9-10 | Novel Input-Reflectionless Triplexer Topology with Parallel Lowpass/Bandpass/Highpass Outputs
[IEEE] 2026-9-10 | Design of 4×4 Butler Matrix Based on Ridge Gap Waveguide
[IEEE] 2026-9-10 | Efficient Artificial Neural Networks for Array Antenna Diagnosis
[IEEE] 2026-9-10 | A 75–105 GHz Wideband Active Phase Shifter in 65-nm CMOS
[IEEE] 2026-9-10 | A Differential-Fed Wideband Endfire Antenna with Controllable Radiation Null
[IEEE] 2026-9-10 | The Realization of MMIC Oscillators with Resonant Tunnelling Diode
[IEEE] 2026-9-10 | Prototype-Aware Edge-Weighted Graph Neural Network for MOOC Dropout Prediction
[IEEE] 2026-9-10 | Classroom Leadership for Fundamental Engineering Education in an Era of AI Disruption
[IEEE] 2026-9-10 | Design on GaN-Based Ka-Band T/R Multi-functional MMIC Chip
[IEEE] 2026-9-10 | A Multi-Band Microwave Sensor for Solid Characterization
[IEEE] 2026-9-10 | Data-driven Characteristic Mode Basis Function Method for Analyzing Electromagnetic Scattering from Finite Periodic Arrays
[IEEE] 2026-9-10 | Analysis of Topics and Sentiments in Tweets and News Reports on Brazilian Cultural Festival
[IEEE] 2026-9-10 | VLA-Inspired Closed-Loop Planar Pose Correction for Robotic Manipulators: A Simulation Study with Software-Side Quantization Analysis
[IEEE] 2026-9-10 | Wideband Wide-Scan Low-RCS Phased Array Based on Multilayer Impedance Matching Network
[IEEE] 2026-9-10 | A 140GHz E-plane Waveguide 8×8 Butler Matrix for D-band Multibeam Applications
[IEEE] 2026-9-10 | Design of 2.1–2.2 GHz Asymmetric Two-Stage GaN HEMT MMIC Doherty Power Amplifier
[IEEE] 2026-9-10 | Design of a Hybrid E-plane Waveguide Power Divider at W-band
[IEEE] 2026-9-10 | A Qualitative Analysis of Shifts in Integration/Critical Thinking Across Design, AI, and Domain Knowledge from Design AI Workshops
[IEEE] 2026-9-10 | Fractal Metasurface for Large-Angle Bessel Beam Deflection and Simultaneous Wireless Information and Power Transfer
