[2026-02-17 09:35:37] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-16
正在获取论文...
[arXiv] 2026-02-16 | ALiA: Adaptive Linearized ADMM
[arXiv] 2026-02-16 | Boule or Baguette? A Study on Task Topology, Length Generalization, and the Benefit of Reasoning Traces
[arXiv] 2026-02-16 | Uniform-in-time propagation of chaos for consensus-based minimax algorithm
[arXiv] 2026-02-16 | LRD-MPC: Efficient MPC Inference through Low-rank Decomposition
[arXiv] 2026-02-16 | Partially ordered sets of distributive type and algebras with straightening laws
[arXiv] 2026-02-16 | M-CODE: Materials Categorization via Ontology, Dimensionality and Evolution
[arXiv] 2026-02-16 | Ilmenite-Type Ca$_x$IrO$_3$ via Topochemical Ion Exchange: Stacking Faults and Low-Temperature Magnetic Anomaly
[arXiv] 2026-02-16 | Diversity vs Degrees of Freedom in Gaussian Fading Channels
[arXiv] 2026-02-16 | Competition for attention predicts good-to-bad tipping in AI
[arXiv] 2026-02-16 | Short intervals for the Romanoff-type sumset
[arXiv] 2026-02-16 | AdaptManip: Learning Adaptive Whole-Body Object Lifting and Delivery with Online Recurrent State Estimation
[arXiv] 2026-02-16 | High Precision Audience Expansion via Extreme Classification in a Two-Sided Marketplace
[arXiv] 2026-02-16 | Application of Quasi Monte Carlo and Global Sensitivity Analysis to Option Pricing and Greeks
[arXiv] 2026-02-16 | Emergently Misaligned Language Models Show Behavioral Self-Awareness That Shifts With Subsequent Realignment
[arXiv] 2026-02-16 | Climate network and complexity based ENSO forecast for 2026
[arXiv] 2026-02-16 | Measuring the relatedness between scientific publications using controlled vocabularies
[arXiv] 2026-02-16 | Flexible Surfaces in $\mathbb{C}P^2$ and $S^2\times S^2$
[arXiv] 2026-02-16 | Linear independence of theta series of positive-definite, unimodular even lattices
[arXiv] 2026-02-16 | Rethinking the Role of LLMs in Time Series Forecasting
[arXiv] 2026-02-16 | LLMStructBench: Benchmarking Large Language Model Structured Data Extraction
[arXiv] 2026-02-16 | AI Arms and Influence: Frontier Models Exhibit Sophisticated Reasoning in Simulated Nuclear Crises
[arXiv] 2026-02-16 | Compatible pairs of Hamiltonian operators of the first and third orders
[arXiv] 2026-02-16 | More than Decision Support: Exploring Patients' Longitudinal Usage of Large Language Models in Real-World Healthcare-Seeking Journeys
[arXiv] 2026-02-16 | Scale redundancy and soft gauge fixing in positively homogeneous neural networks
[arXiv] 2026-02-16 | DC Microgrids with Nested Nonlinear Distributed Control: Scalable Large-Signal Stability and Voltage Containment
[arXiv] 2026-02-16 | Cheeger's isoperimetric problem for Gaussian mixtures
[arXiv] 2026-02-16 | Diffeomorphism Invariant Formulation of CP Violation
[arXiv] 2026-02-16 | Hua-Pickrell diffusions and differential equations related with pseudo-Jacobi polynomials
[arXiv] 2026-02-16 | Completing the classification of torsion subgroups for rational elliptic curves over sextic fields
[arXiv] 2026-02-16 | A Unified Mathematical Framework for Distributed Data Fabrics: Categorical Hypergraph Models
[arXiv] 2026-02-16 | Search for $H\rightarrow c\bar{c}$ and measurement of $H\rightarrow b\bar{b}$ via $t\bar{t}H$ production
[arXiv] 2026-02-16 | A Critical Look at Targeted Instruction Selection: Disentangling What Matters (and What Doesn't)
[arXiv] 2026-02-16 | SynthSAEBench: Evaluating Sparse Autoencoders on Scalable Realistic Synthetic Data
[arXiv] 2026-02-16 | Disentangling Pitch and Creak for Speaker Identity Preservation in Speech Synthesis
[arXiv] 2026-02-16 | Universal Image Immunization against Diffusion-based Image Editing via Semantic Injection
[arXiv] 2026-02-16 | Uniform Perfectness, Geodesic Richness, and Rigidity for Sublinearly Morse Boundaries
[arXiv] 2026-02-16 | Recursive regularised lattice Boltzmann method for magnetohydrodynamics
[arXiv] 2026-02-16 | S-matrices in the holomorphic modular bootstrap approach
[arXiv] 2026-02-16 | Breaking Data Efficiency Dilemma: A Federated and Augmented Learning Framework For Alzheimer's Disease Detection via Speech
[arXiv] 2026-02-16 | SketchingReality: From Freehand Scene Sketches To Photorealistic Images
[arXiv] 2026-02-16 | Conditions for Bacterial Selection and Extinction Driven by Growth-Kill Trade-Off in Cyclic Antimicrobial Treatments
[arXiv] 2026-02-16 | GenPANIS: A Latent-Variable Generative Framework for Forward and Inverse PDE Problems in Multiphase Media
[arXiv] 2026-02-16 | Bayesian Cosmic Void Finding with Graph Flows
[arXiv] 2026-02-16 | Wavemaker and endogeneity of gravitationally stretched weakly viscoelastic jets
[arXiv] 2026-02-16 | Weakly $\sqrt{J}U$ Rings
[arXiv] 2026-02-16 | DFT and MLIP study of solute segregation to coherent and semi-coherent α-Fe/Fe$_3$C interfaces
[arXiv] 2026-02-16 | Quasi-reductive supergroups with small even parts
[arXiv] 2026-02-16 | Quantum-Assisted Trainable-Embedding Physics-Informed Neural Networks for Parabolic PDEs
[arXiv] 2026-02-16 | The Wikidata Query Logs Dataset
[arXiv] 2026-02-16 | Learning Dirac Spectral Transforms for Topological Signals
[arXiv] 2026-02-16 | Touchard's identity and a detailed determination of the radius of convergence of the Catalan series
[arXiv] 2026-02-16 | Polar: An Algebraic Analyzer for (Probabilistic) Loops
[arXiv] 2026-02-16 | DCTracks: An Open Dataset for Machine Learning-Based Drift Chamber Track Reconstruction
[arXiv] 2026-02-16 | Preliminary sonification of ENSO using traditional Javanese gamelan scales
[arXiv] 2026-02-16 | Fluid-Agent Reinforcement Learning
[arXiv] 2026-02-16 | Potential Energy Curves of Hydrogenic Halides HX(Cl,Br) and i.DMFT Method
[arXiv] 2026-02-16 | When Security Meets Usability: An Empirical Investigation of Post-Quantum Cryptography APIs
[arXiv] 2026-02-16 | Controlled Theory of Skyrmion Chern Bands in Moiré Quantum Materials: Quantum Geometry and Collective Dynamics
[arXiv] 2026-02-16 | Expander Decomposition with Almost Optimal Overhead
[arXiv] 2026-02-16 | TouchFusion: Multimodal Wristband Sensing for Ubiquitous Touch Interactions
[arXiv] 2026-02-16 | Growth conditions for freeness of the Furstenberg boundary action
[arXiv] 2026-02-16 | Learning User Interests via Reasoning and Distillation for Cross-Domain News Recommendation
[arXiv] 2026-02-16 | Stacking-Engineered Thermal Transport and Phonon Filtering in Rhenium Disulfide
[arXiv] 2026-02-16 | Boundary Point Jailbreaking of Black-Box LLMs
[arXiv] 2026-02-16 | Invariant Gibbs dynamics for the hyperbolic sinh-Gordon model
[arXiv] 2026-02-16 | A formula for the Euler class of foliations
[arXiv] 2026-02-16 | ThermEval: A Structured Benchmark for Evaluation of Vision-Language Models on Thermal Imagery
[arXiv] 2026-02-16 | Large expander subgraphs in high genus triangulations
[arXiv] 2026-02-16 | Block Empirical Likelihood Inference for Longitudinal Generalized Partially Linear Single-Index Models
[arXiv] 2026-02-16 | Topological trivialization in non-convex empirical risk minimization
[arXiv] 2026-02-16 | The proximal Galerkin method for non-symmetric variational inequalities
[arXiv] 2026-02-16 | Robust Value Maximization in Challenge the Champ Tournaments with Probabilistic Outcomes
[arXiv] 2026-02-16 | Tropical cluster varieties, phylogenetic trees, and generalized associahedra
[arXiv] 2026-02-16 | Optical and transport anisotropies in spin-textured altermagnets
[arXiv] 2026-02-16 | ReusStdFlow: A Standardized Reusability Framework for Dynamic Workflow Construction in Agentic AI
[arXiv] 2026-02-16 | Approximation classes for the anisotropic space-time finite element method. An almost characterization
[arXiv] 2026-02-16 | Data-driven modeling of shock physics by physics-informed MeshGraphNets
[arXiv] 2026-02-16 | BFS-PO: Best-First Search for Large Reasoning Models
[arXiv] 2026-02-16 | The antiferromagnetic Ising model beyond line graphs
[arXiv] 2026-02-16 | Coverage Guarantees for Pseudo-Calibrated Conformal Prediction under Distribution Shift
[arXiv] 2026-02-16 | A posteriori error estimates for a modified Morley FEM
[arXiv] 2026-02-16 | Colimit-Based Composition of High-Level Computing Devices
[arXiv] 2026-02-16 | Low-Temperature Sputtering and Polarity Determination of Vertically Aligned ZnO Nanocolumns
[arXiv] 2026-02-16 | Identifying open-orbit topological surface states in dual topological semimetal TaSb$_2$
[arXiv] 2026-02-16 | Infinite reduction in absorbing time in quantum walks over classical ones
[arXiv] 2026-02-16 | Exploring the magnetic field of the ultraluminous X-ray pulsar NGC 4631 X-8
[arXiv] 2026-02-16 | Reduction of bar fraction in paired galaxies in the SDSS
[arXiv] 2026-02-16 | Gauge-independent gravitational waves from a minimal dark $U(1)$ sector with viable dark matter candidates
[arXiv] 2026-02-16 | Exploring the limits of pre-trained embeddings in machine-guided protein design: a case study on predicting AAV vector viability
[arXiv] 2026-02-16 | Constrained Portfolio Optimization via Quantum Approximate Optimization Algorithm (QAOA) with XY-Mixers and Trotterized Initialization: A Hybrid Approach for Direct Indexing
[arXiv] 2026-02-16 | FLRW-Cosmology in Scalar-Vector-Tensor Theories of Gravity
[arXiv] 2026-02-16 | Minimizing the volume of globally hyperbolic anti-de Sitter 3-manifolds
[arXiv] 2026-02-16 | Identifying Bergman space functions from intervals
[arXiv] 2026-02-16 | Extending Multi-Source Bayesian Optimization With Causality Principles
[arXiv] 2026-02-16 | Intent-Driven Dynamic Chunking: Segmenting Documents to Reflect Predicted Information Needs
[arXiv] 2026-02-16 | Neurosim: A Fast Simulator for Neuromorphic Robot Perception
[arXiv] 2026-02-16 | Random geometric graphs with smooth kernels: sharp detection threshold and a spectral conjecture
[arXiv] 2026-02-16 | Symmetry in language statistics shapes the geometry of model representations
[arXiv] 2026-02-16 | Excavation of a 69-m diameter and 94-m high cavern for the Hyper-Kamiokande detector
[arXiv] 2026-02-16 | Application of RFSoC Technology for Beam Position Monitors at the SuperKEKB Storage Rings Injection Points
[arXiv] 2026-02-16 | Quintessence with tachyonic resonance and late-time cosmic-microwave-background and gravitational-wave signals
[arXiv] 2026-02-16 | When to repeat a biomarker test? Decomposing sources of variation from conditionally repeated measurements
[arXiv] 2026-02-16 | Electron readout contrast enhancement in the parallel nuclear regime of an exchange-coupled donor spin qubit system
[arXiv] 2026-02-16 | Quantifying Strain and its Effect on Charge Transport in Ge/Si Core/Shell Nanowires
[arXiv] 2026-02-16 | EditCtrl: Disentangled Local and Global Control for Real-Time Generative Video Editing
[arXiv] 2026-02-16 | Modeling isolated magnetar spin-down evolution and implications for long-period radio transients
[arXiv] 2026-02-16 | Geodetically Anchored 0.30m Digital Elevation Model of the Chandrayaan-3 Vikram Landing Site from Chandrayaan-2 Orbital High Resolution Camera (OHRC) Stereo Imagery
[arXiv] 2026-02-16 | Real-time Range-Angle Estimation and Tag Localization for Multi-static Backscatter Systems
[arXiv] 2026-02-16 | Multielectron ionization in O$_2^+$ driven by intense infrared laser pulses
[arXiv] 2026-02-16 | The radial velocity curve for HeII emission cannot be used for component mass determination in SS433
[arXiv] 2026-02-16 | PAct: Part-Decomposed Single-View Articulated Object Generation
[arXiv] 2026-02-16 | Nematostriction in frustrated two-dimensional Heisenberg models
[arXiv] 2026-02-16 | Improved frequency hierarchy treatment for anisotropic spectral distortions
[arXiv] 2026-02-16 | The Distortion of Stable Matching
[arXiv] 2026-02-16 | DRAMA: Domain Retrieval using Adaptive Module Allocation
[arXiv] 2026-02-16 | Tool-Aware Planning in Contact Center AI: Evaluating LLMs through Lineage-Guided Query Decomposition
[arXiv] 2026-02-16 | Locally Adaptive Multi-Objective Learning
[arXiv] 2026-02-16 | Max-Min Bilinear Completely Positive Programs: A Semidefinite Relaxation with Tightness Guarantees
[arXiv] 2026-02-16 | On the non-existence of almost complex structures on sphere bundles over complex projective spaces
[arXiv] 2026-02-16 | Variance-Reduced $(\varepsilon,δ)-$Unlearning using Forget Set Gradients
[arXiv] 2026-02-16 | Rook placements and coadjoint orbits for maximal unipotent subgroups of finite symplectic groups
[arXiv] 2026-02-16 | Anisotropy-driven interfacial magnetism in Ru-deficient SrRuO$_3$ thin films
[arXiv] 2026-02-16 | Minimal Inversions in Integer Matrices of Fixed RSK Shape
[arXiv] 2026-02-16 | From Classical to Quantum: Extending Prometheus for Unsupervised Discovery of Phase Transitions in Three Dimensions and Quantum Systems
[arXiv] 2026-02-16 | [C/N] Ages and Extra-Mixing for [Fe/H] <- 0.5: Insights from the LMC and SMC
[arXiv] 2026-02-16 | Sub-1-Angstrom-Resolution Imaging Reveals Phase Contrast Transition in Ice Ih Caused by Basal Stacking Faults
[arXiv] 2026-02-16 | BHyGNN+: Unsupervised Representation Learning for Heterophilic Hypergraphs
[arXiv] 2026-02-16 | Equivariant multiplicities and mirror symmetry for Hilbert schemes
[arXiv] 2026-02-16 | Competing states in the $S=1/2$ triangular-lattice $J_1$-$J_2$ Heisenberg model: a dynamical density-matrix renormalization group study
[arXiv] 2026-02-16 | Lifted Relational Probabilistic Inference via Implicit Learning
[arXiv] 2026-02-16 | Drift-Diffusion Matching: Embedding dynamics in latent manifolds of asymmetric neural networks
[arXiv] 2026-02-16 | Model Context Protocol (MCP) Tool Descriptions Are Smelly! Towards Improving AI Agent Efficiency with Augmented MCP Tool Descriptions
[arXiv] 2026-02-16 | Concept Influence: Leveraging Interpretability to Improve Performance and Efficiency in Training Data Attribution
[arXiv] 2026-02-16 | The Well-Tempered Classifier: Some Elementary Properties of Temperature Scaling
[arXiv] 2026-02-16 | World Models for Policy Refinement in StarCraft II
[arXiv] 2026-02-16 | Domain decomposition dynamical low-rank for multi-dimensional radiative transfer equations
[arXiv] 2026-02-16 | BEACONS: Bounded-Error, Algebraically-Composable Neural Solvers for Partial Differential Equations
[arXiv] 2026-02-16 | Multi-dimensional Persistent Sheaf Laplacians for Image Analysis
[arXiv] 2026-02-16 | Evolutionarily Primitive Social Entities
[arXiv] 2026-02-16 | Convergence for linear quadratic potential mean field games
[arXiv] 2026-02-16 | Debiasing Central Fixation Confounds Reveals a Peripheral "Sweet Spot" for Human-like Scanpaths in Hard-Attention Vision
[arXiv] 2026-02-16 | High-precision measurement of $^{215}$Po half-life via delayed-coincidence analysis
[arXiv] 2026-02-16 | On pp-waves with lightlike parallel spinors
[arXiv] 2026-02-16 | The empirical distribution of sequential LS factors in Multi-level Dynamic Factor Models
[arXiv] 2026-02-16 | Radio-Frequency Gasket for Studies of Superconductivity in Diamond Anvil Cells
[arXiv] 2026-02-16 | Scalable Multi-Robot Path Planning via Quadratic Unconstrained Binary Optimization
[arXiv] 2026-02-16 | Strongly correlated Josephson junction: proximity effect in the single-layer Hubbard model
[arXiv] 2026-02-16 | Uniaxial strain tuned magnetism of the altermagnet candidate h-FeS
[arXiv] 2026-02-16 | Patient-Made Knowledge Networks: Long COVID Discourse, Epistemic Injustice, and Online Community Formation
[arXiv] 2026-02-16 | Error Patterns in Historical OCR: A Comparative Analysis of TrOCR and a Vision-Language Model
[arXiv] 2026-02-16 | Rings in which the square of a unit is the sum of 1 and an element from $\sqrt{J(R)}$
[arXiv] 2026-02-16 | Diagnosing Knowledge Conflict in Multimodal Long-Chain Reasoning
[arXiv] 2026-02-16 | Beyond Translation: Evaluating Mathematical Reasoning Capabilities of LLMs in Sinhala and Tamil
[arXiv] 2026-02-16 | Local Short-Time Acceleration and deSitter Spacetime induced Extra Spectral Broadening: a Simple Interpretation of Modified Inertial in MOND
