[2026-03-28 22:30:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-27
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202603270000+TO+202603272359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-3-27 | Doeblin Curves
[IEEE] 2026-3-27 | Real Time YOLOv8 Training Monitor: A Lightweight Diagnostic Tool with Overfitting Detection and Remote Alerting
[IEEE] 2026-3-27 | Graph-Based Lexical Network for Enhancing Vocabulary Acquisition in Language Curricula
[IEEE] 2026-3-27 | Deep Skin Net++: An Enhanced Ensemble Framework for Skin Lesion Classification
[IEEE] 2026-3-27 | A Comprehensive Study on Thermal Effects, Management and Optimization in Electric Vehicle Motors and Testing Dynamometers
[IEEE] 2026-3-27 | Study on Inspection Path Planning of Warehouse Robots Based on Deep Learning
[IEEE] 2026-3-27 | Pose-Enriched Text-Image Person Re-Identification Via Cross-Modal Learning
[IEEE] 2026-3-27 | An Experimental Study on Effects of Lighting Conditions for Better-Performance and Comfortable Gameplay
[IEEE] 2026-3-27 | Starting Transient Analysis and Pre-Charge Resistor Design for Diode-Based or Active Front-End Converters
[IEEE] 2026-3-27 | Agent-Based Dynamic Vehicle Routing in Urban Logistics under Real-time Traffic Conditions
[IEEE] 2026-3-27 | Research on Active Power Control Strategy for Wind Farm Clusters Based on Genetic Algorithm
[IEEE] 2026-3-27 | Robust Spectral Signal Processing-Based Framework for Infrared Interferometry-Driven SiC Epitaxial Thickness Estimation
[IEEE] 2026-3-27 | Research on the Application of Reinforcement Learning in Intelligent Translation and Spoken Language Training Systems
[IEEE] 2026-3-27 | Neural Machine Translation Technique for Interpreting Ancient Texts in Philology Education
[IEEE] 2026-3-27 | Anti-Collision Algorithm for RFID Tags Based on Deep Learning
[IEEE] 2026-3-27 | The Use of Chatbots in Higher Education: A Bibliometric and SWOT Analyses
[IEEE] 2026-3-27 | RT-Pencil: an RT-DETR-Based Algorithm for Pencil Defect Detection
[IEEE] 2026-3-27 | Research on Precise Electricity-Carbon Measurement and Uncertainty Quantification Based on Spatiotemporal Differences
[IEEE] 2026-3-27 | Research on innovative architecture high performance computing device technology supporting application of artificial intelligence large models
[IEEE] 2026-3-27 | AI-Based Risk Profiling of Online Human Trafficking Victims: A Multimodal Framework for Proactive Detection
[IEEE] 2026-3-27 | Estimation Method of Voltage Collapse Critical Point for Distribution Network Loop Closing Operation Based on Continuous Power Flow Method
[IEEE] 2026-3-27 | Future-Ready Charging for Light Electric Mobility: Techno-Economic Assessment of LEVDC Chargers for 2W and 3W
[IEEE] 2026-3-27 | FPGA Implementation of a Pipelined RV32IM Processor with Dynamic Branch Prediction
[IEEE] 2026-3-27 | Efficient Solar Water Pumping System for Wastewater Management
[IEEE] 2026-3-27 | Optimization of Sulfonated Poly(Arylene Ether Ketone) Electrode Ionomer Toward Improving the Performance and Durability of Proton Exchange Membrane Fuel Cells
[IEEE] 2026-3-27 | Multi-Agent Machine Unlearning in Healthcare AI: Neural, Symbolic, and Coordination
[IEEE] 2026-3-27 | Decentralized Vehicle to Infrastructure Communication and Data Exchange Using Proof of Stake
[IEEE] 2026-3-27 | Using Vision-Language Models to Detect Anomalies in CCTV Surveillance Videos
[ACM] 2026-3-27 | A Multilayered Approach to Constructing a Patent Field of Technology Ontology
[IEEE] 2026-3-27 | Scenario-Adaptive Deep Joint Source-Channel Coding for CSI Feedback
[IEEE] 2026-3-27 | Low-Complexity Multi-Step Signal Prediction for Underwater Acoustic Communications: A Joint Reservoir Computing and Transfer Learning Approach
[IEEE] 2026-3-27 | When Beneficial Intelligence Turns Hostile: A Survey of Adversarial Threats in AI-Native 6G
[IEEE] 2026-3-27 | Physical-Semantic Aware Multimodal Facial Expression Recognition for Human-Centric IoT
[IEEE] 2026-3-27 | Enhanced Resolution in Single-Pixel Imaging via DMD and Mask-Based Dual-Modulation
[IEEE] 2026-3-27 | Waveformer: Dual-Branch Adaptive Network with Wavelet-Guided Cross-Context Decoding for Colorectal Polyp Segmentation
[IEEE] 2026-3-27 | ICCE 2026 Opinion
[IEEE] 2026-3-27 | Geometrical constructions of purity testing protocols and their applications to quantum communication
[IEEE] 2026-3-27 | Detection of Inter-Turn Short Circuits Using Search and Rogowski Coils in a Permanent Magnet Machine Driven by Multiple Inverters
[IEEE] 2026-3-27 | Multi-Task Adversarial Attacks for Wireless Communication Signals
[IEEE] 2026-3-27 | Terahertz Beamforming and Group Sparse Channel Estimation Relying on Low-Resolution ADCs in MU Hybrid MIMO systems
[IEEE] 2026-3-27 | Non-Destructive Testing of Temperature Uniformity of SiC MOSFETs Based on Distribution Parameters
[IEEE] 2026-3-27 | 2025 International Conference on Transformative Computing Technologies (ICTCT)
[IEEE] 2026-3-27 | Copyright Page
[ACM] 2026-3-27 | LiDAR 3.0: Photonics-Aware Planning-Guided Automated Electrical Routing for Large-Scale Active Photonic Integrated Circuits
[ACM] 2026-3-27 | Gradient-Guided RC Weighting for Timing-Driven Global Routing
[ACM] 2026-3-27 | Invited: Agentic Chip Design from Spec2GDS - Faster and Better than a Human Expert?
[ACM] 2026-3-27 | Physical Synthesis/layout Issues Specific to FPGA-based Emulation
[IEEE] 2026-3-27 | Sponsors
[IEEE] 2026-3-27 | Research on an Intelligent File Query System Model Integrating Natural Language Understanding and Information Retrieval
[IEEE] 2026-3-27 | Research on an Application Model of Action Recognition Technology in Human-Computer Interaction
[IEEE] 2026-3-27 | EMG-Based Prosthetic Arm Control Using Deep Learning and Machine Learning Models
[IEEE] 2026-3-27 | Design and Evaluation of a Dynamic Context-Aware Translation System in AR Scenarios
[IEEE] 2026-3-27 | Research and Development of an Automatic Detection System for Weld Radiographic Film Defects Based on Deep Learning
[IEEE] 2026-3-27 | Modeling of Fixed Configuration for Virtual Circuits in Secondary Systems and Autonomous Configuration Algorithm for Intelligent Transformation
[IEEE] 2026-3-27 | Testbed for Custom Open-Source Power Management Integrated Circuit in Harsh Space Environments
[IEEE] 2026-3-27 | A Hybrid AI Framework for Dynamic Talent Trajectory Modeling and Proactive Outcome Optimization
[IEEE] 2026-3-27 | Design and Simulation of an Induction Heating Coil to Melt Aluminium Scrap
[IEEE] 2026-3-27 | Design of a Quick-Change System for Gripping Mechanisms and Force-Controlled Gripping Planning for Warehouse Automation
[IEEE] 2026-3-27 | A Unified OTFS Framework for Communication and Real-Time Sensing Using USRP B200 SDR
[IEEE] 2026-3-27 | Design of Electronically Controlled First-Order Filter Using LT1228 IC
[IEEE] 2026-3-27 | SkyCast: Intelligent Web-Based Weather Forecasting Using Real-Time Data Analytics
[IEEE] 2026-3-27 | A Variable-Speed Fault Diagnosis Method for RV Reducer Using Fused Multi-Attention Transformer Network
[IEEE] 2026-3-27 | A Hybrid EWT-BiTCN-Transformer Model for Short-Term Photovoltaic Power Forecasting
[IEEE] 2026-3-27 | Quantitative Characterization of Performance-Memory Trade-Offs in Stack Optimization for Hardware-Accelerated ML-DSA
[IEEE] 2026-3-27 | High Gain Converter Based on Dual-Switch Single-Inductor and Switched Capacitor Network with Reduced MoSFET Stress
[IEEE] 2026-3-27 | Boost-Integrated Single-Stage AC-AC Configuration for Induction Cooking Applications
[IEEE] 2026-3-27 | Design and Validation of an Intelligent Operation Error Prevention Mechanism for Substation Systems
[IEEE] 2026-3-27 | Application and Evaluation of an AI-Assisted Design Process in Textile Pattern Development
[IEEE] 2026-3-27 | Efficient Step-Up Voltage Conversion Using Switched Inductor High-Gain (SIHG) DC-DC Converter Topology
[IEEE] 2026-3-27 | System Robustness and Collaborative Optimization Based on Graph Model
[IEEE] 2026-3-27 | Pioneering Robust UART Systems Leveraging Riccati Based Sampling for Superior Bit Error Rate Performance
[IEEE] 2026-3-27 | Bypass Cable Working Current Monitoring Technology and Its Application in Power Systems
[IEEE] 2026-3-27 | AI-Driven Exam Hall Monitoring System Using Flask and Face Recognition
[IEEE] 2026-3-27 | Hybrid K-means Clustering and DID Model for High-Dimensional Data Intervention Evaluation within a Multiple Linear Regression Framework
[IEEE] 2026-3-27 | Improved Third-Order Generalized Integral Flux Observer with Extended State Observer for PMSM Sensorless Control
[IEEE] 2026-3-27 | Performance Analysis of Permanent Magnet Synchronous Motor Using Combined FOC-MTPA and Conventional FOC: A Comparative Study
[IEEE] 2026-3-27 | Cross-border Short Video Platform System for Dynamic Adaptation to Legal Conflicts, Regional Regulatory Analysis, and Intelligent Content Filtering Based on Natural Language Processing and Intelligent Algorithms
[IEEE] 2026-3-27 | Spec2LLM: A Spectral-to-Language Reprogramming Framework for Power Transformer Temperature Forecasting
[IEEE] 2026-3-27 | Chunking Strategies in RAG Pipelines: Evaluating the Impact on LLM Response Quality Using Consumer Electronics User Manuals
[IEEE] 2026-3-27 | Optimization Algorithm for Inertia Support Capacity of Intermittent New Energy Grid Connection Considering Carbon Emission Constraints
[IEEE] 2026-3-27 | Intelligent Data Acquisition System and Monitoring System for Real-Time Fault Detection in Electric Motors
[IEEE] 2026-3-27 | Rethinking Retrieval: Adaptive vs Traditional RAG in Real-World E-Commerce Chatbots
[IEEE] 2026-3-27 | Advancements in Image De-Noising for Improved MRI Brain Image Analysis in Alzheimer's Disease Diagnosis
[IEEE] 2026-3-27 | MSHCNet: A Multi-Scale Hierarchical Complementary Network for EEG-Based Motor Imagery Classification
[IEEE] 2026-3-27 | A Spurious-Free Antenna for Rectifying Antenna Applications
[IEEE] 2026-3-27 | Design and Implementation of a High-Speed Shuttle UUV Control System
[IEEE] 2026-3-27 | MobileNetV2 Model for Multiclass Tomato Disease Prediction Using Blended Dataset for Smart Farming
[IEEE] 2026-3-27 | Collaborative Capacity Determination Method for Wind Solar Energy Storage System in the Terminal Power Grid
[IEEE] 2026-3-27 | Simulation Study and Performance Analysis of Proton Exchange Membrane Fuel Cell System for Aviation Applications
[IEEE] 2026-3-27 | Edge-Aware Vision Assistance: A Real-Time Transformer-Based Object Detection and Reading System for Visually Impaired Users
[IEEE] 2026-3-27 | Modeling and Simulation of User Survival Space in UGC Platforms Integrating Sentiment Analysis and Behavior Prediction
[IEEE] 2026-3-27 | Research on Helicopter Flight Trajectory Tracking Control Based on Deep Learning Algorithms
[IEEE] 2026-3-27 | AI-Assisted Research Workshop: A Strategy to Enhance Engagement and Motivation in Engineering Education
[ACM] 2026-3-28 | TrEnv-X: Transparently Share Serverless Execution Environments Across Different Functions and Nodes
[IEEE] 2026-3-27 | Message From Principal ICTCT 2025
[IEEE] 2026-3-27 | Preface
[IEEE] 2026-3-27 | Welcome Letter
[IEEE] 2026-3-27 | ICCE 2026 Contributor Page
[IEEE] 2026-3-27 | High-Efficiency Tandem Quantum Dot Light-Emitting Diodes with Ultralow Turn-on Voltage
[IEEE] 2026-3-27 | A Control Approach for Performance Improvement of MMR-Based SST in H
                    <sub>2</sub>
                    Electrolyzer Applications
[IEEE] 2026-3-27 | 3D Reconstruction of Vertebrae from Sparse 2D CT Data Using Conditional GANs and Transfer Learning
[IEEE] 2026-3-27 | Enhanced RGB-D Visual SLAM Using Photogrammetric Key-Frame Selection Method and Static Conditional Probability Model
[IEEE] 2026-3-27 | Unfolding High-order Correlations for Interpretable Multi-contrast MRI Super-resolution
[IEEE] 2026-3-27 | GRAFNeT: Guided Recursive Attention Fusion Network for Multimodal Medical Imaging
[IEEE] 2026-3-27 | Enhanced Multivariate Fusion TSNN-based Dynamic Integration Error Detection for Unmanned Platforms’ Multibeam-Motion Sensor Systems in Internet of Underwater Things
[IEEE] 2026-3-27 | Mapping the Asymmetric Spatial Distribution of Urban Homeless Encampments Using High Resolution Satellite Imagery_supp1-3678098.docx
[IEEE] 2026-3-27 | An improved transformer-grid inductor magnetic integration for single-stage on-board charger
[IEEE] 2026-3-27 | ContractionPPO: Certified Reinforcement Learning via Differentiable Contraction Layers
[IEEE] 2026-3-27 | Generalizable Hierarchical Skill Learning via Object-Centric Representation_supp1-3678126.mp4
[IEEE] 2026-3-27 | DDAN-RGAL: A Dual-Domain Adaptive Network With Reality-Gap Aware Learning for Field-Deployable Plant Disease Detection
[ACM] 2026-3-27 | Chip Design in the Era of AI &amp; Quantum: From Idea to IC, are we there yet?
[ACM] 2026-3-27 | Invited: Analog IC Design Automation -- More than a Technical Challenge
[IEEE] 2026-3-27 | Cryogenic to Room-Temperature Characterization of Modified Uni-Traveling-Carrier Photodiodes
[IEEE] 2026-3-27 | RadarST: Spatial Transformer Networks for Radar-Only Road-User Classification in Intelligent Intersections
[IEEE] 2026-3-27 | Study on the Total Harmonic Distortion of Microspeaker by 3D Finite Element Simulation
[IEEE] 2026-3-27 | Low-Power Edge AI Architecture for Sustainable E-Waste Classification and Management Using Raspberry Pi AI HAT with Multi-Sensor Fusion
[IEEE] 2026-3-27 | Design and Implementation of an IoT Enabled Solar Tracking System with Environmental Sustainability and Voltage Monitoring
[IEEE] 2026-3-27 | ER-NeRV: Training Error-Resilient Neural Representations for Videos
[IEEE] 2026-3-27 | AI-Enhanced MEMS-Based Weather and Environmental Condition Monitoring
[IEEE] 2026-3-27 | Research on a Few-Shot Reinforcement Method for Substation Equipment Question-Answering Integrating Global Semantics and Local Features
[IEEE] 2026-3-27 | Application and Comparative Study of the $\alpha \beta$ Filter in Model-Based Speed Estimation and Sensorless Control of PMSMs
[IEEE] 2026-3-27 | Constructive Application of Prompt-Engineering Patterns to Integrate Generative AI in Higher Education
[IEEE] 2026-3-27 | Adaptive Resource Optimization in Cloud Infrastructure via QDASOA and NDARBA Algorithms
[IEEE] 2026-3-27 | Facial Palsy Simulation Using a Partially Fine-tuned ControlNet with Contour-guided and Organ-size Deformation Conditioning
[IEEE] 2026-3-27 | A Note on a Method for Repeated Classifier Update Based on Features of Normal Driving Vehicles
[IEEE] 2026-3-27 | WBG-based Reduced Switch Self-balanced Symmetrical Capacitors 7-level MLI for Grid Applications
[ACM] 2026-3-28 | The Aftermath of Technology-Mediated Scams: Strengthening Older Adults’ Efforts Toward Redress
[IEEE] 2026-3-27 | Development of a Digital Twin Modeling System for Power Transmission and Transformation Equipment Based on Domestic Finite Element Analysis Software
[IEEE] 2026-3-27 | Confidence-Driven Adaptive Convolution Mechanism for Sonar 3D Image Feature Extraction
[IEEE] 2026-3-27 | Brain Tumor Classification Using Hybrid Quantum Graph Neural Network
[IEEE] 2026-3-27 | Advances in Deep Learning-Based Handwritten Devanagari Script Identification and Recognition
[IEEE] 2026-3-27 | Advanced Planning and Scheduling Framework for Manufacturing Operation with Demand Forecasting
[IEEE] 2026-3-27 | Low Power and Low Complexity 0.3 V CMOS Voltage References Using Single $V_{T}$ MOSFETs
[IEEE] 2026-3-27 | Deep Super-Resolution-Aided OCR Framework for Low-Quality Environmental Imagery
[IEEE] 2026-3-27 | Research on Auxiliary Algorithms for 3D Human Body Modeling in Virtual Try-On Technology: A Case Study of Parametric Human Body Model Algorithms
[IEEE] 2026-3-27 | TEGCA-DTI: Drug-Target Interaction Prediction Model Based on Transformer-ECA and GaAN and Multi-head Cross-Attention
[IEEE] 2026-3-27 | Novel Feedforward and Feedback Control Strategy for Active DC-Bus Ripple Decoupling in Single-Phase PWM Rectifiers Using Bidirectional Buckxy–Boost Converter
[IEEE] 2026-3-27 | Athena’s Light - Accessible, highly portable research combining fNIRS, EEG, &amp; PPG
[IEEE] 2026-3-27 | Adaptive Edge-AI and Digital Twin Coordination for Resilient Energy Management in Decentralized Microgrids
[IEEE] 2026-3-27 | A Three-Stage Framework for Large Language Model–Assisted Formative Assessment and Actionable Feedback in Teacher Education
[IEEE] 2026-3-27 | Automated Discourse Structure Identification in Student Essays for Writing Improvement System
[IEEE] 2026-3-27 | A New Method to Establish Smart Transformer-Based Meshed Hybrid Ac and Dc Distribution Grids
[IEEE] 2026-3-27 | Short Term Prediction of Complex Power Load Considering Power Fluctuation Characteristics
[IEEE] 2026-3-27 | Design of Hybrid Nonlinear Controller for Dual Active Bridge DC-DC Converter Used for Hydrogen Electrolyzer Load
[IEEE] 2026-3-27 | A Study on the Multi-Agent Application Mechanism in Project-Based Learning from the Perspective of Human-Machine Collaboration
[IEEE] 2026-3-27 | Gamifying Campus Life: A Project-Based Learning Initiative for Engineering Students Using AI and Serious Games
