[2026-08-17 22:23:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-16
正在获取论文...
[ACM] 2026-8-17 | Introduction to the Special Section on USENIX FAST 2025
[IEEE] 2026-8-17 | Decision letter for "A Current-Sourced Switched-Capacitor Converter (i-SCC) for Integrated Power Conversion with Discrete Inductors and Reduced Package Current"
[ACM] 2026-8-17 | Misquoted No More: Securely Extracting F* Programs with IO
[ACM] 2026-8-17 | Imprecise Probabilistic Programming, Precisely: Credal Sets via Graded Monads, BDDs, and Semiring-Parametric Inference (Functional Pearl)
[ACM] 2026-8-17 | Proofs Promptly: Proof-Oriented Programming with AI Agents (Experience Report)
[ACM] 2026-8-17 | Safety First: How to Safely Disregard Unsafe Behaviour in Compiler Calculations
[IEEE] 2026-8-17 | Research on Object Servo Grasping for Robotic Arms Based on IBVS-SAC
[IEEE] 2026-8-17 | Research on Trans-medium Strategies for Quadrotor Aerial-underwater Vehicles Based on immersion ratio and Active Attitude Adjustment
[IEEE] 2026-8-17 | Performance Analysis of Near-Field Wireless Network Enhanced by Active IRS with Discrete Phase Shifters
[IEEE] 2026-8-17 | RLMD-Based Deep Learning Framework for Automated Rotor Electrical Unbalance Detection and Severity Classification in DFIG Wind Turbines
[IEEE] 2026-8-17 | A Baseline Simulation Framework for DDoS Detection in IoMT Networks: Design and Critical Analysis
[ACM] 2026-8-17 | The Carrier Pigeon Internet Protocol: An Algorithmic (and Lighthearted) Perspective
[ACM] 2026-8-17 | From robots.txt to ai.txt: Mapping the Evolution of Web Permissions in the Age of AI
[IEEE] 2026-8-17 | Conversational Emotion Recognition Based on Pre- Extracted Features, Attention-Based Temporal Pooling and Contrastive Learning
[IEEE] 2026-8-17 | A Trajectory-Mapping-Based Evaluation Method for Quadruped Robot Knee Transmission Schemes
[IEEE] 2026-8-17 | Human-Machine Collaborative Adaptive Labeling for Concrete Cracks in Zero-Shot Scenarios
[IEEE] 2026-8-17 | A Dynamic Magnetic Haptic Sensor and Its Evaluation Under Varying Surface Patterns and Stroking Velocities
[IEEE] 2026-8-17 | Toward Minimal-Sensor Spatiotemporal Gait Analysis: A Dual-FSR Insole Design and Validation
[IEEE] 2026-8-17 | A Wearable IMU System for Real-Time Skiing Posture Monitoring and Motion Feedback
[IEEE] 2026-8-17 | EVA-NAS: Energy Variance Aware Neural Architecture Search for Resource Constrained Embedded Systems
[IEEE] 2026-8-17 | BC-SEL: A Bounded-Cost Successive Elimination Algorithm for Quantum Networks
[IEEE] 2026-8-17 | Scenario-Aware Model Selection for Fraud Detection Via Cost-Sensitive Contextual Bandits
[IEEE] 2026-8-17 | Time Series Prediction with Multi-Scale Convolutional Attention Mechanisms
[IEEE] 2026-8-17 | Development of a Method of protection against cyber attacks on the payment system
[IEEE] 2026-8-17 | Chaos-Enhanced Microwave Photonic Link for Secure High-Speed Communications
[IEEE] 2026-8-17 | Multi-Domain Transcription-Free Acoustic Analysis of Nyishi Speech
[IEEE] 2026-8-17 | Cover Page
[IEEE] 2026-8-17 | A Static-Base Astronomical-Inertial Integrated Navigation Algorithm in the Earth Frame
[IEEE] 2026-8-17 | SOHI: A Dataset Of Offline Handwritten Assamese Signatures
[IEEE] 2026-8-17 | A Dual-Network-Based Deep Neural Network for Permanent Magnet Magnetic Field Prediction
[IEEE] 2026-8-17 | Long-term Social Engineering in Corporate Environments: Dedicated Risk Assessment Tool
[IEEE] 2026-8-17 | Proactive Cyber Threat Intelligence and Detection in Penetration Testing Using Machine Learning Techniques
[IEEE] 2026-8-17 | Reconfigurable Intelligent Surfaces for 3GPP n78 Band: Design, Fabrication, and Testing
[IEEE] 2026-8-17 | Linear Stability Analysis of an INDI Pitch-Rate Controller Under Model Mismatch for a Tilt-Rotor VTOL UAV
[IEEE] 2026-8-17 | Development of a Private LTE/5G Experimental Platform for Attack Simulation and Security Hardening with Open-Source Solutions
[IEEE] 2026-8-17 | A Behavior Tree-Based Autonomous Operation Strategy Model for Assembly Robots
[IEEE] 2026-8-17 | Structural Design of an Assistive Training Mechanism for Ankle Rehabilitation
[IEEE] 2026-8-17 | Design and Validation of a Hybrid PLA-TPU Tendon-Driven Finger Exoskeleton for Rehabilitation Applications
[IEEE] 2026-8-17 | Near-Field Covert Communication with Rotatable Antennas Using DSAC
[IEEE] 2026-8-17 | Information-Driven Performance Analysis of Autonomous Underwater Vehicle Navigation Aided by Diverse Measurements
[IEEE] 2026-8-17 | Design and Analysis of a Bio-Inspired Manta Ray Pectoral-Fin Flapping Mechanism
[IEEE] 2026-8-17 | A DWC-Based Parallel Wi-Fi Simulation Method for Large-Scale UAV Networking
[IEEE] 2026-8-17 | Digital Twin Full-Process Visualization and Assurance System for Aerial Bombs
[IEEE] 2026-8-17 | Modeling and Simulation of a Fixed-Body AUV-Integrated Hydraulic PTO Wave-Energy Harvester With Generator Load Matching
[IEEE] 2026-8-17 | Robust Unified Anomaly Detection Via Spatially Gated Semantic Priors
[IEEE] 2026-8-17 | Neural Texture 4D Gaussian Splatting: Enhancing Expressive Dynamic Scene Rendering
[IEEE] 2026-8-17 | Intelligent Medical Image Privacy-Preserving Framework Using Federated Learning
[IEEE] 2026-8-17 | Mission-Level Battery State-of-Charge Prediction for Uncertainty-Aware Task Feasibility Assessment of Wheeled Mobile Robot
[IEEE] 2026-8-17 | Noise-Aware Lightweight 1D CNN for Robust Inter-Patient ECG Beat Classification Under Controlled Noise Stress
[IEEE] 2026-8-17 | Robust Fuzzy-Based Navigation and Path Planning for Autonomous Search Unmanned Surface Vehicles in Dynamic Environments
[IEEE] 2026-8-17 | Multi-Beam Forward-Looking Sonar Target Detection Based on RHDWT-YOLOv11
[IEEE] 2026-8-17 | Identification of Schizophrenia Biomarkers in EEG Spectrograms via XAI
[IEEE] 2026-8-17 | FFT-Based Frequency-Domain Guided Anomaly Transformer: An Improved Method for Multivariate Time Series Anomaly Detection
[IEEE] 2026-8-17 | Piecewise Constant Curvature-Based Kinematics of a Tendon-Driven Continuum Robot with a Thermoplastic Polyurethane Backbone
[IEEE] 2026-8-17 | AS-GAN and Mff-Fanet: A Synergistic Framework for Data-Augmented Ancient Script Recognition
[IEEE] 2026-8-17 | Automated Channel Testing System for Process Control Systems on Offshore Platforms-Design, Implementation, and Performance Evaluation
[IEEE] 2026-8-17 | Evaluating Password Security Habits and Cybersecurity Awareness Among Students of Astana IT University: A Quantitative Case Study
[IEEE] 2026-8-17 | An Absorptive/Transmissive Frequency Selective Surface With Scattering Compensation-Enabled Broadband RCS Reduction for Ultra-Wideband Electromagnetic Shielding
[IEEE] 2026-8-17 | Enhancement of magnetic properties in (Sm, Dy, Gd, Er)(Co, Fe, Cu, Zr)z magnets by prolonging the drying time of ball-milled powders
[IEEE] 2026-8-17 | Design and Analysis of Multi-Source FusionSystem for Helicopter Obstacle Detection and Identification
[IEEE] 2026-8-17 | Lightweight Low-Rank Spatio-Temporal Fusion for mmWave Radar-Based Aquatic Human Activity Recognition
[IEEE] 2026-8-17 | Character Transformation Artifact: Perception, Prediction, and Representative Application in Image Quality Assessment
[IEEE] 2026-8-17 | Compact GaAs-Based Bandpass Filter Using Symmetric Multi-Stub Resonator
[IEEE] 2026-8-17 | Table of Contents
[IEEE] 2026-8-17 | Deadline-Aware SRPT Scheduling for Paxos Consensus
[IEEE] 2026-8-17 | Lightweight Mamba-Based Frequency Decomposition-Reconstruction Network for V-D-T Salient Object Detection
[IEEE] 2026-8-17 | Toward Harmless Ownership Verification for Automatic Speech Recognition via Synthetic Lexical Domains
[IEEE] 2026-8-17 | Adversarial Purification by Consistency-aware Latent Space Optimization on Data Manifolds_supp1-3720823.pdf
[IEEE] 2026-8-17 | DPFE-Net: Dual-Pathway Feature Extraction with Class-Balanced Focal Loss for Alzheimer's Disease Staging on Brain MRI
[IEEE] 2026-8-17 | Terahertz Imaging for Everyone: Uncooled CMOS Direct Detectors for Scalable Sensing
[IEEE] 2026-8-17 | CAIP-Pentest: A Causal and Interpretable Agent Framework for Autonomous Web Vulnerability Exploration
[ACM] 2026-8-17 | Editorial Message
[ACM] 2026-8-17 | LoCalMem: Type-Directed Adaptive Serialization for Location- and Content-Addressable Memory
[IEEE] 2026-8-17 | Construction and Evaluation of a Quantitative Index System for Command and Control Capabilities of Radar Personnel Based on the Analytic Hierarchy Process
[IEEE] 2026-8-17 | Features of intelligent cryptographic protection for IoT devices
[IEEE] 2026-8-17 | Reliability Analysis of Optical Fiber Communication for FPGA Clusters in Space
[IEEE] 2026-8-17 | TESA-LLM: A Temporal Knowledge Graph Reasoning Method Integrating Symbolic Alignment and LLM Generation
[IEEE] 2026-8-17 | Real-Time GUI and UDP Communication Framework for Dual Capacitive Smart Insole Gait Acquisition
[IEEE] 2026-8-17 | Scenario-Based Decision Support for Renewable Energy and Green Transportation in Moroccan Environmental Impact Assessment: A Screening Framework for Construction-Phase Logistics and Temporary Power in Electrical Substation Projects
[IEEE] 2026-8-17 | Physics-Based Data-Driven Modeling of a PEM Electrolyzer Stack for Hydrogen Production
[IEEE] 2026-8-17 | Detecting IC Reuse via Reflow-Exposure Fingerprints in Pre-Stressed Ring Oscillators
[IEEE] 2026-8-17 | An Integrated Machine Learning and Agent-Based Modelling Pipeline for Socio-Environmental Forecasting
[IEEE] 2026-8-17 | Internal Impedance Prediction for Triboelectric Nanogenerators Using Artificial Neural Networks
[IEEE] 2026-8-17 | Cyber–Physical Security Challenges in Hybrid Energy Storage for Renewable–EV Microgrids
[IEEE] 2026-8-17 | A Hybrid Simulated Annealing Approach for the Sustainable Cold Chain Vehicle Routing Problem
[IEEE] 2026-8-17 | Identity and Access Management for Agentic AI: A Zero-Trust Security Framework
[IEEE] 2026-8-17 | A Systematic Review of Load Forecasting and Energy Management Studies in Electrical Power Systems
[IEEE] 2026-8-17 | Feasibility Analysis of Deep Learning Models for CHD Screening Using Synthetic Supervision
[IEEE] 2026-8-17 | Design and Implementation of a Handheld Multi-Joint Surgical Instrument based on U-joint Transmission
[IEEE] 2026-8-17 | FPGA Implementation of CNN for Digit Recognition
[IEEE] 2026-8-17 | Gated Multi-Backbone Early Fusion of CNN and Swin Transformer for Cattle Disease Classification
[IEEE] 2026-8-17 | A Dual-Path Heterogeneous Graph Neural Network Framework for Identity Linkage and Anomaly Detection in Enterprise Systems
[IEEE] 2026-8-17 | Integration and Estimation Method for High-Speed Target with Unknown Entry and Departure Time
[IEEE] 2026-8-17 | Design and Implementation of an IoT-Enabled Smart Rotary Vial Filling and Capping System with Real-Time Monitoring and Control
[IEEE] 2026-8-17 | Adaptive Safety Control of Underactuated Ships Under Hybrid Cyber Attacks
[IEEE] 2026-8-17 | Design and optimize a highly efficient novel inorganic ZrS
                    <sub>2</sub>
                    eco-friendly perovskite solar cell
[IEEE] 2026-8-17 | Federated Learning-Based Paddy Leaf Disease Classification Using the Flower Framework
[IEEE] 2026-8-17 | Evaluation of Ride Comfort Decoupled Modal PID-Based Skyhook Control Design Model for Active Suspension of Railway Vehicles Under Payload and Track Irregularities
[IEEE] 2026-8-17 | A Two-Stage Framework for Efficient Wavelength Interrogation of Overlapping Spectra in FBG Sensing Networks
[IEEE] 2026-8-17 | AI-Enabled Voice Cloning and Spoofing Risks in Speaker Verification Systems: A Comparative Analysis of Empirical Evidence
[IEEE] 2026-8-17 | Resource-Aware Asymmetric Event-Triggered Resilient Cooperative Control for Heterogeneous Multi-Agent Systems
[IEEE] 2026-8-17 | Coordinated Operation of Data Center Aggregations in Modern Distribution Networks
[IEEE] 2026-8-17 | Table of Contents
[IEEE] 2026-8-17 | Hybrid Spiking Neural Networks for Wind Turbine Fault Detection
[IEEE] 2026-8-17 | From Local Convolution to Global Attention: An Architectural Comparison for Medical Image Segmentation
[IEEE] 2026-8-17 | Development of an Infrared Point Source Rotating Target Simulator and Its Associated Algorithm
[IEEE] 2026-8-17 | A Resource-aware Adaptive Threshold Algorithm for Cooperative Spectrum Sensing in Coal Mine Communication
[IEEE] 2026-8-17 | An Improved YOLOv8n-Based Method for UAV Small Object Detection
[IEEE] 2026-8-17 | Development of a New Method for a VPN Configuration Platform for Corporate Networks
[IEEE] 2026-8-17 | Chippenwolf: Fully Programmatic and Open-source Mixed-mode System-on-Chip Implementation Framework
[IEEE] 2026-8-17 | PSTTS: A Plug-and-Play Token Selector for Efficient Event-Based Spatio-Temporal Representation Modeling
[IEEE] 2026-8-17 | Gesture Recognition Using Tapered Double C-Shaped Polymer Optical Fiber for Multi-Scenario Human-Computer Interaction_supp3-3724049.mp4
[IEEE] 2026-8-17 | Integrated Sliding Mode Backstepping and IEID Compensation for a Servo-Driven Shipborne Stewart Platform Under Wave and External-Load Disturbances
[IEEE] 2026-8-17 | Fault-Predictive and Load-Aware Ultra-Multi-Hop Chain Network for Mine Communication
[IEEE] 2026-8-17 | Enhancing the Resilience of Organizational Information Systems through an Adaptive and Self-Recovering SDN-Based DDoS Protection Framework
[IEEE] 2026-8-17 | JFSNet: Frequency-Constrained Joint Multi-Modality Image Fusion and Super-Resolution
[IEEE] 2026-8-17 | COLREG Compliant Collision Avoidance Using CBFs and Distributed Cooperative NMPC
[IEEE] 2026-8-17 | Uncertainty-Weighted Optimisation for Model-Based Reinforcement Learning
[IEEE] 2026-8-17 | A Two-level Attention Deep Network for Hard Landing Risk Localization and Attribution Analysis
[IEEE] 2026-8-17 | Rapid Continuously-Scanning Substrate Integrated Leaky Slow-Wave Antenna Loaded With Compact Wide-Angle Lens
[IEEE] 2026-8-17 | Domain Generalized State of Health Estimation without Target Domain Data Based on Feature Disentanglement_supp1-3723920.docx
[IEEE] 2026-8-17 | Signal Scrambling-Aided ODMA for Pilot-Free Unsourced Random Access Over Fading Channel
[IEEE] 2026-8-17 | Resource-Aware Energy Optimization for Embedded Wireless Sensor Networks
[IEEE] 2026-8-17 | Design, Synthesis, and Chemiresistive Evaluation of Polyvinylpyrrolidone Stabilized Zinc Oxide Nanoparticle-Based Alcohol Sensors
[IEEE] 2026-8-17 | Fine-Tuning a Bilingual Large Language Model for Personalised Maternal Health Risk Assessment in Low-Resource Settings: A Kiswahili-English Framework for Kenya
[IEEE] 2026-8-17 | Mechanism Analysis and Improvement of Harmonic Current Extraction for Multiple Virtual Winding Systems Under Non-Stationary Conditions
[IEEE] 2026-8-17 | Improved Photovoltaic Panel Defect Detection Algorithm Based on YOLOv11
[IEEE] 2026-8-17 | Audio Spectrogram Transformer for Speech Emotion Recognition on Indian Languages
[IEEE] 2026-8-17 | Domain-Invariant RUL Prediction for Turbofan Engines via Power-Law Target Engineering and Adversarial Learning
[IEEE] 2026-8-17 | Comparative Modeling of a Solar Thermal System: Physics-Based and Data-Driven Approaches
[IEEE] 2026-8-17 | UWB Positioning Environment Setup for Mobile Robots with Anchor Height Alignment and Coordinate Determination
[IEEE] 2026-8-17 | A Study on AI-Empowered Digital Games Driving the Integrated Development of Culture and Tourism
[IEEE] 2026-8-17 | Efficient End-to-End Training of LIF Spiking Neural Networks via ArcTan Surrogate Gradients and Direct Coding
[IEEE] 2026-8-17 | The Epistemic Collapse Problem in Multi-Agent Financial LLMs: Towards Diversity-Preserving Consensus
[IEEE] 2026-8-17 | Prompt Injection Through Operational Data Feeds: A Structural Governance Gap in OT-Connected Agentic AI Systems
[IEEE] 2026-8-17 | A Study on Multi-Step Influenza Forecasting Using a TCN-XGBoost-Prophet Ensemble Model
[IEEE] 2026-8-17 | LLM Generated Turkish Email Dataset and Phishing Detection Benchmark
[IEEE] 2026-8-17 | Grading of Arecanuts using Ensemble Learning Techniques
[IEEE] 2026-8-17 | Hybrid Hypergraph and HOG-Gated Network for Hyperspectral Image Classification
[IEEE] 2026-8-17 | SDC-Net: Syntax-Semantic Decoupling for Aspect-Based NVH Sentiment Analysis
[IEEE] 2026-8-17 | An Empirical Study of a Vision Foundation Model for Remote Sensing Wind Turbine Detection
[IEEE] 2026-8-17 | Explainable Ensemble Intrusion Detection Framework for Transparent Cybersecurity in IoT Networks
[IEEE] 2026-8-17 | LyRA-FL: A Scheduler for Federated Fine-Tuning of Foundation Models in Wireless Networks
[IEEE] 2026-8-17 | Human Trajectory Generation in High-Density Spaces via a Dual Knowledge-Driven Diffusion Model
[IEEE] 2026-8-17 | Multi-granularity spatial-frequency cross-modal correlation paradigm for pan-sharpening
[IEEE] 2026-8-17 | Learning An Asymmetric Union-of-Experts Model for Diverse Rainy Conditions Image Restoration
[IEEE] 2026-8-17 | A Low-Profile Structure-Shared Mode-Composite Antenna for Large-Frequency-Ratio Dual-Band Omnidirectional Coverage
