[2026-02-10 09:46:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-09
正在获取论文...
[arXiv] 2026-02-09 | GaussianCaR: Gaussian Splatting for Efficient Camera-Radar Fusion
[NO] 256/886 | Wave propagation in the frequency regime in one-dimensional quasiperiodic media -Limiting absorption principle
[NO] 257/886 | Towards FAIR Astrophysical Simulations
[NO] 258/886 | Reconfigurable Low-Complexity Architecture for High Resolution Doppler Velocity Estimation in Integrated Sensing and Communication System
[NO] 259/886 | Temporal Trends in Incidence of Dementia in a Birth Cohorts Analysis of the Framingham Heart Study
[YES] 260/886 | From Assistant to Double Agent: Formalizing and Benchmarking Attacks on OpenClaw for Personalized Local AI Agent
[NO] 261/886 | High-resolution X-ray spectroscopy of Cen X-3 with XMM-Newton
[NO] 262/886 | Stationary densities in a weakly nonconserving asymmetric exclusion processes with finite resources
[NO] 263/886 | RealSynCol: a high-fidelity synthetic colon dataset for 3D reconstruction applications
[YES] 264/886 | Modalities, a PyTorch-native Framework For Large-scale LLM Training and Research
[NO] 265/886 | Testing Backward-Flatness of Nonlinear Discrete-Time Systems
[YES] 266/886 | Towards Real-World Industrial-Scale Verification: LLM-Driven Theorem Proving on seL4
[NO] 267/886 | Beam Alignment in Multipath Environments for Integrated Sensing and Communication using Bandit Learning
[NO] 268/886 | Schrödinger bridge problem via empirical risk minimization
[NO] 269/886 | Roadmap to Quantum Aesthetics
[NO] 270/886 | Quantum-classical framework for many-fermion response and structure
[NO] 271/886 | Search for the QCD Critical Point in High Energy Nuclear Collisions: A Status Report
[YES] 272/886 | Does Your Reasoning Model Implicitly Know When to Stop Thinking?
[NO] 273/886 | What, Whether and How? Unveiling Process Reward Models for Thinking with Images Reasoning
[NO] 274/886 | Generalized Wintgen inequalities for submanifolds of conformally flat manifolds
[NO] 275/886 | An Attention-over-Attention Generative Model for Joint Multiple Intent Detection and Slot Filling
[NO] 276/886 | Improving Data and Reward Design for Scientific Reasoning in Large Language Models
[NO] 277/886 | Hybrid Method of Efficient Simulation of Physics Applications for a Quantum Computer
[NO] 278/886 | CIC-Trap4Phish: A Unified Multi-Format Dataset for Phishing and Quishing Attachment Detection
[NO] 279/886 | ArcFlow: Unleashing 2-Step Text-to-Image Generation via High-Precision Non-Linear Flow Distillation
[NO] 280/886 | Counting Barcodes with the same Betti Curve
[NO] 281/886 | CLUE: Crossmodal disambiguation via Language-vision Understanding with attEntion
[NO] 282/886 | Generalizing Sports Feedback Generation by Watching Competitions and Reading Books: A Rock Climbing Case Study
[YES] 283/886 | When Actions Go Off-Task: Detecting and Correcting Misaligned Actions in Computer-Use Agents
[NO] 284/886 | Rhythms of Recovery: Patient-Centered Virtual Reality Exergame for Physical Rehabilitation in the Intensive Care Unit
[NO] 285/886 | Analyzing Vaccine Manufacturing Supply Chain Disruptions for Pandemic Preparedness using Discrete-Event Simulation
[NO] 286/886 | Forward-mode automatic differentiation for the tensor renormalization group and its relation to the impurity method
[NO] 287/886 | Granulation signatures as seen by Kepler short-cadence data. I. A decoupling between granulation and oscillation timescales for dwarfs
[NO] 288/886 | Lightweight Call Signaling and Peer-to-Peer Control of WebRTC Video Conferencing
[NO] 289/886 | Grow with the Flow: 4D Reconstruction of Growing Plants with Gaussian Flow Fields
[NO] 290/886 | Coulomb corrections for the non-flip and spin-flip electromagnetic $\boldsymbol{p}^\uparrow\!\boldsymbol{A}$ amplitudes
[NO] 291/886 | Artificial Magnetic Conductor Frame to Improve Impedance Matching and Radiation Symmetry in 2$\times$2 Array for 6G Applications
[NO] 292/886 | How University Disability Services Professionals Write Image Descriptions for HCI Figures Using Generative AI
[NO] 293/886 | Colloidal logic-gate circuits can process environmental signals and autonomously perform tasks
[NO] 294/886 | Spacetime singularities and incompleteness: epistemic and ontological remarks
[NO] 295/886 | AMS-HD: Hyperdimensional Computing for Real-Time and Energy-Efficient Acute Mountain Sickness Detection
[NO] 296/886 | Positive Distribution Shift as a Framework for Understanding Tractable Learning
[NO] 297/886 | Accelerated Stabilization of Switched Linear MIMO Systems using Generalized Homogeneity
[NO] 298/886 | GSS: Gated Subspace Steering for Selective Memorization Mitigation in LLMs
[NO] 299/886 | Winner's Curse Drives False Promises in Data-Driven Decisions: A Case Study in Refugee Matching
[NO] 300/886 | Almost sure null bankruptcy of testing-by-betting strategies
[NO] 301/886 | Quantum Riemannian Cubics with Obstacle Avoidance for Quantum Geometric Model Predictive Control
[NO] 302/886 | Differentiable Logical Programming for Quantum Circuit Discovery and Optimization
[NO] 303/886 | Large Language Models for Geolocation Extraction in Humanitarian Crisis Response
[NO] 304/886 | A cavity-mediated reconfigurable coupling scheme for superconducting qubits
[NO] 305/886 | Understanding Dynamic Compute Allocation in Recurrent Transformers
[NO] 306/886 | High-brightness fiber-based Sagnac source of entangled photon pairs for multiplexed quantum networks
[NO] 307/886 | Near-optimal Swap Regret Minimization for Convex Losses
[NO] 308/886 | Rigidity of homogeneous Lamé systems
[YES] 309/886 | Discovering Interpretable Algorithms by Decompiling Transformers to RASP
[NO] 310/886 | Cooperative Sovereignty on Mars: Lessons from the International Telecommunication Union and Universal Postal Union
[NO] 311/886 | Mitchell rank for supercompactness
[NO] 312/886 | Ancient solutions to free boundary mean curvature flow
[NO] 313/886 | Finite-Time Teleoperation of Euler-Lagrange Systems via Energy-Shaping
[NO] 314/886 | Test-retest Reliability of Psychophysical Tasks Using Structured Light-Induced Entoptic Phenomena
[NO] 315/886 | Kirin: Improving ANN efficiency with SNN Hybridization
[NO] 316/886 | On Sidon sets with squares, cubes and quartics in short intervals
[NO] 317/886 | A melting mode of frozen sessile droplets with unmelted ice layer deposited at the bottom
[NO] 318/886 | Verifying DNN-based Semantic Communication Against Generative Adversarial Noise
[NO] 319/886 | Joint Channel Sounding and Source-Channel Coding for MIMO-OFDM Systems: Deep Unified Encoding and Parallel Flow-Matching Decoding
[NO] 320/886 | The size of $2$-Selmer groups for the $\fracπ{3}$-congruent number problem
[NO] 321/886 | Inverting Data Transformations via Diffusion Sampling
[NO] 322/886 | A Statistical Framework for Alignment with Biased AI Feedback
[NO] 323/886 | ZK-Rollup for Hyperledger Fabric: Architecture and Performance Evaluation
[NO] 324/886 | Probing Light Dark Particles in Neutrino Scattering Experiments
[NO] 325/886 | W-SLDA Toolkit: A simulation platform for ultracold Fermi gases
[NO] 326/886 | Finite generation of Noether-Lefschetz divisors and the slope of the moduli space of cubic fourfolds
[NO] 327/886 | Cascaded Optomechanical Sensing for Small Signals
[NO] 328/886 | GHz-rate polarization-based QKD system for fiber and satellite applications
[NO] 329/886 | LakeHopper: Cross Data Lakes Column Type Annotation through Model Adaptation
[NO] 330/886 | Multimodal Learning for Arcing Detection in Pantograph-Catenary Systems
[NO] 331/886 | Positive mass theorems for manifolds with ALH toroidal ends
[NO] 332/886 | Accessibility and Serviceability Assessment to Inform Offshore Wind Energy Development and Operations off the U.S. East Coast
[NO] 333/886 | Empirically Understanding the Value of Prediction in Allocation
[NO] 334/886 | Amortising Inference and Meta-Learning Priors in Neural Networks
[NO] 335/886 | The Unseen Species Problem Revisited
[YES] 336/886 | Taming Scylla: Understanding the multi-headed agentic daemon of the coding seas
[NO] 337/886 | Total Roman bondage number of a graph
[NO] 338/886 | Stability and stabilization of semilinear single-track vehicle models with distributed tire friction dynamics via singular perturbation analysis
[NO] 339/886 | MVAnimate: Enhancing Character Animation with Multi-View Optimization
[NO] 340/886 | Synergistic cross-modal learning for experimental NMR-based structure elucidation
[NO] 341/886 | Central Dogma Transformer II: An AI Microscope for Understanding Cellular Regulatory Mechanisms
[NO] 342/886 | PARD: Enhancing Goodput for Inference Pipeline via Proactive Request Dropping
[NO] 343/886 | On the Expressive Power of GNNs for Boolean Satisfiability
[NO] 344/886 | Empirical Evaluation of SMOTE in Android Malware Detection with Machine Learning: Challenges and Performance in CICMalDroid 2020
[NO] 345/886 | The Nysa family as the main source of unequilibrated LL ordinary chondrites
[NO] 346/886 | Conformally flat factorization homology in Ind-Hilbert spaces and Conformal field theory
[NO] 347/886 | Artifact Reduction in Undersampled 3D Cone-Beam CTs using a Hybrid 2D-3D CNN Framework
[NO] 348/886 | QUOKA: Query-Oriented KV Selection For Efficient LLM Prefill
[NO] 349/886 | Approximate-EFX Allocations with Ordinal and Limited Cardinal Information
[NO] 350/886 | TimeChat-Captioner: Scripting Multi-Scene Videos with Time-Aware and Structural Audio-Visual Captions
[NO] 351/886 | FactSim: Fact-Checking for Opinion Summarization
[NO] 352/886 | Laplacian Pair State Transfer on Total Graphs
[NO] 353/886 | OneVision-Encoder: Codec-Aligned Sparsity as a Foundational Principle for Multimodal Intelligence
[NO] 354/886 | SRSUPM: Sequential Recommender System Based on User Psychological Motivation
[NO] 355/886 | Enhanced third harmonic response of the PtTe$_2$ transition metal dichalcogenide
[NO] 356/886 | Numerical solution of the two-dimensional Calderon problem for domains close to a disk
[NO] 357/886 | Ecosystems in the Anthropocene: transformative drivers
[NO] 358/886 | IceCube's Sensitivity Prospects to MeV-Scale Axion-Like Particles from Core-Collapse Supernovae
[NO] 359/886 | Universal Approximation Theorems for Dynamical Systems with Infinite-Time Horizon Guarantees
[NO] 360/886 | LEFT: Learnable Fusion of Tri-view Tokens for Unsupervised Time Series Anomaly Detection
[NO] 361/886 | Supporting Effective Goal Setting with LLM-Based Chatbots
[NO] 362/886 | Do Multilingual LLMs have specialized language heads?
[NO] 363/886 | From Raw Data to Shared 3D Semantics: Task-Oriented Communication for Multi-Robot Collaboration
[NO] 364/886 | Improving Reconstruction of Representation Autoencoder
[NO] 365/886 | Overview and Comparison of AVS Point Cloud Compression Standard
[NO] 366/886 | OneLive: Dynamically Unified Generative Framework for Live-Streaming Recommendation
[NO] 367/886 | Dynamical Mordell-Lang conjecture for split self-maps of affine curve times projective curve
[NO] 368/886 | Tikhonov regularization-based reconstruction of partial scattering functions obtained from contrast variation small-angle neutron scattering
[NO] 369/886 | Beyond Scalar Scores: Reinforcement Learning for Error-Aware Quality Estimation of Machine Translation
[NO] 370/886 | Residential Peak Load Reduction via Direct Load Control under Limited Information
[NO] 371/886 | An Attention Mechanism for Robust Multimodal Integration in a Global Workspace Architecture
[NO] 372/886 | Betti Numbers of Negatively Curved Orbifolds with Coefficients in Arbitrary Fields
[NO] 373/886 | TFMLinker: Universal Link Predictor by Graph In-Context Learning with Tabular Foundation Models
[NO] 374/886 | FairRARI: A Plug and Play Framework for Fairness-Aware PageRank
[NO] 375/886 | Orientation-driven route to an intrinsic insulating ferromagnetic state in manganite superlattices
[NO] 376/886 | Precipitation induced recrystallisation (PIX) in a Ti-Fe-Mo bcc-superalloy driven by lattice misfit
[NO] 377/886 | Head-to-Head autonomous racing at the limits of handling in the A2RL challenge
[NO] 378/886 | Approximate Cartesian Tree Matching with Substitutions
[NO] 379/886 | Stateless Yet Not Forgetful: Implicit Memory as a Hidden Channel in LLMs
[NO] 380/886 | DNS: Data-driven Nonlinear Smoother for Complex Model-free Process
[NO] 381/886 | Global Rotation Equivariant Phase Modeling for Speech Enhancement with Deep Magnitude-Phase Interaction
[NO] 382/886 | Three Lessons from Citizen-Centric Participatory AI Design
[NO] 383/886 | Pressure induced electronic band evolution and observation of superconductivity in the Dirac semimetal ZrTe5
[NO] 384/886 | Incremental (k, z)-Clustering on Graphs
[YES] 385/886 | Craig Interpolation in Program Verification
[NO] 386/886 | PIT: A Dynamic Personalized Item Tokenizer for End-to-End Generative Recommendation
[NO] 387/886 | A light DM model for large $B \to K + \mbox{invisible}$ and $K \to π+ \mbox{invisible}$ decays and its implications for $B_s-\bar B_s$ mixing and neutron EDM
[YES] 388/886 | Reinforcement Inference: Leveraging Uncertainty for Self-Correcting Language Model Reasoning
[NO] 389/886 | Do physics-informed neural networks (PINNs) need to be deep? Shallow PINNs using the Levenberg-Marquardt algorithm
[NO] 390/886 | A Machine Learning Enabled MDO for Bio-Inspired Autonomous Underwater Gliders
[NO] 391/886 | Mellin-Space Prony Representability of Linear Viscoelastic Models
[NO] 392/886 | Giant Magnetocaloric Effect in a High-Spin Shastry-Sutherland Dipolar Magnet
[NO] 393/886 | The Banach-Tarski paradox in complete discretely valued fields
[NO] 394/886 | Enhanced Food Category Recognition under Illumination-Induced Domain Shift
[NO] 395/886 | Construction of two-bubble solutions for the energy-critical Hartree equation
[YES] 396/886 | Beyond Correctness: Learning Robust Reasoning via Transfer
[NO] 397/886 | On the Existence of Steady States for Blended Gas Flow with Non-Constant Compressibility Factor on Networks
[NO] 398/886 | Some notes on tensor triangular geometry
[NO] 399/886 | Gesture Matters: Pedestrian Gesture Recognition for AVs Through Skeleton Pose Evaluation
[NO] 400/886 | A Multi-physics Simulation Framework for High-power Microwave Counter-unmanned Aerial System Design and Performance Evaluation
[NO] 401/886 | GaLactic and Extragalactic All-sky Murchison Widefield Array survey eXtended (GLEAM-X) III: Galactic Plane
[NO] 402/886 | Low Rank Transformer for Multivariate Time Series Anomaly Detection and Localization
[NO] 403/886 | Reliability-aware Execution Gating for Near-field and Off-axis Vision-guided Robotic Alignment
[NO] 404/886 | Estimating Aleatoric Uncertainty in the Causal Treatment Effect
[NO] 405/886 | Hybrid Pooling with LLMs via Relevance Context Learning
[NO] 406/886 | Modeling Concurrent Multi-Agent Systems
[NO] 407/886 | Vista: Scene-Aware Optimization for Streaming Video Question Answering under Post-Hoc Queries
[NO] 408/886 | Stratification of the AGN-Driven multi-phase outflows in the dwarf Seyfert galaxy NGC 4395
[NO] 409/886 | Azimuthally polarized terahertz radiation generation using radially polarized laser pulse in magnetized plasma
[NO] 410/886 | CSPR-Net: Self-supervised Curved Surface Projection Rectification Network for Geometric Distortion Correction in Non-planar Projections
[NO] 411/886 | Understanding and Optimizing Attention-Based Sparse Matching for Diverse Local Features
[NO] 412/886 | Analysis of the Hopfield Model Incorporating the Effects of Unlearning
[NO] 413/886 | Prism: Spectral-Aware Block-Sparse Attention
[NO] 414/886 | SAT Encodings for Bandwidth Coloring: A Systematic Design Study
[NO] 415/886 | Decentralized Intent-Based Multi-Robot Task Planner with LLM Oracles on Hyperledger Fabric
[NO] 416/886 | The Finite Geometry of Breaking Quantum Secrets
[NO] 417/886 | Thermodynamic modes of a quasiperiodic mobility-edge system in a quantum Otto cycle
[NO] 418/886 | Remainder terms and sharp quantitative stability for a nonlocal Sobolev inequality on the Heisenberg group
[NO] 419/886 | Dynamic Regret via Discounted-to-Dynamic Reduction with Applications to Curved Losses and Adam Optimizer
[NO] 420/886 | ViGoEmotions: A Benchmark Dataset For Fine-grained Emotion Detection on Vietnamese Texts
[NO] 421/886 | Wide-angle emission in cylindrical moiré lattices enabled by rolling origami
[NO] 422/886 | Circuit Representations of Random Forests with Applications to XAI
[NO] 423/886 | Estimating the Shannon Entropy Using the Pitman--Yor Process
[NO] 424/886 | The simplified quantum circuits for implementing quantum teleportation
[NO] 425/886 | Effect-Level Validation for Causal Discovery
[NO] 426/886 | CoTZero: Annotation-Free Human-Like Vision Reasoning via Hierarchical Synthetic CoT
[NO] 427/886 | Language-Guided Transformer Tokenizer for Human Motion Generation
[NO] 428/886 | UReason: Benchmarking the Reasoning Paradox in Unified Multimodal Models
[NO] 429/886 | Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System
[NO] 430/886 | Personalized Autonomous Driving via Optimal Control with Clearance Constraints from Questionnaires
[NO] 431/886 | A numerical study for tempered time-fractional advection-dispersion equation on graded meshes
[NO] 432/886 | Antiferromagnetic Tunnel Junctions (AFMTJs) for In-Memory Computing: Modeling and Case Study
[NO] 433/886 | Is Flow Matching Just Trajectory Replay for Sequential Data?
[NO] 434/886 | Fast Flow Matching based Conditional Independence Tests for Causal Discovery
[NO] 435/886 | An Algorithm for Diagonalizing Matrices of Formal Power Series
[NO] 436/886 | CAE-AV: Improving Audio-Visual Learning via Cross-modal Interactive Enrichment
[NO] 437/886 | Spectral Analysis of the Schrödinger Operator for the Incommensurate System
[NO] 438/886 | JUSTICE: Judicial Unified Synthesis Through Intermediate Conclusion Emulation for Automated Judgment Document Generation
[NO] 439/886 | Algebraic Properties of the Ideal of Spectral Invariants for the Discrete Laplacian
[NO] 440/886 | Experimental Realization of Koopman-Model Predictive Control for an AC-DC Converter
[NO] 441/886 | Automatic Generation of Polynomial Symmetry Breaking Constraints
[NO] 442/886 | MonkeyTree: Near-Minimal Congestion for Multi-tenant Training via Migration
[YES] 443/886 | When Does Context Help? Error Dynamics of Contextual Information in Large Language Models
[NO] 444/886 | Invariant-domain preserving IMEX schemes for the nonequilibrium Gray Radiation-Hydrodynamics equations Part I
[NO] 445/886 | Characterizations of Conditional Mutual Independence: Equivalence and Implication
[NO] 446/886 | Towards CXL Resilience to CPU Failures
[NO] 447/886 | A Unified Framework for Multimodal Image Reconstruction and Synthesis using Denoising Diffusion Models
[NO] 448/886 | Structural transparency of societal AI alignment through Institutional Logics
[NO] 449/886 | On convexity and efficiency in semantic systems
[NO] 450/886 | When and How Much to Imagine: Adaptive Test-Time Scaling with World Models for Visual Spatial Reasoning
[NO] 451/886 | When Benign Inputs Lead to Severe Harms: Eliciting Unsafe Unintended Behaviors of Computer-Use Agents
[NO] 452/886 | Distribution-Free Robust Functional Predict-Then-Optimize
[NO] 453/886 | Generative Regression for Left Ventricular Ejection Fraction Estimation from Echocardiography Video
[NO] 454/886 | Interpretable Dynamic Network Modeling of Tensor Time Series via Kronecker Time-Varying Graphical Lasso
[NO] 455/886 | Anderson localization on quantum graphs coded by elements of a subshift of finite type
[NO] 456/886 | Adoption of Large Language Models in Scrum Management: Insights from Brazilian Practitioners
[NO] 457/886 | $\star$-translation for Varsovian models
[NO] 458/886 | The enumeration of odd spanning trees in graphs
[NO] 459/886 | Implicit regularization of normalized gradient descent
[NO] 460/886 | A Causal Machine Learning Framework for Treatment Personalization in Clinical Trials: Application to Ulcerative Colitis
[NO] 461/886 | TwinRL-VLA: Digital Twin-Driven Reinforcement Learning for Real-World Robotic Manipulation
[NO] 462/886 | $χ_{0}$: Resource-Aware Robust Manipulation via Taming Distributional Inconsistencies
[NO] 463/886 | Raster2Seq: Polygon Sequence Generation for Floorplan Reconstruction
[NO] 464/886 | ANCRe: Adaptive Neural Connection Reassignment for Efficient Depth Scaling
[NO] 465/886 | ShapeCond: Fast Shapelet-Guided Dataset Condensation for Time Series Classification
[NO] 466/886 | GEBench: Benchmarking Image Generation Models as GUI Environments
[NO] 467/886 | ARO: A New Lens On Matrix Optimization For Large Models
[NO] 468/886 | Reverse Online Guessing Attacks on PAKE Protocols
[NO] 469/886 | Improving Detection of Rare Nodes in Hierarchical Multi-Label Learning
[NO] 470/886 | Beyond Transcripts: A Renewed Perspective on Audio Chaptering
[NO] 471/886 | Contraction Metric Based Safe Reinforcement Learning Force Control for a Hydraulic Actuator with Real-World Training
[NO] 472/886 | Distributionally Robust Optimization via Generative Ambiguity Modeling
[NO] 473/886 | WorldArena: A Unified Benchmark for Evaluating Perception and Functional Utility of Embodied World Models
[NO] 474/886 | Hyperactive Minority Alter the Stability of Community Notes
[NO] 475/886 | Symplectic excision and distance rigidity
[NO] 476/886 | Learning to Coordinate via Quantum Entanglement in Multi-Agent Reinforcement Learning
[NO] 477/886 | A Behavioural and Representational Evaluation of Goal-Directedness in Language Model Agents
[NO] 478/886 | Reduced-order Control and Geometric Structure of Learned Lagrangian Latent Dynamics
[NO] 479/886 | Modeling 3D Pedestrian-Vehicle Interactions for Vehicle-Conditioned Pose Forecasting
[NO] 480/886 | Dimensional regimes in Kolmogorov Flow
[NO] 481/886 | On the pseudorandom properties of filtered Legendre symbol sequences using three polynomials
[YES] 482/886 | CoRefine: Confidence-Guided Self-Refinement for Adaptive Test-Time Compute
[NO] 483/886 | Derived algebras on formal stacks and prismatic gauges
[NO] 484/886 | Provably robust learning of regression neural networks using $β$-divergences
[NO] 485/886 | Online monotone density estimation and log-optimal calibration
[NO] 486/886 | "I Don't Trust Any Professional Research Tool": A Re-Imagination of Knowledge Production Workflows by, with, and for Blind and Low-Vision Researchers
[NO] 487/886 | Zero-freeness of a multivariate monomer-dimer-cycle polynomial on bounded-degree graphs
[NO] 488/886 | GEMSS: A Variational Bayesian Method for Discovering Multiple Sparse Solutions in Classification and Regression Problems
[NO] 489/886 | Structural coarse-graining enables noise-robust functional connectivity and reveals hidden inter-subject variability
[NO] 490/886 | Switching Point Optimization for Abstract Parabolic Equations
[NO] 491/886 | Denoise Stepwise Signals by Diffusion Model Based Approach
[NO] 492/886 | Anisotropy, frustration and saddle point in the twisted Kagome antiferromagnet ErPdPb
[NO] 493/886 | Discovery of a double white dwarf in the Galactic globular cluster NGC 6397
[NO] 494/886 | Chaos, the Critical Phenomenon in Phase Space: Feigenbaum Constants and Critical Exponents
[NO] 495/886 | Scalable Delphi: Large Language Models for Structured Risk Estimation
[NO] 496/886 | Weak and reversed magnetic shear effects on internal kink and fishbone modes
[NO] 497/886 | A mapping method of age estimation for binary stars: Application to the $α$ Centauri system A and B
[NO] 498/886 | On medial Latin quandles and affine modules
[NO] 499/886 | Is Reasoning Capability Enough for Safety in Long-Context Language Models?
[NO] 500/886 | TiFRe: Text-guided Video Frame Reduction for Efficient Video Multi-modal Large Language Models
[NO] 501/886 | Spin-active chlorine-related centers in 4H-SiC with telecom-band emissions
[NO] 502/886 | The contribution of neutral gas to Faraday tomographic data at low frequencies. A first extensive comparison between real and synthetic data
[NO] 503/886 | Learning the Value Systems of Societies with Preference-based Multi-objective Reinforcement Learning
[NO] 504/886 | Oxi-Shapes: Tropical geometric analysis of bounded redox proteomic state spaces
[NO] 505/886 | Enhancing Generative AI Image Refinement with Scribbles and Annotations: A Comparative Study of Multimodal Prompts
[NO] 506/886 | Affective Flow Language Model for Emotional Support Conversation
[NO] 507/886 | New Approach to Superflare Energy Determination
[NO] 508/886 | Which $F_3$-by-$\mathbb{Z}$s are CAT(0)?
[NO] 509/886 | $\texttt{lrnnx}$: A library for Linear RNNs
[NO] 510/886 | Nearly tight bound for rainbow clique subdivisions in properly edge-colored graphs and applications
[YES] 511/886 | ModARO: A Modular Approach to Architecture Reconstruction of Distributed Microservice Codebases
[NO] 512/886 | The Presort Hierarchy for Geometric Problems
[NO] 513/886 | FlexMoRE: A Flexible Mixture of Rank-heterogeneous Experts for Efficient Federatedly-trained Large Language Models
[NO] 514/886 | On the Inefficiency of Social Learning
[NO] 515/886 | Review of thermodynamic structures and structure-preserving discretisations of Cahn--Hilliard-type models
[NO] 516/886 | The Yang--Mills measure on compact surfaces as a universal scaling limit of lattice gauge models
[NO] 517/886 | Influence of the Reynolds number on non-Newtonian flow in thin porous media
[NO] 518/886 | Grover Adaptive Search with Problem-Specific State Preparation
[YES] 519/886 | G-LNS: Generative Large Neighborhood Search for LLM-Based Automatic Heuristic Design
[NO] 520/886 | Discrete Adjoint Schrödinger Bridge Sampler
[NO] 521/886 | An Exploration of the Equation of State Dependence of Core-Collapse Supernova Explosion Outcomes and Signatures
[NO] 522/886 | Testing the nuclear TMD gluon densities with heavy flavor production in proton-lead collisions at LHC
[NO] 523/886 | Improving Topological Detection of Weather Regimes in climate dynamical systems
[NO] 524/886 | From Obstacles to Etiquette: Robot Social Navigation with VLM-Informed Path Selection
[YES] 525/886 | iGRPO: Self-Feedback-Driven LLM Reasoning
[NO] 526/886 | Universal Coefficients and Mayer-Vietoris Sequence for Groupoid Homology
[NO] 527/886 | Evaluating the $Σ$-effect Model of the Solar Hemispherical Helicity Bias via Direct Numerical Simulations
[NO] 528/886 | Equilibrium-like statistical mechanics in space-time for a deterministic traffic model far from equilibrium
[NO] 529/886 | Zero Trust for Multi-RAT IoT: Trust Boundary Management in Heterogeneous Wireless Network Environments
[NO] 530/886 | An omega result for the least negative Hecke eigenvalue
[NO] 531/886 | Indications of Rapid Dust Formation in the Inner Region of a Protoplanetary Disk
[NO] 532/886 | Is the nitrogen-rich source PN K4-47 a true planetary nebula?
[NO] 533/886 | Two Robust Interstellar Meteor Candidates in the Post-2018 CNEOS Fireball Database
[NO] 534/886 | Digital Twin and Agentic AI for Wild Fire Disaster Management: Intelligent Virtual Situation Room
[NO] 535/886 | Long distance quantum illumination and ranging using polarization entangled photon pairs in a lossy environment
[NO] 536/886 | Sharp gradient integrability for $(s,p)$-Poisson type equations
[NO] 537/886 | Teaching an Old Dynamics New Tricks: Regularization-free Last-iterate Convergence in Zero-sum Games via BNN Dynamics
[NO] 538/886 | Existence of expanding harmonic map flows to hemispheres
[NO] 539/886 | RedDots: Multiplanet system around M dwarf GJ 887 in the solar neighborhood
[NO] 540/886 | Automating the Wildfire Detection and Scheduling Pipeline with Maneuverable Earth Observation Satellites
[NO] 541/886 | On the Deepest Search for Galactic Center Pulsars and an Examination of an Intriguing Millisecond Pulsar Candidate
[NO] 542/886 | Diffusion-Inspired Reconfiguration of Transformers for Uncertainty Calibration
[NO] 543/886 | An in vivo validation dataset for dynamic volumetric MRI
[YES] 544/886 | Comparing AI Coding Agents: A Task-Stratified Analysis of Pull Request Acceptance
[NO] 545/886 | Gesturing Toward Abstraction: Multimodal Convention Formation in Collaborative Physical Tasks
[NO] 546/886 | Fixed Effects as Generated Regressors
[NO] 547/886 | Discrete Bridges for Mutual Information Estimation
[NO] 548/886 | AI-based Verbal and Visual Scaffolding in a Serious Game: Effects on Learning and Cognitive Load
[NO] 549/886 | Multiplexed microwave resonators by frequency comb spectroscopy
[NO] 550/886 | Contrastive Learning for Diversity-Aware Product Recommendations in Retail
[NO] 551/886 | Breaking the Simplification Bottleneck in Amortized Neural Symbolic Regression
[NO] 552/886 | Error compensation without a time penalty: robust spin-lock-induced crossing in solution NMR
[NO] 553/886 | Learning Potentials for Dynamic Matching and Application to Heart Transplantation
[NO] 554/886 | Stress-Testing Alignment Audits With Prompt-Level Strategic Deception
[YES] 555/886 | ArkEval: Benchmarking and Evaluating Automated CodeRepair for ArkTS
[NO] 556/886 | Regression modeling of multivariate precipitation extremes under regular variation
[NO] 557/886 | Magnitude Distance: A Geometric Measure of Dataset Similarity
[NO] 558/886 | FlattenGPT: Depth Compression for Transformer with Layer Flattening
[NO] 559/886 | karl. -- A Research Vehicle for Automated and Connected Driving
[NO] 560/886 | Flash annealing-engineered wafer-scale relaxor antiferroelectrics for enhanced energy storage performance
[NO] 561/886 | High-Probability Heralded Entanglement via Repeated Spin-Photon Phase Encoding with Moderate Cooperativity
[NO] 562/886 | From the confluent Heun equation to a new factorized and resummed gravitational waveform for circularized, nonspinning, compact binaries
[NO] 563/886 | An $L^2$-$\partial\overline\partial$-Lemma on a class of complete Kähler manifolds
[NO] 564/886 | WildReward: Learning Reward Models from In-the-Wild Human Interactions
[NO] 565/886 | A Methodology for Effective Surrogate Learning in Complex Optimization
[NO] 566/886 | Omni-Video 2: Scaling MLLM-Conditioned Diffusion for Unified Video Generation and Editing
[NO] 567/886 | Bayesian Preference Learning for Test-Time Steerable Reward Models
[NO] 568/886 | Permissive-Washing in the Open AI Supply Chain: A Large-Scale Audit of License Integrity
[NO] 569/886 | Benchmarking the Born-Oppenheimer approximation with the Gaussian expansion method for doubly heavy hadrons
[YES] 570/886 | How2Everything: Mining the Web for How-To Procedures to Evaluate and Improve LLMs
[NO] 571/886 | CI-groups for ternary structures
[NO] 572/886 | A Generic Service-Oriented Function Offloading Framework for Connected Automated Vehicles
[NO] 573/886 | Addressing data annotation scarcity in Brain Tumor Segmentation on 3D MRI scan Using a Semi-Supervised Teacher-Student Framework
[NO] 574/886 | A Multi-objective Evolutionary Algorithm Based on Bi-population with Uniform Sampling for Neural Architecture Search
[NO] 575/886 | Clique-Based Deletion-Correcting Codes via Penalty-Guided Clique Search
[NO] 576/886 | Distortion of Metric Voting with Bounded Randomness
[NO] 577/886 | Fundamental Limits of Community Detection in Contextual Multi-Layer Stochastic Block Models
