[2026-09-25 00:18:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-24
正在获取论文...
[IEEE] 2026-9-24 | Spatio-Temporal Deep Learning for Three-Dimensional Underwater Acoustic Transmission Loss Modeling
[IEEE] 2026-9-24 | DCE-Net: A Decoupled Cross-Modal Enhancement Network with Salient Difference Selection and Controlled Detail Compensation for Pansharpening
[IEEE] 2026-9-24 | Multimodal User Authentication via Keystroke-Triggered Fusion of Finger Pressure and Hand Kinematics
[IEEE] 2026-9-24 | A Threshold-Voltage Self-Compensated Dual-Gate IGZO TFT Cell for Robust In-Sensor Computing
[IEEE] 2026-9-24 | Efficient Hybrid Transformer-CNN Network for Real-World Image Denoising
[IEEE] 2026-9-24 | Provable Guarantees for Over-the-Air Federated Learning with Polynomial Neural Networks
[IEEE] 2026-9-24 | An All-Digital Algorithmic Flow for Correcting Receiver Impairments in Balanced N-Path Mixer-First Frequency-Division Duplex Transceivers
[IEEE] 2026-9-24 | An Adaptive Frequency-Down-Shifting Method for Synchrophasor Measurement in P-Class PMUs Based on the Time-Varying Amplitude-Frequency Model
[IEEE] 2026-9-24 | A Neural Generative Model for Simultaneously Global Registration and Fusion of Near-plane Featureless Machined Metal Surface
[IEEE] 2026-9-24 | PASTE: Physics-Aware Scattering Topology Embedding Framework for SAR Object Detection
[IEEE] 2026-9-24 | Stability Analysis of Grid-Following and Grid-Forming Converters Connected to Generators
[IEEE] 2026-9-24 | OALS: An Open source AI-Datacenter Load Simulator for Grid Impact Analysis
[IEEE] 2026-9-24 | Self-Verifying Anomaly Detection using Explainable AI for Cybersecurity of DER Networks
[ACM] 2026-9-24 | Mutating the "Immutable": A Large-Scale Study of Git Tag Alterations
[ACM] 2026-9-24 | Application Virtualization on macOS: Evaluating System Call Interception Approaches
[ACM] 2026-9-24 | An External Knowledge-Guided Generative Model for Few-Shot Aspect Category Sentiment Analysis
[IEEE] 2026-9-24 | MIMO-Aware Patching Transformer with Spatial-Spectral Encoding for Hybrid-Field Channel Estimation in XL-MIMO Systems
[IEEE] 2026-9-24 | MGR-Road: Resolving Semantic-Geometric Conflict in One-Shot Vectorized Road Extraction
[IEEE] 2026-9-24 | Deep-UV Imaging Based on Ultrashallow Junction Silicon Photodiode Arrays
[IEEE] 2026-9-24 | Monolithic 3-D Integration of Memristive Bayesian Neural Network With Intrinsic Stochastic Gaussian Weight Generation
[IEEE] 2026-9-24 | IEEE App
[IEEE] 2026-9-24 | IEEE Systems, Man, and Cybernetics Society Information
[IEEE] 2026-9-24 | MSCSA-SAFL: A Self-Supervised Semi-Asynchronous Federated Framework for Zero-Day Intrusion Detection in Distributed IoT
[IEEE] 2026-9-24 | IEEE Access
[IEEE] 2026-9-24 | Exploring the Use and Evaluation of Glyphs in Visual Analytics Applications
[IEEE] 2026-9-24 | Policy Learning from Few Expert Videos via Long-Short Term Optimal Transport Reward Coordination_supp1-3728652.pdf
[IEEE] 2026-9-24 | The CMOS Active Pixel Image Sensor: A Revolution in Digital Imaging
[IEEE] 2026-9-24 | Adaptive-V Lyapunov Control for RIS-Assisted Wireless Offloading With Secure Verification Queues
[IEEE] 2026-9-24 | Design Optimization and Air-gap Harmonic Analysis of a Novel 15-phase Redundant Flux-Switching Permanent Magnet Machine for Wind Power Generation
[IEEE] 2026-9-24 | 2026 Aerospace &amp; Electronic Systems Society: Organization and Representatives
[IEEE] 2026-9-24 | Secure Beamforming Design Against Sensing Eavesdroppers in Integrated Sensing and Communication Systems
[IEEE] 2026-9-24 | CLMER: A Framework for Contrastive Learning-Based Multimodal Emotion Recognition
[IEEE] 2026-9-24 | Mobile Machine Learning Predictions of Bilateral Ground Reaction Forces during Variable Speed Walking and Prosthesis Use
[IEEE] 2026-9-24 | MLO-UORA and Traffic-to-Link Joint Optimization for IEEE 802.11bn Networks
[IEEE] 2026-9-24 | IEEE Open Journal of Systems Engineering Society Information
[IEEE] 2026-9-24 | Experimentation of 5G NR-NTN Waveform in Ku-Band on a Transparent LEO Satellite Constellation
[IEEE] 2026-9-24 | Efficient Repair of (
                    <i>k</i>
                    +2,
                    <i>k</i>
                    ) Degraded Read Friendly MDS Array Codes With Sub-packetization 2
[IEEE] 2026-9-24 | Share Your Preprint Research with the World!
[IEEE] 2026-9-24 | A Graph Attention-Enhanced Deep Reinforcement Learning Framework for Dynamic Service Function Chains Orchestration
[IEEE] 2026-9-24 | Front Cover
[IEEE] 2026-9-24 | IoT-MARS: IoT-Empowered Multi-Agent Routing for Survival Stratification in Multimodal ccRCC
[IEEE] 2026-9-24 | Deep Learning-Enabled Multi-Tag Detection in Ambient Backscatter Communications
[IEEE] 2026-9-24 | Hybrid Time-Shifted Feature Augmentation for Compact Photonic Time-Delay Reservoir Computing
[IEEE] 2026-9-24 | Wideband Space-Time Beamforming Weight Generator Based on Graph Neural Network
[IEEE] 2026-9-24 | IEEE MTT-S Student Fellowship and Scholarship Deadlines
[IEEE] 2026-9-24 | Physics-Aware Guided Deep Unfolding Framework for OTFS Channel Estimation Under Fractional Doppler Effects
[IEEE] 2026-9-24 | Image Demoiréing with Image Classification Priors
[IEEE] 2026-9-24 | Understanding Multimodal Learning From Modality Fusion and Alignment Perspectives_supp1-3729627.pdf
[IEEE] 2026-9-24 | Spatial-Sequence Joint Modeling for Accelerated Multi-Model Diffusion MRI Microstructure Estimation_supp1-3733593.pdf
[IEEE] 2026-9-24 | EEE Transactions on Computer-Aided Design of Integrated Circuits and Systems Publication Information
[IEEE] 2026-9-24 | Front Cover
[IEEE] 2026-9-24 | How Developers Respond to Insecure AI Code Suggestions under Poisoning Attacks: An Empirical Study of Interface-Level Countermeasures_supp1-3731966.pdf
[IEEE] 2026-9-24 | Cognitive Anti-Jamming for UAV Communications: A Spectrum State Abstraction Empowered Online Learning Approach
[IEEE] 2026-9-24 | Comparative Analysis of Muscle Fascia Tracking Algorithms for Real-Time Muscle Monitoring using Wearable Ultrasound_supp1-3734932.pdf
[IEEE] 2026-9-24 | Intelligent Restoration of Power Distribution Networks: a Framework Combining Temporal Graph Learning and Reinforcement-Enhanced Multi-Objective Evolution
[IEEE] 2026-9-24 | Multirate Cascaded Discrete-Time Sliding Mode Control with Dual-Loop Disturbance Estimation for Energy Storage Interfaces in DC Microgrids
[ACM] 2026-9-24 | Cross-Modal Comprehensive Multi-Level Granularity Alignment for Vision-Language Pre-Training
[IEEE] 2026-9-24 | Constraints on the Perfect Phylogeny Mixture Model and Their Effect on Reducing Degeneracy_supp1-3726506.pdf
[IEEE] 2026-9-24 | A Parameterization Framework for Image-Based Resolution Modeling of Spatially-Variant PSF Deformation in Dedicated Breast PET
[IEEE] 2026-9-24 | Tail Delay Bound Analysis and Performance Optimization for Hierarchical SPMA via Stochastic Network Calculus
[IEEE] 2026-9-24 | Recovery of Brominated Plastics from Waste Electric and Electronic Equipment Using Tribo-electrostatic Separation
[IEEE] 2026-9-24 | Trainable OAMP With Hetero-Scaling for Finite-Dimensional Signal Estimation Under Prior Heterogeneity
[IEEE] 2026-9-24 | Review for "A Semi-Analytic Monte Carlo Simulation Framework for Modeling Scattering Effects in Underwater Light-Sheet Scheimpflug LiDAR"
[IEEE] 2026-9-24 | SIEFormer: Spectral-Interpretable and -Enhanced Transformer for Generalized Category Discovery
[IEEE] 2026-9-24 | Development and Characterization of a 2D, 700–2600 MHz Receiver Array, for the Estimation of Direction of Arrival (DoA) in the Frequency Domain
[IEEE] 2026-9-24 | Table of Contents
[IEEE] 2026-9-24 | Motif-GMN: Motif-Based Signed Graph Matching Network
[IEEE] 2026-9-24 | Decoding Expert Behavior in Markov Jump Singularly Perturbed Systems via Privacy-Preserving Inverse Reinforcement Learning
[IEEE] 2026-9-24 | Energy Management of Multi-Energy Communities: A Hierarchical MIQP-Constrained Deep Reinforcement Learning Approach
[IEEE] 2026-9-24 | Passive Mixer With Wideband Impedance-Transforming Wang Baluns for High-Linearity 7–31-GHz Operation
[IEEE] 2026-9-24 | Power System Feature-Based Event Classification by Means of Multiple PMU Data
[IEEE] 2026-9-24 | Quantum-Computing-Inspired Probabilistic Power Flow Calculation in Renewable-Rich Systems
[IEEE] 2026-9-24 | Impacts of Risk Metrics for Wildfire-Driven Public Safety Power Shutoffs
[IEEE] 2026-9-24 | 50 &amp; 25 Years Ago
[IEEE] 2026-9-24 | Wireless Battery-Free RF Electronic Skin for Robotic Grasping: From Proximity Sensing to Tactile Feedback_supp5-3731258.mp4
[IEEE] 2026-9-24 | Change Type Analysis for Urban Construction Using Time-Series SAR Data
[IEEE] 2026-9-24 | Temporal Embedding-Enhanced Language Models for Chronological Social Event Summarization
[IEEE] 2026-9-24 | An adaptive control method for reactive power compensation and power balance under adverse conditions of a DG-fed power quality conditioner
[IEEE] 2026-9-24 | Meta-PFL: Meta-Based Personalized Federated Learning Against Gradient Inversion Attacks
[IEEE] 2026-9-24 | Functionally Possible Activation Conditions for Path Delay Faults
[IEEE] 2026-9-24 | Interactive Transformer with Adaptive Feature Optimization for Fault Diagnosis from Incomplete Signals
[IEEE] 2026-9-24 | A Sentinel-3 foundation model for ocean color_supp1-3732792.pdf
[IEEE] 2026-9-24 | Think Inside the Chunk: RegulaRAG for Regulation-Compliant Scenario Generation using LLMs: A Case Study of UN Regulation No. 152
[IEEE] 2026-9-24 | Bus Type Switching to Reduce Bound Violations in AC Power Flow
[IEEE] 2026-9-24 | Quantum Three-Phase Power Flow Integrating Unbalanced Grid-Forming IBRs
[IEEE] 2026-9-24 | Hardware Implementation of a Dynamic Mode Decomposition Algorithm for Feature Extraction of High-Impedance Faults
[IEEE] 2026-9-24 | Impact of Zero-Sequence Susceptance on Protection Coordination in Non-Stabilized Star–Star Transformers
[IEEE] 2026-9-24 | Analysis and Damping Enhancement Method for Air Conditioning Load Recovery in Weak Power Grid
[IEEE] 2026-9-24 | Network Exchangers for Hosting Capacity Enhancement in Low-Voltage Distribution Networks: An Australian Case Study
[IEEE] 2026-9-24 | IEEE Transactions on Emerging Topics in Computational Intelligence Information for Authors
[IEEE] 2026-9-24 | Enhanced Byzantine-Robust Federated Learning Via Truncated-Quadratic Loss for Heterogeneous Data
[IEEE] 2026-9-24 | A Multi-Timescale Demand Response Pricing Method for VPP Considering Privacy Protection and Renewable Energy Integration
[IEEE] 2026-9-24 | Error Mechanism Modeling and Prediction of Current Transformers under Dynamic Influencing Factors
[IEEE] 2026-9-24 | Area-Level Assessment of Hourly Variability of Reliability: A Transmission Planning Perspective
[IEEE] 2026-9-24 | Adaptive Deep Reinforcement Learning Control for Distributed Shunt Compensators in Modern Electric Ship Power Systems
[IEEE] 2026-9-24 | CiC-BCNN: A 65 nm Compute-in-CAM-Based Binary CNN Accelerator for Image Classification
[IEEE] 2026-9-24 | CAHR-Net: Condition-Adaptive Hysteresis Reconstruction for Compact and Interpretable Magnetic Core Loss Modeling
[IEEE] 2026-9-24 | TEMOA-Ontario: Community-Level Pathways to a Net-Zero Energy Transition
[IEEE] 2026-9-24 | Stabilizing Quantum EMT on Noisy Hardware Using Multidimensional Richardson Extrapolation
[IEEE] 2026-9-24 | Spatial Characterization of Sub-Synchronous Oscillations Using Black-Box IBR Models
[IEEE] 2026-9-24 | Mitigation of Dead-Time Effects in the FB-CCV Transformerless PV Inverter
[IEEE] 2026-9-24 | LFD-ORL: Learnable Fuzzy Dominance-Guided Order-Preserving Representation Learning for Monotonic Classification_supp1-3733874.pdf
[IEEE] 2026-9-24 | Signal or Noise? How User Movement and Sensor Placement Impact Physiological Data Collection in 6DoF Virtual Reality_supp1-3715380.pdf
[IEEE] 2026-9-24 | A CML-Structured Concurrent Engineering Methodology for Conceptual Design of Complex Engineering Systems
[IEEE] 2026-9-24 | A Platoon Control Method Based on Distributed Integral Sliding Mode Control for Connected Vehicles
[IEEE] 2026-9-24 | On the Performance of Quantum Approximate Optimization Based User Grouping for Rate-Splitting Multiple Access
[IEEE] 2026-9-24 | Development of a Stick-Slip Piezoelectric Actuator for Vertical Linear Motion With Frictionless Spiral Flexure Guidance_supp1-3732404.mp4
[IEEE] 2026-9-24 | Learning to Schedule in Parallel-Server Queues with Stochastic Bilinear Rewards_supp1-3718714.pdf
[IEEE] 2026-9-24 | Robust Coherent Detection Based on Gini Correlator under Impulsive Noise in Binary Communication
[IEEE] 2026-9-24 | Physical Layer Authentication for AAV-RIS Assisted Communications With Phase Shift Uncertainty and Jamming
[IEEE] 2026-9-24 | AESS Scholarship Program
[IEEE] 2026-9-24 | EVA:A 16-mm
                    <sup>2</sup>
                    1.54 TFLOPS Tile-Based Accelerator for Evolvable Edge Computing
[IEEE] 2026-9-24 | Robust Fault Estimation for Nonlinear Heterogeneous Multiagent Systems via Distributed Intermediate Observers
[IEEE] 2026-9-24 | Cache-enabled Generative Joint Source-Channel Coding for Evolving Semantic Communications
[IEEE] 2026-9-24 | Smart Contract Vulnerability Detection via Mask Consistency with Dynamic Margin Adjustment
[IEEE] 2026-9-24 | One-to-Many Authentication and Key Agreement Scheme with Desynchronization Resilience and Forward Secrecy for Multi-Device IoT
[IEEE] 2026-9-24 | Scanning The Literature/Edited by Xiaohua Tian
[IEEE] 2026-9-24 | Near-Field Wideband Localization using TTD-Based Terahertz Extremely Large-Scale Arrays
[IEEE] 2026-9-24 | Post-Quantum CPPA via Traceable Zero-Knowledge Ring Signatures for Zero-Trust Consumer IoT
[IEEE] 2026-9-24 | PSFB Converter With Dual Active Snubber Enabling Voltage-Doubler Operation for High Efficiency Over Wide Input Voltage Range
[IEEE] 2026-9-24 | Localization of an Underwater Moving Source Based on the Horizontal Range Model
[IEEE] 2026-9-24 | 2027 IEEE Radar Conference
[IEEE] 2026-9-24 | Table of Contents
[IEEE] 2026-9-24 | An Inductor-First Hybrid Buck-Boost Converter With Reduced Current Ripple Achieving 97.2% Peak Efficiency and 565 mA/mm
                    <sup>3</sup>
                    Current Density
[IEEE] 2026-9-24 | From Job Postings to Curriculum Feedback: An LLM-Driven Framework for Constructing Role-Stratified AI Competency Knowledge Graphs_supp2-3731650.docx
[IEEE] 2026-9-24 | Mitigating Degradation Attacks in Cooperative Autonomous Driving Via Intention Sharing: A Vehicle-in-The-Loop Study
[IEEE] 2026-9-24 | Differentially Private Distributed Nash Equilibrium Seeking for Multi-Cluster Aggregative Games
[IEEE] 2026-9-24 | Dual-Band Matching Topologies for mmWave Circuits Demonstrated on a 79/135 GHz Dual-Mode Power Amplifier in 28-nm Bulk CMOS
[IEEE] 2026-9-24 | A Unified Oversampling-Based Imbalance Processing Framework for Network Traffic Anomaly Detection_supp1-3732576.pdf
[IEEE] 2026-9-24 | Rethinking Robustness of Adversarial Meta Learning in Few-Shot Retinal OCT Despeckling With Dual Level Curriculum Learning
[IEEE] 2026-9-24 | Two Stages Machine Learning-Based Design Optimization for Electromigration Reliability in Solder Joints
[IEEE] 2026-9-24 | SCMoAtt: Enhancing Single-Cell Drug Response Prediction From Bulk RNA-Seq Using Attention-Guided Feature Modulation and Dynamic Tanh
[IEEE] 2026-9-24 | Quantum-Resistant Safety Message Authentication for NextG C-V2X: A Cross-Layer Approach
[IEEE] 2026-9-24 | A Novel Risk Index for Quantifying Weather-Induced Cascading Risk in Power Systems
[IEEE] 2026-9-24 | Millimeter-Wave OSDM Underwater Acoustic Communication With Large-Scale Array
[IEEE] 2026-9-24 | Dynamics-Aware Integrated Trajectory Planning and Control for End-to-End Autonomous Driving Systems
[IEEE] 2026-9-24 | Aperiodically Intermittent Event-Based Fixed-Time Consensus for 2-DOF Helicopter Systems under Mixed Attacks with Stochastic Topology
[IEEE] 2026-9-24 | Grid-Aware Hierarchical MPC Framework for Colocated Electric Vehicle Charging Stations Coordination
[IEEE] 2026-9-24 | A Resilience Enhancement Method for Distribution Networks Based on Preventive-Corrective Coordinated Control
[IEEE] 2026-9-24 | Wireless Battery-Free RF Electronic Skin for Robotic Grasping: From Proximity Sensing to Tactile Feedback_supp1-3731258.docx
[IEEE] 2026-9-24 | General Multi-Phase Element-Based Load Flow for AC–DC Power Systems
[IEEE] 2026-9-24 | Decentralized Attack-Resilient CLF-Based Control of Nonlinear DC Microgrids under FDI Attacks
[IEEE] 2026-9-24 | Impacts of Minimum Technical Requirements and IBR Control Strategies on Power System Performance: A WECC 240-bus Case Study
[IEEE] 2026-9-24 | Beyond Lithium-ion Battery Energy Storage Systems: Technology Testing and Evaluation at SCE
