[2026-09-09 23:51:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-08
正在获取论文...
[arXiv] 2026-09-08 | Neptune: An AI model for Global Ocean Subseasonal Prediction
[arXiv] 2026-09-08 | Improved Variance Estimation in Homoskedastic Nonparametric Random-Design Regression via a Two-Scale Approach
[arXiv] 2026-09-08 | Improving Term Evaluation in Machine Translation: Variation Matters
[arXiv] 2026-09-08 | Separable representations of two-body interactions for Faddeev calculations of light nuclei
[arXiv] 2026-09-08 | A Controlled Comparison of Manual and Teleoperated Intraocular Instrument Motion for an Input Device
[arXiv] 2026-09-08 | PDMR: Passage-Driven Multi-ID Document Retrieval
[arXiv] 2026-09-08 | On the pullback on spaces of distributions with prescribed microregularity with respect to a general Banach space
[arXiv] 2026-09-08 | PAC-Bayesian Bounds for Learning Partially Observed Stochastic Linear Time-Invariant State-Space Systems with Inputs and Sub-Gaussian Noise
[arXiv] 2026-09-08 | Application of curiosity driven exploration methods for hardware interference identification
[arXiv] 2026-09-08 | Pressure Dependence of Ferromagnetism in Uranium Hydride UH$_3$ up to 20 GPa Revealed by NV Centers Magnetometry
[arXiv] 2026-09-08 | Enhancing Table Structure Recognition via Bounding Box Guidance
[arXiv] 2026-09-08 | Full Characterisation of the Polarisation Primary Beam of the GRAO 32-m Telescope
[arXiv] 2026-09-08 | Record Grouping Controls Evidence Weight in Language Models
[arXiv] 2026-09-08 | HOPE: Heterophily-Aware Open-Set Node Classification with Pseudo-Extrapolation
[arXiv] 2026-09-08 | Wafer-Level 1/f Noise Characterization of Scaled P-Type Nanosheets and Comparison with Planar HKMG Transistors
[arXiv] 2026-09-08 | BIFTA: Brain-Inspired Few-Shot Tactile Adaptation for Unknown Sensors
[arXiv] 2026-09-08 | X2Streaming-ASR: wait when uncertain, emit when ready for streaming ASR
[arXiv] 2026-09-08 | Extremal Lin--Lu--Yau Curvature: Graph Density, Girth, and Short Cycles
[arXiv] 2026-09-08 | Linear Programming Bounds for LCD Codes via Gauss Phases
[arXiv] 2026-09-08 | Cayley Tournaments Simultaneously Critical for the Clique and Dichromatic Numbers
[arXiv] 2026-09-08 | Exciton-polariton condensates in epsilon-near-zero cavities
[arXiv] 2026-09-08 | $\texttt{LensFactory.jl}$: A general-purpose strong lens modeling package
[arXiv] 2026-09-08 | Polynomial mixing for the 3D damped cubic nonlinear Schrödinger equation with degenerate noise
[arXiv] 2026-09-08 | SUN: Reaching for Novelty in Reinforcement Learning
[arXiv] 2026-09-08 | Modulated Gibbs Measure and Mean-Field Limit for 3D Vlasov--Poisson--Fokker--Planck Equations
[arXiv] 2026-09-08 | Suan: Rectifying Direct Preference Safety Alignment in Large Language Models
[arXiv] 2026-09-08 | A Fully Dual Domain Decomposition Method for Extreme Learning Machines Using GenEO Spectral Coarse Spaces
[arXiv] 2026-09-08 | Navigating the Latent Manifold: Proactive Concept Drift Adaptation for Resilient NIDS
[arXiv] 2026-09-08 | Flexible Spectral-Normalized Neural Gaussian Process for Dynamic Aperture Prediction
[arXiv] 2026-09-08 | SynthGait-19K: A Physically Grounded Synthetic Video Dataset for Gait Parameter Estimation
[arXiv] 2026-09-08 | Learning Metamaterial Eigenmodes with Wavelet-Encoded Fourier Neural Operators
[arXiv] 2026-09-08 | PocketVE: Stable and Property-Guided Structure-Based Drug Design with Variance-Exploding Diffusion
[arXiv] 2026-09-08 | Spectral Sign Implication for Quantum Logic
[arXiv] 2026-09-08 | Equivariant compactifications of a unipotent group by a smooth projective horospherical variety of Picard number one
[arXiv] 2026-09-08 | Investigating the Light Curves of 5 Long Period Variable Stars: A Study Cross-Harmonics using VStar, MESA, and GYRE
[arXiv] 2026-09-08 | Risk-Conditioned Fine-Tuning of Large Language Models
[arXiv] 2026-09-08 | Catalan-many tropical morphisms to trees; Part II: A space and a count
[arXiv] 2026-09-08 | Weak synchronisation for McKean--Vlasov SDEs
[arXiv] 2026-09-08 | Exploring pulsational instabilities in the O-type supergiant HD 152249
[arXiv] 2026-09-08 | GoDeep: Annotation-Free Open-Vocabulary 3D Scene Understanding via Language-Space Lifting
[arXiv] 2026-09-08 | Parity and Pattern Detection in Permutation Streams
[arXiv] 2026-09-08 | Multi-Task Learning for Sparsely-Labeled Time Series: A Case Study on Cold-Hardiness Modeling
[arXiv] 2026-09-08 | Location-Independent Robot-Assisted Finishing Using Digital Twins and Extended Reality
[arXiv] 2026-09-08 | Images of word maps with constants on algebraic groups
[arXiv] 2026-09-08 | The Audit Decides the Verdict: Instrument Effects Rival Demographic Bias in LLM Decision Audits
[arXiv] 2026-09-08 | M5 Instantons in ABJM
[arXiv] 2026-09-08 | Deterministic Edge-Fault-Tolerant Connectivity Labeling Schemes with Nearly Optimal Label Size
[arXiv] 2026-09-08 | Open Clusters as Laboratories for Cool Star Evolution: Highlights from the Cool Stars 23 Splinter Session
[arXiv] 2026-09-08 | Density regions, integer certificates and packing colorings of distance graphs
[arXiv] 2026-09-08 | Hilbert space connectivity in non-Hermitian many-body systems: emergent scale-dependent amplification and constraint-induced skin localization
[arXiv] 2026-09-08 | A Joint 2D-3D Statistical Shape Model for Orthopedic Reconstruction
[arXiv] 2026-09-08 | Let It Go or Learn to Self-Correct: Continuous Diffusion for Constrained Discrete Tasks
[arXiv] 2026-09-08 | Concentrate After Imagination: Text-Conditioned Evidence Grounding for Partially Relevant Video Retrieval
[arXiv] 2026-09-08 | A Vector-Like Lepton Interpretation of the High-Energy Nuclear Recoil Candidate in LUX-ZEPLIN
[arXiv] 2026-09-08 | Physics-Informed Deep Learning for False Ventricular Tachycardia Alarm Reduction in the ICU
[arXiv] 2026-09-08 | TARTARUS: A High-Performance Python Code for Ray Tracing in Curved Spacetimes
[arXiv] 2026-09-08 | TEMPUS: Relativistic coordinate time scales for any solar-system body from arbitrary ephemerides
[arXiv] 2026-09-08 | On APN Functions with Boomerang Uniformity One over $\mathbb F_{3^n}$: Differential and Boomerang Spectra and CCZ-Inequivalence
[arXiv] 2026-09-08 | Positive Temperature Coefficient of Anisotropy due to $d^6L$ Groundstate in $ε$-Fe$_2$O$_3$
[arXiv] 2026-09-08 | Exact high-order GPT cancellation in noncircular multilayers
[arXiv] 2026-09-08 | Experience Funnel: A State-Policy Alternating Loop for Self-Evolving Agents
[arXiv] 2026-09-08 | Turbulence Cascade in Cygnus X Revealed by Multi-point VDF Method
[arXiv] 2026-09-08 | ALP-mediated inelastic dark matter and the LUX-ZEPLIN high-recoil candidate event LZ230616
[arXiv] 2026-09-08 | Medical AI Encodes a "Feeling of Error": Verifying Cancer Segmentation via Internal Concepts
[arXiv] 2026-09-08 | How to choose a good rational basis for elliptic Feynman integrals?
[arXiv] 2026-09-08 | Stochastic Processes as Non-Metric Geodesics in Information Geometry
[arXiv] 2026-09-08 | Numeraire Invariance of Entropy-Projected Martingale Measures
[arXiv] 2026-09-08 | On the contractivity of the Riesz projection
[arXiv] 2026-09-08 | CLAMP: Constrained Decoding for Vision-Language Embodied Planning
[arXiv] 2026-09-08 | Recovering Readout-Limited Fisher Information in Superconducting-Qubit Magnetometry with Squeezed Microwaves
[arXiv] 2026-09-08 | The Hidden Cost of Alloying: Disorder-Driven Transport Collapse in TMDs
[arXiv] 2026-09-08 | A Problem on the largest divisor $d$ of $N$ with $d\leq \sqrt{N}$
[arXiv] 2026-09-08 | A Fano framework for binary delta-matroids
[arXiv] 2026-09-08 | Gravitational decoherence from soft-graviton $S$-matrix
[arXiv] 2026-09-08 | Leveraging Cardiac Imaging to Improve ECG-Based Detection of Chagas Disease in Resource-Constrained Settings
[arXiv] 2026-09-08 | Mass-Capacity Rigidity for Asymptotically Flat Manifolds with Arbitrary Ends
[arXiv] 2026-09-08 | Instability in Patient Clustering: A Multiverse Analysis of Unsupervised Clustering in the CENTER-TBI cohort
[arXiv] 2026-09-08 | Do New Attention Mechanisms Actually Fix Attention Sinks at Million-Token Context?
[arXiv] 2026-09-08 | AgentGrad: Intervention-guided Prompt Optimization for Multi Agent Systems
[arXiv] 2026-09-08 | Effects of model architecture and learning strategies on deep learning-based recognition of activated sludge microscopic images and comparison with quantitative image analysis
[arXiv] 2026-09-08 | Multi-ligand simultaneous docking of Carica papaya leaf phytochemicals, Carpaine and Rutin, reveals multi-mechanism inhibition of cancer proteins BCL-2 and WWP1
[arXiv] 2026-09-08 | Variance-Optimal Hedging in the Rough Hawkes--Heston Model
[arXiv] 2026-09-08 | When chromatic polynomials coincide with list-color functions: a threshold linear in the maximum degree
[arXiv] 2026-09-08 | The Fusion Frame Phase Retrieval
[arXiv] 2026-09-08 | Towards Actionable Strategy Certificates in Stochastic Parity Games
[arXiv] 2026-09-08 | The phase coordinates transformation in Moyal noncommutative framework 2-dimensional harmonic oscillator and Painlevé second equation
[arXiv] 2026-09-08 | Hot QCD: transport coefficients in strong and weak coupling regimes
[arXiv] 2026-09-08 | Thomas-Fermi screening of electrostatic fields in a type-I superconductor
[arXiv] 2026-09-08 | Same Values, Different Languages? From Multilingual Probing to Steering LLMs Toward Chinese Social Values
[arXiv] 2026-09-08 | PGMT: Perceptive General Motion Tracking for Humanoid Robots
[arXiv] 2026-09-08 | On the role of moderator and mediator variables in conditional event attribution of heatwaves over Europe
[arXiv] 2026-09-08 | Computational analysis and performance optimization of SrScCu3Se4-based solar cells using COMSOL Multiphysics
[arXiv] 2026-09-08 | On Exceptional CR-Quadrics: Further Developments
[arXiv] 2026-09-08 | Nonparametric framework for the definition, adaptive detection and probabilistic interpretation of outliers
[arXiv] 2026-09-08 | Dimension free weak-type endpoint estimates for the vectors of the Dunkl--Riesz transform
[arXiv] 2026-09-08 | AI Innovation and Firm Performance in the Medical Device Industry
[arXiv] 2026-09-08 | Symmetric products of Laguerre zeros
[arXiv] 2026-09-08 | Nonequilibrium stochastic thermodynamics of boundary functionals: From Zubarev's ensemble to stochastic particle separation
[arXiv] 2026-09-08 | When Topology Betrays Privacy: Lattice-Based Reconstruction Attacks on Secure Aggregation in Decentralized Federated Learning
[arXiv] 2026-09-08 | The conservative turn in science: The changing character of knowledge recombination
[arXiv] 2026-09-08 | Deriving the Kijowski Arrival-Time POVM from the Schrödinger Current: Minimal Positivity and Uniqueness
[arXiv] 2026-09-08 | Sharpening the Mass Measurement of PSR J1048+2339 via High-Cadence Photometry
[arXiv] 2026-09-08 | A finite-strain logarithmic viscoelastic model for Antarctic ice shelves based on an additive split
[arXiv] 2026-09-08 | Impurity as a probe of Berry curvature and wavefunction winding in gapped two-band models
[arXiv] 2026-09-08 | Safe Task Planning with Long-Term Graph Memory for Embodied Agents
[arXiv] 2026-09-08 | Analyzing momentum distributions in light nuclei with the operator product expansion
[arXiv] 2026-09-08 | Near-Horizon Tidal Disruption Events
[arXiv] 2026-09-08 | PENDA: An Efficient Processing Element via Norm-of-Difference for Deep Learning Accelerators
[arXiv] 2026-09-08 | Trapdoor Functions with Secure Key Leasing and Copy Protection
[arXiv] 2026-09-08 | Time-Dependent Quantum Monte Carlo for fermions: from Bayesian conditioning to spinor dynamics
[arXiv] 2026-09-08 | Compositional Multilingual and Behavioral Attribute Steering
[arXiv] 2026-09-08 | A theoretical study of subcarrier-wave quantum key distribution system integration with an optical transport network utilizing dense wavelength division multiplexing
[arXiv] 2026-09-08 | Non-Markovian dynamics of a qubit on the zigzag edge of photonic graphene
[arXiv] 2026-09-08 | Equivariance Breaks the Learning Rate
[arXiv] 2026-09-08 | Kirigami Meta-Sheet for Enhanced Impact Absorption
[arXiv] 2026-09-08 | Generalized Graph Search Trees
[arXiv] 2026-09-08 | A Missing Tool for Calculating Auto/Cross-correlation Function under Nonuniform Sampling Observations
[arXiv] 2026-09-08 | Magnetic Signatures in Merger Products
[arXiv] 2026-09-08 | FRAME: Factored Retrieval via Attribute Readouts for Object-Centric Scene Memory
[arXiv] 2026-09-08 | Partial $F$-invariants and cluster categorifications
[arXiv] 2026-09-08 | HiBRIDGE: A Hierarchical Bayesian Neural Network Framework for Interpretable Dialogue Management in Group-Robot Interaction
[arXiv] 2026-09-08 | Planarity and number of crossings in general models of random geometric graphs
[arXiv] 2026-09-08 | Backward Compton scattering with three vortex particles
[arXiv] 2026-09-08 | $1/3$-Flux Bound States in Multicomponent Superconductor Exhibiting Non-Abelian Statistics of $\mathbb {Z}_3$ Parafermions
[arXiv] 2026-09-08 | Endothermic dark matter with a light dark photon and the LUX--ZEPLIN high-energy nuclear-recoil candidate
[arXiv] 2026-09-08 | Dynamics of meaning: Towards the Evaluation of Diachronic Semantic Change in Sinhala
[arXiv] 2026-09-08 | Kane-Lubensky phonons in Maxwell lattice frustrated Mott insulators
[arXiv] 2026-09-08 | TontaubeV1: Streaming Text-to-Speech with Hierarchical Codec Modeling and Bounded Context
[arXiv] 2026-09-08 | The Weight Spectrum of the Affine Grassmann Code $C^{\mathbb A}(3,6)$
[arXiv] 2026-09-08 | Finding the distribution of matter using lenses - II: deconvolution-based reconstruction with 3x2pt measurements
[arXiv] 2026-09-08 | Finding the distribution of matter using lenses - I: deconvolution-based reconstruction with CMB lensing
[arXiv] 2026-09-08 | MLIP Detective: Active Failure Mode Discovery Beyond Benchmark Scores for Machine-Learning Interatomic Potentials
[arXiv] 2026-09-08 | A Fourier approach to Gromov's filling area conjecture
[arXiv] 2026-09-08 | Supermassive black hole binaries in the multi-messenger context of ground and spaceborne VLBI
[arXiv] 2026-09-08 | Geometry-induced current decrowding in superconducting 3D constrictions
[arXiv] 2026-09-08 | Solution of uniform Turán's Tetrahedron Problem
[arXiv] 2026-09-08 | For Whom the Xenon Recoils: Magnetic Inelastic Dark Baryons
[arXiv] 2026-09-08 | On the sample complexity of the active subspace method
[arXiv] 2026-09-08 | The consequences of high SMR operating costs in electricity markets
[arXiv] 2026-09-08 | Agent ATO: Visualizing Agent Interaction Timelines from Logs
[arXiv] 2026-09-08 | WiDiff: Extracting Changes from Wikidata's Edit History
[arXiv] 2026-09-08 | The Ding-Song-Sun inequality for a class of even ferromagnets
[arXiv] 2026-09-08 | Relativistic spatial distributions of transverse angular momentum
[arXiv] 2026-09-08 | Spatial Audio Coding Through Relative Room Impulse Response Estimation
[arXiv] 2026-09-08 | Near-Optimal Quantum Lower Bounds for Convex Optimization via Fourier Rank
[arXiv] 2026-09-08 | Generalizing a Pair of Diophantine Equations
[arXiv] 2026-09-08 | Exact Asymptotics for the 2D Euclidean Random Matching Problem
[arXiv] 2026-09-08 | Silver Rate Is (Almost) Optimal for Gradient Descent Acceleration
[arXiv] 2026-09-08 | McCormick relaxations for PDE-constrained optimization on multi-dimensional domains
[arXiv] 2026-09-08 | SN 2025fhm: A central-engine powered Ic-BL supernova associated with X-ray transient EP250304a
[arXiv] 2026-09-08 | Geometry-Aware Bayesian Parameter-Efficient Fine-Tuning on the Stiefel Manifold via Stein Variational Gradient Descent
[arXiv] 2026-09-08 | Band Structure Modulation of ZrO2 Nanoparticles for Control of CO Adsorption Properties: A Combined Density Functional Theory - Density Functional Tight Binding Study
[arXiv] 2026-09-08 | Width-Bounded Equational Derivations for Finite Graph Expressions
[arXiv] 2026-09-08 | A polynomial criterion for Jordan elements in a free associative algebra
[arXiv] 2026-09-08 | Exploring Bottom-Up Clustering for Creating Semantic IDs
[arXiv] 2026-09-08 | Subcritical limits of a 1D KPZ growth surface with finite moments
[arXiv] 2026-09-08 | HoneyRoute: Honeypot-Model Routing for Adversarial LLM Serving
[arXiv] 2026-09-08 | Particle Dynamics and Thermodynamics of a Charged-Like Hairy Black Hole in Extended Gravitational Decoupling
[arXiv] 2026-09-08 | Knots, black holes, databases, and birthdays: Collision entropy of knot invariants
