[2026-06-25 23:18:03] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-24
正在获取论文...
[arXiv] 2026-06-24 | Euclid Quick Data Release (Q2) -- The Euclid Galactic Bulge Survey
[arXiv] 2026-06-24 | Deep Reinforcement Learning-Enhanced Event-Triggered Data-Driven Predictive Control for a 3D Cable-Driven Soft Robotic Arm
[arXiv] 2026-06-24 | In-Context World Modeling for Robotic Control
[arXiv] 2026-06-24 | The Allure of Complete Discovery as Passage: Broadening the Range of SETI Research Ideas via Futures Literacy and Triple-Loop Learning
[arXiv] 2026-06-24 | G2DP: Diffusion Planning with Spatio-Temporal Grid Guidance
[arXiv] 2026-06-24 | Spin modulations in the Rashba-Hubbard chain -- a tensor network study
[arXiv] 2026-06-24 | Cosmology from Synergies Between SKAO Surveys and Gravitational Wave Observations
[arXiv] 2026-06-24 | Emcar: Embodied Controller for Animating Robots
[arXiv] 2026-06-24 | The Cosmic Ray Life Cycle in Galaxy Clusters
[arXiv] 2026-06-24 | Autodata: An agentic data scientist to create high quality synthetic data
[arXiv] 2026-06-24 | Weave of Formal Thought
[arXiv] 2026-06-24 | Studentized Cheap Bootstrap: Achieving Higher-Order Coverage Accuracy with Low Computation
[arXiv] 2026-06-24 | WinDOM: Self-Family Distillation for Small-Model GUI Grounding
[arXiv] 2026-06-24 | Impact of sintering conditions on the dielectric properties of TiO2 ceramics for metamaterialsapplications at terahertz frequencies
[arXiv] 2026-06-24 | Exact Solution of Granovetter's Threshold Model for a Finite Population
[arXiv] 2026-06-24 | A fast scheme for the homogeneous Boltzmann equation based on lifting and tensor train approximation
[arXiv] 2026-06-24 | On the existence problem of regular Gabor frames
[arXiv] 2026-06-24 | From spectral structure to sensing limits in quantum thermometry
[arXiv] 2026-06-24 | Beyond a Shadow of a Doubt: Close Proximity Geometry Reconstruction Using FMCW Radar Shadow Effects
[arXiv] 2026-06-24 | Benchmarking Dark Matter Search using a Parity-Check Protocol with Machine-Learning Optimized Pulses
[arXiv] 2026-06-24 | Resonant false vacuum decay in two dimensions on a 4000-qubit quantum annealer
[arXiv] 2026-06-24 | Multi-thermal dynamics and transverse oscillations of solar spicules revealed by coordinated SST, IRIS, and SDO observations
[arXiv] 2026-06-24 | Lattice non-invertible symmetry from non-commuting transfer matrices
[arXiv] 2026-06-24 | Slice Monte Carlo Integration
[arXiv] 2026-06-24 | Stages of turbulence generation and decay in a T-shaped mixer
[arXiv] 2026-06-24 | Probing Kinematic Anisotropies in the Stochastic Gravitational Wave Background with the SKA
[arXiv] 2026-06-24 | Latency-Aware Service Placement using Neural Combinatorial Optimisers for Edge--Cloud Systems
[arXiv] 2026-06-24 | Taxonomy of Risks on Automated Fact-Checking Systems Considering its Propagation
[arXiv] 2026-06-24 | Project-wise Comparison of Software Birthmarks Using Weighted Partial Similarity
[arXiv] 2026-06-24 | Empirical characterization of the Translational acoustic-RF communication channel
[arXiv] 2026-06-24 | The Cost of Removing Tunability in Quantum Data Re-Uploading
[arXiv] 2026-06-24 | Mitigating adjoint chaos in wall turbulence
[arXiv] 2026-06-24 | Observations of the Cosmic Dawn and Epoch of Reionization with the SKAO: Observational Lessons Learned from Precursors and Pathfinder Instruments
[arXiv] 2026-06-24 | Error estimates for $A$-stable backward difference full discretizations of Willmore flow of closed surfaces
[arXiv] 2026-06-24 | Evaluation of medium range machine learning models for sub-seasonal prediction
[arXiv] 2026-06-24 | Conjugacy Distinguished Cosets in Hyperbolic $3$-Manifold Groups
[arXiv] 2026-06-24 | OncoSynth: Synthetic data generation for treatment effect estimation in oncology
[arXiv] 2026-06-24 | Studying HI and the Cosmic Web in the Era of SKA
[arXiv] 2026-06-24 | Impact of parity-violating deep-inelastic scattering on the weak mixing angle and high-$x$ parton distributions
[arXiv] 2026-06-24 | High-Performance Nanophononic Resonators in Self-Suspended WSe$_2$ Domes and Drums
[arXiv] 2026-06-24 | The magnetic field in the Milky Way Galaxy: from large to small scales
[arXiv] 2026-06-24 | Manipulation Is Task-Dependent: A Multi-Axis, Multi-Environment Evaluation of Frontier LLMs
[arXiv] 2026-06-24 | USS: Unified Spatial-Semantic Prompts for Embodied Visual Tracking with Latent Dynamics Learning
[arXiv] 2026-06-24 | The Web4 Agent Economy: A Large-Scale Empirical Study of the Landscape, Challenges, and Opportunities
[arXiv] 2026-06-24 | A Stronger Conditional Running-Time Lower Bound for Global Label Min-Cut
[arXiv] 2026-06-24 | Proofs of four conjectural identities on modular rank four Nahm sums
[arXiv] 2026-06-24 | Nonlinear Dynamics of Coherent Parametric Amplification in Multipartite two-level System under Intrinsic Decoherence
[arXiv] 2026-06-24 | Color Matters: Trigger Color Affects Success in Federated Backdoor Attacks
[arXiv] 2026-06-24 | On the Moser trick for Lie subalgebras and foliations
[arXiv] 2026-06-24 | Collisions and Stopping of Fast Charged Particles in Matter
[arXiv] 2026-06-24 | Tri-Hamiltonian structure of an asymmetric generalized Ablowitz-Ladik hierarchy and a Frobenius manifold
[arXiv] 2026-06-24 | AI Snitches Get Glitches: Towards Evading Agentic Surveillance
[arXiv] 2026-06-24 | MiniOpt: Reasoning to Model and Solve General Optimization Problems with Limited Resources
[arXiv] 2026-06-24 | Impact of Anomalous Microwave Emission (AME) on Radio Spectral Energy Distributions: SKA Observations of Galaxies Near and Far
[arXiv] 2026-06-24 | Proof of the Gawron-Miska-Ulas conjecture concerning unboundedness of coefficients of power series expansion of $\prod_{n=0}^{\infty}(1-x^{2^{n}})^m$
[arXiv] 2026-06-24 | SARA: Unlocking Multilingual Knowledge in Mixture-of-Experts via Semantically Anchored Routing Alignment
[arXiv] 2026-06-24 | The PAU Survey and Euclid: Analysing photometric redshifts from realistically simulated narrow-band photometry with Flagship 2
[arXiv] 2026-06-24 | Global Strichartz estimates for wave equations with time-dependent structured Lipschitz coefficients
[arXiv] 2026-06-24 | $S^{2}$-FracMix: Label-Preserving Self-Saliency Mixup Augmentation
[arXiv] 2026-06-24 | Fuzzy Quantification over OWL Ontologies and Knowledge Graphs
[arXiv] 2026-06-24 | Space-Efficient Language Generation in the Limit
[arXiv] 2026-06-24 | Temporal Correlation Statistic for Intrinsic Phase Fluctuation in Double White Dwarf Gravitational-Wave Signals
[arXiv] 2026-06-24 | Young asteroid pair candidates in the Jovian Trojan population
[arXiv] 2026-06-24 | Convergence analysis of the Riemannian proximal gradient method with inexact oracle
[arXiv] 2026-06-24 | $C^0$-inextendibility of a class of warped-product black hole spacetimes
[arXiv] 2026-06-24 | RAS: Measuring LLM Safety Through Refusal Alignment
[arXiv] 2026-06-24 | CodeChat-Eval: Evaluating Large Language Models in Multi-Turn Code Refinement Dialogues
[arXiv] 2026-06-24 | Point Cloud Diffusion with Global and Local Reconstruction for Instance-Level 3D Anomaly Detection
[arXiv] 2026-06-24 | UniTeD: Unified Temporal Diffusion for Joint Perception and Planning in Autonomous Driving
[arXiv] 2026-06-24 | Shoot the Honey, Cloak the Player: Towards Zero-Runtime-Overhead Proactive Defense and Detection for Visual Game Cheating
[arXiv] 2026-06-24 | Integrality of height-one formal groups
[arXiv] 2026-06-24 | CSI-CLIP++: A Scalable Channel Foundation Model for Wireless Communication via CIR-CSI Consistency
[arXiv] 2026-06-24 | Falcon: Functional Assembly and Language for Compositional Reasoning in X-ray
[arXiv] 2026-06-24 | Preprojective algebras and generalisations: A short survey
[arXiv] 2026-06-24 | Quark Reggeization in QCD from the Wilson line formalism
[arXiv] 2026-06-24 | BitNet Text Embeddings
[arXiv] 2026-06-24 | Dealing with partial missing correlations in multivariate and surrogate meta-analyses
[arXiv] 2026-06-24 | Optical constants of Ih, Ic, and amorphous H$_2$O ices in the THz and IR ranges
[arXiv] 2026-06-24 | Auto-Labelling-Based Domain Transfer for 3D Object Detection on a Bicycle-Mounted LiDAR Platform
[arXiv] 2026-06-24 | Toward a Systematic Understanding and Interactive Search of Lyapunov-Style Proofs in Optimization
[arXiv] 2026-06-24 | Furthest Pair Requires Quadratic Time in Superconstant Dimension under SETH
[arXiv] 2026-06-24 | On the L{é}vy concentration function of Gaussian quadratic forms with applications to second order U-statistics
[arXiv] 2026-06-24 | Face volume densities of positive-intensity and ideal Poisson--Voronoi tessellations in hyperbolic spaces
[arXiv] 2026-06-24 | Single-dish HI Intensity Mapping with the SKAO: Precursor Progress with MeerKAT's Large Area Synoptic Survey (MeerKLASS)
[arXiv] 2026-06-24 | Electroweak corrections to Higgs boson pair production: The quark channel
[arXiv] 2026-06-24 | Polynomial homological Dehn functions from non-proper actions
[arXiv] 2026-06-24 | Confidence Sequences for Online Statistical Model Checking of Markov Decision Processes
[arXiv] 2026-06-24 | Non-invertible symmetries in the axiverse, and the imaginary wormholes
[arXiv] 2026-06-24 | Adaptive Oscillatory Inductive Bias for Modeling Sharp Prosodic Dynamics in Diffusion-Based TTS
[arXiv] 2026-06-24 | Learning Subset-Shared Invariances for Domain Generalization with Mixture-of-Experts
[arXiv] 2026-06-24 | A Population of Little Red Dot-like Quasars in SDSS
[arXiv] 2026-06-24 | Learning Action Priors for Cross-embodiment Robot Manipulation
[arXiv] 2026-06-24 | On-Policy Self-Distillation with Sampled Demonstrations Reduces Output Diversity
[arXiv] 2026-06-24 | Parnassus: A GPU-enabled, Python-based Package for Fast Particle Detector Simulation and Reconstruction
[arXiv] 2026-06-24 | MVTrack4Gen: Multi-View Point Tracking as Geometric Supervision for 4D Video Generation
[arXiv] 2026-06-24 | Operational detection of Wigner negativity in arbitrary quantum states from few copies
[arXiv] 2026-06-24 | Folds of one curve: the superradiant phase diagram of Dicke modes with interacting matter
[arXiv] 2026-06-24 | Same Evidence, Different Answer: Auditing Order Sensitivity in Multimodal Large Language Models
[arXiv] 2026-06-24 | Many-Body Second Order Green's Function Theory for Ab Initio Molecular Quantum Electrodynamics
[arXiv] 2026-06-24 | Glossy Silicate Clouds on the Scorched Dayside of LTT9779b
[arXiv] 2026-06-24 | A welding penetration prediction model for laser welding process based on self-supervised learning using physics-informed neural networks
[arXiv] 2026-06-24 | The Unfireable Safety Kernel: Execution-Time AI Alignment for AI Agents and Other Escapable AI Systems
[arXiv] 2026-06-24 | Hotelling-Downs with Facility Synergy: The Mall Effect
[arXiv] 2026-06-24 | Natural Ungrokking: Asymmetric Control of Which Rules Survive Pretraining
[arXiv] 2026-06-24 | Potential semistability of Finite height Galois representations: Relative case
[arXiv] 2026-06-24 | FORCE: Efficient VLA Reinforcement Fine-Tuning via Value-Calibrated Warm-up and Self-Distillation
[arXiv] 2026-06-24 | Residual orbital magnetization governs the anomalous Hall effect in altermagnets
[arXiv] 2026-06-24 | Variable Bound Tightening for Nash Equilibrium Computation in Multiplayer Imperfect-Information Games
[arXiv] 2026-06-24 | Radial Perturbations of Black Holes in DHOST Theories
[arXiv] 2026-06-24 | Improving Neural Network Training by Decoupling the Magnitude and Direction of Weight Vectors
[arXiv] 2026-06-24 | Dominance-Based Feasibility Inference for Packing-Constrained Pickup and Delivery Problems
[arXiv] 2026-06-24 | Agentic System as Compressor: Quantifying System Intelligence in Bits
[arXiv] 2026-06-24 | Dispersion Suppression for Wedge-Based Final Cooling at a 10 TeV Muon Collider
[arXiv] 2026-06-24 | Elliptical Regularized Hotelling Testing for High Dimensional Data
[arXiv] 2026-06-24 | Complementary probes of Bilinear RPV SUSY models with a wino-like LSP via Neutrino Oscillation and LHC
[arXiv] 2026-06-24 | Individual Sovereignty and Other-Regarding Preferences
[arXiv] 2026-06-24 | Chebotarev geodesic theorem: split case
[arXiv] 2026-06-24 | Spin-Momentum Impedance and Filtering by a Spin-Coupled Absorbing Boundary Condition
[arXiv] 2026-06-24 | Essentially commuting projections onto shift-invariant subspaces
[arXiv] 2026-06-24 | Towards Hodge-Riemann relations for non-Archimedean analogs of valuations on convex sets
[arXiv] 2026-06-24 | Complex symmetric generalized product type operators on weighted Bergman spaces
[arXiv] 2026-06-24 | Event-Adaptive Motion Planning with Distilled Vision-Language Model in Safety-Critical Situations
[arXiv] 2026-06-24 | TL++: Accuracy and Privacy Preserving Traversal Learning for Distributed Intelligent Systems
[arXiv] 2026-06-24 | New Online Database of Symbiotic Variables: Catalog and Statistical Overview of Symbiotic Binaries
[arXiv] 2026-06-24 | Study of Polarized Emission in Radio Halos and Filaments in the SKA Telescopes Era
[arXiv] 2026-06-24 | Holographic correlation functions of fermions in anisotropic plasma
[arXiv] 2026-06-24 | Expresso-AI: Explainable Video-Based Deep Learning Models for Depression Diagnosis
[arXiv] 2026-06-24 | Resampling in conditional SMC algorithms
[arXiv] 2026-06-24 | Two-dimensional Hyperbolic RNN Neural Quantum State
[arXiv] 2026-06-24 | Slay the Shear: A Unified Statistical Framework for Weak Gravitational Lensing Shear Estimation
[arXiv] 2026-06-24 | Optimizing Semiconductor Device Simulations through Low-Precision Arithmetic
[arXiv] 2026-06-24 | A 3D tomography of the Local Bubble with SKA-Low
[arXiv] 2026-06-24 | WOLF-VLA: Whole-Body Humanoid Optimal Locomotion Framework for Vision-Language-Action Learning
[arXiv] 2026-06-24 | On the error bounds of the Gauss-type quadrature formulae associated with spaces of parabolic and cubic spline functions with double equidistant knots
[arXiv] 2026-06-24 | Zero-Threshold Discrepancies for Multiple Correlation Sequences
[arXiv] 2026-06-24 | A topology-tuned pressure valve across the isoreticular RHO zeolite family
[arXiv] 2026-06-24 | SU(3)-flavor breaking as a structural probe of hidden-charm-strange $0^{--}$ tetraquarks in a color-octet basis
[arXiv] 2026-06-24 | TensorLDM: A Component-Wise Latent Diffusion Model for Volumetric DTI Reconstruction from Sparse DWIs
[arXiv] 2026-06-24 | Commutants of complex symmetric weighted composition operators on Fock space
[arXiv] 2026-06-24 | Dependency-Aware Dominant Resource Fairness for Multi-Tenant Multi-Resource Systems
[arXiv] 2026-06-24 | PatchINR: Patch-Based Implicit Neural Representations for Efficient and Scalable Inference
[arXiv] 2026-06-24 | Two-sample test with Wasserstein distance on Gaussian samples based on a log-normal approximation
[arXiv] 2026-06-24 | Total positivity and symmetric spaces
[arXiv] 2026-06-24 | An RDT based approach to large deviations of Wishart and Wigner matrices spectral edges
[arXiv] 2026-06-24 | Closed-form solutions to some generalized variational inference problems
[arXiv] 2026-06-24 | When LLM Rationales Become User-Facing: Effects on Trust Perception, Decision-Making, and Gaze Behaviors
[arXiv] 2026-06-24 | From Causal Discovery to Implementation: An Agentic AI Framework for E-Scooter Mobility Hub Planning Across 29 German Cities
[arXiv] 2026-06-24 | Statistical Characteristics of Tunneling States in Strong-Field Atomic Ionization
[arXiv] 2026-06-24 | Spin-flip optical excitations in van der Waals antiferromagnet CrPS$_4$
[arXiv] 2026-06-24 | RQ-SAFE: Coupled Request-Resource Scheduling for Online Edge SFC-DAGs
[arXiv] 2026-06-24 | Towards Robust EEG Decoding Based on Riemannian Self-Attention
[arXiv] 2026-06-24 | Control Barrier Function only Formation Tracking in Multi-Agent Systems
[arXiv] 2026-06-24 | Learning with a Single Rollout via Monte Carlo Pass@k Critic
[arXiv] 2026-06-24 | Dragon curves in Littlewood roots
[arXiv] 2026-06-24 | TopoCast: A Topological Fidelity Framework for Evaluating Transformer-Based Time Series Forecasting
[arXiv] 2026-06-24 | PRISM: Feed-Forward Single-Image 3D Reconstruction via Geometric Warp-Residual Modeling
[arXiv] 2026-06-24 | Accretion of a Plasma Vlasov Gas onto a Reissner-Nordström Black Hole
