[2026-04-24 22:39:26] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-23
正在获取论文...
[arXiv] 2026-04-23 | pygridsynth: A fast numerical tool for ancilla-free Clifford+T synthesis
[arXiv] 2026-04-23 | Temporal Taskification in Streaming Continual Learning: A Source of Evaluation Instability
[arXiv] 2026-04-23 | From Tokens to Concepts: Leveraging SAE for SPLADE
[arXiv] 2026-04-23 | A non-existence result for vertex-girth-regular graphs
[arXiv] 2026-04-23 | Fairness under uncertainty in sequential decisions
[arXiv] 2026-04-23 | Ohmic and viscous damping of inner core translational oscillations
[arXiv] 2026-04-23 | Pulse Shaping for Superconducting Qubits
[arXiv] 2026-04-23 | A nonconforming method for a generalized Darcy-Forchheimer model
[arXiv] 2026-04-23 | Optimizing High-Throughput Distributed Data Pipelines for Reproducible Deep Learning at Scale
[arXiv] 2026-04-23 | Characterizing Streaming Decidability of CSPs via Non-Redundancy
[arXiv] 2026-04-23 | Geometry, Not Calorimetry, Drives the Radio/Infrared/Gamma-Ray Correlation
[arXiv] 2026-04-23 | Embedded special Legendrian surfaces in $\mathbb S^5$
[arXiv] 2026-04-23 | Evaluation of Automatic Speech Recognition Using Generative Large Language Models
[arXiv] 2026-04-23 | Context Unrolling in Omni Models
[arXiv] 2026-04-23 | A structure-preserving semi-implicit finite volume scheme on vertex-staggered unstructured meshes
[arXiv] 2026-04-23 | Low-Rank Adaptation Redux for Large Models
[arXiv] 2026-04-23 | UniGenDet: A Unified Generative-Discriminative Framework for Co-Evolutionary Image Generation and Generated Image Detection
[arXiv] 2026-04-23 | $3d_{z^2}$ orbital delocalization and magnetic collapse in superconducting (La,Pr)$_3$Ni$_2$O$_{7-δ}$ films
[arXiv] 2026-04-23 | Task-Driven Co-Design of Heterogeneous Multi-Robot Systems
[arXiv] 2026-04-23 | EVENT5Ws: A Large Dataset for Open-Domain Event Extraction from Documents
[arXiv] 2026-04-23 | TingIS: Real-time Risk Event Discovery from Noisy Customer Incidents at Enterprise Scale
[arXiv] 2026-04-23 | Geometric Decoupling and the Color--Speed Mechanism in Multispeed Stochastic Klein--Gordon Systems
[arXiv] 2026-04-23 | High-performance cellular automaton decoders for quantum repetition and toric code
[arXiv] 2026-04-23 | Bismuth Films on EuO(111) as a Platform for Proximity-Induced Topological States
[arXiv] 2026-04-23 | Meshless $h$-adaptive Solution for non-Newtonian Natural Convection in a Differentially Heated Cavity
[arXiv] 2026-04-23 | Counting sunflowers with restricted matching number
[arXiv] 2026-04-23 | OptiMat Alloys: A FAIR End-to-End Agent with Living Database for Computational Multi-Principal Alloy Exploration
[arXiv] 2026-04-23 | Does PCA Work for Rough Functional Data?
[arXiv] 2026-04-23 | Participation and Representation in Local Government Speech
[arXiv] 2026-04-23 | Trust but Verify: Introducing DAVinCI -- A Framework for Dual Attribution and Verification in Claim Inference for Language Models
[arXiv] 2026-04-23 | Quantum-information diagnostics of cosmological perturbations with nontrivial sound speed in inflation
[arXiv] 2026-04-23 | DC Cryogenic Modeling of Open-Source SkyWater 130 nm MOSFETs at 77 K Using BSIM4
[arXiv] 2026-04-23 | Tool Attention Is All You Need: Dynamic Tool Gating and Lazy Schema Loading for Eliminating the MCP/Tools Tax in Scalable Agentic Workflows
[arXiv] 2026-04-23 | Structure-preserving approximation for non-isothermal phase-field models in melt flow
[arXiv] 2026-04-23 | Nickel intercalation in epitaxial graphene on SiC(0001): a novel platform for engineering two-dimensional heterostructures
[arXiv] 2026-04-23 | Towards Universal Tabular Embeddings: A Benchmark Across Data Tasks
[arXiv] 2026-04-23 | Task-specific Subnetwork Discovery in Reinforcement Learning for Autonomous Underwater Navigation
[arXiv] 2026-04-23 | The Representation Type of the Descent Algebras
[arXiv] 2026-04-23 | Modeling High Entropy Alloys' Mechanical Property through Natural Language-Derived Descriptors
[arXiv] 2026-04-23 | TEMA: Anchor the Image, Follow the Text for Multi-Modification Composed Image Retrieval
[arXiv] 2026-04-23 | An effective variant of the Hartigan $k$-means algorithm
[arXiv] 2026-04-23 | Rigorous Security Proofs for Practical Quantum Key Distribution
[arXiv] 2026-04-23 | From Codebooks to VLMs: Evaluating Automated Visual Discourse Analysis for Climate Change on Social Media
[arXiv] 2026-04-23 | SemEval-2026 Task 4: Narrative Story Similarity and Narrative Representation Learning
[arXiv] 2026-04-23 | Amorphous Nanoconfinement Enables Self-sustaining Sabatier Reaction at Ambient Conditions
[arXiv] 2026-04-23 | Magnetar Engines in Broad-lined Type Ic Supernovae and a Unified Picture for Magnetar-powered Stripped-envelope Supernovae
[arXiv] 2026-04-23 | Less Is More: Measuring How LLM Involvement affects Chatbot Accuracy in Static Analysis
[arXiv] 2026-04-23 | A Case Study in Recovery of Drones using Discrete-Event Systems
[arXiv] 2026-04-23 | Massive star formation at the Galactic crossroads: Insights from G358.69+0.03 in the Galactic center
[arXiv] 2026-04-23 | Real-Space Imaging of Guided Exciton Polaritons in Free-standing Monolayer WSe2
[arXiv] 2026-04-23 | Entanglement of two optical emitters mediated by a terahertz channel
[arXiv] 2026-04-23 | A superconvergent hybridizable discontinuous Galerkin method for the convective Cahn--Hilliard equation
[arXiv] 2026-04-23 | From If-Statements to ML Pipelines: Revisiting Bias in Code-Generation
[arXiv] 2026-04-23 | Testing Spontaneous Collapse Models with Coulomb Mediated Squeezing
[arXiv] 2026-04-23 | Bipartite entanglement under frequency comb pumping in parametric Josephson circuits
[arXiv] 2026-04-23 | Hierarchical Joint Source-Channel Coding with Constrained Information Leakage
[arXiv] 2026-04-23 | Impact of Primordial Black Hole population on 21 cm observables at high redshift
[arXiv] 2026-04-23 | Constraining dark matter self-interaction from kinetic heating in neutron stars
[arXiv] 2026-04-23 | Dilated CNNs for Periodic Signal Processing: A Low-Complexity Approach
[arXiv] 2026-04-23 | An Old, Low-mass, Metal-poor Hypervelocity Star Candidate Consistent with a Galactic Center Origin
[arXiv] 2026-04-23 | Large-Scale Data Parallelization of Product Quantization and Inverted Indexing Using Dask
[arXiv] 2026-04-23 | DCMorph: Face Morphing via Dual-Stream Cross-Attention Diffusion
[arXiv] 2026-04-23 | On the Challenges of Holistic Intrusion Detection in ICS
[arXiv] 2026-04-23 | Chaotic dynamics of charged particles near weakly magnetized black holes in Einstein-ModMax Theory
[arXiv] 2026-04-23 | VLTI-GRAVITY measurements of cool evolved stars: II. Pulsation properties and mass-loss process of the Mira star R Car and the red supergiant VX Sgr
[arXiv] 2026-04-23 | Causal Discovery in Multivariate Extremes via Tail Asymmetry
[arXiv] 2026-04-23 | Convergence Rate Analysis of SOAP with Arbitrary Orthogonal Projection Matrices
[arXiv] 2026-04-23 | Radiation properties of a regular black hole embedded in a Dehnen-type dark matter halo with a thin accretion disk
[arXiv] 2026-04-23 | Using ASP(Q) to Handle Inconsistent Prioritized Data
[arXiv] 2026-04-23 | Verifying Machine Learning Interpretability Requirements through Provenance
[arXiv] 2026-04-23 | Extremal 1-planar graphs without k-cliques
[arXiv] 2026-04-23 | DualSplat: Robust 3D Gaussian Splatting via Pseudo-Mask Bootstrapping from Reconstruction Failures
[arXiv] 2026-04-23 | Combinatorial aspects of the non-symmetric strong spectral property for graphs
[arXiv] 2026-04-23 | Boxing inequalities for relative fractional perimeter and fractional Poincaré-type inequalities on John domains with the BBM factor
[arXiv] 2026-04-23 | On The Ellipticity Of Generalised Monge-Ampère Equations on Vector Bundles
[arXiv] 2026-04-23 | Betting on Bets: Anytime-Valid Tests for Stochastic Dominance
[arXiv] 2026-04-23 | Accelerating scaling solutions from dark matter particle creation
[arXiv] 2026-04-23 | Addressing Image Authenticity When Cameras Use Generative AI
[arXiv] 2026-04-23 | Scalable Multimodal Beam Alignment in V2X: An Anti-Imbalance Graph Learning Approach
[arXiv] 2026-04-23 | Entropic regularization of Monge's problem
[arXiv] 2026-04-23 | Tight constructions for reconfigurations of independent transversals
[arXiv] 2026-04-23 | Generalized stochastic spin-wave theory for open quantum spin systems
[arXiv] 2026-04-23 | Finding Meaning in Embeddings: Concept Separation Curves
[arXiv] 2026-04-23 | Component-Based Out-of-Distribution Detection
[arXiv] 2026-04-23 | Chiral spin-textures in van der Waals heterostructures
[arXiv] 2026-04-23 | Attention-based multiple instance learning for predominant growth pattern prediction in lung adenocarcinoma wsi using foundation models
[arXiv] 2026-04-23 | Quadrupolar bremsstrahlung waveform at the third-and-a-half post-Newtonian accuracy
[arXiv] 2026-04-23 | Cosmological discrete self-similarity in primordial black hole formation
[arXiv] 2026-04-23 | VFM$^{4}$SDG: Unveiling the Power of VFMs for Single-Domain Generalized Object Detection
[arXiv] 2026-04-23 | Controlled Manipulation of Intermediate State in a Type-I Superconductor
[arXiv] 2026-04-23 | Signatures of Very Massive Stars in the Epoch of Reionization
[arXiv] 2026-04-23 | Impact of the Infrared Cutoff on Structure Formation in Tsallis Holographic Dark Energy
[arXiv] 2026-04-23 | Risk-Aware and Stable Edge Server Selection Under Network Latency SLOs
[arXiv] 2026-04-23 | Rethinking Cross-Domain Evaluation for Face Forgery Detection with Semantic Fine-grained Alignment and Mixture-of-Experts
[arXiv] 2026-04-23 | MCP Pitfall Lab: Exposing Developer Pitfalls in MCP Tool Server Security under Multi-Vector Attacks
[arXiv] 2026-04-23 | LightStim: A Framework for QEC Protocol Evaluation and Prototyping with Automated DEM Construction
[arXiv] 2026-04-23 | Dynamical Priors as a Training Objective in Reinforcement Learning
[arXiv] 2026-04-23 | Dynamical Regimes of Two Qubits Coupled through a Transmission Line
[arXiv] 2026-04-23 | Context-Aware Displacement Estimation from Mobile Phone Data: A Methodological Framework
[arXiv] 2026-04-23 | Tempered Sequential Monte Carlo for Trajectory and Policy Optimization with Differentiable Dynamics
[arXiv] 2026-04-23 | The Privacy Guardian Agent: Towards Trustworthy AI Privacy Agents
[arXiv] 2026-04-23 | Reasoning Primitives in Hybrid and Non-Hybrid LLMs
[arXiv] 2026-04-23 | Decomposing Fractional Quantum Hall Wave Functions via Operator Contraction Multiplication
[arXiv] 2026-04-23 | A single algorithm for both restless and rested rotting bandits
[arXiv] 2026-04-23 | Hill's level surfaces in the circular restricted three-body problem solved
[arXiv] 2026-04-23 | FairQE: Multi-Agent Framework for Mitigating Gender Bias in Translation Quality Estimation
[arXiv] 2026-04-23 | A pragmatic classification of AI incident trajectories
[arXiv] 2026-04-23 | Encrypted Visual Feedback Control Using RLWE-Based Cryptosystem
[arXiv] 2026-04-23 | Even More Guarantees for Variational Inference in the Presence of Symmetries
[arXiv] 2026-04-23 | Neurodiversity and Technostress: Towards a Multimodal Research Design for Evaluating Subjective, Physiological, and Behavioral Responses
[arXiv] 2026-04-23 | GEWUM: General Exploration Workflow for the Utopia of Materials: A Unified Platform for Automated Structure Generation, Selection, and Validation
[arXiv] 2026-04-23 | You Only Gaussian Once: Controllable 3D Gaussian Splatting for Ultra-Densely Sampled Scenes
[arXiv] 2026-04-23 | Provably Secure Steganography Based on List Decoding
[arXiv] 2026-04-23 | From Noise to Intent: Anchoring Generative VLA Policies with Residual Bridges
[arXiv] 2026-04-23 | Conjecture and Inquiry: Quantifying Software Performance Requirements via Interactive Retrieval-Augmented Preference Elicitation
[arXiv] 2026-04-23 | Bayesian Inference of Dense-Matter Equations of State from Small-Radius Compact Stars with Twin-Star Scenarios
[arXiv] 2026-04-23 | Revisiting the luminescence properties of Pr3+: YAG within the framework of an extended approach of Judd-Ofelt theory
[arXiv] 2026-04-23 | Time, Causality, and Observability Failures in Distributed AI Inference Systems
[arXiv] 2026-04-23 | Prototype-Based Test-Time Adaptation of Vision-Language Models
[arXiv] 2026-04-23 | Evaluating AI Meeting Summaries with a Reusable Cross-Domain Pipeline
[arXiv] 2026-04-23 | Fractals of Simple Random Walks in Two Dimensions: A Monte Carlo Study
[arXiv] 2026-04-23 | ProDock: From multi-target consensus docking into database-backed storage
[arXiv] 2026-04-23 | Quantum Mixing for Schrödinger eigenfunctions in Benjamini-Schramm limit
[arXiv] 2026-04-23 | The Sample Complexity of Multicalibration
[arXiv] 2026-04-23 | Grounding Video Reasoning in Physical Signals
[arXiv] 2026-04-23 | Piercing all maximum cliques in hypergraphs
[arXiv] 2026-04-23 | Gradual Voluntary Participation: A Framework for Participatory AI Governance in Journalism
[arXiv] 2026-04-23 | FAccT-Checked: A Narrative Review of Authority Reconfigurations and Retention in AI-Mediated Journalism
[arXiv] 2026-04-23 | Bounding the density of spherical polygon packings
[arXiv] 2026-04-23 | "If We Had the Information That We Need to Interpret the World Around Us, We Wouldn't Be Disabled:" Barriers and Opportunities in Information Work among Blind and Sighted Colleagues
[arXiv] 2026-04-23 | PREVENT-JACK: Context Steering for Swarms of Long Heavy Articulated Vehicles
[arXiv] 2026-04-23 | Ideological Bias in LLMs' Economic Causal Reasoning
[arXiv] 2026-04-23 | Turbulent infall onto class 0 disks as cause of CAI brief condensation episode in the solar system
[arXiv] 2026-04-23 | On a Boundary-Initial Value Problem for Fractional Differential Equation with Sequential Caputo derivatives
[arXiv] 2026-04-23 | LLM-Steered Power Allocation for Parallel QPSK-AWGN Channels
[arXiv] 2026-04-23 | TopoStyle: Supporting Iterative Design with Generative AI for 2.5D Topology Optimization
[arXiv] 2026-04-23 | Liquid argon purification and purity monitoring: apparatus and first results
[arXiv] 2026-04-23 | Large values in time series and additive combinatorics
[arXiv] 2026-04-23 | LatRef-Diff: Latent and Reference-Guided Diffusion for Facial Attribute Editing and Style Manipulation
[arXiv] 2026-04-23 | Can MLLMs "Read" What is Missing?
[arXiv] 2026-04-23 | Structured Quantum State Reconstruction via Physically Motivated Operator Selection
[arXiv] 2026-04-23 | Listen and Chant Before You Read: The Ladder of Beauty in LM Pre-Training
[arXiv] 2026-04-23 | Enhancing Online Recruitment with Category-Aware MoE and LLM-based Data Augmentation
[arXiv] 2026-04-23 | Frequency Security Assessment in Power Systems With High Penetration of Renewables Considering Spatio-Temporal Frequency Distribution
[arXiv] 2026-04-23 | ECCFROG522PP: An Enhanced 522 bit Weierstrass Elliptic Curve
[arXiv] 2026-04-23 | CAP: Controllable Alignment Prompting for Unlearning in LLMs
[arXiv] 2026-04-23 | Reasoning About Traversability: Language-Guided Off-Road 3D Trajectory Planning
[arXiv] 2026-04-23 | Ultra-low-noise supercontinuum in normal-dispersion ZBLAN fibres pumped at 1.85 $μ$m
[arXiv] 2026-04-23 | SparKV: Overhead-Aware KV Cache Loading for Efficient On-Device LLM Inference
[arXiv] 2026-04-23 | UAU-Net: Uncertainty-aware Representation Learning and Evidential Classification for Facial Action Unit Detection
[arXiv] 2026-04-23 | A transfer-learning-enhanced POD-FNN surrogate for rapid signal prediction and inverse fitting in thermoreflectance with patterned transducers
[arXiv] 2026-04-23 | SQLyzr: A Comprehensive Benchmark and Evaluation Platform for Text-to-SQL
[arXiv] 2026-04-23 | ARFBench: Benchmarking Time Series Question Answering Ability for Software Incident Response
[arXiv] 2026-04-23 | SpatiO: Adaptive Test-Time Orchestration of Vision-Language Agents for Spatial Reasoning
[arXiv] 2026-04-23 | Uncertainty-Aware Spatiotemporal Super-Resolution Data Assimilation with Diffusion Models
[arXiv] 2026-04-23 | Percolation Critical Probability of Aperiodic Smith Hat tile(1, $\sqrt3$)
