[2026-04-06 22:37:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-05
正在获取论文...
[ACM] 2026-4-6 | Learner-Customized Algorithm Visualization Using Generative AI
[IEEE] 2026-4-6 | A Swin Transformer-Based Hybrid U-Shape Network for Nonlinear Hyperspectral Unmixing
[ACM] 2026-4-6 | CubeGS: Cube-wise Motion Residual Prediction for Gaussian Splatting Streaming
[ACM] 2026-4-6 | YaBRI: A Browser-Based REPL Architecture for Extensible, Event-Driven, and Data-Aware Software Integration
[ACM] 2026-4-6 | ARB
                    <scp>ot</scp>
                    : A High-Fidelity Robotic Manipulator Teleoperation Framework for Human-Centered Augmented Reality Evaluation
[ACM] 2026-4-6 | SportSBD: Shot Boundary Detection in Sports Footage
[ACM] 2026-4-6 | Delivering Layered Object-Based Media using WebAssembly with Selective Cloud Rendering
[IEEE] 2026-4-6 | Comparative Anylysis of Radiation Characteristics of a Single Impedance Body
[IEEE] 2026-4-6 | Decentralization Model for the Replica State Discovery Protocol
[IEEE] 2026-4-6 | Comparative Evaluation of Data Augmentation Strategies for Brain Tumor Segmentation on Small MRI Datasets
[IEEE] 2026-4-6 | Retraction Notice: WSN in Defence Field: A Security Overview
[IEEE] 2026-4-6 | Effective Scriptwriting Principles for Public Presentation During the Covid-19 Pandemic
[IEEE] 2026-4-6 | Retraction Notice: A Novel Design of Autonomous Cars using IoT and Visual Features
[IEEE] 2026-4-6 | Retraction Notice: A Trend Analysis of Diffusion Energy Effective Clustering Techniques in Wireless Sensor Networks
[IEEE] 2026-4-6 | Retraction Notice: Recent Study on Image Denoising using Deep CNN Techniques
[IEEE] 2026-4-6 | Point Cloud Video Modeling With Progressive Prior Knowledge Guidance and Adaptive Neighboring Aggregation
[IEEE] 2026-4-6 | An improved driving power supply method for a portable electromagnetic impact source with a short acceleration distance
[IEEE] 2026-4-6 | Invisible Bullet-Magnetism Aim Assistance in VR Dart Throwing: Effects on User Experience and Performance_supp1-3680707.mp4
[IEEE] 2026-4-6 | PP-wave reflection coefficient approximation for seismic amplitude inversion in biaxial stress-induced anisotropic media considering microcrack closure
[IEEE] 2026-4-6 | Theoretical and Empirical Study of Spatial Power Focusing Effect for Sparse Arrays At Terahertz Band
[IEEE] 2026-4-6 | Descriptor: The WiFi-Based Human Activity Recognition Under Everyday Life Changes Dataset (WiFi-Wild)
[IEEE] 2026-4-6 | Spatiotemporal Dynamics of Night-time Light in Sudan during the Ongoing Conflict
[IEEE] 2026-4-6 | On the Effect of Domain-Adversarial Supervision Placement for Cross-Sensor 6D Pose Estimation
[IEEE] 2026-4-6 | Resilient networked control systems subject to cyber threats: a data encryption and cloud computing based model predictive control approach
[IEEE] 2026-4-6 | Micromobility Vehicle Classification for Smart City Infrastructure Using Magnetic Field Sensor Array
[IEEE] 2026-4-6 | Respiration Rate Estimation Using ECG and PPG Data: Open Source Implementations Focused on Wearables
[IEEE] 2026-4-6 | Advertising &amp; Sales
[IEEE] 2026-4-6 | Sonar Mapping and Obstacle Avoidance for Autonomous Underwater Vehicles in Unknown Marine Environments
[IEEE] 2026-4-6 | Integrating Digital Twin and Swarm-Based UAV Systems for Autonomous Wildfire Prevention and Detection
[IEEE] 2026-4-6 | Phase-Only Synthesis for Reconfigurable Arrays With Antenna Selection and DRR Constraints
[IEEE] 2026-4-6 | Fabrication and Test of a Curved-Canted-Cosine-Theta Magnet Used for a Laser-driven Proton Accelerator System
[IEEE] 2026-4-6 | Automatic OCT scanning of moving soft tissue using continuum endoscopic robots
[IEEE] 2026-4-6 | Physics-Informed Reinforcement Learning for Utility-Aware Pilot Selection in LEO Channel Estimation
[IEEE] 2026-4-6 | History of Wireless Education in the Last Century and the Role of the University of Calcutta [Historically Speaking]
[IEEE] 2026-4-6 | Improving Local Feature Matching by Entropy-inspired Scale Adaptability and Flow-endowed Local Consistency
[IEEE] 2026-4-6 | Decentralized Model Predictive Control for Platooning: Enhancing Human–Driver Collaboration
[IEEE] 2026-4-6 | FuzzyCam: A Class Activation Image Generation Method Based on Fuzzy Impulse Detection
[ACM] 2026-4-6 | LMG: Efficient Streaming of Layered Mesh-Gaussian 3D Scenes
[IEEE] 2026-4-6 | A Pose-only Geometric Constraint for Multi-Camera Pose Adjustment
[IEEE] 2026-4-6 | Asymptotic Analysis of Max-Min SINR in Downlink MISO System with Multi-Weighted Power Constraints
[IEEE] 2026-4-6 | OFERA: Blendshape-driven 3D Gaussian Control for Occluded Facial Expression to Realistic Avatars in VR
[IEEE] 2026-4-6 | Interaction Under Whole-Body User Rotations in VR Space
[IEEE] 2026-4-6 | A Mixed-Methods Comparative Study of Remote and Traditional SDR Laboratories Via Bloom's Taxonomy, Surveys, and Focus Group
[IEEE] 2026-4-6 | Gradient Embedding and Modal Complementarity Networks for Audio-Video Depression Level Prediction
[IEEE] 2026-4-6 | All-Optical Microwave Frequency Division by Harmonic Frequency Locking
[IEEE] 2026-4-6 | NTL Detection: Multi-Modal Architecture for Smart Meter Fraud Detection in a Realistic Deployment
[IEEE] 2026-4-6 | Explainable One-Class Machine Learning for Anomaly Detection in Hydro-Ecological Monitoring
[IEEE] 2026-4-6 | Enhancing Chinese Listening Proficiency Through an Interactive Learning Approach with Edpuzzle
[IEEE] 2026-4-6 | Retraction Notice: Artificial Intelligence based Anxiety Detection in Patients
[IEEE] 2026-4-6 | Design and Implementation of a Hybrid-Powered Automatic Agricultural Produce Oven System
[IEEE] 2026-4-6 | Air Quality Forecasting Using a Long Short-Term Memory Neural Network
[IEEE] 2026-4-6 | The Principle of Matching Patch Elements in Broadband Antenna Array
[IEEE] 2026-4-6 | A Knowledge-Driven Framework for Cross-Border-Logistics Innovation: A Case Study from Southeast Asia
[IEEE] 2026-4-6 | Adaptive Reinforcement Learning–Based Test Selection for Improving Web Application Testing Accuracy
[IEEE] 2026-4-6 | Advancing Afghanistan Mineral Stone Classification Using Hybrid CNNs with Attention and Texture Learning
[IEEE] 2026-4-6 | Deep Learning towards Intrusion Detection in IoT
[IEEE] 2026-4-6 | Retraction Notice: Prediction of Air Pollution by using Machine Learning Algorithm
[IEEE] 2026-4-6 | Deep Learning-based Segmentation for Assessment of Kidney Tumour Ablation Therapy in CT Images
[IEEE] 2026-4-6 | Joint Optimization of Computation Offloading and Resource Allocation in Heterogeneous UAV-Assisted Edge Computing: A Game-Theoretical Approach_supp1-3680337.pdf
[IEEE] 2026-4-6 | The future of electric mobility between technology, business acceptance and policy making: lessons learned from the INCIT-EV project
[IEEE] 2026-4-6 | ADODN: A Dropout-Based Occlusion-Aware Deep Network for Facial Landmark Detection
[IEEE] 2026-4-6 | UAV-Assisted Shadow Removal Framework for Accurate Pavement Crack Segmentation under Complex Illumination Conditions
[IEEE] 2026-4-6 | Generation Expansion Planning Framework Integrating Battery Energy Storage Systems into the Screening Curve Method
[IEEE] 2026-4-6 | A Hybrid Blockchain Approach to Secure and Transparent Casino Betting and Payouts
[IEEE] 2026-4-6 | Multi-Modal 3D Semantic Segmentation with Capsule-Weighted Knowledge Distillation
[IEEE] 2026-4-6 | Retraction Notice: Road Sign Recognition System for Autonomous Vehicle using Raspberry Pi
[IEEE] 2026-4-6 | Retraction Notice: A Review of Machine Learning Techniques for Breast Cancer Diagnosis in Medical Applications
[IEEE] 2026-4-6 | IEEE Awards
[IEEE] 2026-4-6 | Improved Classification Accuracy of Convolutional Neural Networks with Connected Layers for Electroencephalogram Data
[IEEE] 2026-4-6 | Algorithm Design and Regret Analysis for Aggregative Optimization in Open Multi-Agent Systems
[IEEE] 2026-4-6 | Hybrid GNN-Centric Architectures for AI-Native 6G Wireless Networks: A Comprehensive Survey
[IEEE] 2026-4-6 | Hierarchical Gradient Preserved Network for High Resolution Hyperspectral Fusion Imaging_supp1-3680385.pdf
[IEEE] 2026-4-6 | Personalized Vehicular Health Diagnosis via Large Language Model
[IEEE] 2026-4-6 | Continuous-Space Multi-Agent Path Finding via Enhanced Prioritized Search with Ackermann Kinematic Constraints
[IEEE] 2026-4-6 | Toward Functional Testing of Autonomous Ships: A Structured Survey With a Hybrid Virtual-Real Implementation Framework
[IEEE] 2026-4-6 | Modelling Different Penetration Rates of Automated Eco-Driving Electric Vehicles in an Urban Area
[IEEE] 2026-4-6 | Stabilization of G-Stochastic Complex Networks via Asynchronous Hierarchical-Triggered Intermittent Control
[ACM] 2026-4-6 | Open Source Knowledge Automated Reviewer (OSKAR)
[ACM] 2026-4-6 | Robust Adaptive Algorithms for High-Fidelity Next-Generation Video Streaming
[IEEE] 2026-4-6 | Comparing Independent and Centralized Multi-Agent Learning for District Energy Systems
[IEEE] 2026-4-6 | Methodology for Evaluating the Occurrence, Multiplication, and Spread of Errors in Artificial Intelligence Models
[IEEE] 2026-4-6 | Full-Scale 3D Models for Training in Rhinoscopic Interventions
[IEEE] 2026-4-6 | BFX: An Interpretable Statistical Tool for Anomaly-Oriented Examination of BGP Features
[IEEE] 2026-4-6 | Quantum compressed sensing tomographic reconstruction algorithm
[IEEE] 2026-4-6 | Characterization of Patterned Self-Assembled Electrets for Vibrational Energy Harvesters
[IEEE] 2026-4-6 | Disturbance-Observer-Based Sliding Mode Controller for Physical Human-Robot Interaction in Multi-Joint Exoskeleton Robots
[IEEE] 2026-4-6 | Through a Glass Darkly [Turnstile]
[IEEE] 2026-4-6 | Efficiency-aware Federated Learning for Image Classification via Model Adaptation
[IEEE] 2026-4-6 | Full W-Band HDI Antenna-in-Package Array Based on a Coplanar Magnetoelectric Dipole
[IEEE] 2026-4-6 | Retraction Notice: Implication Centered Learning Mechanism for Exploring Analysis of Variance by Means of Linear Regression in Artificial Neural Networks
[IEEE] 2026-4-6 | Retraction Notice: A Reflection of Driver Drowsiness Detection Techniques
[IEEE] 2026-4-6 | Improving the Dynamics of a Lifting Mechanism Based on Fuzzy Control Approaches
[IEEE] 2026-4-6 | Retraction Notice: An Overview of the Challenges and Applications towards Web Mining
[IEEE] 2026-4-6 | The Impact of Stress on Cognitive Performance in University Students: EEG-Based Study
[IEEE] 2026-4-6 | Retraction Notice: Advances in Vision based Lane Detection Algorithm Based on Reliable Lane Markings
[IEEE] 2026-4-6 | Designing an Adaptive Color Morphology Operator for Exudates and Microaneurysms Detection in Color Fundus Images
[IEEE] 2026-4-6 | A Hybrid Model for Enhancing 3D Medical Image Segmentation with Self-Attention Volumetric Transformer and Convolutional Neural Network
[IEEE] 2026-4-6 | AI-Assisted Semiotic Analysis of the Cultural Absence of the Zulfikar Sword in Chinese Islamic Visual Culture
[IEEE] 2026-4-6 | Continuous representation of tactile information by an unsupervised liquid state machine_supp1-3680544.pdf
[IEEE] 2026-4-6 | RISE: Resource-Efficient RFID Security Protocol in IoT with S-Box and Elliptic Curve Cryptography
[IEEE] 2026-4-6 | <i>NaviGate</i>
                    app: a Digital Catalyst Supporting Coordination in a Smart Port Ecosystem
[IEEE] 2026-4-6 | FAR-RIO: A Fast and Robust Radar-Inertial Odometry with Isotropic Uncertainty Model and Dual-Observation Update Pipeline
[IEEE] 2026-4-6 | A High Efficiency Asymmetric Three-Level Buck–Boost Converter for Battery Charging Applications
[IEEE] 2026-4-6 | VMD and Gramian Angular Field Empowered CNN for Drone RF Signal Recognition
[IEEE] 2026-4-6 | Nematic Liquid Crystal-Embedded Optical Fiber Cryogenic Temperature Sensor Amplified by Vernier Effect
[IEEE] 2026-4-6 | Making Sense of AI Agents Hype: Adoption, Architectures, and Takeaways from Practitioners
[IEEE] 2026-4-6 | XR Intergenerational Exergaming: Exploring the Complementary Roles of VR, MR, and Environmental Context
[IEEE] 2026-4-6 | <i>InverseDraping:</i>
                    Recovering Sewing Patterns from 3D Garment Surfaces via BoxMesh Bridging
[IEEE] 2026-4-6 | DREMnet: An Interpretable Denoising Framework for Semi-Airborne Transient Electromagnetic Signal
[IEEE] 2026-4-6 | Retraction Notice: Distinguishing Reviews Through Sentiment Analysis Using Machine Learning Techniques
[IEEE] 2026-4-6 | Data-Driven Control of Continuous-Time LTI Systems via Non-Minimal Realizations
[ACM] 2026-4-6 | GestureSync: Low-Latency Hand Gesture Control for Real-Time Audiovisual Performance
[IEEE] 2026-4-6 | Intelligent Computational Model for QoS-Aware Traffic Engineering Queues
[IEEE] 2026-4-6 | TCSET 2026 Committees
[IEEE] 2026-4-6 | HarassGuard: Detecting Harassment Behaviors in Social Virtual Reality with Vision-Language Models_supp1-3680723.pdf
[IEEE] 2026-4-6 | SkyFind: A Large-Scale Benchmark Unveiling Referring Expression Comprehension for UAV
[IEEE] 2026-4-6 | Reinforcement Learning-Based Parameter Optimization for Multi-Material Cloth Simulation
[IEEE] 2026-4-6 | Methods for Over-the-Air Detection and Digital Processing of Wireless Analog Video Signals Using a Microcontroller with Built-in ADC
[IEEE] 2026-4-6 | Context-Aware Computational Model for Adaptive Big Data Processing Pipelines
[IEEE] 2026-4-6 | Method of Resource-Optimised Selective Video Encryption using U-Net Semantic Segmentation
[IEEE] 2026-4-6 | AI-Integrated Gamified Learning Media for Enhancing Chinese Pronunciation: A Design and Implementation Study
[IEEE] 2026-4-6 | Spectral And Photovoltaic Analysis Of InAgS Quantum Dot-Based Ternary Solar Cells: A Comparison With Standard P3HT:C70 Systems
[IEEE] 2026-4-6 | On the Competition of Modes in a Magnetron with Significant Role of Space Charge
[IEEE] 2026-4-6 | The Impact of Employee Compensation, Benefits, and Reward Programs on Retention and Productivity in the Hotel Industry in Thailand
[IEEE] 2026-4-6 | Probabilistic inversion of airborne electromagnetic data using conditional variational autoencoder: Yellowstone case study
[IEEE] 2026-4-6 | Global Token Dictionary Augmented Patch Transformer for Hyperspectral Image Reconstruction
[IEEE] 2026-4-6 | Instantaneous State InSAR: Estimation and Prediction for Near Real-Time Displacement Monitoring
[IEEE] 2026-4-6 | Retraction Notice: Integration between wireless sensor and cloud
[IEEE] 2026-4-6 | Retraction Notice: Indiscriminate assortment navigation methods for secure statistics transmission in wireless sensor networks
[IEEE] 2026-4-6 | Meta-Path Propagation Profiles with Machine Learning for Accurate Drug-Disease Prediction
[IEEE] 2026-4-6 | Verifiable Multi-user Dynamic Searchable Symmetric Encryption with Forward and Backward Privacy Feasible for Cloud Storage
[IEEE] 2026-4-6 | Low Common-Mode Noise Driver Design With Parasitic Parameter Extraction of Current-Mode Logic Driver
[IEEE] 2026-4-6 | Retraction Notice: Information Measure Computation and its Impact in MI COCO Dataset
[IEEE] 2026-4-6 | UAV-RIS-Assisted Covert ISCC System for Near-Field Low-Latency Scenarios: System Design and Performance Analysis
[IEEE] 2026-4-6 | Automatic Depression Level Prediction Based on Facial Video With Emotional Cues Using a Hybrid Machine Learning Framework
[IEEE] 2026-4-6 | Tunnel-Guided Assist-as-Needed Control for Hand Pre-Shaping: Development and Validation in Healthy Participants
[IEEE] 2026-4-6 | Evaluation of Metallic Interference in Electromagnetic Tracker for Handheld Robotics
[IEEE] 2026-4-6 | Implantable Multiband Antennas for Future Wireless Brain Health Devices: Review on Design Approaches and Recent Developments [Bioelectromagnetics]
[IEEE] 2026-4-6 | Frame-Wise Optimized Range Gate Pull-Off Jamming Strategy via Action Masking Reinforcement Learning
[IEEE] 2026-4-6 | Table of Contents
[IEEE] 2026-4-6 | Preisach-Deep Learning Hybrid Approach for Hysteresis-Nonlinear Dynamic Identification of a 2-DoF Force Feedback Mechanism Using MR Fluid Actuators
[IEEE] 2026-4-6 | Blinded by the Beam: A Unified Real-Time Defense Against Laser-Based Attacks on Navigational Perception of Autonomous Vehicles
[IEEE] 2026-4-6 | RV-DroneEye: Unity-based framework for a Synthetic dataset for robust UAV recognition
[IEEE] 2026-4-6 | A Lightweight Framework With Pruning and Knowledge Distillation for Ship Detection in SAR Images
[IEEE] 2026-4-6 | A Double-Stage Detail Enhancement Framework for Small Object Detection in High Spatial Resolution Remote Sensing Images
[IEEE] 2026-4-6 | Rapid Multipoint Gas Sensing Using a Silicon-Photonic-Integrated Widely-Tunable Narrow-Linewidth Laser by FMCW Interferometry
[IEEE] 2026-4-6 | Large Language Model-based Smart Agents for Attack-Defense Game on Cyber-Physical Power Systems
[ACM] 2026-4-6 | Validation of Real-Time Text (RTT) over IMS Functionalities A Case Study in a Telecommunications Laboratory Environment to Ensure Software Quality
