[2026-07-29 22:59:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | OmniQEC: discovering practical quantum error-correcting codes by an AI scientist
[arXiv] 2026-07-28 | MEDit-Bench: A Dataset for Evaluating Message-Driven Narrative Video Editing
[arXiv] 2026-07-28 | Retraction-Free Optimization over the Stiefel Manifold for the LoRA Fine-Tuning
[arXiv] 2026-07-28 | Double phase flow under Lavrentiev phenomenon
[arXiv] 2026-07-28 | Breaking the Periodicity Assumption: Robust Tensorial Multi-View Clustering via Graph-Spectral Low-Rank Learning
[arXiv] 2026-07-28 | A Rigorous Proof of Metric Blow-Up for Pseudospherical Metrics Associated with the Degasperis--Procesi Equation
[arXiv] 2026-07-28 | From Starburst to Quenching: Physical Properties of Extremely Compact Starbursts at z$\sim$0.1
[arXiv] 2026-07-28 | Multi-Phonation Graph Learning with Self-Supervised Speech Embeddings for ALS Detection and Progression Prediction
[arXiv] 2026-07-28 | Coefficient Problems and Sharp Determinant Estimates for the Class $\mathcal{S}^*_{q_1}$
[arXiv] 2026-07-28 | ScaleResfusion: Residual Rectified Flow based on Residual Vector Field
[arXiv] 2026-07-28 | Bridging Compute- and Data-Optimal Pretraining
[arXiv] 2026-07-28 | Low-Temperature Magnetoresistance Hysteresis in Granular Cr1-xFexO2: Slow Relaxation of Transport-Active Magnetic Configurations
[arXiv] 2026-07-28 | Type Safety via Hoare Logic with Separation and Pure Types
[arXiv] 2026-07-28 | Laplace-PSN-IRT: Uncertainty Quantification for Neural Item Response Theory Models of LLM Benchmarks
[arXiv] 2026-07-28 | A Copula-Based Regression Framework for Enhanced Prediction under Heteroscedasticity
[arXiv] 2026-07-28 | Nijenhuis modules and the ring of Nijenhuis operators
[arXiv] 2026-07-28 | Analytic Bertini theorem II --- The local case
[arXiv] 2026-07-28 | Grazing bifurcations of linear impact oscillators in the zero damping limit
[arXiv] 2026-07-28 | Decision-Level Hijacking: Injecting Cognitive Bias into Large Language Models via Bit-Flip Attacks
[arXiv] 2026-07-28 | The quantum electrodynamics for dyons
[arXiv] 2026-07-28 | An indefinite Coulomb interaction from the Steklov spectrum of perforated manifolds
[arXiv] 2026-07-28 | RIDGE: An Autonomous Framework for Validation and Method Discovery in LLM-Generated Option Pricing
[arXiv] 2026-07-28 | Diamond-free, claw-free cubic graphs are (1, 1, 2, 3)-packing colorable
[arXiv] 2026-07-28 | LGFNet: A CTC-Guided Local-Global Fusion Framework for Single-Channel Sleep Staging
[arXiv] 2026-07-28 | Decentralized Scalable Exploration via Emergent Adaptive Lévy Walks on Minimal-Sensing Platforms
[arXiv] 2026-07-28 | Turbulent Flame Speed Can Increase under Curvature Smoothing
[arXiv] 2026-07-28 | Co-transmission of classical data and continuous-variable entanglement over a single quantum channel
[arXiv] 2026-07-28 | QUBO-Based Optimization of Social Indicator Configurations for Working-Age Population Growth
[arXiv] 2026-07-28 | CondPSE: A Polynomial-Filtered Structural Encoder with Conditional Modulation for Graphs
[arXiv] 2026-07-28 | Observing sycophantic AI validate others reduces its appeal but not its persuasiveness
[arXiv] 2026-07-28 | Hyperstructures as complete atomic Boolean algebras
[arXiv] 2026-07-28 | Covariate-Adaptive Sample Size Re-estimation for Population-Standardized Historical Control Designs in Single-Arm Trials
[arXiv] 2026-07-28 | LLM-as-a-Judge for Evaluating System Responses in Conversational Music Recommendation
[arXiv] 2026-07-28 | F(AI)2R: Who Did What, and Who Checked? Verifiable AI Provenance as an Executable Skill
[arXiv] 2026-07-28 | Zeroth-Order Blind Interference Suppression for Multi-RIS-Aided Wireless Systems
[arXiv] 2026-07-28 | A Human-in-the-Loop Corpus for LLM-Based Simplification of Scientific Summaries
[arXiv] 2026-07-28 | Theory of Cubic-Phase Dynamics in the Linear Potential
[arXiv] 2026-07-28 | Entanglement asymmetry in the gapped XYZ spin-$\frac12$ chain
[arXiv] 2026-07-28 | Can a small additional claim lower the premium? Credibility orders for collective risk models
[arXiv] 2026-07-28 | SkillGate: Cost Efficient Runtime Malicious Skill File Detection in Coding Agents
[arXiv] 2026-07-28 | Weak-form Extended Dynamic Mode Decomposition
[arXiv] 2026-07-28 | A Criterion for Equidistribution along the $Ω$ Function over Polynomial Sequences with Applications
[arXiv] 2026-07-28 | Large Solutions for Fractional Laplacian on Infinite Cylindrical Domains
[arXiv] 2026-07-28 | Optimal coloring of $\{\mathrm{cap},\mathrm{even\ hole}\}$-free graphs with no short odd holes
[arXiv] 2026-07-28 | SN 2022xus: bridging the gap between Type IIP and IIL supernovae
[arXiv] 2026-07-28 | Optimal Parameter Design for DIGing on Minimizing Unweighted Sum of Squares
[arXiv] 2026-07-28 | Dissipation Enables Strongly Detuning-Dependent Interference in Pulsed Dynamical Decoupling
[arXiv] 2026-07-28 | High-energy neutrino emission from the Milky Way
[arXiv] 2026-07-28 | Bosonic Condensed Phase Real-time Dynamics from Ring Polymer Molecular Dynamics
[arXiv] 2026-07-28 | Open-Ended CT Volume Segmentation with Weak Supervision from Language
[arXiv] 2026-07-28 | Analysis and Optimal Design of Equilibria in the Vlasov-Poisson System
[arXiv] 2026-07-28 | \textsc{IH-Benchmark}: A Conflict-Centered Benchmark for Instruction-Hierarchy Robustness in LLM Applications
[arXiv] 2026-07-28 | Ab initio lattice calculation of nuclear magnetic dipole moments with systematic error quantifications
[arXiv] 2026-07-28 | Rethinking CD: A Reproducibility Study and Extension on the Ineffectiveness of Contrastive Decoding at Mitigating Object Hallucinations in MLLMs
[arXiv] 2026-07-28 | $π\mathbf{R}^2$: Reactive Real-time Flow Policies
[arXiv] 2026-07-28 | VetClaw: An Edge-Cloud Multimodal Agentic System for Veterinary Disease Screening
[arXiv] 2026-07-28 | Falling Behind Drives Unsafe Development in an Idealised AI Race Experiment
[arXiv] 2026-07-28 | A Spectral Proof of the Hypergraph Moore Bound
[arXiv] 2026-07-28 | A Synchronized Multi-IMU Wearable System for Tracking of Joint-Angles in Sports Motion Analysis With Reference-Based Validation and Dynamic Task Characterization
[arXiv] 2026-07-28 | LLM4OSC: Profile-Bound Natural Language Control with Deterministic Validation for Open Sound Control
[arXiv] 2026-07-28 | MDTransformer: A Hardware-Software Co-Design of Mode-Division Photonic Transformer Accelerator with Inverse-Designed Coherent Crossbar
[arXiv] 2026-07-28 | Causal Green function decomposition for quantum black hole seismology
[arXiv] 2026-07-28 | Facet-Dependent Electronic Properties and Interfacial Point Defect Interactions in WS$_2$/ZnO Heterostructures
[arXiv] 2026-07-28 | Beyond Zooming: Learning Multi-Tool Visual Reasoning for Ultra-High-Resolution Remote Sensing
[arXiv] 2026-07-28 | Generator-Aligned Representation Interfaces for Diagnostic Soft Equivariance
[arXiv] 2026-07-28 | Physics-Aware End-to-End Deep Reinforcement Learning for Quadcopter Control with Actuator Dynamics
[arXiv] 2026-07-28 | The Cautis-Logvinenko conjecture
[arXiv] 2026-07-28 | Sharp rigidity for quasilinear Liouville equation on manifolds with nonnegative Ricci curvature
[arXiv] 2026-07-28 | Accurate Prediction of the $α\to β$ Phase Transformation Temperature in Tin via Full Anharmonic Treatment
[arXiv] 2026-07-28 | The inverse reduction map of a symplectic column by decreasing the rank by one
[arXiv] 2026-07-28 | Reinforcement Learning for Code Optimization
[arXiv] 2026-07-28 | Quasi-SVD: Learning a Lie-constrained matrix factorisation for real-time imaging
[arXiv] 2026-07-28 | Stacking Polarity-Controlled Interlayer Photocarrier Dynamics in MoSe2/MoS2 Heterostructures
[arXiv] 2026-07-28 | Knowledge-Guided Multimodal Reasoning over Interacting Streams for Video-Level Ambivalence and Hesitancy Recognition
[arXiv] 2026-07-28 | Multi-Parameter Exponential Sums with Product Hilbert Kernels
[arXiv] 2026-07-28 | Maximal $D=5$ trombone supergravity from M5-branes and $\mathrm{SU}(2)$-flavoured $\mathcal{N}=1$ class $\mathcal{S}$ operator spectra
[arXiv] 2026-07-28 | General Theory of Relational Primacy
[arXiv] 2026-07-28 | Evaluating Multi-Turn Multimodal Diagnostic Reasoning on Challenging Real-World Clinical Cases
[arXiv] 2026-07-28 | The Proudman Resonance Modified: Forced Waves in Shallow Water -- the Suppression of Resonance by Nonlinearity
[arXiv] 2026-07-28 | Can Deep Generative Models Reproduce Non-Stationary Gaussian Random Fields?
[arXiv] 2026-07-28 | Secure Energy-Efficient Uplink Transmission in Movable-Element RIS-aided Systems with Movable Antennas and Artificial Noise
[arXiv] 2026-07-28 | Variational approach to Yukawa fluids. II. Instantaneous elastic moduli and sound velocities
[arXiv] 2026-07-28 | Spacing Out: On the Reliability of Binaural Music Source Separation Metrics
[arXiv] 2026-07-28 | Hermes: Low Tail-Latency Via Prefix Consensus
[arXiv] 2026-07-28 | Charge-6e superconductivity from doping SU(3) spin liquids
[arXiv] 2026-07-28 | Minimizing Targeted Activations: Input-Only Suppression of Evaluation-Awareness Latents in Large Language Models
[arXiv] 2026-07-28 | Consistent Quantum States over Spacetime without a Common Quantum Process
[arXiv] 2026-07-28 | Messier: A High-Resolution Corpus for Cross-Benchmark Agent Evaluation
[arXiv] 2026-07-28 | Runtime Uncertainty Monitoring for LLM-Based Multi-Agent Systems Using Bayesian Networks
[arXiv] 2026-07-28 | Sharp anisotropic $L^2$-Caffarelli-Kohn-Nirenberg inequalities associated with the Minkowski functional
[arXiv] 2026-07-28 | A2TTA: Anchored-and-Agile Test-Time Adaptation for Evolving Traffic Sensor Networks
[arXiv] 2026-07-28 | Does a rising tide lift all boats? A wealth exchange model on a dynamic network with economic growth
[arXiv] 2026-07-28 | VAD to the Bone: Ultra-Tiny Speech Activity Detection for Edge Deployment
[arXiv] 2026-07-28 | Algebraic concordance of links
[arXiv] 2026-07-28 | Bayesian-Guided Cooperative RL Beamforming for Wireless Adversarial User Detection
[arXiv] 2026-07-28 | Agentic AI Autonomy Assessment: A Decision-Support Framework Towards Governed Supply Chain Systems
[arXiv] 2026-07-28 | From Semantics to Readout: Mechanistic Understanding of Audio Tokens after Fine-Tuning for Temporal Audio Grounding
[arXiv] 2026-07-28 | Ro-vibrational van der Waals interaction between ultracold polar molecules
[arXiv] 2026-07-28 | Schrödinger's Cat: Probabilistic Representation and Prediction of Potential Scene Kinematics
[arXiv] 2026-07-28 | Inspect India Evals: An Open Benchmarking Framework for Evaluating Large Language Models in the Indian Linguistic and Cultural Context
[arXiv] 2026-07-28 | OmniDelta: Skill-Driven Budget Allocation for Token Compression in OmniLLMs
[arXiv] 2026-07-28 | Protomodularity of cocommutative Hopf monoids in duoidal categories and quasitriangular Hopf algebras
[arXiv] 2026-07-28 | Where Steering Signals Come From: Activation Source Selection in Activation Steering
[arXiv] 2026-07-28 | On the boundedness of infinite products of relaxed projections: perturbations resilience and dynamic string-averaging
[arXiv] 2026-07-28 | Semilinear damped wave equation on a compact Lie group with a non-autonomous forcing term
[arXiv] 2026-07-28 | Numerical simulations and universal saturation profiles for viscous fingering patterns in Hele-Shaw flow
[arXiv] 2026-07-28 | General Relativistic Entropic Acceleration at the perturbation level: a CLASS implementation and first Boltzmann-code constraints
[arXiv] 2026-07-28 | Detecting CSAM Text-to-Image LoRAs From Weights
[arXiv] 2026-07-28 | Architectural Backdoors in Vision-Language Model Supply Chains via Representation Steering
[arXiv] 2026-07-28 | Guiding Posterior Exploration with Optimizer-Derived Geometry
[arXiv] 2026-07-28 | Interactive Extraction of High-Frequency Aesthetically-Coherent Colormaps
[arXiv] 2026-07-28 | Explanation-Bound Tool Execution for AI Agents: Server-Verified Action Claims Without Trusting Model Rationales
[arXiv] 2026-07-28 | Residual Galactic binary foreground in LISA stochastic gravitational-wave background inference: source power concentration and spectral degeneracy
[arXiv] 2026-07-28 | Explainable AI for Chronic Kidney Disease Prediction Using Simulated Federated Learning
[arXiv] 2026-07-28 | Bonnet-Myers type theorems for $Q$-curvature on four-manifolds
[arXiv] 2026-07-28 | Dual-Domain Manifold Modeling for Hyperspectral Image Fusion
[arXiv] 2026-07-28 | Temporal-Distance JEPA: Plan-Aware Representation Learning for Latent World Model Predictive Control
[arXiv] 2026-07-28 | Entanglement-based quantum key distribution with data in hollow-core fiber
[arXiv] 2026-07-28 | Physics-Informed Neural Operator for Warm-Starting Background-Decomposed and Preconditioned PSFD: Enabling Scalable 3-D EUV Mask Simulation
[arXiv] 2026-07-28 | Beyond Background Bias: Saliency-Driven Prototype Alignment for Dataset Distillation
[arXiv] 2026-07-28 | MR-TGN: A Meta-Role Temporal Graph Network for Team-Level Intent Prediction in Multi-Agent Systems
[arXiv] 2026-07-28 | Extracting Energy from a Non-Kerr Rotating Spacetime with an Anomalous Quadrupole Moment via Magnetic Reconnection
[arXiv] 2026-07-28 | Parametrized beyond-Teukolsky framework in the time domain
[arXiv] 2026-07-28 | Loss-induced anomalous generalized bunching in multiphoton interference
[arXiv] 2026-07-28 | CoSA: Accelerating Long-Context Inference via Proxy-Kernel Co-Designed Sparse Attention
[arXiv] 2026-07-28 | LiteBIRD Mission Overview after Mission Reformation
[arXiv] 2026-07-28 | Normalizing Flows to Reconstruct Pseudo-PDFs
[arXiv] 2026-07-28 | A note on the random constrained-degree percolation model on $\mathbb{L}^2$
[arXiv] 2026-07-28 | Sequential Preconditioned Conjugate Gradient Method for Linear Statistical Models
[arXiv] 2026-07-28 | Improved Bohr inequalities involving Fréchet derivatives associated with Holomorphic mappings in Banach spaces
[arXiv] 2026-07-28 | Bayesian Variational Method for Precision Few-Body Calculations
[arXiv] 2026-07-28 | Tightening Bounds on Warm Dark Matter with High-Redshift Gamma-Ray Bursts
[arXiv] 2026-07-28 | Microsecond-Class Powered-Descent Optimization via Exact Condensation and Strong Convex Regularization
[arXiv] 2026-07-28 | KMT-2025-BLG-0975Lb and KMT-2025-BLG-1160Lb: Two Uranus-Mass Planets Beyond the Snow Line Discovered by Microlensing
[arXiv] 2026-07-28 | SafeFlow: Semantic Information-Flow Control for Blocking Malicious Propagation in Multi-Agent Systems
[arXiv] 2026-07-28 | CD-RMOT-Bench: Benchmarking the Cross-Domain Referring Multi-Object Tracking
[arXiv] 2026-07-28 | VisualPatchWorld: Code World Models as Latent Structured Representations for Planning
[arXiv] 2026-07-28 | Event-Triggered Discrete-Time Multivariable Extremum Seeking Systems
[arXiv] 2026-07-28 | How to Watermark the RLWE Homomorphic Ciphertexts
[arXiv] 2026-07-28 | Variational kinetics: elementary reaction kinetics via conic optimisation
[arXiv] 2026-07-28 | TopoGR: Revealing and Preserving Latent Structure of Semantic ID in Generative Recommendation
[arXiv] 2026-07-28 | Homogenization of Time-Discrete Gradient Flows
[arXiv] 2026-07-28 | A polyhedral formula for $n\times2\times2$ Kronecker coefficients via cluster algebras
[arXiv] 2026-07-28 | A scaling law of contextual persistence in human language
[arXiv] 2026-07-28 | The Miyaoka-Yau inequality and the delta invariant for Fano varieties
[arXiv] 2026-07-28 | Beyond a symmetry-restricted VEV ansatz: transverse stability of an $SU(5)$ special-subgroup vacuum
[arXiv] 2026-07-28 | VeraGrid-Agent: Tool-Augmented LLMs for Distribution Optimal Power Flow at the Grid Edge
[arXiv] 2026-07-28 | On a twisted Singer conjecture
[arXiv] 2026-07-28 | Brjuno condition through best approximations and the linearization problem
[arXiv] 2026-07-28 | Contrastive Representation Learning of Longitudinal Disease Trajectories on Temporal Graphs
[arXiv] 2026-07-28 | Physics-Informed Broad Learning System: An Efficient Backpropagation-Free Framework for Solving Partial Differential Equations
[arXiv] 2026-07-28 | Virtual state and two-pole structure: $Ξ(1690)$ and $Ξ(1820)$ from BESIII data on $ψ(3686)\to K^-Λ\barΞ^+$
