[2026-06-30 23:13:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[arXiv] 2026-06-29 | H-GRPO: Permutation-Invariant Reinforcement Learning for Grounded Visual Reasoning
[arXiv] 2026-06-29 | LLM-based Multimodal Personality Recognition via Facial Action Unit-Text Semantic Fusion
[arXiv] 2026-06-29 | Critical Interval MSE: Toward Reliable Offline Validation for Robot Manipulation Policies
[arXiv] 2026-06-29 | Trust Your Instincts: Confidence-Driven Test-Time RL for Vision-Language-Action Models
[arXiv] 2026-06-29 | Building artificial intelligence virtual tissue (AIVT) for tissue state representation, feature prediction, and dynamic simulation
[arXiv] 2026-06-29 | Photon Motion and Shadows of Rotating Black Holes with Nonlinear Electromagnetic and Anisotropic Matter Fields
[arXiv] 2026-06-29 | LWDrive: Layer-Wise World-Model-Guided Vision-Language Model Planning for Autonomous Driving
[arXiv] 2026-06-29 | Broadband gain characterization of Co:MgF$_2$ for mid-infrared femtosecond pulse amplification
[arXiv] 2026-06-29 | SUMO: Segment and Track Any Motion with Nonlinear State Space Models
[arXiv] 2026-06-29 | Beyond Triplet Plausibility: Relation Set Completion in Knowledge Graphs
[arXiv] 2026-06-29 | Efficient Visual Pointing for Embodied AI:Agent-Driven Data Synthesis, Cross-Block Attention, and Iterative Correction
[arXiv] 2026-06-29 | See Only When Needed: Context-Aware Attention Intervention for Mitigating Hallucinations in LVLMs
[arXiv] 2026-06-29 | Planar sets with large visible parts
[arXiv] 2026-06-29 | Provable Quantum Advantage for Dynamical Phase Transition
[arXiv] 2026-06-29 | Uncovering Salience-Driven Dynamics in Consumer Confidence with Generative Social Simulation
[arXiv] 2026-06-29 | When Editors Revolt: Characterizing Journal Declarations of Independence
[arXiv] 2026-06-29 | SADL: What to Ignore? A Benchmark for Subject-Aware Distractor Localization
[arXiv] 2026-06-29 | Predict, Reuse, and Repair: Accelerating Dynamic Sparse Attention for Long-Context LLM Decoding
[arXiv] 2026-06-29 | Whose Side Is Your Agent On? Multi-Party Principal Loyalty in LLM Agents
[arXiv] 2026-06-29 | Bank Earnings, Credit Supply & the Macroeconomy: Evidence from Canada
[arXiv] 2026-06-29 | RenderFormer++: Scalable and Physically Grounded Feed-Forward Neural Rendering
[arXiv] 2026-06-29 | FlowAWR: Online Adaptive Flow Reinforcement via Advantage-Weighted Rectification
[arXiv] 2026-06-29 | Multiple testing with the horseshoe
[arXiv] 2026-06-29 | Your Space is My Zone: Demystifying the Security Risks of AI-Powered Applications on Pre-Trained Model Hubs
[arXiv] 2026-06-29 | Strategic Risk Reduction: Self-Protection and Self-Insurance
[arXiv] 2026-06-29 | Residual-Guided Expert Specialization for Incomplete Multimodal Learning
[arXiv] 2026-06-29 | Adjoint-Based Bayesian Uncertainty Quantification for PDE-Constrained Inverse Problems with Application to Semiconductor Imaging
[arXiv] 2026-06-29 | Krylov Complexity in Non-Inertial Quantum Systems
[arXiv] 2026-06-29 | ARMOR: Adaptive Retriever Optimization for Low-Resource Telecom Question Answering
[arXiv] 2026-06-29 | Dual-Flow Reinforcement Learning with State-Aware Exploration
[arXiv] 2026-06-29 | Rethinking Build vs. Buy Decisions in Enterprise Software: Navigating Trade-offs through a Structured Decision-Support Approach
[arXiv] 2026-06-29 | Light Neutralino Dark Matter in a Supersymmetric Pati-Salam Framework
[arXiv] 2026-06-29 | HERO: Improving the Reliability and Sensitivity of Generative Model Evaluation Using Historical Data
[arXiv] 2026-06-29 | Graph-GSReg: Leveraging 3D Scene Graphs for Gaussian Splatting Registration
[arXiv] 2026-06-29 | SMART-MIG: A Learning Framework for Scalable and Energy-Efficient GPU Scheduling
[arXiv] 2026-06-29 | Analytic Concept-Centric Memory for Agentic Embodied Manipulation
[arXiv] 2026-06-29 | GLIP: Graph and LLM Joint Pretraining for Graph-Level Tasks
[arXiv] 2026-06-29 | CLQT: A Closed-Loop, Cost-Aware, Strategy-Consistent Benchmark for Diagnostic Evaluation of LLM Portfolio-Management Agents
[arXiv] 2026-06-29 | Unconventional Superconductivity in the Chiral Topological Semimetal Ag2Pd3S
[arXiv] 2026-06-29 | Do Recommendation Algorithms Work When Users Are LLM Agents? A Case Study on Moltbook
[arXiv] 2026-06-29 | Electronic inhomogeneity in Cs- and Sb-terminated surfaces of CsV$_3$Sb$_5$ probed by scanning photoemission spectromicroscopy
[arXiv] 2026-06-29 | Real-Time Compliance and Position Control of a Hyper-redundant Soft Robotic Arm
[arXiv] 2026-06-29 | Atomically Thin Amorphous Carbon with an Ultralow Dielectric Constant
[arXiv] 2026-06-29 | The Hidden Cost of Resampling: How Imbalance Correction Degrades Probability Calibration in Tree Ensembles
[arXiv] 2026-06-29 | UniVAD v2: Unified Visual Anomaly Detection via Support-Conditioned Boundary Construction
[arXiv] 2026-06-29 | Demystifying the Design Space and Best Practices for Heterogeneous LLM Inference and Serving
[arXiv] 2026-06-29 | GUICrafter: Weakly-Supervised GUI Agent Leveraging Massive Unannotated Screenshots
[arXiv] 2026-06-29 | Thermal Fundamental Gap Predictions in DFT via Optimally Tuned Hybrids
[arXiv] 2026-06-29 | Progressive Self-Supervised Learning with Individualized Community Assignment for Brain Network Analysis
[arXiv] 2026-06-29 | Alleviating the Sparse Matrix Scaling Bottleneck in Adaptive VQE via High-Order Taylor State Evolution
[arXiv] 2026-06-29 | Low-lying $D$ states in yttrium and actinium ions highly sensitive to variation of the fine structure constant
[arXiv] 2026-06-29 | VLBI Astrometry of Magnetars
[arXiv] 2026-06-29 | Benchmarking Geospatial Foundation Models for Agriculture Applications
[arXiv] 2026-06-29 | Fixed-parameter tractable computation of Reshetikhin--Turaev knot polynomials via tensor networks
[arXiv] 2026-06-29 | Diversity is the Strength of the AI Crowd
[arXiv] 2026-06-29 | What Naturalness Measures: Fine-Tuning and Informational Invariants in Cosmology and Dark Matter
[arXiv] 2026-06-29 | Self-Evolving World Models for LLM Agent Planning
[arXiv] 2026-06-29 | Provable random-matrix spectral ramp in a static, geometrically local Hamiltonian
[arXiv] 2026-06-29 | Minimax approach to the estimation problem for homogeneous random fields
[arXiv] 2026-06-29 | Gaussian processes on ray-guided transformed uniform grids for fast, flexible, and auto-differentiable adaptive source reconstruction in lens modelling
[arXiv] 2026-06-29 | Shifted convolution sums of coefficients of symmetric power $L$-functions with $k$-full kernels over sums of squares in arithmetic progressions
[arXiv] 2026-06-29 | Scaling the Horizon, Not the Parameters: Reaching Trillion-Parameter Performance with a 35B Agent
[arXiv] 2026-06-29 | Ferromagnetic ordering in Hubbard models
[arXiv] 2026-06-29 | Moments and sign changes of symmetric power $L$-function coefficients over sums of squares
[arXiv] 2026-06-29 | A Polynomial Improvement of Naslund--Sawin Bound for Sunflower-Free Families Using Triangular Tensors
[arXiv] 2026-06-29 | Words Speak Louder Than Code: Investigating Cognitive Heuristics in LLM-Based Code Vulnerability Detection
[arXiv] 2026-06-29 | Products of prime ideals in ray class groups
[arXiv] 2026-06-29 | Forensic Trajectory Signatures for Agent Memory Poisoning Detection
[arXiv] 2026-06-29 | GPU-Accelerated Real-Time Software Defined Radio-Based Orthogonal Time Frequency Space Network-Coded Cooperation System: Hardware Implementation
[arXiv] 2026-06-29 | Convergence of Continual Learning in Homogeneous Deep Networks
[arXiv] 2026-06-29 | Cohomology rings and $p$-local behavior of even Artin groups
[arXiv] 2026-06-29 | StereoGS: Sparse-View 3D Gaussian Splatting via Stereo Priors
[arXiv] 2026-06-29 | Evaluating the Fourier Approximation in Pulsar Timing Array Analysis
[arXiv] 2026-06-29 | Entity Binding Failures in Tool-Augmented Agents
[arXiv] 2026-06-29 | ITSPACE: Monotone Gaussian Optimal Transport Updates
[arXiv] 2026-06-29 | Regime-Aware Peer Specialization for Robust RAG under Heterogeneous Knowledge Conflicts
[arXiv] 2026-06-29 | On the Cohomology of Cyclic Associative Algebras
[arXiv] 2026-06-29 | A Field-Theoretic Framework for Work Statistics and Universal Scaling in Non-equilibrium Phase Transitions
[arXiv] 2026-06-29 | Factorizable Normalizing Flows for parameter-dependent density morphing
[arXiv] 2026-06-29 | Detector-aware target definitions for full-event particle reconstruction
[arXiv] 2026-06-29 | Demonstration of unpartible entanglement
[arXiv] 2026-06-29 | Curvature-Weighted Gradient Diversity: A Noise Measure for Geometry-Adaptive SGD Schedules
[arXiv] 2026-06-29 | Minimal MMAO: A Resource-Closed-Loop Framework for Adaptive Metaheuristic Search
[arXiv] 2026-06-29 | Parameter estimation in a fully coupled partially observed Ornstein-Uhlenbeck process
[arXiv] 2026-06-29 | Testing k-submodularity
[arXiv] 2026-06-29 | Flat minimal tori and Lu's second-gap conjecture
[arXiv] 2026-06-29 | Lossy Compression for Sparse Aggregation
[arXiv] 2026-06-29 | Proofs of Ownership for Machine Learning Models
[arXiv] 2026-06-29 | Experience Augmented Policy Optimization for LLM Reasoning
[arXiv] 2026-06-29 | Beyond Point Estimates for Glaucoma Visual Field Forecasting with Diffusion Models
[arXiv] 2026-06-29 | Pseudodifferential Jacobi forms and Geometric Rankin-Cohen Brackets
[arXiv] 2026-06-29 | MOPD: Multi-Teacher On-Policy Distillation for Capability Integration in LLM Post-Training
[arXiv] 2026-06-29 | What to Expect When You're Expecting
[arXiv] 2026-06-29 | CaresAI at CT-DEB26: Detecting Dosing Errors In Clinical Trials Using Domain-Specific Transformer Embeddings and Classification Models
[arXiv] 2026-06-29 | Solution of Canonical Differential Equations for Integrals on Arbitrary Geometries
[arXiv] 2026-06-29 | Mega: A 22 nm Convolutional Spiking Neural Network Accelerator Achieving 0.375 pJ/SOP for Efficient Edge Vision
[arXiv] 2026-06-29 | Convergence towards Ideal Poisson--Voronoi tessellations with a focus on Diestel--Leader graphs
[arXiv] 2026-06-29 | Phonon-driven Floquet-Bloch states probed by quantum beat spectroscopy
[arXiv] 2026-06-29 | HBM Is Not All You Need: Efficient Disaggregated LLM Serving across Memory-heterogeneous Accelerators
[arXiv] 2026-06-29 | Beyond Equidistant Assumptions: An Autoregressive Ordered Stereotype Model for Ordinal Time Series
[arXiv] 2026-06-29 | Multi-Sensor Integrated Sensing and Communication for Critical Infrastructure Protection
[arXiv] 2026-06-29 | Toward Secure and Reliable PDDL Formalization of Large Language Models with Planner-in-the-Loop Feedback
[arXiv] 2026-06-29 | Sequential Fairness Auditing with Limited Output Access
[arXiv] 2026-06-29 | Improving Muon-Scattering Material Identification via Coarse Momentum Encoding and Unsupervised Domain Adaptation
[arXiv] 2026-06-29 | SABER-Math: Automated Benchmark for Information Retrieval Evaluation in Mathematics
[arXiv] 2026-06-29 | Bandwidth Selection in Kernel Density Estimation for Model Calibration
[arXiv] 2026-06-29 | On the Vulnerability of Parameter-Level Defenses to Model Merging
[arXiv] 2026-06-29 | On some generalizations of Gödel's second incompleteness theorem
[arXiv] 2026-06-29 | Collective cooperation without individual fidelity in LLM agents
[arXiv] 2026-06-29 | SGD Provably Prioritizes a Shortcut Spurious Feature in the XOR Model
[arXiv] 2026-06-29 | Can LLMs Rank? A Tale of Triads and Triage
[arXiv] 2026-06-29 | One-Step Gradient Delay is Not a Barrier for Large-Scale Asynchronous Pipeline Parallel LLM Pretraining
[arXiv] 2026-06-29 | To Tab or Not to Tab: Measuring Critical Engagement in AI Code Completion Tools Using Behavioral Signals and Attention Checks
[arXiv] 2026-06-29 | Cosmology with Multi-Wavelength Line Intensity Mapping Synergies in the SKAO Era
[arXiv] 2026-06-29 | Hall viscosity from metric-sensitive dichroic probes
[arXiv] 2026-06-29 | Probing Magnetic Fields In and Around Galaxies Near and Far
[arXiv] 2026-06-29 | Continuous homology of topological periodic homology of complex cobordism
[arXiv] 2026-06-29 | Beyond IID: How General Are Tabular Foundation Models, Really?
[arXiv] 2026-06-29 | Multiscale Dynamic Dependence Estimation over Networks
[arXiv] 2026-06-29 | BrainJanus: A Unified Model for Understanding and Generation across Brain, Vision, and Language
[arXiv] 2026-06-29 | MCP Server Architecture Patterns for LLM-Integrated Applications
[arXiv] 2026-06-29 | All-optical switching of continuous-variable entanglement in an absorption-suppressed plasmonic nanodimer
[arXiv] 2026-06-29 | Evaluating HWE and Association in Genome Wide Association Studies: A Unified Procedure
[arXiv] 2026-06-29 | Highly Data Parallelizable Estimation of the Sliced-Wasserstein Distance Using Cumulative Distribution Functions
[arXiv] 2026-06-29 | A Point Cloud Transformer for Remote Monitoring and Automated Assessment of Physical Rehabilitation Exercises
[arXiv] 2026-06-29 | DreamForge-World 0.1 Preview: A Low-Compute Real-Time Controllable World Model
[arXiv] 2026-06-29 | LLMs and Optical Networks: A Symbiotic Relationship
[arXiv] 2026-06-29 | Existence and absence of Bose-Einstein condensation in the interacting random Kac-Luttinger model
[arXiv] 2026-06-29 | Signed Measures as the Linear Envelope of Positive Measures
[arXiv] 2026-06-29 | Sudden expansion stability thresholds modified by lateral flows
[arXiv] 2026-06-29 | KnowsTFM: Knowledge-Informed Fine-Tuning of Small Tabular Foundation Models
[arXiv] 2026-06-29 | No evolution in the number density of little red dots from cosmic dawn to cosmic noon
[arXiv] 2026-06-29 | Global $o(1/k^2)$ Merit Complexity of Regularized Newton Methods for Convex Multiobjective Optimization
[arXiv] 2026-06-29 | Grounding LLM Reasoning under Incomplete Graph Evidence
[arXiv] 2026-06-29 | KYON: Semi-Modular Wheel-Legged Quadruped With Agile Bimanual Capability
[arXiv] 2026-06-29 | Quantum percolation theory for dynamic propagation connectivity of transport networks
[arXiv] 2026-06-29 | Before Thinking, Learn to Decide: Proactive Routing for Efficient Visual Reasoning
[arXiv] 2026-06-29 | SHOVIR: A Benchmark for Evaluating Vision Shortcut Learning in Radiology Report Generation
[arXiv] 2026-06-29 | From Detecting Agency to Doing Work: Self-Caused Credit Builds a Durable Behavioral Self in a Minimal Spiking Agent
[arXiv] 2026-06-29 | DAIN: Dynamic Agent-Based Interaction Network for Efficient and Collaborative Multimodal Reasoning
[arXiv] 2026-06-29 | Interplay of quadrupole and octupole degrees of freedom in the Gd isotopes
[arXiv] 2026-06-29 | Low-Rank Tensor Completion using Tensor Train Decomposition via Riemannian Optimization on the Quotient Geometry
[arXiv] 2026-06-29 | A Dual-domain Refinement Network with FBP-based Jacobian Learning for Sparse-view Dual-Energy CT Material Decomposition
[arXiv] 2026-06-29 | Anisotropic hadronic rescattering and its impact on $K^{*0}$ yield, and polarization observable
[arXiv] 2026-06-29 | The Spectrum Strikes Back: Infrared POV Attacks on Traffic Sign Classification
[arXiv] 2026-06-29 | Estimating Grammatical Gender Directions in Contextual Embeddings under Controlled and Natural Contexts
[arXiv] 2026-06-29 | Minimizing cumulative infections in SIS epidemic models over networks via an edge deletion algorithm
[arXiv] 2026-06-29 | Relative Weak Convexity and Projected Subgradient Methods: Analysis and Convergence
[arXiv] 2026-06-29 | Robust Strategic Classification under Decision-Dependent Cost Uncertainty
[arXiv] 2026-06-29 | Feasibility study of light sterile neutrino searches with a future NINJA-like detector
[arXiv] 2026-06-29 | Iterative construction of Hermitian-Einstein metrics on stable bundles
[arXiv] 2026-06-29 | Evaluation of Head-Related Transfer Functions Across Five Levels of Individualisation in Virtual Reality
[arXiv] 2026-06-29 | SA-VLA: State-aware tokenizer for improving Vision-Language-Action Models' performance
[arXiv] 2026-06-29 | Automating the Design of Embodied AgentArchitectures
[arXiv] 2026-06-29 | LETT-NeXt: A Lightweight RECIST-Guided Model for 3D CT Lesion Segmentation
