[2026-08-03 23:00:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-02
正在获取论文...
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[IEEE] 2026-8-3 | A Multi-Stage Fast Pre-Synchronization Method Based on Improved SRF-PLL and Phase Pre-Compensation
[IEEE] 2026-8-3 | The DMD-based non-Euclidean Descriptor for Limb Movement Decoding in Pattern Recognition System
[IEEE] 2026-8-3 | Vulnerability of Time-Series AI Detectors to Physics-Informed Poisoning Attacks
[IEEE] 2026-8-3 | SDformer: Fusing Series Decomposition for Superior Long-Term Time Series Forecasting
[IEEE] 2026-8-3 | Title Page
[IEEE] 2026-8-3 | Analysis of Low-Altitude NEMP Propagation Characteristics during Day-Night Transition
[IEEE] 2026-8-3 | Satellite Topographic Mapping in Complex Intertidal Wetlands: A Canopy-Height-Constrained Fusion of ICESat-2 Photon-Derived Structural Samples and Single-Phase Sub-Meter Optical Imagery
[IEEE] 2026-8-3 | Table of Contents
[IEEE] 2026-8-3 | RMT-PR: A Reverse-View Mamba-Transformer With Cross-View Adaptive Feature Fusion for LiDAR Place Recognition
[IEEE] 2026-8-3 | Lossless Compression via Chained Lightweight Neural Predictors with Information Inheritance
[IEEE] 2026-8-3 | Fuzzy Control for Energy Minimization per Unit Undersize Mass Flow in High-Pressure Grinding Rolls
[IEEE] 2026-8-3 | Generalized Analytical Models of Filtering Penalties and Equalization in Coherent Optical Links
[IEEE] 2026-8-3 | Event-Triggered Adaptive Fixed-Time Tracking Control of Strict-Feedback Systems With Flexible Performance Guarantees
[IEEE] 2026-8-3 | Explainable Deep Semantic Graph Networks for Enhanced Business Decision-Making in E-Markets
[IEEE] 2026-8-3 | Table of Contents
[IEEE] 2026-8-3 | Optimizing Information Freshness in Satellite-UAV IoRT Networks: A Heterogeneous Multi-Agent Approach
[IEEE] 2026-8-3 | LogPISA: An Improved Pre-training and Tuning Pipeline for Log Understanding with Invariant and Semantic-Aware Objectives
[IEEE] 2026-8-3 | Nonlinear Control Approaches for a Pneumatically Driven Assistance System with Load Balancing
[IEEE] 2026-8-3 | A Physics-Guided Power System Operation Mode Generation Framework Based on RL-CGAN
[IEEE] 2026-8-3 | A Remote-Controlled Automatic Polarity Verification Device for Current and Voltage Transformers
[IEEE] 2026-8-3 | Research on Topology and Control Strategy of Stepped Voltage Regulation Device
[IEEE] 2026-8-3 | Rail3DNet: A Monocular Vision-Based 3-D Rail-Track Detection Network Using Rail-IoU Loss
[IEEE] 2026-8-3 | Cover Page
[IEEE] 2026-8-3 | Linguistic Pattern–Enriched Transformers for Prompt Injection Detection in LLM Systems
[IEEE] 2026-8-3 | Research on Microgrid Energy Management Method Based on Stochastic Prediction Model
[IEEE] 2026-8-3 | Motion-Appearance Synergistic Dual-Branch Joint Decision for Airborne Infrared Multi-Object Tracking
[IEEE] 2026-8-3 | Deep Learning-Based Synthesis of Directional Dielectric Resonator Antenna Using Heterogeneous Graph Convolutional Network
[IEEE] 2026-8-3 | UPDFuzz: A UEFI Protocol Directed Fuzzer based on High-fidelity Environment Reconstruction
[IEEE] 2026-8-3 | Discriminative Parameter-Tuned Variational Mode Decomposition for Needle EMG Diagnosis: A Morlet-Guided Grid-Search Framework
[IEEE] 2026-8-3 | Research on Intelligent Monitoring System for Boundary Noise of Converter Station
[IEEE] 2026-8-3 | Cluster Division and Double-Layer Multi-Objective Optimization of Distributed Photovoltaic Distribution Networks Under High Penetration
[IEEE] 2026-8-3 | ISurvey: An R Toolkit for Interval-Valued Survey Data Analysis
[IEEE] 2026-8-3 | Comparative Analysis of Transformer-Based Architectures for Wheat Disease Detection
[IEEE] 2026-8-3 | A Consensus-Based Linguistic Intuitionistic Fuzzy Petri Net Approach for Risk Analysis in Aircraft Systems
[IEEE] 2026-8-3 | Streamlining Training Administration and Management in Biomanufacturing Using Lean Six Sigma
[IEEE] 2026-8-3 | Pin-Array Gripper with Pneumatic Braking for Delicate Caging Grasps_supp1-3719197.mp4
[IEEE] 2026-8-3 | Research on High-Precision Static Parameter Identification Strategy for Asynchronous Motors Based on Least Squares Method
[IEEE] 2026-8-3 | Modelling the Closed-Loop Dynamics Between a Social Media Recommender System and Users’ Opinions_supp1-3715162.pdf
[IEEE] 2026-8-3 | A Threshold-Optimized Stacking Ensemble Framework for Lung Cancer Metastasis Prediction on Imbalanced Clinical Data
[IEEE] 2026-8-3 | An Explainable Fuzzy Based Approach for Embeddings in Generative AI Transformer Models
[IEEE] 2026-8-3 | Research on Intelligent Detection Method for Power Engineering Drawings Based on Improved Convolutional Neural Network
[IEEE] 2026-8-3 | A Multi-Stage Fault Detection Method for Tree-Contact Single-Phase-to-Ground Faults Based on GBDT
[IEEE] 2026-8-3 | A Compact XOR Gate Implemented With a Single Straintronic Magnetic Tunnel Junction
[IEEE] 2026-8-3 | Sensorless Control of Permanent Magnet Synchronous Motor Using Sliding Mode Observer Based on SimuNPS
[IEEE] 2026-8-3 | Enhanced two-index formulations for the Target Visitation Problem
[IEEE] 2026-8-3 | End-to-End Deep Learning-Based Particle Size Detection for Aggregates
[IEEE] 2026-8-3 | Research on Physical Model Tests and Protective Measures for Scour Resistance at the End of Submarine Cable Dam Body
[IEEE] 2026-8-3 | Hybrid Acoustic–Deep Embedding Fusion for Multiclass Classification of Laryngeal Pathologies Using Voice Signals
[IEEE] 2026-8-3 | Neural Network Assisted Model Predictive Control of a Modular Multilevel Converter
[IEEE] 2026-8-3 | Modeling and Evolutionary Analysis of Green Electricity Market Trading Price Mechanisms Based on System Dynamics
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Context-Aware Educational and Career Guidance via Fine-Tuned Large Language Models and RAG
[IEEE] 2026-8-3 | Data-Driven Adaptive Dynamic Event-triggered Optimal Control for Vehicle Platoon System via Hybrid Iteration
[IEEE] 2026-8-3 | Asynchronous Ensemble Deep Reinforcement Learning for Inverter-Based Volt-Var Control in Partially Observable Distribution Networks
[IEEE] 2026-8-3 | Deep Residual Echo State Networks: Exploring Residual Orthogonal Connections in Untrained Recurrent Neural Networks
[IEEE] 2026-8-3 | Enhancing Industrial Fault Diagnosis: A Probabilistic Expert System with LLM-Augmented Validation
[IEEE] 2026-8-3 | Multi-Objective Optimal Power Management of Renewable Energy Microgrids with Hybrid Energy Storage Systems Considering Uncertainty
[IEEE] 2026-8-3 | Primary-Secondary Coordinated Control Strategy for AC-DC Matrix Converters with Improved Performance
[IEEE] 2026-8-3 | Volt/Var Control Analysis and Comprehensive Evaluation of Hydro-Photovoltaic Complementary Power Stations Based on Blind Number Theory and Matter-Element Extension Method
[IEEE] 2026-8-3 | Blind Recognition of Polar Codes Using Successive Cancellation List Decoding
[IEEE] 2026-8-3 | A Fuzzy Attribution Based LoRA Fine-Tuning for Vision-Language Models within Telecom Inspections
[IEEE] 2026-8-3 | Infimum of the solutions to linear equation in semiring and application to event data evaluation in max-plus linear systems
[IEEE] 2026-8-3 | An Empirical Study of Kotlin-Java Cross-Dependency Issues and Their Detection
[IEEE] 2026-8-3 | Estimator-Based Event-Triggered Adaptive Fuzzy Formation-Containment Tracking Control of Nonlinear Multi-Agent Systems With Asymmetric Prescribed Performances
[IEEE] 2026-8-3 | A Physics-Data Hybrid Framework for Corrosion RUL Prediction Under Multi-Source Environments and Sparse Observations
[IEEE] 2026-8-3 | Design, Fabrication, and Testing of a 10 kV/2.5 kA Three-phase Concentric HTS Cable Joint Prototype
[IEEE] 2026-8-3 | Deep Q-Learning Control for Voltage Source Inverters: A Practical Guideline
[IEEE] 2026-8-3 | GeoVP: A Unified Visual Prompting Framework for Multi-Source Remote Sensing Image Understanding
[IEEE] 2026-8-3 | Experimental Investigation of Gate-Switching Instability in SiC MOSFETs Under Mission-Profile-Related Non-Monotonic Stress
[IEEE] 2026-8-3 | Author Index
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | An Intuition-Inspired Three-Space Framework for Creative Computing: Semantic Expansion Through Structured Intuition
[IEEE] 2026-8-3 | HiFTLLM-Rail: A Hierarchical Fine-Tuned LLM for Spatio-Temporal Forecasting in Urban Railway Transit Systems
[IEEE] 2026-8-3 | Dual Consistency Learning for Weakly Supervised Change Detection with SAM-based Priors
[IEEE] 2026-8-3 | A Transdisciplinary Hybrid Deep Learning Approach for Emotion Recognition Using Eye-Tracking and Gaze in AR Environment
[IEEE] 2026-8-3 | Rapid Estimation of the Harmonic Distortion Caused by Loop Filter Nonlinearity in Sigma-Delta Modulator Circuits
[IEEE] 2026-8-3 | Toward Trustworthy Autonomous Driving Through the Quantification and Propagation of Uncertainty From HD Maps to Trajectory Prediction
[IEEE] 2026-8-3 | Vessel Network Topology in Molecular Communication: Insights from Experiments and Theory
[IEEE] 2026-8-3 | Sub-Synchronous Oscillation Suppression Strategy for Grid-Forming Converters Under Strong Grid
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | DASNet: Direction-Augmented and Sparsity-Adaptive Network for Hyperspectral Lithology Classification
[IEEE] 2026-8-3 | Artificial Cybercrime: an Analysis of How Cybercriminals Are Exploiting Modern Generative Ai Models to Create and Carry Out Cybercrime
[IEEE] 2026-8-3 | GA-Optimized PID Control for Lateral Gust Resistance in Hovering UAV
[IEEE] 2026-8-3 | A Unified Framework For Regularizing The Choquet Integral
[IEEE] 2026-8-3 | Precise Fault Section Location Algorithm for Unbalanced Current in Double-Circuit Transmission Lines on the Same Tower Based on ISMA
[IEEE] 2026-8-3 | Distributed EV Charging Control via Multi-Agent Reinforcement Learning and Maximum Laxity First
[IEEE] 2026-8-3 | A Structured Family of Grassmannian Constellations via Geodesic Mapping for MIMO Noncoherent Communications
[IEEE] 2026-8-3 | Random Demodulator for Sub-Nyquist Acquisition: State-of-the-Art Architectures and Sensing-Matrix Analysis
[IEEE] 2026-8-3 | Toward Intelligent Traffic and Healthcare Systems: DST-Induced Crash Patterns and Predictive Insights
[IEEE] 2026-8-3 | Time-Dependent Reliability Evaluation of Scraper Chain Based on Dependent Competing Failure
[IEEE] 2026-8-3 | Training Robust Graph Completion Networks with Extremely Weak Supervision on Graphs with Incomplete Features and Structure
[IEEE] 2026-8-3 | On the Robustness of Dimensionality Reduction Methods in Selecting Type-1 and Type-2 Fuzzy Membership Functions for High-dimensional Data
[IEEE] 2026-8-3 | Explaining Medical Time Series Classifiers with Abstract Features
[IEEE] 2026-8-3 | Optimal Multi-Time Scale Scheduling of Microgrids with Spatio-Temporally Heterogeneous V2G Clusters
[IEEE] 2026-8-3 | Author Index
[ACM] 2026-8-2 | Indirected Reality
[ACM] 2026-8-3 | Introducing WARM-VR: Benchmark Dataset for Multimodal Wearable Affect Recognition in Virtual Reality
[ACM] 2026-8-3 | Enhancing Contextual Awareness in (Non)Critical Care Situations - Results from an Exploratory Study to Inform Decision-Making with Smart Glasses and Telepresence Robots in Night Shifts
[IEEE] 2026-8-3 | Emittance-Limited Beam Radius of Pencil Beams in Terahertz Vacuum Electron Devices
[IEEE] 2026-8-3 | Enhanced 2
                    <i>P</i>
                    <sub>r</sub>
                    in 5-nm HZO Capacitors Under 300 °C RTP via Nb Electrode Engineering
[IEEE] 2026-8-3 | A Method for Predicting the Top-Oil Temperature of Transformers Based on Actual Measurement Data and Ensemble Learning
[IEEE] 2026-8-3 | A Scallop Optimizer and Its Application in Three-Dimensional UAV Path Planning
[IEEE] 2026-8-3 | Joint Optimization of Production Rate and Spare Part Ordering with Maintenance Decisions for a Deteriorating System
[IEEE] 2026-8-3 | A Module-Based Cell Balancing Circuit with Reduced Component Count Utilizing an Inherent Bidirectional Cuk Converter Structure
[IEEE] 2026-8-3 | Robust Single- and Multi-Pinching Antenna Systems Under User Location Uncertainty
[IEEE] 2026-8-3 | Edge-Assisted Video Object Detection With Adaptive Resource Allocation and Model Selection
[IEEE] 2026-8-3 | Deep Learning-Based Automatic Blood Cell Classification and Anomaly Detection
[IEEE] 2026-8-3 | The Discipline of Control Science and Engineering in the Intelligent Era: Challenges, Paradigm Transformation, and Future Directions
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Modeling Spatiotemporal Dynamic Shifts for Traffic Cognition: A Fuzzy-based Graph-Mamba Approach
[IEEE] 2026-8-3 | Two-Step Predictive Control Strategy for ANPC Converters Based on the Synergy of OPP and MPC
[IEEE] 2026-8-3 | Inside back cover
[IEEE] 2026-8-3 | A Dual-Aligned SAC Approach With Adaptive Risk Threshold for Safe Motion Planning of Autonomous Driving
[IEEE] 2026-8-3 | Physical Limits of Proximal Tumor Detection via MAGE-A Extracellular Vesicles
[IEEE] 2026-8-3 | Ultra-Short-Term Photovoltaic Power Forecasting via Contrastive Graph Learning
[IEEE] 2026-8-3 | Perception of Histograms in the Polar Coordinate System (Rose Plots) with Frequency Represented by Length or Area_supp2-3716598.pdf
[IEEE] 2026-8-3 | TrustSpine: A Multimodal Large Language Model Framework with Reinforcement Learning from Human Feedback for Trustworthy Patient Satisfaction Prediction in Spinal Surgery
[IEEE] 2026-8-3 | Propagation Dynamics of the Initial Plasma Bullets in an Atmospheric Pressure Helium Jet
[IEEE] 2026-8-3 | Cloud Detection of OMPS Nadir Mapper Radiance Data Using Deep Learning Techniques
[IEEE] 2026-8-3 | Infrared Small Target Detection via Semantic-Unbiased Domain Adaptation
[IEEE] 2026-8-3 | Long-Term Health Prediction for Power Diodes Using Non-Uniform Kalman Filter
[IEEE] 2026-8-3 | Tunable Optoelectronic Oscillator Based on Vernier Effect and Parity-Time Symmetry
[IEEE] 2026-8-3 | A Cwt-Cnn-Based Lithium-Ion Battery Screening Method
[IEEE] 2026-8-3 | Battery Voltage Prediction Based on Improved Artificial Intelligence Neural Network Algorithm
[IEEE] 2026-8-3 | Copyright Page
[IEEE] 2026-8-3 | Power Transform-Based Non-Uniform Quantization Framework for Scale Attribute Compression in 3D Gaussian Splatting
[IEEE] 2026-8-3 | Vehicle-Cloud Cooperative Trajectory Planning via Switched Model Predictive Control for UGVs in Unstructured Transportation Environment
[IEEE] 2026-8-3 | A Two-Stage Hybrid Architecture for Unknown Anomaly Detection in Rotating Machinery Bearings
[IEEE] 2026-8-3 | Dynamic Role Allocation in Cooperative Secure UAV-ISAC Networks
[IEEE] 2026-8-3 | Process Analysis and Optimization of Emergency Surgical Services Using Value Stream Mapping
[IEEE] 2026-8-3 | Fuzzy Vertex-Feature Clustering Framework for Predicting Survival of Health Sector Companies And Generative Explanations
[IEEE] 2026-8-3 | A Clone Selection-Based Algorithm for Railway Control Systems Checking Sequence Generation
[IEEE] 2026-8-3 | Fully Distributed Reinforcement Learning for Efficient Networked Microgrids Resource Management: Source-Load-Storage Coordination
[IEEE] 2026-8-3 | Towards Transparent and Personalized Diabetes Care: Patient-Specific Postprandial Glucose Prediction with Counterfactual Reasoning
[IEEE] 2026-8-3 | Orientation-Dependent Heteroepitaxy and Growth-Mediated Stabilization of (111) Rutile GeO
                    <sub>2</sub>
                    on Rutile TiO
                    <sub>2</sub>
                    by MOCVD
[IEEE] 2026-8-3 | IEEE Systems, Man, and Cybernetics Society Information
[IEEE] 2026-8-3 | IEEE Smart Village
[IEEE] 2026-8-3 | Self-Powered Tactile Sensor for Human-Machine Interface Using Flexible Piezoelectric Nanogenerator_supp1-3718853.docx
[IEEE] 2026-8-3 | A Lightweight Fused Malware Obfuscation Framework to Evade Static and Dynamic Analysis
[IEEE] 2026-8-3 | A Privacy-Traceable and Access-Controlled ECUs Efficient Group Authentication Scheme for Vehicle CAN Bus
[IEEE] 2026-8-3 | Corrections to “Feature Selection of Gene Expression Data Using a Modified Artificial Fish Swarm Algorithm With Population Variation”
[IEEE] 2026-8-3 | Benchmarking Stress Detection: Fuzzy Logic vs. Deep Learning
[IEEE] 2026-8-3 | Stabilization of Fully Actuated Nonlinear Systems: Inverse Optimal Control Design with Stability Margins
[IEEE] 2026-8-3 | A Novel Stacking Ensemble Framework for Predicting Workability of Cement-Superplasticizer Systems with SHAP and LIME Interpretability
[IEEE] 2026-8-3 | A Survey of Knowledge Graph–Based Semantic Representations for Medical Text Analysis
[IEEE] 2026-8-3 | Adaptive Selection of Distortion Reactive Power Definitions Based on Power Quality Features in Non-Sinusoidal Power Systems
[IEEE] 2026-8-3 | GEM-QAS: A Gate-Efficient Evolutionary Framework for Scalable Quantum Architecture Search in Intelligent Industrial Informatics
[IEEE] 2026-8-3 | Robust Soft-Switching Inverter Design for Electric Motors with Significant Parasitic Capacitances
[IEEE] 2026-8-3 | Dual-Functional RIS Enhanced Symbiotic Covert Communications: An Adaptive RIS Mode Selection Design
[IEEE] 2026-8-3 | From Feature Learning to Multiquality Prediction: An Adaptive Deep Neural Network with Complex Topology for Wastewater Treatment Process
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Fractal-CD: A Fractal-Recursive Coarse-to-Fine Framework for Remote Sensing Image Change Detection
