[2026-02-24 09:38:54] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-23
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202602230000+TO+202602232359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-2-23 | WiFi-Based Assessment of Scoliosis-Related Spinal Postures
[IEEE] 2026-2-23 | Real-Time ABR Signal Classification Using Machine Learning Techniques: A LabVIEW-Based Implementation
[IEEE] 2026-2-23 | Development and Comparison of Bare Soil Moisture Retrieval Methods for Compact Polarimetric Data
[IEEE] 2026-2-23 | Sensor Networked Resilient Distributed State Estimation With Cyber Attacks: Theory and Application
[IEEE] 2026-2-23 | On the Ergodic Rate of Reconfigurable Optical Wireless Communication Systems
[IEEE] 2026-2-23 | Multi-View MIMO Radar Forward-Looking Imaging under Impulsive Noise via Low-Rank and Adaptive Pattern-Coupled Variational Bayesian Learning
[IEEE] 2026-2-23 | Fairness Optimization in Beyond Diagonal STAR-RIS-aided NOMA-Enhanced NF-ISAC
[IEEE] 2026-2-23 | Table of Contents
[IEEE] 2026-2-23 | GMNV: Dynamic Quantile-Augmented K-Means Clustering with Variance-Based Feature Selection
[IEEE] 2026-2-23 | SimGroup-FS: Multi-Way Redundancy Modeling for Interpretable Feature Selection in Supervised Learning
[IEEE] 2026-2-23 | Self-Adjusting Feed-Forward Ripple Cancellation in a Hybrid GaN/Si Interleaved Inverter
[IEEE] 2026-2-23 | Enhanced Offline Identification for Induction Motors at Standstill: Overcoming Nonlinearity and Enabling Multi-Mode Cooperation
[IEEE] 2026-2-23 | A Compact PCB-based Strong-Coupling Resonator for Oscillation Suppression of SiC MOSFETs
[IEEE] 2026-2-23 | Integrating Microcontrollers and Data Analysis in Mechanics Education: A STEM Approach to Free Fall
[IEEE] 2026-2-23 | AI-OCPP Framework for Smart and Safe EV Charging: Real-World Performance Evaluation
[IEEE] 2026-2-23 | Efficient Message Authentication Scheme for IoT Networks Using Precoded-Tag Embedding
[IEEE] 2026-2-23 | Fast and Accurate Angle Estimation for MIMO Radar with a Virtual Non-Rectangular Array
[IEEE] 2026-2-23 | Large-scale fabrication of fully printed, photoactivated Au decorated Tin Oxide based room-temperature NO
                    <sub>2</sub>
                    sensors with ultra-high response on paper substrates
[IEEE] 2026-2-23 | Semi-Supervised and Transfer Learning-Based Smart Contract Vulnerability Detection
[IEEE] 2026-2-23 | UniFLE: Uniform Fusion of Multiple LoRA Experts for Backdoor Defense in Large Language Models
[IEEE] 2026-2-23 | A multi-class training dataset and hybrid neural network for simultaneous karst and channel detection
[IEEE] 2026-2-23 | DuoCounter: An approach for counting fish using tracking
[IEEE] 2026-2-23 | ST-DAGCN: Spatial-Temporal Directed Acyclic Graph Convolutional Networks for End-to-End Joint Effective Connectivity Learning and Resting-State fMRI Classification
[IEEE] 2026-2-23 | Front Cover
[IEEE] 2026-2-23 | Table of Contents
[IEEE] 2026-2-23 | Absorption enhancement mechanism of multi-frequency resonant terahertz metamaterial absorber and detection of forchlorfenuron
[IEEE] 2026-2-23 | Title Page
[IEEE] 2026-2-23 | SNAMS 2025 Commentary
[IEEE] 2026-2-23 | Landtagswahlen in Saxony and Thuringia: Empirical Framework for Measuring Populism in Electoral Manifestos
[IEEE] 2026-2-23 | Preface
[IEEE] 2026-2-23 | Table of Contents
[IEEE] 2026-2-23 | Partial Discharge Localization Based on Direct Data-Reusing TDE Algorithm With Generalized Cauchy Loss
[IEEE] 2026-2-23 | Program at a Glance
[IEEE] 2026-2-23 | Conference Proceedings
[IEEE] 2026-2-23 | Title Page
[ACM] 2026-2-23 | Bridging the Gap: Leveraging Retrieval-Augmented Generation to Better Understand Public Concerns about Vaccines
[ACM] 2026-2-23 | An Auto-Ethnographical Analysis of Translational Digital Health Research
[ACM] 2026-2-23 | R
                    <sup>2</sup>
                    MOAG: Robust Roadside Monocular 3D Object Detection with Adaptive Token and Ground Embedding
[ACM] 2026-2-23 | Retrieval-Augmented Generation for Multi-Hop Question Answering based on Structured Planning
[ACM] 2026-2-23 | Reproducibility Report for ACM SIGMOD 2025 Paper: 'SBSC: A fast Self-tuned Bipartite proximity graph-based Spectral Clustering'
[IEEE] 2026-2-23 | Magnol.AI Copilot: Multimodal LLMs for Natural, Accessible Data Interaction
[IEEE] 2026-2-23 | Advancing Lung Disease Diagnosis in 3D CT Scans
[IEEE] 2026-2-23 | Classifications between Different Stages of Alzheimer's Disease using Xtreme Gradient Boosting
[IEEE] 2026-2-23 | A Study on Resistive Force and Torque Feedback from Muscles and Tissue in Spine Surgical Robots for Improved Precision and Control
[IEEE] 2026-2-23 | Research on Switching Loss Optimization of SiC Inverters with Improved Model Predictive Control
[IEEE] 2026-2-23 | Enhancing Breast Cancer Diagnosis Using Lightweight Deep Learning Models
[IEEE] 2026-2-23 | Development of a Hybrid prediction model for Drowsiness Monitoring
[IEEE] 2026-2-23 | DyTact: Capturing Dynamic Contacts in Hand-Object Manipulation
[IEEE] 2026-2-23 | Event-Triggered Formation Cooperative Control of Mobile Robots
[IEEE] 2026-2-23 | An Improved CNN-LSTM-Based Method for Impedance Modulation Signal Prediction in Electronic Skin
[IEEE] 2026-2-23 | High-Accuracy Path Servo Solution using Real-time Feedback Control
[IEEE] 2026-2-23 | An Adaptive MPC for Full-Actuated-Propulsion UUV to Against Flow Disturbances
[IEEE] 2026-2-23 | Modeling and Optimization of the Signal Chain in A Benchtop MPI System
[IEEE] 2026-2-23 | Incorporation of Third Harmonic Injection in Sinusoidal PWM for Enhanced Inverter Performance
[IEEE] 2026-2-23 | A Machine Learning Framework for Early Detection of Sleep Apnea and Insomnia
[IEEE] 2026-2-23 | Flexible Strain Sensor Based on CVD Graphene and its Sensing Mechanism
[IEEE] 2026-2-23 | Interpretable Decision-Making for End-to-End Autonomous Driving
[IEEE] 2026-2-23 | Self-Supervised Representation Learning with Diffusion-Based Refinement for Image Rectification
[IEEE] 2026-2-23 | Pose Estimation for Connector Insertion in Robotic Peg-in-Hole Assembly
[IEEE] 2026-2-23 | EMI Response of Microcontroller I/O Ports Under Different Input Modes
[IEEE] 2026-2-23 | HotspotNet: A Hybrid CNN-LSTM Model for Accurate Crime Hotspot Prediction
[IEEE] 2026-2-23 | Temperature Prediction Using Bidirectional LSTM With Attention Mechanism
[IEEE] 2026-2-23 | Single-Channel Digital Monopulse Tracking with Frequency Diversity Single-Sideband Time-Modulated Arrays
[IEEE] 2026-2-23 | Generating Emotional Motion for Humanoid Robots Based on PAD-Labeled Data and Variational Autoencoder
[IEEE] 2026-2-23 | Temporal and Rotational Calibration for Event-Centric Multi-Sensor Systems
[IEEE] 2026-2-23 | Individual Load Monitoring using Smart Energy Meter: An IoT-based Approach
[IEEE] 2026-2-23 | AM-FMT: Assisting Metric Fast Marching Tree for Motion Planning in Complex Environments
[IEEE] 2026-2-23 | A Lightweight Ensemble Learning with Uncertainty Quantification for Robust OCT Retinal Disease Prediction
[IEEE] 2026-2-23 | Tuning-Free Multi-Event Long Video Generation via Synchronized Coupled Sampling
[IEEE] 2026-2-23 | Towards Large Scale Geostatistical Methane Monitoring with Part-Based Object Detection
[IEEE] 2026-2-23 | Contextual-Personalized Adaptive Cruise Control via Fine-Tuned Large Language Models
[IEEE] 2026-2-23 | Terminal Super-Twisting Sliding Mode Control with Extended Kalman Filter for a XYZ Series-Type Precision Positioning Stage
[IEEE] 2026-2-23 | Refining Naive Annotations with Limited Expert Guidance for Semantic Segmentation: A Case Study on Underwater Echograms
[IEEE] 2026-2-23 | Scaling Open-Vocabulary Action Detection
[IEEE] 2026-2-23 | DISC-GAN: Disentangling Style and Content for Cluster-Specific Synthetic Underwater Image Generation
[IEEE] 2026-2-23 | MORFI: Mutimodal Zero-Shot Reasoning for Financial Time-Series Inference
[IEEE] 2026-2-23 | SPIE: Semantic and Structural Post-Training of Image Editing Diffusion Models with AI Feedback
[IEEE] 2026-2-23 | A Multimodal Physics-Informed Neural Network Approach for Mean Radiant Temperature Modeling
[IEEE] 2026-2-23 | Towards a Resilient Citizen-Based Smart City
[IEEE] 2026-2-23 | Alzheimer’s Disease Detection: CNN-Based Analysis and Classification Approaches
[IEEE] 2026-2-23 | OpenInsGaussian: Open-Vocabulary Instance Gaussian Segmentation with Context-Aware Cross-View Fusion
[IEEE] 2026-2-23 | Enhancing Vision-Language Models for Zero-Shot Video Action Recognition via Visual-Textual Refinement and Improved Interpretability
[IEEE] 2026-2-23 | Phoneme-Level Analysis for Person-of-Interest Speech Deepfake Detection
[IEEE] 2026-2-23 | Adapting Curricula by Tracking the Gap between Validation and Training Loss
[IEEE] 2026-2-23 | High-Speed and High-Precision Comparator for SAR ADC
[IEEE] 2026-2-23 | Battery-Free Ultra-Low Power Sensor Node with Simultaneous RF Power Harvesting and Information Transmission
[IEEE] 2026-2-23 | Unified AI Framework for Real-Time Customer Churn Prediction Using Behavioral and Event-Log Anomaly Signals
[IEEE] 2026-2-23 | A Tensegrity-based Spherical Mobile Robot with Multiple Rolling Gait Patterns
[IEEE] 2026-2-23 | Forecasting Customer Churn Using Machine Learning: A Marketing Analytics Approach
[IEEE] 2026-2-23 | PMTNet: A Patch-Based Multi-Scale Convolution-Transformer for Short-Horizon Kiln Tail Temperature Forecasting in Zinc Rotary Kilns
[IEEE] 2026-2-23 | SGBD: Sharpness-Aware Mirror Gradient with BLIP-Based Denoising for Robust Multimodal Product Recommendation
[IEEE] 2026-2-23 | Early Warning and Assessment of Market Power in Electricity Trading Centers Based on Combined Weighting TOPSIS
[IEEE] 2026-2-23 | Structural Optimisation and Assist Performance Evaluation of a Flexible Hip Exoskeleton Inspired by Octopus Tentacles
[IEEE] 2026-2-23 | Latent Gene Diffusion for Spatial Transcriptomics Completion
[IEEE] 2026-2-23 | Adversarial Reality for Evading Deepfake Image Detectors
[IEEE] 2026-2-23 | Federated Learning based Distributed Firewall for Zero Trust Networks
[IEEE] 2026-2-23 | A Hybrid Requirements Engineering Methodology for Certification of Medical Device Software
[IEEE] 2026-2-23 | Notch Filter-Based Vibration Suppression Method for the Cooled Infrared Electro-Optical Platform
[IEEE] 2026-2-23 | Attack-Agnostic Adversarial Detection via Feature Enhancement
[IEEE] 2026-2-23 | Nonlinear Control of Pneumatic Soft Robots Based on Koopman Operator
[IEEE] 2026-2-23 | Software-Defined Networking (SDN): A Comprehensive Survey
[IEEE] 2026-2-23 | FedHS: Federated Learning Collaborating Heterogeneous IoT Devices to Achieve Large Server Model Fine-Tuning
[IEEE] 2026-2-23 | AI-Driven Electromagnetic Design and Optimization: A Survey of Methods and Applications
[IEEE] 2026-2-23 | The impact of Social Networking Programs Instagram and Tik Tok on Students’ Mental Pollution
[IEEE] 2026-2-23 | Feature-based Magnetotelluric Inversion with the Variational Autoencoder Regularization
[IEEE] 2026-2-23 | A Circularly Polarized Horn Antenna Integrated with 3D Metal Lens
[IEEE] 2026-2-23 | Research on Optimal Scheduling of Microgrids with Electric Vehicle Energy Storage
[IEEE] 2026-2-23 | Efficient Self-Supervised Neuro-Analytic Visual Servoing for Real-Time Quadrotor Control
[IEEE] 2026-2-23 | Non-Intrusive Machine Learning-Based Anomaly Detection for Heterogeneous Embedded Platforms
[IEEE] 2026-2-23 | HybridSoilNet: A Novel Approach to Classify Soil Nutrient Deficiencies
[IEEE] 2026-2-23 | Design of FPGA-Based Neural Network Acceleration System for Object Detection
[IEEE] 2026-2-23 | Endonama: Graph Neural Networks Based In-Silico Transcriptomics from Histology Whole Slide Images for Fertility Diagnostics
[IEEE] 2026-2-23 | Multi-Camera 3D Object Tracking via 3D Point Clouds and Re-Identification
[IEEE] 2026-2-23 | Joint Spotting and Recognition of Micro-Expressions in Long Videos via Temporal Representation Learning
[IEEE] 2026-2-23 | The ID Net Architecture for Interpretable X-ray Baggage Image Denoising
[IEEE] 2026-2-23 | An Edge Computing Task Promotion Method for Grid Information Technology Innovation Terminals Based on an Improved NSGA-III Algorithm
[IEEE] 2026-2-23 | Research on Optimal Power Reservation Configuration for Microgrid Industrial Parks Considering Reliability
[IEEE] 2026-2-23 | Adaptive Narrative Coherence Modeling via Graph Embeddings and Reinforcement Learning
[IEEE] 2026-2-23 | Explainable Anomaly Detection in Cloud-Native Systems via RAG-Enhanced Vector Retrieval
[IEEE] 2026-2-23 | Pyls: Enabling Python Hardware Synthesis with Dynamic Polymorphism via LCRS Encoding
[IEEE] 2026-2-23 | An LLM-Empowered Technical Approach and Practical Study for Engineering Quantity Calculation
[IEEE] 2026-2-23 | A LightGBM-Based Framework for Detecting Non-Compliant Cross-Region Account Openings in Telecommunications
[IEEE] 2026-2-23 | IMU-Based Activity Recognition and Payload Estimation for Augmentative Exoskeleton
[IEEE] 2026-2-23 | Improved Tightly Coupled Dipole Array with Frequency Selective Surface for Enhanced Efficiency
[IEEE] 2026-2-23 | Research on Full-Cycle Dispersive Gradient Highpower W-Band Folded Waveguide Compact Traveling Wave Tube
[IEEE] 2026-2-23 | Evaluating Optimizers in Customized CNNs for Multi-Class Respiratory Diagnosis using Chest X-rays
[IEEE] 2026-2-23 | CS3D: An Efficient Facial Expression Recognition via Event Vision
[IEEE] 2026-2-23 | Enhanced YOLOv8 for Robust Multi-Task Perception in Autonomous Driving Under Challenging Environments
[IEEE] 2026-2-23 | Generation Modelling of Artificial Personalities Using Decision Dynamics and Curiosity-Driven Behavior
[IEEE] 2026-2-23 | Deep Learning-Based Tornado Detection Using Multi-Scale Spatiotemporal Fusion of Polarimetric Weather Radar Data
[IEEE] 2026-2-23 | An Improved Genetic Algorithm-Based Method for Task Scheduling and Resource Allocation in Avionics Network
[IEEE] 2026-2-23 | Design and Development of an Adaptive Respiratory Exercise Robot
[IEEE] 2026-2-23 | Blockchain-based Distributed Provenance and Data Integrity Assurance Research for Digital Heritage Archives
[IEEE] 2026-2-23 | TI-TNet: A Text-Image Fusion Network for Thyroid Nodule Segmentation
[IEEE] 2026-2-23 | Eco-Friendly Synthesis of Benzimidazole: Linking Green Chemistry with Artificial Intelligence in Healthcare
[IEEE] 2026-2-23 | Artificial Intelligence in the Assessment of Range of Motion for Musculoskeletal Conditions During Telerehabilitation
[IEEE] 2026-2-23 | Design of a Wide Dualband Circularly Polarized Rectangular Dielectric Resonator Antenna Using Deep Learning
[IEEE] 2026-2-23 | Machine Learning in Drug Discovery and Development
[IEEE] 2026-2-23 | Optimal Scheduling of High-Altitude Multi-Energy Microgrid Clusters Based on Robust Optimization and Tiered Carbon Trading Mechanism
[IEEE] 2026-2-23 | An Intelligent Strata Identification Method for Shield Tunneling Based on a State-Space Model and Dynamic Thresholding
[IEEE] 2026-2-23 | A Design of Wider Impedance Bandwidth with Spider-Parasitic Elements Patch Antenna for Ku-Band Applications
[IEEE] 2026-2-23 | MAHAD: Multi-Granularity Autoencoder for Hyperedge Anomaly Detection
[IEEE] 2026-2-23 | Data Exfiltration Detection System using Machine Learning
[IEEE] 2026-2-23 | A Review of Artificial Intelligence and Machine Learning Based Approaches for Ergonomic Risk Assessment in Agriculture
[IEEE] 2026-2-23 | Clustering of High-Dimensional Uncertain Data Based on Probability Distributions
[ACM] 2026-2-23 | User-Generated Content and Editors in Games: A Comprehensive Survey
[ACM] 2026-2-23 | An Evaluation on Kinematics During Different Lifting Tasks with Marker-less Vision-based Cameras
[IEEE] 2026-2-23 | The Coralscapes Dataset: Semantic Scene Understanding in Coral Reefs
[IEEE] 2026-2-23 | Faculty of Engineering
[IEEE] 2026-2-23 | SNAMS 2025 Committees
[IEEE] 2026-2-23 | 2025 International Conference on Energy Power and Electrical Technology (CEPET)
[IEEE] 2026-2-23 | 2026 IEEE/ACM International Symposium on Code Generation and Optimization (CGO)
[IEEE] 2026-2-23 | A Low-Cost GNSS/UWB Integrated Positioning Method Based on Non-Stationary Noise Suppression
[IEEE] 2026-2-23 | TechRxiv: Share Your Preprint Research With the World!
[IEEE] 2026-2-23 | DrivingGaussian++: Towards Realistic Reconstruction and Editable Simulation for Surrounding Dynamic Driving Scenes
[IEEE] 2026-2-23 | A Survey of Water Pipeline Leak Detection using Acoustic Sensing
[IEEE] 2026-2-23 | A Linearization of DFT Spectrum for Precision Power Measurement in Presence of Interharmonics
[IEEE] 2026-2-23 | Golden Section Search-based GNSS Multipath Mitigation for Enhanced Urban Positioning
[IEEE] 2026-2-23 | Robust Multimodal Sensor Fusion using Variational Autoencoder
[IEEE] 2026-2-23 | VNiScan-Fruit: A Non-Invasive Visible-Near Infrared Sensing System for Soluble Solids Content Estimation in Fruits
[IEEE] 2026-2-23 | A High-
                    <i>Q</i>
                    Coupled Dual-Beam Piezoelectric MEMS Resonator for Frequency Control Applications
[IEEE] 2026-2-23 | DFPR-BEV: Cross-modal Knowledge Distillation of Decouple Features and Projection Regions for Multi-Camera 3D Object Detection
[IEEE] 2026-2-23 | Multi-Level Online Group Pruning for Deep Semantic Segmentation: Balancing Efficiency and Class Fairness
[IEEE] 2026-2-23 | ELAS-FG: Efficient Lightweight Authentication Scheme in Factor Graph-based Communication for VANET_supp1-3665634.pdf
[IEEE] 2026-2-23 | Calculation and Analysis of Motor Unbalanced Electromagnetic Force with or without Eccentricity Considering Thermal Factors Related to Multi-field Coupling Effect for In-wheel Electric Vehicle Applications
