[2026-08-20 22:26:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | The Equality Cases of the Weak Simplex Conjecture
[arXiv] 2026-08-19 | Sweep-based, implicit solutions of the multidimensional BGK equation on unstructured grids
[arXiv] 2026-08-19 | Simple Low-Overhead Communication-Efficient String Reconciliation and Edit Distance
[arXiv] 2026-08-19 | Grouping the Stochastic Machine: Precision, Not Capability, as the Frontier Metric for AI Systems
[arXiv] 2026-08-19 | Autonomous Cyber Defense in Connected Vehicles: A Multi-Agent Approach to V2X Security
[arXiv] 2026-08-19 | PGFS++: Molecular Property Improvement under Synthesis and Diversity Constraints
[arXiv] 2026-08-19 | JANUS: A Multi-modal Foundation Neural Sampler for Disordered Materials
[arXiv] 2026-08-19 | Distributed Target Tracking using Radar Networks
[arXiv] 2026-08-19 | Interior skin focusing and directional mirror transfer in a graded non-Hermitian Krawtchouk network
[arXiv] 2026-08-19 | Inferring the Dark from the Observable: Estimating Halo Masses Using Galaxy Properties
[arXiv] 2026-08-19 | Transitions and Critical Divergences in Periodically Hopping Modulated Su-Schrieffer-Heeger Chains
[arXiv] 2026-08-19 | Probabilistic Representation and Convergence of Gromov-Wasserstein Gradient Flows
[arXiv] 2026-08-19 | On the uniform bound of solutions to a thermo-diffusive system
[arXiv] 2026-08-19 | Preference Reasoning under Indeterminacy in Large Language Models
[arXiv] 2026-08-19 | Cellular Maximal-Density Factoring and a Repair of the Streamlined Three-Dimensional Kakeya Reduction
[arXiv] 2026-08-19 | Diffusion Models for High-Dimensional Clustered Data: Intrinsic-Dimension Adaptivity via Bayesian Classification
[arXiv] 2026-08-19 | Fuzzy Accuracy Compensates for Label Subjectivity in Classification of Skin Tone Using Wearable Photoplethysmography Signals
[arXiv] 2026-08-19 | Cell-Probe Lower Bounds and Complexity-Preserving Reductions for Suffix Array Queries
[arXiv] 2026-08-19 | The critical probability for percolation on finite graphs
[arXiv] 2026-08-19 | A shifted energy barrier approach for phase-field modeling of tensile-dominated brittle fracture
[arXiv] 2026-08-19 | Characterisation of Commercially Available NUV-MT Silicon Photomultipliers
[arXiv] 2026-08-19 | Connectivity--Interference Competition in Coherent Transport on Percolated Hierarchical Small-World Networks
[arXiv] 2026-08-19 | Computing All Optimal Partial $p$-Wasserstein Matchings on the Line
[arXiv] 2026-08-19 | An ultracompact dilution refrigerator for fast quantum device characterization
[arXiv] 2026-08-19 | Polytopes of Effective Boundary Expressions of Divisors on $\overline{M}_{0,n}$
[arXiv] 2026-08-19 | Trade-offs in Data Color Palette Design Tools
[arXiv] 2026-08-19 | The Total and Polarized Radio Emission from the Innermost Jets of a High-Redshift Quasar and a Candidate at Parsec-Scale Resolution
[arXiv] 2026-08-19 | Equations of Tree Tensor Network Varieties
[arXiv] 2026-08-19 | Bernstein-Vazirani Networks: Quantum Machine Learning by Interference
[arXiv] 2026-08-19 | A miniature evaporator for in-operando deposition of isolated atoms in a low-temperature scanning tunneling microscope
[arXiv] 2026-08-19 | ReWEIGH the Evidence: Calibrating Token-Level Ordinal Visual Evidence to Mitigate Hallucinations in Large Vision-Language Models
[arXiv] 2026-08-19 | Quadratic Cremona transformations of $\mathbb{P}^4$
[arXiv] 2026-08-19 | Integer Linear Programming Decoder for Abelian and Non-Abelian Topological Codes
[arXiv] 2026-08-19 | Emergent BEC mechanism in flat-band superconductors
[arXiv] 2026-08-19 | Comparison inequalities for Dirichlet-to-Neumann maps
[arXiv] 2026-08-19 | Improving LLM-Based SSH Honeypots Through Prompting and Fine-Tuning
[arXiv] 2026-08-19 | A Tutorial on Weight Structure of Polar Codes
[arXiv] 2026-08-19 | Enhancing EBSD throughput of battery electrode materials using super-resolution generative adversarial networks
[arXiv] 2026-08-19 | Sensitivity of the ECMWF seasonal forecast model to CO2 and anthropogenic aerosol forcings: Experimental design and impact on climate trends
[arXiv] 2026-08-19 | Converting Expert Deliberation into Financial Signals Through A Context-Aware NLP Pipeline
[arXiv] 2026-08-19 | Electromagnetic and Acoustic Fano Interference in Surface Acoustic Wave Resonators
[arXiv] 2026-08-19 | GEAR: Generative Expansion and Real Anchoring for Two-Stage Distillation of Tabular Foundation Models
[arXiv] 2026-08-19 | Robust Joint Planning of EV and eBus Charging Infrastructure with PV Self-Consumption under Demand Uncertainty
[arXiv] 2026-08-19 | Beyond Placement and Articulation: Usage-Driven Code Scenes for Embodied Interaction
[arXiv] 2026-08-19 | Quantum Mixedness Testing with Pauli Measurements
[arXiv] 2026-08-19 | Inter-turbine spacing and flow unsteadiness effects on wake-induced blade dynamics
[arXiv] 2026-08-19 | Automatically distinguishing Rubin transients from AGN using variability metrics
[arXiv] 2026-08-19 | A strengthening of the MCFL-ness of $O_2$
[arXiv] 2026-08-19 | Revisiting Quark-Lepton Complementarity in the Precision Neutrino Era
[arXiv] 2026-08-19 | Many Optimizers But Only One Training Path: Repeated Resampling for Adaptive Optimizer Selection
[arXiv] 2026-08-19 | Forgetting, plasticity, and co-observation: a third facet of continual learning
[arXiv] 2026-08-19 | A revised framework for the assessment of psychological safety in autonomous vehicles
[arXiv] 2026-08-19 | Finite-coefficient K-theory of henselian valued fields and Gersten injectivity
[arXiv] 2026-08-19 | GraphK: Variable-Size Graph Generation with Efficient Edge Construction
[arXiv] 2026-08-19 | MIFR: A Modality-Invariant and Fair Representation Framework for Skin Disease Classification
[arXiv] 2026-08-19 | An Integer Programming Approach to Compute Lower Bounds for Ramsey Numbers Using Circulant Graphs
[arXiv] 2026-08-19 | Readable, Faithful, Used: Three Dissociable Properties of Demographic Identity in a Language Model
[arXiv] 2026-08-19 | Gradient Mirage: Trainable yet Label-Unidentifiable Gradients in Large Language Model Split Learning
[arXiv] 2026-08-19 | GateDiffInt: Gate-Mediated Controllable Diffusion and Multi-Intent LLM Distillation for User Behavior Modeling
[arXiv] 2026-08-19 | Effective curvature coupling of link-based causal set propagators in $1+1$ dimensions
[arXiv] 2026-08-19 | Enabling Reuse for Data-Sharing Pipelines in Federated Environments
[arXiv] 2026-08-19 | Characteristic adjacency matrix associated with a hypergraph
[arXiv] 2026-08-19 | FAST-HEP: Compiling Declarative Analysis Workflows for High-Energy Physics and Beyond
[arXiv] 2026-08-19 | Coalitional Manipulation of Set-Valued Median Voting
[arXiv] 2026-08-19 | Genuine Tripartite Entanglement Selects Gauge-Invariant Theories
[arXiv] 2026-08-19 | Revisiting the topological properties of XMg2Bi2 (X = Ca, Sr, Ba, Yb and Eu)
[arXiv] 2026-08-19 | Visual-Aware Representation of Web Pages for Machine Learning Applications
[arXiv] 2026-08-19 | MemFuse: Multi-Source Memory Fusion from Fragmented Observations
[arXiv] 2026-08-19 | Transforming Heart Disease Prediction with Advanced Machine Learning Techniques
[arXiv] 2026-08-19 | An Empirical Benchmark of Deep Time-Series Models for Smart Meter Energy Forecasting
[arXiv] 2026-08-19 | DynCur-Geo: Dynamic Curiosity Reward Shaping for Multimodal Active Geo-Localization
[arXiv] 2026-08-19 | Experimental zero-added-loss multiplexing Bell-pair source for long-haul quantum networks
[arXiv] 2026-08-19 | Candidate-Fate Accounting for Transparent Sensor Diagnostic Pipeline Search
[arXiv] 2026-08-19 | Constructing Good Abelian Codes via Shift Bounds and Genetic Algorithms
[arXiv] 2026-08-19 | Computational Measurement of Team-Process Phase Dynamics in Collaborative Virtual Reality
[arXiv] 2026-08-19 | Broadband Chiral Primordial Gravitational Waves from Constant-roll Inflation in Parity-violating Symmetric Teleparallel Gravity
[arXiv] 2026-08-19 | Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation
[arXiv] 2026-08-19 | ProxyGuard: Direct Reliability Inference for Randomized Data Release Mechanisms with Shared Targets
[arXiv] 2026-08-19 | IriSig-Spoof: A Real-World Benchmark for Time-Robust Satellite RF Fingerprinting and Spoofing Detection
[arXiv] 2026-08-19 | Change Point--Aware Evaluation and Re-Calibration of PPG-Based Blood Pressure Estimation
[arXiv] 2026-08-19 | Exact Matching-Polynomial Solution of the Periodic Baxter-Fendley $Z_N$ Clock Chain
[arXiv] 2026-08-19 | When Safety Overrides Vision: Exploring Dynamics between Vision Influence and Safety Alignment in Vision-Language Models
[arXiv] 2026-08-19 | Payload Swing Estimation and Damping Without Payload Parameters for Multirotor UAVs
[arXiv] 2026-08-19 | Evaluation of Image Matching Methods for Visual Odometry on UAVs
[arXiv] 2026-08-19 | LabDex: A Hierarchical Benchmark for Dexterous Manipulation in Laboratories
[arXiv] 2026-08-19 | Scalable Geospatial Machine Learning for Power-Line Asset Risk: Integrating Remote Sensing for Lightning and Vegetation Risk Modelling
[arXiv] 2026-08-19 | Denoising-Aware Inversion: Revealing Privacy Risks in Noise-Protected Text Embeddings
[arXiv] 2026-08-19 | VA-Judger: Reward Modeling from Human Preference Feedback for Joint Video-Audio Generation
[arXiv] 2026-08-19 | OneModel: A Unified Foundation for Platform-Scale Multi-Scenario Ranking
[arXiv] 2026-08-19 | Multitask Bayesian Neural Networks for Multiparameter Protein Engineering
[arXiv] 2026-08-19 | Inverse Feshbach's problem: Solvability and solutions
[arXiv] 2026-08-19 | Approximating Minimum Dominating Set with Few Awake Rounds
[arXiv] 2026-08-19 | A Mini-Batch Counterexample to Last-Iterate Convergence in Definable Optimization
[arXiv] 2026-08-19 | Robust Risk Under Evolving Uncertainty: A Wasserstein Counterpart of the Entropic Value-at-Risk
[arXiv] 2026-08-19 | On the Density of Polynomial Mappings Satisfying the Jacobian Conjecture
[arXiv] 2026-08-19 | Generalized Audio-Driven Synthesis of Precise Drummer Motion
[arXiv] 2026-08-19 | Ab initio-based Deep-Learning Prediction of Carrier Mobility in Strongly Anharmonic Materials
[arXiv] 2026-08-19 | Eureka: Task-Conditioned Meta-Agent Orchestration for Scientific Discovery
[arXiv] 2026-08-19 | Local Hardy Spaces Associated with Operators and Ball Quasi-Banach Function Spaces on Doubling Metric Measure Spaces and Their Applications
[arXiv] 2026-08-19 | Institutional Books - Enriched Text: A customizable multilingual open-source pipeline for denoising, deduplicating, and annotating OCR text at scale
[arXiv] 2026-08-19 | The Bogdanov--Takens normal-form coefficients in $\mathbb{R}^n$ as directional derivatives of the characteristic invariants
[arXiv] 2026-08-19 | Physical Optics Analysis of Polarization Effects in SO LAT Reflectors
[arXiv] 2026-08-19 | Duru-Kleinert Path Integral in Unimodular Quantum Cosmology
[arXiv] 2026-08-19 | Modeling of an ODE-constrained optimization problem describing tumor dynamics, and numerical approximation via sequential physics-informed neural networks
[arXiv] 2026-08-19 | Don't Drop the Singletons: Efficient Inference for Pairwise Experiments with Independent Attrition
[arXiv] 2026-08-19 | Institutional Newspapers Pipeline: Deriving billions of high quality tokens from historical newspapers
[arXiv] 2026-08-19 | Exact random covers of metric trees: balanced rounding, duality, and sharp thresholds
[arXiv] 2026-08-19 | Perturbative Hairy Black Branes in the $G_{2}$-Invariant Sector of Dyonic ISO(7) Gauged Supergravity
[arXiv] 2026-08-19 | APICURON: a reactive infrastructure for credit attribution across distributed research data ecosystems
[arXiv] 2026-08-19 | From Erdos Problem 1154 to a Zero One Law for Turing Ideals
[arXiv] 2026-08-19 | rEDMRec: Distilling Large Language Model Reasoning into an Editable Experience Memory for Recommendation
[arXiv] 2026-08-19 | Asgard/NOTT: Status of laboratory nulling performance
[arXiv] 2026-08-19 | Three-body forces in the quark model
[arXiv] 2026-08-19 | High-power TCV scenario for conventional and alternative divertor studies
[arXiv] 2026-08-19 | Breaking the weakest link to evade vision language models
[arXiv] 2026-08-19 | Test-Time Scaling in the Wild: Why Exploitation, Not Exploration, Is the Bottleneck
[arXiv] 2026-08-19 | SMTrap: Cost-Effective DoS Attacks Against Large Reasoning Models via SMT Conflict Guidance
[arXiv] 2026-08-19 | First demonstration of a multimode-to-multimode photonic lantern for astronomy
[arXiv] 2026-08-19 | Towards Lawful ISAC in Cellular Networks
[arXiv] 2026-08-19 | Molecular Insights into Gas Nanofilms Confined Between Bulk Liquid Phases
[arXiv] 2026-08-19 | Assessing Quality of Experience in Natural Language Generation of German Text
[arXiv] 2026-08-19 | Adaptive resolution frames: A multilevel framework in Hilbert spaces
[arXiv] 2026-08-19 | Component-wise hyperreduction for nonlinear solid mechanics problems
[arXiv] 2026-08-19 | Ultra-wideband MRE of the human liver and spleen for viscoelastic model identification in hepatic inflammation
[arXiv] 2026-08-19 | Synthesis and stability of high-$T_c$ LaH$_{10\pmδ}$ films at high pressures
[arXiv] 2026-08-19 | Think-to-Personalize: Unifying Reasoning and Retrieval for User-Centric Personalized Dense Retrieval
[arXiv] 2026-08-19 | MissDiag: Diagnostic Evaluation of Incomplete-Knowledge Robustness in KGQA and KG-RAG
[arXiv] 2026-08-19 | Finite-Index Lifting of Strong Topological Rokhlin Property and Descriptive Complexity
[arXiv] 2026-08-19 | Propagation of Laguerre-Gaussian and Bessel-Gaussian scalar beams in an effective anisotropic background
[arXiv] 2026-08-19 | An almost Kähler Cheeger--Gromoll splitting theorem with applications
[arXiv] 2026-08-19 | A model for the enhanced production rate of early-type hypervelocity stars in the Galactic halo
[arXiv] 2026-08-19 | OmniAlign: A Unified Multilingual Aligner for Word and Sentence Alignment
[arXiv] 2026-08-19 | Unified Strong-Field Dynamics Simulations from Atoms to Heterostructures
[arXiv] 2026-08-19 | New Nonexistence Results for Circulant Weighing Matrices
[arXiv] 2026-08-19 | Comparison of several model averaging methods in nuclear charge radius predictions
[arXiv] 2026-08-19 | Stellar Abundances as Probes of Rocky Exoplanet Interiors: The Mantle Composition and Mineralogy of GJ 486b
[arXiv] 2026-08-19 | HarvestPoint-ACT: Explicit Target Selection and Harvest-Point Conditioning for Robotic Fruit Harvesting under Occlusion
[arXiv] 2026-08-19 | Optimization of the Railcar Assignment Problem Using Zone-based Double Deep Reinforcement Learning
[arXiv] 2026-08-19 | A seamless dose-optimization design for monotherapy and combination therapy
[arXiv] 2026-08-19 | Boundaries of logarithmic Voronoi cells can be transcendental
[arXiv] 2026-08-19 | Multiqubit orthogonal product bases
[arXiv] 2026-08-19 | Entropic Rigidity in Quantum Memories: How Geometry and Algebra Control the Onset of Degeneracy Corrections
[arXiv] 2026-08-19 | Mechanistic Interpretability of Structure-Aware Numerical Reasoning in LLaMA 3.1 8B
[arXiv] 2026-08-19 | Solidification-cell confinement of domain-wall pinning in additively manufactured ferromagnets
[arXiv] 2026-08-19 | $Γ$-Convergence of Weak-Type Nonlocal Functionals on Bounded Domains
[arXiv] 2026-08-19 | Impacts of Nuclear War on Human Health from Changed Surface Ultraviolet Radiation
[arXiv] 2026-08-19 | Linear stability of traveling Maxwellians for Landau equation with very soft potentials
[arXiv] 2026-08-19 | Algorithms for adaptive and heteroskedastic linear regression at the computational threshold
[arXiv] 2026-08-19 | Regularity and non-degeneracy of $Φ^*[I]$ implies regularity of the fixed boundary $\partialΩ$
[arXiv] 2026-08-19 | Characterization of Weak EKR Groups and Intersection Densities with Prescribed Point Stabilizers
[arXiv] 2026-08-19 | AppEval: A Unified Benchmark for LLM-Based Mobile Application Repair in ArkTS, Swift, and Kotlin
[arXiv] 2026-08-19 | Score-based Fading-Aware Decision Fusion
