[2026-09-03 23:48:17] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-02
正在获取论文...
[arXiv] 2026-09-02 | A Survey of Decentralized Physical Infrastructure Network,Research Directions, and Open Challenges
[arXiv] 2026-09-02 | Hardware-Accelerated Instance Segmentation for Resource-Constrained Space Robotics with Criticality Analysis
[arXiv] 2026-09-02 | SkillGLoW: Procedural-Family Skill Consolidation for Self-Improving Agents on Long-Horizon Task Streams
[arXiv] 2026-09-02 | Invariant subspaces for free linearizations of Lipschitz maps
[arXiv] 2026-09-02 | LeakageBench: Document-Level Leakage Risk for Redacting Personally Identifiable Information in Document Images
[arXiv] 2026-09-02 | TAME: Temporal-Aware Mixture-of-Experts for Text-Video Retrieval
[arXiv] 2026-09-02 | Observation of Hong-Ou-Mandel interference between photon and polariton
[arXiv] 2026-09-02 | The Locality Cost of Fully Flat Hopf Insulators
[arXiv] 2026-09-02 | Schrödinger Bridges on Lie Group Manifolds for Probabilistic Intrinsic Generation
[arXiv] 2026-09-02 | Asymptotics of holomorphic torsion on orbifolds and an equivariant arithmetic Hilbert-Samuel theorem
[arXiv] 2026-09-02 | Disc-Based Estimation of the Local Dark Matter Density and Velocity Distribution in IllustrisTNG50
[arXiv] 2026-09-02 | CC-4DGS: Computational Deformation and Point-Cloud Compression for Storage-Efficient Dynamic Gaussian Splatting
[arXiv] 2026-09-02 | The Intermediate-Mass Black Hole Reverberation Mapping Project: Scientific Overview and Sample Characteristics
[arXiv] 2026-09-02 | Bounding Selmer Groups of Superelliptic Jacobians via Class Groups
[arXiv] 2026-09-02 | Simulation of the electron escape ratio for keV alpha-particle ionization tracks in liquid helium
[arXiv] 2026-09-02 | Multidimensional Light Detection with Symmetry-engineered Heterojunctions
[arXiv] 2026-09-02 | Macroscopic Coherent Axion Production by Reverse Parametric Fluorescence
[arXiv] 2026-09-02 | Overview of multi-conjugate adaptive optics reconstructors
[arXiv] 2026-09-02 | A variational quantum eigensolver-based cutting plane framework for semidefinite programming problems
[arXiv] 2026-09-02 | EmoStance: Response-Side Affective-Orientation Control for Empathetic Response Generation via Emoji Weak Supervision
[arXiv] 2026-09-02 | AI agents reshape consensus formation in human groups
[arXiv] 2026-09-02 | Predict, Don't Iterate: Efficient Adaptive-Length Infilling for Diffusion Language Models
[arXiv] 2026-09-02 | Selective Knowledge Edit Reversal via Gated Singular Vector Shrinkage
[arXiv] 2026-09-02 | BICEP/Keck XXII: Analysis of the South Pole Atmosphere for CMB Observations
[arXiv] 2026-09-02 | Mutation--selection balance on an infinite trait space: confinement, drift and equilibrium
[arXiv] 2026-09-02 | Transfer Safety Awareness for Cross-Modal Safety Drift in Multimodal Large Language Models
[arXiv] 2026-09-02 | Biquaternion Algebra with Bilinear Multiplication: A General, Elegant, and Computationally Advantageous Framework for Relativistic Electronic Structure Calculations on CPUs and GPUs
[arXiv] 2026-09-02 | Existence of closed non-planar $p$-elasticae
[arXiv] 2026-09-02 | Rapid Mapping of Photocathode Quantum Efficiency: A Magnetized Electron Beam Imaging Approach
[arXiv] 2026-09-02 | Bridging the Gap: A Longitudinal Analysis of Extended Identifiers in the Post-Cookie Era
[arXiv] 2026-09-02 | DynG-Diff: A State-Aware Dynamic Guidance Diffusion Framework for Probabilistic Time Series Forecasting
[arXiv] 2026-09-02 | Type-Directed, Secure-by-Construction Enclave Partitioning for LLVM
[arXiv] 2026-09-02 | Detecting Object Hallucinations in Large Vision-Language Models via Cross-Modal Attention Drifts and Mask-Based Verification
[arXiv] 2026-09-02 | Well-Posedness for SDEs with Logarithmical Critical Distributional Drifts
[arXiv] 2026-09-02 | Efficient Sensor Fusion Through Covariance-Constrained Observation Decimation (CCOD)
[arXiv] 2026-09-02 | New Upper bounds on the Mondrian Art Problem
[arXiv] 2026-09-02 | Linear Fusion MultiDiffusion for Fast Training-Free Spherical Panorama Generation
[arXiv] 2026-09-02 | Baumslag-Solitar Subgroups Obstruct Model Companions for Fields with Group Actions
[arXiv] 2026-09-02 | Inflationary Magnetogenesis with f(R) Gravity: Dynamics, Constraints, and Observational Signatures during Reheating
[arXiv] 2026-09-02 | NS-Copilot: An LLM-Driven Agent System for Autonomous Neuroscience Analysis
[arXiv] 2026-09-02 | Maximal-velocity deficit under a finite-support constraint in hard-wall half-line continuous-time quantum walk
[arXiv] 2026-09-02 | Localizing quantum information
[arXiv] 2026-09-02 | Aggregating Neighbor Embedding Projection and Rank-Based Manifold Learning for Image Retrieval
[arXiv] 2026-09-02 | Post-Training Ternarization of Qwen3-4B Capability, Effective Bit Budget, Storage Compression, and Deployment
[arXiv] 2026-09-02 | Deeply Interleaved Text-Image Contexts for Multimodal LLMs Assessment
[arXiv] 2026-09-02 | Magnetic-Field-Calibration-Free Determination of the Hyperfine Constant $A$ in Ultracold Fermi gases of $^{40}$K
[arXiv] 2026-09-02 | Probability-Maximizing Change Detection: Finite-Window Optimality
[arXiv] 2026-09-02 | Comparative study of noise-like pulse emission from Mamyshev oscillator and conventional passively mode-locked fiber laser
[arXiv] 2026-09-02 | Physics-based Online Adaptive Koopman Model Predictive Attitude Control for Combined Spacecraft with Dynamic Uncertainties
[arXiv] 2026-09-02 | SpiderSapien: Client-Centric Web Crawler and Security Scanner
[arXiv] 2026-09-02 | Universal fingerprint of topological defect cores
[arXiv] 2026-09-02 | Numerical Investigation of Mach 10 Kerosene-Fueled Oblique Detonation Waves at Different Flight Altitudes
[arXiv] 2026-09-02 | AceSpec: An Asymmetric Edge-Cloud Collaborative Framework for Communication-Efficient LLM Inference
[arXiv] 2026-09-02 | Telligram: Text-Driven Calligram Generation via Diffusion-Guided Skeleton Optimization
[arXiv] 2026-09-02 | Disorder-driven competing magnetic interactions and glassy magnetic behavior in quaternary Heusler alloy FeRuMnGe
[arXiv] 2026-09-02 | Single-Shot Fidelity Reveals Hard and Soft Limits: A Universal Yardstick for Photon-Number-Resolving Detectors
[arXiv] 2026-09-02 | Precise spectral asymptotics, exponential localization, and spectral gap estimates for the three-boson lattice Schrödinger operator
[arXiv] 2026-09-02 | An Adaptive Control Architecture for Slope and Terrain Compensation in Autonomous Navigation in Mediterranean Greenhouses
[arXiv] 2026-09-02 | Lepton-flavor violation and muon $(g-2)$ in the flavor-dependent $U(1)_F$ model
[arXiv] 2026-09-02 | The Knot Invariant Associated to Two-Parameter Quantum Algebras II
[arXiv] 2026-09-02 | The Truncated Octahedral Graph Has Bondage Number Five
[arXiv] 2026-09-02 | UnCapsTSR: An Unsupervised Transformer-based Image Super-Resolution Approach for Capsule Endoscopy Images
[arXiv] 2026-09-02 | Evaluating ML-based Intrusion Detection Systems: The Illusion of Model Efficacy
[arXiv] 2026-09-02 | DeepAffinity: Long-Term Aspect Preference Prediction in eCommerce using Small Language Models
[arXiv] 2026-09-02 | Can Risk-Based Alerting Mitigate Cybersecurity Alert Fatigue?
[arXiv] 2026-09-02 | Chemical pressure and vacancies in crystals under nonhydrostatic stress
[arXiv] 2026-09-02 | Mixed Radial Volume Comparison under Spectral Ricci Bounds
[arXiv] 2026-09-02 | Circuit-Level Loss Performance of FFCC and RHG Codes in a Compound Photon-Atom Quantum Architecture
[arXiv] 2026-09-02 | A Multiscale Finite Element Method for reaction-diffusion eigenproblems arising from neutronics
[arXiv] 2026-09-02 | Principal eigenvalues of nonlocal operators with advection: sharp scaling limits and spectral phase transitions
[arXiv] 2026-09-02 | Continuous-Time Aggregation of Massive Flexible HVAC Loads Considering Uncertainty for Reserve Provision in Power System Dispatch
[arXiv] 2026-09-02 | Convex Order Comparisons for Sub-Gamma Random Variables
[arXiv] 2026-09-02 | A Recursive Module-Coupling Algorithm for Computing Low-Energy Eigenstates
[arXiv] 2026-09-02 | Semantics-Guided Automatic Tensorization for Multiobjective Evolutionary Algorithms: A Multi-Agent Framework
[arXiv] 2026-09-02 | Viscosity Supersolution Barriers to a Non-local Free Boundary Problem
[arXiv] 2026-09-02 | MultiGhostBench: A Multilingual Benchmark for Long-Form LLM-Generated Text Attribution under Distribution Shifts
[arXiv] 2026-09-02 | AffectDelta: Beyond Emotion Labels for Image Editing
[arXiv] 2026-09-02 | Covariant linear response theory for a photon gas in curved spacetime
[arXiv] 2026-09-02 | Thermodynamic optimization of thermal landscapes and energy barriers in a Brownian heat engine
[arXiv] 2026-09-02 | Generalizable Brain Tumor Segmentation with Self-Training and Tumor-Aware Deformations
[arXiv] 2026-09-02 | Computational study of Proper Orthogonal Decomposition methods for parametric approximations
[arXiv] 2026-09-02 | Long-lived telecom-heralded single-photon storage in an absorptive spin-rephased quantum memory
[arXiv] 2026-09-02 | 3.5-meter Segmented-Mirror Robotic Space Telescope Mission White Paper III. Key Scientific Mission: Exoplanet Science with a Coronagraph
[arXiv] 2026-09-02 | Impedance in Periodically Driven Stochastic Systems
[arXiv] 2026-09-02 | Generalised Random Parking for Trapeziums on a Strip
[arXiv] 2026-09-02 | When does propagation of chaos in the critical Curie-Weiss model stop?
[arXiv] 2026-09-02 | A Payne-Weinberger inequality for quantum dot Dirac operators
[arXiv] 2026-09-02 | Observation of g-wave altermagnetic multipole
[arXiv] 2026-09-02 | Measurement-Driven Sub-Network Selection for On-Premise Retrieval-Augmented Factory Agents
[arXiv] 2026-09-02 | The Sharp Rate of Probabilistically Strong Convergence to the KPZ Equation
[arXiv] 2026-09-02 | Frequency-domain extended-effective-source gravitational self-force for eccentric Schwarzschild orbits
[arXiv] 2026-09-02 | Strong Ill-Posedness in critical and subcritical regimes for the Hunter-Saxton equation
[arXiv] 2026-09-02 | A Note on the Norm of the Embedding of $\text{PW}^2$ into $\text{PW}^q$
[arXiv] 2026-09-02 | Doppio: A Dataset for Contactless Weight Estimation of Falling Particles
[arXiv] 2026-09-02 | OmegaUse-SOP: SOP Engineering for Professional Computer Use from Human Demonstrations
[arXiv] 2026-09-02 | Multi-Turn LLM Conversations under the Least-Recently-Used Policy: Mean-Field Asymptotics and Hit Ratio Approximation
[arXiv] 2026-09-02 | Numerical Analysis of the Virtual Element Approximation for the Smagorinsky Turbulence Model
[arXiv] 2026-09-02 | Ampleness in the Farey graph
[arXiv] 2026-09-02 | SPADE: SPaT Attack Detection from the Connected Vehicle's Perspective
[arXiv] 2026-09-02 | DMRG using Belief Propagation
[arXiv] 2026-09-02 | Morphology signal in whole slide image foundation models can automatically triage slides
[arXiv] 2026-09-02 | Relaxation effects on Hartree-Fock ground states in twisted bilayer graphene at even integer fillings
[arXiv] 2026-09-02 | Trypanosome motility in blood and particle suspensions
[arXiv] 2026-09-02 | Continuous data assimilation in steady Navier-Stokes equations with unknown viscosity: robust and efficient solvers and fast parameter recovery
[arXiv] 2026-09-02 | When Persona Attributes Improve Population Alignment in Large Language Models
[arXiv] 2026-09-02 | Effects of Strong Magnetic Fields on the Equation of State and Mass-Radius Structure of Hyperonic Neutron-Star Matter with Anomalous Magnetic Moments
[arXiv] 2026-09-02 | Advancing Accessible Underwater Robotics: The Mini-Girona I-AUV at RAMI 2025
[arXiv] 2026-09-02 | Residues on Permanent Pinches: Finite Integrals and Leading Divergences
[arXiv] 2026-09-02 | Perceptually Regularized Diffusion Model for Image Super-Resolution
[arXiv] 2026-09-02 | Circuit Decomposition for Triangulations of Surfaces
[arXiv] 2026-09-02 | Effective Sub-Quantum Readout for Non-Monochromatic Axion Signals in High-$Q$ Haloscopes
[arXiv] 2026-09-02 | The Complexity of Justified Representation with Additive Utilities
[arXiv] 2026-09-02 | An active Lorentz gas: walking droplets in periodic media
[arXiv] 2026-09-02 | Integrating Wi-Fi into 3GPP 5G Network Slicing: An Experimental Prototype Study
[arXiv] 2026-09-02 | Collective creativity in hybrid societies
[arXiv] 2026-09-02 | Vortex promoters in MHD duct flow
[arXiv] 2026-09-02 | Predictors of Loneliness in Older Adults Using Multimodal Analysis of Speech and Language
[arXiv] 2026-09-02 | Drift-dominated dust evolution. A multiwavelength analysis of dust rings in CY Tau and DoAr25
[arXiv] 2026-09-02 | Detecting Early and Late Divergences in Survival Curves Using Nonparametric Effect Measures
[arXiv] 2026-09-02 | Zonotope-Based Active Exposure of Stealthy Deception Attacks in Sensor-Fusion Systems
[arXiv] 2026-09-02 | Memory-driven Topological Defects and Unconventional Long-Range Order
[arXiv] 2026-09-02 | EEG-based Visual Retrieval and Reconstruction: From Neurally Visible Optimal Layer to Hierarchical Diffusion Generation
[arXiv] 2026-09-02 | Sharp estimates for the Jacobi and trigonometric Dunkl heat kernels
[arXiv] 2026-09-02 | 3.5-meter Segmented-Mirror Robotic Space Telescope Mission White Paper I. Overall Architecture and Scientific Mission
[arXiv] 2026-09-02 | Thouless pumping and generation of squeezed Fock-state superpositions in a Fock-state lattice
[arXiv] 2026-09-02 | Direct Observation of the Zigzag Edge States of a Supramolecular Diatomic Kagome Lattice
[arXiv] 2026-09-02 | Constraining reionization-era Ly$α$ escape with JELS-MUSE: a highly complete H$α$-selected sample at $z\sim6.1$
[arXiv] 2026-09-02 | Are jet speeds governed by accretion modes?
[arXiv] 2026-09-02 | Learn from Whoever Is Right: Answer-Verified Multi-Teacher Distillation for Multi-Domain LLMs
[arXiv] 2026-09-02 | Did recent sea surface temperature warming reinforce the extreme East Asian summer monsoon precipitation in 2020?
[arXiv] 2026-09-02 | TrajMind: Chaining Role-Specialized LoRAs for Fast-and-Slow Collective Trajectory Anomaly Diagnosis
[arXiv] 2026-09-02 | Uniform Inference and Certified Capacity at a Reflexive Stability Boundary
[arXiv] 2026-09-02 | A Wannier-first approach for extended chiral systems
[arXiv] 2026-09-02 | Branching stochastic mechanics. II. Relative localization and collective poles from Bohm/Fisher feedback
[arXiv] 2026-09-02 | Prescribed Lelong Numbers for One-Pole Green Functions on Complex Projective Space
[arXiv] 2026-09-02 | Orthogonal Ensembles and Tested Explanations for Performer-Independent Body-Motion Emotion Recognition
[arXiv] 2026-09-02 | Blending Concepts: Benchmarking Visual Metaphor Generation in Text-to-Image Models
[arXiv] 2026-09-02 | Scalar Portal Verifiable Light Dark Matter and Correlated Gravitational Wave Signatures
[arXiv] 2026-09-02 | Training seeds and model-selection stability in recommender-system evaluation
[arXiv] 2026-09-02 | Effective Range and Optimal Frequency of Through-the-Earth Magnetic Induction Communication
[arXiv] 2026-09-02 | Improved Weyl bounds on short intervals
[arXiv] 2026-09-02 | Stringent limits on $C\!PT$- and Lorentz-invariance violation from $B_s^0$~meson decays
[arXiv] 2026-09-02 | Learning to Track from Privileged Target Appearances
[arXiv] 2026-09-02 | Entanglement Signatures of Kinetic-Mixing Portals in Dark Monopole Scattering
[arXiv] 2026-09-02 | Model-Free Surrogate-Assisted Neural Architecture Search for Evolving Variable-Length Dense Blocks
[arXiv] 2026-09-02 | An Infinite Family of Non-Rational VOAs from Strongly Coupled 4d Higgsless SCFTs
[arXiv] 2026-09-02 | Decoding Decision Correctness from EEG Under High Cognitive Workload in Virtual Reality: Implications for Collaborative Brain-Computer Interface Teams
[arXiv] 2026-09-02 | Rank-Selective Optical Tomography of Higher-Wave Altermagnetism
[arXiv] 2026-09-02 | IFW-BLS: Dual-Robust Broad Learning System with Intuitionistic Fuzzy Wave Loss
[arXiv] 2026-09-02 | Improving Health Literacy through Lay Summarization of Radiological Reports: An Evaluation of BioNER and Retrieval-Augmented Generation
[arXiv] 2026-09-02 | CAPTCHAs in the Agentic Era: Solvers That Learn from Every Encounter
[arXiv] 2026-09-02 | Seeing Beyond the Lesion: Disease Recognition from Reactive CNS Tissue
[arXiv] 2026-09-02 | On the Growth of Denominators of Simultaneous Best Diophantine Approximations in the Euclidean Norm
