[2026-04-08 22:39:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-07
正在获取论文...
[arXiv] 2026-04-07 | The final version of a recent approach towards quantum foundation
[arXiv] 2026-04-07 | The Stability of a Coupled Degenerate Wave System Under Boundary Control
[arXiv] 2026-04-07 | Cross-Stage Attention Propagation for Efficient Semantic Segmentation
[arXiv] 2026-04-07 | Detectability of continuous gravitational waves from planetary-mass companions orbiting compact stars
[arXiv] 2026-04-07 | Decoherence-induced Multiphoton Interference
[arXiv] 2026-04-07 | Operator-Theoretic Energy Functionals for Impulse-Excited Nonstationary Signal Analysis
[arXiv] 2026-04-07 | Impact of neutron-proton pairing on the nucleon high-momentum distribution in symmetric nuclear matter
[arXiv] 2026-04-07 | CODESTRUCT: Code Agents over Structured Action Spaces
[arXiv] 2026-04-07 | Polynomial Stability of an Elastic Thin Plate on Non-Smooth Domain
[arXiv] 2026-04-07 | Reason Analogically via Cross-domain Prior Knowledge: An Empirical Study of Cross-domain Knowledge Transfer for In-Context Learning
[arXiv] 2026-04-07 | Beyond Semantic Search: Towards Referential Anchoring in Composed Image Retrieval
[arXiv] 2026-04-07 | Distributed Load Frequency Control of Multi-Area Smart Grid
[arXiv] 2026-04-07 | Data-Driven Function Calling Improvements in Large Language Model for Online Financial QA
[arXiv] 2026-04-07 | Transient Non-Use: How People in Migration Experience Digital Disconnection
[arXiv] 2026-04-07 | Towards Effective In-context Cross-domain Knowledge Transfer via Domain-invariant-neurons-based Retrieval
[arXiv] 2026-04-07 | LMI-Net: Linear Matrix Inequality--Constrained Neural Networks via Differentiable Projection Layers
[arXiv] 2026-04-07 | Structure of the Anticanonical Minimal Model Program for Potentially klt Pairs
[arXiv] 2026-04-07 | From Retinal Evidence to Safe Decisions: RETINA-SAFE and ECRT for Hallucination Risk Triage in Medical LLMs
[arXiv] 2026-04-07 | Dynamic Agentic AI Expert Profiler System Architecture for Multidomain Intelligence Modeling
[arXiv] 2026-04-07 | Square-root Time Atom Reconfiguration Plan for Lattice-shaped Mobile Tweezers
[arXiv] 2026-04-07 | Indoor Asset Detection in Large Scale 360° Drone-Captured Imagery via 3D Gaussian Splatting
[arXiv] 2026-04-07 | Pay Attention to Sequence Split: Uncovering the Impacts of Sub-Sequence Splitting on Sequential Recommendation Models
[arXiv] 2026-04-07 | Right at My Level: A Unified Multilingual Framework for Proficiency-Aware Text Simplification
[arXiv] 2026-04-07 | SmokeGS-R: Physics-Guided Pseudo-Clean 3DGS for Real-World Multi-View Smoke Restoration
[arXiv] 2026-04-07 | Multi-Scale Kinetic Simulation: Asymptotic Preserving IMEX-BDF-DG Schemes with Three Implicit-Explicit Partitionings
[arXiv] 2026-04-07 | From Measurement to Mitigation: Quantifying and Reducing Identity Leakage in Image Representation Encoders with Linear Subspace Removal
[arXiv] 2026-04-07 | Price-Coordinated Mean Field Games with State Augmentation for Decentralized Battery Charging
[arXiv] 2026-04-07 | Region-R1: Reinforcing Query-Side Region Cropping for Multi-Modal Re-Ranking
[arXiv] 2026-04-07 | Do Domain-specific Experts exist in MoE-based LLMs?
[arXiv] 2026-04-07 | Distributionally Robust Regret Optimal LQR with Common Stage-Law Ambiguity
[arXiv] 2026-04-07 | Delta6: A Low-Cost, 6-DOF Force-Sensing Flexible End-Effector
[arXiv] 2026-04-07 | Light-Induced Quantum Self-Trapping of Vibrational Excitons in an Optical Cavity
[arXiv] 2026-04-07 | Absorption and quasinormal modes by rotating acoustic black holes in Lorentz-violating background
[arXiv] 2026-04-07 | MAESTRO: Adapting GUIs and Guiding Navigation with User Preferences in Conversational Agents with GUIs
[arXiv] 2026-04-07 | Claw-Eval: Toward Trustworthy Evaluation of Autonomous Agents
[arXiv] 2026-04-07 | QAFE$^2$: Quantum Accelerated Multiscale Finite Element Analysis
[arXiv] 2026-04-07 | On Permanence of Conservative Replicator Dynamics with Four Strategies
[arXiv] 2026-04-07 | Refractive Index Robustness of Metalenses
[arXiv] 2026-04-07 | Investigating ACS/WFC Amp-to-Amp Sensitivities
[arXiv] 2026-04-07 | Lexicographic Robustness and the Efficiency of Optimal Mechanisms
[arXiv] 2026-04-07 | Signature Placement in Post-Quantum TLS Certificate Hierarchies: An Experimental Study of ML-DSA and SLH-DSA in TLS 1.3 Authentication
[arXiv] 2026-04-07 | Extending ZACH-ViT to Robust Medical Imaging: Corruption and Adversarial Stress Testing in Low-Data Regimes
[arXiv] 2026-04-07 | LLM4CodeRE: Generative AI for Code Decompilation Analysis and Reverse Engineering
[arXiv] 2026-04-07 | Social Dynamics as Critical Vulnerabilities that Undermine Objective Decision-Making in LLM Collectives
[arXiv] 2026-04-07 | Relative Serre duality for Coxeter groups
[arXiv] 2026-04-07 | Hunting Dark Matter with the Einstein Telescope
[arXiv] 2026-04-07 | Scientific Graphics Program Synthesis via Dual Self-Consistency Reinforcement Learning
[arXiv] 2026-04-07 | Simulating Thermal Properties of Bose-Hubbard Models on a Quantum Computer
[arXiv] 2026-04-07 | Beyond Black-Scholes: A Computational Framework for Option Pricing Using Heston, GARCH, and Jump Diffusion Models
[arXiv] 2026-04-07 | Linear Reformulation of Event-Triggered LQG Control under Unreliable Communication
[arXiv] 2026-04-07 | Disentangling High Harmonic Generation from Surface and Bulk States of a Topological Insulator
[arXiv] 2026-04-07 | Covering-radius and Collinearity- Minimizing Pilots for Channel Estimation in TDD Systems
[arXiv] 2026-04-07 | Design and Analysis of Chirp-Layered Superposition Coding for LoRa
[arXiv] 2026-04-07 | Ensemble-Based Dirichlet Modeling for Predictive Uncertainty and Selective Classification
[arXiv] 2026-04-07 | C^{1,α} regularity for a class of singular/degenerate fully nonlinear elliptic equations with oblique boundary conditions
[arXiv] 2026-04-07 | Incremental Risk Assessment for Cascading Failures in Large-Scale Multi-Agent Systems
[arXiv] 2026-04-07 | BiMind: A Dual-Head Reasoning Model with Attention-Geometry Adapter for Incorrect Information Detection
[arXiv] 2026-04-07 | Governance and Regulation of Artificial Intelligence in Developing Countries: A Case Study of Nigeria
[arXiv] 2026-04-07 | How LLMs Follow Instructions: Skillful Coordination, Not a Universal Mechanism
[arXiv] 2026-04-07 | Analyticity, asymptotics and natural boundary for a one-point function of the finite-volume critical Ising chain
[arXiv] 2026-04-07 | Designing Around Stigma: Human-Centered LLMs for Menstrual Health
[arXiv] 2026-04-07 | Scaling Laws for Hybrid Quantum Neural Networks: Depth, Width, and Quantum-Centric Diagnostics
[arXiv] 2026-04-07 | The Model Agreed, But Didn't Learn: Diagnosing Surface Compliance in Large Language Models
[arXiv] 2026-04-07 | A boundary integral equation method for Steklov eigenvalue problems for smooth planar domains
[arXiv] 2026-04-07 | Composition design of refractory compositionally complex alloys using machine learning models
[arXiv] 2026-04-07 | Multi-Modal Landslide Detection from Sentinel-1 SAR and Sentinel-2 Optical Imagery Using Multi-Encoder Vision Transformers and Ensemble Learning
[arXiv] 2026-04-07 | Stably tangential strict hyperbolization
[arXiv] 2026-04-07 | You're Pushing My Buttons: Instrumented Learning of Gentle Button Presses
[arXiv] 2026-04-07 | Towards Trustworthy Report Generation: A Deep Research Agent with Progressive Confidence Estimation and Calibration
[arXiv] 2026-04-07 | Many coarse topologies on the real line
[arXiv] 2026-04-07 | Mixture-of-Modality-Experts with Holistic Token Learning for Fine-Grained Multimodal Visual Analytics in Driver Action Recognition
[arXiv] 2026-04-07 | On the submatrices with the best-bounded inverses
[arXiv] 2026-04-07 | MARL-GPT: Foundation Model for Multi-Agent Reinforcement Learning
[arXiv] 2026-04-07 | Context-Value-Action Architecture for Value-Driven Large Language Model Agents
[arXiv] 2026-04-07 | Synergizing Efficiency and Reliability for Continuous Mobile Manipulation
[arXiv] 2026-04-07 | Formalization of De Giorgi--Nash--Moser Theory in Lean
[arXiv] 2026-04-07 | Improved Space-Time Tradeoffs for Permutation Problems via Extremal Combinatorics
[arXiv] 2026-04-07 | Kinetic Uncertainty Relation in Collective Dissipative Quantum Many-Body Systems
[arXiv] 2026-04-07 | Efficient machine unlearning with minimax optimality
[arXiv] 2026-04-07 | MARS-Dragonfly: Agile and Robust Flight Control of Modular Aerial Robot Systems
[arXiv] 2026-04-07 | OGA-AID: Clinician-in-the-loop AI Report Drafting Assistant for Multimodal Observational Gait Analysis in Post-Stroke Rehabilitation
[arXiv] 2026-04-07 | Toward Consistent World Models with Multi-Token Prediction and Latent Semantic Enhancement
[arXiv] 2026-04-07 | Conditional Publics: Shared Events and Divergent Meanings in the European Twitter Debate on the Ukraine War
[arXiv] 2026-04-07 | Evolution of SPI-induced disruptions in ASDEX Upgrade
[arXiv] 2026-04-07 | Human Interaction-Aware 3D Reconstruction from a Single Image
[arXiv] 2026-04-07 | Pre-Execution Safety Gate & Task Safety Contracts for LLM-Controlled Robot Systems
[arXiv] 2026-04-07 | A Theoretical Framework for Statistical Evaluability of Generative Models
[arXiv] 2026-04-07 | Reference Energies for Non-Relativistic Core Ionization Potentials
[arXiv] 2026-04-07 | Long-time behavior of exact and numerical solutions of stochastic evolution equations on the sphere
[arXiv] 2026-04-07 | The Cluster Completeness Correction Calculator (C-4): A Neural-Network framework and pilot application to the LEGUS Survey of NGC 628
[arXiv] 2026-04-07 | HaloProbe: Bayesian Detection and Mitigation of Object Hallucinations in Vision-Language Models
[arXiv] 2026-04-07 | Lattice location of ion-implanted 6He in diamond
[arXiv] 2026-04-07 | $ξRφ^2$ non-minimal coupling, and the long range gravitational potential for different spin fields from 2-2 scattering amplitudes
[arXiv] 2026-04-07 | Room Temperature Anisotropic Photoresponse in Low-Symmetry van der Waals Semiconductor CrPS$_4$
[arXiv] 2026-04-07 | SoK: Understanding Anti-Forensics Concepts and Research Practices Across Forensic Subdomains
[arXiv] 2026-04-07 | Hazard Management in Robot-Assisted Mammography Support
[arXiv] 2026-04-07 | Free chiral self-propelled robots compared to active Brownian circle swimmers
[arXiv] 2026-04-07 | Don't Act Blindly: Robust GUI Automation via Action-Effect Verification and Self-Correction
[arXiv] 2026-04-07 | Strontium and helium in the kilonova AT2017gfo: Origin of the 1μm feature constrained via NLTE calculations
[arXiv] 2026-04-07 | Deep Spectroscopy with DESI for Photometric Redshift Training and Calibration
[arXiv] 2026-04-07 | Numerically Exact Study of Flat-Band Superconductivity
[arXiv] 2026-04-07 | Polynomial-Time Algorithm for Thiele Voting Rules with Voter Interval Preferences
[arXiv] 2026-04-07 | Electron Acceleration in a Flying-Focus Laser Wakefield Accelerator
[arXiv] 2026-04-07 | Exact solution of three-point functions in critical loop models
[arXiv] 2026-04-07 | On supertoken graphs
[arXiv] 2026-04-07 | A Counterexample to Problem 19 on Integer-valued Polynomial Rings
[arXiv] 2026-04-07 | Simplicity of random hypergraphs
[arXiv] 2026-04-07 | Long distance attraction between particles in a soap film
[arXiv] 2026-04-07 | Diffusion from particle-coated drops: the subtle role of particle size
[arXiv] 2026-04-07 | FRENCH-YMCA: A FRENCH Corpus meeting the language needs of Youth, froM Children to Adolescents
[arXiv] 2026-04-07 | Fault-Tolerant One-Shot Entanglement Generation with Constant-Sized Quantum Devices in the Plane
[arXiv] 2026-04-07 | JTON: A Token-Efficient JSON Superset with Zen Grid Tabular Encoding for Large Language Models
[arXiv] 2026-04-07 | Deep Researcher Agent: An Autonomous Framework for 24/7 Deep Learning Experimentation with Zero-Cost Monitoring
[arXiv] 2026-04-07 | EEG-MFTNet: An Enhanced EEGNet Architecture with Multi-Scale Temporal Convolutions and Transformer Fusion for Cross-Session Motor Imagery Decoding
[arXiv] 2026-04-07 | Vision-Guided Iterative Refinement for Frontend Code Generation
[arXiv] 2026-04-07 | Generalized Poisson Dynamic Network Models
[arXiv] 2026-04-07 | Hidden in the Multiplicative Interaction: Uncovering Fragility in Multimodal Contrastive Learning
[arXiv] 2026-04-07 | Dissociative Single and Double Ionization of Pyridine
[arXiv] 2026-04-07 | Learn to Rank: Visual Attribution by Learning Importance Ranking
[arXiv] 2026-04-07 | Stealthy and Adjustable Text-Guided Backdoor Attacks on Multimodal Pretrained Models
[arXiv] 2026-04-07 | Hierarchical Reinforcement Learning with Augmented Step-Level Transitions for LLM Agents
[arXiv] 2026-04-07 | Constraint-Driven Warm-Freeze for Efficient Transfer Learning in Photovoltaic Systems
[arXiv] 2026-04-07 | Non-isotopic surfaces in $T^4\#(S^2\times S^2)$: an example
[arXiv] 2026-04-07 | Oscillation Functionals and Embeddings in Rearrangement-Invariant Spaces
[arXiv] 2026-04-07 | Instrumental development for Cryogenic sub-Hz cROss torsion bar detector with quantum NOn-demolition Speed meter (CHRONOS)
[arXiv] 2026-04-07 | Near-Field Integrated Sensing, Computing and Semantic Communication in Digital Twin-Assisted Vehicular Networks
[arXiv] 2026-04-07 | Scalar axion field of toroidal electromagnetic pulses
[arXiv] 2026-04-07 | Sparse Gain Radio Map Reconstruction With Geometry Priors and Uncertainty-Guided Measurement Selection
[arXiv] 2026-04-07 | Sparsity-Aware Voxel Attention and Foreground Modulation for 3D Semantic Scene Completion
[arXiv] 2026-04-07 | The Navier-Stokes equations in $\mathbb R^2_+$ with point vortex initial data: construction of the solution
[arXiv] 2026-04-07 | Improving Controllable Generation: Faster Training and Better Performance via $x_0$-Supervision
[arXiv] 2026-04-07 | High-dimensional reliability-based design optimization using stochastic emulators
[arXiv] 2026-04-07 | CAKE: Cloud Architecture Knowledge Evaluation of Large Language Models
[arXiv] 2026-04-07 | An End-to-End Approach for Fixing Concurrency Bugs via SHB-Based Context Extractor
[arXiv] 2026-04-07 | SVC 2026: the Second Multimodal Deception Detection Challenge and the First Domain Generalized Remote Physiological Measurement Challenge
[arXiv] 2026-04-07 | Reactor Antineutrino Oscillations and Geoneutrinos in SNO+
[arXiv] 2026-04-07 | ASSR-Net: Anisotropic Structure-Aware and Spectrally Recalibrated Network for Hyperspectral Image Fusion
[arXiv] 2026-04-07 | MedLayBench-V: A Large-Scale Benchmark for Expert-Lay Semantic Alignment in Medical Vision Language Models
[arXiv] 2026-04-07 | Proceedings 17th Workshop on Programming Language Approaches to Concurrency and Communication-cEntric Software
[arXiv] 2026-04-07 | Inertial chiral active Brownian particle: Transition from Gaussian to platykurtic distribution
[arXiv] 2026-04-07 | Mathematical Models of Evolution and Replicator Systems Dynamics. Chapter 1: Introduction to Replicator Systems
[arXiv] 2026-04-07 | Dialogue Act Patterns in GenAI-Mediated L2 Oral Practice: A Sequential Analysis of Learner-Chatbot Interactions
[arXiv] 2026-04-07 | Optimal-Transport-Guided Functional Flow Matching for Turbulent Field Generation in Hilbert Space
[arXiv] 2026-04-07 | Foundations of Future Communication Systems: Innovations in Communication - A Report
[arXiv] 2026-04-07 | CRFT: Consistent-Recurrent Feature Flow Transformer for Cross-Modal Image Registration
[arXiv] 2026-04-07 | Intrinsic perturbation scale for certified oracle objectives with epigraphic information
[arXiv] 2026-04-07 | Dynamic Control Allocation for Dual-Tilt UAV Platforms
[arXiv] 2026-04-07 | Rectified Schrödinger Bridge Matching for Few-Step Visual Navigation
[arXiv] 2026-04-07 | Persistence probabilities of autoregressive chains with continuous innovations
[arXiv] 2026-04-07 | The Pandharipande-Thomas rationality conjecture for superpositive curve classes on projective complex 3-manifolds
[arXiv] 2026-04-07 | Understanding: reframing automation and assurance
[arXiv] 2026-04-07 | Coherence and Imaginarity as Resources in Quantum Circuit Complexity
