[2026-06-17 23:24:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-16
正在获取论文...
[arXiv] 2026-06-16 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
[arXiv] 2026-06-16 | DexLink Hand: A Compact, Affordable, 16-DOF Linkage-Driven Hand with Human-Like Dexterity
[arXiv] 2026-06-16 | Memory-Efficient Meta-Reinforcement Learning for Adaptive Safety-Critical Control in Adversarial Spacecraft Proximity Operations
[arXiv] 2026-06-16 | Bistable topological edge states in polariton microcavities with unpaired Dirac cones
[arXiv] 2026-06-16 | Treatment Response Optimized Clinical Decision Support AI System via Digital Twin Simulation
[arXiv] 2026-06-16 | Coarse Preference Reporting in the Bottleneck Model: Approximate Strategyproofness and Efficiency
[arXiv] 2026-06-16 | The Discrete-Log Clock: How a Transformer Learns Modular Multiplication
[arXiv] 2026-06-16 | Surface-switchable nonreciprocity protected by Fermi arcs in Weyl semimetal TaAs
[arXiv] 2026-06-16 | Unified Multimodal Autoregressive Modeling with Shared Context-Visual Tokenizer is Key to Unification
[arXiv] 2026-06-16 | Variable-Width Transformers
[arXiv] 2026-06-16 | MOCHI: Motion Enhancement of Collaborative Human-object Interactions
[arXiv] 2026-06-16 | EventDrive: Event Cameras for Vision-Language Driving Intelligence
[arXiv] 2026-06-16 | EBench: Elemental Diagnosis of Generalist Mobile Manipulation Policies
[arXiv] 2026-06-16 | EvolveNav: Proactive Preflection and Self-Evolving Memory for Zero-Shot Object Goal Navigation
[arXiv] 2026-06-16 | Twist-3 contributions to $γγ\toπ^0π^0,\,K_S^0K_S^0$ in $k_T$ factorization
[arXiv] 2026-06-16 | Strategies for preventing and reversing polarized online discourse
[arXiv] 2026-06-16 | Directed Reachability-Preserving Minimum Edge Cut: Approximation and Planar Hardness
[arXiv] 2026-06-16 | Learning Red Agent Policy from Observations for Neurosymbolic Autonomous Cyber Agents
[arXiv] 2026-06-16 | Darshana Graph: A Parallel Commentary Corpus for Comparative Indian Philosophy, with Stylometric and Exploratory Graph Analyses
[arXiv] 2026-06-16 | Time and Killed Resolvents in Reflected Optimal Stopping with a Max Payoff
[arXiv] 2026-06-16 | Anisotropic Short-Range Order Modulates Ferroelectric Switching in Wurtzite ScAlN Alloys
[arXiv] 2026-06-16 | Structural and Temporal Hallmarks of Genealogical Networks
[arXiv] 2026-06-16 | Seeing Is Not Screening: Multimodal Hidden Instruction Attacks on Agent Skill Scanners
[arXiv] 2026-06-16 | Ergodic Deviation-Robust Equilibrium under Mirror Descent Learning in Finite Games
[arXiv] 2026-06-16 | Trudinger-Moser type inequality in fractional Sobolev space with singularity on smooth submanifold
[arXiv] 2026-06-16 | A minimizing-movement framework for geometric gradient flows with admissible tangential motion
[arXiv] 2026-06-16 | Evaluating Open-Source LLMs for Multi-Label ATT&CK Technique Classification on CTI Reports
[arXiv] 2026-06-16 | Periodicity, type $II_1$ factors and free Poisson laws in interacting Fock spaces
[arXiv] 2026-06-16 | Closest Accessible Symmetry reduction: a tool for Hamiltonian interpolation analysis
[arXiv] 2026-06-16 | Reducing Prize-Collecting Stroll and Related Routing Problems to Prize-Collecting TSP
[arXiv] 2026-06-16 | Neural Tree Reconstruction for the Open Forest Observatory
[arXiv] 2026-06-16 | High-temperature ferromagnetism and antiferromagnetism in monolayer \ce{CrTe2}: Roles of strong spin-lattice coupling and charge doping
[arXiv] 2026-06-16 | Singular Vector Finite Element Basis Functions for Tetrahedra in Complex Electromagnetic Geometries
[arXiv] 2026-06-16 | Grounding Spoken LLMs in Multi-Speaker Audio via Diarization Conditioning
[arXiv] 2026-06-16 | Making complex CFTs real: The two-dimensional Potts model for $Q>4$ and complex $Q$
[arXiv] 2026-06-16 | Embedded Machine Learning for Microcontroller-Class Edge Devices: Data, Feature, Evaluation, and Deployment Pipelines
[arXiv] 2026-06-16 | On the Reliability of Networks of AI Agents: Density Evolution, Stopping Sets, and Architecture Optimization
[arXiv] 2026-06-16 | First Proof Second Batch
[arXiv] 2026-06-16 | Recursions for Mock Theta Functions
[arXiv] 2026-06-16 | The ultra-deep HI radial profiles of late-type galaxies from MHONGOOSE
[arXiv] 2026-06-16 | A remark on rational quartic curves in prime Fano threefolds of degree $22$
[arXiv] 2026-06-16 | S4oP: Operator-level Pruning of Structured State Space Models for Resource-Constrained Devices
[arXiv] 2026-06-16 | Next-Turn: Duration-Aware Streaming Endpoint Detection via Time-to-Next-Speech-Onset Prediction
[arXiv] 2026-06-16 | EAGG: Embodiment-Aligned Grasp Generation via Geometry-Aware Graph Conditioning
[arXiv] 2026-06-16 | Highly nonlinear Moiré exciton and trion polaritons
[arXiv] 2026-06-16 | Volterra Generative Models
[arXiv] 2026-06-16 | When LLMs Analyze Scars: From Images to Clinically-Meaningful Features
[arXiv] 2026-06-16 | Universal scaling and relaxation in decaying turbulence of Bose gases
[arXiv] 2026-06-16 | Multiscale reconstruction of protein conformations from cryo-EM images
[arXiv] 2026-06-16 | AI-based Cognitive-linguistic Features for Dementia Assessment in Picture Description
[arXiv] 2026-06-16 | Analysis of the asymmetric shelf shuffle
[arXiv] 2026-06-16 | Uncertainty Quantification for Flow-Based Vision-Language-Action Models
[arXiv] 2026-06-16 | Full-state information-disturbance tradeoff for direction estimation with antiparallel spin-coherent pairs
[arXiv] 2026-06-16 | Cutoff for asymmetric shelf shuffle
[arXiv] 2026-06-16 | When English Isn't the Best Teacher: Source Language Effects in Cross-Lingual In-Context Learning
[arXiv] 2026-06-16 | Understanding and Quantifying Banana Coil Magnetic Fields and Forces for Enhanced Optimisation
[arXiv] 2026-06-16 | Anti-Gauss Lagrange interpolation: Christoffel-Darboux form, barycentric representation, and orthogonal expansion
[arXiv] 2026-06-16 | Diffuse Interface Energies with Microscopic Heterogeneities II: Rare Events
[arXiv] 2026-06-16 | An Adaptive Algorithm for the Approximation of General Linear-Parametric Optimization Problems
[arXiv] 2026-06-16 | FacProcessTwin: An LLM-Based System for Process Twin Development
[arXiv] 2026-06-16 | LLM Consumer Behavior Theory: Foundations of a Novel Research Field
[arXiv] 2026-06-16 | Double zero-inflated spatio-temporal modeling of daily precipitation under detection thresholds
[arXiv] 2026-06-16 | Sobolev and Michael-Simon inequalities via the ABP method beyond Euclidean volume growth
[arXiv] 2026-06-16 | Atomic-scale sensing of photoexcitation processes in electronically isolated molecules via atomic force microscopy
[arXiv] 2026-06-16 | Tensor-based second-order causal discovery
[arXiv] 2026-06-16 | FoundCause: Causal Discovery with Latent Confounders from Observational Data
[arXiv] 2026-06-16 | Dissecting model behavior through agent trajectories
[arXiv] 2026-06-16 | Creating squeezed and non-classical collective motional many-body states through stroboscopic Rydberg dressing
[arXiv] 2026-06-16 | Existence and stability of solutions of the Dirichlet problem for the $p$-Poisson equation in metric measure spaces
[arXiv] 2026-06-16 | Universal probability bounds for partial Latin squares
[arXiv] 2026-06-16 | Cavity-enhanced superconducting response in an underdoped cuprate
[arXiv] 2026-06-16 | Thermodynamic description of wealth inequality in the world
[arXiv] 2026-06-16 | Spatial Disease Mapping and Disparity Detection Using Generative AI: An Amortized Bayesian Learning Framework
[arXiv] 2026-06-16 | An extreme ram-pressure stripping event in a protocluster at redshift 4.3
[arXiv] 2026-06-16 | Online Connectivity Augmentation
[arXiv] 2026-06-16 | Galaxy groups within voids
[arXiv] 2026-06-16 | Parasitic Masquerade: Societal Scale Human-Machine Interaction
[arXiv] 2026-06-16 | Dimensionality Controls When Modularity Helps in Continual Learning
[arXiv] 2026-06-16 | UMB: A Unified Markov Binary Format for Probabilistic Model Checking (extended version)
[arXiv] 2026-06-16 | Quasi-topological gravity for 4-dimensional Taub-NUT, near-horizon extreme Kerr, and swirling symmetries
[arXiv] 2026-06-16 | Potential functions in information geometry via bi-forms
[arXiv] 2026-06-16 | Damped Harmonic Oscillator Dark Energy and the Hubble Tension
[arXiv] 2026-06-16 | Impact of Hand Impairment and Occlusions on Hand Pose Estimation Accuracy in Augmented Reality Applications
[arXiv] 2026-06-16 | Detailed Timing, Spectral, and Polarimetric Analysis of Magnetar 1RXS J170849.0-400910
[arXiv] 2026-06-16 | Gatling: Rapid-Fire Consensus from Parallel Composition
[arXiv] 2026-06-16 | ProvenanceGuard: Source-Aware Factuality Verification for MCP-Based LLM Agents
[arXiv] 2026-06-16 | A Wearable Multimodal Ultrasound+Inertial System for Real-Time Virtual Reality Interaction
[arXiv] 2026-06-16 | Sobolev extensions, interpolation inequalities and consequences
[arXiv] 2026-06-16 | Broken-symmetry phenomena enhanced by quasi-bound states in the continuum
[arXiv] 2026-06-16 | Fast Nonparametric Conditional Independence Testing via Two-Stage Regression
[arXiv] 2026-06-16 | Half a Link can Be Enough to Predict a Whole Link: Understanding Generalization in Knowledge Graph Foundation Models
[arXiv] 2026-06-16 | Constraints on the Sum of Neutrino Masses from ACT DR6 and DESI DR2 Considering Isocurvature Initial Conditions
[arXiv] 2026-06-16 | Beyond Parallel Trends in Staggered Difference-in-Differences: Identification under Higher-Order Parallelism
[arXiv] 2026-06-16 | Average entropy of Bogoliubov-Kubo-Mori random state ensemble
[arXiv] 2026-06-16 | A High-Precision Frequency Locking Method Based on All-Phase FFT Demonstrated on a Crystal Oscillator with Rubidium Clock Reference
[arXiv] 2026-06-16 | Beyond Visual Cues: CoT-Enhanced Reasoning for Semi-supervised Medical Image Segmentation
[arXiv] 2026-06-16 | SoftMoE: Soft Differentiable Routing for Mixture-of-Experts in LLMs
[arXiv] 2026-06-16 | Plug-and-Adapt: Multimodal Coreference Resolution at First Sight with a Pretrained Alignment Model
[arXiv] 2026-06-16 | Optimized filtering for pulse-shape based pile-up rejection applied to $0νββ$ search with $^{100}$Mo
[arXiv] 2026-06-16 | Endogenous business cycles via state-dependent saving and noise-induced metastability
[arXiv] 2026-06-16 | SA-RA-JSCC: SNR-Adaptive and Semantic-Rate-Aware Joint Source-Channel Coding
[arXiv] 2026-06-16 | Predictive Analytics in E-Commerce for CustomerBehavior Forecasting using hybrid Ret-DNN withXGBoost Model
[arXiv] 2026-06-16 | Conforming Virtual Element Method for Biharmonic Poisson-Nernst-Planck Navier-Stokes systems
[arXiv] 2026-06-16 | Trustworthy Self-Composable Big-Data-as-a-Service: An LLM-Orchestrated Multi-Agent Framework for Automated Data Engineering, AutoML, MLOps Deployment, and Drift-Aware Lifecycle Optimization
[arXiv] 2026-06-16 | A Lindbladian for holographic Brownian motion
[arXiv] 2026-06-16 | Time-Slotted Multi-Cluster UAV AirComp with Energy-Awareness: A Pointer Network-Assisted Soft Actor-Critic Learning Framework
[arXiv] 2026-06-16 | Monotonic Kolmogorov-Arnold Networks: A Theoretical and Empirical Study of Monotonicity as an Inductive Bias
[arXiv] 2026-06-16 | Naive atoms of blowups: examples
[arXiv] 2026-06-16 | Structural Preservation and the Logical Expressiveness of Graph Neural Networks
[arXiv] 2026-06-16 | Feedforward and Iterative Phase Noise Compensation for Channels with Chromatic Dispersion
[arXiv] 2026-06-16 | Weak and strong $q$-analogs of the Laguerre--Pólya class
[arXiv] 2026-06-16 | From Ad Hoc Pilots to Repeatable Patterns: Structuring Drone Collaboration in Emergency Services with DroneLets
[arXiv] 2026-06-16 | Semi-analytical results for $e^+e^-\to J/ψ+ X_{{\rm non\,}c\bar{c}}$ up to $\mathcal{O}(α_s v^2)$ at B factories
[arXiv] 2026-06-16 | Engineering entanglement and transport in interacting quantum walks with tailored potentials
[arXiv] 2026-06-16 | Congruences of shifted Jack Littlewood-Richardson coefficients
[arXiv] 2026-06-16 | Characterizing uniform hypergraphs via Seidel matrix and Seidel energy
[arXiv] 2026-06-16 | Conservation Laws for Modern Neural Architectures
[arXiv] 2026-06-16 | Description of the process $e^+ e^- \to π^0π^0 γ$ in the extended NJL model
[arXiv] 2026-06-16 | No-Free-Fairness: Fundamental Limits and Trade-offs in Learning Systems
[arXiv] 2026-06-16 | Spin-Wave Phase Shifter Controlled by a Domain Wall Racetrack
[arXiv] 2026-06-16 | Continual Self-Improvement with Lightweight Experiential Latent Memories
[arXiv] 2026-06-16 | LUMEN: Coordinated Failure Recovery for Distributed LLM Serving
[arXiv] 2026-06-16 | A symmetric mechanism for symmetry-breaking in oscillator networks with strong nonlinear coupling
[arXiv] 2026-06-16 | A Neuromorphic Trigger for Efficient Audio Event Detection
[arXiv] 2026-06-16 | Finite Difference Implementation of a High-order Space-Time Coupled Compact Gas-Kinetic Scheme
[arXiv] 2026-06-16 | Effective description of lensed gravitational waves diffracted by stellar fields
[arXiv] 2026-06-16 | Electronic access to glass transition in supercooled ionic liquids using ambipolar transistor
[arXiv] 2026-06-16 | Time integration as filtering: a space-time discretization-aware LES formulation
[arXiv] 2026-06-16 | On surjunctive and injunctive subshifts of finite type
[arXiv] 2026-06-16 | Tridendriform algebras on hypergraph polytopes, the other way around
[arXiv] 2026-06-16 | Intrinsic handedness in O1-O4a black-hole mergers: probing orbital precession, remnant retention in dense environments and cosmological mirror asymmetry
[arXiv] 2026-06-16 | Cavity method for permutation models on Cayley trees
[arXiv] 2026-06-16 | BrainWorld: A Structural-Prior-Conditioned Generative Model for Whole-Brain 4D fMRI Dynamics
[arXiv] 2026-06-16 | Ten Years of the Stochastic Resonance Model of Tinnitus: From Phantom Perception to Adaptive Sensory Optimization
[arXiv] 2026-06-16 | LongWebBench: Evaluating Structural and Functional Webpage Generation in Long-Horizon Settings
[arXiv] 2026-06-16 | A rare sextuple-merging brightest cluster galaxy system in a disturbed galaxy cluster observed with the Einstein Probe Follow-up X-ray Telescope
[arXiv] 2026-06-16 | Multipolar optical binding in focus
[arXiv] 2026-06-16 | A catalogue of TeV pulsar environments
[arXiv] 2026-06-16 | Semiclassical Analysis of Tunneling in Graphene under Nonuniform Electrostatic and Magnetic Fields
[arXiv] 2026-06-16 | SuCo: Sufficiency-guided Continuous Adaptive Reasoning
[arXiv] 2026-06-16 | Coherent Control of an Embedded Bound State Without a Spectral Gap
[arXiv] 2026-06-16 | Using Cognitive Models to Improve Language Model Simulation of Human Persuasion Games
[arXiv] 2026-06-16 | Predictive Configured Grant Scheduling for Deterministic Wireless Communications
[arXiv] 2026-06-16 | Improving the efficiency of Hartree--Fock--Bogoliubov solvers in 3D space
[arXiv] 2026-06-16 | A construction method for 2-phase and 4-phase Golay Complementary Sequences
[arXiv] 2026-06-16 | MambaCount: Efficient Text-guided Open-vocabulary Object Counting with Spatial Sparse State Space Duality Block
[arXiv] 2026-06-16 | From Brewing to Resolution: Tracing the Internal Lifecycle of Code Reasoning in LLMs
[arXiv] 2026-06-16 | From Period Finding to Lattice Sampling: Experimental Insights into Shor's and Regev's Factoring Algorithms
[arXiv] 2026-06-16 | SketchXplain: Intuitive Visual Explanations of Image Classifiers with Sketches
[arXiv] 2026-06-16 | FinAcumen: Financial Multimodal Reasoning via Self-Evolving Experience Memory Harness
[arXiv] 2026-06-16 | ERQA-Plus: A Diagnostic Benchmark for Reasoning in Embodied AI
[arXiv] 2026-06-16 | Better Queries, Cheaper Attention: Adapting Transformers for Efficient Sparse Reconstruction
[arXiv] 2026-06-16 | Joint reconstruction of $H(z)$ and $fσ_8(z)$ with physics informed neural networks
[arXiv] 2026-06-16 | Asymptotic dynamics of inhibitory networks for the NNLIF Model in the large-delay limit
[arXiv] 2026-06-16 | Generalized Frenet frames and frame sequences of singular space curves
[arXiv] 2026-06-16 | Test-Time Training for Robust Text-Guided Open-Vocabulary Object Counting
[arXiv] 2026-06-16 | Proximal Mediation Analysis with Hidden Recanting Witnesses
[arXiv] 2026-06-16 | Why Model Credibility Isn't Enough: -Rethinking Trust in Simulation Architectures
[arXiv] 2026-06-16 | Aggregation as a Double-Edged Sword: Fear, Allee Effects, and Finite-Time Collapse
