[2026-01-01 09:14:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-31
正在获取论文...
[arXiv] 2025-12-31 | GaMO: Geometry-aware Multi-view Diffusion Outpainting for Sparse-View 3D Reconstruction
[arXiv] 2025-12-31 | CPR: Causal Physiological Representation Learning for Robust ECG Analysis under Distribution Shifts
[arXiv] 2025-12-31 | Stellar modeling within regularized 4D Einstein-Gauss-Bonnet gravity in light of current astrophysical constraints
[arXiv] 2025-12-31 | Computing Flux-Surface Shapes in Tokamaks and Stellarators
[arXiv] 2025-12-31 | The Diagrammatic Spherical Category
[arXiv] 2025-12-31 | The square of a subcubic planar graph without a 5-cycle is 7-choosable
[arXiv] 2025-12-31 | Geometric phase of exceptional point as quantum resonance in complex scaling method
[arXiv] 2025-12-31 | Dimension-free estimators of gradients of functions with(out) non-independent variables
[arXiv] 2025-12-31 | Rainfall forecasts in daily use over East Africa improved by machine learning
[arXiv] 2025-12-31 | Practising responsibility: Ethics in NLP as a hands-on course
[arXiv] 2025-12-31 | A ccc indestructible construction with CH
[arXiv] 2025-12-31 | DTI-GP: Bayesian operations for drug-target interactions using deep kernel Gaussian processes
[arXiv] 2025-12-31 | Minimal Modular Flavor Symmetry and Lepton Textures Near Fixed Points
[arXiv] 2025-12-31 | Quantum Discord in de-Sitter Axiverse
[arXiv] 2025-12-31 | Curvature of left-invariant complex Finsler metric on Lie groups
[arXiv] 2025-12-31 | Structured Production Systems: Viability
[arXiv] 2025-12-31 | From Trial to Deployment: A SEM Analysis of Traveler Adoptions to Fully Operational Autonomous Taxis
[arXiv] 2025-12-31 | Edit3r: Instant 3D Scene Editing from Sparse Unposed Images
[arXiv] 2025-12-31 | Scaling Open-Ended Reasoning to Predict the Future
[arXiv] 2025-12-31 | No-cost Bell Nonlocality Certification from Quantum Tomography and Its Applications in Quantum Magic Witnessing
[arXiv] 2025-12-31 | The variety of orthogonal frames
[arXiv] 2025-12-31 | Sequential Bayesian parameter-state estimation in dynamical systems with noisy and incomplete observations via a variational framework
[arXiv] 2025-12-31 | Fluid dynamics as intersection problem
[arXiv] 2025-12-31 | Amplitude constraints on dark energy
[arXiv] 2025-12-31 | Primordial black hole dark matter from ultra-slow-roll inflation in Horndeski gravity
[arXiv] 2025-12-31 | EF(X) Orientations: A Parameterized Complexity Perspective
[arXiv] 2025-12-31 | Mod $p$ Poincaré duality for $p$-adic period domains
[arXiv] 2025-12-31 | Modewise Additive Factor Model for Matrix Time Series
[arXiv] 2025-12-31 | Real Riemann Surfaces: Smooth and Discrete
[arXiv] 2025-12-31 | A note on semistable unitary operators on $L^2(\mathbb{R})$
[arXiv] 2025-12-31 | Bounding regularity of $\mathrm{VI}^m$-modules
[arXiv] 2025-12-31 | From Complex-Analytic Models to Sparse Domination: A Dyadic Approach of Hypersingular Operators via Bourgain's Interpolation Method
[arXiv] 2025-12-31 | Random Batch Sum-of-Gaussians Method for Molecular Dynamics of Born-Mayer-Huggins Systems
[arXiv] 2025-12-31 | Fundamental Limits for Near-Field Sensing -- Part I: Narrow-Band Systems
[arXiv] 2025-12-31 | Matrix Thermodynamic Uncertainty Relation for Non-Abelian Charge Transport
[arXiv] 2025-12-31 | MSACL: Multi-Step Actor-Critic Learning with Lyapunov Certificates for Exponentially Stabilizing Control
[arXiv] 2025-12-31 | Modelling the movements of organisms by stochastic theory in a comoving frame
[arXiv] 2025-12-31 | Searching for Periodicity in FRB 20240114A
[arXiv] 2025-12-31 | On a new filtration of the variational bicomplex
[arXiv] 2025-12-31 | Valence quark distribution of the pion inside a medium with finite baryon density: A Nambu--Jona-Lasinio model approach
[arXiv] 2025-12-31 | Frequent subgraph-based persistent homology for graph classification
[arXiv] 2025-12-31 | A Pontryagin Maximum Principle on the Belief Space for Continuous-Time Optimal Control with Discrete Observations
[arXiv] 2025-12-31 | On Maps that Preserve the Lie Products Equal to Fixed Elements
[arXiv] 2025-12-31 | One-Shot Camera-Based Extrusion Optimization for High Speed Fused Filament Fabrication
[arXiv] 2025-12-31 | Adaptive Resource Orchestration for Distributed Quantum Computing Systems
[arXiv] 2025-12-31 | SoK: Web3 RegTech for Cryptocurrency VASP AML/CFT Compliance
[arXiv] 2025-12-31 | BEDA: Belief Estimation as Probabilistic Constraints for Performing Strategic Dialogue Acts
[arXiv] 2025-12-31 | Variational phase-field modeling of fracture and fatigue in shape memory alloys
[arXiv] 2025-12-31 | Correlating Resonant Di-Higgs and Tri-Higgs Production to $H\to VV$ in the 2HDM
[arXiv] 2025-12-31 | Characterization of Transfer Using Multi-task Learning Curves
[arXiv] 2025-12-31 | Big AI is accelerating the metacrisis: What can we do?
[arXiv] 2025-12-31 | PrivacyBench: A Conversational Benchmark for Evaluating Privacy in Personalized AI
[arXiv] 2025-12-31 | Generation of NIR and Visible Structured Light Beams with a Mechanical Long-Period Fiber Grating
[arXiv] 2025-12-31 | Influence of Centre Body on the Dynamics of Isothermal Flow Swirl Combustor
[arXiv] 2025-12-31 | Classification of Interacting Topological Crystalline Superconductors in Three Dimensions and Beyond
[arXiv] 2025-12-31 | Role reversal in quantum Mpemba effect
[arXiv] 2025-12-31 | Self-Supervised Amortized Neural Operators for Optimal Control: Scaling Laws and Applications
[arXiv] 2025-12-31 | Numerical study of solitary waves in Dirac--Klein--Gordon system
[arXiv] 2025-12-31 | Generalization Capability of Deep Learning for Predicting Drag Reduction in Pulsating Turbulent Pipe Flow with Arbitrary Acceleration and Deceleration
[arXiv] 2025-12-31 | Easier randomizing gates provide more accurate fidelity estimation
[arXiv] 2025-12-31 | The Radon--Nikodym topography of acyclic measured graphs
[arXiv] 2025-12-31 | From boundary random walks to Feller's Brownian Motions
[arXiv] 2025-12-31 | EchoFoley: Event-Centric Hierarchical Control for Video Grounded Creative Sound Generation
[arXiv] 2025-12-31 | The role of PSR J0614-3329 in defining the high-density matter at Neutron star cores
[arXiv] 2025-12-31 | Isocapacitary constants for the $p$-Laplacian on compact manifolds
[arXiv] 2025-12-31 | Products of random Hermitian matrices and brickwork Hurwitz numbers. Products of normal matrices
[arXiv] 2025-12-31 | Achieving High Efficiency And Enhanced Beam Quality In Laser Wakefield Acceleration
[arXiv] 2025-12-31 | Scalable ultrafast random bit generation using wideband chaos-based entropy sources
[arXiv] 2025-12-31 | Boundary error control for numerical solution of BSDEs by the convolution-FFT method
[arXiv] 2025-12-31 | Causal Discovery with Mixed Latent Confounding via Precision Decomposition
[arXiv] 2025-12-31 | A New Decomposition Paradigm for Graph-structured Nonlinear Programs via Message Passing
[arXiv] 2025-12-31 | Some inequalities related to Heinz mean constant with Birkhoff orthogonality
[arXiv] 2025-12-31 | VLA-RAIL: A Real-Time Asynchronous Inference Linker for VLA Models and Robots
[arXiv] 2025-12-31 | Dust destruction in bubbles driven by multiple supernovae explosions
[arXiv] 2025-12-31 | Collective behaviors of an electron gas in the mean-field regime
[arXiv] 2025-12-31 | HeteroHBA: A Generative Structure-Manipulating Backdoor Attack on Heterogeneous Graphs
[arXiv] 2025-12-31 | Renormalization Group Guided Tensor Network Structure Search
[arXiv] 2025-12-31 | Do Large Language Models Know What They Are Capable Of?
[arXiv] 2025-12-31 | Muscle Synergy Patterns During Running: Coordinative Mechanisms From a Neuromechanical Perspective
[arXiv] 2025-12-31 | Quantum Computing Inspired Approach for Self-Avoiding Walk (SAWs): 2D lattice and 3D lattice SAWs for single chain enumeration
[arXiv] 2025-12-31 | Dilepton emission as a novel probe of QCD critical point
[arXiv] 2025-12-31 | AudioFab: Building A General and Intelligent Audio Factory through Tool Learning
[arXiv] 2025-12-31 | A Scalable Framework for logP Prediction: From Terabyte-Scale Data Integration to Interpretable Ensemble Modeling
[arXiv] 2025-12-31 | From Sequential to Spatial: Reordering Autoregression for Efficient Visual Generation
[arXiv] 2025-12-31 | A Study on the Algorithm and Implementation of SDPT3
[arXiv] 2025-12-31 | Decentralized No-Regret Frequency-Time Scheduling for FMCW Radar Interference Avoidance
[arXiv] 2025-12-31 | Empirical Bayes Method for Large Scale Multiple Testing with Heteroscedastic Errors
[arXiv] 2025-12-31 | Recursive Language Models
[arXiv] 2025-12-31 | SliceLens: Fine-Grained and Grounded Error Slice Discovery for Multi-Instance Vision Tasks
[arXiv] 2025-12-31 | Improving Few-Shot Change Detection Visual Question Answering via Decision-Ambiguity-guided Reinforcement Fine-Tuning
[arXiv] 2025-12-31 | Two-Distance Sets over Finite Fields
[arXiv] 2025-12-31 | Hidden rotation symmetry of the Jordan-Wigner transformation and its application to measurement in quantum computation
[arXiv] 2025-12-31 | MultiRisk: Multiple Risk Control via Iterative Score Thresholding
[arXiv] 2025-12-31 | On Circular Threshold Words and Other Stronger Versions of Dejean's conjecture
[arXiv] 2025-12-31 | Matter with apparent and hidden spin physics
[arXiv] 2025-12-31 | Isomorphisms between Covering-Induced Lattices and Classical Geometric Lattices
[arXiv] 2025-12-31 | Non-isomorphic metacyclic $p$-groups of split type with the same group zeta function
[arXiv] 2025-12-31 | The Redshifts from 122 Bands: Comparative Redshift Forecast for Low-Resolution Spectra from SPHEREx and 7-Dimensional Sky Survey (7DS)
[arXiv] 2025-12-31 | Number of $K$-rational points with given $j$-invariant on modular curves
[arXiv] 2025-12-31 | Training for Transport and Localization in Quantum System
[arXiv] 2025-12-31 | Nonlinear Noise2Noise for Efficient Monte Carlo Denoiser Training
[arXiv] 2025-12-31 | HiGR: Efficient Generative Slate Recommendation via Hierarchical Planning and Multi-Objective Preference Alignment
[arXiv] 2025-12-31 | Coarse geometry of extended admissible groups
[arXiv] 2025-12-31 | On rational orbits in some prehomogeneous vector spaces
[arXiv] 2025-12-31 | Temperature dependence of the spontaneous magnetization of Ni2MnGa and other ferromagnets. The superellipse equation
[arXiv] 2025-12-31 | Predicting the Oscillatory Regimes of Global Synchrony Induced by Secondary Clusters
[arXiv] 2025-12-31 | UniC-Lift: Unified 3D Instance Segmentation via Contrastive Learning
[arXiv] 2025-12-31 | Randomization Times under Quantum Chaotic Hamiltonian Evolution
[arXiv] 2025-12-31 | Vulcan: Instance-Optimal Systems Heuristics Through LLM-Driven Search
[arXiv] 2025-12-31 | On the geometry and topology of representations: the manifolds of modular addition
[arXiv] 2025-12-31 | Reliable and Resilient Collective Communication Library for LLM Training and Serving
[arXiv] 2025-12-31 | Context-aware LLM-based AI Agents for Human-centered Energy Management Systems in Smart Buildings
[arXiv] 2025-12-31 | All optical Lithography for Spatiotemporal Patterning of Azopolymer Microreliefs
[arXiv] 2025-12-31 | Large Neutrino-Dark Matter Interactions: From Effective Field Theory to Ultraviolet Completions
[arXiv] 2025-12-31 | Multivariate Generalized Counting Process via Gamma Subordination
[arXiv] 2025-12-31 | Loop-Level Lepton Flavor Violation and Diphoton Signals in the Minimal Left-Right Symmetric Model
[arXiv] 2025-12-31 | Approximations for the Weighted Reversal, Transposition, and Indel Distance Problem with Intergenic Region Information
[arXiv] 2025-12-31 | Diffusion Language Models are Provably Optimal Parallel Samplers
[arXiv] 2025-12-31 | Grassmannian Geometries for Non-Planar On-Shell Diagrams
[arXiv] 2025-12-31 | Bi-C2R: Bidirectional Continual Compatible Representation for Re-indexing Free Lifelong Person Re-identification
[arXiv] 2025-12-31 | Basic Inequalities for First-Order Optimization with Applications to Statistical Risk Analysis
[arXiv] 2025-12-31 | Classifying long legal documents using short random chunks
[arXiv] 2025-12-31 | Manifold classification from the descriptive viewpoint
[arXiv] 2025-12-31 | Dissipative corrections to the particle momentum spectrum of a decoupling fluid
[arXiv] 2025-12-31 | A Modal Logic for Possibilistic Reasoning with Fuzzy Formal Contexts
[arXiv] 2025-12-31 | Graphicality of power-law and double power-law degree sequences
[arXiv] 2025-12-31 | Evaluating the Impact of Compression Techniques on the Robustness of CNNs under Natural Corruptions
[arXiv] 2025-12-31 | Geometric characterisation of structural and regular equivalences in undirected (hyper)graphs
[arXiv] 2025-12-31 | Microscopic Insights to the Ultralow Thermal Conductivity of Monolayer 1T-SnTe2
[arXiv] 2025-12-31 | Constraints on the perfect phylogeny mixture model and their effect on reducing degeneracy
[arXiv] 2025-12-31 | AI-Driven Cloud Resource Optimization for Multi-Cluster Environments
[arXiv] 2025-12-31 | A Liouville-Weierstrass correspondence for Spacelike and Timelike Minimal Surfaces in $\mathbb{L}^3$
[arXiv] 2025-12-31 | MTSP-LDP: A Framework for Multi-Task Streaming Data Publication under Local Differential Privacy
[arXiv] 2025-12-31 | Global boundedness and absorbing sets in two-dimensional chemotaxis-Navier-Stokes systems with weakly singular sensitivity and a sub-logistic source
[arXiv] 2025-12-31 | Coherent span-valued 2D TQFTs
[arXiv] 2025-12-31 | Totally compatible structures on the radical of an incidence algebra
[arXiv] 2025-12-31 | Exact Identity Linking Entropy Production and Mutual Information
[arXiv] 2025-12-31 | Metallic solid-state hydrogen storage crystals achieved through chemical precompression under ambient conditions
[arXiv] 2025-12-31 | Approximate Computation via Le Cam Simulability
[arXiv] 2025-12-31 | Feature Slice Matching for Precise Bug Detection
[arXiv] 2025-12-31 | Advances in Agentic AI: Back to the Future
[arXiv] 2025-12-31 | Scaling Charitable Incentives: Policy Selection, Beliefs, and Evidence from a Field Experiment
[arXiv] 2025-12-31 | SSCHA-based evolutionary crystal structure prediction at finite temperatures with account for quantum nuclear motion
[arXiv] 2025-12-31 | Triangulation as an Acceptance Rule for Multilingual Mechanistic Interpretability
[arXiv] 2025-12-31 | Scalable Stellar Parameter Inference Using Python-based LASP: From CPU Optimization to GPU Acceleration
[arXiv] 2025-12-31 | Symmetric mass generation as a multicritical point with enhanced symmetry
[arXiv] 2025-12-31 | Green's function on the Tate curve
[arXiv] 2025-12-31 | Bol's type inequality for singular metrics and its application to prescribing $Q$-curvature problems
[arXiv] 2025-12-31 | Parity order as a fundamental driver of bosonic topology
[arXiv] 2025-12-31 | Heat kernel estimates for Markov processes with jump kernels blowing-up at the boundary
[arXiv] 2025-12-31 | Quadratic Continuous Quantum Optimization
[arXiv] 2025-12-31 | Intriguing Magnetocaloric Effect in 6H-perovskite Ba3RRu2O9 (R=Ho, Gd, Tb, Nd) with Strong 4d-4f Correlations
[arXiv] 2025-12-31 | A Quantum Framework for Negative Magnetoresistance in Multi-Weyl Semimetals
[arXiv] 2025-12-31 | Coronal flux tube illuminated by strong shock spot: New Year's Eve solar eruption of 2023-Dec-31
[arXiv] 2025-12-31 | Quasi-Maximum Likelihood Estimation for a Genuinely Unbalanced Dynamic Network Panel Data Model
[arXiv] 2025-12-31 | The function-operator convolution algebra over the Bergman space of the ball and its Gelfand theory
[arXiv] 2025-12-31 | Supercurrent from the imaginary part of the Andreev levels in non-Hermitian Josephson junctions
[arXiv] 2025-12-31 | Control of Microrobots with Reinforcement Learning under On-Device Compute Constraints
[arXiv] 2025-12-31 | Some Studies on Stochastic Optimization based Quantitative Risk Management
[arXiv] 2025-12-31 | Exact compensation of communication delays for discrete-time heterogeneous multi-agent linear systems with applications to SIR epidemic model
