[2026-01-23 09:18:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-22
正在获取论文...
[arXiv] 2026-01-22 | JADES: Evolution of nitrogen abundances in star-forming galaxies from z ~ 1.5-7
[NO] 416/745 | Tight Bounds for Gaussian Mean Estimation under Personalized Differential Privacy
[NO] 417/745 | Improving Methodologies for Agentic Evaluations Across Domains: Leakage of Sensitive Information, Fraud and Cybersecurity Threats
[NO] 418/745 | Bridging the Perception Gap: A Lightweight Coarse-to-Fine Architecture for Edge Audio Systems
[NO] 419/745 | EmotionThinker: Prosody-Aware Reinforcement Learning for Explainable Speech Emotion Reasoning
[NO] 420/745 | Construction and Box-counting Dimension of the Edelstein Hidden Variable Fractal Interpolation Function
[NO] 421/745 | Reflective Motion and a Physical Canvas: Exploring Embodied Journaling in Virtual Reality
[NO] 422/745 | Iterative Derivations on Central Simple Algebras
[NO] 423/745 | Linear stability of the first bifurcation in a tumor growth free boundary problem via local bifurcation structure
[NO] 424/745 | An Empirical Study on Ensemble-Based Transfer Learning Bayesian Optimisation with Mixed Variable Types
[NO] 425/745 | A Class of Subadditive Information Measures and their Applications
[NO] 426/745 | Anomalous valley Hall dynamics of exciton-polaritons
[NO] 427/745 | Burst Mode Ultrafast Laser Welding of Sapphire and Fe-36Ni Alloy with Non-optical Contact Condition
[NO] 428/745 | Mapping Social Media User Behaviors in Reciprocity Space
[NO] 429/745 | On the Nonasymptotic Scaling Guarantee of Hyperparameter Estimation in Inhomogeneous, Weakly-Dependent Complex Network Dynamical Systems
[NO] 430/745 | Blockchain-Based Spectrum Resource Securitization via Semi-Fungible Token-Lock
[NO] 431/745 | Swelling-Induced Stress-Assisted Transfer of Nanodiamond Arrays with a PVA Carrier Tape for Conformal Bio-Integrated Sensing and Labelling
[NO] 432/745 | Amalgamated CHIRP and OFDM for ISAC
[NO] 433/745 | MapViT: A Two-Stage ViT-Based Framework for Real-Time Radio Quality Map Prediction in Dynamic Environments
[NO] 434/745 | Source identification for the Swift-BAT 150-month hard X-ray catalog using soft X-ray observations
[NO] 435/745 | FUGC: Benchmarking Semi-Supervised Learning Methods for Cervical Segmentation
[NO] 436/745 | Non-universality of ternary quadratic forms over fields containing $\sqrt2$
[NO] 437/745 | Bright Pulsed Squeezed Light for Quantum-Enhanced Precision Microscopy
[NO] 438/745 | BanditLP: Large-Scale Stochastic Optimization for Personalized Recommendations
[NO] 439/745 | ALIGNAgent: Adaptive Learner Intelligence for Gap Identification and Next-step guidance
[NO] 440/745 | RDumb++: Drift-Aware Continual Test-Time Adaptation
[NO] 441/745 | A multiwavelength ALMA view of gas and dust in binary protoplanetary system AS 205: Evidence of dust asymmetric distribution
[NO] 442/745 | Evolution of the recent high-accretion state of the recurrent nova T CrB: HST, Swift, NuSTAR, and XMM-Newton observations
[NO] 443/745 | The FarView Low Frequency Radio Array on the Moon's Far Side: Science and Array Architecture
[NO] 444/745 | Scaling Sample-Based Quantum Diagonalization on GPU-Accelerated Systems using OpenMP Offload
[NO] 445/745 | \textit{Ab initio} Gamow density matrix renormalization group for broad nuclear many-body resonances
[NO] 446/745 | A saturation bound for cumulative responses under local linear relaxation
[NO] 447/745 | HVD: Human Vision-Driven Video Representation Learning for Text-Video Retrieval
[NO] 448/745 | Polynomial-time thermalization and Gibbs sampling from system-bath couplings
[NO] 449/745 | Pay (Cross) Attention to the Melody: Curriculum Masking for Single-Encoder Melodic Harmonization
[NO] 450/745 | Beat-ssl: Capturing Local ECG Morphology through Heartbeat-level Contrastive Learning with Soft Targets
[NO] 451/745 | On the Intrinsic Dimensions of Data in Kernel Learning
[NO] 452/745 | Rethinking Composed Image Retrieval Evaluation: A Fine-Grained Benchmark from Image Editing
[NO] 453/745 | Equivariant Morse-Bott cohomology through stabilization
[NO] 454/745 | A Linear Bound on the Rich Flow Number for Graphs with a Given Maximum Degree
[NO] 455/745 | Adapter Fusion for Multilingual Text2Cypher with Linear and Learned Gating
[NO] 456/745 | Carrier envelope phase and pulse shape effects on vacuum pair production in asymmetric electric fields with bell-shaped envelopes
[NO] 457/745 | Controlling Long-Horizon Behavior in Language Model Agents with Explicit State Dynamics
[NO] 458/745 | Loose coupling of spectral and spatial models for multi-channel diarization and enhancement of meetings in dynamic environments
[NO] 459/745 | DSFedMed: Dual-Scale Federated Medical Image Segmentation via Mutual Distillation Between Foundation and Lightweight Models
[NO] 460/745 | Helical Current of Propagating Dirac Electrons and Geometric Coupling to Chiral Environments
[NO] 461/745 | Improve the autonomy of the SE2(3) group based Extended Kalman Filter for Integrated Navigation: Theoretical Analysis
[NO] 462/745 | AgriPINN: A Process-Informed Neural Network for Interpretable and Scalable Crop Biomass Prediction Under Water Stress
[NO] 463/745 | Towards a Modern Theory of Chiralization
[NO] 464/745 | Risk reversal for least squares estimators under nested convex constraints
[NO] 465/745 | Keyframe-Based Feed-Forward Visual Odometry
[NO] 466/745 | Infinite random graphs
[NO] 467/745 | Wigner's Friend as a Circuit: Inter-Branch Communication Witness Benchmarks on Superconducting Quantum Hardware
[NO] 468/745 | Quark-lepton correlations in gauge anomaly free abelian extension of the Standard Model
[NO] 469/745 | Application of zone refining to the development of NaI(Tl) detectors for SABRE North
[NO] 470/745 | The Recovery of Semilinear Potentials Satisfying Null Conditions From Scattering Data
[NO] 471/745 | PUMA: Perception-driven Unified Foothold Prior for Mobility Augmented Quadruped Parkour
[NO] 472/745 | SVOM discovery of a strong X-ray outburst of the blazar 1ES~1959+650 and multi-wavelength follow-up with the Neil Gehrels Swift observatory
[NO] 473/745 | Rank of elliptic curves and class groups of real quadratic fields
[NO] 474/745 | Primes and The Field of Values of Characters
[NO] 475/745 | Partially Lazy Gradient Descent for Smoothed Online Learning
[NO] 476/745 | Real-Time Inviscid Fluid Dynamics and Aero-acoustics on a Sphere
[NO] 477/745 | On maximal rank properties for symmetric polynomials in an equigenerated monomial complete intersection
[NO] 478/745 | Predicting Healthcare System Visitation Flow by Integrating Hospital Attributes and Population Socioeconomics with Human Mobility Data
[NO] 479/745 | Gaia20fnr: A binary-lens microlensing event with full orbital motion revealed by four space telescopes
[NO] 480/745 | Response of fluorescent molecular rotors in ternary macromolecular mixtures
[NO] 481/745 | Undermassive Hosts of $z = 4-6 $ AGN from JWST/NIRCam Image Decomposition with CONGRESS, FRESCO, and JADES
[NO] 482/745 | JWST Advanced Deep Extragalactic Survey (JADES) Data Release 5: Catalogs of inferred morphological properties of galaxies from JWST/NIRCam imaging in GOODS-N and GOODS-S
[NO] 483/745 | JWST Advanced Deep Extragalactic Survey (JADES) Data Release 5: Photometric Catalog
[NO] 484/745 | Multimodal Imaging System Combining Hyperspectral and Laser Speckle Imaging for In Vivo Hemodynamic and Metabolic Monitoring
[NO] 485/745 | A Hierarchical Bayesian Framework for Model-based Prognostics
[NO] 486/745 | A Lattice U(1) Chern-Simons Theory via Lattice Deligne-Beilinson Cohomology
[NO] 487/745 | Operating a large-diameter dual-phase liquid xenon TPC in the unshielded PANCAKE facility
[NO] 488/745 | Enhancing Thermal Sunyaev-Zel'dovich Analyses with Digital Twins of the Local Universe
[NO] 489/745 | Gravitational Wave Signature of Aspherical Bubbles Driven by Thermal Fluctuation
[NO] 490/745 | The representations of the Lie superalgebra p(3) in prime characteristic
[NO] 491/745 | TeNet: Text-to-Network for Compact Policy Synthesis
[NO] 492/745 | Transfer Learning from ImageNet for MEG-Based Decoding of Imagined Speech
[NO] 493/745 | Opening the Black Box: Preliminary Insights into Affective Modeling in Multimodal Foundation Models
[NO] 494/745 | Dynamic Server Allocation Under Stochastic Switchover on Time-Varying Links
[NO] 495/745 | Blind Identification of Channel Codes: A Subspace-Coding Approach
[NO] 496/745 | Reversible viscoelasticity and irreversible elastoplasticity in the power law creep and yielding of gels and fibre network materials under stress
[NO] 497/745 | Size-dependent Dielectric Permittivity of Perovskite Nanocrystals
[NO] 498/745 | PMPBench: A Paired Multi-Modal Pan-Cancer Benchmark for Medical Image Synthesis
[NO] 499/745 | A two-sample pseudo-observation-based regression approach for the relative treatment effect
[NO] 500/745 | Dynamics of antiferromagnetic Dimers in Rydberg Atom Chains
[NO] 501/745 | Time-Varying Rician K-factor in Measured Vehicular Channels at cmWave and mmWave Bands
[NO] 502/745 | STAR: Semantic Table Representation with Header-Aware Clustering and Adaptive Weighted Fusion
[NO] 503/745 | Structural stability, electronic structure, and magnetic properties of the single-layer trilayer La3Ni2O7 polymorph
[NO] 504/745 | WIMP Dark Matter from a Natural Discrete Gauge Symmetry in the Standard Model
[NO] 505/745 | Intrinsic alignments in the FLAMINGO simulations with two-point statistics
[NO] 506/745 | Turbulent hydrogen premixed flames at high pressure and high temperature
[NO] 507/745 | NASICON solid-electrolyte modification and analysis using ion and neutron beams
[NO] 508/745 | Radio-Interferometric Image Reconstruction with Denoising Diffusion Restoration Models
[NO] 509/745 | $C^\ast$-extreme points of unital completely positive maps invariant under group action
[NO] 510/745 | Interplay between the chiral and deconfinement transitions from a Curci-Ferrari-based Polyakov loop potential
[NO] 511/745 | Performance Analysis of Digital Beamforming mmWave MIMO with Low-Resolution DACs/ADCs
[NO] 512/745 | Contractions of quasi relation algebras and applications to representability
[NO] 513/745 | Optimal stochastic impulse control problem with delay with actions decided at the execution time
[NO] 514/745 | Attributing and Exploiting Safety Vectors through Global Optimization in Large Language Models
[NO] 515/745 | Structural constraints on mobility edges in one-dimensional quasiperiodic systems
[NO] 516/745 | Shuriken Graphs Arising from Clean Graphs of Rings and Their Properties Relative to Base Graphs
[NO] 517/745 | Mesoscopic Fluctuations in Statistical Systems
[NO] 518/745 | Three's a crowd: Identification challenges in the triple difference model with spillover effects
[NO] 519/745 | Improving the efficiency of QAOA using efficient parameter transfer initialization and targeted-single-layer regularized optimization with minimal performance degradation
[NO] 520/745 | Beyond Marginal Distributions: A Framework to Evaluate the Representativeness of Demographic-Aligned LLMs
[NO] 521/745 | Unveiling a Universal Formalism for Quantum Entanglement in Arbitrary Spin Decays
[NO] 522/745 | Materealize: a multi-agent deliberation system for end-to-end material design and synthesis
[NO] 523/745 | Systematic Magnetic Structure Generation Based on Oriented Spin Space Groups: Formulation, Applications, and High-Throughput First-Principles Calculations
[YES] 524/745 | Benchmarking Text-to-Python against Text-to-SQL: The Impact of Explicit Logic and Ambiguity
[NO] 525/745 | Profit Maximization for Viral Marketing in Online Social Networks using Two Phase Diffusion Approach
[NO] 526/745 | Synthetic Augmentation in Imbalanced Learning: When It Helps, When It Hurts, and How Much to Add
[NO] 527/745 | Coarsening dynamics of fingerprint labyrinthine patterns: Machine learning assisted characterization
[NO] 528/745 | Community-Size Biases in Statistical Inference of Communities in Temporal Networks
[NO] 529/745 | A Rolling-Space Branch-and-Price Algorithm for the Multi-Compartment Vehicle Routing Problem with Multiple Time Windows
[NO] 530/745 | Robust Quantum Algorithmic Binary Decision-Making on Displacement Signals
[NO] 531/745 | Reversibility and symmetry of affine toral automorphisms
[NO] 532/745 | AION: Aerial Indoor Object-Goal Navigation Using Dual-Policy Reinforcement Learning
[NO] 533/745 | Monoidal adjunctions and abelian envelopes
[NO] 534/745 | Gain-Layer Project
[NO] 535/745 | Existential Positive Transductions of Sparse Graphs
[NO] 536/745 | PyraTok: Language-Aligned Pyramidal Tokenizer for Video Understanding and Generation
[NO] 537/745 | Electron Transfer, Diabatic Couplings and Vibronic Energy Gaps in a Phase Space Framework
[NO] 538/745 | Scaling Text-to-Image Diffusion Transformers with Representation Autoencoders
[NO] 539/745 | IVRA: Improving Visual-Token Relations for Robot Action Policy with Training-Free Hint-Based Guidance
[NO] 540/745 | Counterfactual Training: Teaching Models Plausible and Actionable Explanations
[NO] 541/745 | Universal non-Gaussian order parameter statistics in 2D superfluids
[NO] 542/745 | Density-based structural frameworks for prime numbers, prime gaps, and Euler products
[NO] 543/745 | Studying energy-resolved transport with wavepacket dynamics on quantum computers
[NO] 544/745 | Mild Solutions for Path-Dependent Parabolic PDEs with Neumann Boundary Conditions via Generalized BSDEs
[NO] 545/745 | Stabilizer Thermal Eigenstates at Infinite Temperature
[NO] 546/745 | Tensor Reed-Muller Codes: Achieving Capacity with Quasilinear Decoding Time
[NO] 547/745 | Substrate Stability Under Persistent Disagreement: Structural Constraints for Neutral Ontological Substrates
[NO] 548/745 | In vitro binding energies capture Klf4 occupancy across the human genome
[NO] 549/745 | ActionMesh: Animated 3D Mesh Generation with Temporal 3D Diffusion
[YES] 550/745 | Low-altitude Multi-UAV-assisted Data Collection and Semantic Forwarding for Post-Disaster Relief
[NO] 551/745 | Automatic Classification of Arabic Literature into Historical Eras
[NO] 552/745 | Supercoiling DNA with a free end
[NO] 553/745 | A pseudo-bosonic Klein-Gordon field with finite two-points function
[YES] 554/745 | Improving Training Efficiency and Reducing Maintenance Costs via Language Specific Model Merging
[NO] 555/745 | Quantum Dimension Reduction of Hidden Markov Models
[NO] 556/745 | Calibration-Conditioned FiLM Decoders for Low-Latency Decoding of Quantum Error Correction Evaluated on IBM Repetition-Code Experiments
[NO] 557/745 | A Case for Hypergraphs to Model and Map SNNs on Neuromorphic Hardware
[NO] 558/745 | Distillation-based Layer Dropping (DLD) Effective End-to-end Framework for Dynamic Speech Networks
[NO] 559/745 | Cis--Trans Rotational Isomerism of Seleno-, Thio-, and Formic Acids and Their Dimers: Chemical Kinetics under Interstellar Conditions
[NO] 560/745 | Multimodal Climate Disinformation Detection: Integrating Vision-Language Models with External Knowledge Sources
[NO] 561/745 | Formation and X-ray emission from hot bubbles in planetary nebulae - III. The impact of [Wolf-Rayet]-type winds
[NO] 562/745 | Neural Particle Automata: Learning Self-Organizing Particle Dynamics
[NO] 563/745 | Delayed Assignments in Online Non-Centroid Clustering with Stochastic Arrivals
[NO] 564/745 | Towards a Goal-Centric Assessment of Requirements Engineering Methods for Privacy by Design
[NO] 565/745 | Interface Spin-orbit Coupling Induced Room-temperature Ferromagnetic Insulator
[NO] 566/745 | Continuum limit of hypergraph $p$-Laplacian equations on point clouds
[NO] 567/745 | Bivariate topological complexity: a framework for coordinated motion planning
[NO] 568/745 | Constraining Nuclear Molecular Gas Content with High-resolution CO Imaging of GOALS Galaxies
[NO] 569/745 | Unveiling the Spectral Morphological Division of Fast Radio Bursts with CHIME/FRB Catalog 2
[NO] 570/745 | Grounding Large Language Models in Reaction Knowledge Graphs for Synthesis Retrieval
[NO] 571/745 | Tri-Hybrid Beamforming Design for integrated Sensing and Communications
[NO] 572/745 | Data-Driven Conditional Flexibility Index
[NO] 573/745 | EAIFD: A Fast and Scalable Algorithm for Incremental Functional Dependency Discovery
[NO] 574/745 | PAINT: Pathology-Aware Integrated Next-Scale Transformation for Virtual Immunohistochemistry
[NO] 575/745 | The T-tensor of spherically symmetric Finsler metrics
[NO] 576/745 | Quantum Hall Effect at 0.002T
[NO] 577/745 | THOR: A Versatile Foundation Model for Earth Observation Climate and Society Applications
[NO] 578/745 | A brief note about p-curvature on graphs
[YES] 579/745 | Prioritizing Configuration Relevance via Compiler-Based Refined Feature Ranking
[NO] 580/745 | Counting Saddle Connections on Hyperelliptic Translation Surfaces with a Slit
[NO] 581/745 | On-chip Multimode Opto-electronic Neural Network
[NO] 582/745 | Photon-dark photon oscillation in M87 and Crab Nebula environments
[NO] 583/745 | Assimilating rough features: A data-driven framework to infer rough wall properties from sparse experimental data
[NO] 584/745 | Extreme line profile variations in the repeating changing-look active galactic nucleus IRAS23226-3843
[NO] 585/745 | Performance Scaling Laws for PD Array-based Receivers in IM/DD Optical Wireless Communication Systems
[NO] 586/745 | Atomic-Scale Insights into Solute Drag Effects on Grain Boundary Motion in Mg-Al and Mg-Ca Alloys
[NO] 587/745 | From Passive Metric to Active Signal: The Evolving Role of Uncertainty Quantification in Large Language Models
[NO] 588/745 | Resting-State Functional Connectivity Correlates of Emotional Memory Control under Cognitive load in Subclinical Anxiety
[NO] 589/745 | Beyond Hard Writes and Rigid Preservation: Soft Recursive Least-Squares for Lifelong LLM Editing
[NO] 590/745 | Connect the Dots: Knowledge Graph-Guided Crawler Attack on Retrieval-Augmented Generation Systems
[NO] 591/745 | The reason for the occurrence of W-type contact binaries
[NO] 592/745 | Dualformer: Time-Frequency Dual Domain Learning for Long-term Time Series Forecasting
[NO] 593/745 | Impression Zombies: Characteristics Analysis and Classification of New Harmful Accounts on Social Media
[NO] 594/745 | Supercurrent and multiple Andreev reflections in Ge hut nanowire Josephson Junctions
[NO] 595/745 | Event-VStream: Event-Driven Real-Time Understanding for Long Video Streams
[NO] 596/745 | An index theory for transverse trajectories
[NO] 597/745 | The initial spin matters: the impact of rapid rotation on magnetic-field amplification at merger
[NO] 598/745 | Towards Reliable Medical LLMs: Benchmarking and Enhancing Confidence Estimation of Large Language Models in Medical Consultation
[NO] 599/745 | Generative AI-Empowered Semantic Twin Channel Model for ISAC
[NO] 600/745 | Collaboration versus Specialization in Service Systems with Impatient Customers
[NO] 601/745 | Agentic AI Governance and Lifecycle Management in Healthcare
[YES] 602/745 | Robust Tool Use via Fission-GRPO: Learning to Recover from Execution Errors
[NO] 603/745 | Closing the Gap on the Sample Complexity of 1-Identification
[NO] 604/745 | A kinetic-moment framework for electron energy dynamics in capacitively coupled plasmas: absorption, conversion, transport, and dissipation
[NO] 605/745 | On the Zeros of the Riemann Zeta Function with Two Ordinate Shifts
[NO] 606/745 | Barcode entropy and relative symplectic cohomology
[NO] 607/745 | Adaptive information-maximization encoding for ghost imaging--A general Bayesian framework under experimental physical constraints
[NO] 608/745 | Tackling the Scaffolding Paradox: A Person-Centered Adaptive Robotic Interview Coach
[NO] 609/745 | DeepASMR: LLM-Based Zero-Shot ASMR Speech Generation for Anyone of Any Voice
[NO] 610/745 | Mapping dark matter and the emergence of large-scale structure
[NO] 611/745 | PromptHelper: A Prompt Recommender System for Encouraging Creativity in AI Chatbot Interactions
[NO] 612/745 | An ultrafast diamond nonlinear photonic sensor
[NO] 613/745 | Relative Classification Accuracy: A Calibrated Metric for Identity Consistency in Fine-Grained K-pop Face Generation
[NO] 614/745 | Spectator-transition crosstalk in a spin-3/2 silicon vacancy qudit in silicon carbide revealed by broadband Ramsey interferometry
[NO] 615/745 | Experimental Demonstration of Nonlinear Photoconductive Gain in N-Doped $β$-Ga$_2$O$_3$ Devices
[NO] 616/745 | On the nilpotent residue non-abelian Hodge correspondence for higher-dimensional quasiprojective varieties
[NO] 617/745 | Common to Whom? Regional Cultural Commonsense and LLM Bias in India
[NO] 618/745 | Computability of $\mathcal{G}$-Beroulli Measures and Measures of Maximal Entropy on Coded Shift Spaces
[NO] 619/745 | Clump-like Structures in High-Redshift Galaxies: Mass Scaling and Radial Trends from JADES
[NO] 620/745 | An Efficient Algorithm to Generate all Labeled Triangle-free Graphs with a given Graphical Degree Sequence
[NO] 621/745 | OPTIMA, a board dedicated to Optimized Precision Timing for Multichannel Acquisition
[NO] 622/745 | Detecting interpolation errors in infant mortality counts in 20th Century England and Wales
[NO] 623/745 | NeuroMamba: Multi-Perspective Feature Interaction with Visual Mamba for Neuron Segmentation
[NO] 624/745 | Out-of-Sample Validation of MagNet
[NO] 625/745 | Higher-dimensional Heegaard Floer homology and spectral networks
[NO] 626/745 | Progressive Power Homotopy for Non-convex Optimization
[NO] 627/745 | A fully diagonalized spectral method on the unit ball
[NO] 628/745 | Leave-one-out testing for node-level differences in Gaussian graphical models
[NO] 629/745 | PhageMind: Generalized Strain-level Phage Host Range Prediction via Meta-learning
[NO] 630/745 | Directional polynomial frames on spheres
[YES] 631/745 | Evaluating and Achieving Controllable Code Completion in Code LLM
[NO] 632/745 | Topological Semimetal Transport Modulated by Interstitial Fe in Ba(Fe$_{1-x}$Co$_x$)$_{2+δ}As$_2$ Superconductors
[NO] 633/745 | Intertwined Charge Stripes and Majorana Zero Modes in An Iron-Based Superconductor
[NO] 634/745 | Why Inference in Large Models Becomes Decomposable After Training
[NO] 635/745 | Artificial Rigidities vs. Biological Noise: A Comparative Analysis of Multisensory Integration in AV-HuBERT and Human Observers
[YES] 636/745 | Large-scale real-time signal processing in physics experiments: The ALICE TPC FPGA pipeline
[NO] 637/745 | Virtual Traffic Police: Large Language Model-Augmented Traffic Signal Control for Unforeseen Incidents
[NO] 638/745 | New results on Fourier multipliers on $L^p$: a perspective through unimodular symbols
[NO] 639/745 | Beyond Off-the-Shelf Models: A Lightweight and Accessible Machine Learning Pipeline for Ecologists Working with Image Data
[NO] 640/745 | Creativity in the Age of AI: Rethinking the Role of Intentional Agency
[NO] 641/745 | Superpositions of CARMA processes
[NO] 642/745 | HumanLLM: Towards Personalized Understanding and Simulation of Human Nature
[NO] 643/745 | On the effect of force on DNA in the Peyrard-Bishop-Dauxois model
[NO] 644/745 | LL-GaussianImage: Efficient Image Representation for Zero-shot Low-Light Enhancement with 2D Gaussian Splatting
[NO] 645/745 | Recursive Flow: A Generative Framework for MIMO Channel Estimation
[NO] 646/745 | Redshift-Binned Constraints on the Hubble Constant under $Λ$CDM, CPL, and Padé Cosmography
[NO] 647/745 | Off-Policy Actor-Critic with Sigmoid-Bounded Entropy for Real-World Robot Learning
[NO] 648/745 | Two-loop rainbow neutrino masses in a non-invertible symmetry
[NO] 649/745 | Excluding Local Hidden Variables in $Λ\barΛ$ Production: The Incompatibility with Angular-Momentum Conservation and CPT Invariance
[NO] 650/745 | Graphene-based technologies for energy applications, challenges and perspectives
[NO] 651/745 | A sequential linear complementarity problem method for generalized Nash equilibrium problems
[NO] 652/745 | Nucleosynthesis in Type Ia Supernovae, Classical Novae, and Type I X-Ray Bursts. A Primer on Stellar Explosions
[NO] 653/745 | PhysProver: Advancing Automatic Theorem Proving for Physics
[NO] 654/745 | Sub-Region-Aware Modality Fusion and Adaptive Prompting for Multi-Modal Brain Tumor Segmentation
[NO] 655/745 | VideoThinker: Building Agentic VideoLLMs with LLM-Guided Tool Reasoning
[NO] 656/745 | Communication-efficient Federated Graph Classification via Generative Diffusion Modeling
[NO] 657/745 | Fuzzy dark matter soliton core hosting a supermassive black hole as a dense low-mass perturber in strong gravitational lensing
[NO] 658/745 | Benchmarking Deep Learning Models for Raman Spectroscopy Across Open-Source Datasets
[NO] 659/745 | Open problems in K-stability of Fano varieties
[YES] 660/745 | FirmReBugger: A Benchmark Framework for Monolithic Firmware Fuzzers
[NO] 661/745 | Pushing the limits of unconstrained machine-learned interatomic potentials
[NO] 662/745 | Evidence for stellar contamination and water absorption in NGTS-5b's transmission spectra with GTC/OSIRIS
[NO] 663/745 | On the Identification of Elliptic Curves That Admit Infinitely Many Twists Satisfying the Birch-Swinnerton-Dyer Conjecture
[NO] 664/745 | Renormalization Treatment of IR and UV Cutoffs in Waveguide QED and Implications to Numerical Model Simulation
[NO] 665/745 | Characterizations of monadically dependent tree-ordered weakly sparse structures
[NO] 666/745 | Bistatic ISAC: Practical Challenges and Solutions
[NO] 667/745 | On the structural properties of Lie algebras via associated labeled directed graphs
[NO] 668/745 | From many valleys to many topological phases - quantum anomalous Hall effect in IV-VI semiconductor quantum wells
[NO] 669/745 | How to Tamper with a Parliament: Strategic Campaigns in Apportionment Elections
[NO] 670/745 | Quadratic discrepancy estimates for probability measures on the Heisenberg group
[NO] 671/745 | Leveraging NVML GPM for NVIDIA GPU Monitoring
[NO] 672/745 | Proceedings of the Supercomputing Asia and International Conference on High Performance Computing in Asia Pacific Region Workshops
[NO] 673/745 | The LCLStream Ecosystem for Multi-Institutional Dataset Exploration
[YES] 674/745 | Explainable AI-Guided Genetic Algorithms for Efficient Software Automatic Tuning
[NO] 675/745 | Research on Optimisation Pathways for Power Enterprise Management Based on Data Centralisation and Digital Twin Synergy
[NO] 676/745 | Large-Scale Vlasov Simulations for Astrophysics using Non-volatile Memory as Large Memory
[NO] 677/745 | An analysis of memory access patterns in RISC-V vector workloads on heterogeneous memory architectures
[NO] 678/745 | Python-based Workflow System for Quantum-HPC Hybrid Application on HPC System and Quantum Computer with Shared Network
[NO] 679/745 | Design as Strategic Intelligence: Integrating Design Management and Business Strategy for Organizational Transformation
[NO] 680/745 | Research on Sentiment Analysis and Recommendation Systems for Women's Clothing E-Commerce Reviews
[NO] 681/745 | Mixed precision solvers with half-precision floating point numbers for Lattice QCD on A64FX processor
[NO] 682/745 | System-Level Energy Profiling of Wafer-Scale AI Systems: Characterizing Non-Accelerator Overheads in the Cerebras CS-2 System
[NO] 683/745 | Low-Code GPT-4 Workflow for Indonesian Sentiment Analysis with Dify
[NO] 684/745 | Score-P with Arm(s) around the world...
[NO] 685/745 | Providing Thermal Stability for an Exascale Supercomputer: A Case Study of Frontier’s Cooling System
[NO] 686/745 | Beyond Centralized Labs: Federating the Co-Scientist
[NO] 687/745 | From Visual Perception to Context-Aware Instructions: Integrating Object Detection and LLMs for Navigation Assistance
[NO] 688/745 | Study on the Influence Mechanism of Open Innovation on Efficiency in Enterprise-led Innovation Platforms - Based on the Mediating Effect of Platform Governance and LightGBM algorithm
[NO] 689/745 | MemMan: A Fortran and C++ Interoperable Memory Manager on Modern High-Performance Computing Platforms
[NO] 690/745 | Sustainable Power Reduction for DRAM applying Adaptive Stream-based Entropy Coding focusing on Video Processing System
[NO] 691/745 | Co-Design of a Power State-Aware Scheduler and an Intelligent Power Manager for Energy-Efficient HPC Systems
[NO] 692/745 | Quantifying the Energy Cost of Performance Inefficiency in HPC Applications
[NO] 693/745 | Cross-Cultural Sentiment Analysis Based on Transformer-LSTM
[NO] 694/745 | xspline3d: A Python Library for MPI-Based Spline Interpolation Enforcing Global Continuity in Distributed 3D Volumes
[NO] 695/745 | Integrating Quantum and HPC: A Prototype Hybrid Implementation and Benchmark of Quantum-Selected Configuration Interaction
[NO] 696/745 | Prototyping an Autotuning Framework for Program Optimization Using Exo Language
[NO] 697/745 | National New Generation of Artificial Intelligence Innovation and Development Pilot Zones and Corporate Digital Technology Innovation in China
[NO] 698/745 | System Software Utilization on an ARM-Based Supercomputer: Insights from a Production-Scale System
[NO] 699/745 | Cross-architecture power efficiency analysis through micro-benchmarking
[NO] 700/745 | Hybrid Inference Optimization for AI-Enhanced Turbulent Boundary Layer Simulation on Heterogeneous Systems
[NO] 701/745 | Performance and Programmability of MPI+X Integration with CUDA, HIP, SYCL, OpenACC, and OpenMP Offloading for Supercomputing: A Case Study on Dense Matrix–Vector Multiplication
[NO] 702/745 | Adaptive Privacy-Budget Federated Ensemble with Meta-Learning and Contrastive Learning for Rare Fraud Detection
[NO] 703/745 | A Unidirectional Two-Compartment Neuron Circuit with On-chip STDP learning
[NO] 704/745 | DGEMM using FP64 Arithmetic Emulation and FP8 Tensor Cores with Ozaki Scheme
[NO] 705/745 | Porting and Evaluation of Lustre on a RISC-V Cluster for HPC Storage Infrastructure
[NO] 706/745 | DeepEBC: Compressing the Pre-Trained LLMs with Error-Bounded Lossy Compression
[NO] 707/745 | Performance and Area Optimization of Lossless Hardware Compression of Floating-Point Data Streams
[NO] 708/745 | Quantifying the Economic Potential of Energy-Aware Scheduling in HPC
[NO] 709/745 | Explainable Artificial Intelligence (XAI) for Interpretable Heritage Building Maintenance Prediction
[NO] 710/745 | Does artificial intelligence undermine the governance effect of ESG on financial information disclosure quality?
[NO] 711/745 | Cross-Modal Intermediate Fusion of Neuroimaging and Genomic Features for Alzheimer's Diagnosis
[NO] 712/745 | Proceedings of the 2025 International conference on AI-Driven Business Transformation and Data Science Innovation
[NO] 713/745 | An overview: Current trends of Real-time monitoring and pressure vessel failure prediction using artificial intelligence (AI) and internet of things (IOT)
[NO] 714/745 | Trump 2.0 Era: AI-Driven Strategic Analytics for China–ASEAN Community of Destiny—From Policy Text to Trade Impact and Resilience Optimization
[NO] 715/745 | Runtime Prediction for Local Deployment of Large Language Models: A Case Study on Qwen Models Covering LoRA Fine-Tuning, RAG, and Inference
