[2026-04-28 22:57:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-27
正在获取论文...
[arXiv] 2026-04-27 | The Last Human-Written Paper: Agent-Native Research Artifacts
[arXiv] 2026-04-27 | Decomposing Common Agency
[arXiv] 2026-04-27 | Design of the DUNE horizontal drift far detector charge readout electronics and performance in ProtoDUNE-HD
[arXiv] 2026-04-27 | East Asian VLBI Network astrometry toward the star-forming region G040.96+02.48 in the Extreme Outer Galaxy
[arXiv] 2026-04-27 | Extended State-dependent Hawkes Process for Limit Order Books: Mathematical Foundation and the Reproduction of Volatility Signature Plots
[arXiv] 2026-04-27 | An empirical evaluation of the risks of AI model updates using clinical data: stability, arbitrariness, and fairness
[arXiv] 2026-04-27 | KOMBO: Korean Character Representations Based on the Combination Rules of Subcharacters
[arXiv] 2026-04-27 | Learning subgrid interfacial area in two-phase flows with regime-dependent inductive biases
[arXiv] 2026-04-27 | Do Quantum Transformers Help? A Systematic VQC Architecture Comparison on Tabular Benchmarks
[arXiv] 2026-04-27 | Uncovering the Rapidly Evolving Orbits of the Dynamic TOI-201 System
[arXiv] 2026-04-27 | Medium-Induced Cross-Frequency Clutter Structure in Single-Snapshot FDA-MIMO-GPR With a Weak-Dispersion Criterion
[arXiv] 2026-04-27 | Quasi-Quadratic Gradient: A New Direction for Accelerating the BFGS Method in Quasi-Newton Optimization
[arXiv] 2026-04-27 | On the Gauss circle problem over smooth numbers
[arXiv] 2026-04-27 | GRRMHD Simulations of State Transitions in Non-Jetted Tidal Disruption Events
[arXiv] 2026-04-27 | Quantifying the effect of phenotype on clustering behaviour in melanoma: from monoculture to co-culture
[arXiv] 2026-04-27 | On the Two $R$-Factors in the Small-$x$ Shockwave Formalism
[arXiv] 2026-04-27 | Witnessing entanglement between photon and matter due to graviton exchange
[arXiv] 2026-04-27 | Improving Zero-Noise Extrapolation via Physically Bounded Models
[arXiv] 2026-04-27 | Scaling Properties of Continuous Diffusion Spoken Language Models
[arXiv] 2026-04-27 | A determinant identity for the sum of contour integral matrices
[arXiv] 2026-04-27 | Optimization Using Locally-Quantum Decoders
[arXiv] 2026-04-27 | Exact Mining of Dense Patterns via Direct Evaluation of Local Interval Frequency Using a Sliding Window
[arXiv] 2026-04-27 | Denef-Loeser zeta functions of suspensions and Lê-Yomdin singularities
[arXiv] 2026-04-27 | Impact of thermal and dissipative effects in a periodically-kicked quantum battery
[arXiv] 2026-04-27 | Passage-Aware Structural Mapping for RGB-D Visual SLAM
[arXiv] 2026-04-27 | A step-by-step workflow to extract the genuine circular dichroism of thin films
[arXiv] 2026-04-27 | Betting for Sim-to-Real Performance Evaluation
[arXiv] 2026-04-27 | Error analysis for the approximation of a flow in deformable porous media with nonlinear strain-stress relation
[arXiv] 2026-04-27 | OmniShotCut: Holistic Relational Shot Boundary Detection with Shot-Query Transformer
[arXiv] 2026-04-27 | Contracting Tensor Networks with Generalized Belief Propagation
[arXiv] 2026-04-27 | The impact of disorder and non-convex interactions on delocalisation of height functions
[arXiv] 2026-04-27 | Application of a Quantum Amplitude Redistribution Algorithm to the Data Filtering Problem
[arXiv] 2026-04-27 | How Quantum Contextuality disappears in the Classical Limit
[arXiv] 2026-04-27 | Calculating the second rational cohomology group of the Torelli group
[arXiv] 2026-04-27 | Analysis of the Gaia DR3 planetary nebula candidates and the possible symbiotic stars among them
[arXiv] 2026-04-27 | SpecRLBench: A Benchmark for Generalization in Specification-Guided Reinforcement Learning
[arXiv] 2026-04-27 | Chemotaxis compressible Navier-Stokes equations with density-dependent viscosity modeling vascular network formation
[arXiv] 2026-04-27 | Data-Driven Privacy-Preserving Modeling and Frequency Regulation with Aggregated Electric Vehicles via Bilinear Hidden Markov Model
[arXiv] 2026-04-27 | Floquet engineering of tight-binding Hamiltonians in momentum space lattices
[arXiv] 2026-04-27 | Learning to Rotate: Temporal and Semantic Rotary Encoding for Sequential Modeling
[arXiv] 2026-04-27 | Homology-based Morphometry of Brain Atrophy: Methods and Applications
[arXiv] 2026-04-27 | On classical doubling method gamma factors for certain depth zero representations
[arXiv] 2026-04-27 | Halfway to the Peak: Kinematic Signatures of Stable Rotating Disks in Luminous Infrared Galaxies at z=0.5-0.6
[arXiv] 2026-04-27 | A rational model for the fiberwise THH transfer II: $A_\infty$-algebras
[arXiv] 2026-04-27 | Physics-driven innovations toward the democratization of proton therapy
[arXiv] 2026-04-27 | Green Shielding: A User-Centric Approach Towards Trustworthy AI
[arXiv] 2026-04-27 | Simple Matroids and Alfred North Whitehead's theory of dimension (1906)
[arXiv] 2026-04-27 | Diffusion-Guided Feature Selection via Nishimori Temperature: Noise-Based Spectral Embedding
[arXiv] 2026-04-27 | Singlet-triplet oscillations in multivalley Si double quantum dots
[arXiv] 2026-04-27 | Field-induced jammed polyhex spin liquid in the honeycomb Ising antiferromagnet
[arXiv] 2026-04-27 | Benchmarking Pathology Foundation Models for Breast Cancer Survival Prediction
[arXiv] 2026-04-27 | Pushing Radar Odometry Beyond the Pavement: Current Capabilities and Challenges
[arXiv] 2026-04-27 | Principal Matroid Determinants
[arXiv] 2026-04-27 | Large-scale wireless network management via Open-RAN Tandem Apps: Cell on/off switching use case
[arXiv] 2026-04-27 | The Tracking Tapered Gridded Estimator for the 21-cm power spectrum from the Murchison Widefield Array (MWA) drift scan observations -- III. Improved upper limits at $z = 8.2$ from multiple pointings
[arXiv] 2026-04-27 | A mixed interpolation-regression method for numerical integration on some planar domains
[arXiv] 2026-04-27 | Measuring Successful Cooperation in Human-AI Teamwork: Development and Validation of the Perceived Cooperativity and Teaming Perception Scales
[arXiv] 2026-04-27 | SPLIT: Separating Physical-Contact via Latent Arithmetic in Image-Based Tactile Sensors
[arXiv] 2026-04-27 | OxyPOM: a biogeochemical model for Oxygen and Particulate Organic Matter dynamics with detailed temperature sensitivity
[arXiv] 2026-04-27 | Noise-aware selection of circuit cutting strategies under hardware noise non-uniformity
[arXiv] 2026-04-27 | Improving Reachability in Vector Addition Systems through Pumpability
[arXiv] 2026-04-27 | An Information-Geometric Framework for Stability Analysis of Large Language Models under Entropic Stress
[arXiv] 2026-04-27 | Universal tracer statistics in single-file transport
[arXiv] 2026-04-27 | Cosmological Impact of Redshift-Dependent Type Ia Supernovae Calibration
[arXiv] 2026-04-27 | Dual Control of Linear Systems from Bilinear Observations with Belief Space Model Predictive Control
[arXiv] 2026-04-27 | Private Private Information in Second-Price Auction
[arXiv] 2026-04-27 | Propagating data-driven galaxy redshift distribution uncertainties in 3$\times$2-pt analyses
[arXiv] 2026-04-27 | Progressive Approximation in Deep Residual Networks: Theory and Validation
[arXiv] 2026-04-27 | Regular Grammars as Effective Representations of Recognizable Sets of Series-Parallel Graphs
[arXiv] 2026-04-27 | EXACT: an explainable anomaly-aware vision foundation model for analysis of 3D chest CT
[arXiv] 2026-04-27 | BMS transformed Quantum String Dynamics near a Black Hole
[arXiv] 2026-04-27 | Machine-Learning-Based Classification of Radio Frequency Building Loss
[arXiv] 2026-04-27 | Bridging Restoration and Generation Manifolds in One-Step Diffusion for Real-World Super-Resolution
[arXiv] 2026-04-27 | Dimension of the motivic Galois group of a 1-motive
[arXiv] 2026-04-27 | Open-Vocabulary Semantic Segmentation Network Integrating Object-Level Label and Scene-Level Semantic Features for Multimodal Remote Sensing Images
[arXiv] 2026-04-27 | FDIM: A Feature-distance-based Generic Video Quality Metric for Versatile Codecs
[arXiv] 2026-04-27 | TopoHR: Hierarchical Centerline Representation for Cyclic Topology Reasoning in Driving Scenes with Point-to-Instance Relations
[arXiv] 2026-04-27 | AgentVisor: Defending LLM Agents Against Prompt Injection via Semantic Virtualization
[arXiv] 2026-04-27 | Super Landau Model and Howe Duality: From Supermonopole Harmonics to Quantum Matrix Geometry
[arXiv] 2026-04-27 | Meta-Ensemble Learning with Diverse Data Splits for Improved Respiratory Sound Classification
[arXiv] 2026-04-27 | Unfolding an Atomistic World: Atomistic Simulation of Reactor Pressure Vessel Steel Across Year-and-Meter Scales
[arXiv] 2026-04-27 | Evaluating Cryptographic API Misuse Detectors for Go
[arXiv] 2026-04-27 | Interfacial breathing as a dynamic failure law in all-solid-state batteries: amplitude, phase lag and dual-timescale memory as design principles
[arXiv] 2026-04-27 | An online adaptive finite-element method for nonsmooth PDE-constrained optimization
[arXiv] 2026-04-27 | Trajectory Planning for an Articulated Commercial Vehicle using Model Predictive Contouring Control
[arXiv] 2026-04-27 | A characterization of ruin-inducing probability measures in a renewal risk model
[arXiv] 2026-04-27 | Quantitative Hölder Regularity, Concentration, and Spectral Applications for Lyapunov Exponents of Random $GL(2,\mathbb{R})$ Cocycles, with Extensions to $GL(d,\mathbb{R})$
[arXiv] 2026-04-27 | Lobe Dynamics, Phase-Space Transport, and Non-Adiabatic Leakage Thresholds in the Nonautonomous Kerr-Cat Qubit
[arXiv] 2026-04-27 | Robust Grounding with MLLMs against Occlusion and Small Objects via Language-guided Semantic Cues
[arXiv] 2026-04-27 | A phase transition in monetary function explains expansion without inflation
[arXiv] 2026-04-27 | JSSFF: A Joint Structural-Semantic Fusion Framework for Remote Sensing Image Captioning
[arXiv] 2026-04-27 | Numerical Analysis of a Variable-Order Time-Fractional Incompressible Magnetohydrodynamics System
[arXiv] 2026-04-27 | Poster: ClawdGo: Endogenous Security Awareness Training for Autonomous AI Agents
[arXiv] 2026-04-27 | Geometry-Aware Offline-to-Online Learning in Linear Contextual Bandits
[arXiv] 2026-04-27 | Primordial black hole production in scalar field inflation within $f(T)$ gravity
[arXiv] 2026-04-27 | Stabilizing Efficient Reasoning with Step-Level Advantage Selection
[arXiv] 2026-04-27 | Shared-kernel Wavelet Neural Networks for Poisson Image Reconstruction
[arXiv] 2026-04-27 | Extracting Exact Lie Derivatives Without Backpropagation: A Dual Compiler for Neural Control Barrier Functions
[arXiv] 2026-04-27 | Hierarchical Prototype-based Domain Priors for Multiple Instance Learning in Multimodal Histopathology Analysis
[arXiv] 2026-04-27 | SDSL-Solver: Scalable Distributed Sparse Linear Solvers for Large-Scale Interior Point Methods
[arXiv] 2026-04-27 | Supporting Family-School Partnerships with Robot-Facilitated Home-Based Activities
[arXiv] 2026-04-27 | Multi-View Synergistic Learning with Vision-Language Adaption for Low-Resource Biomedical Image Classification
[arXiv] 2026-04-27 | Propagation Structure-Semantic Transfer Learning for Robust Fake News Detection
[arXiv] 2026-04-27 | DecompKAN: Decomposed Patch-KAN for Long-Term Time Series Forecasting
[arXiv] 2026-04-27 | Flexible exponents of non-geometric 3-manifolds
[arXiv] 2026-04-27 | Conditional Score-Based Modeling of Effective Langevin Dynamics
[arXiv] 2026-04-27 | Presolving for GPU-Accelerated First-Order LP Solvers
[arXiv] 2026-04-27 | TSAssistant: A Human-in-the-Loop Agentic Framework for Automated Target Safety Assessment
[arXiv] 2026-04-27 | VLM-VPI: A Vision-Language Reasoning Framework for Improving Automated Vehicle-Pedestrian Interactions
[arXiv] 2026-04-27 | Development and Performance Study of Vertical GaN $α$-Particle Detector with High Energy Resolution
[arXiv] 2026-04-27 | AD-Relight: Training-Free Banner Relighting via Illumination Translation with Diffusion Priors
[arXiv] 2026-04-27 | How Personal Characteristics Shape User Exploration of Diverse Movie Recommendations with a LLM-Based Multi-Agent System
[arXiv] 2026-04-27 | From Spoofing to Trust: Emergency Alerts Spoofing Testbed and Cross-Cell Verification
[arXiv] 2026-04-27 | Numerical approximation of Markovian BSDEs in infinite horizon and elliptic PDEs
[arXiv] 2026-04-27 | An event-based sequence modeling approach to recognizing non-triad chords with oversegmentation minimization
[arXiv] 2026-04-27 | Structural Pruning of Large Vision Language Models: A Comprehensive Study on Pruning Dynamics, Recovery, and Data Efficiency
[arXiv] 2026-04-27 | pyTANSPEC v1.0 and HxRGproc: Updated packages to Clean and Reduce TANSPEC data
[arXiv] 2026-04-27 | SAGE: Sparse Adaptive Guidance for Dependency-Aware Tabular Data Generation
[arXiv] 2026-04-27 | Persistent and anti-persistent stride-to-stride fluctuations: an ARFIMA decomposition consistent with closed-loop sensorimotor control
[arXiv] 2026-04-27 | Scalar, electromagnetic, and Dirac perturbations of a regular black hole supported by primordial dark matter
[arXiv] 2026-04-27 | Estimating the Resilience of Non-Stationary Systems
[arXiv] 2026-04-27 | Effects of Genetic Propensity for Education on Labor Market and Health Trajectories across the Working Life
[arXiv] 2026-04-27 | Pre-localization of Massive Black Hole Binaries in the Millihertz Band
[arXiv] 2026-04-27 | Identification to Subclasses of Chordal Graphs
[arXiv] 2026-04-27 | From Players to Participants: Citizen Science and Video Games to Understand Cognition
[arXiv] 2026-04-27 | BIMStruct3D: A Fully Automated Hybrid Learning Scan-to-BIM Pipeline with Integrated Topology Refinement
[arXiv] 2026-04-27 | Explanation Systems for Approval-Based Multiwinner Voting
[arXiv] 2026-04-27 | SolarTformer: A Transformer Based Deep Learning Approach for Short Term Solar Power Forecasting
[arXiv] 2026-04-27 | Exhaustive and feasible parametrisation with applications to the travelling salesperson problem
[arXiv] 2026-04-27 | Catalytic Enhancement of Coherence Fraction in Noisy Quantum Channels and Characterization of Strictly Incoherent Operations
[arXiv] 2026-04-27 | On the complexity of quantum numerical integration: an angle-structure characterization
[arXiv] 2026-04-27 | Non-Bloch band theory of nonlinear eigenvalue problems
[arXiv] 2026-04-27 | AutoQResearch: LLM-Guided Closed-Loop Policy Search for Adaptive Variational Quantum Optimization
[arXiv] 2026-04-27 | RAS: a Reliability Oriented Metric for Automatic Speech Recognition
[arXiv] 2026-04-27 | SVOM Real-time Response and Collaboration System
[arXiv] 2026-04-27 | Alert Chain and Observation Planning for Ground Wide Angle Camera Network
[arXiv] 2026-04-27 | The coded mask of the ECLAIRs telescope onboard the SVOM space mission
[arXiv] 2026-04-27 | On Realization of Back-Action-Evading Measurements and Quantum Non-Demolition Variables via Linear Systems Engineering
[arXiv] 2026-04-27 | Computational Complexity of the Interval Ordering Problem
[arXiv] 2026-04-27 | Touchless Intraoperative Image Access System Based on Vision-Based Hand Tracking
[arXiv] 2026-04-27 | Emergent behaviors of Winfree oscillators on special orthogonal group
[arXiv] 2026-04-27 | Minimum Temporal Spanners in Happy Graphs
[arXiv] 2026-04-27 | MEMCoder: Multi-dimensional Evolving Memory for Private-Library-Oriented Code Generation
[arXiv] 2026-04-27 | Compact fiber-based compression of a 1 W, 76 MHz Yb laser to 15 fs for broadband ultrafast applications
[arXiv] 2026-04-27 | Assessing the dynamic response of long-span bridges under simultaneous wind and traffic loads
[arXiv] 2026-04-27 | Seeing Is No Longer Believing: Frontier Image Generation Models, Synthetic Visual Evidence, and Real-World Risk
[arXiv] 2026-04-27 | Identifiability and Stability of Generative Drifting with Companion-Elliptic Kernel Families
[arXiv] 2026-04-27 | On Chollet's Permanent Conjecture for Graph Laplacians
[arXiv] 2026-04-27 | Malliavin calculus and densities for chaos-driven stochastic differential equations
[arXiv] 2026-04-27 | Conflict-free chromatic index of bipartite graphs
[arXiv] 2026-04-27 | A Divergence-Based Method for Weighting and Averaging Model Predictions
[arXiv] 2026-04-27 | Permanental Energy of Graphs
[arXiv] 2026-04-27 | On $k$-th power Diophantine triples of the form $\{a^k, b, c\}$
