[2026-08-08 22:28:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-07
正在获取论文...
[IEEE] 2026-8-7 | Resolving Cognitive Dissonance for Agentic AI via Self-Distilled Collaborative Perception
[IEEE] 2026-8-7 | A Study on Digital Bio-Color Design Based on Pheasant Feather Coloration
[IEEE] 2026-8-7 | Research on the Modular Design of Huai Flower Lamp Based on Fractal Method
[IEEE] 2026-8-7 | Research on Industrial Heritage Transformation Based on Spatial Experience Theory-Taking Shenyang Hongmei Cultural and Creative Park as an Example
[IEEE] 2026-8-7 | AI Capabilities Driving Sustainable Organizational Performance Through Training Development and Organizational Agility Under Leadership Influence
[IEEE] 2026-8-7 | Traditional Culture Inheritance and Innovation Strategy Based on Digital Technology—The China Grand Canal Museum as an Example
[IEEE] 2026-8-7 | An Intelligent Computing Framework for Smart Healthcare Applications
[IEEE] 2026-8-7 | Multi-Modal Digital Representation of Architectural Facades of Chaoshan Traditional Ancestral Halls: Proposal and Application of an AI-Based Methodological Framework
[IEEE] 2026-8-7 | Autonomous Exploration of Polar Ice Shelves Using an Improved Next-Best-View Planner
[IEEE] 2026-8-7 | Predictive Analytics Framework for Long COVID Healthcare Resource Forecasting Using Ensemble Learning
[IEEE] 2026-8-7 | An Examination of Sustainable Travel in Remote Urban Communities Through the Lens of Service Design
[IEEE] 2026-8-7 | AFS-BERTweet: An Adaptive Feature-Selection Framework for Robust Sentiment Analysis under Sarcasm and Irony in Noisy Social Media Data
[IEEE] 2026-8-7 | Research on Optimizing User Experience of Shared Mobility in the Context of Cultural Heritage
[IEEE] 2026-8-7 | Intelligent Design Empowers Cultural and Creative Platforms: A New Path for the Digitization of Cultural Heritage
[IEEE] 2026-8-7 | A Legendre-Corrected Analytical Model for Modal Coupling in LiNbO
                    <sub>3</sub>
                    XBAR Resonators
[IEEE] 2026-8-7 | Automatic Berthing in Constrained Harbors with Reeds-Shepp A-Star Planning and Line-of-Sight Path Following
[IEEE] 2026-8-7 | Analyzing the Role of Digital Interaction Design in Hubei Provincial Museums
[IEEE] 2026-8-7 | Multimodal Perception and Embodiment: AI-Driven Research in Intermedia Art Management
[IEEE] 2026-8-7 | Rehabilitation and Reintegration Pathways for Offenders with Intellectual Disabilities: Bridging Secure and Community Frameworks
[IEEE] 2026-8-7 | Tunable Energy Transfer in MEMS Resonators with Electrostatic Coupling under Parametric Excitation
[IEEE] 2026-8-7 | Routh Matrix Algorithm: A State-Space Approach
[IEEE] 2026-8-7 | Autonomous Acoustic and Optical Guided Recovery Method for Underwater Robots in Polar Ice-Covered Regions
[IEEE] 2026-8-7 | Automated Detection and Classification of Epileptic Seizure using Hybrid Feature-Optimized Machine Learning Model
[IEEE] 2026-8-7 | A Preliminary Discussion on the Digital Protection Path of Jinzhou Folk Painting, a County-Level Intangible Cultural Heritage, Under the Background of New Cultural Productivity
[IEEE] 2026-8-7 | Toward Just-In-Time Production Scheduling Using Masked Actor-Critic Reinforcement Learning and Colored Timed Petri Nets
[IEEE] 2026-8-7 | A Deep Decomposition Prediction Model Integrating CEEMDAN and VMD
[IEEE] 2026-8-7 | Subspace-Based Phase Self-Calibration for Robust DOA Estimation with MEMS Vector Hydrophones
[IEEE] 2026-8-7 | A Lean-Guided Micro-Credential Framework for Optimizing Decision Support and Process Efficiency in Public Governance
[IEEE] 2026-8-7 | Porous sandwich-like structured composite film for electromagnetic interference shielding
[IEEE] 2026-8-7 | Enhancing Human-Computer Interaction in General Aviation Self-Service Refueling: A Design Methodology Study
[IEEE] 2026-8-7 | USIS-PGM: Photometric Gaussian Mixtures for Underwater Salient Instance Segmentation
[IEEE] 2026-8-7 | RWSCSO: An Enhanced Sand Cat Swarm Optimization Using Random Walk and its Application to Multilevel Image Thresholding
[IEEE] 2026-8-7 | Non-Destructive Identification of Wheat Seed Varieties Using Hyperspectral Imaging and Swarm Intelligence Optimized SVM
[IEEE] 2026-8-7 | Efficient Three-Dimensional Acoustic Field Compression and Dimensionality Reduction in Complex Terrain Environments
[IEEE] 2026-8-7 | A Self-Determination Theory-Based Gamified Cognitive Bias Modification Training for AI Anxiety
[IEEE] 2026-8-7 | A DSG-SE Strategy-Based DDEAs-MiniCNN Model for Thyroid Nodule Classification
[IEEE] 2026-8-7 | Event-Triggered Adaptive Cooperative Control for Multiple Underwater Vehicle-Manipulator Systems with Communication Constraints and Disturbances
[IEEE] 2026-8-7 | A Virtual Special Exhibition of Chinese Spring Festival Culture Based on Interactive Digital Narratives
[IEEE] 2026-8-7 | Automatic Generation and Aesthetic Constraint Optimization Model of Building Facade Patterns
[IEEE] 2026-8-7 | Research on the Value Enhancement of Museum Digital Collections and Derivatives by NFT Technology——Take Liaoning Provincial Museum Digital Cultural and Creative Experience Cabin Design as an Example
[IEEE] 2026-8-7 | A general approach for the optimization of power distribution architectures of hydraulic Off-Road Vehicles
[IEEE] 2026-8-7 | A Wearable sEMG–PMUT Sensor Fusion Approach for Hand Gesture Recognition Based on Machine Learning
[IEEE] 2026-8-7 | SecureInsight: A Privacy-Preserving Offline Document Intelligence Assistant
[IEEE] 2026-8-7 | Evaluating Liquid Neural Networks on a Behavioral Cloning Quadrotor Control Problem
[IEEE] 2026-8-7 | Comparison of Traditional Machine Learning Models and Large Language Models for Multi-Label Text Classification on X (Twitter)
[IEEE] 2026-8-7 | Anchor Box RCNN for Accurate Prediction of Consumer Price Indices in Rural and Agricultural Sectors
[IEEE] 2026-8-7 | Safety-Aware A* Based Path Planning for Autonomous Quadrotor Navigation in Dynamic Wildfire Environments
[IEEE] 2026-8-7 | TransparentCube: A Dynamic, Explainable, and Actionable Data Model for AI Governance
[IEEE] 2026-8-7 | A Real-Time Integrated Hauling Information System for Optimized Cost and Inventory Management in Mining Corporation
[IEEE] 2026-8-7 | Research on the High-Quality Development of Prepared Dishes Packaging Enabled by New Productivity
[IEEE] 2026-8-7 | High-Precision Gas Content Detection in Microfluidic Chips Based on PMUTs and Machine Learning
[IEEE] 2026-8-7 | Direct Acoustic Cross-Medium Communication in Misaligned Scenarios: Channel Modeling and Experimental Validation
[IEEE] 2026-8-7 | Narrative of Rural Cultural Tourism Scene Based on AR Technology Digital Display Design Research
[IEEE] 2026-8-7 | Research on User Experience Design of Shared Orchard Based on Perceived Value Model and IPA Analysis
[ACM] 2026-8-8 | High-arity PAC learning via exchangeability
[ACM] 2026-8-7 | TSRBench: Benchmarking Time-Series Retrieval
[ACM] 2026-8-7 | AGMark: Attention-Guided Dynamic Watermarking for Large Vision-Language Models
[ACM] 2026-8-7 | Learn When and Where to Connect: Adaptive Virtual Nodes for Dynamic Message Passing on Graphs
[ACM] 2026-8-7 | RespMultimodal 2026: Responsible Multimodal Foundation Models for Knowledge Discovery
[ACM] 2026-8-7 | MGTA: Multi-scale Graph Tokens Alignment for CTR Prediction via Pre-trained Language Models
[ACM] 2026-8-7 | GUIDER: Generative User Interest Discovery via Explicit Reasoning with Large Language Models
[ACM] 2026-8-7 | A Hands-on Tutorial for Diffusion Language Models with dLLM
[ACM] 2026-8-7 | An Efficient and Accurate Grid Compression Solution for Point-to-Line Nearest Neighbor Search
[ACM] 2026-8-7 | Label-consistent Clustering for Evolving Data
[IEEE] 2026-8-7 | Retinex-Based Comparative Framework for Weld Defect Detection Under Low-Light Conditions
[IEEE] 2026-8-7 | Digital Protection and Inheritance Technology of Cultural Heritage
[IEEE] 2026-8-7 | A High-Flowrate Valveless Piezoelectric Micropump with a Central Anchor Structure
[IEEE] 2026-8-7 | Research on the Continuation of Varied Sound Cultural Heritage of Wenshan Prefecture in Yunnan Under the Background of Cultural and Tourism Integration
[IEEE] 2026-8-7 | Ecological Characteristics and Evolution of Urban Green Sustainability Carrying Capacity in the Bohai Rim Region
[IEEE] 2026-8-7 | A Brainwave-Based Practicality Detection Mechanism for Wayfinding Systems
[IEEE] 2026-8-7 | End-to-End NMS-Free Detection for High-Density Non-Rigid E-Bikes via Parameter-Free 3D Attention
[IEEE] 2026-8-7 | Research on the Design of AR Digital Scenery for the Summer Palace Based on a 3D Ink-Wash Style Rendering Technological Model
[IEEE] 2026-8-7 | Amine functionalized rice husk silica as a sustainable adsorbent for urea removal in artificial kidney applications
[IEEE] 2026-8-7 | Inversion of Inverse Flexoelectric Coefficient in 2D MoS
                    <sub>2</sub>
                    Actuators via Physics-Informed Residual Adaptive Networks
[IEEE] 2026-8-7 | Construction of Commercial Transformation Mechanism of Intangible Heritage Fashion in the Process of Sustainable Development and Cultural Inheritance
[IEEE] 2026-8-7 | Counting and Localising Sea Urchin Populations with Monocular Video Using Object Detection and SLAM
[IEEE] 2026-8-7 | Validation of LQR control with integral action for a suspended four-cable-driven parallel robot
[IEEE] 2026-8-7 | PrivFace-AI: A Federated Learning-Based Privacy-Preserving Face Recognition Framework for Unconstrained Environments
[IEEE] 2026-8-7 | Learning to Fly from Underwater: End-to-End Water-to-Air Transition Control via Soft Actor-Critic
[IEEE] 2026-8-7 | Automated Asteroid Classification Using Artificial Neural Networks: Evaluating Optimizers for Hazard Prediction
[IEEE] 2026-8-7 | Illumination Guided RRDB-Transformer Hybrid for Low-Light Image Enhancement
[IEEE] 2026-8-7 | Single-Beacon Positioning and Guidance Method for AUVs Approaching a Formation
[IEEE] 2026-8-7 | From Venice to Pingyao: A Study on Cultural and Economic Development and Challenges in the Context of the Biennale Model
[IEEE] 2026-8-7 | Underwater Acoustic Localization Method Based on Recurrent-Neural-Network-assisted Kalman Filtering
[IEEE] 2026-8-7 | Application of Digital Image Interaction Technology in the Creation of “Shanghai Jiao Tong University Innovation Design Institute - 2024 Innovation Design Workshop Project - Cultural Relics Recombination”
[IEEE] 2026-8-7 | Select-Fuse-Balance Network: Entropy-based Token Selection and Adaptive Expert Consensus Fusion for Multi-modal Object Re-identification
[IEEE] 2026-8-7 | A Study of Industrial Design Influences on Public Acceptability of Driverless Vehicles in Public Arenas
[IEEE] 2026-8-7 | Research on the Construction and Application of the Evaluation Index System for Power Grid Planning Effect Under the Participation of Virtual Power Plants
[IEEE] 2026-8-7 | Visual Symbol Design in Short Video Advertising: A Case Study of TikTok
[IEEE] 2026-8-7 | Dimension-Independent Multi-Agent DRL for Multi-Cell Interference Mitigation
[IEEE] 2026-8-7 | Ultrahigh-Output Liquid–Solid Triboelectric Nanogenerators Enabled by Coupled Localized Surface Plasmon Resonance and Interfacial Polarization
[IEEE] 2026-8-7 | Oblique-Flow Fan-Wing Thruster: A New Propulsion System That Facilitates Decoupling Control for Quadrant-Habitat Fan-Wing Vehicles
[IEEE] 2026-8-7 | Effects of Symmetric and Antisymmetric Modes on Underwater Wet Modes and Acoustic Radiation Characteristics of Stiffened Cylindrical Shells
[IEEE] 2026-8-7 | Research on Temporary Exhibition Design Based on Aluminum Profile Structure Optimization
[IEEE] 2026-8-7 | Engineering Insights into Coral Reef Habitat Distribution Using Hydrodynamic Modelling and Seabed Morphology: A Gulf of Mannar Case Study
[IEEE] 2026-8-7 | A Probabilistic Forecasting Model for Waveinduced Ship Motion Based on the Context-Aware Koopman Algorithm
[IEEE] 2026-8-7 | CCAN-YOLO: An Optimization of Aerial Small Object Detection Algorithm Based on YOLOv11
[IEEE] 2026-8-7 | Investigating the Effect of Sustainable Product Packaging on Consumer Behavior Using EEG Signals
[IEEE] 2026-8-7 | Innovating Tradition: Ecological Design and Public Art Transformations in Zhucun's Qixi Festival
[IEEE] 2026-8-7 | Research on the Evolution of Architectural Spatial Form and Integration of Artistic Style Based on Generative Algorithms
[IEEE] 2026-8-7 | Robust Time-Difference-of-Arrival Localization with Sensor Position Uncertainty Using Ridge-Regularized Weighted Total Least Squares
[IEEE] 2026-8-7 | Analytical Electromechanical Model of Curved Piezoelectric Bimorph Beams
[IEEE] 2026-8-7 | Electromagnetic modeling of PMSM based on multi-scale physics-informed neural network with dual-level Bayesian uncertainty weighting mechanism
[IEEE] 2026-8-7 | Robust Detection of Underwater Small Targets Using Forward-Looking Sonar
[IEEE] 2026-8-7 | Hybrid AWC-PSO for Multi-UUV Path Planning in Complex Scenarios
[IEEE] 2026-8-7 | Real-Time Performance Feedback Loops for DevOps-Based Continuous Integration and Deployment Systems
[IEEE] 2026-8-7 | The Visual Artistic Experiment Design for Autism Based on Art Therapy
[IEEE] 2026-8-7 | Numerical Investigation on Galloping Response of the Semi-Arc Cylindrical Structure
[IEEE] 2026-8-7 | A Modular Loosely-Coupled Multi-Sensor Localization Framework for Low-Cost UGVs in GNSS-Denied Environments
[IEEE] 2026-8-7 | A Multi-Scale Forest Fire Detection Model Based on an Improved YOLOv11n
[IEEE] 2026-8-7 | Research on an Electrostatic Tuning Method for Suppressing Stiffness Coupling Error of the MEMS Butterfly Gyroscope
[IEEE] 2026-8-7 | The Contemporary Innovative Inheritance of the Cultural Ecology of the Traditional Construction Techniques of the Xiangshan Group Intangible Heritage
[IEEE] 2026-8-7 | Resilient Privacy-Preserving Collaborative Predictive Maintenance through a Federated Multi-Layer Architecture
[IEEE] 2026-8-7 | A Study of Design Trends and Innovative Applications of PBVs in MaaS Systems
[IEEE] 2026-8-7 | Design of a High-performance and Compact Switched BAW Filter Bank
[IEEE] 2026-8-7 | Exploring the Role of Environmental Factors in Urban Outdoor Recreation: Insights from Wuhan, China
[IEEE] 2026-8-7 | Silicon-based Piezoelectric MEMS Liquid Pump with Fully Integrated Check Valve Structure
[IEEE] 2026-8-7 | Extending OEE to OEE–OS: Integrating Obsolescence and Shortages into Equipment Performance Measurement
[IEEE] 2026-8-7 | An Interpretable Prototype-Based Approach for ECG Heartbeat Classification
[IEEE] 2026-8-7 | Real-Time Recognition of Bharatanatyam Asamyuta Hasta Mudras Using Hand Landmarks with Acupressure Benefits and Hasta Viniyoga Based on Abhinaya Darpana
[IEEE] 2026-8-7 | Game-Theoretic Cross-Modal QoS Optimization for Cloud-Edge Intelligent Visual Services
[IEEE] 2026-8-7 | Phishing-Domain Detection via Weighted Fusion of Rules, Semantics, and CNN-BiLSTM
[IEEE] 2026-8-7 | Numerical Study on the Propulsive Performance of Tuna
[IEEE] 2026-8-7 | AI Empowered MEMS Thermopile Array A Practical Approach for Target Detection with Commercial Off-the-Shelf Visual Models
[IEEE] 2026-8-7 | Matched Field Inversion with a 1D-FNO Networkbased Surrogate Propagation Model
[IEEE] 2026-8-7 | Real-Time Trajectory Prediction of an Under-Actuated AUV Based on GAT-GRU and Dual Attention Mechanism
[IEEE] 2026-8-7 | Research on the Application of Color in Smart Museums to Enhance the Interactive Effects of Digital Cultural Relics
[IEEE] 2026-8-7 | Bayesian-Based DOA Estimation for Underwater Acoustic Systems Using Nested Arrays
[IEEE] 2026-8-7 | Adaptive Sliding Mode Learning Control for Nonlinear Interconnected Systems with Chattering-Free Guarantee
[IEEE] 2026-8-7 | Learning-Augmented Tube Model Predictive Control for Autonomous Vehicle Trajectory Tracking
[IEEE] 2026-8-7 | A Diffusion-Based Reinforcement Learning Method for AUV Path Following
[IEEE] 2026-8-7 | Cross-Medium Throughput Optimization With AUV Mobile Relay Path Planning
[IEEE] 2026-8-7 | Research on APP Design and Analysis of Predicted Effects of Universal Dissemination of Agricultural Farming Technology
[IEEE] 2026-8-7 | Frustumpillar-Fusion: Gated 4D Radar-Camera Fusion for USVs
[IEEE] 2026-8-7 | Asymmetric Delay-Induced Translation in Displacement Formations
[IEEE] 2026-8-7 | KneeMS to Monitor Knee Acoustic Emissions for Juvenile Idiopathic Arthritis
