[2026-08-28 02:37:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-27
正在获取论文...
[arXiv] 2026-08-27 | Bochner Stability for B-stable DIRK Schemes
[arXiv] 2026-08-27 | Quantum Rare-Event Estimation for Ising Graphical Models with Belief-Propagation State Preparation
[arXiv] 2026-08-27 | Spectral-Efficient MIMO-OFDM: Low-Complexity Solution based on Random Multiplexing
[arXiv] 2026-08-27 | Interpretable hybrid credit scoring for thin-file and underbanked populations
[arXiv] 2026-08-27 | Small-time annealed large deviations principle for one-dimensional diffusions in a random environment
[arXiv] 2026-08-27 | Rethinking Image Processing for the Age of AI: A Problem-First Framework for Scientific Progress
[arXiv] 2026-08-27 | Evaluator-Dependent Patient-Adaptive ECG Lead-Channel Allocation
[arXiv] 2026-08-27 | The off-diagonal low rank property: new opportunities for low-scaling computational chemistry methods
[arXiv] 2026-08-27 | Multi-Image Visual Token Pruning in Large Visual Language Models
[arXiv] 2026-08-27 | Expected Shortfall Model Averaging
[arXiv] 2026-08-27 | A lone divider allocation algorithm with subjective divisibility
[arXiv] 2026-08-27 | Alkali lines at extreme densities and their impact on giant planet interior structure
[arXiv] 2026-08-27 | Integrating Network Psychometrics and LLMs: The Ising-Embeddings-Model applied to Reliability Auditing
[arXiv] 2026-08-27 | A Hybrid Post-Quantum Encryption Architecture with Self-Hosted Key Management for SME Cloud Data Protection
[arXiv] 2026-08-27 | Derivative hierarchy as the origin of kernel-dependent trends in Gaussian process reconstructions of the hubble parameter
[arXiv] 2026-08-27 | The weak bialgebra structures on $\mathbb{k}^{\oplus n}$
[arXiv] 2026-08-27 | Detectability of Forced ENSO Changes under Global Warming: Insights from the Recharge Oscillator
[arXiv] 2026-08-27 | DEEPCHART: How Far are LLMs from Faithful Data-Science Chart Generation?
[arXiv] 2026-08-27 | Letters hide the truth from our eyes: English homophones have meaningfully different phonetic realizations
[arXiv] 2026-08-27 | Moderate Deviations for the Largest Eigenvalue of a Randomly Deformed Gaussian Unitary Ensemble
[arXiv] 2026-08-27 | Claude Code Complete User Handbook
[arXiv] 2026-08-27 | Instability of two-dimensional nonrelativistic altermagnets
[arXiv] 2026-08-27 | Dynamic Tree Colors: Adaptive Discriminable Hierarchies with Minimum Instability
[arXiv] 2026-08-27 | Knowing When Not to Reuse: Conditional Experience Transfer in Autonomous LLM Post-Training
[arXiv] 2026-08-27 | Beyond a Single Story: Meta-Reviewing Sparse and Incomplete User-generated Contents for Recommendation
[arXiv] 2026-08-27 | Nonhamiltonian regular sublinear expanders
[arXiv] 2026-08-27 | Distinct routes to phase transitions in spatial activation systems
[arXiv] 2026-08-27 | A Structural Theory of Admissible Transitions in Biological Reaction Networks
[arXiv] 2026-08-27 | Terahertz anomalous Hall effect in magnetic Weyl semimetal Co$_3$Sn$_2$S$_2$
[arXiv] 2026-08-27 | Surrounded by Friends: Design and Evaluation of Immersive Layouts of Egocentric Network for Visual Analytics
[arXiv] 2026-08-27 | Unsupervised Adaptation of 3D CT Foundation Models for 3D CBCT Segmentation
[arXiv] 2026-08-27 | Multiscale Loop Vertex Expansion for Cumulants, the $φ^4_2$ Model
[arXiv] 2026-08-27 | When Interference Graphs Evolve: Doubly Robust Estimation of Dynamic Peer Effects
[arXiv] 2026-08-27 | Task-space model-based control of pneumatic soft actuators
[arXiv] 2026-08-27 | A Trans-Domain Digital Twin for Bio-Aware Control of Climate and Energy in Cattle Fattening Barns Using Single-Episode Optimizer Learning
[arXiv] 2026-08-27 | LLMs in Digital EDA: A perspective on shifting roles from Generation to Orchestration
[arXiv] 2026-08-27 | Parameter-Efficient pretrained-CT-to-MRI Transfer for Rectal Cancer Segmentation: Performance-Calibration Trade-offs
[arXiv] 2026-08-27 | ElemCo.jl: A Julia package for electron-correlation methods
[arXiv] 2026-08-27 | Prediction of Prediction (PoP): Inter-Layer Activation Fusion for Single-Pass Hallucination Detection in Large Language Models
[arXiv] 2026-08-27 | Inductive Correlation Clustering with Graph Neural Networks
[arXiv] 2026-08-27 | GRAIN: Bridging Name and Narrative Shifts in Real-World Graph Reasoning through Invariance-Rewarded Agentic RL
[arXiv] 2026-08-27 | Optimal Gaussian networks for private distributed quantum sensing
[arXiv] 2026-08-27 | Diatom frustules as naturally occurring resonant microarchitectures: revealing vibrational eigenmodes across pennate and centric species
[arXiv] 2026-08-27 | Cross-Lingual Alignment Without Joint Training: Do Monolingual Language Models Converge on Universal Representations?
[arXiv] 2026-08-27 | Linear Independence of Polynomial Compositions and Identifiability of Deep Neural Networks
[arXiv] 2026-08-27 | Primal-dual methods and acceleration for Morozov and equality constrained regularization
[arXiv] 2026-08-27 | LAAF: A Layered Accountability Architecture Framework for LLM Applications
[arXiv] 2026-08-27 | Product Structure Meets Track Layouts
[arXiv] 2026-08-27 | Automated 2D and 3D Segmentation of AMD and DME Lesions in OCT
[arXiv] 2026-08-27 | An Empirical Evaluation of Using Large Language Models for Automated Model-Based Test Generation
[arXiv] 2026-08-27 | Localization Delocalization Transition in Diffusion with Adaptive Resetting
[arXiv] 2026-08-27 | Active sensing to characterize the heterogeneity of plant stress
[arXiv] 2026-08-27 | Active Diffusion-Based Inference for Ill-Posed Inverse Problems under Incomplete Priors
[arXiv] 2026-08-27 | Learning Transverse Momentum Distributions from Raw Scattering Events via Conditional Diffusion
[arXiv] 2026-08-27 | Coupled stochastic variational principles for multiscale surface gravity waves -- Part I: theoretical framework
[arXiv] 2026-08-27 | THz-induced phonomagnetism in diamagnetic quantum paraelectric KTaO$_3$
[arXiv] 2026-08-27 | Global well-posedness for the 2D stochastic hypoviscous Navier-Stokes equations
[arXiv] 2026-08-27 | Radio Imaging and Resource Allocation in Frugal Multistatic D-MIMO ISAC Systems
[arXiv] 2026-08-27 | ITL: Interpretable Document Alignment with Structured Reference Frameworks
[arXiv] 2026-08-27 | Direct or Mediated? Task-Dependent Audio Information Routing in Large Audio Language Models
[arXiv] 2026-08-27 | Intrinsic anomalous Hall response in the bilayer kagome ferromagnet Co$_3$Sn
[arXiv] 2026-08-27 | Toric vector bundles and the number of zeros of vertical systems
[arXiv] 2026-08-27 | Field-driven attosecond deflection of electron beams at the position of planar foils
[arXiv] 2026-08-27 | A Multi-Modal AI Framework for Real-Time Queue Prediction, Management and Optimisation in Intelligent Border Control Systems
[arXiv] 2026-08-27 | Metamorphism: A mathematical challenge for antivirus technology
[arXiv] 2026-08-27 | Generalised Cone Conjecture, II: Generic Sakai surfaces
[arXiv] 2026-08-27 | Testing holographic computation of entanglement pseudo-entropy in dS\textsubscript{3}/ICFT\textsubscript{2}
[arXiv] 2026-08-27 | A note on shifting distributions via Poisson races
[arXiv] 2026-08-27 | DSA: Evidence-Aware LLM-Agent Orchestration for Multi-Market Stock Research
[arXiv] 2026-08-27 | Mean-covariance turnpikes in Wasserstein distributionally robust linear-quadratic control
[arXiv] 2026-08-27 | Rigidity on the two-torus and Sarnak's conjecture
[arXiv] 2026-08-27 | Squeezing More from Limited Data with Recursive Transformers
[arXiv] 2026-08-27 | Linear response for random systems with a cusp
[arXiv] 2026-08-27 | ClusterAttention: A training-free speedup of bidirectional attention
[arXiv] 2026-08-27 | WikiSkill: Compiling Agent Experience into Persistent Knowledge for Skill Evolution
[arXiv] 2026-08-27 | Distinguishing Quantum Capacitance Signatures of a Topological Majorana Wire from a Normal Wire Segment
[arXiv] 2026-08-27 | Proof of the AGT Conjecture at Generic $β$
[arXiv] 2026-08-27 | Do User-Authored Permission Policies Improve Protection Against AI Agent Overreach?
[arXiv] 2026-08-27 | Towards the Global Torelli Theorem
[arXiv] 2026-08-27 | RedEvoAgent: Automatic Red-Teaming Agent with Experience-Driven Skill Evolution
[arXiv] 2026-08-27 | Free Novikov-Zinbiel algebra
[arXiv] 2026-08-27 | Disjoint and nearly disjoint sums of matrix multiplication tensors and their centroids
[arXiv] 2026-08-27 | Scalar curvature on Kähler blow-ups and systolic inequalities
[arXiv] 2026-08-27 | misi: a Metric Inverted Sample Index
[arXiv] 2026-08-27 | Algorithms for Robbins' Problem using Markov Decision Processes
[arXiv] 2026-08-27 | Retrieval Heads Meet Vision: Uncovering How VLMs Locate and Extract Visual Information
[arXiv] 2026-08-27 | Consolidating RLVR Capabilities Across Domains: A Deep Dive into Fusion Paradigms
[arXiv] 2026-08-27 | The Erdos--Gallai bound for consecutive even cycle lengths
[arXiv] 2026-08-27 | Sharp quadratic $χ$-binding functions for powers of bipartite graphs
[arXiv] 2026-08-27 | CorporateBench: Large-Scale Q&A Benchmarking with Temporal Knowledge Bases
[arXiv] 2026-08-27 | Beyond Harassment: Exploring the Harm Experienced by People with Disabilities in Social Virtual Reality
[arXiv] 2026-08-27 | Token-Level Advertising
[arXiv] 2026-08-27 | How well can Diffusion Models learn Lagrangian-Tracer Statistics in Non-reciprocal Turbulence?
[arXiv] 2026-08-27 | Puro-2B: Poor Lab's Qwen2-1.5B Trained on RTX 5090 within $5090
[arXiv] 2026-08-27 | Successive Capacity Growth: Task-Complexity-Driven Width and Depth Expansion for Vision Transformer Encoders in JEPA World Models
[arXiv] 2026-08-27 | Nonparametric multiscale modeling of boundary lubrication: hexadecane in highly pressurized gold asperity contacts
[arXiv] 2026-08-27 | Pair-Level Essay-Scale Republication and Reuse from Fragmented Historical Text Reuse: A Workflow Study on Eighteenth-Century Books and Newspapers
[arXiv] 2026-08-27 | Ultra-Low-Loss Silicon Nitride on Sapphire for Broad-Transparency Nonlinear and Quantum Photonics
[arXiv] 2026-08-27 | IDSD: Iterative Deep-Learning-Based Signal Decomposition
[arXiv] 2026-08-27 | R2M-Bench: Evaluating Revisit Memory via Relative Consistency in Interactive Video World Models
[arXiv] 2026-08-27 | On Consecutive Non-primitive Elements over Finite Fields
[arXiv] 2026-08-27 | Numerical Godeaux Surfaces with many disjoint $(-2)$-curves and Applications
[arXiv] 2026-08-27 | Grain Boundary Phase Transitions Enable Diffusionless Climb of Disconnections
[arXiv] 2026-08-27 | Local Laws and Edge Universality for Noncentral Sample Covariance Matrices
[arXiv] 2026-08-27 | The Spherical Hadwiger Theorem
[arXiv] 2026-08-27 | Optimal cloning of mixed states
[arXiv] 2026-08-27 | The Matrix Pythagorean Equation over $\mathrm{GL}_2(\mathbb{Z})$
[arXiv] 2026-08-27 | A Multilevel Interacting Particle System Method for the estimation of Failure Probabilities
[arXiv] 2026-08-27 | Revisiting the enigmatic sixth star cluster in the Fornax dwarf spheroidal galaxy
[arXiv] 2026-08-27 | Asymptotic consensus and flocking under decaying persistent excitation on rooted digraphs
[arXiv] 2026-08-27 | Strategy-Proof and Minimally Wasteful Random Assignment
[arXiv] 2026-08-27 | Exceptional covers of the projective line with genus-one Galois closure: arithmetic forms over finite fields
[arXiv] 2026-08-27 | Conservative deterministic Markov models in mathematical biology: uniqueness of steady states, reversibility and computational methods
[arXiv] 2026-08-27 | Assessing Company Contributions to Societal Resilience: Extending the Societal Capacity Assessment Framework to Agentic AI
[arXiv] 2026-08-27 | HALO: A Heterogeneity-Aware Language-Aligned IMU Foundation Model for Open-Set Human Activity Recognition
[arXiv] 2026-08-27 | On the weak Lefschetz property of Artinian Gorenstein algebras of codimension three in arbitrary characteristic
[arXiv] 2026-08-27 | Towards the exploration of astrophysical datacubes through volumetric rendering within CARTA
[arXiv] 2026-08-27 | From Security Events to Conflict States: A Three-layer Cyber Defense Scenario Model for Enhanced Cyber Situational Awareness
[arXiv] 2026-08-27 | Strong Converse Exponent of Quantum State Merging
[arXiv] 2026-08-27 | Uniqueness of positively curved ancient Ricci flows on surfaces with boundary
[arXiv] 2026-08-27 | Nonlinear Model Predictive Control for Guidance Law with Target Input Estimation
[arXiv] 2026-08-27 | Occupation-Driven Josephson Diode in a Symmetric Junction
[arXiv] 2026-08-27 | A spatio-temporal block aggregation model for latent log Gaussian outcomes: application on modelling wastewater virus concentration in Wales
[arXiv] 2026-08-27 | PACE: A Unified Condense-and-Extract Paradigm for Fast VLM Inference
[arXiv] 2026-08-27 | Helly and Radon theorems for convex intersections containing $k$-flats
[arXiv] 2026-08-27 | Exploring $Z/γ$-mediated heavy FCNCs at the FCC-ee
[arXiv] 2026-08-27 | On Eigenvalue Bounds for Bounded Genus Graphs and Minor-Free Graphs
[arXiv] 2026-08-27 | STAR : Sentence Translation Alignment Rate for Document-to-Document Machine Translation
[arXiv] 2026-08-27 | AgentDV: Closed-Loop Agentic AI for Hardware Design Verification
[arXiv] 2026-08-27 | Safety Does Not Compose: Non-Decaying Loop State for Autonomous LLM Agents
[arXiv] 2026-08-27 | Graph-based causal variance decompositions: When "variance explained" means causation
[arXiv] 2026-08-27 | Catastrophic tidal disruption of heterogeneous rubble piles: a tale of two regimes
[arXiv] 2026-08-27 | TwinKV: A Composable Repair Pass for KV Cache Eviction via Pairwise Key Redundancy
[arXiv] 2026-08-27 | Cone Extended Rayleigh Quotients for Directed Graph Learning: Minimax Spectral Certificates, Sensitivity, and Adaptive Control
[arXiv] 2026-08-27 | Modeling Spatially Obfuscated Street-Crime Data using Log-Gaussian Cox Processes on Metric Graphs
[arXiv] 2026-08-27 | Real-Time Reconstruction of Markov Sources over MPR Channels
[arXiv] 2026-08-27 | DocTalkBN: A Novel Dataset of Expert Telemedicine Conversations in Bengali
[arXiv] 2026-08-27 | An isoperimetric characterization of a new ADM-like mass for $C^0$-asymptotically flat manifolds
[arXiv] 2026-08-27 | The universal measure of nonstochastic objects
[arXiv] 2026-08-27 | Beyond-EUV spectrum of highly-charged gadolinium
[arXiv] 2026-08-27 | Soliton Solutions to the Curvature Flow on the 2-dimensional De Sitter Space and Applications
[arXiv] 2026-08-27 | Pass the Bucket: Efficient, Robust, Local Load Balancing for Teams of Heterogeneous Robots
[arXiv] 2026-08-27 | On the spherical design properties of a $P$- and $Q$-polynomial association scheme
[arXiv] 2026-08-27 | Source models of ultrahigh-energy cosmic rays
[arXiv] 2026-08-27 | HURACAN: A comparison of stellar and interstellar proper motions inside L1688
[arXiv] 2026-08-27 | Classification of facial exposedness of completely positive cones over symmetric cones
[arXiv] 2026-08-27 | Interface Conditions for Wave Propagation Through a Time-varying Metasurface
[arXiv] 2026-08-27 | Modular periodicity of the Euler up/down numbers at odd prime powers
[arXiv] 2026-08-27 | Self-starting Dynamics in All-fibre All-Normal-Dispersion Thulium Mamyshev oscillator
[arXiv] 2026-08-27 | Research Design Tracking and Assessment for the Social Sciences
[arXiv] 2026-08-27 | High-resolution in situ analysis of biomass pyrolysis by combining quantitative synchrotron $μ$CT and 3D particle-resolved simulations
[arXiv] 2026-08-27 | Optimal stability of regularized spectral differentiation in Sobolev spaces
[arXiv] 2026-08-27 | Riemann-1.0: An Embodied World Action Model for Physical AI
[arXiv] 2026-08-27 | Crossing the Rotational Sound Barrier in a Quantum Solvent
[arXiv] 2026-08-27 | FaulT-Bench: Towards Benchmarking Network Troubleshooting LLM Agents under Unreliable User Tickets
[arXiv] 2026-08-27 | ProRetrieval: Learning to Orchestrate Hybrid Search via Executable Program Synthesis
[arXiv] 2026-08-27 | Atomic-scale composition of the ternary III-V semiconductor (Al,Ga)Sb visualized by cross-sectional scanning tunneling microscopy
