[2025-12-06 09:09:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-05
正在获取论文...
[IEEE] 2025-12-5 | Energy Harvesting in Solar-Powered UAV Communication With Rate Splitting Multiple Access
[IEEE] 2025-12-5 | Photonic Reservoir-Based Reinforcement Learning for Autonomous Mobile Robots Using Subcarrier Intermodulation Distortion
[IEEE] 2025-12-5 | Bit Error Rate (BER) Performance of BPSK, QPSK, and 16-QAM in a PMCW Radar Environment
[IEEE] 2025-12-5 | IoT Based Deep Learning Framework for Continuous Healthcare Monitoring of Vital Signs
[IEEE] 2025-12-5 | SMF-Coupled Compact Ground Terminal with Advanced Filtering Towards Daylight C-Band Satellite QKD
[IEEE] 2025-12-5 | Outage Analysis of IRS-Assisted Friendly Jamming for Physical Layer Security
[IEEE] 2025-12-5 | A Multi-Die Solution for Recovering from Double-Event Upsets in FPGA-Based Space Applications
[IEEE] 2025-12-5 | Performance Analysis of Solar Panels: Effects of Panel Tilt, Surface Cleanliness, and Weather Conditions
[IEEE] 2025-12-5 | Apple Leaf Disease Recognition Using Intelligent Techniques
[IEEE] 2025-12-5 | SVM-LSTM Model for Real-Time Detection of Punching Errors and Classification Using Kinectv2 and BNO055 Sensor
[IEEE] 2025-12-5 | Research on Bearing Condition Monitoring of Offshore Wind Turbine Units
[IEEE] 2025-12-5 | Smart UHF-RFID Collar Enhances Sustainability in Precision Livestock Management
[IEEE] 2025-12-5 | C-Band 350Gb/s 8.52-km Optical Interconnect Enabled by Anti-Resonant Hollow-Core Fiber and PS-PAM16
[IEEE] 2025-12-5 | LoRA-MAEJSCC: Masked Autoencoders for Semantic Communications using Low-Rank Adaptation
[IEEE] 2025-12-5 | Performance-Based Selection Methodology for Web Communication Protocols
[IEEE] 2025-12-5 | Ultra-Compact Leaky ReLU Nonlinear Function on IMOS
[IEEE] 2025-12-5 | Detecting Impersonation in Social Media: An NLP and Machine Learning Perspective
[IEEE] 2025-12-5 | Spam Message Classification Using Machine Learning and Deep Learning Approaches
[IEEE] 2025-12-5 | Modeling and Simulation of Photovoltaic Maximum Power Point Tracking Based on Improved Salp Swarm Algorithm Coupled with PEMEC
[IEEE] 2025-12-5 | AI-Assisted Professional Development for English Teachers: Improving Pedagogical Strategies in Adult Education
[IEEE] 2025-12-5 | Optimal scheduling of hybrid wind-photovoltaic-electricity-hydrogen energy storage microgrid considering safety and health management of energy storage devices
[IEEE] 2025-12-5 | Forging Keystrokes: Practical GAN-based Presentation Attacks on Typing Biometrics
[IEEE] 2025-12-5 | An open-circuit fault localization method for MMC based on the noise-corrected 3σ criterion
[IEEE] 2025-12-5 | A Retrieval-Augmented Generation Model for Faith-Aligned QA in Bhagvat Gita
[IEEE] 2025-12-5 | AI-Powered Moodle Modules for Advanced E-Learning
[IEEE] 2025-12-5 | Auto Power Supply Control from 4 Different Sources using Microcontroller
[IEEE] 2025-12-5 | Life prediction of sodium-ion battery based on a double exponential equation
[IEEE] 2025-12-5 | Deep Learning for Suspicious Activity Detection in Surveillance Videos
[IEEE] 2025-12-5 | Co-Existence of Quantum-Key Distribution and Classical Transmission in Space-Division Multiplexed Fiber-Optic Systems: Modelling and Validation Over Field-Deployed Multi-Core Fibers
[IEEE] 2025-12-5 | RFID Coupler Design for Encoding RFID Tags Without Retraction Inside Printers
[IEEE] 2025-12-5 | Qiskit-Enabled Simulation of Quantum Key Distribution over Starlink Satellite Networks
[IEEE] 2025-12-5 | Early Detection of Heart Disease Risk Factors Using Machine Learning: A Predictive Approach
[IEEE] 2025-12-5 | Long-Haul 2000-Km Single-Mode Fibre Transmission with Net Bitrate of 105.6 Tb/S in S+C+L Band Using Low-Noise Forward-Pumped Distributed Raman Amplification
[IEEE] 2025-12-5 | Anti-Reflection Coated SSMF to Hollow-Core Fiber Splicing with Low-Loss and Low Back-Reflection
[IEEE] 2025-12-5 | Efficient Dynamic Range Optimization for Coherent PONs via Burst-Mode Digital Signal Processing with Adaptive Power Rebalancing, and Guard Band Management
[IEEE] 2025-12-5 | Failure prediction of water quality parameters in wastewater treatment processes
[IEEE] 2025-12-5 | Optical Chiplet with 0.75-pJ/bit Transmitter Using Membrane III-V Electro-Absorption Modulators on Si and Differential CMOS Driver
[IEEE] 2025-12-5 | Demonstration of a Mid-IR FSO Link Achieving Complex Data Modulation and a Tuneable Wavelength Covering ∼4-5 μm Based on a 1.55-μm-Pumped OPO
[IEEE] 2025-12-5 | Indonesian Folklore Storytelling in Japanese Language with Text-to-Speech
[IEEE] 2025-12-5 | Bridging Perception and Communication with Intelligence: An Overview of AI in 6G ISAC Systems
[IEEE] 2025-12-5 | A Novel Technique for Privacy Preservation of Vehicle users using Blockchain during accessing Smart Applications
[IEEE] 2025-12-5 | FIFO-less Bidirectional Core-Pumped 4-core MC-EDFA Featuring with Multicore Isolator / Pump Combiner Hybrids
[IEEE] 2025-12-5 | Designing an AI Assisted Telemedicine Portal for Rural India
[IEEE] 2025-12-5 | Effective Fault Diagnosis Method for Induction Motors via Knowledge-Enhanced Graph Convolution Networks
[IEEE] 2025-12-5 | 13.56 MHz NFC HF Full Passive and Analog Tag with a Chaotic Duffing Resonator to Achieve Secured Authentication
[IEEE] 2025-12-5 | Intrusion Detection in the Modern Threat Landscape: A Review of Evolving Techniques
[IEEE] 2025-12-5 | Long-Haul SDM Transmission over 12-Coupled-Core Fiber with Semi-Real-Time $24\times 24$ MIMO Processing on FPGA
[IEEE] 2025-12-5 | Recent Advances in Machine Learning for Reconfigurable Intelligent Surfaces: Methods, Applications, and Open Challenges
[IEEE] 2025-12-5 | Lightweight Deep Learning Model for Low-Light Human Activity Recognition: ARID v1.5 Dataset
[IEEE] 2025-12-5 | High-gain Suspended Silicon Nitride Waveguide Amplifiers En-abled by Double-sided $\text{Er}^{3+}:\mathrm{A}1_{2}\mathrm{O}_{3}$ Coating
[IEEE] 2025-12-5 | Performance of PM Holmium Doped Fiber Amplifiers with Hybrid Pumping at 1150nm and 1860nm
[IEEE] 2025-12-5 | Big Data Analytics for Optimizing Film Distribution and Social Media Promotion
[IEEE] 2025-12-5 | Systems Diagnostics Using AI-Enhanced Imaging Techniques for Smart Grid Applications
[IEEE] 2025-12-5 | Source Data Free Abnormal Sound Detection of Industrial Equipment Based on Teacher-student Structure
[IEEE] 2025-12-5 | Leveraging AI for Governance: Navigating Ethical Challenges and Enhancing Democratic Values in Public Services
[IEEE] 2025-12-5 | Optimized Signal Processing for High-Resolution FBG Strain Sensing Using a Dual-Comb Interrogator
[IEEE] 2025-12-5 | An Improved BRB Fault Diagnosis Method Considering Laplace Score and Sigmoid Weight Assignment
[IEEE] 2025-12-5 | Seq-Dssm: A Sequence-Processing-Based Deep State Space Model for Soft Sensing
[IEEE] 2025-12-5 | Generative AI-Based Digital Narrative Content Generation for Ideological and Political Education and Ethical Risk Prevention
[IEEE] 2025-12-5 | Research on the integration of Internet of Things and artificial intelligence in the construction of green transportation infrastructure: Aiming at optimizing transportation economic and environmental benefits
[ACM] 2025-12-6 | An Empirical Study on the Coupling Coordination between the Disciplinary Structure of Higher Education and the Industrial Structure in China
[ACM] 2025-12-6 | Design and Implementation of an Intelligent Student Attendance Management System
[ACM] 2025-12-6 | Research on the Architecture of Virtual Training Education Platform Enabled by Artificial Intelligence Technology
[ACM] 2025-12-6 | Path Analysis of University Teachers’ Digital Literacy Enhancement Based on Deep Learning: A Perspective of Sports and Arts Integration
[ACM] 2025-12-6 | Research on Student Behavior Analysis and Prediction in Vocational Colleges Based on Multi-source Data Mining
[ACM] 2025-12-6 | NeuroSwift: A Lightweight Cross-Subject Framework for fMRI Visual Reconstruction of Complex Scenes
[ACM] 2025-12-6 | Federated Deep Incomplete Multi-View Clustering with Heterogeneity-Matching and Attention-Based Imputation
[ACM] 2025-12-6 | Gloss-Free Sign Language Translation With Optical-Flow Guided Two-Stream Network
[ACM] 2025-12-6 | Phoneme-Controlled LLM with Self-Supervised Speech Prompts for Mispronunciation Detection
[ACM] 2025-12-6 | DualCap: Enhancing Lightweight Image Captioning via Dual Retrieval with Similar Scenes Visual Prompts
[ACM] 2025-12-5 | DiGiT: A Diffusion-based Modular Geophysical Toolkit for On-device Multi-modal Data Generation
[ACM] 2025-12-6 | Gem: Scalable Monotonic Graph Processing Beyond Billion-Scale on a Single Machine
[ACM] 2025-12-5 | Investigating How to Control Virtual Spiders While Embodying Them in Virtual Reality
[ACM] 2025-12-5 | A Multimodal Haptic System for Pulling Virtual Objects
[ACM] 2025-12-5 | FlexiPrim: Deformable Primitives for Guiding 3D Painting in Virtual Reality
[IEEE] 2025-12-5 | CISES 2025 Commentary
[IEEE] 2025-12-5 | Computational Characterization of Ion Beam Uniformity of Planar Pinched-Beam Ion Diodes
[IEEE] 2025-12-5 | Harnessing Lightweight Transformer With Contextual Synergic Enhancement for Efficient 3D Medical Image Segmentation
[IEEE] 2025-12-5 | Experimental Demonstration of Using a Low-Divergence Pin-Like Beam in a 2-Gbit/s FSO Link with Limited Receiver Aperture Sizes and Variable Link Lengths under Turbulence Effects
[IEEE] 2025-12-5 | CISES 2025 Author Index
[IEEE] 2025-12-5 | PIDiff: Integrating a High-Performance Transformer into Diffusion Models for Robust and Efficient Imitation Learning
[IEEE] 2025-12-5 | Fingertip-Powered Interactive Gaming: A Sustainable Approach to Human-Machine Interaction
[IEEE] 2025-12-5 | Fault-Tolerant Control of a Coaxial Tilt-Rotor eVTOL Aircraft via a Precise Faulty Factor Observer
[IEEE] 2025-12-5 | Multi-Modal Last-Mile Delivery Optimization With Smart Micro-Hubs: A Branch-and-Price Approach With Valid Inequalities
[IEEE] 2025-12-5 | IEEE Transactions on Circuits and Systems for Video Technology Publication Information
[ACM] 2025-12-5 | Tutorial: Design Automation for ML-enabled Cyber-Physical Systems: From Verification to Synthesis
[ACM] 2025-12-6 | DiskJoin: Large-scale Vector Similarity Join with SSD
[IEEE] 2025-12-5 | Smart Home Security System with IOT and Voice Notifications
[IEEE] 2025-12-5 | User Clustering and UAV Positioning in Hybrid NOMA-Aided Space-Air-Ground Integrated Network
[IEEE] 2025-12-5 | Blockchain-Based Security Frameworks for IoT-Enabled Smart Communication Networks
[IEEE] 2025-12-5 | Research on Safety Hazard Target Detection Method for Open-pit Mines Based on RTDETR
[IEEE] 2025-12-5 | Li-Fi: The Future of Wi-Fi
[IEEE] 2025-12-5 | Multi-Agent Reinforcement Learning Scheduling Strategy for UAV Swarms
[IEEE] 2025-12-5 | 568.8 Tbls C+L-8and Transmission Over 5,166 km in a Standard-Cladding Diameter 19-Core Randomly-Coupled Multicore Fiber
[IEEE] 2025-12-5 | Quantum Entanglement Distribution Coexisting with Classical Communication Over 18-Km Hollow-Core Fibre Links
[IEEE] 2025-12-5 | Rise and Future of Smart Wearable Technology for Real-Time Health Monitoring
[IEEE] 2025-12-5 | ExplainNet: A Hybrid Visual-Linguistic Model for Human-Centered Autism Diagnosis
[IEEE] 2025-12-5 | Stock Price Forecasting with Temporal-Feature Attention and Graph SAGE on Multimodal Financial Data
[IEEE] 2025-12-5 | Effects of Virtual and Mixed Reality Environments on Heart Rate Dynamics During High-Intensity Gaming
[IEEE] 2025-12-5 | Thermally Accessible Low-Repetition-Rate Single Soliton Combs in Mode-Coupling-Engineered Microresonators
[IEEE] 2025-12-5 | Online Monitoring Driven Analysis of Multi-physics Failure Interactions in High-Temperature Thermal Energy Storage Units
[IEEE] 2025-12-5 | Pushing the Limits of Core Density in Multi-Core Fibres for Data Centre Applications
[ACM] 2025-12-6 | Multi-modal Recommendation with Joint Content and Interaction Augmentation
[IEEE] 2025-12-5 | Semi-Active RIS Optimization Using Reinforcement Learning Across Frequencies
[IEEE] 2025-12-5 | Tool Wear Prediction Using an Ensemble Hybrid Model Based on LSTM and Transformer
[IEEE] 2025-12-5 | Knowledge Fusion Graph Neural Network for Industrial Process Fault Diagnosis
[IEEE] 2025-12-5 | A Review on Explainable Artificial Intelligence in Colorectal Cancer Biomarker Analysis using Microbiome Data
[IEEE] 2025-12-5 | Exploring YOLO Inference Using Digital-Analog Hybrid Photonic Processor
[IEEE] 2025-12-5 | High-power REC-DFB Laser Array Integrated with Phase Com-pensators for Optical I/O Technology
[IEEE] 2025-12-5 | GASTPipe: Resource-Efficient Hybrid Parallelism Scheme for Distributed AI Training Over Cross-DC Optical Networks
[IEEE] 2025-12-5 | Multi-Client Scenario-Based Reverse Shell Attack Simulation
[IEEE] 2025-12-5 | StegoGAN: A Generative Adversarial Network Approach for Secure and Imperceptible Image Steganography
[IEEE] 2025-12-5 | Multi-Octave Modified Uni-Travelling Carrier Photodiode Packaging Exploiting a 100 - 500 GHz Waveguide Transition
[IEEE] 2025-12-5 | Application of Double-DQL in Improving the Secrecy Performance of IRS-Aided NOMA on THz Communications
[IEEE] 2025-12-5 | Demonstration of Millimetre-Wave Antenna Distribution over IFoF System with TDD Timing-Aligned Remote Beam Control
[IEEE] 2025-12-5 | Ultra-Low Crosstalk FSO Circulator for Full C-Band WDM Bidirectional Satellite Communication
[IEEE] 2025-12-5 | Prisma Guided Systematic Review of Large Language Model (LLM) Applications in Business Intelligence
[IEEE] 2025-12-5 | Modeling and Experimental Assessment of QKD Systems in Coexistence with QKD-Encrypted High-Capacity DWDM Transmission
[IEEE] 2025-12-5 | Localization of Autonomous Guided Vehicles in Dynamic Environments Using Chipless RFID
[IEEE] 2025-12-5 | UHF RFID-Based Battery-Free Wireless Strain Sensor for EV Battery Management Systems
[IEEE] 2025-12-5 | H2O AutoML for Malware Detection: A Signal Processing Perspective on Accuracy, Efficiency, and Interpretability
[IEEE] 2025-12-5 | Efficient Swarm Consensus: Comparative Evaluation of RLR vs Raft, RaBFT and VSSB-Raft
[IEEE] 2025-12-5 | First Demonstration of MRM on Low-Loss SiN-SOI Platform for High-Density and Low-Power Optical Interconnection
[IEEE] 2025-12-5 | LLM Assistant for TAPI Context and Client Code Translation
[IEEE] 2025-12-5 | A Semi-Supervised Remaining Useful Life Prediction Approach Based on Self-Attention Mechanism-Sequential Variational Autoencoder
[IEEE] 2025-12-5 | Microscopic Debris Classification of Pasig River Philippines Using Unsupervised Learning Clustering Algorithms
[IEEE] 2025-12-5 | Optimal Holistic Cold-Start Management in Serverless Cloud Computing Using Artificial Intelligent
[IEEE] 2025-12-5 | Enhanced State Estimation of Railway Switch Machine Based on Deep Extended Kalman Filter
[IEEE] 2025-12-5 | Eco-Friendly RFID Antennas and Sensors by Laser-Induced Graphene Transfer on Bio-Degradable Substrates
[IEEE] 2025-12-5 | Real-Time Object Recognition and Tracking in High-Resolution Aerial Imagery
[IEEE] 2025-12-5 | Experimental Demonstrations of Polarisation-Based Sensing in Alamouti-Coded Simplified Coherent PONs
[IEEE] 2025-12-5 | The Role of Statistical Fiber Dispersion in Future Intra-Datacenter and Optical Access Networks
[IEEE] 2025-12-5 | Integrating Deep Learning Concepts with Blood Diagnosis
[IEEE] 2025-12-5 | Analyzing Machine Learning Models for Demand Forecasting in Fast-Moving Consumer Goods on Responsible Consumption and Production
[IEEE] 2025-12-5 | Photonics for Communications Satellites: A Perspective from Thales Alenia Space
[ACM] 2025-12-6 | Machine Learning-Based Evaluation and Empirical Research on the Teaching Quality and Satisfaction of Online Course in Higher Education: A Case Study of College English Course
[ACM] 2025-12-6 | ECTSpeech: Enhancing Efficient Speech Synthesis via Easy Consistency Tuning
[ACM] 2025-12-6 | Speech Emotion Recognition via Multi-Level Acoustic Modeling and Cross-Modal Temporal Fusion
[ACM] 2025-12-6 | Animating the Ephemeral: Transforming Edible Cultural Heritage into Dynamic Digital Heritage through AI and Mixed Reality
[ACM] 2025-12-5 | MCT-TRNG: Multi-Channel Tetrahedral TRNG via Metastability Enhanced Entropy with 2.2Gbps Throughput
[ACM] 2025-12-6 | Dynamically Detect and Fix Hardness for Efficient Approximate Nearest Neighbor Search
[IEEE] 2025-12-5 | Frequency Domain Transformation and Loss Adjustment for Enhancing Transferability of Adversarial Examples_supp1-3640532.pdf
[IEEE] 2025-12-5 | Computationally Efficient Calculation of PWM-Induced AC Copper Losses in Concentrated Winding Axial Flux Machines
[IEEE] 2025-12-5 | A hybrid deep learning framework for solid rocket motor performance prediction based on mechanism modeling and residual learning
