[2026-03-20 09:28:40] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-19
正在获取论文...
[arXiv] 2026-03-19 | Matryoshka Gaussian Splatting
[arXiv] 2026-03-19 | Act While Thinking: Accelerating LLM Agents via Pattern-Aware Speculative Tool Execution
[arXiv] 2026-03-19 | I Can't Believe It's Corrupt: Evaluating Corruption in Multi-Agent Governance Systems
[arXiv] 2026-03-19 | Not All Features Are Created Equal: A Mechanistic Study of Vision-Language-Action Models
[arXiv] 2026-03-19 | FinTradeBench: A Financial Reasoning Benchmark for LLMs
[arXiv] 2026-03-19 | F2LLM-v2: Inclusive, Performant, and Efficient Embeddings for a Multilingual World
[arXiv] 2026-03-19 | Synthetic Control Misconceptions: Recommendations for Practice
[arXiv] 2026-03-19 | Quantum theory based on real numbers cannot be experimentally falsified
[arXiv] 2026-03-19 | Tinted Frames: Question Framing Blinds Vision-Language Models
[arXiv] 2026-03-19 | Gamma positivity, PL homeomorphism types, and orthogonal polynomials
[arXiv] 2026-03-19 | How Auditory Knowledge in LLM Backbones Shapes Audio Language Models: A Holistic Evaluation
[arXiv] 2026-03-19 | Luck and magic for Pitman-Stanley polytopes and parking functions
[arXiv] 2026-03-19 | Investigating the role of tetraquark operators in lattice QCD studies of the $a_0(980)$ and $κ$ resonances
[arXiv] 2026-03-19 | GenMFSR: Generative Multi-Frame Image Restoration and Super-Resolution
[arXiv] 2026-03-19 | Improving RCT-Based Treatment Effect Estimation Under Covariate Mismatch via Calibrated Alignment
[arXiv] 2026-03-19 | Formation and Decay of Oscillons in Einstein-Cartan Higgs Inflation
[arXiv] 2026-03-19 | Perturbative approach to the infrared gluon propagator in the maximal Abelian gauge
[arXiv] 2026-03-19 | DyMoE: Dynamic Expert Orchestration with Mixed-Precision Quantization for Efficient MoE Inference on Edge
[arXiv] 2026-03-19 | ADMM-Based Distributed MPC with Control Barrier Functions for Safe Multi-Robot Quadrupedal Locomotion
[arXiv] 2026-03-19 | Fast and Effective Computation of Generalized Symmetric Matrix Factorization
[arXiv] 2026-03-19 | Hyper-efficient superconducting filterbanks with impedance-defined spectral resolution for millimeter-wave spectroscopy
[arXiv] 2026-03-19 | Implicit Patterns in LLM-Based Binary Analysis
[arXiv] 2026-03-19 | From Inference Efficiency to Embodied Efficiency: Revisiting Efficiency Metrics for Vision-Language-Action Models
[arXiv] 2026-03-19 | Variational and Annealing-Based Approaches to Quantum Combinatorial Optimization
[arXiv] 2026-03-19 | Assessment of Analog Time Multiplexing in SDM Digital to Analog Converters
[arXiv] 2026-03-19 | Embeddings of variable Sobolev, Besov, and Triebel-Lizorkin spaces on metric measure spaces
[arXiv] 2026-03-19 | Post-Quantum Cryptography from Quantum Stabilizer Decoding
[arXiv] 2026-03-19 | Follow the Rules (or Not): Community Norms and AI-Generated Support in Online Health Communities
[arXiv] 2026-03-19 | In the Margins: An Empirical Study of Ethereum Inscriptions
[arXiv] 2026-03-19 | Parametric Spectral Submanifolds across Hopf Bifurcations with Applications to Fluid Dynamics
[arXiv] 2026-03-19 | Articulated-Body Dynamics Network: Dynamics-Grounded Prior for Robot Learning
[arXiv] 2026-03-19 | Multi-Modal Building Change Detection for Large-Scale Small Changes: Benchmark and Baseline
[arXiv] 2026-03-19 | Scalar field in Bianchi type-I cosmology with Lyra's geometry
[arXiv] 2026-03-19 | Pascal, Catalan, Motzkin triangles and tensor product multiplicities
[arXiv] 2026-03-19 | Photon-echo synchronization and quantum state transfer in short quantum links
[arXiv] 2026-03-19 | Fire as a Service: Augmenting Robot Simulators with Thermally and Visually Accurate Fire Dynamics
[arXiv] 2026-03-19 | Adaptive Nonlinear Data Assimilation through P-Spline Triangular Measure Transport
[arXiv] 2026-03-19 | Solving Maxwell's Equations with Mimetic Methods
[arXiv] 2026-03-19 | Probabilistic multivariate statistical process control via kernel parameter uncertainty propagation
[arXiv] 2026-03-19 | Preference-Based Optimisation in Group Decision-Making
[arXiv] 2026-03-19 | D$_4$CNN$\times$AnaCal: Physics-Informed Machine Learning for Accurate and Precise Weak Lensing Shear Estimation
[arXiv] 2026-03-19 | Man and machine: artificial intelligence and judicial decision making
[arXiv] 2026-03-19 | Non-Markovian Cosmic-Ray Pitch-Angle Transport from Mirror Interactions
[arXiv] 2026-03-19 | FUMO: Prior-Modulated Diffusion for Single Image Reflection Removal
[arXiv] 2026-03-19 | Thermodynamic Analysis of Charged AdS Black Holes with Cloud of Strings in Einstein-Bumblebee Gravity via Tsallis Entropy
[arXiv] 2026-03-19 | Linear and group identifying codes in Hamming Graphs
[arXiv] 2026-03-19 | Generalized Hand-Object Pose Estimation with Occlusion Awareness
[arXiv] 2026-03-19 | Security awareness in LLM agents: the NDAI zone case
[arXiv] 2026-03-19 | AgentDS Technical Report: Benchmarking the Future of Human-AI Collaboration in Domain-Specific Data Science
[arXiv] 2026-03-19 | Radar Detection through Rectified Flow Matching
[arXiv] 2026-03-19 | Foundations of Schrödinger Bridges for Generative Modeling
[arXiv] 2026-03-19 | Evolutionarily Stable Stackelberg Equilibrium
[arXiv] 2026-03-19 | BiSSLB: Binary Spike-and-Slab Lasso Biclustering
[arXiv] 2026-03-19 | PlanTwin: Privacy-Preserving Planning Abstractions for Cloud-Assisted LLM Agents
[arXiv] 2026-03-19 | Black Hole--Entropy Container or Creator
[arXiv] 2026-03-19 | Asynchronous-spectral fusion fluorescence microscopy for microsecond-scale behavioral dynamics
[arXiv] 2026-03-19 | Generation Models Know Space: Unleashing Implicit 3D Priors for Scene Understanding
[arXiv] 2026-03-19 | The structure and evolution of the Galactic high-$α$ disc I. Chemical and age orbital cartography
[arXiv] 2026-03-19 | NavTrust: Benchmarking Trustworthiness for Embodied Navigation
[arXiv] 2026-03-19 | Bridging Semantic and Kinematic Conditions with Diffusion-based Discrete Motion Tokenizer
[arXiv] 2026-03-19 | LVOmniBench: Pioneering Long Audio-Video Understanding Evaluation for Omnimodal LLMs
[arXiv] 2026-03-19 | Constitutive vs. Corrective: A Causal Taxonomy of Human Runtime Involvement in AI Systems
[arXiv] 2026-03-19 | On the asymptotic behavior of finite hyperfields
[arXiv] 2026-03-19 | Robustness, Cost, and Attack-Surface Concentration in Phishing Detection
[arXiv] 2026-03-19 | Measurement-Induced Quantum Neural Network
[arXiv] 2026-03-19 | FASTER: Rethinking Real-Time Flow VLAs
[arXiv] 2026-03-19 | Exploring the Role of Interaction Data to Empower End-User Decision-Making In UI Personalization
[arXiv] 2026-03-19 | Matrix Product States for Modulated Symmetries: SPT, LSM, and Beyond
[arXiv] 2026-03-19 | Markov Potential Game and Multi-Agent Reinforcement Learning for Autonomous Driving
[arXiv] 2026-03-19 | MIDST Challenge at SaTML 2025: Membership Inference over Diffusion-models-based Synthetic Tabular data
[arXiv] 2026-03-19 | Sparse Autoencoders Reveal Interpretable and Steerable Features in VLA Models
[arXiv] 2026-03-19 | Identifying AGNs from X-ray detections---I: Metallicity calibrations in AGNs with X-ray luminosity as the primary input parameter
[arXiv] 2026-03-19 | Characterizing almost Cohen-Macaulay $3$-generated ideals of codimension $2$ in terms of prescribed shift
[arXiv] 2026-03-19 | ARIADNE: A Perception-Reasoning Synergy Framework for Trustworthy Coronary Angiography Analysis
[arXiv] 2026-03-19 | Quasinormal Modes of Extremal Reissner-Nordstrom Black Holes via Seiberg-Witten Quantization
[arXiv] 2026-03-19 | Remarks on Brunn-Minkowski-type inequalities related to the Ornstein-Uhlenbeck operator
[arXiv] 2026-03-19 | Spectral reconstruction techniques, their shortcomings and relevance to the electric conductivity coefficient
[arXiv] 2026-03-19 | The Uncertain Policy Price of Scaling Direct Air Capture
[arXiv] 2026-03-19 | GSMem: 3D Gaussian Splatting as Persistent Spatial Memory for Zero-Shot Embodied Exploration and Reasoning
[arXiv] 2026-03-19 | Adaptive Regime-Aware Stock Price Prediction Using Autoencoder-Gated Dual Node Transformers with Reinforcement Learning Control
[arXiv] 2026-03-19 | A Pipelined Collaborative Speculative Decoding Framework for Efficient Edge-Cloud LLM Inference
[arXiv] 2026-03-19 | TOI-1333Ab is on a well-aligned orbit. An aligned hot Jupiter around an F-type star with a mutually inclined stellar companion
[arXiv] 2026-03-19 | On Optimizing Multimodal Jailbreaks for Spoken Language Models
[arXiv] 2026-03-19 | Low-weight quantum syndrome errors in belief propagation decoding
[arXiv] 2026-03-19 | Exact-Time Safety Recovery using Time-Varying Control Barrier Functions with Optimal Barrier Tracking
[arXiv] 2026-03-19 | Stochastic Virtual Power Plant Dispatch via Temporally Aggregated Distributed Predictive Control with Performance Guarantees
[arXiv] 2026-03-19 | Well-posedness for the Navier-Stokes equations in Morrey spaces on non-compact manifolds
[arXiv] 2026-03-19 | Why Synchronized Time is a Fiction: Daylight Saving Time, Leap Seconds, and the Guillotine Sharpened for Nothing
[arXiv] 2026-03-19 | Analysis of Io's tidal response as a function of the properties of the partially molten layer
[arXiv] 2026-03-19 | Reduced order computation of 2D elastodynamic Green's functions in layered soil using a low-rank tensor approximation
[arXiv] 2026-03-19 | CAMO: A Conditional Neural Solver for the Multi-objective Multiple Traveling Salesman Problem
[arXiv] 2026-03-19 | Quantifying the effect of noise perturbation for the stochastic Burgers equation with additive trace-class noise
[arXiv] 2026-03-19 | The Simplicity of the Hodge Bundle
[arXiv] 2026-03-19 | Optimal Sample Size Calculation in Cost-Effectiveness Longitudinal Cluster Randomized Trials
[arXiv] 2026-03-19 | Second order estimates for equations with sums of Hessian operators on Hermitian manifolds
[arXiv] 2026-03-19 | MoRI: Learning Motivation-Grounded Reasoning for Scientific Ideation in Large Language Models
[arXiv] 2026-03-19 | TerraScope: Pixel-Grounded Visual Reasoning for Earth Observation
[arXiv] 2026-03-19 | Supercritical Site Percolation on Regular Graphs
[arXiv] 2026-03-19 | Rethinking MLLM Itself as a Segmenter with a Single Segmentation Token
[arXiv] 2026-03-19 | S2D2: Small-scale Significant substructure DBSCAN Detection II. Tracing episodes and gradients of star formation activity
[arXiv] 2026-03-19 | Hypothesis-Conditioned Query Rewriting for Decision-Useful Retrieval
[arXiv] 2026-03-19 | Resonances, Recurrence Times and Steady States in Monitored Noisy Qubit Systems
[arXiv] 2026-03-19 | CRAFT: Aligning Diffusion Models with Fine-Tuning Is Easier Than You Think
[arXiv] 2026-03-19 | Magnetic properties of a buckled honeycomb lattice antiferromagnet
[arXiv] 2026-03-19 | A calibration-free null test from anisotropic BAO
[arXiv] 2026-03-19 | Photoemission Signatures of Photoinduced Carriers and Excitons in One-Dimensional Mott Insulators
[arXiv] 2026-03-19 | PRIOR: Perceptive Learning for Humanoid Locomotion with Reference Gait Priors
[arXiv] 2026-03-19 | Evaluating 5W3H Structured Prompting for Intent Alignment in Human-AI Interaction
[arXiv] 2026-03-19 | Robust Investment-Driven Insurance Pricing under Correlation Ambiguity
[arXiv] 2026-03-19 | Teleological Inference in Structural Causal Models via Intentional Interventions
[arXiv] 2026-03-19 | Evidence of different $Λ_{\rm c}$-baryon and D-meson elliptic flow in Pb$-$Pb collisions at $\mathbf{\sqrt{\textit{s}_{\rm NN}}}$ = 5.36 TeV with ALICE at the LHC
[arXiv] 2026-03-19 | Maximum-Entropy Exploration with Future State-Action Visitation Measures
[arXiv] 2026-03-19 | Robust Investment-Driven Insurance Pricing and Liquidity Management
[arXiv] 2026-03-19 | BVSIMC: Bayesian Variable Selection-Guided Inductive Matrix Completion for Improved and Interpretable Drug Discovery
[arXiv] 2026-03-19 | On the Minimum Number of Control Laws for Nonlinear Systems with Input-Output Linearisation Singularities
[arXiv] 2026-03-19 | Kernel Single-Index Bandits: Estimation, Inference, and Learning
[arXiv] 2026-03-19 | Theoretical Analyses of Detectors for Additive Noise Channels with Mean-Variance Uncertainty under Nonlinear Expectation Theory
[arXiv] 2026-03-19 | Cavity Control of Strongly Correlated Electrons Beyond Resonant Coupling
[arXiv] 2026-03-19 | A Bayesian Reinterpretation of Cornfield-Type Sensitivity Analysis: From Thresholds to Probabilities
[arXiv] 2026-03-19 | Interaction-induced HI gas concentration with centrally-enhanced star formation in ALFALFA-SDSS galaxies
[arXiv] 2026-03-19 | Improving moment tensor solutions under Earth structure uncertainty with simulation-based inference
[arXiv] 2026-03-19 | Organosulfur Chemistry on sub-Neptunes: Implications for hazes and biosignatures
[arXiv] 2026-03-19 | An Ore-type Theorem for Oriented Discrepancy of Hamilton Cycles
[arXiv] 2026-03-19 | Neural Galerkin Normalizing Flow for Transition Probability Density Functions of Diffusion Models
[arXiv] 2026-03-19 | A Stabilized Mortar Method for Discontinuities in Geological Media with Non-Conforming Grids
[arXiv] 2026-03-19 | Wavelet-based grid adaptation with consistent treatment of high-order sharp immersed geometries
[arXiv] 2026-03-19 | An SO(3)-equivariant reciprocal-space neural potential for long-range interactions
[arXiv] 2026-03-19 | The ergodic theory of SPDEs in a weak-noise regime
[arXiv] 2026-03-19 | A Non-parametric Method for the Inference of Halo Occupation Distributions
[arXiv] 2026-03-19 | Relationship-Centered Care: Relatedness and Responsible Design for Human Connections in Mental-Health Care
[arXiv] 2026-03-19 | Contact Status Recognition and Slip Detection with a Bio-inspired Tactile Hand
[arXiv] 2026-03-19 | Enhancement of vacuum-ultraviolet dispersive-wave emission using gas-filled tapered hollow-core fibers
[arXiv] 2026-03-19 | PowerFlow: Unlocking the Dual Nature of LLMs via Principled Distribution Matching
[arXiv] 2026-03-19 | Evaluating Model-Free Policy Optimization in Masked-Action Environments via an Exact Blackjack Oracle
[arXiv] 2026-03-19 | Local Knots, $ν^+$-Sharp Knots, and Rational Slice Genus
[arXiv] 2026-03-19 | Non-equilibrium (thermo)dynamics of colloids under mobile piston compression
[arXiv] 2026-03-19 | Benchmarking CNN-based Models against Transformer-based Models for Abdominal Multi-Organ Segmentation on the RATIC Dataset
[arXiv] 2026-03-19 | Cyber-Resilient Digital Twins: Discriminating Attacks for Safe Critical Infrastructure Control
[arXiv] 2026-03-19 | Signatures of the $Ω(2012)^{-}$ state in $Ξ^*\bar K$ Correlation Functions
[arXiv] 2026-03-19 | From Connectivity to Multi-Orbit Intelligence: Space-Based Data Center Architectures for 6G and Beyond
[arXiv] 2026-03-19 | SJD-PAC: Accelerating Speculative Jacobi Decoding via Proactive Drafting and Adaptive Continuation
[arXiv] 2026-03-19 | myMNIST: Benchmark of PETNN, KAN, and Classical Deep Learning Models for Burmese Handwritten Digit Recognition
[arXiv] 2026-03-19 | Color image restoration based on nonlocal saturation-value similarity
[arXiv] 2026-03-19 | Electroweak phase transitions in a $U(1)_D$ extension of the standard model with dimension-six operators: Gravitational waves and LHC signatures
[arXiv] 2026-03-19 | WarPGNN: A Parametric Thermal Warpage Analysis Framework with Physics-aware Graph Neural Network
[arXiv] 2026-03-19 | CAPSUL: A Comprehensive Human Protein Benchmark for Subcellular Localization
[arXiv] 2026-03-19 | CausalVAD: De-confounding End-to-End Autonomous Driving via Causal Intervention
[arXiv] 2026-03-19 | Stability of Charge Collection Efficiency and Time Resolution in 4H-SiC PIN Diodes Under X-ray Irradiation
[arXiv] 2026-03-19 | HEP Statistical Inference for UAV Fault Detection: CLs, LRT, and SBI Applied to Blade Damage
[arXiv] 2026-03-19 | SCISSR: Scribble-Conditioned Interactive Surgical Segmentation and Refinement
[arXiv] 2026-03-19 | Observation of Resonance of Kagome Flat Band Doublet
[arXiv] 2026-03-19 | A weighted cycle-localization inequality
[arXiv] 2026-03-19 | Balancing the Reasoning Load: Difficulty-Differentiated Policy Optimization with Length Redistribution for Efficient and Robust Reinforcement Learning
